ENTRY            A0038   20200528                             A095A0038  0    1 
SUBENT        A0038001   20200528                             A095A0038  1    1 
BIB                 10         25                                 A0038  1    2 
TITLE      The reactions Ti-47(d,p)Ti-48 and Ti-49(d,p)Ti-50      A0038  1    3 
           at a deuteron energy 13.6 MeV                          A0038  1    4 
AUTHOR     (V.V.Tokarevskii,V.N.Shcherbin)                        A0038  1    5 
INSTITUTE  (4UKRIJD)                                              A0038  1    6 
REFERENCE  (J,YF,25,16,1977) The main reference.                  A0038  1    7 
           (J,SNP,25,8,1977)  English translation.                A0038  1    8 
REL-REF    (M,,V.V.Alekseev+,J,IZV,34,194,1970) The experimental  A0038  1    9 
           method has been described                              A0038  1   10 
            (Bull.Russ.Acad.Sci.,34(1970)177 -Engl.transl.)       A0038  1   11 
FACILITY   (CYCLO,4UKRIJD)                                        A0038  1   12 
METHOD     (EXTB,BCINT,SITA)                                      A0038  1   13 
DETECTOR   (TELES,SI) From Si(Li) solid-state detectors.          A0038  1   14 
STATUS     (TABLE) The data in form of the tables were received   A0038  1   15 
           from the authors.                                      A0038  1   16 
           (APRVD) By V.V.Tokarevskij and V.N.Shcherbin,          A0038  1   17 
           the data in form of the tables were received           A0038  1   18 
           from the authors.                                      A0038  1   19 
HISTORY    (19790117C)                                            A0038  1   20 
           (20080609A) BIB section updated. Corrections were made A0038  1   21 
           according to new EXFOR rules. Subents 002,005-007;     A0038  1   22 
           003 and 004; 008 and 010; 009, 011 and 012  merged.    A0038  1   23 
           Subents 013,014 deleted (info not from the article).   A0038  1   24 
           (20200528A) SD: Corrections in all Subents. Numerical  A0038  1   25 
           data revised. PART-DET deleted. Information in prev.   A0038  1   26 
           HISTORY code corrected.                                A0038  1   27 
ENDBIB              25          0                                 A0038  1   28 
COMMON               1          3                                 A0038  1   29 
EN                                                                A0038  1   30 
MEV                                                               A0038  1   31 
   13.6                                                           A0038  1   32 
ENDCOMMON            3          0                                 A0038  1   33 
ENDSUBENT           32          0                                 A0038  199999 
SUBENT        A0038002   20200528                             A095A0038  2    1 
BIB                  4         11                                 A0038  2    2 
REACTION   (22-TI-47(D,P)22-TI-48,PAR,DA)                         A0038  2    3 
SAMPLE     (22-TI-47,ENR=0.76) Enriched target Ti-47,enrichment   A0038  2    4 
           76%, thickness 1.04E-3 g/cm2.                          A0038  2    5 
ERR-ANALYS (ERR-S) Statistical error only.                        A0038  2    6 
HISTORY    (20080609A) Data from Subents 005-007 added.           A0038  2    7 
           (20200528A) SD: EN-SEC deleted. Numerical data revised.A0038  2    8 
           Value at ANG=124.1 degr (E-LVL=2.30 MeV) corrected.    A0038  2    9 
           Prev. HISTORY code added. Data at E-LVL > 0. multipliedA0038  2   10 
           by 1000. Mistake was made during merging (data in      A0038  2   11 
           Subents 005-007 were given in mb/sr before merging and A0038  2   12 
           they were not converted in mu-b/sr).                   A0038  2   13 
ENDBIB              11          0                                 A0038  2   14 
NOCOMMON             0          0                                 A0038  2   15 
DATA                 4        181                                 A0038  2   16 
E-LVL      ANG-CM     DATA-CM    ERR-S                            A0038  2   17 
MEV        ADEG       MU-B/SR    MU-B/SR                          A0038  2   18 
       0.00        6.1        2.4        0.7                      A0038  2   19 
       0.00        9.2         4.         1.                      A0038  2   20 
       0.00       12.3         6.         2.                      A0038  2   21 
       0.00       15.4         8.         2.                      A0038  2   22 
       0.00       18.4         6.         1.                      A0038  2   23 
       0.00       21.5         6.         1.                      A0038  2   24 
       0.00       24.5         6.         1.                      A0038  2   25 
       0.00       27.6         9.         2.                      A0038  2   26 
       0.00       30.7        10.         1.                      A0038  2   27 
       0.00       33.7         8.         2.                      A0038  2   28 
       0.00       36.8         7.         1.                      A0038  2   29 
       0.00       39.8         7.         1.                      A0038  2   30 
       0.00       42.9         6.         2.                      A0038  2   31 
       0.00       45.9         5.         2.                      A0038  2   32 
       0.00       49.0        4.8        0.5                      A0038  2   33 
       0.00       52.0         4.        0.4                      A0038  2   34 
       0.00       55.1        3.3        0.4                      A0038  2   35 
       0.00       58.1        3.3        0.5                      A0038  2   36 
       0.00       61.1        3.6        0.4                      A0038  2   37 
       0.00       64.2        3.7        0.3                      A0038  2   38 
       0.00       67.2        3.6        0.3                      A0038  2   39 
       0.00       70.2        3.2        0.4                      A0038  2   40 
       0.00       73.3        2.4        0.4                      A0038  2   41 
       0.00       76.3        2.1        0.3                      A0038  2   42 
       0.00       79.3        2.3        0.5                      A0038  2   43 
       0.00       82.3        2.2        0.5                      A0038  2   44 
       0.00       85.3        2.4        0.5                      A0038  2   45 
       0.00       88.3        2.1        0.4                      A0038  2   46 
       0.00       91.3        2.1        0.6                      A0038  2   47 
       0.00       94.3        2.1        0.3                      A0038  2   48 
       0.00       97.3        1.6        0.4                      A0038  2   49 
       0.00      100.3        1.4        0.3                      A0038  2   50 
       0.00      106.3        2.2        0.5                      A0038  2   51 
       0.00      112.2        1.7        0.3                      A0038  2   52 
       0.00      118.2        1.7        0.4                      A0038  2   53 
       0.00      124.1        1.8        0.3                      A0038  2   54 
       0.00      130.0        1.7        0.4                      A0038  2   55 
       0.00      133.0        1.5        0.4                      A0038  2   56 
       0.00      135.9        1.3        0.3                      A0038  2   57 
       0.00      141.8        1.5        0.2                      A0038  2   58 
       0.00      147.7        1.6        0.3                      A0038  2   59 
       0.00      153.6        1.5        0.2                      A0038  2   60 
       0.00      159.5        1.1        0.3                      A0038  2   61 
       0.00      165.3         1.        0.4                      A0038  2   62 
       0.00      168.3        1.2        0.4                      A0038  2   63 
       0.00      171.2        2.4        0.6                      A0038  2   64 
       0.98        6.1       160.         5.                      A0038  2   65 
       0.98        9.2       198.         6.                      A0038  2   66 
       0.98       12.3       236.         7.                      A0038  2   67 
       0.98       15.4       274.         8.                      A0038  2   68 
       0.98       18.4       350.         8.                      A0038  2   69 
       0.98       21.5       396.         8.                      A0038  2   70 
       0.98       24.5       460.         9.                      A0038  2   71 
       0.98       27.6       500.        10.                      A0038  2   72 
       0.98       30.7       520.        10.                      A0038  2   73 
       0.98       33.7       530.        10.                      A0038  2   74 
       0.98       36.8       470.        20.                      A0038  2   75 
       0.98       39.8       400.        10.                      A0038  2   76 
       0.98       42.9       270.        20.                      A0038  2   77 
       0.98       45.9       240.        10.                      A0038  2   78 
       0.98       49.0       213.         3.                      A0038  2   79 
       0.98       52.0       179.         4.                      A0038  2   80 
       0.98       55.1       152.         3.                      A0038  2   81 
       0.98       58.1       140.         3.                      A0038  2   82 
       0.98       61.1       145.         2.                      A0038  2   83 
       0.98       64.2       152.         2.                      A0038  2   84 
       0.98       67.2       141.         2.                      A0038  2   85 
       0.98       70.2       129.         2.                      A0038  2   86 
       0.98       73.3       119.         3.                      A0038  2   87 
       0.98       76.3       111.         2.                      A0038  2   88 
       0.98       79.3        89.         3.                      A0038  2   89 
       0.98       82.3        88.         4.                      A0038  2   90 
       0.98       85.3        84.         5.                      A0038  2   91 
       0.98       88.3        72.         2.                      A0038  2   92 
       0.98       91.3        62.         4.                      A0038  2   93 
       0.98       94.3        55.         1.                      A0038  2   94 
       0.98       97.3        50.         3.                      A0038  2   95 
       0.98      100.3        49.         2.                      A0038  2   96 
       0.98      106.3        41.         2.                      A0038  2   97 
       0.98      112.2        40.         1.                      A0038  2   98 
       0.98      118.2        42.         2.                      A0038  2   99 
       0.98      124.1        40.         1.                      A0038  2  100 
       0.98      130.0        35.         1.                      A0038  2  101 
       0.98      133.0        31.         1.                      A0038  2  102 
       0.98      135.9        29.         1.                      A0038  2  103 
       0.98      141.8        24.         2.                      A0038  2  104 
       0.98      147.7        25.         1.                      A0038  2  105 
       0.98      153.6        23.         1.                      A0038  2  106 
       0.98      159.5        24.         1.                      A0038  2  107 
       0.98      165.3        20.         1.                      A0038  2  108 
       0.98      168.3        17.         1.                      A0038  2  109 
       0.98      171.2        20.         2.                      A0038  2  110 
       2.30        6.1       720.        10.                      A0038  2  111 
       2.30        9.2       910.        20.                      A0038  2  112 
       2.30       12.3       990.        20.                      A0038  2  113 
       2.30       15.4       910.        20.                      A0038  2  114 
       2.30       18.4       740.        10.                      A0038  2  115 
       2.30       21.5       560.        10.                      A0038  2  116 
       2.30       24.5       420.        10.                      A0038  2  117 
       2.30       27.6       321.         8.                      A0038  2  118 
       2.30       30.7       313.         8.                      A0038  2  119 
       2.30       33.7       328.         8.                      A0038  2  120 
       2.30       36.8       350.        10.                      A0038  2  121 
       2.30       39.8       340.        10.                      A0038  2  122 
       2.30       42.9       240.        20.                      A0038  2  123 
       2.30       45.9       210.        10.                      A0038  2  124 
       2.30       49.0       160.         3.                      A0038  2  125 
       2.30       52.0       123.         2.                      A0038  2  126 
       2.30       55.1       103.         2.                      A0038  2  127 
       2.30       58.1       100.         2.                      A0038  2  128 
       2.30       61.1        97.         2.                      A0038  2  129 
       2.30       64.2       104.         2.                      A0038  2  130 
       2.30       67.2       102.         2.                      A0038  2  131 
       2.30       70.2        94.         2.                      A0038  2  132 
       2.30       73.3        88.         2.                      A0038  2  133 
       2.30       76.3        84.         2.                      A0038  2  134 
       2.30       79.3        75.         2.                      A0038  2  135 
       2.30       82.3        66.         3.                      A0038  2  136 
       2.30       85.3        63.         5.                      A0038  2  137 
       2.30       88.3        55.         2.                      A0038  2  138 
       2.30       91.3        49.         3.                      A0038  2  139 
       2.30       94.3        45.         1.                      A0038  2  140 
       2.30       97.3        43.         2.                      A0038  2  141 
       2.30      100.3        40.         2.                      A0038  2  142 
       2.30      106.3        37.         1.                      A0038  2  143 
       2.30      112.2        38.         1.                      A0038  2  144 
       2.30      118.2        38.         1.                      A0038  2  145 
       2.30      124.1        35.         1.                      A0038  2  146 
       2.30      130.0        30.         1.                      A0038  2  147 
       2.30      133.0        28.         1.                      A0038  2  148 
