ENTRY            A1124   20110816                             A074A112400000001 
SUBENT        A1124001   20110816                             A074A112400100001 
BIB                  9         23                                 A112400100002 
INSTITUTE  (1USALAS)                                              A112400100003 
REFERENCE  (J,PR/C,15,(5),1613,197705)                            A112400100004 
AUTHOR     (R.F.Haglund Jr,G.G.Ohlsen,R.A.Hardekopf,N.Jarmie,     A112400100005 
            R.E.Brown,P.A.Schmelzbach)                            A112400100006 
TITLE      3He(t,t)3He elastic scattering measurements from       A112400100007 
           9 to 17 MeV                                            A112400100008 
FACILITY   (VDGT,1USALAS) LASL polarized-triton source and        A112400100009 
                  FN tandem Va de Graaff accel.                   A112400100010 
SAMPLE     A gas target.                                          A112400100011 
METHOD     (PHD)                                                  A112400100012 
DETECTOR   (SIBAR) Counter telescopes containing two or three     A112400100013 
           silicon surface-barrier detectors.                     A112400100014 
           Two telescopes used at 9, 13, 15 and 17 MeV consisting A112400100015 
           of 150 mu-m dE (50 mu-m for the 9 MeV) and 1000 mu-m   A112400100016 
           E-detector.                                            A112400100017 
           At 11 and 16 MeV three detectors used. At 11 MeV       A112400100018 
           thicknesses were 17, 75 and 300 mu-m and at 16 MeV, theA112400100019 
           detectors were 40, 150 and 1000 mu-m thick.            A112400100020 
HISTORY    (19810525C) Compilation produced by Arzamas RFNC-VNIIEFA112400100021 
           (19990214U)CNPD: corrected 4-dig. year and lower cases.A112400100022 
           (20110814U) SD:volume of the ref. corrected: 16 -> 15. A112400100023 
            SF9=EXP deleted from REACTION code in Subent 002.     A112400100024 
            Subents 003, 004 added.                               A112400100025 
ENDBIB              23          0                                 A112400100026 
NOCOMMON             0          0                                 A112400100027 
ENDSUBENT           26          0                                 A112400199999 
SUBENT        A1124002   20110816                             A074A112400200001 
BIB                  4         22                                 A112400200002 
REACTION   (2-HE-3(T,EL)2-HE-3,,DA)                               A112400200003 
ERR-ANALYS (DATA-ERR) The relative errors, arise mainly from the  A112400200004 
             following:                                           A112400200005 
            (1) uncertainties in reading the target gas pressure  A112400200006 
                from the Wallace-Tiernan gauge,                   A112400200007 
            (2) statistical errors in the number of counts,       A112400200008 
            (3) errors in the setting of peak and background gatesA112400200009 
            (4) random pressure and temperature fluctuations      A112400200010 
                in the target,                                    A112400200011 
            (5) beam-current integration, and                     A112400200012 
            (6) beam-position instability and/or detector-positionA112400200013 
                uncertainty                                       A112400200014 
           (ERR-SYS) Scale error errors for the cross section may A112400200015 
                     be traced to                                 A112400200016 
             (1) calibration error in the pressure gauge,         A112400200017 
             (2) calibration error in the current integrator,     A112400200018 
             (3) purity of the target gas, and                    A112400200019 
             (4) uncertainty in die geometry factor               A112400200020 
STATUS     (TABLE) Table 3                                        A112400200021 
HISTORY    (20110814U) SD:SF9=EXP deleted from REACTION code.     A112400200022 
            Title DATA-ERR1 -> ERR-SYS. Data corrected according  A112400200023 
            to the Table 1.                                       A112400200024 
ENDBIB              22          0                                 A112400200025 
COMMON               1          3                                 A112400200026 
ERR-SYS                                                           A112400200027 
PER-CENT                                                          A112400200028 
  1.1                                                             A112400200029 
ENDCOMMON            3          0                                 A112400200030 
DATA                 4        149                                 A112400200031 
EN         ANG-CM     DATA-CM    DATA-ERR                         A112400200032 
MEV        ADEG       MB/SR      PER-CENT                         A112400200033 
       9.02      30.05       65.8        2.0                      A112400200034 
       9.02      35.05       51.4        2.0                      A112400200035 
       9.02      40.05       43.6        0.8                      A112400200036 
       9.02      45.05       38.4        0.9                      A112400200037 
       9.02      50.05       34.7        1.0                      A112400200038 
       9.02      55.05       31.0        2.0                      A112400200039 
       9.02      60.05       28.2        2.0                      A112400200040 
       9.02      65.05       27.5        2.0                      A112400200041 
       9.02      70.05       26.5        2.0                      A112400200042 
       9.02      75.05       26.1        2.0                      A112400200043 
       9.02      80.05       25.0        5.0                      A112400200044 
       9.02      85.05       24.6        1.0                      A112400200045 
       9.02      90.05       23.4        1.0                      A112400200046 
       9.02      94.95       24.8        1.1                      A112400200047 
       9.02     104.95       25.1        2.0                      A112400200048 
       9.02     109.95       26.1        2.0                      A112400200049 
       9.02     114.95       24.6        2.0                      A112400200050 
       9.02     119.95       26.2        2.0                      A112400200051 
       9.02     124.95       25.1        2.0                      A112400200052 
       9.02     129.95       27.7        1.0                      A112400200053 
       9.02     134.95       28.0        1.0                      A112400200054 
       9.02     139.95       29.3        0.9                      A112400200055 
       9.02     144.95       29.9        2.0                      A112400200056 
       9.02     150.00       28.3        2.0                      A112400200057 
      11.00      30.05       50.7        2.0                      A112400200058 
      11.00      35.05       44.7        2.0                      A112400200059 
      11.00      40.05       33.7        3.6                      A112400200060 
      11.00      45.05       31.0        2.0                      A112400200061 
      11.00      50.05       27.8        2.0                      A112400200062 
      11.00      55.05       23.7        2.1                      A112400200063 
      11.00      60.05       20.5        2.8                      A112400200064 
      11.00      65.05       18.8        2.5                      A112400200065 
      11.00      70.05       17.7        2.2                      A112400200066 
      11.00      75.05       17.2        2.1                      A112400200067 
      11.00      80.05       17.9        2.0                      A112400200068 
      11.00      85.05       18.3        2.1                      A112400200069 
      11.00      90.05       19.5        2.2                      A112400200070 
      11.00      94.95       22.1        2.1                      A112400200071 
      11.00      99.95       23.9        2.1                      A112400200072 
      11.00     104.95       24.4        2.1                      A112400200073 
      11.00     109.95       25.6        2.2                      A112400200074 
      11.00     114.95       25.5        2.5                      A112400200075 
      11.00     119.95       25.3        2.8                      A112400200076 
      11.00     124.95       25.2        2.1                      A112400200077 
      11.00     129.95       23.6        2.1                      A112400200078 
      11.00     134.95       22.9        2.1                      A112400200079 
      11.00     139.95       22.9        3.6                      A112400200080 
      11.00     144.95       24.9        2.2                      A112400200081 
      11.00     149.95       26.7        2.1                      A112400200082 
      13.02      30.05       46.1        0.7                      A112400200083 
      13.02      35.05       37.7        0.7                      A112400200084 
      13.02      40.05       30.2        0.8                      A112400200085 
      13.02      45.05       25.1        0.9                      A112400200086 
      13.02      50.05       20.1        2.0                      A112400200087 
      13.02      55.05       17.1        2.0                      A112400200088 
      13.02      60.05       14.8        2.0                      A112400200089 
      13.02      65.05       14.4        2.0                      A112400200090 
      13.02      70.05       11.8        1.1                      A112400200091 
      13.02      75.05       11.2        1.2                      A112400200092 
      13.02      80.05       12.0        2.0                      A112400200093 
      13.02      85.10       14.0        1.2                      A112400200094 
      13.02      90.10       17.5        1.1                      A112400200095 
      13.02      94.95       23.8        1.2                      A112400200096 
      13.02      99.95       25.7        1.2                      A112400200097 
      13.02     104.95       28.9        1.0                      A112400200098 
      13.02     109.95       31.8        1.0                      A112400200099 
      13.02     114.95       34.6        2.0                      A112400200100 
      13.02     119.95       31.0        2.0                      A112400200101 
      13.02     124.95       28.6        2.0                      A112400200102 
      13.02     129.95       26.0        2.0                      A112400200103 
      13.02     134.95       23.1        0.9                      A112400200104 
      13.02     139.95       20.2        0.9                      A112400200105 
      13.02     144.95       19.5        0.9                      A112400200106 
      13.02     149.95       21.3        0.9                      A112400200107 
      15.02      30.05       51.8        2.0                      A112400200108 
      15.02      35.05       36.5        2.0                      A112400200109 
      15.02      40.05       25.9        2.0                      A112400200110 
      15.02      45.05       19.4        2.0                      A112400200111 
      15.02      50.05       15.5        2.0                      A112400200112 
      15.02      55.05       13.5        2.0                      A112400200113 
      15.02      60.05       11.7        2.0                      A112400200114 
      15.02      65.10        9.7        2.0                      A112400200115 
      15.02      70.10        7.8        2.0                      A112400200116 
      15.02      75.10        6.5        2.0                      A112400200117 
      15.02      80.10        7.0        2.1                      A112400200118 
      15.02      85.10       10.2        2.0                      A112400200119 
      15.02      90.10       14.1        2.3                      A112400200120 
      15.02      94.90       24.5        3.1                      A112400200121 
      15.02      99.90       30.8        2.0                      A112400200122 
      15.02     104.95       39.8        2.0                      A112400200123 
      15.02     109.95       43.7        2.0                      A112400200124 
      15.02     114.95       44.4        2.0                      A112400200125 
      15.02     119.95       42.0        2.0                      A112400200126 
      15.02     124.95       37.0        2.0                      A112400200127 
      15.02     129.95       31.4        2.0                      A112400200128 
      15.02     134.95       23.9        2.0                      A112400200129 
      15.02     139.95       18.9        2.0                      A112400200130 
      15.02     144.95       16.1        2.1                      A112400200131 
      15.02     149.95       17.5        2.1                      A112400200132 
      16.00      30.05       59.0        2.1                      A112400200133 
      16.00      35.05       39.5        2.1                      A112400200134 
      16.00      40.05       24.7        2.0                      A112400200135 
      16.00      45.05       17.2        2.1                      A112400200136 
      16.00      50.05       14.2        2.1                      A112400200137 
      16.00      55.05       13.0        2.2                      A112400200138 
      16.00      60.10       11.4        2.2                      A112400200139 
      16.00      65.10        9.3        2.1                      A112400200140 
      16.00      70.10        6.4        2.2                      A112400200141 
      16.00      75.10        4.2        2.4                      A112400200142 
      16.00      80.10        4.1        2.4                      A112400200143 
      16.00      85.10        7.3        2.3                      A112400200144 
      16.00      90.10       13.1        2.4                      A112400200145 
      16.00      94.90       22.9        2.3                      A112400200146 
      16.00      99.90       31.0        2.1                      A112400200147 
      16.00     104.90       39.7        2.0                      A112400200148 
      16.00     109.90       44.5        2.0                      A112400200149 
      16.00     114.95       46.7        2.0                      A112400200150 
      16.00     119.95       44.0        2.0                      A112400200151 
      16.00     124.95       38.4        2.0                      A112400200152 
      16.00     129.95       30.2        2.0                      A112400200153 
      16.00     134.95       22.4        2.1                      A112400200154 
      16.00     139.95       16.1        2.1                      A112400200155 
      16.00     144.95       13.3        2.1                      A112400200156 
      16.00     149.95       14.8        2.1                      A112400200157 
      17.02      30.05       76.4        2.2                      A112400200158 
      17.02      35.05       48.2        2.1                      A112400200159 
      17.02      40.05       24.0        2.1                      A112400200160 
      17.02      45.05       16.8        2.0                      A112400200161 
      17.02      50.05       15.0        2.0                      A112400200162 
      17.02      55.10       14.4        2.0                      A112400200163 
      17.02      60.10       13.6        2.0                      A112400200164 
      17.02      65.10       10.8        2.0                      A112400200165 
      17.02      70.10        7.1        2.0                      A112400200166 
      17.02      75.10        4.1        2.0                      A112400200167 
      17.02      80.10        3.1        2.0                      A112400200168 
      17.02      85.10        6.4        2.0                      A112400200169 
      17.02      90.10       13.8        2.1                      A112400200170 
      17.02      94.90       24.1        2.1                      A112400200171 
      17.02      99.90       36.3        2.1                      A112400200172 
      17.02     104.90       46.3        2.0                      A112400200173 
      17.02     109.90       53.1        2.0                      A112400200174 
      17.02     114.90       56.5        2.0                      A112400200175 
      17.02     119.95       56.6        2.0                      A112400200176 
      17.02     124.95       47.8        2.1                      A112400200177 
      17.02     129.95       35.0        2.3                      A112400200178 
      17.02     134.95       25.4        2.1                      A112400200179 
      17.02     139.95       17.2        2.5                      A112400200180 
      17.02     144.95       13.9        3.2                      A112400200181 
      17.02     149.95       16.1        2.0                      A112400200182 
ENDDATA            151          0                                 A112400200183 
ENDSUBENT          182          0                                 A112400299999 
SUBENT        A1124003   20110816                             A074A112400300001 
BIB                  4         24                                 A112400300002 
REACTION   (2-HE-3(T,EL)2-HE-3,,POL/DA,,ANA)                      A112400300003 
ERR-ANALYS (DATA-ERR) The relative errors, arise from the         A112400300004 
             following:                                           A112400300005 
            (I) statistical errors in the peaks, including the    A112400300006 
                error due to background subtraction;              A112400300007 
            (2) random errors in setting the background gates     A112400300008 
                under the peaks of interest;                      A112400300009 
            (3) random errors in the measurement of the beam      A112400300010 
                polarization by the quench-ratio method; and      A112400300011 
            (4) random systematic errors, such as position        A112400300012 
                instability in the beam. This value for the randomA112400300013 
                systematic error is based on experience with      A112400300014 
                repeatability of data for this type of experiment.A112400300015 
            DATA-ERR are obtained by quadratically combining the  A112400300016 
            contributions of (1), (2), and (3) together with      A112400300017 
            0.005, which be a reasonable estimate of the errors   A112400300018 
            due to (4).                                           A112400300019 
           (ERR-SYS) Scale error. The normalization or scale errorA112400300020 
           arises solely from errors in determining the absolute  A112400300021 
           value of the beam polarization using the quench-ratio  A112400300022 
           technique, since all other scale errors cancel for dataA112400300023 
           taken with symmetric geometry                          A112400300024 
STATUS     (TABLE) Table 3                                        A112400300025 
HISTORY    (20110814C) SD                                         A112400300026 
ENDBIB              24          0                                 A112400300027 
COMMON               1          3                                 A112400300028 
ERR-SYS                                                           A112400300029 
NO-DIM                                                            A112400300030 
  0.02                                                            A112400300031 
ENDCOMMON            3          0                                 A112400300032 
DATA                 4        168                                 A112400300033 
EN         ANG-CM     DATA       DATA-ERR                         A112400300034 
MEV        ADEG       NO-DIM     NO-DIM                           A112400300035 
       9.02      25.05      0.048      0.007                      A112400300036 
       9.02      30.05      0.083      0.008                      A112400300037 
       9.02      35.05      0.103      0.009                      A112400300038 
       9.02      40.05      0.110      0.009                      A112400300039 
       9.02      45.05      0.133      0.007                      A112400300040 
