ENTRY            A1512   19990324                             0000A151200000001 
SUBENT        A1512001   19990324                             0000A151200100001 
BIB                  6          7                                 A151200100002 
REFERENCE  (R,INR-849,1968)                                       A151200100003 
AUTHOR     (A.O.TURKIEWICZ)                                       A151200100004 
TITLE      Angular distribution of the 6Li(d,p)7Li reaction       A151200100005 
INSTITUTE  (3POLIBJ)                                              A151200100006 
METHOD     (SITA)                                                 A151200100007 
HISTORY    (19800814C) Compilation produced by Arzamas RFNC-VNIIEFA151200100008 
           (19990323U)CNPD: corrected 4-dig. year and lower cases.A151200100009 
ENDBIB               7          0                                 A151200100010 
NOCOMMON             0          0                                 A151200100011 
ENDSUBENT           10          0                                 A151200199999 
SUBENT        A1512002   19990324                             0000A151200200001 
BIB                  3          5                                 A151200200002 
REACTION   (3-LI-6(D,P)3-LI-7,PAR,DA,,REL)                        A151200200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             A151200200004 
           (DATA-ERR) From graphic bars and the digitizing        A151200200005 
           the error bars were not discussed.                     A151200200006 
STATUS     (CURVE) fig 3,4,5,6,7,8,9 points                       A151200200007 
ENDBIB               5          0                                 A151200200008 
COMMON               2          3                                 A151200200009 
E-LVL      ANG-ERR                                                A151200200010 
MEV        ADEG                                                   A151200200011 
 0.0        0.6                                                   A151200200012 
ENDCOMMON            3          0                                 A151200200013 
DATA                 4        179                                 A151200200014 
     2.04      16.22    1390.        28.6                         A151200200068 
     2.04      17.25    1442.        39.96                        A151200200069 
     2.04      19.36    1511.        28.6                         A151200200070 
     2.04      22.6     1563.        28.6                         A151200200071 
     2.04      26.38    1626.        22.8                         A151200200072 
     2.04      31.86    1650.        34.24                        A151200200073 
     2.04      34.8     1513.        22.72                        A151200200074 
     2.04      40.41    1445.        34.32                        A151200200075 
     2.04      45.01    1303.        34.32                        A151200200076 
     2.04      50.76    1126.        22.8                         A151200200077 
     2.04      65.63     728.        22.88                        A151200200078 
     2.04      75.73     597.9        5.72                        A151200200079 
     2.04      84.6      564.8       17.16                        A151200200080 
     2.04     104.4      607.7       22.8                         A151200200081 
     2.04     114.3      637.8       17.16                        A151200200082 
     2.04     124.2      644.9       22.72                        A151200200083 
     2.04     133.1      617.5       17.                          A151200200084 
     2.04     141.9      567.3       22.88                        A151200200085 
     2.04     150.8      551.4       22.72                        A151200200086 
     2.04     156.4      500.8       11.6                         A151200200087 
     2.04     166.9      456.5       22.8                         A151200200088 
     2.27      15.69    2167.        28.81                        A151200200089 
     2.27      17.83    2127.        57.5                         A151200200090 
     2.27      19.78    2287.        51.76                        A151200200091 
     2.27      23.21    2349.        40.39                        A151200200092 
     2.27      27.8     2446.        46.13                        A151200200093 
     2.27      31.58    2399.        45.8                         A151200200094 
     2.27      36.46    2352.        46.13                        A151200200095 
     2.27      41.6     2151.        28.69                        A151200200096 
     2.27      45.78    2023.        34.43                        A151200200097 
     2.27      55.48    1361.        22.95                        A151200200098 
     2.27      55.58    1310.        28.58                        A151200200099 
     2.27      75.68     897.8       11.48                        A151200200100 
     2.27      85.65     918.8       22.95                        A151200200101 
     2.27      95.52     882.3       11.48                        A151200200102 
     2.27      99.93     881.5       22.84                        A151200200103 
     2.27     105.6      949.2       23.18                        A151200200104 
     2.27     113.9      959.        28.92                        A151200200105 
     2.27     118.9      986.7       17.22                        A151200200106 
     2.27     123.3      980.1       22.95                        A151200200107 
     2.27     132.1      989.8       34.43                        A151200200108 
     2.27     137.       937.1       17.33                        A151200200109 
     2.27     141.9      918.9       23.07                        A151200200110 
     2.27     149.6      854.2       23.07                        A151200200111 
     2.27     156.7      841.3       23.07                        A151200200112 
     2.27     159.4      817.8       28.81                        A151200200113 
     2.27     163.2      753.8       28.92                        A151200200114 
     2.27     166.       776.2       22.95                        A151200200115 
     2.49      16.77    1564.        40.01                        A151200200116 
     2.49      17.34    1587.        45.62                        A151200200117 
     2.49      17.97    1644.        34.06                        A151200200118 
     2.49      23.04    1751.        39.93                        A151200200119 
     2.49      27.57    1870.        34.24                        A151200200120 
     2.49      31.82    1790.        45.62                        A151200200121 
     2.49      36.66    1743.        22.94                        A151200200122 
     2.49      40.69    1515.        45.45                        A151200200123 
     2.49      45.89    1338.        34.15                        A151200200124 
     2.49      51.05    1138.        34.15                        A151200200125 
     2.49      56.37    1046.        22.85                        A151200200126 
     2.49      66.67     622.7       22.77                        A151200200127 
     2.49      75.3      558.7       16.9                         A151200200128 
     2.49      86.25     585.4       34.24                        A151200200129 
     2.49      92.83     612.8       28.46                        A151200200130 
     2.49     104.9      633.7       28.46                        A151200200131 
     2.49     114.7      649.2       23.02                        A151200200132 
     2.49     124.5      636.3       22.94                        A151200200133 
     2.49     132.1      618.        17.08                        A151200200134 
     2.49     140.8      588.2       11.38                        A151200200135 
     2.49     149.4      541.2       22.94                        A151200200136 
     2.49     157.6      511.5       28.46                        A151200200137 
     2.49     166.9      521.4       17.16                        A151200200138 
     2.66      15.29    1567.        34.63                        A151200200139 
     2.66      16.39    1613.        28.87                        A151200200140 
     2.66      17.47    1752.        46.22                        A151200200141 
     2.66      21.89    1833.        34.63                        A151200200142 
     2.66      26.3     1949.        34.66                        A151200200143 
     2.66      30.75    1926.        34.66                        A151200200144 
     2.66      35.22    1776.        46.22                        A151200200145 
     2.66      40.8     1620.        40.43                        A151200200146 
     2.66      44.19    1354.        23.11                        A151200200147 
     2.66      49.8     1106.        23.12                        A151200200148 
     2.66      65.44     632.5       34.66                        A151200200149 
     2.66      76.56     563.5       11.53                        A151200200150 
     2.66      85.42     615.7       28.89                        A151200200151 
     2.66     104.3      656.6       11.55                        A151200200152 
     2.66     114.3      651.1       17.32                        A151200200153 
     2.66     123.1      657.1       23.11                        A151200200154 
     2.66     132.       616.8       23.08                        A151200200155 
     2.66     140.9      605.5       17.33                        A151200200156 
     2.66     156.5      525.        23.11                        A151200200157 
     2.66     164.2      490.6       17.36                        A151200200158 
     2.94      17.56    1945.        39.8                         A151200200159 
     2.94      18.17    2134.        51.57                        A151200200160 
     2.94      19.8     2353.        51.57                        A151200200161 
     2.94      23.29    2486.        51.41                        A151200200162 
     2.94      27.9     2401.        34.22                        A151200200163 
     2.94      31.72    2196.        45.68                        A151200200164 
     2.94      37.22    1979.        45.53                        A151200200165 
     2.94      41.44    1619.        51.72                        A151200200166 
     2.94      48.73    1346.        40.11                        A151200200167 
     2.94      51.71    1043.        22.92                        A151200200168 
     2.94      56.54     872.2       34.53                        A151200200169 
     2.94      62.22     799.3       17.19                        A151200200170 
     2.94      66.81     720.3       28.65                        A151200200171 
     2.94      72.28     727.6       22.92                        A151200200172 
     2.94      77.78     723.4       28.49                        A151200200173 
     2.94      82.18     718.9       22.92                        A151200200174 
     2.94      87.07     737.5       34.07                        A151200200175 
     2.94      91.84     801.9       45.84                        A151200200176 
     2.94      96.18     820.3       40.11                        A151200200177 
     2.94     100.5      850.2       34.69                        A151200200178 
     2.94     105.5      805.8       45.68                        A151200200179 
     2.94     110.       778.4       34.38                        A151200200180 
     2.94     115.3      843.        28.65                        A151200200181 
     2.94     119.9      775.4       34.22                        A151200200182 
     2.94     124.1      828.2       28.65                        A151200200183 
     2.94     129.7      784.        34.38                        A151200200184 
     2.94     133.6      762.1       40.11                        A151200200185 
     2.94     137.5      768.9       28.65                        A151200200186 
     2.94     140.9      718.3       28.65                        A151200200187 
     2.94     146.4      725.6       28.34                        A151200200188 
     2.94     150.3      675.1       34.22                        A151200200189 
     2.94     154.1      710.5       28.34                        A151200200190 
     2.94     157.4      700.        22.92                        A151200200191 
     2.94     161.3      666.7       34.22                        A151200200192 
     2.94     164.       673.2       39.95                        A151200200193 
     2.94     165.6      690.9       28.49                        A151200200194 
     2.94     166.3      668.1       28.65                        A151200200195 
ENDDATA            181          0                                 A151200200196 
ENDSUBENT          195          0                                 A151200299999 
SUBENT        A1512003   19990324                             0000A151200300001 
BIB                  3          5                                 A151200300002 
REACTION   (3-LI-6(D,P)3-LI-7,PAR,DA,,REL)                        A151200300003 
ERR-ANALYS (ANG-ERR) Digitizing error                             A151200300004 
           (DATA-ERR) From graphic bars and the digitizing        A151200300005 
           the error bars were not discussed.                     A151200300006 
STATUS     (CURVE) fig 3,4,5,6,7,8,9 crosses                      A151200300007 
ENDBIB               5          0                                 A151200300008 
COMMON               2          3                                 A151200300009 
E-LVL      ANG-ERR                                                A151200300010 
MEV        ADEG                                                   A151200300011 
 0.48       0.6                                                   A151200300012 
ENDCOMMON            3          0                                 A151200300013 
DATA                 4        172                                 A151200300014 
EN         ANG-CM     DATA-CM    DATA-ERR                         A151200300015 
MEV        ADEG       ARB-UNITS  ARB-UNITS                        A151200300016 
     1.48      16.14    1269.        32.07                        A151200300017 
     1.48      17.18    1270.        21.41                        A151200300018 
     1.48      20.22    1335.        37.62                        A151200300019 
     1.48      23.15    1459.        37.62                        A151200300020 
     1.48      27.31    1476.        32.25                        A151200300021 
     1.48      31.85    1573.        32.34                        A151200300022 
     1.48      36.67    1510.        42.82                        A151200300023 
     1.48      41.93    1489.        32.16                        A151200300024 
     1.48      46.11    1490.        37.62                        A151200300025 
     1.48      61.45    1062.        21.59                        A151200300026 
     1.48      66.85     961.        26.96                        A151200300027 
     1.48      76.5      812.1       16.12                        A151200300028 
     1.48      86.11     690.1       10.75                        A151200300029 
     1.48      95.53     691.7       10.75                        A151200300030 
     1.48     114.6      544.5       21.41                        A151200300031 
     1.48     124.1      476.3       16.12                        A151200300032 
     1.48     133.2      375.7       21.32                        A151200300033 
     1.48     142.1      350.3       15.94                        A151200300034 
     1.48     150.5      330.3       16.12                        A151200300035 
     1.48     156.9      261.5       21.86                        A151200300036 
     1.48     168.       204.3       37.53                        A151200300037 
     1.8       16.79    1486.        21.31                        A151200300038 
     1.8       17.28    1502.        37.36                        A151200300039 
     1.8       20.22    1599.        32.01                        A151200300040 
     1.8       23.12    1718.        31.91                        A151200300041 
     1.8       27.05    1836.        31.91                        A151200300042 
     1.8       31.57    1923.        42.72                        A151200300043 
     1.8       36.21    1934.        21.01                        A151200300044 
     1.8       45.84    1765.        32.11                        A151200300045 
     1.8       55.97    1317.        32.11                        A151200300046 
     1.8       61.41    1168.        21.41                        A151200300047 
     1.8       65.9      976.1       10.7                         A151200300048 
     1.8       71.27     870.        21.41                        A151200300049 
     1.8       76.55     817.5       31.91                        A151200300050 
     1.8       85.99     755.        10.6                         A151200300051 
     1.8       90.27     680.9       21.41                        A151200300052 
     1.8       95.61     590.9       15.86                        A151200300053 
     1.8      100.3      602.5       26.47                        A151200300054 
     1.8      105.       576.6       21.21                        A151200300055 
     1.8      109.1      609.5       21.41                        A151200300056 
     1.8      117.4      573.6       16.25                        A151200300057 
     1.8      123.1      569.3       10.6                         A151200300058 
     1.8      127.9      522.        21.31                        A151200300059 
     1.8      137.3      464.9       26.56                        A151200300060 
     1.8      141.       433.5       15.96                        A151200300061 
     1.8      145.2      402.1       26.76                        A151200300062 
     1.8      154.7      329.        21.31                        A151200300063 
     1.8      157.8      297.5       21.31                        A151200300064 
     1.8      161.       276.6       26.76                        A151200300065 
     1.8      167.2      256.4       26.66                        A151200300066 
     2.04      16.      1078.        28.59                        A151200300067 
     2.04      17.63    1095.        39.99                        A151200300068 
     2.04      19.69    1222.        34.33                        A151200300069 
     2.04      22.9     1308.        17.06                        A151200300070 
     2.04      27.25    1360.        11.33                        A151200300071 
     2.04      32.16    1407.        34.33                        A151200300072 
     2.04      35.      1327.        45.86                        A151200300073 
     2.04      40.59    1264.        40.13                        A151200300074 
     2.04      46.24    1139.        28.39                        A151200300075 
     2.04      50.7     1099.        22.93                        A151200300076 
     2.04      65.54     659.6       28.66                        A151200300077 
     2.04      75.62     517.5       11.47                        A151200300078 
     2.04      85.64     432.8        5.733                       A151200300079 
     2.04     105.5      429.5       11.47                        A151200300080 
     2.04     115.5      356.3       17.13                        A151200300081 
     2.04     133.2      289.7        5.734                       A151200300082 
     2.04     142.1      250.6        5.734                       A151200300083 
     2.04     149.8      228.7        5.734                       A151200300084 
     2.04     158.1      206.8        5.734                       A151200300085 
     2.04     167.       167.8        5.734                       A151200300086 
     2.27      17.06    1789.        40.13                        A151200300087 
     2.27      17.6     1835.        51.61                        A151200300088 
     2.27      20.36    1892.        51.61                        A151200300089 
     2.27      23.1     2001.        28.67                        A151200300090 
     2.27      26.94    2167.        34.41                        A151200300091 
     2.27      32.48    2133.        45.86                        A151200300092 
     2.27      36.9     2156.        45.84                        A151200300093 
     2.27      41.38    1933.        40.15                        A151200300094 
     2.27      45.81    1898.        40.15                        A151200300095 
     2.27      55.88    1365.        11.47                        A151200300096 
     2.27      65.92    1010.        22.93                        A151200300097 
     2.27      75.92     803.4       22.94                        A151200300098 
     2.27      85.89     769.2        5.001                       A151200300099 
     2.27      95.89     551.4        5.001                       A151200300100 
     2.27     101.4      586.         5.001                       A151200300101 
     2.27     105.8      609.         5.001                       A151200300102 
     2.27     114.7      574.8        5.001                       A151200300103 
     2.27     120.2      546.2        5.001                       A151200300104 
     2.27     124.7      563.5        5.001                       A151200300105 
     2.27     133.       540.8        5.001                       A151200300106 
     2.27     136.9      506.5        5.001                       A151200300107 
     2.27     142.4      477.9        5.001                       A151200300108 
     2.27     150.2      380.6        5.001                       A151200300109 
     2.27     157.9      352.1        5.001                       A151200300110 
     2.27     160.7      334.9        5.001                       A151200300111 
     2.27     164.       312.1        5.001                       A151200300112 
     2.27     166.8      283.5        5.001                       A151200300113 
     2.49      16.27    1381.        34.13                        A151200300114 
     2.49      16.82    1387.        28.49                        A151200300115 
     2.49      19.06    1552.        28.45                        A151200300116 
     2.49      22.91    1631.        34.17                        A151200300117 
     2.49      26.78    1768.        22.8                         A151200300118 
     2.49      31.67    1699.        34.17                        A151200300119 
     2.49      36.58    1676.        22.8                         A151200300120 
     2.49      41.99    1545.        28.43                        A151200300121 
     2.49      44.12    1369.        34.1                         A151200300122 
     2.49      51.69    1164.        11.38                        A151200300123 
     2.49      57.11    1033.        28.45                        A151200300124 
     2.49      66.83     707.9       11.38                        A151200300125 
     2.49      77.69     519.7       17.11                        A151200300126 
     2.49      86.4      422.6        9.413                       A151200300127 
     2.49      92.97     490.6        9.413                       A151200300128 
     2.49     114.8      376.         9.413                       A151200300129 
     2.49     124.6      358.6        9.413                       A151200300130 
     2.49     133.3      329.8        9.413                       A151200300131 
     2.49     142.1      335.2        9.413                       A151200300132 
     2.49     149.7      266.6        9.413                       A151200300133 
     2.49     157.3      226.5        9.413                       A151200300134 
     2.49     166.6      209.1        9.413                       A151200300135 
     2.66      16.01    1462.        17.2                         A151200300136 
     2.66      16.62    1514.        39.99                        A151200300137 
     2.66      17.92    1674.        28.69                        A151200300138 
     2.66      22.46    1759.        40.12                        A151200300139 
     2.66      27.02    1855.        45.83                        A151200300140 
     2.66      31.43    1821.        34.27                        A151200300141 
     2.66      35.79    1740.        45.83                        A151200300142 
     2.66      45.42    1402.        28.56                        A151200300143 
     2.66      51.82    1161.        34.41                        A151200300144 
     2.66      66.85     685.        22.92                        A151200300145 
     2.66      76.67     518.2        6.14                        A151200300146 
     2.66      86.03     431.4        6.14                        A151200300147 
     2.66     106.       383.3        6.14                        A151200300148 
     2.66     114.3      382.3        6.14                        A151200300149 
     2.66     124.3      358.2        6.14                        A151200300150 
     2.66     133.2      334.3        6.14                        A151200300151 
     2.66     142.1      321.8        6.14                        A151200300152 
     2.66     157.6      240.         6.14                        A151200300153 
     2.66     166.4      216.1        6.14                        A151200300154 
     2.94      16.74    2002.        51.18                        A151200300155 
     2.94      18.03    2225.        56.87                        A151200300156 
     2.94      19.89    2430.        45.48                        A151200300157 
     2.94      23.53    2556.        68.08                        A151200300158 
     2.94      26.93    2488.        57.06                        A151200300159 
     2.94      31.61    2307.        56.87                        A151200300160 
     2.94      36.78    2160.        45.57                        A151200300161 
     2.94      41.72    1819.        34.18                        A151200300162 
     2.94      48.78    1518.        39.88                        A151200300163 
     2.94      51.53    1171.        34.18                        A151200300164 
     2.94      57.31     989.3       34.08                        A151200300165 
     2.94      61.94     836.3       28.29                        A151200300166 
     2.94      66.47     751.6       22.79                        A151200300167 
     2.94      72.26     558.8       11.3                         A151200300168 
     2.94      76.51     645.        28.48                        A151200300169 
     2.94      82.16     543.4       28.48                        A151200300170 
     2.94      87.16     504.4       22.5                         A151200300171 
     2.94      92.06     528.1       22.79                        A151200300172 
     2.94      96.49     506.        22.79                        A151200300173 
     2.94     100.8      529.6       22.79                        A151200300174 
     2.94     105.8      490.5       17.                          A151200300175 
     2.94     110.8      445.8       22.69                        A151200300176 
     2.94     115.7      469.5       22.79                        A151200300177 
     2.94     119.       470.        22.79                        A151200300178 
     2.94     124.6      448.2       22.69                        A151200300179 
     2.94     127.9      437.4       28.48                        A151200300180 
     2.94     132.8      415.5       22.69                        A151200300181 
     2.94     137.2      439.        28.48                        A151200300182 
     2.94     141.1      416.9       22.79                        A151200300183 
     2.94     145.       360.6       22.69                        A151200300184 
     2.94     149.2      446.8       22.79                        A151200300185 
     2.94     153.8      350.7       28.39                        A151200300186 
     2.94     157.       396.8       34.18                        A151200300187 
     2.94     161.3      454.6       22.79                        A151200300188 
ENDDATA            174          0                                 A151200300189 
ENDSUBENT          188          0                                 A151200399999 
ENDENTRY             3          0                                 A151299999999 
