ENTRY            A1181   19990319                             0000A118100000001 
SUBENT        A1181001   19990319                             0000A118100100001 
BIB                  8         11                                 A118100100002 
INSTITUTE  (2GERJLU)                                              A118100100003 
REFERENCE  (J,NP/A,334,(1),21,198001)                             A118100100004 
AUTHOR     (H.BERG,W.ARNOLD,E.HUTTEL,H.H.KRAUSE,J.ULBRICHT,       A118100100005 
           G.CLAUSNITZER)                                         A118100100006 
TITLE      Differential cross section, analyzing power and phase  A118100100007 
           shifts for p - 3He elastic scattering belov 1.0 MeV    A118100100008 
FACILITY   Giessen polarization facility                          A118100100009 
SAMPLE     3He gas target (purity 99.8%)                          A118100100010 
DETECTOR   (SOLST) Surface-barrier                                A118100100011 
HISTORY    (19830824C) Compilation produced by Arzamas RFNC-VNIIEFA118100100012 
           (19990220U)CNPD: corrected 4-dig. year and lower cases.A118100100013 
ENDBIB              11          0                                 A118100100014 
NOCOMMON             0          0                                 A118100100015 
ENDSUBENT           14          0                                 A118100199999 
SUBENT        A1181002   19990319                             0000A118100200001 
BIB                  3          3                                 A118100200002 
REACTION   (2-HE-3(P,EL)2-HE-3,,DA,,,EXP)                         A118100200003 
ERR-ANALYS (ERR-T) Total error                                    A118100200004 
STATUS     (TABLE) table 1                                        A118100200005 
ENDBIB               3          0                                 A118100200006 
NOCOMMON             0          0                                 A118100200007 
DATA                 4         83                                 A118100200008 
EN         ANG        DATA-CM    ERR-T                            A118100200009 
MEV        ADEG       MB/SR      MB/SR                            A118100200010 
     0.3       70.       524.8        1.67                        A118100200011 
     0.3       80.       383.4        1.37                        A118100200012 
     0.3       90.       307.1        1.21                        A118100200013 
     0.3      100.       253.         1.16                        A118100200014 
     0.3      110.       222.9        1.14                        A118100200015 
     0.4       70.       342.         1.06                        A118100200016 
     0.4       80.       260.4        0.93                        A118100200017 
     0.4       90.       212.4        0.78                        A118100200018 
     0.4      100.       184.9        0.81                        A118100200019 
     0.4      110.       165.3        0.71                        A118100200020 
     0.4      120.       150.5        0.72                        A118100200021 
     0.4      130.       141.6        0.66                        A118100200022 
     0.5       60.       356.3        0.96                        A118100200023 
     0.5       70.       258.2        0.73                        A118100200024 
     0.5       80.       203.         0.66                        A118100200025 
     0.5       90.       171.8        0.56                        A118100200026 
     0.5      100.       152.7        0.59                        A118100200027 
     0.5      110.       139.4        0.51                        A118100200028 
     0.5      120.       129.9        0.54                        A118100200029 
     0.5      130.       124.7        0.47                        A118100200030 
     0.5      140.       120.9        0.53                        A118100200031 
     0.5      150.       118.1        0.41                        A118100200032 
     0.5      160.       116.2        0.41                        A118100200033 
     0.6       60.       280.         0.78                        A118100200034 
     0.6       70.       211.1        0.62                        A118100200035 
     0.6       80.       171.2        0.58                        A118100200036 
     0.6       90.       150.1        0.51                        A118100200037 
     0.6      100.       136.6        0.51                        A118100200038 
     0.6      110.       127.2        0.46                        A118100200039 
     0.6      120.       121.9        0.48                        A118100200040 
     0.6      130.       117.6        0.43                        A118100200041 
     0.6      140.       115.9        0.47                        A118100200042 
     0.6      150.       113.8        0.39                        A118100200043 
     0.6      160.       112.7        0.37                        A118100200044 
     0.6      170.       111.3        0.35                        A118100200045 
     0.7       60.       232.8        0.62                        A118100200046 
     0.7       70.       181.6        0.52                        A118100200047 
     0.7       80.       153.6        0.47                        A118100200048 
     0.7       90.       138.         0.44                        A118100200049 
     0.7      100.       128.8        0.43                        A118100200050 
     0.7      110.       122.6        0.43                        A118100200051 
     0.7      120.       118.9        0.42                        A118100200052 
     0.7      130.       116.6        0.41                        A118100200053 
     0.7      140.       115.2        0.41                        A118100200054 
     0.7      150.       114.1        0.37                        A118100200055 
     0.7      160.       113.9        0.33                        A118100200056 
     0.7      170.       113.2        0.33                        A118100200057 
     0.8       60.       199.4        0.53                        A118100200058 
     0.8       70.       161.8        0.46                        A118100200059 
     0.8       80.       141.3        0.42                        A118100200060 
     0.8       90.       130.3        0.4                         A118100200061 
     0.8      100.       124.9        0.4                         A118100200062 
     0.8      110.       120.6        0.4                         A118100200063 
     0.8      120.       119.3        0.4                         A118100200064 
     0.8      130.       118.1        0.4                         A118100200065 
     0.8      140.       117.7        0.41                        A118100200066 
     0.8      150.       117.6        0.36                        A118100200067 
     0.8      160.       118.2        0.34                        A118100200068 
     0.8      170.       117.9        0.32                        A118100200069 
     0.9       60.       174.5        0.46                        A118100200070 
     0.9       70.       146.9        0.41                        A118100200071 
     0.9       80.       131.8        0.39                        A118100200072 
     0.9       90.       125.2        0.39                        A118100200073 
     0.9      100.       121.4        0.4                         A118100200074 
     0.9      110.       120.3        0.41                        A118100200075 
     0.9      120.       120.2        0.41                        A118100200076 
     0.9      130.       120.8        0.41                        A118100200077 
     0.9      140.       121.4        0.41                        A118100200078 
     0.9      150.       122.         0.38                        A118100200079 
     0.9      160.       122.6        0.35                        A118100200080 
     0.9      170.       123.3        0.32                        A118100200081 
     1.        60.       157.7        0.44                        A118100200082 
     1.        70.       136.5        0.39                        A118100200083 
     1.        80.       125.3        0.39                        A118100200084 
     1.        90.       121.6        0.39                        A118100200085 
     1.       100.       121.4        0.41                        A118100200086 
     1.       110.       121.7        0.42                        A118100200087 
     1.       120.       122.6        0.44                        A118100200088 
     1.       130.       124.4        0.44                        A118100200089 
     1.       140.       125.9        0.44                        A118100200090 
     1.       150.       127.8        0.41                        A118100200091 
     1.       160.       128.2        0.38                        A118100200092 
     1.       170.       129.6        0.31                        A118100200093 
ENDDATA             85          0                                 A118100200094 
ENDSUBENT           93          0                                 A118100299999 
ENDENTRY             2          0                                 A118199999999 
