ENTRY            A1439   19990323                             0000A143900000001 
SUBENT        A1439001   19990323                             0000A143900100001 
BIB                  7         14                                 A143900100002 
INSTITUTE  (2FR BRC)                                              A143900100003 
REFERENCE  (R,CEA-R-4270,185,198604)                              A143900100004 
AUTHOR     (G.SURGET)                                             A143900100005 
TITLE      Parametres deduced from the analysis of the reaction   A143900100006 
           7Li(d,a)5He and diffusion of the 7Li(d,d)7Li           A143900100007 
SAMPLE     Natural 7Li(92.6%) and 6Li(7.4%) evaporated on carbon  A143900100008 
           backing. Thickness 20 mu-g/cm**2.                      A143900100009 
DETECTOR   (SOLST) 8 detectors in conjuction (30,50,70,90,110,130,A143900100010 
           150,170 degr.)                                         A143900100011 
HISTORY    (19871019C) Compilation Produced by Arzamas RFNC-VNIIEFA143900100012 
           (19971023A) Comment Record is Deleted As O. Schwerer   A143900100013 
           Recommended. Little Corrections in A1439002.           A143900100014 
           (19971023U) Last checking has been done.               A143900100015 
           (19990220U)CNPD: corrected 4-dig. year and lower cases.A143900100016 
ENDBIB              14          0                                 A143900100017 
NOCOMMON             0          0                                 A143900100018 
ENDSUBENT           17          0                                 A143900199999 
SUBENT        A1439002   19990323                             0000A143900200001 
BIB                  3          4                                 A143900200002 
REACTION   (3-LI-7(D,A)2-HE-5,PAR,DA,,LEG/REL,EXP)                A143900200003 
ERR-ANALYS (EN-ERR) Digitizing error                              A143900200004 
           (DATA-ERR) Digitizing error                            A143900200005 
STATUS     (CURVE) Fig 16                                         A143900200006 
ENDBIB               4          0                                 A143900200007 
COMMON               2          3                                 A143900200008 
E-LVL      EN-ERR                                                 A143900200009 
MEV        MEV                                                    A143900200010 
         0. 0.004                                                 A143900200011 
ENDCOMMON            3          0                                 A143900200012 
DATA                 4        188                                 A143900200013 
EN         NUMBER     DATA-CM    DATA-ERR                         A143900200014 
MEV        NO-DIM     ARB-UNITS  ARB-UNITS                        A143900200015 
     0.4323     1.        -3.613      0.082                       A143900200016 
     0.4355     2.         0.8659     0.1644                      A143900200017 
     0.4415     3.         1.708      0.1587                      A143900200018 
     0.4416     0.        23.16       0.3958                      A143900200019 
     0.4635     1.        -2.339      0.082                       A143900200020 
     0.4666     2.         1.493      0.1644                      A143900200021 
     0.4676     0.        23.16       0.3958                      A143900200022 
     0.4727     3.         2.334      0.1587                      A143900200023 
     0.4895     1.        -3.083      0.082                       A143900200024 
     0.4927     2.         0.6624     0.1644                      A143900200025 
     0.4936     0.        23.68       0.3958                      A143900200026 
     0.4987     3.         2.127      0.1587                      A143900200027 
     0.5155     1.        -3.721      0.082                       A143900200028 
     0.5186     2.         1.289      0.1644                      A143900200029 
     0.5196     0.        24.74       0.3958                      A143900200030 
     0.5247     3.         2.753      0.1587                      A143900200031 
     0.531      1.        -4.252      0.082                       A143900200032 
     0.5403     3.         1.505      0.1587                      A143900200033 
     0.5456     0.        26.84       0.3958                      A143900200034 
     0.5498     2.         0.2506     0.1644                      A143900200035 
     0.557      1.        -3.615      0.082                       A143900200036 
     0.5706     2.         1.085      0.1644                      A143900200037 
     0.5715     3.         1.507      0.1587                      A143900200038 
     0.5716     0.        26.84       0.3958                      A143900200039 
     0.583      1.        -4.253      0.082                       A143900200040 
     0.5915     2.        -0.3705     0.1644                      A143900200041 
     0.5922     3.         1.715      0.1587                      A143900200042 
     0.5923     0.        28.42       0.3958                      A143900200043 
     0.6142     1.        -3.192      0.082                       A143900200044 
     0.6175     2.        -0.9928     0.1644                      A143900200045 
     0.6234     3.         2.549      0.1587                      A143900200046 
     0.6235     0.        32.11       0.3958                      A143900200047 
     0.6402     1.        -3.405      0.082                       A143900200048 
     0.6436     2.        -3.488      0.1644                      A143900200049 
     0.6442     3.         1.302      0.1587                      A143900200050 
     0.6443     0.        39.48       0.3958                      A143900200051 
     0.661      1.        -2.98       0.082                       A143900200052 
     0.6645     2.        -6.401      0.1644                      A143900200053 
     0.6703     0.        45.27       0.3958                      A143900200054 
     0.687      1.        -2.875      0.082                       A143900200055 
     0.6906     2.        -8.688      0.1644                      A143900200056 
     0.6911     3.        -0.3604     0.1587                      A143900200057 
     0.6963     0.        47.37       0.3958                      A143900200058 
     0.7078     1.        -3.618      0.082                       A143900200059 
     0.7171     0.        46.32       0.3958                      A143900200060 
     0.727      2.        -9.101      0.1644                      A143900200061 
     0.7337     1.        -3.831      0.082                       A143900200062 
     0.743      0.        43.69       0.3958                      A143900200063 
     0.743      3.         0.8904     0.1587                      A143900200064 
     0.7478     2.        -8.684      0.1644                      A143900200065 
     0.7545     1.        -4.575      0.082                       A143900200066 
     0.7738     2.        -8.265      0.1644                      A143900200067 
     0.7742     0.        40.         0.3958                      A143900200068 
     0.7742     3.         0.0597     0.1587                      A143900200069 
     0.7857     1.        -4.47       0.082                       A143900200070 
     0.7898     0.        37.9        0.3958                      A143900200071 
     0.7898     3.         1.101      0.1587                      A143900200072 
     0.7997     2.        -7.431      0.1644                      A143900200073 
     0.8169     1.        -4.47       0.082                       A143900200074 
     0.8204     2.        -6.388      0.1644                      A143900200075 
     0.821      0.        35.27       0.3958                      A143900200076 
     0.8429     1.        -4.046      0.082                       A143900200077 
     0.847      0.        33.16       0.3958                      A143900200078 
     0.8516     2.        -5.345      0.1644                      A143900200079 
     0.8521     3.         1.312      0.1587                      A143900200080 
     0.8626     3.         0.2719     0.1587                      A143900200081 
     0.8678     0.        32.11       0.3958                      A143900200082 
