ENTRY            A0825   20100624                             A069A082500000001 
SUBENT        A0825001   20100624                             A069A082500100001 
BIB                 11         29                                 A082500100002 
TITLE      Study of alpha+C-12 scattering and the structure of    A082500100003 
           exotic 7.65 MeV 'Hoyle' state.                         A082500100004 
AUTHOR     (A.S.Demyanova, Yu.A.Glukhov, T.L.Belyaeva,            A082500100005 
           S.V.Dmitriev, S.A.Goncharov, S.V.Khlebnikov,V.A.Maslov,A082500100006 
           Yu.D.Molchanov, Yu.E.Penionzkevich, R.V.Revenko,       A082500100007 
           M.V.Safonenko, Yu.G.Sobolev, W.Trzaska, G.P.Tuorin,    A082500100008 
           V.I.Zherebchevski, A.A.Ogloblin)                       A082500100009 
INSTITUTE  (4RUSKUR)                                              A082500100010 
           (3MEXUMX)                                              A082500100011 
           (4RUSMOS)                                              A082500100012 
           (4RUSRI)                                               A082500100013 
           (4ZZZDUB)                                              A082500100014 
           (2SF JYV)                                              A082500100015 
           (4RUSSUL)                                              A082500100016 
REFERENCE  (C,2007TOKYO,,489,2007)                                A082500100017 
           (J,IMP/E,17,2118,2008)                                 A082500100018 
           (J,YF,72,1668,2009)                                    A082500100019 
           (J,PAN,72,1611,2009) English translation               A082500100020 
FACILITY   (CYCLO,2SF JYV)                                        A082500100021 
DETECTOR   (TELES) Delta-E-E telescopes, consisting of            A082500100022 
           semiconductor pin-detectors.                           A082500100023 
SAMPLE     Self-supporting carbon foils, thicknesses 0.5-         A082500100024 
            1.0 mg/cm**2 were used.                               A082500100025 
METHOD     (EDE)                                                  A082500100026 
STATUS     (TABLE) Table data was received from Dr.A.S.Demyanova  A082500100027 
           (APRVD).By A.S.Demyanova                               A082500100028 
ERR-ANALYS (ERR-S).Statistical error is reported by authors.      A082500100029 
HISTORY    (20090330C) S.B                                        A082500100030 
           (20100624A).New Reference was added.                   A082500100031 
ENDBIB              29          0                                 A082500100032 
COMMON               1          3                                 A082500100033 
EN                                                                A082500100034 
MEV                                                               A082500100035 
110.                                                              A082500100036 
ENDCOMMON            3          0                                 A082500100037 
ENDSUBENT           36          0                                 A082500199999 
SUBENT        A0825002   20090330                             A065A082500200001 
BIB                  3          6                                 A082500200002 
REACTION   (6-C-12(A,INL)6-C-12,PAR,DA)                           A082500200003 
EN-SEC     (E-LVL,6-C-12)                                         A082500200004 
LEVEL-PROP (6-C-12,E-LVL=0.000,SPIN=0.,PARITY=+1.)                A082500200005 
           (6-C-12,E-LVL=4.440,SPIN=2.,PARITY=+1.)                A082500200006 
           (6-C-12,E-LVL=7.650,SPIN=0.,PARITY=+1.)                A082500200007 
           (6-C-12,E-LVL=9.640,SPIN=3.,PARITY=-1.)                A082500200008 
ENDBIB               6          0                                 A082500200009 
NOCOMMON             0          0                                 A082500200010 
DATA                 4        440                                 A082500200011 
E-LVL      ANG-CM     DATA-CM    ERR-S                            A082500200012 
MEV        ADEG       MB/SR      MB/SR                            A082500200013 
    0.00000   10.70000  591.00000    5.00000                      A082500200014 
    0.00000   11.50000  273.00000    1.89000                      A082500200015 
    0.00000   12.00000   96.90000    2.03000                      A082500200016 
    0.00000   12.80000   51.60000    0.82500                      A082500200017 
    0.00000   13.60000   78.00000    0.65800                      A082500200018 
    0.00000   14.90000  167.00000    0.96200                      A082500200019 
    0.00000   15.70000  253.00000    0.55400                      A082500200020 
    0.00000   17.00000  241.00000    0.54100                      A082500200021 
    0.00000   17.80000  303.00000    0.80700                      A082500200022 
    0.00000   19.20000  226.00000    0.69800                      A082500200023 
    0.00000   20.00000  205.00000    1.24000                      A082500200024 
    0.00000   21.30000  107.00000    0.89500                      A082500200025 
    0.00000   22.10000   62.20000    0.59100                      A082500200026 
    0.00000   23.40000   36.80000    0.45600                      A082500200027 
    0.00000   24.20000   36.00000    0.42300                      A082500200028 
    0.00000   25.50000   42.20000    0.45900                      A082500200029 
    0.00000   26.30000   47.60000    0.32900                      A082500200030 
    0.00000   27.60000   48.40000    0.33300                      A082500200031 
    0.00000   28.40000   54.50000    0.36900                      A082500200032 
    0.00000   29.70000   48.40000    0.34800                      A082500200033 
    0.00000   30.50000   45.30000    0.37800                      A082500200034 
    0.00000   31.80000   37.30000    0.34300                      A082500200035 
    0.00000   32.60000   33.00000    0.27100                      A082500200036 
    0.00000   33.90000   27.00000    0.24600                      A082500200037 
    0.00000   34.70000   24.40000    0.20800                      A082500200038 
    0.00000   36.00000   22.40000    0.20000                      A082500200039 
    0.00000   36.80000   21.20000    0.18500                      A082500200040 
    0.00000   38.10000   21.00000    0.18500                      A082500200041 
    0.00000   39.10000   21.30000    0.22600                      A082500200042 
    0.00000   40.40000   20.20000    0.22000                      A082500200043 
    0.00000   41.40000   17.40000    0.15100                      A082500200044 
    0.00000   42.70000   15.50000    0.14200                      A082500200045 
    0.00000   43.70000   13.90000    0.17200                      A082500200046 
    0.00000   45.00000   11.50000    0.15700                      A082500200047 
    0.00000   46.10000   11.10000    0.13400                      A082500200048 
    0.00000   47.40000    8.87000    0.12000                      A082500200049 
    0.00000   48.30000    7.03000    0.09140                      A082500200050 
    0.00000   49.60000    5.69000    0.08230                      A082500200051 
    0.00000   50.60000    4.99000    0.07280                      A082500200052 
    0.00000   51.90000    4.07000    0.06570                      A082500200053 
    0.00000   52.90000    3.54000    0.05210                      A082500200054 
    0.00000   54.10000    2.91000    0.04720                      A082500200055 
    0.00000   55.70000    2.33000    0.04050                      A082500200056 
    0.00000   56.90000    1.87000    0.03630                      A082500200057 
    0.00000   57.90000    1.61000    0.02160                      A082500200058 
    0.00000   59.10000    1.40000    0.01970                      A082500200059 
