ENTRY            A1231   20140830                             A082A123100000001 
SUBENT        A1231001   20140830                             A082A123100100001 
BIB                  9         17                                 A123100100002 
INSTITUTE  (4RUSLEB)                                              A123100100003 
REFERENCE  (J,IZV,28,(7),1124,196402)                             A123100100004 
           (J,BAS,28,1028,1965)                                   A123100100005 
           (C,64PARIS,2,255,1964)                                 A123100100006 
AUTHOR     (Yu.G.Balashko,I.Ja.Barit,L.S.Dulkova,A.B.Kurepin)     A123100100007 
TITLE      Elastic scattering protons on the tritium              A123100100008 
           by energy below (p,n) reactions                        A123100100009 
FACILITY   (VDG,4RUSLEB)                                          A123100100010 
INC-SPECT  Energy resolution                                      A123100100011 
SAMPLE     Gas target, in a major part of measurements            A123100100012 
           tritium content of mixture exceeded over 60%           A123100100013 
DETECTOR   (PROPC) Four proportional counters                     A123100100014 
HISTORY    (19970326C) Compilation produced by Arzamas RFNC-VNIIEFA123100100015 
           (19990305U)CNPD: corrected 4-dig. year and lower cases.A123100100016 
           (20140302U) SD: Vol. to ref. 64PARIS and ref. BAS,42   A123100100017 
           was added.                                             A123100100018 
           (20140830U) SD: Volume of ref. BAS corrected (42->28). A123100100019 
ENDBIB              17          0                                 A123100100020 
NOCOMMON             0          0                                 A123100100021 
ENDSUBENT           20          0                                 A123100199999 
SUBENT        A1231002   20140302                             A081A123100200001 
BIB                  4          5                                 A123100200002 
REACTION   (1-H-3(P,EL)1-H-3,,DA)                                 A123100200003 
ERR-ANALYS (ANG-ERR) Scale error                                  A123100200004 
           (ERR-T) Total error                                    A123100200005 
STATUS     (TABLE) Tbl.1                                          A123100200006 
HISTORY    (20140302U) SD:SF9=EXP deleted from REACTION code.     A123100200007 
ENDBIB               5          0                                 A123100200008 
COMMON               1          3                                 A123100200009 
ANG-ERR                                                           A123100200010 
ADEG                                                              A123100200011 
  1.5                                                             A123100200012 
ENDCOMMON            3          0                                 A123100200013 
DATA                 4         84                                 A123100200014 
EN         ANG-CM     DATA-CM    ERR-T                            A123100200015 
MEV        ADEG       MB/SR      MB/SR                            A123100200016 
     0.3       40.      1700.       190.                          A123100200017 
     0.3       55.42     635.        30.                          A123100200018 
     0.3       70.       416.        17.                          A123100200019 
     0.3       88.25     256.        40.                          A123100200020 
     0.35      40.      1490.       100.                          A123100200021 
     0.35      55.42     534.        30.                          A123100200022 
     0.35      70.       378.        20.                          A123100200023 
     0.4       40.      1260.       120.                          A123100200024 
     0.4       55.42     464.        25.                          A123100200025 
     0.4       70.       342.        17.                          A123100200026 
     0.4       88.25     261.         9.                          A123100200027 
     0.4      108.2      235.        30.                          A123100200028 
     0.4      121.       230.        45.                          A123100200029 
     0.45      40.      1007.        45.                          A123100200030 
     0.45      55.42     426.        35.                          A123100200031 
     0.45      70.       318.        10.                          A123100200032 
     0.45      88.25     255.         9.                          A123100200033 
     0.45     108.2      225.        10.                          A123100200034 
     0.45     121.       241.        17.                          A123100200035 
     0.45     152.       229.        17.                          A123100200036 
     0.5       40.       790.        79.                          A123100200037 
     0.5       70.       287.        12.                          A123100200038 
     0.5       88.25     240.         7.                          A123100200039 
     0.5      108.2      231.         7.                          A123100200040 
     0.5      121.       255.        13.                          A123100200041 
     0.5      152.       237.        14.                          A123100200042 
     0.55      40.       695.        35.                          A123100200043 
     0.55      55.42     283.        30.                          A123100200044 
     0.55      70.       273.         8.                          A123100200045 
     0.55      88.25     240.        12.                          A123100200046 
     0.55      95.       261.        24.                          A123100200047 
     0.55     108.2      225.         6.                          A123100200048 
     0.55     119.3      247.        15.                          A123100200049 
     0.55     121.       244.         9.                          A123100200050 
     0.55     128.       233.        21.                          A123100200051 
     0.55     152.       238.        12.                          A123100200052 
     0.6       40.       500.        50.                          A123100200053 
     0.6       55.42     274.        25.                          A123100200054 
     0.6       70.       246.         8.                          A123100200055 
     0.6       88.25     233.         8.                          A123100200056 
