ENTRY            A1068   19990319                             0000A106800000001 
SUBENT        A1068001   19990319                             0000A106800100001 
BIB                 10         14                                 A106800100002 
INSTITUTE  (1USARIC)                                              A106800100003 
REFERENCE  (J,NP/A,126,(1),193,196903)                            A106800100004 
AUTHOR     (A.S.WILSON,M.C.TAYLOR,J.C.LEGG,G.C.PHILLIPS)          A106800100005 
TITLE      The elastic scattering of deuterons by deuterium       A106800100006 
FACILITY   (VDGT)                                                 A106800100007 
SAMPLE     A gas target                                           A106800100008 
METHOD     (PHD)                                                  A106800100009 
DETECTOR   (SOLST) Si surface-barrier                             A106800100010 
ERR-ANALYS (EN-ERR) Error in the calibration during experiment    A106800100011 
           (ERR-T) Total Error.                                   A106800100012 
HISTORY    (19810402C) Compilation produced by Arzamas RFNC-VNIIEFA106800100013 
           (19961023A) Data Heads are Corrected by CAJAD.         A106800100014 
           (19961024U) Last checking has been done.               A106800100015 
           (19990205U)CNPD: corrected 4-dig. year and lower cases.A106800100016 
ENDBIB              14          0                                 A106800100017 
COMMON               1          3                                 A106800100018 
EN-ERR                                                            A106800100019 
MEV                                                               A106800100020 
      0.007                                                       A106800100021 
ENDCOMMON            3          0                                 A106800100022 
ENDSUBENT           21          0                                 A106800199999 
SUBENT        A1068002   19990319                             0000A106800200001 
BIB                  2          2                                 A106800200002 
REACTION   (1-H-2(D,EL)1-H-2,,DA,,,EXP)                           A106800200003 
STATUS     (TABLE) Table 1                                        A106800200004 
ENDBIB               2          0                                 A106800200005 
NOCOMMON             0          0                                 A106800200006 
DATA                 4        156                                 A106800200007 
EN         ANG-CM     DATA-CM    ERR-T                            A106800200008 
MEV        ADEG       MB/SR      PER-CENT                         A106800200009 
     4.46      40.       361.         2.5                         A106800200010 
     4.46      42.5      334.         2.5                         A106800200011 
     4.46      45.       317.         2.5                         A106800200012 
     4.46      47.5      296.         2.5                         A106800200013 
     4.46      50.       281.         2.5                         A106800200014 
     4.46      52.5      265.         2.5                         A106800200015 
     4.46      55.       251.         2.5                         A106800200016 
     4.46      57.5      245.         2.5                         A106800200017 
     4.46      60.       236.         2.5                         A106800200018 
     4.46      62.5      225.         2.5                         A106800200019 
     4.46      65.       216.         2.5                         A106800200020 
     4.46      67.5      204.         2.5                         A106800200021 
     4.46      70.       198.         2.5                         A106800200022 
     4.46      72.5      192.         2.5                         A106800200023 
     4.46      75.       182.         2.5                         A106800200024 
     4.46      77.5      182.         2.5                         A106800200025 
     4.46      80.       178.         2.5                         A106800200026 
     4.46      82.5      182.         2.5                         A106800200027 
     4.46      85.       176.         4.                          A106800200028 
     4.46      87.5      177.         4.                          A106800200029 
     4.46      90.       173.         4.                          A106800200030 
     4.46      92.5      180.         4.                          A106800200031 
     5.46      40.       326.         2.5                         A106800200032 
     5.46      42.5      307.         2.5                         A106800200033 
     5.46      45.       283.         2.5                         A106800200034 
     5.46      47.5      267.         2.5                         A106800200035 
     5.46      50.       252.         2.5                         A106800200036 
     5.46      52.5      242.         2.5                         A106800200037 
     5.46      55.       228.         2.5                         A106800200038 
     5.46      57.5      216.         2.5                         A106800200039 
     5.46      60.       207.         2.5                         A106800200040 
     5.46      62.5      195.         2.5                         A106800200041 
     5.46      65.       187.         2.5                         A106800200042 
     5.46      67.5      179.         2.5                         A106800200043 
     5.46      70.       175.         2.5                         A106800200044 
     5.46      72.5      170.         2.5                         A106800200045 
     5.46      75.       163.         2.5                         A106800200046 
     5.46      77.5      161.         2.5                         A106800200047 
     5.46      80.       155.         4.                          A106800200048 
     5.46      82.5      154.         4.                          A106800200049 
     5.46      85.       156.         4.                          A106800200050 
     5.46      87.5      148.         4.                          A106800200051 
     5.46      90.       156.         4.                          A106800200052 
     5.46      92.5      156.         4.                          A106800200053 
     5.46      95.       155.         4.                          A106800200054 
     5.46      97.5      157.         4.                          A106800200055 
     6.47      40.       316.         2.5                         A106800200056 
