ENTRY            A1429   20180421                             A089A1429  0    1 
SUBENT        A1429001   20180421                             A089A1429  1    1 
BIB                 10         29                                 A1429  1    2 
TITLE      Elastic scattering of deuterons by lithium-7           A1429  1    3 
AUTHOR     (J.L.C.Ford Jr)                                        A1429  1    4 
INSTITUTE  (1USACAL)                                              A1429  1    5 
REFERENCE  (J,PR,136,B953,1964)                                   A1429  1    6 
SAMPLE     Thick natural Li targets                               A1429  1    7 
FACILITY   (VDG,1USACAL) Electrostatic generator                  A1429  1    8 
METHOD     (PHD)                                                  A1429  1    9 
DETECTOR   (MAGSP) A high-resolution double-focusing magnetic     A1429  1   10 
           spectrometer which can be rotated from 0 to 160 degreesA1429  1   11 
           (SIBAR) A silicon N-P junction at the focal plane of   A1429  1   12 
           the spectrometer.                                      A1429  1   13 
ERR-ANALYS (ERR-1,3.,7.) Relative error                           A1429  1   14 
           The probable error of the relative cross sections is   A1429  1   15 
           estimated to be about 3% over the range of energies    A1429  1   16 
           and angles used in the experiment above 0.5 MeV,       A1429  1   17 
           and about 7% between 0.4 and 0.5 MeV                   A1429  1   18 
           (ERR-T) The probable error in the absolute             A1429  1   19 
           cross sections. Between 0.4 and 0.5MeV, the probable   A1429  1   20 
           error in the absolute cross sections may be as high    A1429  1   21 
           as 10% due chiefly to the uncertainties in the effects A1429  1   22 
           of the target contaminants.                            A1429  1   23 
HISTORY    (19800804C) This compilation has been produced         A1429  1   24 
           by Arzamas-16 RFNC-VNIIEF                              A1429  1   25 
           (20040630A) Reference is corrected. Updated too        A1429  1   26 
           (20040630U) Last checking has been done.               A1429  1   27 
           (20081015A) NDS: ref.was corrected.                    A1429  1   28 
                          PR,B136,953 ==>PR,136,B953              A1429  1   29 
           (20180421U) SD: BIB was updated in all Subents.        A1429  1   30 
           ERR-ANALYS was updated.                                A1429  1   31 
ENDBIB              29          0                                 A1429  1   32 
COMMON               1          3                                 A1429  1   33 
ERR-T                                                             A1429  1   34 
PER-CENT                                                          A1429  1   35 
      10.                                                         A1429  1   36 
ENDCOMMON            3          0                                 A1429  1   37 
ENDSUBENT           36          0                                 A1429  199999 
SUBENT        A1429002   20180421                             A089A1429  2    1 
BIB                  3          3                                 A1429  2    2 
REACTION   (3-LI-7(D,EL)3-LI-7,,DA)                               A1429  2    3 
STATUS     (CURVE) Fig 1 from PR,136,B953,1964                    A1429  2    4 
HISTORY    (20180421U) SD: EN-ERR -> EN-ERR-DIG; DATA-ERR->ERR-DIGA1429  2    5 
ENDBIB               3          0                                 A1429  2    6 
NOCOMMON             0          0                                 A1429  2    7 
DATA                 5        254                                 A1429  2    8 
ANG-CM     EN         EN-ERR-DIG DATA-CM    ERR-DIG               A1429  2    9 
ADEG       MEV        MEV        MB/SR      MB/SR                 A1429  2   10 
        90.     0.5435 0.3581E-02      164.1     0.9089           A1429  2   11 
        90.      0.547 0.1273E-01      161.3     0.9089           A1429  2   12 
        90.     0.5692 0.1273E-01      146.8     0.9089           A1429  2   13 
        90.     0.5726 0.1273E-01      142.3     0.9089           A1429  2   14 
        90.     0.5837 0.1273E-01      137.8     0.9089           A1429  2   15 
        90.     0.5871 0.1273E-01      139.6     0.9089           A1429  2   16 
        90.     0.5872 0.1273E-01      134.1     0.9089           A1429  2   17 
        90.     0.6093 0.1273E-01       116.     0.9089           A1429  2   18 
        90.      0.624 0.1273E-01      105.1     0.9089           A1429  2   19 
        90.     0.6456 0.1273E-01       99.7     0.9089           A1429  2   20 
        90.     0.6637 0.1273E-01      94.28     0.9089           A1429  2   21 
        90.     0.6779 0.1273E-01      96.12     0.9089           A1429  2   22 
        90.     0.7066 0.1273E-01      96.18     0.9089           A1429  2   23 
        90.     0.7102 0.1273E-01      96.17     0.9089           A1429  2   24 
        90.      0.728 0.1273E-01      97.12     0.9089           A1429  2   25 
        90.     0.7424 0.1273E-01      94.43     0.9089           A1429  2   26 
        90.      0.746 0.1273E-01      94.42     0.9089           A1429  2   27 
        90.     0.7604 0.1273E-01      90.82     0.9089           A1429  2   28 
        90.      0.764 0.1273E-01      91.73     0.9089           A1429  2   29 
        90.     0.7854 0.1273E-01      90.86     0.9089           A1429  2   30 
        90.     0.7855 0.1273E-01       94.5     0.9089           A1429  2   31 
        90.     0.7856 0.1273E-01      89.05     0.9089           A1429  2   32 
        90.     0.8035 0.1273E-01      86.36     0.9089           A1429  2   33 
        90.     0.8071 0.1273E-01      87.26     0.9089           A1429  2   34 
        90.     0.8251 0.1273E-01      83.67     0.9089           A1429  2   35 
        90.     0.8287 0.1273E-01      83.66     0.9089           A1429  2   36 
        90.     0.8431 0.1273E-01      81.88     0.9089           A1429  2   37 
        90.     0.8433 0.1273E-01      75.52     0.9089           A1429  2   38 
        90.     0.8644 0.1273E-01       80.1     0.9089           A1429  2   39 
        90.     0.8646 0.1273E-01      85.56     0.9089           A1429  2   40 
        90.     0.8859 0.1273E-01      81.96     0.9089           A1429  2   41 
        90.      0.886 0.1273E-01      85.59     0.9089           A1429  2   42 
        90.     0.9003 0.1273E-01       83.8     0.9089           A1429  2   43 
        90.     0.9146 0.1273E-01      84.74     0.9089           A1429  2   44 
        90.     0.9362 0.1273E-01      82.05     0.9089           A1429  2   45 
