ENTRY            A1130   19990319                             0000A113000000001 
SUBENT        A1130001   19990319                             0000A113000100001 
BIB                 10         14                                 A113000100002 
INSTITUTE  (2SWTETH)                                              A113000100003 
REFERENCE  (J,NP/A,287,(2),237,197709)                            A113000100004 
AUTHOR     (R.A.HARDEKOPF,W.GRUEBLER,B.JENNEY,V.KONIG,R.RISLER,   A113000100005 
           H.R.BURGI,J.NURZYNSKI)                                 A113000100006 
TITLE      Investigation of the 1+ resonance in 6Li by d-alpha    A113000100007 
           scattering between 6 and 7 MeV                         A113000100008 
FACILITY   (VDGT)                                                 A113000100009 
SAMPLE     A gas target, 16 mm in diameter                        A113000100010 
METHOD     (PHD)                                                  A113000100011 
DETECTOR   (SOLST) Surface-barrier                                A113000100012 
ERR-ANALYS (ANG2-ERR) Scale error                                 A113000100013 
           (DATA-ERR1) Relative error                             A113000100014 
HISTORY    (19810526C) Compilation produced by Arzamas RFNC-VNIIEFA113000100015 
           (19990214U)CNPD: corrected 4-dig. year and lower cases.A113000100016 
ENDBIB              14          0                                 A113000100017 
COMMON               2          3                                 A113000100018 
ANG2-ERR   DATA-ERR1                                              A113000100019 
PER-CENT   PER-CENT                                               A113000100020 
  2.0        2.0                                                  A113000100021 
ENDCOMMON            3          0                                 A113000100022 
ENDSUBENT           21          0                                 A113000199999 
SUBENT        A1130002   19990319                             0000A113000200001 
BIB                  3          4                                 A113000200002 
REACTION   (2-HE-4(D,EL)2-HE-4,,DA,,,EXP)                         A113000200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             A113000200004 
           (DATA-ERR) Digitizing error                            A113000200005 
STATUS     (CURVE) FIG 1                                          A113000200006 
ENDBIB               4          0                                 A113000200007 
COMMON               1          3                                 A113000200008 
ANG-ERR                                                           A113000200009 
ADEG                                                              A113000200010 
  1.                                                              A113000200011 
ENDCOMMON            3          0                                 A113000200012 
DATA                 4        204                                 A113000200013 
EN         ANG-CM     DATA-CM    DATA-ERR                         A113000200014 
MEV        ADEG       MB/SR      MB/SR                            A113000200015 
     6.04      16.87     742.5       13.12                        A113000200016 
     6.04      20.78     487.8        8.616                       A113000200017 
     6.04      24.73     349.7        6.178                       A113000200018 
     6.04      28.05     283.4        5.007                       A113000200019 
     6.04      32.05     229.7        4.058                       A113000200020 
     6.04      34.68     186.2        3.289                       A113000200021 
     6.04      41.33     126.7        2.237                       A113000200022 
     6.04      49.34      87.69       1.549                       A113000200023 
     6.04      56.68      61.78       1.091                       A113000200024 
     6.04      62.69      46.69       0.8247                      A113000200025 
     6.04      69.47      45.88       0.8104                      A113000200026 
     6.04      76.97      49.21       0.8692                      A113000200027 
     6.04      83.82      56.6        0.9999                      A113000200028 
     6.04      89.96      60.71       1.072                       A113000200029 
     6.04      95.42      65.12       1.15                        A113000200030 
     6.04     102.2       67.44       1.191                       A113000200031 
     6.04     107.        69.84       1.234                       A113000200032 
     6.04     112.4       73.61       1.3                         A113000200033 
     6.04     117.2       80.34       1.419                       A113000200034 
     6.04     122.7       92.42       1.633                       A113000200035 
     6.04     127.5       99.13       1.751                       A113000200036 
     6.04     132.3      116.         2.05                        A113000200037 
     6.04     133.       126.7        2.237                       A113000200038 
     6.04     135.8      135.9        2.4                         A113000200039 
     6.04     135.9      145.7        2.574                       A113000200040 
     6.04     143.3      176.7        3.121                       A113000200041 
     6.04     148.2      214.2        3.784                       A113000200042 
     6.04     153.       255.2        4.508                       A113000200043 
     6.04     158.5      283.4        5.007                       A113000200044 
     6.04     163.9      314.8        5.562                       A113000200045 
     6.24      17.79     614.7       10.78                        A113000200046 
     6.24      21.03     412.2        7.226                       A113000200047 
     6.24      24.99     301.5        5.285                       A113000200048 
     6.24      28.99     244.7        4.29                        A113000200049 
     6.24      30.94     198.7        3.482                       A113000200050 
     6.24      35.63     164.1        2.877                       A113000200051 
     6.24      42.27     110.         1.929                       A113000200052 
     6.24      48.91      73.78       1.293                       A113000200053 
     6.24      55.55      50.34       0.8824                      A113000200054 
     6.24      62.94      40.86       0.7163                      A113000200055 
     6.24      70.42      41.58       0.7289                      A113000200056 
     6.24      77.23      43.05       0.7546                      A113000200057 
     6.24      82.73      51.22       0.8979                      A113000200058 
     6.24      89.56      56.85       0.9965                      A113000200059 
     6.24      95.01      58.86       1.032                       A113000200060 
     6.24     101.8       60.94       1.068                       A113000200061 
     6.24     107.2       60.94       1.068                       A113000200062 
     6.24     112.        65.33       1.145                       A113000200063 
     6.24     116.8       65.33       1.145                       A113000200064 
     6.24     122.3       75.07       1.316                       A113000200065 
     6.24     127.1       87.78       1.539                       A113000200066 
     6.24     130.5       99.13       1.738                       A113000200067 
     6.24     132.6      106.3        1.863                       A113000200068 
     6.24     135.3      118.         2.068                       A113000200069 
     6.24     137.4      128.7        2.255                       A113000200070 
     6.24     142.9      150.4        2.637                       A113000200071 
     6.24     147.7      172.9        3.03                        A113000200072 
     6.24     152.6      213.         3.733                       A113000200073 
     6.24     158.       244.7        4.29                        A113000200074 
     6.24     162.2      271.6        4.761                       A113000200075 
     6.44      17.3      635.4       11.18                        A113000200076 
     6.44      21.22     425.4        7.485                       A113000200077 
     6.44      24.51     321.8        5.662                       A113000200078 
     6.44      27.83     261.         4.593                       A113000200079 
     6.44      31.15     215.4        3.791                       A113000200080 
     6.44      33.78     171.7        3.022                       A113000200081 
     6.44      41.78     113.         1.988                       A113000200082 
     6.44      48.4       71.79       1.263                       A113000200083 
     6.44      55.74      50.65       0.8912                      A113000200084 
     6.44      63.81      41.08       0.7229                      A113000200085 
     6.44      69.92      41.08       0.7229                      A113000200086 
     6.44      76.75      45.61       0.8026                      A113000200087 
     6.44      82.92      52.44       0.9228                      A113000200088 
     6.44      89.06      56.23       0.9895                      A113000200089 
     6.44      95.88      60.3        1.061                       A113000200090 
     6.44     102.        62.44       1.099                       A113000200091 
     6.44     108.1       62.44       1.099                       A113000200092 
