ENTRY            A0495   20030919                             0000A049500000001 
SUBENT        A0495001   20030919                             0000A049500100001 
BIB                 13         48                                 A049500100002 
TITLE      Experimental determination of the 7-Be+p scattering    A049500100003 
           lengths                                                A049500100004 
AUTHOR     (C.Angulo, M.Azzouz, P.Descouvemont, G.Tabacaru,       A049500100005 
           D.Baye, M.Cogneau, M.Couder, T.Davinson, A.Di-Pietro,  A049500100006 
           P.Figuera, M.Gaelens, P.Leleux, M.Loiselet, A.Ninane,  A049500100007 
           F.De Oliveira Santos, R.G.Pizzone, G.Ryckewaert,       A049500100008 
           N.De Sereville, F.Vanderbist)                          A049500100009 
REFERENCE  (J,NP/A,716,211,2003) Final version                    A049500100010 
           (W,ANGULO,20030410) The paper has been submitted in    A049500100011 
            Nuclear Physics A. All Data were taken from the       A049500100012 
           (J,NP/A,719,300,2003) Short communication              A049500100013 
REL-REF    (N,,T.DAVINSON+,J,NIM/A,454,350,2000)  LEDA Detector   A049500100014 
           system.                                                A049500100015 
INSTITUTE  (2BLGLEU)                                              A049500100016 
           (2BLGBRU)                                              A049500100017 
           (2UK EDG)                                              A049500100018 
           (2ITYLNS)                                              A049500100019 
           (2FR CAE) GANIL,                                       A049500100020 
           (2FR CSN)                                              A049500100021 
SAMPLE     The target consisted of a thin polyethylene            A049500100022 
           self-supporting foil with a very thin Au coating       A049500100023 
           evaporated on its upstream face.  The Au layer was usedA049500100024 
           for normalization.  The effect of this Au layer on the A049500100025 
           beam energy loss was negligible.                       A049500100026 
MONITOR    (79-AU-197(4-BE-7,EL)79-AU-197,,DA)                    A049500100027 
DETECTOR   (SOLST) Two PIPS (passivated implanted planar silicon) A049500100028 
           detectors located at 60 degree.                        A049500100029 
           The recoil protons were detected in two LEDA 4         A049500100030 
           multi-strip systems located at 12.6 and 61.7 cm from   A049500100031 
           the target.  A 12 mum thick Mylar foil was positioned  A049500100032 
           in front of all LEDA sectors to stop the high energy   A049500100033 
           scattered 7Be and the recoil 12C particles for the     A049500100034 
           beam energies of 6.2 and 5.6 MeV.                      A049500100035 
FACILITY   (ACCEL,2BLGLEU) The experiment was carried out at He   A049500100036 
            RIB facility of the Centre de Recherches du Cyclotron.A049500100037 
METHOD     (SITA,EXTB) Be-7 beam has been used.                   A049500100038 
HISTORY    (20030410C)                                            A049500100039 
           (20030915A) Additional reference is added              A049500100040 
           (20030919U) Last checking has been done.               A049500100041 
ANALYSIS   (RFN)                                                  A049500100042 
ADD-RES    (THEO,STRUC)                                           A049500100043 
           From a R-matrix analysis of the cross section data,   aA049500100044 
           the energy and the width of the 1+ resonance (ex = 0.77A049500100045 
           MeV) has been obtained.  The l = 0 scattering lengths  A049500100046 
           a/01 = 25+/-9 fm (channel spin I = 1) and a/02 = -7+/-3A049500100047 
           Fm (channel spin I = 2) have been deduced.             A049500100048 
           Implications on the low energy S-factor of the         A049500100049 
            7Be(p,g)8B reaction are discussed.                    A049500100050 
ENDBIB              48          0                                 A049500100051 
NOCOMMON             0          0                                 A049500100052 
ENDSUBENT           51          0                                 A049500199999 
SUBENT        A0495002   20030919                             0000A049500200001 
BIB                  2          2                                 A049500200002 
REACTION   (4-BE-7(P,EL)4-BE-7,,DA)                               A049500200003 
ERR-ANALYS (ERR-T) The uncertainty is given in data table.        A049500200004 
ENDBIB               2          0                                 A049500200005 
NOCOMMON             0          0                                 A049500200006 
DATA                 4        430                                 A049500200007 
EN-CM      ANG-CM     DATA       ERR-T                            A049500200008 
MEV        ADEG       MB/SR      MB/SR                            A049500200009 
      0.369      166.6       159.       3.85                      A049500200010 
      0.374      161.2       156.       3.24                      A049500200011 
      0.376      159.4       159.       2.98                      A049500200012 
      0.377      123.6       245.       1.68                      A049500200013 
      0.378      127.3       224.       4.07                      A049500200014 
      0.378      158.4       157.       3.06                      A049500200015 
      0.379      157.6       162.       3.32                      A049500200016 
       0.38      156.6       155.       6.33                      A049500200017 
      0.381      170.2       146.        6.1                      A049500200018 
      0.382      168.4       151.        4.1                      A049500200019 
      0.382      169.4       151.       5.08                      A049500200020 
      0.384      166.6       148.       3.61                      A049500200021 
      0.385      164.8       151.       2.52                      A049500200022 
      0.386      163.8       149.       3.96                      A049500200023 
      0.386      167.6       145.       3.92                      A049500200024 
      0.388      131.1       205.       1.91                      A049500200025 
      0.389      161.2       152.       3.29                      A049500200026 
      0.391      159.4       150.       2.86                      A049500200027 
      0.392      158.4       151.       2.94                      A049500200028 
      0.393      157.6       154.       3.25                      A049500200029 
      0.395      123.6       229.        4.9                      A049500200030 
      0.395      156.6       148.       6.08                      A049500200031 
      0.396      127.3       210.        1.5                      A049500200032 
      0.396      168.4       138.       3.94                      A049500200033 
      0.396      169.4       146.        5.1                      A049500200034 
      0.396      170.2       142.       6.09                      A049500200035 
      0.398      166.6       139.       3.49                      A049500200036 
        0.4      164.8       138.      0.773                      A049500200037 
      0.401      163.8       145.       6.57                      A049500200038 
      0.401      167.6       132.       3.86                      A049500200039 
      0.404      161.2       144.       5.56                      A049500200040 
      0.405      131.1       184.       4.36                      A049500200041 
      0.406      159.4       143.       2.81                      A049500200042 
      0.407      158.4       144.       2.91                      A049500200043 
      0.408      157.6       140.       3.12                      A049500200044 
      0.409      120.2       225.       1.64                      A049500200045 
       0.41      156.6       141.       6.02                      A049500200046 
       0.41      170.2       132.        5.8                      A049500200047 
      0.411      168.4       126.       3.64                      A049500200048 
      0.411      169.4       134.       4.72                      A049500200049 
      0.413      166.6       130.        3.3                      A049500200050 
      0.414      123.6       213.       7.25                      A049500200051 
      0.414      127.3       197.       4.07                      A049500200052 
      0.414      164.8       130.       1.05                      A049500200053 
      0.415      163.8       131.       3.72                      A049500200054 
      0.415      167.6       127.       3.78                      A049500200055 
      0.418      161.2       132.       2.96                      A049500200056 
      0.421      159.4       133.        2.7                      A049500200057 
      0.422      131.1       171.       2.49                      A049500200058 
      0.422      158.4       132.       2.75                      A049500200059 
      0.423      157.6       129.       3.04                      A049500200060 
      0.425      156.6       134.        5.8                      A049500200061 
      0.425      168.4       119.       3.71                      A049500200062 
      0.425      169.4       125.       4.81                      A049500200063 
      0.425      170.2       125.       5.64                      A049500200064 
      0.427      166.6       122.       3.27                      A049500200065 
      0.428      120.2       205.       1.57                      A049500200066 
      0.429      164.8       118.       3.22                      A049500200067 
       0.43      163.8       126.       5.39                      A049500200068 
       0.43      167.6       119.       3.66                      A049500200069 
      0.431      127.3       175.       2.81                      A049500200070 
      0.432      123.6       189.       1.47                      A049500200071 
      0.433      161.2       124.       2.96                      A049500200072 
      0.435      159.4       124.       2.61                      A049500200073 
      0.437      158.4       122.       2.73                      A049500200074 
      0.438      157.6       120.       2.86                      A049500200075 
      0.439      168.4       117.       3.64                      A049500200076 
      0.439      169.4       113.       4.38                      A049500200077 
