ENTRY            A0058   20120327                             A077A005800000001 
SUBENT        A0058001   20120327                             A077A005800100001 
BIB                 12         28                                 A005800100002 
TITLE      Neutrons from (p,n) reactions on 90,91,94Zr            A005800100003 
AUTHOR     (N.S.Biryukov,B.V.Zhuravrev,A.P.Rudenko,O.A.Salnikov,  A005800100004 
           V.I.Trykova)                                           A005800100005 
INSTITUTE  (4RUSFEI)                                              A005800100006 
HISTORY    (19800116R)                                            A005800100007 
           (19800213C)                                            A005800100008 
           (20080618A) BIB section updated                        A005800100009 
           Corrections were made according new exfor rules.       A005800100010 
           (20120327A) English translation of 'YF' was added      A005800100011 
REFERENCE  (J,YF,29,(6),1443,1979)                                A005800100012 
           (J,SNP,29,740,1979) English translation                A005800100013 
FACILITY   (CYCLO,4RUSFEI)                                        A005800100014 
METHOD     (TOF,BCINT,SITA)                                       A005800100015 
PART-DET   (N)                                                    A005800100016 
ERR-ANALYS (EN-ERR).Error in incident energy.                     A005800100017 
           (ERR-S,,6.).High limit of statistical uncertainty.     A005800100018 
           (ERR-1).Uncertainty of current integrator.             A005800100019 
           (ERR-2).Detector efficiency uncertainty.               A005800100020 
           (ERR-3,,2.).High limit of time-of-flight uncertainty.  A005800100021 
           (ERR-4).Time-of-flight distance uncertainty.           A005800100022 
           (ERR-5).Uncertainty of target nuclei.                  A005800100023 
REL-REF    (M,,N.S.Biryukov+,J,YF,26,1146,1977).Details of method.A005800100024 
              J,SNP,26,606,1977-English translation               A005800100025 
           (M,,N.S.Biryukov+,R,FEI-687,1976)                      A005800100026 
           (M,A0068001,V.Ja.Baryba+,R,FEI-910,1979)               A005800100027 
ADD-RES    (COMP,POT,LD)                                          A005800100028 
STATUS     (TABLE).Table data were received from Dr.Trykova       A005800100029 
           (APRVD).By V.I.Trykova, 19800721                       A005800100030 
ENDBIB              28          0                                 A005800100031 
COMMON               6          3                                 A005800100032 
EN         EN-ERR     ERR-1      ERR-2      ERR-4      ERR-5      A005800100033 
MEV        MEV        PER-CENT   PER-CENT   PER-CENT   PER-CENT   A005800100034 
       11.2        0.2         3.         5.        0.5         2.A005800100035 
ENDCOMMON            3          0                                 A005800100036 
ENDSUBENT           35          0                                 A005800199999 
SUBENT        A0058002   20080618                             A063A005800200001 
BIB                  3          3                                 A005800200002 
REACTION   (40-ZR-91(P,X)0-NN-1,,DA/DE)                           A005800200003 
SAMPLE     Zr-91(63.63 Percent).Thickness of foil=2.04E-3g/cm**2  A005800200004 
ERR-ANALYS (ERR-T).Total uncertainty                              A005800200005 
ENDBIB               3          0                                 A005800200006 
NOCOMMON             0          0                                 A005800200007 
DATA                 4        370                                 A005800200008 
E          ANG        DATA       ERR-T                            A005800200009 
MEV        ADEG       MB/SR/MEV  MB/SR/MEV                        A005800200010 
    0.5       30.        51.28       2.99                         A005800200011 
    0.5       60.        45.15       2.64                         A005800200012 
    0.5       90.        43.41       2.55                         A005800200013 
    0.5      120.        49.53       2.89                         A005800200014 
    0.5      150.        50.06       2.92                         A005800200015 
    0.6       30.        48.72       2.78                         A005800200016 
    0.6       60.        47.79       2.73                         A005800200017 
    0.6       90.        44.30       2.54                         A005800200018 
    0.6      120.        48.35       2.76                         A005800200019 
    0.6      150.        46.31       2.65                         A005800200020 
    0.7       30.        45.19       2.57                         A005800200021 
    0.7       60.        43.70       2.48                         A005800200022 
    0.7       90.        39.42       2.25                         A005800200023 
    0.7      120.        40.13       2.29                         A005800200024 
    0.7      150.        39.72       2.26                         A005800200025 
    0.8       30.        42.02       2.38                         A005800200026 
    0.8       60.        40.45       2.30                         A005800200027 
    0.8       90.        37.49       2.13                         A005800200028 
    0.8      120.        37.33       2.12                         A005800200029 
    0.8      150.        37.29       2.12                         A005800200030 
    0.9       30.        39.35       2.23                         A005800200031 
    0.9       60.        39.16       2.22                         A005800200032 
    0.9       90.        36.10       2.05                         A005800200033 
    0.9      120.        35.34       2.01                         A005800200034 
    0.9      150.        35.85       2.04                         A005800200035 
    1.00      30.        37.82       2.14                         A005800200036 
    1.00      60.        37.34       2.12                         A005800200037 
    1.00      90.        33.99       1.93                         A005800200038 
    1.00     120.        32.79       1.87                         A005800200039 
    1.00     150.        33.34       1.90                         A005800200040 
    1.10      30.        35.98       2.04                         A005800200041 
    1.10      60.        34.92       1.98                         A005800200042 
    1.10      90.        31.62       1.80                         A005800200043 
    1.10     120.        32.09       1.83                         A005800200044 
    1.10     150.        31.05       1.77                         A005800200045 
    1.20      30.        33.89       1.93                         A005800200046 
    1.20      60.        32.74       1.86                         A005800200047 
    1.20      90.        30.63       1.75                         A005800200048 
    1.20     120.        29.85       1.70                         A005800200049 
    1.20     150.        30.56       1.74                         A005800200050 
    1.30      30.        30.98       1.77                         A005800200051 
    1.30      60.        30.04       1.72                         A005800200052 
    1.30      90.        28.06       1.61                         A005800200053 
    1.30     120.        27.17       1.56                         A005800200054 
    1.30     150.        26.74       1.53                         A005800200055 
    1.40      30.        29.63       1.70                         A005800200056 
    1.40      60.        29.03       1.66                         A005800200057 
    1.40      90.        27.03       1.55                         A005800200058 
    1.40     120.        25.75       1.48                         A005800200059 
    1.40     150.        25.91       1.48                         A005800200060 
    1.50      30.        27.52       1.57                         A005800200061 
    1.50      60.        26.86       1.54                         A005800200062 
    1.50      90.        24.78       1.42                         A005800200063 
