ENTRY            A0803   20080826                             A064A080300000001 
SUBENT        A0803001   20080826                             A064A080300100001 
BIB                 13         34                                 A080300100002 
TITLE      Coupled reaction channels effects in the elastic       A080300100003 
           scattering of S-32,36+Ni-58,64.                        A080300100004 
AUTHOR     (A.M.Stefanini, A.Tivelli, G.Montagnoli, D.R.Napoli,   A080300100005 
           D.Bonamini, S.Beghini, F.Scarlassara, S.Soramel,       A080300100006 
           C.Signorini, A.DeRosa, G.Inglima, M.Sandori,           A080300100007 
           G.Cardella, M.Papa, F.Rizzo)                           A080300100008 
REFERENCE  (J,PR/C,41,1018,1990)                                  A080300100009 
INSTITUTE  (2ITYPAD)                                              A080300100010 
           (2ITYITY) Salerno university, Padova                   A080300100011 
           (2ITYNAP)                                              A080300100012 
           (2ITYCAT)                                              A080300100013 
FACILITY   (VDGT,2ITYPAD) The XTU tandem                          A080300100014 
METHOD     (TOF)                                                  A080300100015 
SAMPLE     The Ni targets were 30 mug/cm**2 evaporations on       A080300100016 
            20 mug/cm**2 carbon foils, enriched to 99.8% and 96.5%A080300100017 
           in mass 58 and 64, respectively.                       A080300100018 
INC-SOURCE  An FeS sample, enriched to around 40% in mass 36, was A080300100019 
           used in the sputtering ion source to produce the S-36  A080300100020 
           beam.                                                  A080300100021 
ADD-RES    (COMP).Optical model FITS.                             A080300100022 
DETECTOR   (TELES,MCPLT,SIBAR,IOCH) Three time-of-flight-energy   A080300100023 
           telescopes consisting of microchannel plates detectors A080300100024 
           and 200-300 mm**2 Si surface barrier detectors.        A080300100025 
CORRECTION  The corrections for the isotopic impurities in the    A080300100026 
           targets were made.Those corrections were negligible in A080300100027 
           the case of Ni-58 and amounted typically to a few per  A080300100028 
           cent for Ni-64.                                        A080300100029 
ERR-ANALYS (ERR-T).The statistical uncertainties plus a minor     A080300100030 
           contribution due to the corrections for the isotopical A080300100031 
           impurities in the targets. Systematic errors, coming   A080300100032 
           from poor evaluation of solid angles, were corrected   A080300100033 
           for by normalizing the elastic yields to the           A080300100034 
           Rutherford limit at the most forward angles            A080300100035 
HISTORY    (20080826C)S.B                                         A080300100036 
ENDBIB              34          0                                 A080300100037 
NOCOMMON             0          0                                 A080300100038 
ENDSUBENT           37          0                                 A080300199999 
SUBENT        A0803002   20080826                             A064A080300200001 
BIB                  2          2                                 A080300200002 
REACTION   (28-NI-58(16-S-36,EL)28-NI-58,,DA,,RTH)                A080300200003 
STATUS     (TABLE) table 1                                        A080300200004 
ENDBIB               2          0                                 A080300200005 
NOCOMMON             0          0                                 A080300200006 
DATA                 4         99                                 A080300200007 
      110.3       63.6      1.004      0.043                      A080300200087 
      110.3       71.0      1.055      0.060                      A080300200088 
      110.3       78.4      1.088      0.044                      A080300200089 
      110.3       85.5      0.745      0.049                      A080300200090 
      110.3       85.8      0.721      0.068                      A080300200091 
      110.3       90.0      0.597      0.054                      A080300200092 
      110.3       92.5      0.344      0.055                      A080300200093 
      110.3       95.5      0.299      0.030                      A080300200094 
      110.3       99.3      0.220      0.025                      A080300200095 
      110.3      105.8      0.097      0.010                      A080300200096 
      110.3      111.8      0.038      0.006                      A080300200097 
      110.3      117.8      0.021      0.004                      A080300200098 
      124.4       34.2      0.991      0.079                      A080300200099 
      124.4       40.3      0.943      0.060                      A080300200100 
      124.4       48.5      1.066      0.091                      A080300200101 
      124.4       53.0      1.121      0.105                      A080300200102 
      124.4       57.6      1.259      0.098                      A080300200103 
      124.4       62.2      1.164      0.102                      A080300200104 
      124.4       66.8      0.939      0.128                      A080300200105 
      124.4       71.4      0.561      0.114                      A080300200106 
      124.4       75.7      0.286      0.081                      A080300200107 
      124.4       85.7      0.083      0.017                      A080300200108 
ENDDATA            101          0                                 A080300200109 
ENDSUBENT          108          0                                 A080300299999 
SUBENT        A0803003   20080826                             A064A080300300001 
BIB                  2          2                                 A080300300002 
REACTION   (28-NI-64(16-S-36,EL)28-NI-64,,DA,,RTH)                A080300300003 
STATUS     (TABLE) table 2                                        A080300300004 
ENDBIB               2          0                                 A080300300005 
NOCOMMON             0          0                                 A080300300006 
DATA                 4         95                                 A080300300007 
EN         ANG-CM     DATA       ERR-T                            A080300300008 
MEV        ADEG       NO-DIM     NO-DIM                           A080300300009 
       87.5       82.6      1.030      0.071                      A080300300010 
       87.5       89.3      0.981      0.072                      A080300300011 
       87.5       95.8      0.974      0.073                      A080300300012 
       87.5      102.0      0.989      0.062                      A080300300013 
       87.5      108.0      1.027      0.060                      A080300300014 
       87.5      113.8      0.899      0.066                      A080300300015 
       87.5      119.3      0.881      0.093                      A080300300016 
       87.5      124.4      0.771      0.085                      A080300300017 
       87.5      129.2      0.608      0.071                      A080300300018 
       87.5      133.7      0.763      0.082                      A080300300019 
       87.5      138.0      0.666      0.085                      A080300300020 
       87.5      142.0      0.517      0.061                      A080300300021 
       87.5      145.8      0.573      0.052                      A080300300022 
       87.5      149.3      0.688      0.056                      A080300300023 
       90.0       82.6      1.029      0.064                      A080300300024 
       90.0       89.3      1.000      0.078                      A080300300025 
       90.0       95.9      0.963      0.051                      A080300300026 
       90.0      102.0      0.963      0.052                      A080300300027 
       90.0      108.0      0.954      0.063                      A080300300028 
       90.0      113.8      0.929      0.086                      A080300300029 
       90.0      119.3      0.853      0.077                      A080300300030 
       90.0      124.3      0.688      0.065                      A080300300031 
       90.0      129.2      0.591      0.054                      A080300300032 
       90.0      131.1      0.544      0.037                      A080300300033 
       90.0      133.7      0.482      0.049                      A080300300034 
       90.0      138.0      0.372      0.041                      A080300300035 
       90.0      142.0      0.257      0.030                      A080300300036 
       90.0      145.8      0.210      0.030                      A080300300037 
       90.0      149.3      0.176      0.019                      A080300300038 
       90.0      153.8      0.179      0.021                      A080300300039 
       92.5       82.6      1.013      0.053                      A080300300040 
       92.5       89.3      0.958      0.053                      A080300300041 
       92.5       96.0      1.029      0.065                      A080300300042 
       92.5      102.3      1.083      0.062                      A080300300043 
       92.5      108.3      1.031      0.068                      A080300300044 
       92.5      114.0      0.640      0.054                      A080300300045 
       92.5      119.2      0.449      0.048                      A080300300046 
       92.5      124.3      0.352      0.039                      A080300300047 
       92.5      129.3      0.273      0.034                      A080300300048 
       92.5      133.9      0.198      0.018                      A080300300049 
       92.5      138.0      0.155      0.046                      A080300300050 
       92.5      142.1      0.100      0.013                      A080300300051 
       92.5      158.5      0.073      0.022                      A080300300052 
       94.8       68.9      1.018      0.054                      A080300300053 
       94.8       75.9      1.002      0.074                      A080300300054 
       94.8       82.8      0.980      0.063                      A080300300055 
       94.8       89.5      1.105      0.083                      A080300300056 
       94.8       96.0      1.180      0.072                      A080300300057 
       94.8      102.3      1.023      0.066                      A080300300058 
       94.8      108.3      0.744      0.082                      A080300300059 
       94.8      113.9      0.549      0.060                      A080300300060 
       94.8      119.4      0.362      0.045                      A080300300061 
       94.8      124.5      0.261      0.023                      A080300300062 
       94.8      129.4      0.192      0.023                      A080300300063 
       94.8      133.9      0.134      0.018                      A080300300064 
       94.8      138.2      0.096      0.014                      A080300300065 
       99.8       45.6      0.955      0.066                      A080300300066 
       99.8       61.4      0.936      0.194                      A080300300067 
       99.8       68.7      1.023      0.056                      A080300300068 
       99.8       75.7      1.115      0.160                      A080300300069 
       99.8       79.2      1.169      0.041                      A080300300070 
       99.8       82.5      1.297      0.099                      A080300300071 
       99.8       89.1      0.948      0.050                      A080300300072 
       99.8       95.9      0.687      0.031                      A080300300073 
       99.8      102.1      0.447      0.047                      A080300300074 
       99.8      108.1      0.242      0.021                      A080300300075 
       99.8      113.7      0.136      0.014                      A080300300076 
       99.8      116.5      0.101      0.013                      A080300300077 
       99.8      119.1      0.087      0.022                      A080300300078 
       99.8      124.2      0.061      0.010                      A080300300079 
       99.8      129.3      0.045      0.007                      A080300300080 
      110.3       39.1      0.969      0.080                      A080300300081 
      110.3       43.5      1.030      0.068                      A080300300082 
      110.3       49.5      1.008      0.077                      A080300300083 
      110.3       53.9      0.961      0.075                      A080300300084 
      110.3       61.3      1.032      0.100                      A080300300085 
      110.3       68.3      1.080      0.057                      A080300300086 
      110.3       75.5      0.736      0.112                      A080300300087 
      110.3       82.5      0.298      0.046                      A080300300088 
      110.3       86.7      0.167      0.038                      A080300300089 
      110.3       89.1      0.115      0.029                      A080300300090 
      110.3       91.9      0.066      0.010                      A080300300091 
      110.3       95.7      0.040      0.004                      A080300300092 
      110.3      102.0      0.015      0.003                      A080300300093 
      110.3      107.8     0.0075      0.002                      A080300300094 
      124.4       32.9      1.064      0.082                      A080300300095 
      124.4       38.9      1.032      0.090                      A080300300096 
      124.4       46.5      0.904      0.080                      A080300300097 
      124.4       51.1      1.100      0.160                      A080300300098 
      124.4       55.4      1.167      0.143                      A080300300099 
      124.4       60.0      0.823      0.132                      A080300300100 
      124.4       64.4      0.481      0.113                      A080300300101 
      124.4       68.7      0.232      0.045                      A080300300102 
      124.4       72.8      0.117      0.030                      A080300300103 
      124.4       77.1      0.066      0.020                      A080300300104 
ENDDATA             97          0                                 A080300300105 
ENDSUBENT          104          0                                 A080300399999 
SUBENT        A0803004   20080826                             A064A080300400001 
BIB                  2          2                                 A080300400002 
REACTION   (28-NI-58(16-S-32,EL)28-NI-58,,DA,,RTH)                A080300400003 
STATUS     (TABLE) table 3                                        A080300400004 
ENDBIB               2          0                                 A080300400005 
NOCOMMON             0          0                                 A080300400006 
DATA                 4        121                                 A080300400007 
EN         ANG-CM     DATA       ERR-T                            A080300400008 
MEV        ADEG       NO-DIM     NO-DIM                           A080300400009 
       87.8       46.2      1.043      0.049                      A080300400010 
       87.8       50.4      1.053      0.041                      A080300400011 
       87.8       56.4      1.101      0.041                      A080300400012 
       87.8       62.0      1.040      0.041                      A080300400013 
       87.8       67.6      0.973      0.037                      A080300400014 
       87.8       79.1      0.964      0.041                      A080300400015 
       87.8       83.0      0.933      0.038                      A080300400016 
       87.8       88.6      0.756      0.041                      A080300400017 
       87.8       95.0      0.714      0.035                      A080300400018 
       87.8      101.2      0.717      0.062                      A080300400019 
       87.8      107.2      0.611      0.061                      A080300400020 
       87.8      111.6      0.678      0.081                      A080300400021 
       87.8      115.1      0.804      0.076                      A080300400022 
       87.8      119.2      0.862      0.109                      A080300400023 
       87.8      123.3      0.677      0.057                      A080300400024 
       87.8      127.3      0.878      0.111                      A080300400025 
       87.8      131.1      0.713      0.079                      A080300400026 
       87.8      132.9      0.552      0.061                      A080300400027 
       87.8      134.6      0.820      0.062                      A080300400028 
       87.8      137.3      0.922      0.097                      A080300400029 
       87.8      140.3      0.690      0.051                      A080300400030 
       87.8      142.7      0.649      0.056                      A080300400031 
       87.8      145.6      0.620      0.076                      A080300400032 
       87.8      148.4      0.595      0.077                      A080300400033 
       87.8      151.1      0.563      0.061                      A080300400034 
       87.8      153.8      0.543      0.052                      A080300400035 
       87.8      156.2      0.602      0.126                      A080300400036 
       87.8      158.0      0.576      0.069                      A080300400037 
       92.8       46.1      1.010      0.040                      A080300400038 
       92.8       60.5      1.011      0.053                      A080300400039 
       92.8       74.8      0.993      0.035                      A080300400040 
       92.8       81.6      0.952      0.025                      A080300400041 
       92.8       85.7      0.960      0.041                      A080300400042 
       92.8       88.5      0.932      0.067                      A080300400043 
       92.8       92.2      1.005      0.063                      A080300400044 
       92.8       96.1      0.888      0.056                      A080300400045 
       92.8       99.9      1.001      0.044                      A080300400046 
       92.8      109.3      0.837      0.076                      A080300400047 
       92.8      112.8      0.886      0.074                      A080300400048 
       92.8      118.2      0.882      0.045                      A080300400049 
       92.8      123.5      0.728      0.056                      A080300400050 
       92.8      126.3      0.646      0.051                      A080300400051 
       92.8      128.2      0.693      0.069                      A080300400052 
       92.8      129.2      0.613      0.038                      A080300400053 
       92.8      137.2      0.497      0.063                      A080300400054 
       92.8      138.7      0.420      0.038                      A080300400055 
       92.8      141.2      0.336      0.041                      A080300400056 
       92.8      144.9      0.306      0.061                      A080300400057 
       92.8      151.8      0.269      0.032                      A080300400058 
       92.8      158.0      0.245      0.033                      A080300400059 
       97.3       30.9      1.024      0.067                      A080300400060 
       97.3       42.7      0.991      0.057                      A080300400061 
       97.3       54.8      1.015      0.061                      A080300400062 
       97.3       60.5      1.040      0.056                      A080300400063 
       97.3       63.4      1.010      0.060                      A080300400064 
       97.3       67.7      1.035      0.060                      A080300400065 
       97.3       75.0      1.105      0.037                      A080300400066 
       97.3       80.2      0.983      0.046                      A080300400067 
       97.3       85.6      0.960      0.029                      A080300400068 
       97.3       90.9      1.043      0.056                      A080300400069 
       97.3       96.2      1.027      0.027                      A080300400070 
       97.3      101.1      1.018      0.036                      A080300400071 
       97.3      103.4      0.938      0.047                      A080300400072 
       97.3      107.0      0.776      0.060                      A080300400073 
       97.3      112.5      0.671      0.056                      A080300400074 
       97.3      117.0      0.509      0.044                      A080300400075 
       97.3      121.2      0.417      0.051                      A080300400076 
       97.3      125.3      0.304      0.040                      A080300400077 
       97.3      129.3      0.236      0.035                      A080300400078 
       97.3      132.0      0.203      0.018                      A080300400079 
       97.3      132.8      0.227      0.021                      A080300400080 
       97.3      138.7      0.163      0.016                      A080300400081 
       97.3      145.0      0.129      0.013                      A080300400082 
      101.8       39.8      1.071      0.069                      A080300400083 
      101.8       45.8      1.070      0.050                      A080300400084 
      101.8       53.3      0.924      0.042                      A080300400085 
      101.8       63.5      0.962      0.036                      A080300400086 
      101.8       69.2      1.024      0.061                      A080300400087 
      101.8       74.8      0.973      0.036                      A080300400088 
      101.8       80.2      1.073      0.046                      A080300400089 
      101.8       83.1      1.164      0.032                      A080300400090 
      101.8       88.4      1.104      0.028                      A080300400091 
      101.8       96.2      0.776      0.018                      A080300400092 
      101.8       99.9      0.574      0.050                      A080300400093 
      101.8      103.5      0.504      0.018                      A080300400094 
      101.8      107.0      0.320      0.026                      A080300400095 
      101.8      108.2      0.317      0.017                      A080300400096 
      101.8      112.8      0.265      0.019                      A080300400097 
      101.8      113.8      0.233      0.017                      A080300400098 
      101.8      117.0      0.188      0.021                      A080300400099 
      101.8      118.2      0.207      0.025                      A080300400100 
      101.8      122.3      0.093      0.046                      A080300400101 
      101.8      123.3      0.124      0.014                      A080300400102 
      101.8      126.3      0.135      0.019                      A080300400103 
      101.8      131.9      0.098      0.007                      A080300400104 
      101.8      137.1      0.073      0.008                      A080300400105 
      101.8      140.4      0.112      0.090                      A080300400106 
      107.3       40.0      1.021      0.056                      A080300400107 
      107.3       45.9      1.062      0.057                      A080300400108 
      107.3       54.7      1.036      0.051                      A080300400109 
      107.3       63.3      0.942      0.048                      A080300400110 
      107.3       69.1      0.999      0.040                      A080300400111 
      107.3       74.9      1.141      0.056                      A080300400112 
      107.3       80.3      1.069      0.056                      A080300400113 
      107.3       83.2      0.916      0.033                      A080300400114 
      107.3       86.9      0.709      0.032                      A080300400115 
      107.3       88.4      0.660      0.023                      A080300400116 
      107.3       96.1      0.376      0.015                      A080300400117 
      107.3      103.4      0.164      0.011                      A080300400118 
      107.3      107.0      0.127      0.013                      A080300400119 
      107.3      108.1      0.112      0.006                      A080300400120 
      107.3      112.9      0.100      0.008                      A080300400121 
      107.3      113.9      0.053      0.042                      A080300400122 
      107.3      117.1      0.041      0.005                      A080300400123 
      107.3      118.3      0.027      0.021                      A080300400124 
      107.3      122.2      0.029      0.004                      A080300400125 
      107.3      123.3      0.022      0.003                      A080300400126 
      107.3      126.2      0.028      0.022                      A080300400127 
      107.3      131.9      0.016      0.005                      A080300400128 
      107.3      137.2      0.013      0.010                      A080300400129 
      107.3      140.4      0.017      0.014                      A080300400130 
ENDDATA            123          0                                 A080300400131 
ENDSUBENT          130          0                                 A080300499999 
SUBENT        A0803005   20080826                             A064A080300500001 
BIB                  2          2                                 A080300500002 
REACTION   (28-NI-64(16-S-36,EL)28-NI-64,,DA,,RTH)                A080300500003 
STATUS     (TABLE) table 4                                        A080300500004 
ENDBIB               2          0                                 A080300500005 
NOCOMMON             0          0                                 A080300500006 
DATA                 4        143                                 A080300500007 
EN         ANG-CM     DATA       ERR-T                            A080300500008 
MEV        ADEG       NO-DIM     NO-DIM                           A080300500009 
       81.8       44.5      1.007      0.032                      A080300500010 
       81.8       48.8      0.946      0.040                      A080300500011 
       81.8       54.4      0.988      0.044                      A080300500012 
       81.8       60.0      0.972      0.045                      A080300500013 
       81.8       65.4      1.047      0.035                      A080300500014 
       81.8       71.0      0.996      0.038                      A080300500015 
       81.8       76.4      0.967      0.042                      A080300500016 
       81.8       85.5      0.939      0.071                      A080300500017 
       81.8      103.7      0.822      0.078                      A080300500018 
       81.8      111.6      0.837      0.083                      A080300500019 
       81.8      115.8      0.855      0.096                      A080300500020 
       81.8      119.8      0.722      0.105                      A080300500021 
       81.8      123.8      0.862      0.121                      A080300500022 
       81.8      127.6      0.748      0.086                      A080300500023 
       81.8      131.3      0.890      0.060                      A080300500024 
       81.8      133.8      0.693      0.036                      A080300500025 
       81.8      139.5      0.571      0.077                      A080300500026 
       81.8      142.6      0.579      0.060                      A080300500027 
       81.8      145.5      0.504      0.055                      A080300500028 
       81.8      148.4      0.525      0.063                      A080300500029 
       81.8      151.2      0.429      0.072                      A080300500030 
       81.8      153.8      0.607      0.104                      A080300500031 
       81.8      155.7      0.484      0.034                      A080300500032 
       87.8       44.6      1.033      0.041                      A080300500033 
       87.8       48.7      1.050      0.049                      A080300500034 
       87.8       54.5      1.050      0.040                      A080300500035 
       87.8       60.0      1.046      0.044                      A080300500036 
       87.8       65.4      0.962      0.036                      A080300500037 
       87.8       80.3      0.954      0.038                      A080300500038 
       87.8       85.6      0.802      0.040                      A080300500039 
       87.8       91.8      0.814      0.039                      A080300500040 
       87.8       97.9      0.677      0.066                      A080300500041 
       87.8      103.8      0.670      0.039                      A080300500042 
       87.8      108.3      0.683      0.072                      A080300500043 
       87.8      109.4      0.698      0.068                      A080300500044 
       87.8      111.7      0.698      0.073                      A080300500045 
       87.8      115.9      0.659      0.080                      A080300500046 
       87.8      119.8      0.635      0.071                      A080300500047 
       87.8      123.8      0.653      0.084                      A080300500048 
       87.8      127.7      0.562      0.064                      A080300500049 
       87.8      129.4      0.417      0.037                      A080300500050 
       87.8      131.2      0.420      0.070                      A080300500051 
       87.8      133.8      0.371      0.021                      A080300500052 
       87.8      137.1      0.333      0.033                      A080300500053 
       87.8      137.9      0.346      0.032                      A080300500054 
       87.8      139.6      0.268      0.056                      A080300500055 
       87.8      142.8      0.274      0.036                      A080300500056 
       87.8      145.5      0.243      0.046                      A080300500057 
       87.8      148.4      0.219      0.051                      A080300500058 
       87.8      151.2      0.201      0.067                      A080300500059 
       87.8      153.8      0.232      0.034                      A080300500060 
       87.8      155.7      0.194      0.025                      A080300500061 
       90.3       72.8      1.025      0.068                      A080300500062 
       90.3       85.9      1.139      0.092                      A080300500063 
       90.3       92.3      1.100      0.044                      A080300500064 
       90.3       98.2      1.064      0.044                      A080300500065 
       90.3      104.1      0.960      0.041                      A080300500066 
       90.3      109.7      0.702      0.030                      A080300500067 
       90.3      115.1      0.551      0.051                      A080300500068 
       90.3      120.2      0.545      0.020                      A080300500069 
       90.3      123.2      0.436      0.020                      A080300500070 
       90.3      125.1      0.375      0.030                      A080300500071 
       90.3      127.0      0.283      0.026                      A080300500072 
       90.3      129.7      0.273      0.021                      A080300500073 
       90.3      132.4      0.224      0.014                      A080300500074 
       90.3      134.1      0.254      0.022                      A080300500075 
       90.3      136.6      0.161      0.014                      A080300500076 
       90.3      138.2      0.170      0.015                      A080300500077 
       90.3      142.1      0.136      0.022                      A080300500078 
       90.3      145.9      0.135      0.025                      A080300500079 
       90.3      150.7      0.087      0.015                      A080300500080 
       90.3      152.7      0.132      0.029                      A080300500081 
       90.3      155.9      0.090      0.017                      A080300500082 
       90.3      158.9      0.086      0.014                      A080300500083 
       90.3      161.8      0.065      0.008                      A080300500084 
       92.8       58.6      0.972      0.042                      A080300500085 
       92.8       72.4      1.000      0.052                      A080300500086 
       92.8       78.8      0.951      0.060                      A080300500087 
       92.8       85.4      1.010      0.055                      A080300500088 
       92.8       89.2      0.961      0.058                      A080300500089 
       92.8      100.2      0.665      0.046                      A080300500090 
       92.8      103.7      0.628      0.050                      A080300500091 
       92.8      107.2      0.632      0.041                      A080300500092 
       92.8      109.2      0.416      0.045                      A080300500093 
       92.8      111.6      0.382      0.029                      A080300500094 
       92.8      114.7      0.356      0.033                      A080300500095 
       92.8      115.7      0.402      0.018                      A080300500096 
       92.8      119.7      0.309      0.020                      A080300500097 
       92.8      122.8      0.204      0.026                      A080300500098 
       92.8      124.8      0.194      0.039                      A080300500099 
       92.8      125.3      0.203      0.028                      A080300500100 
       92.8      136.3      0.074      0.008                      A080300500101 
       92.8      139.5      0.047      0.008                      A080300500102 
       92.8      142.5      0.034      0.004                      A080300500103 
       92.8      145.4      0.035      0.006                      A080300500104 
       92.8      149.1      0.063      0.010                      A080300500105 
       97.3       29.8      1.048      0.079                      A080300500106 
       97.3       41.5      0.965      0.064                      A080300500107 
       97.3       53.0      1.004      0.049                      A080300500108 
       97.3       58.5      0.971      0.073                      A080300500109 
       97.3       61.4      0.974      0.044                      A080300500110 
       97.3       65.4      0.969      0.068                      A080300500111 
       97.3       72.5      1.095      0.028                      A080300500112 
       97.3       77.6      1.022      0.050                      A080300500113 
       97.3       83.0      0.954      0.023                      A080300500114 
