ENTRY            A1376   19990322                             0000A137600000001 
SUBENT        A1376001   19990322                             0000A137600100001 
BIB                 10         16                                 A137600100002 
INSTITUTE  (2GERUEN)                                              A137600100003 
REFERENCE  (J,NP/A,122,(1),153,196812)                            A137600100004 
AUTHOR     (W.DURR,G.CLAUSNITZER,D.FICK,R.FLEISCHMANN,            A137600100005 
           H.M.HOFMANN,K.KILIAN)                                  A137600100006 
TITLE      J-dependance in the polarized angular distribution of  A137600100007 
           the proton in the 6Li(d,p0) and 6Li(d,p1) reaction     A137600100008 
           in the energy range 2.1-10.9 MeV.                      A137600100009 
FACILITY   (VDGT)                                                 A137600100010 
SAMPLE     6Li(99.6%) OF 400 mu-g/cm2 thickness on the nickel foilA137600100011 
           50 mu-g/cm**2                                          A137600100012 
DETECTOR   (SOLST) Surface-barrier 14 detectors                   A137600100013 
MONIT-REF  (A1375001,DURR+,J,NP/A,120,678,1968)                   A137600100014 
ERR-ANALYS (EN-ERR) Digitizing error                              A137600100015 
           (DATA-ERR) Digitizing error                            A137600100016 
HISTORY    (19800716C) Compilation produced by Arzamas RFNC-VNIIEFA137600100017 
           (19990317U)CNPD: corrected 4-dig. year and lower cases.A137600100018 
ENDBIB              16          0                                 A137600100019 
NOCOMMON             0          0                                 A137600100020 
ENDSUBENT           19          0                                 A137600199999 
SUBENT        A1376002   19990322                             0000A137600200001 
BIB                  2          2                                 A137600200002 
REACTION   (3-LI-6(D,P)3-LI-7,PAR,DA,,,EXP)                       A137600200003 
STATUS     (CURVE) Fig 2                                          A137600200004 
ENDBIB               2          0                                 A137600200005 
COMMON               2          3                                 A137600200006 
E-LVL      EN-ERR                                                 A137600200007 
MEV        MEV                                                    A137600200008 
 0.0          0.02                                                A137600200009 
ENDCOMMON            3          0                                 A137600200010 
DATA                 4        215                                 A137600200011 
EN         ANG        DATA       DATA-ERR                         A137600200012 
MEV        ADEG       MB/SR      MB/SR                            A137600200013 
     2.032     50.         5.301      0.004                       A137600200014 
     2.112     60.         4.146      0.0098                      A137600200015 
     2.146     50.         5.16       0.004                       A137600200016 
     2.164     40.         6.498      0.0195                      A137600200017 
     2.205     60.         3.905      0.0098                      A137600200018 
     2.236     30.        11.         0.0059                      A137600200019 
     2.258     40.         6.347      0.0195                      A137600200020 
     2.26      50.         5.055      0.004                       A137600200021 
     2.316     60.         3.624      0.0098                      A137600200022 
     2.339     50.         4.8        0.004                       A137600200023 
     2.365     30.        11.11       0.0059                      A137600200024 
     2.39      40.         6.095      0.0195                      A137600200025 
     2.409     60.         3.543      0.0098                      A137600200026 
     2.436     50.         4.546      0.004                       A137600200027 
     2.464     40.         6.048      0.0195                      A137600200028 
     2.479     30.        10.72       0.0059                      A137600200029 
     2.52      60.         3.382      0.0098                      A137600200030 
     2.533     50.         4.329      0.004                       A137600200031 
     2.538     30.        10.21       0.0059                      A137600200032 
     2.577     40.         5.899      0.0195                      A137600200033 
     2.595     60.         3.181      0.0098                      A137600200034 
     2.647     50.         4.187      0.004                       A137600200035 
     2.65      30.        10.07       0.0059                      A137600200036 
     2.689     40.         5.803      0.0195                      A137600200037 
     2.742     50.         4.081      0.004                       A137600200038 
     2.743     60.         3.019      0.0098                      A137600200039 
     2.744     40.         5.86       0.0195                      A137600200040 
     2.762     30.        10.02       0.0059                      A137600200041 
     2.78      60.         3.059      0.0098                      A137600200042 
     2.837     30.         9.826      0.0059                      A137600200043 
     2.856     50.         3.977      0.004                       A137600200044 
     2.858     40.         5.606      0.0195                      A137600200045 
     2.892     60.         2.898      0.0098                      A137600200046 
     2.95      30.         9.631      0.0059                      A137600200047 
     2.951     50.         3.834      0.004                       A137600200048 
