ENTRY            A1184   19990319                             0000A118400000001 
SUBENT        A1184001   19990319                             0000A118400100001 
BIB                 10         16                                 A118400100002 
INSTITUTE  (1USALAS)                                              A118400100003 
REFERENCE  (J,NP/A,331,(1),61,197911)                             A118400100004 
AUTHOR     (W.GRUEBLER,R.E.BROWN,F.D.CORRELL,R.A.HARDEKOPF,       A118400100005 
           N.JARMIE,G.G.OHLSEN)                                   A118400100006 
TITLE      D(polarized)+a scattering from 12 to 17 MeV            A118400100007 
FACILITY   (VDGT)                                                 A118400100008 
METHOD     (EDE)                                                  A118400100009 
SAMPLE     Gas target was operated at room temperature            A118400100010 
           and in a pressure range of 250-310 torr                A118400100011 
DETECTOR   (SOLST) Silicon surface-barrer. The 17 and 150 mu-m    A118400100012 
           detectors used to perform deltaE-E mass identification A118400100013 
           of the alpha-particles and simultaneously used the     A118400100014 
           150 and 1500 mu-m detectors to identify the deuterons. A118400100015 
ADD-RES    (COMP) Compared with curves from phase shift analysis  A118400100016 
HISTORY    (19830107C) Compilation produced by Arzamas RFNC-VNIIEFA118400100017 
           (19990220U)CNPD: corrected 4-dig. year and lower cases.A118400100018 
ENDBIB              16          0                                 A118400100019 
NOCOMMON             0          0                                 A118400100020 
ENDSUBENT           19          0                                 A118400199999 
SUBENT        A1184002   19990319                             0000A118400200001 
BIB                  4          7                                 A118400200002 
REACTION   (2-HE-4(D,EL)2-HE-4,,DA,,,EXP)                         A118400200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             A118400200004 
           (DATA-ERR) Digitizing error                            A118400200005 
           (ERR-1) Scale error                                    A118400200006 
           The relative errors range from 1% to 3%                A118400200007 
REL-REF    (A,A1193002,JETT+,J,PR/C,3,(5),1769,197105)            A118400200008 
STATUS     (CURVE) fig 1                                          A118400200009 
ENDBIB               7          0                                 A118400200010 
COMMON               2          3                                 A118400200011 
ANG-ERR    ERR-1                                                  A118400200012 
ADEG       PER-CENT                                               A118400200013 
 1.4         2.500                                                A118400200014 
ENDCOMMON            3          0                                 A118400200015 
DATA                 4         84                                 A118400200016 
EN         ANG-CM     DATA-CM    DATA-ERR                         A118400200017 
MEV        ADEG       MB/SR      MB/SR                            A118400200018 
    14.        26.18     237.7       11.09                        A118400200019 
    14.        30.03     166.9        7.79                        A118400200020 
    14.        33.88     113.1        5.279                       A118400200021 
    14.        37.73      76.66       3.578                       A118400200022 
    14.        41.59      48.4        2.259                       A118400200023 
    14.        43.15      30.55       1.426                       A118400200024 
    14.        47.01      17.97       0.8388                      A118400200025 
    14.        50.88      10.2        0.4762                      A118400200026 
    14.        53.96       7.422      0.3464                      A118400200027 
    14.        57.01       8.555      0.3993                      A118400200028 
    14.        60.05      11.36       0.5304                      A118400200029 
    14.        65.39      15.1        0.7046                      A118400200030 
    14.        69.96      19.35       0.9034                      A118400200031 
    14.        72.24      23.11       1.079                       A118400200032 
    14.        76.05      29.63       1.383                       A118400200033 
    14.        85.97      40.81       1.905                       A118400200034 
    14.        89.79      45.41       2.12                        A118400200035 
    14.        94.38      48.78       2.277                       A118400200036 
    14.        98.96      50.57       2.361                       A118400200037 
    14.       104.3       45.51       2.124                       A118400200038 
    14.       109.7       42.43       1.981                       A118400200039 
    14.       114.3       36.85       1.72                        A118400200040 
    14.       118.9       29.82       1.392                       A118400200041 
    14.       122.7       24.99       1.167                       A118400200042 
    14.       128.1       21.71       1.013                       A118400200043 
    14.       134.2       19.54       0.912                       A118400200044 
    14.       139.6       20.99       0.9798                      A118400200045 
    14.       143.4       25.07       1.17                        A118400200046 
    14.       148.7       37.04       1.729                       A118400200047 
    15.        22.74     331.9       16.35                        A118400200048 
    15.        26.61     241.6       11.9                         A118400200049 
    15.        30.49     175.9        8.665                       A118400200050 
    15.        34.36     123.6        6.088                       A118400200051 
    15.        37.49      80.88       3.984                       A118400200052 
    15.        41.38      51.1        2.517                       A118400200053 
    15.        44.51      31.16       1.535                       A118400200054 
    15.        51.55      11.18       0.5508                      A118400200055 
    15.        54.64       9.375      0.4618                      A118400200056 
    15.        58.44      10.81       0.5328                      A118400200057 
    15.        60.7       14.37       0.7078                      A118400200058 
    15.        66.79      17.18       0.8466                      A118400200059 
    15.        72.08      27.28       1.344                       A118400200060 
    15.        80.45      35.05       1.727                       A118400200061 
    15.        90.36      46.67       2.299                       A118400200062 
    15.        96.47      48.45       2.387                       A118400200063 
    15.        99.53      48.5        2.389                       A118400200064 
    15.       104.1       45.25       2.229                       A118400200065 
    15.       109.5       42.23       2.08                        A118400200066 
    15.       120.3       28.7        1.414                       A118400200067 
    15.       124.9       24.08       1.186                       A118400200068 
    15.       129.5       19.5        0.9605                      A118400200069 
    15.       133.3       18.84       0.9282                      A118400200070 
    15.       139.4       20.26       0.9983                      A118400200071 
    15.       144.8       23.39       1.152                       A118400200072 
    15.       150.1       27.97       1.378                       A118400200073 
    17.        22.76     341.9       16.67                        A118400200074 
    17.        26.62     256.6       12.51                        A118400200075 
    17.        30.49     172.9        8.43                        A118400200076 
    17.        34.37     116.5        5.68                        A118400200077 
    17.        37.47      78.5        3.827                       A118400200078 
    17.        42.12      47.49       2.315                       A118400200079 
    17.        44.48      27.7        1.35                        A118400200080 
    17.        49.13      17.37       0.847                       A118400200081 
    17.        52.22      13.04       0.6356                      A118400200082 
    17.        55.29      12.14       0.592                       A118400200083 
    17.        59.09      14.55       0.7094                      A118400200084 
    17.        62.13      18.07       0.881                       A118400200085 
    17.        65.94      20.15       0.9824                      A118400200086 
    17.        73.56      26.93       1.313                       A118400200087 
    17.        81.18      32.3        1.574                       A118400200088 
    17.        91.11      38.77       1.89                        A118400200089 
    17.        94.92      41.7        2.033                       A118400200090 
    17.        99.51      41.75       2.035                       A118400200091 
    17.       104.9       40.33       1.966                       A118400200092 
    17.       106.4       38.92       1.897                       A118400200093 
    17.       110.2       34.97       1.705                       A118400200094 
    17.       114.8       30.32       1.478                       A118400200095 
    17.       121.        23.61       1.151                       A118400200096 
    17.       125.6       19.75       0.9626                      A118400200097 
    17.       131.        15.94       0.7768                      A118400200098 
    17.       135.6       13.81       0.6735                      A118400200099 
    17.       140.9       14.34       0.6991                      A118400200100 
    17.       144.8       17.82       0.8684                      A118400200101 
    17.       150.9       19.88       0.969                       A118400200102 
ENDDATA             86          0                                 A118400200103 
ENDSUBENT          102          0                                 A118400299999 
ENDENTRY             2          0                                 A118499999999 
