ENTRY            A1223   19990319                             0000A122300000001 
SUBENT        A1223001   19990319                             0000A122300100001 
BIB                  8         11                                 A122300100002 
INSTITUTE  (2GERJLU)                                              A122300100003 
REFERENCE  (J,NP/A,406,(3),435,198309)                            A122300100004 
AUTHOR     (E.HUTTEL,W.ARNOLD,H.BERG,H.H.KRAUSE,J.ULBRICHT,       A122300100005 
           G.CLAUSNITZER)                                         A122300100006 
TITLE      Differential cross sections and analyzing powers for   A122300100007 
           p-d elastic scattering below 1.0 MeV                   A122300100008 
FACILITY   Giessen polarization facility                          A122300100009 
SAMPLE     Mixture of deuterium (5 torr) and krypton (1 torr)     A122300100010 
DETECTOR   (SOLST) Surface-barrier                                A122300100011 
HISTORY    (19870721C) Compilation produced by Arzamas RFNC-VNIIEFA122300100012 
           (19990305U)CNPD: corrected 4-dig. year and lower cases.A122300100013 
ENDBIB              11          0                                 A122300100014 
NOCOMMON             0          0                                 A122300100015 
ENDSUBENT           14          0                                 A122300199999 
SUBENT        A1223002   19990319                             0000A122300200001 
BIB                  3          4                                 A122300200002 
REACTION   (1-H-2(P,EL)1-H-2,,DA,,,EXP)                           A122300200003 
ERR-ANALYS (ERR-S) Statistical error                              A122300200004 
           (ERR-1) Systematic error                               A122300200005 
STATUS     (TABLE) Table 1                                        A122300200006 
ENDBIB               4          0                                 A122300200007 
COMMON               1          3                                 A122300200008 
ERR-1                                                             A122300200009 
PER-CENT                                                          A122300200010 
  1.                                                              A122300200011 
ENDCOMMON            3          0                                 A122300200012 
DATA                 4        138                                 A122300200013 
EN         ANG-CM     DATA-CM    ERR-S                            A122300200014 
MEV        ADEG       MB/SR      MB/SR                            A122300200015 
     0.4       44.5     1144.         4.2                         A122300200016 
     0.4       51.7      750.4        2.8                         A122300200017 
     0.4       58.9      547.7        2.1                         A122300200018 
     0.4       65.7      436.9        1.6                         A122300200019 
     0.4       72.5      364.3        0.8                         A122300200020 
     0.4       79.2      323.3        0.7                         A122300200021 
     0.4       85.7      293.3        0.7                         A122300200022 
     0.4       92.       276.1        0.7                         A122300200023 
     0.4       98.       264.4        0.7                         A122300200024 
     0.4      103.9      258.1        0.7                         A122300200025 
     0.4      109.5      251.2        0.7                         A122300200026 
     0.4      114.9      250.         0.7                         A122300200027 
     0.4      120.       248.8        0.7                         A122300200028 
     0.4      124.9      249.5        0.7                         A122300200029 
     0.4      129.5      248.2        0.7                         A122300200030 
     0.4      133.9      250.9        0.7                         A122300200031 
     0.4      138.       251.4        0.8                         A122300200032 
     0.4      142.       253.2        0.9                         A122300200033 
     0.4      145.7      254.7        0.9                         A122300200034 
     0.4      149.3      255.7        1.                          A122300200035 
     0.5       44.5      788.5        3.1                         A122300200036 
     0.5       51.7      538.         2.1                         A122300200037 
     0.5       58.9      411.3        5.5                         A122300200038 
     0.5       65.7      335.2        1.3                         A122300200039 
     0.5       72.5      292.6        0.9                         A122300200040 
     0.5       79.2      265.9        0.8                         A122300200041 
     0.5       85.7      250.         0.8                         A122300200042 
     0.5       92.       241.7        0.7                         A122300200043 
     0.5       98.       236.8        0.6                         A122300200044 
     0.5      103.9      235.1        0.6                         A122300200045 
     0.5      109.5      237.2        0.6                         A122300200046 
     0.5      114.9      239.3        0.6                         A122300200047 
     0.5      120.       242.2        0.7                         A122300200048 
     0.5      124.9      246.5        0.7                         A122300200049 
     0.5      129.5      250.3        0.7                         A122300200050 
     0.5      133.9      254.4        0.7                         A122300200051 
     0.5      138.       257.8        0.8                         A122300200052 
     0.5      142.       262.3        0.9                         A122300200053 
     0.5      145.7      265.7        1.                          A122300200054 
