ENTRY            A1129   19990319                             0000A112900000001 
SUBENT        A1129001   19990319                             0000A112900100001 
BIB                 11         15                                 A112900100002 
INSTITUTE  (2GERUEN)                                              A112900100003 
REFERENCE  (J,NP/A,263,(1),29,197605)                             A112900100004 
AUTHOR     (R.KANKOWSKY,J.C.FRITZ,K.KILIAN,A.NEUFERT,D.FICK)      A112900100005 
TITLE      Elastic scattering of polarized protons on tritons     A112900100006 
           between 4 and 12 MeV                                   A112900100007 
FACILITY   (VDGT)                                                 A112900100008 
SAMPLE     The target consisted of a titanium foil(1.5 mg/cm2)    A112900100009 
           with corporated tritium (activity 0.8 Ci/cm2) on a Au  A112900100010 
           backing (1.5 mg/cm2)                                   A112900100011 
METHOD     (PHD)                                                  A112900100012 
DETECTOR   (SOLST) 16 silicon surface-barrier detectors           A112900100013 
ERR-ANALYS (ANG2-ERR) angle error                                 A112900100014 
ADD-RES    The data have been analysed in terms of complex phases.A112900100015 
HISTORY    (19810526C) Compilation produced by Arzamas RFNC-VNIIEFA112900100016 
           (19990214U)CNPD: corrected 4-dig. year and lower cases.A112900100017 
ENDBIB              15          0                                 A112900100018 
COMMON               1          3                                 A112900100019 
ANG2-ERR                                                          A112900100020 
ADEG                                                              A112900100021 
  3.5                                                             A112900100022 
ENDCOMMON            3          0                                 A112900100023 
ENDSUBENT           22          0                                 A112900199999 
SUBENT        A1129002   19990319                             0000A112900200001 
BIB                  4          5                                 A112900200002 
REACTION   (1-H-3(P,EL)1-H-3,,DA,,,EXP)                           A112900200003 
MONIT-REF  (A1022001,BROLLEY+,J,PR,117,(5),1307,196003)           A112900200004 
ERR-ANALYS (ANG-ERR) digitizing error                             A112900200005 
           (DATA-ERR) digitizing error                            A112900200006 
STATUS     (CURVE) Fig 1 left                                     A112900200007 
ENDBIB               5          0                                 A112900200008 
COMMON               1          3                                 A112900200009 
ANG-ERR                                                           A112900200010 
ADEG                                                              A112900200011 
 3.                                                               A112900200012 
ENDCOMMON            3          0                                 A112900200013 
DATA                 4         93                                 A112900200014 
EN         ANG-CM     DATA-CM    DATA-ERR                         A112900200015 
MEV        ADEG       MB/SR      MB/SR                            A112900200016 
     4.15      46.21     293.3        8.349                       A112900200017 
     4.15      59.4      215.3        6.131                       A112900200018 
     4.15      72.61     145.3        4.138                       A112900200019 
     4.15      84.72      92.74       2.64                        A112900200020 
     4.15      94.63      60.86       1.733                       A112900200021 
     4.15     100.1       59.18       1.685                       A112900200022 
     4.15     104.5       50.         1.423                       A112900200023 
     4.15     116.6       52.89       1.506                       A112900200024 
     4.15     121.        62.59       1.782                       A112900200025 
     4.15     125.3       76.19       2.169                       A112900200026 
     4.15     130.8       82.89       2.36                        A112900200027 
     4.15     139.6      103.8        2.954                       A112900200028 
     4.15     148.3      133.6        3.803                       A112900200029 
     4.15     157.1      145.3        4.138                       A112900200030 
     4.15     163.7      181.9        5.18                        A112900200031 
     4.8       46.34     271.5        7.639                       A112900200032 
     4.8       57.35     200.1        5.63                        A112900200033 
     4.8       70.56     118.1        3.323                       A112900200034 
     4.8       82.67      75.77       2.132                       A112900200035 
     4.8       93.67      54.31       1.528                       A112900200036 
     4.8      100.3       48.6        1.367                       A112900200037 
     4.8      104.7       41.15       1.158                       A112900200038 
     4.8      115.6       42.31       1.19                        A112900200039 
     4.8      121.1       49.97       1.406                       A112900200040 
     4.8      124.4       62.39       1.755                       A112900200041 
     4.8      131.        67.81       1.908                       A112900200042 
     4.8      137.5       94.6        2.661                       A112900200043 
     4.8      146.3      111.7        3.144                       A112900200044 
     4.8      152.9      132.         3.713                       A112900200045 
     4.8      161.6      164.8        4.636                       A112900200046 
     6.35      46.48     271.6        7.639                       A112900200047 
     6.35      58.58     194.7        5.476                       A112900200048 
     6.35      70.69     118.2        3.324                       A112900200049 
     6.35      82.8       75.8        2.132                       A112900200050 
     6.35      93.82      44.75       1.259                       A112900200051 
     6.35      98.24      32.08       0.9023                      A112900200052 
     6.35     102.7       24.99       0.7029                      A112900200053 
     6.35     113.6       24.31       0.6837                      A112900200054 
     6.35     120.2       32.08       0.9023                      A112900200055 
     6.35     123.5       40.05       1.126                       A112900200056 
     6.35     128.9       46.01       1.294                       A112900200057 
     6.35     136.6       67.84       1.908                       A112900200058 
     6.35     145.3       92.05       2.589                       A112900200059 
     6.35     153.       105.7        2.975                       A112900200060 
     7.1       44.39     263.3        7.785                       A112900200061 
     7.1       57.59     185.6        5.488                       A112900200062 
     7.1       69.7      119.9        3.544                       A112900200063 
     7.1       80.72      66.92       1.979                       A112900200064 
     7.1       91.75      33.25       0.983                       A112900200065 
     7.1       98.35      27.11       0.8016                      A112900200066 
     7.1      102.8       20.86       0.6166                      A112900200067 
     7.1      114.9       15.58       0.4607                      A112900200068 
     7.1      119.2       23.43       0.6929                      A112900200069 
     7.1      123.6       29.59       0.8748                      A112900200070 
     7.1      129.1       35.24       1.042                       A112900200071 
     7.1      136.7       53.         1.567                       A112900200072 
     7.1      145.5       77.42       2.289                       A112900200073 
     7.1      153.1       94.94       2.807                       A112900200074 
     7.1      161.9      127.1        3.757                       A112900200075 
     9.9       45.63     211.9        6.191                       A112900200076 
     9.9       57.73     158.8        4.642                       A112900200077 
     9.9       70.94      91.89       2.685                       A112900200078 
     9.9       81.97      51.65       1.509                       A112900200079 
     9.9       93.        26.63       0.7782                      A112900200080 
     9.9       98.51      18.31       0.5351                      A112900200081 
     9.9      102.9       12.23       0.3575                      A112900200082 
     9.9      113.9        9.172      0.268                       A112900200083 
     9.9      118.3       10.9        0.3186                      A112900200084 
     9.9      122.7       17.79       0.5199                      A112900200085 
     9.9      129.2       23.06       0.6738                      A112900200086 
     9.9      135.8       36.55       1.068                       A112900200087 
     9.9      144.5       54.71       1.599                       A112900200088 
     9.9      153.3       72.98       2.133                       A112900200089 
     9.9      159.8       91.89       2.685                       A112900200090 
    12.        32.57     245.5        7.131                       A112900200091 
    12.        39.16     218.9        6.359                       A112900200092 
    12.        45.77     174.1        5.058                       A112900200093 
    12.        52.37     138.5        4.022                       A112900200094 
    12.        63.37      98.21       2.853                       A112900200095 
    12.        65.59      78.11       2.269                       A112900200096 
    12.        72.18      73.76       2.142                       A112900200097 
    12.        75.49      58.66       1.704                       A112900200098 
    12.        78.8       49.4        1.435                       A112900200099 
    12.        87.63      24.15       0.7014                      A112900200100 
    12.        96.44      18.66       0.5421                      A112900200101 
    12.       117.4        6.287      0.1826                      A112900200102 
    12.       125.        17.13       0.4974                      A112900200103 
    12.       129.4       15.72       0.4565                      A112900200104 
    12.       138.1       29.51       0.857                       A112900200105 
    12.       144.7       37.1        1.078                       A112900200106 
    12.       149.1       39.29       1.141                       A112900200107 
    12.       153.4       45.34       1.317                       A112900200108 
    12.       166.6       69.66       2.023                       A112900200109 
ENDDATA             95          0                                 A112900200110 
ENDSUBENT          109          0                                 A112900299999 
ENDENTRY             2          0                                 A112999999999 
