ENTRY            O2371   20180624                             O065O2371  0    1 
SUBENT        O2371001   20180624                             O065O2371  1    1 
BIB                 10         20                                 O2371  1    2 
TITLE      Differential cross-section measurements for deuteron   O2371  1    3 
           elastic scattering on nat-N, suitable for EBS.         O2371  1    4 
AUTHOR     (M.Kokkoris,X.Aslanoglou,M.Axiotis,A.Lagoyannis,       O2371  1    5 
           P.Misaelides,E.Ntemou,N.Patronis,K.Preketes-Sigalas,   O2371  1    6 
           P.Tsintari)                                            O2371  1    7 
INSTITUTE  (2GRCTUA,2GRCIOA,2GRCATH,2GRCARU)                      O2371  1    8 
REFERENCE  (J,NIM/B,410,29,2017)                                  O2371  1    9 
FACILITY   (VDGT,2GRCATH) 5.5 MV TN11 HV  Tandem Accelerator      O2371  1   10 
SAMPLE     The target used for the measurements was a self-       O2371  1   11 
           supported Si(3)N(4) thin foil, with an ultra-thin Au   O2371  1   12 
           layer evaporated on top for normalization purposes.    O2371  1   13 
DETECTOR   (SIBAR)                                                O2371  1   14 
ERR-ANALYS (ERR-S) The corresponding combined statistical         O2371  1   15 
           cross-section errors at +-1 sigma accuracy are also    O2371  1   16 
           included.                                              O2371  1   17 
           (EN-ERR) The errors in the energy values include the   O2371  1   18 
           effects of beam ripple and energy straggling inside theO2371  1   19 
           target.                                                O2371  1   20 
STATUS     (TABLE) Table 1 of J,Nucl.Instr.Meth.Sec.B,410,29,2017 O2371  1   21 
HISTORY    (20180624C) SB                                         O2371  1   22 
ENDBIB              20          0                                 O2371  1   23 
NOCOMMON             0          0                                 O2371  1   24 
ENDSUBENT           23          0                                 O2371  199999 
SUBENT        O2371002   20180624                             O065O2371  2    1 
BIB                  1          1                                 O2371  2    2 
REACTION   (7-N-0(D,EL)7-N-0,,DA)                                 O2371  2    3 
ENDBIB               1          0                                 O2371  2    4 
NOCOMMON             0          0                                 O2371  2    5 
DATA                 5        716                                 O2371  2    6 
ANG        EN         EN-ERR     DATA       ERR-S                 O2371  2    7 
120.       1312.9     5.7        50.0       1.6                   O2371  2   41 
120.       1323.0     5.7        46.8       1.6                   O2371  2   42 
120.       1333.0     5.7        50.5       1.6                   O2371  2   43 
120.       1343.0     5.7        47.5       1.6                   O2371  2   44 
120.       1353.0     5.7        45.9       1.5                   O2371  2   45 
120.       1363.0     5.7        44.9       1.5                   O2371  2   46 
120.       1373.0     5.7        46.0       1.6                   O2371  2   47 
120.       1383.1     5.7        42.1       1.5                   O2371  2   48 
120.       1393.1     5.7        41.6       1.5                   O2371  2   49 
120.       1403.1     5.7        41.2       1.4                   O2371  2   50 
120.       1413.1     5.7        39.5       1.3                   O2371  2   51 
120.       1423.1     5.7        40.8       1.4                   O2371  2   52 
120.       1433.1     5.7        39.4       1.3                   O2371  2   53 
120.       1443.2     5.7        38.2       1.3                   O2371  2   54 
120.       1453.2     5.7        39.1       1.3                   O2371  2   55 
120.       1463.2     5.7        37.4       1.3                   O2371  2   56 
120.       1473.2     5.7        36.9       1.3                   O2371  2   57 
120.       1483.2     5.7        35.5       1.1                   O2371  2   58 
120.       1493.2     5.7        35.2       1.1                   O2371  2   59 
120.       1503.2     5.7        34.5       1.1                   O2371  2   60 
120.       1513.3     5.7        33.1       1.1                   O2371  2   61 
120.       1523.3     5.7        33.1       1.1                   O2371  2   62 
120.       1533.3     5.7        34.0       1.1                   O2371  2   63 
120.       1543.3     5.7        32.2       1.1                   O2371  2   64 
120.       1553.3     5.7        32.9       1.1                   O2371  2   65 
120.       1563.3     5.7        32.7       1.1                   O2371  2   66 
120.       1573.3     5.7        30.3       1.0                   O2371  2   67 
120.       1583.3     5.7        29.5       1.0                   O2371  2   68 
120.       1603.4     5.7        28.8       1.0                   O2371  2   69 
120.       1613.4     5.7        29.8       1.0                   O2371  2   70 
120.       1623.4     5.7        28.2       1.0                   O2371  2   71 
120.       1633.4     5.7        28.2       1.0                   O2371  2   72 
120.       1643.4     5.7        27.2       0.9                   O2371  2   73 
120.       1653.4     5.7        26.3       0.9                   O2371  2   74 
120.       1663.4     5.7        26.1       0.9                   O2371  2   75 
120.       1673.5     5.7        25.6       0.9                   O2371  2   76 
120.       1683.5     5.7        25.2       0.9                   O2371  2   77 
120.       1693.5     5.7        23.9       0.8                   O2371  2   78 
120.       1703.5     5.7        23.6       0.8                   O2371  2   79 
120.       1715.8     5.7        24.0       0.8                   O2371  2   80 
120.       1723.5     5.7        23.6       0.8                   O2371  2   81 
120.       1733.5     5.7        23.5       0.8                   O2371  2   82 
120.       1743.5     5.7        22.3       0.8                   O2371  2   83 
120.       1753.5     5.7        22.3       0.8                   O2371  2   84 
120.       1763.6     5.7        20.8       0.7                   O2371  2   85 
120.       1773.6     5.7        21.9       0.7                   O2371  2   86 
120.       1783.6     5.7        20.8       0.7                   O2371  2   87 
120.       1793.6     5.7        20.8       0.7                   O2371  2   88 
120.       1803.6     5.7        21.2       0.7                   O2371  2   89 
120.       1813.6     5.7        20.4       0.7                   O2371  2   90 
120.       1823.6     5.7        19.4       0.6                   O2371  2   91 
120.       1833.6     5.7        19.2       0.6                   O2371  2   92 
120.       1843.6     5.7        18.7       0.6                   O2371  2   93 
120.       1853.7     5.7        18.4       0.6                   O2371  2   94 
120.       1863.7     5.7        19.2       0.6                   O2371  2   95 
120.       1873.7     5.7        18.0       0.6                   O2371  2   96 
120.       1883.7     5.7        17.3       0.6                   O2371  2   97 
120.       1893.7     5.7        16.6       0.6                   O2371  2   98 
120.       1903.7     5.8        16.8       0.6                   O2371  2   99 
120.       1913.7     5.8        16.4       0.6                   O2371  2  100 
120.       1923.7     5.8        16.5       0.6                   O2371  2  101 
120.       1933.7     5.8        16.2       0.6                   O2371  2  102 
120.       1943.7     5.8        16.3       0.6                   O2371  2  103 
120.       1953.8     5.8        16.0       0.6                   O2371  2  104 
120.       1963.8     5.8        15.6       0.5                   O2371  2  105 
120.       1973.8     5.8        15.9       0.6                   O2371  2  106 
120.       1983.8     5.8        15.6       0.5                   O2371  2  107 
120.       1993.8     5.8        14.7       0.5                   O2371  2  108 
120.       2003.8     5.8        14.7       0.5                   O2371  2  109 
120.       2013.8     5.8        14.5       0.5                   O2371  2  110 
120.       2023.8     5.8        14.8       0.5                   O2371  2  111 
120.       2033.8     5.8        13.4       0.5                   O2371  2  112 
120.       2043.8     5.8        13.7       0.5                   O2371  2  113 
120.       2053.8     5.8        12.6       0.5                   O2371  2  114 
120.       2063.9     5.8        13.0       0.5                   O2371  2  115 
120.       2073.9     5.8        13.2       0.5                   O2371  2  116 
120.       2083.9     5.8        12.6       0.5                   O2371  2  117 
120.       2093.9     5.8        12.2       0.4                   O2371  2  118 
120.       2103.9     5.8        12.7       0.5                   O2371  2  119 
120.       2113.9     5.8        12.3       0.5                   O2371  2  120 
120.       2123.9     5.8        11.9       0.5                   O2371  2  121 
120.       2133.9     5.8        12.2       0.4                   O2371  2  122 
120.       2143.9     5.8        11.0       0.4                   O2371  2  123 
120.       2153.9     5.8        12.0       0.4                   O2371  2  124 
120.       2163.9     5.8        12.4       0.5                   O2371  2  125 
120.       2173.9     5.8        11.8       0.4                   O2371  2  126 
120.       2184.0     5.8        11.8       0.4                   O2371  2  127 
120.       2194.0     5.8        12.1       0.4                   O2371  2  128 
120.       2194.0     5.8        12.1       0.4                   O2371  2  129 
130.       992.4      5.7        90.0       3.0                   O2371  2  130 
130.       1002.3     5.7        84.0       3.0                   O2371  2  131 
130.       1012.3     5.7        82.0       3.0                   O2371  2  132 
130.       1022.4     5.7        79.0       3.0                   O2371  2  133 
130.       1032.4     5.7        80.0       3.0                   O2371  2  134 
130.       1042.4     5.7        77.0       3.0                   O2371  2  135 
130.       1052.4     5.7        74.0       3.0                   O2371  2  136 
130.       1062.5     5.7        76.0       3.0                   O2371  2  137 
130.       1072.5     5.7        73.7       3.0                   O2371  2  138 
130.       1082.5     5.7        70.8       3.0                   O2371  2  139 
130.       1092.5     5.7        71.1       3.0                   O2371  2  140 
130.       1102.5     5.7        65.2       2.5                   O2371  2  141 
130.       1112.6     5.7        63.9       2.5                   O2371  2  142 
130.       1122.6     5.7        63.3       2.5                   O2371  2  143 
130.       1132.6     5.7        65.0       2.5                   O2371  2  144 
130.       1142.6     5.7        57.8       2.3                   O2371  2  145 
130.       1152.7     5.7        57.8       2.4                   O2371  2  146 
130.       1162.7     5.7        59.2       2.2                   O2371  2  147 
130.       1172.7     5.7        55.8       2.2                   O2371  2  148 
130.       1182.7     5.7        53.3       2.1                   O2371  2  149 
130.       1192.7     5.7        52.4       2.1                   O2371  2  150 
130.       1202.8     5.7        54.3       2.2                   O2371  2  151 
130.       1212.8     5.7        51.2       2.1                   O2371  2  152 
130.       1222.8     5.7        48.8       2.0                   O2371  2  153 
130.       1232.8     5.7        50.7       2.1                   O2371  2  154 
130.       1242.8     5.7        47.3       2.0                   O2371  2  155 
130.       1252.8     5.7        44.2       1.9                   O2371  2  156 
130.       1262.9     5.7        44.8       2.0                   O2371  2  157 
130.       1272.9     5.7        43.5       1.9                   O2371  2  158 
130.       1282.9     5.7        41.4       1.6                   O2371  2  159 
130.       1292.9     5.7        42.3       1.9                   O2371  2  160 
130.       1302.9     5.7        38.6       1.5                   O2371  2  161 
130.       1312.9     5.7        36.8       1.5                   O2371  2  162 
130.       1323.0     5.7        39.3       1.6                   O2371  2  163 
130.       1333.0     5.7        39.5       1.6                   O2371  2  164 
130.       1343.0     5.7        39.6       1.6                   O2371  2  165 
130.       1353.0     5.7        34.8       1.5                   O2371  2  166 
130.       1363.0     5.7        33.8       1.5                   O2371  2  167 
130.       1373.0     5.7        35.2       1.5                   O2371  2  168 
130.       1383.1     5.7        33.9       1.5                   O2371  2  169 
130.       1393.1     5.7        33.0       1.5                   O2371  2  170 
130.       1403.1     5.7        32.4       1.5                   O2371  2  171 
130.       1413.1     5.7        32.9       1.5                   O2371  2  172 
130.       1423.1     5.7        33.4       1.3                   O2371  2  173 
130.       1433.1     5.7        31.5       1.4                   O2371  2  174 
130.       1443.2     5.7        32.3       1.5                   O2371  2  175 
130.       1453.2     5.7        29.0       1.2                   O2371  2  176 
130.       1463.2     5.7        28.7       1.2                   O2371  2  177 
130.       1473.2     5.7        28.7       1.2                   O2371  2  178 
130.       1483.2     5.7        26.1       1.0                   O2371  2  179 
130.       1493.2     5.7        28.7       1.1                   O2371  2  180 
130.       1503.2     5.7        26.2       1.0                   O2371  2  181 
130.       1513.3     5.7        25.7       1.0                   O2371  2  182 
130.       1523.3     5.7        26.3       1.1                   O2371  2  183 
130.       1533.3     5.7        24.3       1.0                   O2371  2  184 
130.       1543.3     5.7        24.0       1.0                   O2371  2  185 
130.       1553.3     5.7        25.1       1.0                   O2371  2  186 
130.       1563.3     5.7        23.7       1.0                   O2371  2  187 
130.       1573.3     5.7        23.7       1.0                   O2371  2  188 
130.       1583.3     5.7        24.6       1.0                   O2371  2  189 
130.       1593.4     5.7        23.3       1.0                   O2371  2  190 
130.       1603.4     5.7        23.3       1.0                   O2371  2  191 
130.       1613.4     5.7        20.9       0.9                   O2371  2  192 
130.       1623.4     5.7        21.7       1.0                   O2371  2  193 
130.       1633.4     5.7        21.2       0.9                   O2371  2  194 
130.       1643.4     5.7        21.3       0.9                   O2371  2  195 
130.       1653.4     5.7        20.6       0.9                   O2371  2  196 
130.       1663.4     5.7        20.5       0.9                   O2371  2  197 
130.       1673.5     5.7        19.9       0.8                   O2371  2  198 
130.       1683.5     5.7        19.7       0.8                   O2371  2  199 
130.       1693.5     5.7        19.7       0.8                   O2371  2  200 
130.       1703.5     5.7        18.0       0.8                   O2371  2  201 
130.       1715.8     5.7        18.8       0.8                   O2371  2  202 
130.       1723.5     5.7        18.9       0.8                   O2371  2  203 
130.       1733.5     5.7        17.0       0.8                   O2371  2  204 
130.       1743.5     5.7        18.3       0.7                   O2371  2  205 
130.       1753.5     5.7        16.6       0.7                   O2371  2  206 
130.       1763.6     5.7        16.6       0.7                   O2371  2  207 
130.       1773.6     5.7        16.6       0.6                   O2371  2  208 
130.       1783.6     5.7        16.0       0.6                   O2371  2  209 
130.       1793.6     5.7        15.4       0.6                   O2371  2  210 
130.       1803.6     5.7        15.4       0.7                   O2371  2  211 
130.       1813.6     5.7        16.1       0.7                   O2371  2  212 
130.       1823.6     5.7        15.5       0.6                   O2371  2  213 
130.       1833.6     5.7        15.0       0.6                   O2371  2  214 
130.       1843.6     5.7        14.7       0.6                   O2371  2  215 
130.       1853.7     5.7        14.8       0.6                   O2371  2  216 
130.       1863.7     5.7        14.2       0.6                   O2371  2  217 
130.       1873.7     5.7        13.9       0.6                   O2371  2  218 
130.       1883.7     5.7        12.4       0.6                   O2371  2  219 
130.       1893.7     5.7        13.2       0.6                   O2371  2  220 
130.       1903.7     5.8        12.8       0.6                   O2371  2  221 
130.       1913.7     5.8        12.2       0.6                   O2371  2  222 
130.       1923.7     5.8        13.1       0.6                   O2371  2  223 
130.       1933.7     5.8        12.6       0.6                   O2371  2  224 
130.       1943.7     5.8        12.4       0.6                   O2371  2  225 
130.       1953.8     5.8        12.2       0.6                   O2371  2  226 
130.       1963.8     5.8        12.5       0.5                   O2371  2  227 
130.       1973.8     5.8        12.2       0.6                   O2371  2  228 
130.       1983.8     5.8        11.1       0.5                   O2371  2  229 
130.       1993.8     5.8        11.7       0.6                   O2371  2  230 
130.       2003.8     5.8        11.4       0.5                   O2371  2  231 
130.       2013.8     5.8        11.5       0.5                   O2371  2  232 
130.       2023.8     5.8        11.1       0.5                   O2371  2  233 
130.       2033.8     5.8        11.9       0.5                   O2371  2  234 
130.       2043.8     5.8        11.2       0.5                   O2371  2  235 
130.       2053.8     5.8        11.5       0.6                   O2371  2  236 
130.       2063.9     5.8        10.4       0.5                   O2371  2  237 
130.       2073.9     5.8        10.3       0.4                   O2371  2  238 
130.       2083.9     5.8        10.0       0.4                   O2371  2  239 
130.       2093.9     5.8        10.4       0.4                   O2371  2  240 
130.       2103.9     5.8        10.5       0.4                   O2371  2  241 
130.       2113.9     5.8        10.1       0.5                   O2371  2  242 
130.       2123.9     5.8        9.8        0.5                   O2371  2  243 
130.       2133.9     5.8        10.6       0.5                   O2371  2  244 
130.       2143.9     5.8        9.6        0.5                   O2371  2  245 
130.       2153.9     5.8        10.2       0.5                   O2371  2  246 
130.       2163.9     5.8        10.3       0.5                   O2371  2  247 
130.       2173.9     5.8        11.4       0.5                   O2371  2  248 
130.       2184.0     5.8        10.0       0.5                   O2371  2  249 
130.       2194.0     5.8        10.3       0.5                   O2371  2  250 
140.       1092.5     5.7        54.0       2.1                   O2371  2  251 
140.       1102.5     5.7        51.0       2.1                   O2371  2  252 
140.       1112.6     5.7        50.6       2.0                   O2371  2  253 
140.       1122.6     5.7        50.9       1.9                   O2371  2  254 
140.       1132.6     5.7        47.7       1.8                   O2371  2  255 
140.       1142.6     5.7        49.4       1.8                   O2371  2  256 
140.       1152.7     5.7        46.4       1.7                   O2371  2  257 
140.       1162.7     5.7        43.5       1.5                   O2371  2  258 
140.       1172.7     5.7        42.7       1.5                   O2371  2  259 
140.       1182.7     5.7        42.1       1.5                   O2371  2  260 
140.       1192.7     5.7        40.9       1.5                   O2371  2  261 
140.       1202.8     5.7        41.1       1.5                   O2371  2  262 
140.       1212.8     5.7        39.4       1.4                   O2371  2  263 
140.       1222.8     5.7        37.2       1.4                   O2371  2  264 
140.       1232.8     5.7        37.8       1.4                   O2371  2  265 
140.       1242.8     5.7        35.5       1.4                   O2371  2  266 
140.       1252.8     5.7        35.5       1.4                   O2371  2  267 
140.       1262.9     5.7        35.5       1.4                   O2371  2  268 
140.       1272.9     5.7        34.0       1.3                   O2371  2  269 
140.       1282.9     5.7        33.4       1.3                   O2371  2  270 
140.       1292.9     5.7        32.3       1.2                   O2371  2  271 
140.       1302.9     5.7        31.0       1.1                   O2371  2  272 
140.       1312.9     5.7        31.0       1.1                   O2371  2  273 
140.       1323.0     5.7        31.7       1.1                   O2371  2  274 
140.       1333.0     5.7        28.9       1.1                   O2371  2  275 
140.       1343.0     5.7        29.0       1.1                   O2371  2  276 
140.       1353.0     5.7        28.9       1.1                   O2371  2  277 
140.       1363.0     5.7        28.3       1.1                   O2371  2  278 
140.       1373.0     5.7        26.9       1.0                   O2371  2  279 
140.       1383.1     5.7        26.4       1.0                   O2371  2  280 
140.       1393.1     5.7        26.0       1.0                   O2371  2  281 
140.       1403.1     5.7        26.6       1.0                   O2371  2  282 
140.       1413.1     5.7        26.0       1.0                   O2371  2  283 
140.       1423.1     5.7        24.9       1.0                   O2371  2  284 
140.       1433.1     5.7        23.3       1.0                   O2371  2  285 
140.       1443.2     5.7        22.2       0.8                   O2371  2  286 
140.       1453.2     5.7        23.8       0.9                   O2371  2  287 
140.       1463.2     5.7        22.5       0.8                   O2371  2  288 
140.       1473.2     5.7        22.2       0.8                   O2371  2  289 
140.       1483.2     5.7        21.9       0.8                   O2371  2  290 
140.       1493.2     5.7        21.5       0.8                   O2371  2  291 
140.       1503.2     5.7        21.7       0.8                   O2371  2  292 
140.       1513.3     5.7        20.6       0.7                   O2371  2  293 
140.       1523.3     5.7        21.0       0.7                   O2371  2  294 
140.       1533.3     5.7        19.7       0.7                   O2371  2  295 
140.       1543.3     5.7        20.4       0.7                   O2371  2  296 
140.       1553.3     5.7        20.3       0.7                   O2371  2  297 
140.       1563.3     5.7        20.2       0.7                   O2371  2  298 
140.       1573.3     5.7        18.7       0.7                   O2371  2  299 
140.       1583.3     5.7        18.4       0.7                   O2371  2  300 
140.       1593.4     5.7        18.2       0.7                   O2371  2  301 
140.       1603.4     5.7        19.2       0.7                   O2371  2  302 
140.       1613.4     5.7        18.0       0.7                   O2371  2  303 
140.       1623.4     5.7        17.0       0.7                   O2371  2  304 
140.       1633.4     5.7        17.6       0.7                   O2371  2  305 
140.       1643.4     5.7        16.5       0.6                   O2371  2  306 
140.       1653.4     5.7        16.0       0.6                   O2371  2  307 
140.       1663.4     5.7        16.0       0.6                   O2371  2  308 
140.       1673.5     5.7        14.7       0.6                   O2371  2  309 
140.       1683.5     5.7        15.2       0.6                   O2371  2  310 
140.       1693.5     5.7        15.5       0.6                   O2371  2  311 
140.       1703.5     5.7        14.2       0.6                   O2371  2  312 
140.       1715.8     5.7        13.6       0.6                   O2371  2  313 
140.       1723.5     5.7        13.7       0.6                   O2371  2  314 
140.       1733.5     5.7        13.3       0.5                   O2371  2  315 
140.       1743.5     5.7        13.3       0.5                   O2371  2  316 
140.       1753.5     5.7        13.7       0.5                   O2371  2  317 
140.       1763.6     5.7        13.2       0.5                   O2371  2  318 
140.       1773.6     5.7        12.5       0.5                   O2371  2  319 
140.       1783.6     5.7        12.6       0.4                   O2371  2  320 
140.       1793.6     5.7        12.2       0.5                   O2371  2  321 
140.       1803.6     5.7        11.7       0.5                   O2371  2  322 
140.       1813.6     5.7        11.7       0.5                   O2371  2  323 
140.       1823.6     5.7        11.8       0.4                   O2371  2  324 
140.       1833.6     5.7        10.9       0.4                   O2371  2  325 
140.       1843.6     5.7        11.3       0.4                   O2371  2  326 
140.       1853.7     5.7        11.7       0.4                   O2371  2  327 
140.       1863.7     5.7        11.0       0.4                   O2371  2  328 
140.       1873.7     5.7        11.3       0.4                   O2371  2  329 
140.       1883.7     5.7        10.7       0.4                   O2371  2  330 
140.       1893.7     5.7        10.9       0.4                   O2371  2  331 
140.       1903.7     5.8        9.7        0.4                   O2371  2  332 
140.       1913.7     5.8        9.5        0.4                   O2371  2  333 
140.       1923.7     5.8        9.6        0.4                   O2371  2  334 
140.       1933.7     5.8        9.5        0.4                   O2371  2  335 
140.       1943.7     5.8        9.0        0.4                   O2371  2  336 
140.       1953.8     5.8        9.0        0.4                   O2371  2  337 
140.       1963.8     5.8        9.0        0.4                   O2371  2  338 
140.       1973.8     5.8        9.2        0.4                   O2371  2  339 
140.       1983.8     5.8        9.5        0.4                   O2371  2  340 
140.       1993.8     5.8        9.5        0.4                   O2371  2  341 
140.       2003.8     5.8        9.4        0.4                   O2371  2  342 
140.       2013.8     5.8        8.8        0.4                   O2371  2  343 
140.       2023.8     5.8        9.7        0.4                   O2371  2  344 
140.       2033.8     5.8        9.8        0.4                   O2371  2  345 
140.       2043.8     5.8        9.3        0.4                   O2371  2  346 
140.       2053.8     5.8        9.7        0.4                   O2371  2  347 
140.       2063.9     5.8        9.3        0.4                   O2371  2  348 
140.       2073.9     5.8        9.5        0.4                   O2371  2  349 
140.       2083.9     5.8        9.5        0.4                   O2371  2  350 
140.       2093.9     5.8        9.1        0.4                   O2371  2  351 
140.       2103.9     5.8        8.9        0.4                   O2371  2  352 
140.       2113.9     5.8        9.3        0.4                   O2371  2  353 
140.       2123.9     5.8        9.2        0.4                   O2371  2  354 
140.       2133.9     5.8        9.8        0.4                   O2371  2  355 
140.       2143.9     5.8        9.5        0.4                   O2371  2  356 
140.       2153.9     5.8        9.7        0.4                   O2371  2  357 
140.       2163.9     5.8        9.5        0.4                   O2371  2  358 
140.       2173.9     5.8        9.9        0.4                   O2371  2  359 
140.       2184.0     5.8        9.4        0.4                   O2371  2  360 
140.       2194.0     5.8        9.7        0.4                   O2371  2  361 
150.       992.4      5.7        66.8       2.3                   O2371  2  362 
150.       1002.3     5.7        61.7       2.1                   O2371  2  363 
150.       1012.3     5.7        61.6       2.0                   O2371  2  364 
150.       1022.4     5.7        57.5       1.9                   O2371  2  365 
150.       1032.4     5.7        57.9       1.9                   O2371  2  366 
150.       1042.4     5.7        54.9       1.9                   O2371  2  367 
150.       1052.4     5.7        55.0       1.9                   O2371  2  368 
150.       1062.5     5.7        53.7       1.8                   O2371  2  369 
150.       1072.5     5.7        51.8       1.8                   O2371  2  370 
150.       1082.5     5.7        49.6       1.8                   O2371  2  371 
150.       1092.5     5.7        48.9       1.7                   O2371  2  372 
150.       1102.5     5.7        47.8       1.7                   O2371  2  373 
150.       1112.6     5.7        44.2       1.6                   O2371  2  374 
150.       1122.6     5.7        46.8       1.7                   O2371  2  375 
150.       1132.6     5.7        44.0       1.7                   O2371  2  376 
150.       1142.6     5.7        42.2       1.6                   O2371  2  377 
150.       1152.7     5.7        42.3       1.6                   O2371  2  378 
150.       1162.7     5.7        40.8       1.4                   O2371  2  379 
150.       1172.7     5.7        39.3       1.3                   O2371  2  380 
150.       1182.7     5.7        38.4       1.3                   O2371  2  381 
150.       1192.7     5.7        38.9       1.3                   O2371  2  382 
150.       1202.8     5.7        37.0       1.2                   O2371  2  383 
150.       1212.8     5.7        37.2       1.2                   O2371  2  384 
150.       1222.8     5.7        35.9       1.2                   O2371  2  385 
150.       1232.8     5.7        34.2       1.2                   O2371  2  386 
150.       1242.8     5.7        32.8       1.2                   O2371  2  387 
150.       1252.8     5.7        32.3       1.1                   O2371  2  388 
150.       1262.9     5.7        33.9       1.2                   O2371  2  389 
150.       1272.9     5.7        30.4       1.1                   O2371  2  390 
150.       1282.9     5.7        32.4       1.2                   O2371  2  391 
150.       1292.9     5.7        30.1       1.1                   O2371  2  392 
150.       1302.9     5.7        29.1       1.0                   O2371  2  393 
150.       1312.9     5.7        28.9       1.0                   O2371  2  394 
150.       1323.0     5.7        28.6       1.0                   O2371  2  395 
150.       1333.0     5.7        27.8       0.9                   O2371  2  396 
150.       1343.0     5.7        26.4       0.9                   O2371  2  397 
150.       1353.0     5.7        25.7       0.9                   O2371  2  398 
150.       1363.0     5.7        25.9       0.9                   O2371  2  399 
150.       1373.0     5.7        25.5       0.9                   O2371  2  400 
150.       1383.1     5.7        24.5       0.9                   O2371  2  401 
150.       1393.1     5.7        23.6       0.8                   O2371  2  402 
150.       1403.1     5.7        24.1       0.9                   O2371  2  403 
150.       1413.1     5.7        22.9       0.8                   O2371  2  404 
150.       1423.1     5.7        21.9       0.8                   O2371  2  405 
150.       1433.1     5.7        21.2       0.8                   O2371  2  406 
150.       1443.2     5.7        20.8       0.8                   O2371  2  407 
