ENTRY            O0672   20100708                             O042O067200000001 
SUBENT        O0672001   20100708                             O042O067200100001 
BIB                 15         52                                 O067200100002 
TITLE      Multipole decomposition analysis of the 27-Al, 90-Zr,  O067200100003 
           208-Pb(p,n) reactions at 295 MeV.                      O067200100004 
AUTHOR     (T.Wakasa, H.Sakai, H.Okamura, H.Otsu, N.Sakamoto,     O067200100005 
           T.Uesaka, Y.Satou, S.Fujita, S.Ishida, M.B.Greenfield, O067200100006 
           N.Koori, A.Okihana, K.Hatanaka)                        O067200100007 
INSTITUTE  (2JPNOSA) research center for nuclear physics.         O067200100008 
           (2JPNKTO)                                              O067200100009 
           (2JPNIPC)                                              O067200100010 
           (2JPNTOK) department of physics.                       O067200100011 
           (2JPNICU)International Christian University and        O067200100012 
           Tokushima University.                                  O067200100013 
REFERENCE  (J,NP/A,599,217,1996)                                  O067200100014 
SAMPLE     Self supporting targets with thickness ranging from    O067200100015 
           0.11 to 1.11 g/cm**2. Another information is absent.   O067200100016 
PART-DET   (N)                                                    O067200100017 
FACILITY   (CYCLO,2JPNOSA)                                        O067200100018 
EN-SEC     (E-CM,N) calculated by compiler.                       O067200100019 
DETECTOR   (SCIN)  neutrons from the (p,n) reaction were detected O067200100020 
           by the neutron polarimeter NPOl2.  The NPOl2 system    O067200100021 
           consists of six planes of two-dimensional              O067200100022 
           position-sensitive neutron detectors (1x1x0.1 m**3).   O067200100023 
           the first four detectors are made of liquid            O067200100024 
           scintillator bc519, and the last two detectors are madeO067200100025 
           of plastic scintillator bc408.  The position           O067200100026 
           resolutions are about 6 to 10 cm and about 4 to 8 cm   O067200100027 
           for liquid scintillators and plastic scintillators,    O067200100028 
           respectively, depending on positions.                  O067200100029 
METHOD     (TOF) the neutron time-of-flight facility at the       O067200100030 
           research center for nuclear physics (RCNP) was used forO067200100031 
           the measurement.  One of four beam pulses was selected O067200100032 
           to  yield an effective beam pulse separation of about  O067200100033 
            260 ns. Flight time was determined by using timing    O067200100034 
           signals  from the phototubes with an rf signal, and theO067200100035 
           absolute timing calibration was performed using gamma  O067200100036 
           rays from the target.  Neutron kinetic energies were   O067200100037 
           determined from the flight time with fwhm resolution ofO067200100038 
           1.7 MeV.                                               O067200100039 
ERR-ANALYS (DATA-ERR) data point reader uncertainty.              O067200100040 
           (E-EXC-ERR) data point reader uncertainty.             O067200100041 
           No any analysis of possible uncertainties is present.  O067200100042 
COMMENT    *By compiler*.Experimental data for (p,n) cross        O067200100043 
           section are presented as smooth curve on little size   O067200100044 
           figures.  Therefore the curve were read in arbitrary   O067200100045 
           data points.                                           O067200100046 
HISTORY    (19991111C)                                            O067200100047 
           (20010110A) subentries O0672002-004 are corrected      O067200100048 
           according to O.Schwerer'S remarks.                     O067200100049 
           (20100707A) BIB section upgraded.                      O067200100050 
           Correction in Comment, according M.Bossant remark.     O067200100051 
ADD-RES    (STRUC) Gamow-Teller strength distribution.            O067200100052 
           Multipole decomposition analysis.                      O067200100053 
STATUS     (CURVE).By CAJAD-Fig.1 of J,NP/A,599,217c,1996         O067200100054 
ENDBIB              52          0                                 O067200100055 
COMMON               1          3                                 O067200100056 
EN                                                                O067200100057 
MEV                                                               O067200100058 
       295.                                                       O067200100059 
ENDCOMMON            3          0                                 O067200100060 
ENDSUBENT           59          0                                 O067200199999 
SUBENT        O0672002   20010115                             0000O067200200001 
BIB                  2          2                                 O067200200002 
REACTION   (13-AL-27(P,X)0-NN-1,,DA/DE)                           O067200200003 
EN-SEC     (E-EXC,14-SI-27)                                       O067200200004 
ENDBIB               2          0                                 O067200200005 
COMMON               2          3                                 O067200200006 
E-EXC-ERR  DATA-ERR                                               O067200200007 
MEV        MB/SR/MEV                                              O067200200008 
        0.3       0.07                                            O067200200009 
ENDCOMMON            3          0                                 O067200200010 
DATA                 4        614                                 O067200200011 
ANG-CM     E-EXC      E-CM       DATA-CM                          O067200200012 
ADEG       MEV        MEV        MB/SR/MEV                        O067200200013 
        0.8       -2.9      233.1       0.13                      O067200200014 
        0.8        -2.      232.3       0.46                      O067200200015 
        0.8       -1.3      231.6       0.92                      O067200200016 
        0.8       -0.4      230.7       1.39                      O067200200017 
        0.8        0.3      230.1       1.06                      O067200200018 
        0.8        0.9      229.5       0.82                      O067200200019 
        0.8        1.4       229.       1.05                      O067200200020 
        0.8        1.9      228.6       1.19                      O067200200021 
        0.8        3.2      227.3       1.14                      O067200200022 
        0.8        3.2      227.3       1.28                      O067200200023 
        0.8        3.9      226.6         1.                      O067200200024 
        0.8        4.1      226.4        0.9                      O067200200025 
        0.8        4.3      226.3       0.85                      O067200200026 
        0.8        5.2      225.4        0.9                      O067200200027 
        0.8        5.5      225.1       1.27                      O067200200028 
        0.8        6.2      224.4       1.88                      O067200200029 
        0.8        6.9      223.8       2.39                      O067200200030 
        0.8        7.7       223.       2.29                      O067200200031 
        0.8        8.2      222.5        2.2                      O067200200032 
        0.8        8.9      221.9       2.15                      O067200200033 
        0.8        9.3      221.5       2.33                      O067200200034 
        0.8        9.6      221.2       2.52                      O067200200035 
        0.8       10.2      220.6        2.8                      O067200200036 
        0.8       10.5      220.3       3.17                      O067200200037 
        0.8       11.2      219.7       3.26                      O067200200038 
        0.8       11.6      219.3       3.17                      O067200200039 
        0.8        12.      218.9       2.75                      O067200200040 
        0.8       12.7      218.2       2.13                      O067200200041 
        0.8       12.9       218.       1.76                      O067200200042 
        0.8       13.5      217.5       1.47                      O067200200043 
        0.8       14.4      216.6       1.42                      O067200200044 
        0.8       15.8      215.3       1.23                      O067200200045 
        0.8       16.2      214.9       1.14                      O067200200046 
        0.8       17.3      213.8       0.94                      O067200200047 
        0.8       18.4      212.8       0.94                      O067200200048 
        0.8       19.3      211.9       0.89                      O067200200049 
        0.8       20.5      210.8       0.84                      O067200200050 
        0.8       21.1      210.2       0.83                      O067200200051 
        0.8       21.8      209.5       0.83                      O067200200052 
        0.8       22.7      208.7       0.83                      O067200200053 
        0.8       23.6      207.8       0.82                      O067200200054 
        0.8       24.1      207.3       0.82                      O067200200055 
        0.8       25.4      206.1       0.77                      O067200200056 
        0.8       26.3      205.2       0.72                      O067200200057 
        0.8        27.      204.6       0.72                      O067200200058 
        0.8       27.9      203.7       0.71                      O067200200059 
        0.8       28.5      203.1       0.71                      O067200200060 
        0.8       29.4      202.3       0.71                      O067200200061 
        0.8       30.3      201.4        0.7                      O067200200062 
        0.8       31.2      200.5       0.65                      O067200200063 
        0.8       32.6      199.2        0.7                      O067200200064 
        0.8       33.5      198.3       0.74                      O067200200065 
        0.8       34.1      197.8       0.69                      O067200200066 
        0.8        35.      196.9       0.64                      O067200200067 
        0.8       36.2      195.8       0.63                      O067200200068 
        0.8       37.1      194.9       0.58                      O067200200069 
        0.8       38.2      193.9       0.58                      O067200200070 
        0.8       38.9      193.2       0.58                      O067200200071 
        0.8       39.8      192.3       0.57                      O067200200072 
        0.8       40.4      191.7       0.52                      O067200200073 
        0.8       41.5      190.7       0.52                      O067200200074 
        0.8       42.4      189.8       0.52                      O067200200075 
        0.8       43.3       189.       0.51                      O067200200076 
        0.8       44.2      188.1       0.51                      O067200200077 
        0.8       45.1      187.2       0.46                      O067200200078 
        0.8       46.7      185.7       0.45                      O067200200079 
        0.8        48.      184.5        0.4                      O067200200080 
        0.8       48.7      183.8        0.4                      O067200200081 
        0.8       49.4      183.1        0.4                      O067200200082 
        0.8       50.3      182.3       0.39                      O067200200083 
        0.8       51.6       181.       0.39                      O067200200084 
        2.4       -3.1      233.3       0.09                      O067200200085 
        2.4       -2.2      232.5       0.23                      O067200200086 
        2.4       -2.2      232.5       0.04                      O067200200087 
        2.4       -1.8      232.1       0.52                      O067200200088 
        2.4       -1.3      231.6        0.9                      O067200200089 
        2.4       -0.4      230.7       1.14                      O067200200090 
        2.4         0.      230.4       0.85                      O067200200091 
        2.4         0.      230.4       0.95                      O067200200092 
        2.4        0.5      229.9       0.66                      O067200200093 
        2.4        0.5      229.9       0.75                      O067200200094 
        2.4        1.1      229.3        0.7                      O067200200095 
        2.4        1.6      228.8        0.8                      O067200200096 
        2.4         2.      228.5       0.94                      O067200200097 
        2.4        2.7      227.8       1.04                      O067200200098 
        2.4        3.4      227.1       0.75                      O067200200099 
        2.4        3.4      227.1       0.89                      O067200200100 
        2.4        4.3      226.3        0.7                      O067200200101 
        2.4        4.7      225.9        0.7                      O067200200102 
        2.4        5.2      225.4       0.84                      O067200200103 
        2.4        5.9      224.7       1.27                      O067200200104 
        2.4        6.3      224.3       1.74                      O067200200105 
        2.4         7.      223.7       1.93                      O067200200106 
        2.4        7.9      222.8       1.84                      O067200200107 
        2.4        8.3      222.4       1.74                      O067200200108 
        2.4         9.      221.8       1.84                      O067200200109 
        2.4        9.2      221.6       1.98                      O067200200110 
        2.4        9.2      221.6       2.03                      O067200200111 
        2.4        9.7      221.1       2.17                      O067200200112 
        2.4       10.1      220.7       2.26                      O067200200113 
        2.4       10.1      220.7       2.31                      O067200200114 
        2.4       10.1      220.7       2.41                      O067200200115 
        2.4       10.1      220.7       2.45                      O067200200116 
        2.4       10.2      220.6       2.55                      O067200200117 
        2.4       10.6      220.2        2.6                      O067200200118 
        2.4       10.8       220.       2.69                      O067200200119 
        2.4       11.3      219.6       2.74                      O067200200120 
        2.4       11.5      219.4       2.59                      O067200200121 
        2.4       12.1      218.8       2.21                      O067200200122 
        2.4       12.2      218.7       2.45                      O067200200123 
        2.4       12.4      218.5       2.11                      O067200200124 
        2.4       12.6      218.3       1.92                      O067200200125 
        2.4        13.      217.9       1.73                      O067200200126 
        2.4        13.      217.9       1.83                      O067200200127 
        2.4       13.9      217.1       1.63                      O067200200128 
        2.4       14.6      216.4       1.54                      O067200200129 
        2.4        15.       216.       1.54                      O067200200130 
        2.4       15.7      215.4       1.39                      O067200200131 
        2.4       16.1       215.       1.39                      O067200200132 
        2.4       16.4      214.7       1.29                      O067200200133 
        2.4       17.2      213.9       1.29                      O067200200134 
        2.4       17.9      213.3       1.34                      O067200200135 
        2.4       18.6      212.6       1.29                      O067200200136 
        2.4       19.5      211.7       1.29                      O067200200137 
        2.4       20.4      210.9       1.14                      O067200200138 
        2.4        21.      210.3       1.09                      O067200200139 
        2.4       22.2      209.2       1.09                      O067200200140 
        2.4       22.8      208.6       1.04                      O067200200141 
        2.4       23.3      208.1       0.99                      O067200200142 
        2.4       24.8      206.7       0.99                      O067200200143 
        2.4       26.4      205.1       0.89                      O067200200144 
        2.4       26.8      204.8       0.89                      O067200200145 
        2.4       28.2      203.4       0.89                      O067200200146 
        2.4       29.1      202.6       0.89                      O067200200147 
        2.4       29.7       202.       0.89                      O067200200148 
        2.4       30.6      201.1       0.88                      O067200200149 
        2.4       31.1      200.6       0.84                      O067200200150 
        2.4       31.7      200.1       0.83                      O067200200151 
        2.4       32.9      198.9       0.83                      O067200200152 
        2.4       33.8      198.1       0.78                      O067200200153 
        2.4       34.4      197.5       0.78                      O067200200154 
        2.4       34.9       197.       0.78                      O067200200155 
        2.4       35.3      196.6       0.78                      O067200200156 
        2.4       36.2      195.8       0.73                      O067200200157 
        2.4       37.3      194.7       0.73                      O067200200158 
        2.4        38.       194.       0.68                      O067200200159 
        2.4       38.9      193.2       0.68                      O067200200160 
        2.4       39.6      192.5       0.67                      O067200200161 
        2.4       40.4      191.7       0.67                      O067200200162 
        2.4       41.3      190.9       0.67                      O067200200163 
        2.4       42.7      189.5       0.62                      O067200200164 
        2.4       43.3       189.       0.62                      O067200200165 
        2.4       43.8      188.5       0.57                      O067200200166 
        2.4       44.5      187.8       0.57                      O067200200167 
        2.4       45.4       187.       0.57                      O067200200168 
        2.4        46.      186.4       0.61                      O067200200169 
        2.4       46.7      185.7       0.61                      O067200200170 
        2.4       47.8      184.7       0.56                      O067200200171 
        2.4       48.7      183.8       0.56                      O067200200172 
        2.4       48.9      183.6       0.56                      O067200200173 
        2.4       49.8      182.8       0.51                      O067200200174 
        2.4       51.2      181.4       0.46                      O067200200175 
        2.4       51.8      180.8       0.46                      O067200200176 
        2.4       52.5      180.2       0.46                      O067200200177 
        2.4       53.2      179.5       0.46                      O067200200178 
        2.4       53.8      178.9       0.45                      O067200200179 
