ENTRY            O1925   20120131                             O047O192500000001 
SUBENT        O1925001   20120131                             O047O192500100001 
BIB                 10         16                                 O192500100002 
TITLE      The reactions Zn-64(He3,d)Ga-65 and Zn-64(He3,a)Zn-63  O192500100003 
AUTHOR     (M.G.Betigeri, H.H.Duhm, R.Santo, R.Stock, R.Bock)     O192500100004 
INSTITUTE  (2GERMPH)                                              O192500100005 
REFERENCE  (J,NP/A,100,416,1967)                                  O192500100006 
HISTORY    (20120131C)sb                                          O192500100007 
FACILITY   (VDGT,2GERMPH)                                         O192500100008 
SAMPLE     Zn-64 was used as target.                              O192500100009 
ADD-RES    (COMP).DWBA analysis                                   O192500100010 
           Energy spectra of alpha-particles from Zn-64(He3,a)    O192500100011 
           at 25 degree was reported.                             O192500100012 
DETECTOR   (MAGSP) Single gap magnetic spectrograph.              O192500100013 
           (TELES) at larger angles                               O192500100014 
           (SIBAR) an additional scattering chamber measurement   O192500100015 
           employing 8 surface-barrier detector                   O192500100016 
METHOD     (EDE)                                                  O192500100017 
           (BCINT)                                                O192500100018 
ENDBIB              16          0                                 O192500100019 
NOCOMMON             0          0                                 O192500100020 
ENDSUBENT           19          0                                 O192500199999 
SUBENT        O1925002   20120130                             O047O192500200001 
BIB                  5         10                                 O192500200002 
REACTION   (30-ZN-64(HE3,A)30-ZN-63,PAR,DA)                       O192500200003 
STATUS     (CURVE).By CAJAD-figure 2 of J,NP/A,100,416,1967       O192500200004 
EN-SEC     (E-LVL,30-ZN-63)                                       O192500200005 
LEVEL-PROP (30-ZN-63,E-LVL=0.000,SPIN=0.5,PARITY=-1.)             O192500200006 
           (30-ZN-63,E-LVL=0.192,SPIN=2.5,PARITY=-1.)             O192500200007 
           (30-ZN-63,E-LVL=0.641,SPIN=1.5,PARITY=-1.)             O192500200008 
FLAG       (1.).This cross sections were measured by the magnet.  O192500200009 
           (2.).This cross sections were measured by telescope.   O192500200010 
           (3.).This cross sections were measured by the surface- O192500200011 
           barrier detectors                                      O192500200012 
ENDBIB              10          0                                 O192500200013 
COMMON               1          3                                 O192500200014 
EN                                                                O192500200015 
MEV                                                               O192500200016 
        18.                                                       O192500200017 
ENDCOMMON            3          0                                 O192500200018 
DATA                 4        109                                 O192500200019 
E-LVL      ANG-CM     DATA-CM    FLAG                             O192500200020 
MEV        ADEG       MB/SR      NO-DIM                           O192500200021 
      0.000      5.990  4.425E-01         1.                      O192500200022 
      0.000      8.502  3.139E-01         1.                      O192500200023 
      0.000     11.014  2.196E-01         2.                      O192500200024 
      0.000     11.401  2.165E-01         1.                      O192500200025 
      0.000     16.232  1.222E-01         1.                      O192500200026 
      0.000     18.937  1.747E-01         1.                      O192500200027 
      0.000     18.937  1.747E-01         2.                      O192500200028 
      0.000     21.643  2.292E-01         1.                      O192500200029 
      0.000     26.667  2.427E-01         1.                      O192500200030 
      0.000     31.884  2.393E-01         1.                      O192500200031 
      0.000     33.430  2.015E-01         1.                      O192500200032 
      0.000     37.101  1.312E-01         1.                      O192500200033 
      0.000     37.295  1.294E-01         2.                      O192500200034 
      0.000     42.319  1.121E-01         1.                      O192500200035 
      0.000     42.705  1.187E-01         2.                      O192500200036 
      0.000     42.899  1.312E-01         1.                      O192500200037 
      0.000     45.411  1.450E-01         3.                      O192500200038 
      0.000     48.116  1.558E-01         2.                      O192500200039 
      0.000     50.048  1.471E-01         2.                      O192500200040 
      0.000     53.913  1.187E-01         2.                      O192500200041 
      0.000     58.164  5.808E-02         3.                      O192500200042 
      0.000     58.357  6.994E-02         2.                      O192500200043 
      0.000     60.483  4.686E-02         3.                      O192500200044 
      0.000     68.599  5.034E-02         3.                      O192500200045 
      0.000     68.792  5.330E-02         2.                      O192500200046 
      0.000     73.043  5.330E-02         2.                      O192500200047 
      0.000     73.043  5.330E-02         3.                      O192500200048 
      0.000     77.874  3.185E-02         3.                      O192500200049 
      0.000     79.807  2.534E-02         3.                      O192500200050 
      0.000     82.899  2.292E-02         3.                      O192500200051 
      0.000     87.729  2.104E-02         3.                      O192500200052 
      0.000     90.628  2.045E-02         3.                      O192500200053 
      0.000     93.140  2.104E-02         3.                      O192500200054 
      0.000     97.585  1.493E-02         3.                      O192500200055 
      0.000    100.290  1.171E-02         3.                      O192500200056 
      0.000    107.440  9.446E-03         3.                      O192500200057 
      0.000    110.338  7.514E-03         3.                      O192500200058 
      0.000    112.850  6.329E-03         3.                      O192500200059 
      0.192      5.797  1.653E+00         1.                      O192500200060 
