ENTRY            O2455   20200326                             O077O2455  0    1 
SUBENT        O2455001   20200326                             O077O2455  1    1 
BIB                 11         19                                 O2455  1    2 
TITLE      Differential elastic backscattering cross-sections of  O2455  1    3 
           the 1-2.4 MeV deuterons on sodium                      O2455  1    4 
AUTHOR     (E.Ntemou,X.Aslanoglou,N.Bligoura,C.Jeynes,M.Kokkoris, O2455  1    5 
           A.Lagoyannis,P.Misaelides,N.Patronis,                  O2455  1    6 
           K.Preketes-Sigalas)                                    O2455  1    7 
INSTITUTE  (2GRCTUA,2GRCATH,2GRCIOA,2UK SUR,2GRCARU)              O2455  1    8 
REFERENCE  (J,NIM/B,461,124,2019)                                 O2455  1    9 
           #doi:10.1016/j.nimb.2019.09.044                        O2455  1   10 
FACILITY   (VDGT,2GRCATH)                                         O2455  1   11 
SAMPLE     Na2O powder evaporated on a self-supporting thin       O2455  1   12 
           carbon foil along with a thin Au layer for             O2455  1   13 
           normalization                                          O2455  1   14 
DETECTOR   (SIBAR) A detection system of four silicon surface     O2455  1   15 
           barrier detectors with thicknesses of 500 um.          O2455  1   16 
           Angular acceptance less than 1 degree                  O2455  1   17 
MONITOR    (13-AL-27(D,EL)13-AL-27,,DA,,RTH)                      O2455  1   18 
ERR-ANALYS (ERR-S) Total statistical uncertainty                  O2455  1   19 
STATUS     (APRVD) Proof-read by E.Ntemou (2020-05-07)            O2455  1   20 
HISTORY    (20200326C) VS                                         O2455  1   21 
ENDBIB              19          0                                 O2455  1   22 
NOCOMMON             0          0                                 O2455  1   23 
ENDSUBENT           22          0                                 O2455  199999 
SUBENT        O2455002   20200326                             O077O2455  2    1 
BIB                  2          3                                 O2455  2    2 
REACTION   (11-NA-23(D,EL)11-NA-23,,DA)                           O2455  2    3 
STATUS     (TABLE) Data plotted on Fig 4 submitted by E.Ntemou to O2455  2    4 
           IBANDL                                                 O2455  2    5 
ENDBIB               3          0                                 O2455  2    6 
NOCOMMON             0          0                                 O2455  2    7 
DATA                 5        221                                 O2455  2    8 
ANG        EN         EN-ERR     DATA       ERR-S                 O2455  2    9 
       140.   1990.700      5.000     38.900      1.000           O2455  2   45 
       140.   2010.800      5.000     37.900      1.000           O2455  2   46 
       140.   2030.900      5.000     37.900      1.000           O2455  2   47 
       140.   2050.900      5.000     36.500      1.000           O2455  2   48 
       140.   2071.000      5.000     35.600      0.900           O2455  2   49 
       140.   2091.100      5.000     34.600      0.900           O2455  2   50 
       140.   2111.200      5.000     34.600      0.900           O2455  2   51 
       140.   2131.200      5.000     33.200      0.900           O2455  2   52 
       140.   2171.400      5.000     32.200      0.900           O2455  2   53 
       140.   2191.500      5.000     31.000      0.800           O2455  2   54 
       140.   2211.500      5.000     30.700      0.900           O2455  2   55 
       140.   2231.600      5.000     31.800      0.900           O2455  2   56 
       140.   2251.700      5.000     31.900      0.900           O2455  2   57 
       140.   2271.700      5.000     31.100      0.900           O2455  2   58 
       140.   2291.800      5.000     31.100      0.900           O2455  2   59 
       140.   2321.900      5.000     30.300      0.800           O2455  2   60 
       140.   2352.000      5.000     29.700      0.800           O2455  2   61 
       140.   2392.100      5.000     28.100      0.800           O2455  2   62 
       150.   1125.500      5.000    134.000      4.000           O2455  2   63 
       150.   1155.800      5.000    129.000      4.000           O2455  2   64 
       150.   1186.100      5.000    122.000      4.000           O2455  2   65 
       150.   1216.300      5.000    112.000      4.000           O2455  2   66 
       150.   1246.600      5.000    105.000      4.000           O2455  2   67 
       150.   1276.800      5.000     99.000      3.000           O2455  2   68 
       150.   1307.000      5.000     93.800      2.900           O2455  2   69 
       150.   1337.200      5.000     86.200      2.600           O2455  2   70 
       150.   1367.400      5.000     85.500      2.600           O2455  2   71 
       150.   1397.600      5.000     80.900      2.500           O2455  2   72 
       150.   1427.800      5.000     78.400      2.400           O2455  2   73 
       150.   1458.000      5.000     74.500      2.300           O2455  2   74 
       150.   1488.200      5.000     69.500      1.900           O2455  2   75 
       150.   1508.300      5.000     65.900      1.800           O2455  2   76 
       150.   1528.500      5.000     65.700      1.800           O2455  2   77 
       150.   1548.600      5.000     63.100      1.700           O2455  2   78 
       150.   1568.700      5.000     61.100      1.700           O2455  2   79 
       150.   1588.900      5.000     60.000      1.600           O2455  2   80 
       150.   1608.900      5.000     57.500      1.600           O2455  2   81 
       150.   1629.000      5.000     56.200      1.600           O2455  2   82 
       150.   1649.100      5.000     54.300      1.600           O2455  2   83 
       150.   1669.200      5.000     53.300      1.500           O2455  2   84 
       150.   1689.300      5.000     51.300      1.400           O2455  2   85 
       150.   1709.400      5.000     48.500      1.400           O2455  2   86 
       150.   1729.500      5.000     46.200      1.300           O2455  2   87 
       150.   1749.600      5.000     45.900      1.300           O2455  2   88 
       150.   1769.700      5.000     43.400      1.200           O2455  2   89 
       150.   1789.800      5.000     42.600      1.300           O2455  2   90 
       150.   1809.900      5.000     40.400      1.300           O2455  2   91 
       150.   1830.000      5.000     40.300      1.100           O2455  2   92 
       150.   1850.100      5.000     39.200      1.100           O2455  2   93 
       150.   1870.200      5.000     39.600      1.000           O2455  2   94 
       150.   1890.300      5.000     39.300      1.100           O2455  2   95 
       150.   1910.400      5.000     39.900      1.100           O2455  2   96 
       150.   1930.500      5.000     38.900      1.000           O2455  2   97 
       150.   1950.500      5.000     39.000      1.000           O2455  2   98 
       150.   1970.600      5.000     37.600      1.000           O2455  2   99 
       150.   1990.700      5.000     36.400      1.000           O2455  2  100 
       150.   2010.800      5.000     35.100      1.000           O2455  2  101 
       150.   2030.900      5.000     34.900      1.000           O2455  2  102 
       150.   2050.900      5.000     34.200      0.900           O2455  2  103 
       150.   2071.000      5.000     33.700      0.900           O2455  2  104 
       150.   2091.100      5.000     33.000      0.900           O2455  2  105 
       150.   2111.200      5.000     32.600      0.900           O2455  2  106 
       150.   2131.200      5.000     31.500      0.900           O2455  2  107 
       150.   2171.400      5.000     31.200      0.900           O2455  2  108 
       150.   2191.500      5.000     30.300      0.800           O2455  2  109 
       150.   2211.500      5.000     29.300      0.900           O2455  2  110 
       150.   2231.600      5.000     30.000      0.900           O2455  2  111 
       150.   2251.700      5.000     31.300      0.900           O2455  2  112 
       150.   2271.700      5.000     30.800      0.900           O2455  2  113 
       150.   2291.800      5.000     29.800      0.900           O2455  2  114 
       150.   2321.900      5.000     28.800      0.800           O2455  2  115 
       150.   2352.000      5.000     29.300      0.800           O2455  2  116 
       150.   2392.100      5.000     27.800      0.800           O2455  2  117 
       160.   1065.000      5.000    144.000      5.000           O2455  2  118 
       160.   1095.300      5.000    135.000      5.000           O2455  2  119 
       160.   1125.500      5.000    127.000      4.000           O2455  2  120 
       160.   1155.800      5.000    119.000      4.000           O2455  2  121 
       160.   1186.100      5.000    105.000      3.000           O2455  2  122 
       160.   1216.300      5.000    101.000      4.000           O2455  2  123 
       160.   1246.600      5.000     96.000      4.000           O2455  2  124 
       160.   1276.800      5.000     93.000      3.000           O2455  2  125 
       160.   1307.000      5.000     88.900      2.800           O2455  2  126 
       160.   1337.200      5.000     83.800      2.200           O2455  2  127 
       160.   1367.400      5.000     78.700      2.100           O2455  2  128 
       160.   1397.600      5.000     75.400      2.000           O2455  2  129 
       160.   1427.800      5.000     72.000      1.900           O2455  2  130 
       160.   1458.000      5.000     69.800      1.900           O2455  2  131 
       160.   1488.200      5.000     66.000      1.800           O2455  2  132 
       160.   1508.300      5.000     63.900      1.700           O2455  2  133 
       160.   1528.500      5.000     60.100      1.800           O2455  2  134 
       160.   1548.600      5.000     59.000      1.600           O2455  2  135 
       160.   1568.700      5.000     56.100      1.500           O2455  2  136 
       160.   1588.900      5.000     55.600      1.500           O2455  2  137 
       160.   1608.900      5.000     54.300      1.500           O2455  2  138 
       160.   1629.000      5.000     51.800      1.500           O2455  2  139 
       160.   1649.100      5.000     49.900      1.500           O2455  2  140 
       160.   1669.200      5.000     47.600      1.400           O2455  2  141 
       160.   1689.300      5.000     47.000      1.300           O2455  2  142 
       160.   1709.400      5.000     44.300      1.300           O2455  2  143 
       160.   1729.500      5.000     44.400      1.300           O2455  2  144 
       160.   1749.600      5.000     43.600      1.300           O2455  2  145 
       160.   1769.700      5.000     40.600      1.200           O2455  2  146 
       160.   1789.800      5.000     39.300      1.200           O2455  2  147 
       160.   1809.900      5.000     37.500      1.200           O2455  2  148 
       160.   1830.000      5.000     37.200      1.000           O2455  2  149 
       160.   1850.100      5.000     37.200      1.000           O2455  2  150 
       160.   1870.200      5.000     37.800      1.000           O2455  2  151 
       160.   1890.300      5.000     36.800      1.000           O2455  2  152 
       160.   1910.400      5.000     37.500      1.000           O2455  2  153 
       160.   1930.500      5.000     37.300      1.000           O2455  2  154 
       160.   1950.500      5.000     37.200      1.000           O2455  2  155 
       160.   1970.600      5.000     36.200      1.000           O2455  2  156 
       160.   1990.700      5.000     34.400      0.900           O2455  2  157 
       160.   2010.800      5.000     34.800      1.000           O2455  2  158 
       160.   2030.900      5.000     34.200      0.900           O2455  2  159 
       160.   2050.900      5.000     32.800      0.900           O2455  2  160 
       160.   2071.000      5.000     31.800      0.900           O2455  2  161 
       160.   2091.100      5.000     31.800      0.900           O2455  2  162 
       160.   2111.200      5.000     31.100      0.900           O2455  2  163 
       160.   2131.200      5.000     30.100      0.900           O2455  2  164 
       160.   2171.400      5.000     29.600      0.800           O2455  2  165 
       160.   2191.500      5.000     28.500      0.800           O2455  2  166 
       160.   2211.500      5.000     29.700      0.900           O2455  2  167 
       160.   2231.600      5.000     29.300      0.900           O2455  2  168 
       160.   2251.700      5.000     29.400      0.900           O2455  2  169 
       160.   2271.700      5.000     29.400      0.900           O2455  2  170 
       160.   2291.800      5.000     28.600      0.800           O2455  2  171 
       160.   2321.900      5.000     28.300      0.800           O2455  2  172 
       160.   2352.000      5.000     27.200      0.800           O2455  2  173 
       160.   2392.100      5.000     25.900      0.800           O2455  2  174 
       170.   1065.000      5.000    136.000      5.000           O2455  2  175 
       170.   1095.300      5.000    127.000      5.000           O2455  2  176 
       170.   1125.500      5.000    121.000      4.000           O2455  2  177 
       170.   1155.800      5.000    114.000      4.000           O2455  2  178 
       170.   1186.100      5.000    105.000      4.000           O2455  2  179 
       170.   1216.300      5.000     97.100      2.900           O2455  2  180 
       170.   1246.600      5.000     90.200      2.700           O2455  2  181 
       170.   1276.800      5.000     84.500      2.500           O2455  2  182 
       170.   1307.000      5.000     81.200      2.300           O2455  2  183 
       170.   1337.200      5.000     79.400      2.200           O2455  2  184 
       170.   1367.400      5.000     74.900      2.100           O2455  2  185 
       170.   1397.600      5.000     73.800      2.100           O2455  2  186 
       170.   1427.800      5.000     70.300      1.900           O2455  2  187 
       170.   1458.000      5.000     67.100      1.900           O2455  2  188 
       170.   1488.200      5.000     62.800      1.800           O2455  2  189 
       170.   1508.300      5.000     62.700      1.800           O2455  2  190 
       170.   1528.500      5.000     59.300      1.700           O2455  2  191 
       170.   1548.600      5.000     58.100      1.700           O2455  2  192 
       170.   1568.700      5.000     55.000      1.600           O2455  2  193 
       170.   1588.900      5.000     51.900      1.500           O2455  2  194 
       170.   1608.900      5.000     52.000      1.500           O2455  2  195 
       170.   1629.000      5.000     49.200      1.500           O2455  2  196 
       170.   1649.100      5.000     46.900      1.400           O2455  2  197 
       170.   1669.200      5.000     48.100      1.400           O2455  2  198 
       170.   1689.300      5.000     45.500      1.300           O2455  2  199 
       170.   1709.400      5.000     43.900      1.300           O2455  2  200 
       170.   1729.500      5.000     43.500      1.300           O2455  2  201 
       170.   1749.600      5.000     40.500      1.300           O2455  2  202 
       170.   1769.700      5.000     38.500      1.200           O2455  2  203 
       170.   1789.800      5.000     39.500      1.300           O2455  2  204 
       170.   1809.900      5.000     37.700      1.300           O2455  2  205 
       170.   1830.000      5.000     35.900      1.000           O2455  2  206 
       170.   1850.100      5.000     36.200      1.100           O2455  2  207 
       170.   1870.200      5.000     35.800      1.000           O2455  2  208 
       170.   1890.300      5.000     35.900      1.000           O2455  2  209 
       170.   1910.400      5.000     34.300      1.000           O2455  2  210 
       170.   1930.500      5.000     35.000      1.000           O2455  2  211 
       170.   1950.500      5.000     35.300      1.000           O2455  2  212 
       170.   1970.600      5.000     35.100      1.000           O2455  2  213 
       170.   1990.700      5.000     33.200      1.000           O2455  2  214 
       170.   2010.800      5.000     35.100      1.000           O2455  2  215 
       170.   2030.900      5.000     34.300      1.000           O2455  2  216 
       170.   2050.900      5.000     31.800      0.900           O2455  2  217 
       170.   2071.000      5.000     32.000      0.900           O2455  2  218 
       170.   2091.100      5.000     29.600      0.800           O2455  2  219 
       170.   2111.200      5.000     30.000      0.900           O2455  2  220 
       170.   2131.200      5.000     29.900      0.900           O2455  2  221 
       170.   2171.400      5.000     30.100      0.900           O2455  2  222 
       170.   2191.500      5.000     28.400      0.800           O2455  2  223 
       170.   2211.500      5.000     26.800      0.900           O2455  2  224 
       170.   2231.600      5.000     29.300      0.900           O2455  2  225 
       170.   2251.700      5.000     28.200      1.000           O2455  2  226 
       170.   2271.700      5.000     28.100      1.000           O2455  2  227 
       170.   2291.800      5.000     28.500      0.900           O2455  2  228 
       170.   2321.900      5.000     28.600      0.900           O2455  2  229 
       170.   2352.000      5.000     25.900      0.800           O2455  2  230 
       170.   2392.100      5.000     27.600      0.900           O2455  2  231 
ENDDATA            223          0                                 O2455  2  232 
ENDSUBENT          231          0                                 O2455  299999 
ENDENTRY             2          0                                 O245599999999 
