ENTRY            O1073   20040331                             0000O107300000001 
SUBENT        O1073001   20040331                             0000O107300100001 
BIB                 11         49                                 O107300100002 
TITLE      Enhanced electron screening in D(D,P)T for deuterated  O107300100003 
           Ta.                                                    O107300100004 
AUTHOR     (F.Raiola, P.Migliardi, G.Gyurky, M.Aliotta,           O107300100005 
           A.Formicola, R.Bonetti, C.Broggini, L.Campajola,       O107300100006 
           P.Corvisiero, H.Costantini, J.Cruz, A.D.Onofrio,       O107300100007 
           Z.Fulop, G.Gervino, L.Gialanella, A.Guglielmetti,      O107300100008 
           G.Imbriani, C.Gustavino, A.P.Jesus, M.Junker,          O107300100009 
           R.W.Kavanagh, P.G.P.Moroni, A.Ordine, J.V.Pinto,       O107300100010 
           P.Prati, V.Roca, J.P.Ribeiro, D.Rogalla, C.Rolfs,      O107300100011 
           M.Romano, F.Schumann, D.Schurmann, E.Somorjai,         O107300100012 
           F.Strieder, F.Terrasi, H.P.Trautvetter, S.Zavatarelli) O107300100013 
INSTITUTE  (2GERBOC)                                              O107300100014 
           (3HUNDEB)                                              O107300100015 
           (2ITYMIL)                                              O107300100016 
           (2ITYPAD)                                              O107300100017 
           (2ITYNAP)                                              O107300100018 
           (2ITYGVA)                                              O107300100019 
           (2PRTLIS)                                              O107300100020 
           (2ITYFSN)                                              O107300100021 
           (2ITYTUR)                                              O107300100022 
           (2ITYLGS)                                              O107300100023 
           (1USACAL)                                              O107300100024 
REFERENCE  (J,EPJ/A,13,377,2002)                                  O107300100025 
HISTORY    (20030928C)                                            O107300100026 
           (20040331U) Last checking has been done.               O107300100027 
SAMPLE     The 0.1-mm thick Ta target was oriented with its       O107300100028 
           normal antiparallel to the beam direction.             O107300100029 
           The deuterated Ta target was produced in the following O107300100030 
           way. A fresh Ta foil was bombarded with 10-KeV         O107300100031 
           deuterons, whereby the deuterons were scanned over the O107300100032 
           target area leading to a 20% current reduction comparedO107300100033 
           to the unscanned case, a stoichiometry Ta(X)D has been O107300100034 
           produced near the surface of the Ta sheet. The         O107300100035 
           deuterated Ta sheet should thus represent an infinitelyO107300100036 
           thick target for the incident deuterons. The deuteron  O107300100037 
           distribution was uniform within 10% from the surface ofO107300100038 
           the Ta sheet down to depths beyond the range of the    O107300100039 
           implanted deuterons, apparently due to a rapid         O107300100040 
           diffusion of D and Ta.                                 O107300100041 
ADD-RES    1. Thick-target yield curve for protons from D(D,P)T   O107300100042 
           2. Electron screening potential has been found as 309  O107300100043 
           +/- 12 eV.                                             O107300100044 
DETECTOR   (SIBAR) Four Si detectors, active area=600 mm**2,      O107300100045 
           effective thickness=100-mum were used. Detectors were  O107300100046 
           electrically insulated from the target chamber.        O107300100047 
FACILITY   (ACCEL,2GERBOC) The 100 kV accelerator.                O107300100048 
METHOD     (BCINT)                                                O107300100049 
           (SITA) See SAMPLE                                      O107300100050 
STATUS     (TABLE)                                                O107300100051 
ENDBIB              49          0                                 O107300100052 
NOCOMMON             0          0                                 O107300100053 
ENDSUBENT           52          0                                 O107300199999 
SUBENT        O1073002   20040331                             0000O107300200001 
BIB                  5          9                                 O107300200002 
REACTION   (1-H-2(D,P)1-H-3,,SIG,,SFC)                            O107300200003 
PART-DET   (T)                                                    O107300200004 
           (P)                                                    O107300200005 
REL-REF    (A,,K.CZERSKI+,J,EUL,54,449,2001)                      O107300200006 
FLAG       (1.).Molecular beam D(+3) was used.                    O107300200007 
           (2.).Atomic beam D(+1)  was used.                      O107300200008 
ERR-ANALYS (ERR-T) The errors arise predominantly from the spread O107300200009 
           of thin-target yields from various runs.               O107300200010 
           (ERR-1) The uncertainty of beam current measurements.  O107300200011 
ENDBIB               9          0                                 O107300200012 
COMMON               1          3                                 O107300200013 
ERR-1                                                             O107300200014 
PER-CENT                                                          O107300200015 
         3.                                                       O107300200016 
ENDCOMMON            3          0                                 O107300200017 
DATA                 4         74                                 O107300200018 
EN-CM      DATA       ERR-T      FLAG                             O107300200019 
KEV        B*KEV      B*KEV      NO-DIM                           O107300200020 
        2.1       197.        17.         1.                      O107300200021 
       2.35       141.        10.         1.                      O107300200022 
        2.6       126.        11.         1.                      O107300200023 
       2.85        99.         7.         1.                      O107300200024 
        3.1        99.         7.         1.                      O107300200025 
       3.35        94.         9.         1.                      O107300200026 
        3.6        88.        10.         1.                      O107300200027 
       3.75        73.         5.         2.                      O107300200028 
       3.85        89.        10.         1.                      O107300200029 
        4.1        79.         6.         1.                      O107300200030 
       4.25        79.         5.         2.                      O107300200031 
       4.35        80.        10.         1.                      O107300200032 
        4.6        74.         9.         1.                      O107300200033 
       4.75        61.         5.         2.                      O107300200034 
        4.9        71.         6.         1.                      O107300200035 
       5.25        64.        14.         1.                      O107300200036 
       5.25        66.         3.         2.                      O107300200037 
       5.75        65.        14.         1.                      O107300200038 
       5.75        57.         5.         2.                      O107300200039 
       6.25        59.         9.         1.                      O107300200040 
       6.25        57.         7.         2.                      O107300200041 
       6.75        61.        22.         1.                      O107300200042 
       6.75        60.        12.         2.                      O107300200043 
       7.25        58.        14.         1.                      O107300200044 
       7.25        58.         6.         2.                      O107300200045 
       7.75        55.         5.         1.                      O107300200046 
       7.75        61.         7.         2.                      O107300200047 
       8.25        59.        16.         1.                      O107300200048 
       8.75        56.        10.         1.                      O107300200049 
       9.25        56.         6.         1.                      O107300200050 
       9.25        57.         3.         2.                      O107300200051 
       9.75        58.        10.         1.                      O107300200052 
       9.75        64.        16.         2.                      O107300200053 
       10.5        61.        12.         1.                      O107300200054 
       10.5        58.         2.         2.                      O107300200055 
       11.5        59.        11.         1.                      O107300200056 
       11.5        54.         1.         2.                      O107300200057 
       12.5        52.        15.         1.                      O107300200058 
       12.5        57.         6.         2.                      O107300200059 
       13.5        57.        13.         1.                      O107300200060 
       13.5        53.         5.         2.                      O107300200061 
       14.5        57.        13.         1.                      O107300200062 
       14.5        55.         2.         2.                      O107300200063 
       15.5        58.        16.         1.                      O107300200064 
       15.5        56.         2.         2.                      O107300200065 
       16.5        51.         1.         2.                      O107300200066 
       17.5        56.         6.         2.                      O107300200067 
       18.5        55.         3.         2.                      O107300200068 
       19.5        56.         3.         2.                      O107300200069 
       20.5        50.         7.         2.                      O107300200070 
       21.5        60.         5.         2.                      O107300200071 
       22.5        60.         9.         2.                      O107300200072 
       23.5        57.         7.         2.                      O107300200073 
       24.5        62.         5.         2.                      O107300200074 
       25.5        60.         3.         2.                      O107300200075 
       26.5        57.         1.         2.                      O107300200076 
       27.5        62.         7.         2.                      O107300200077 
       28.5        65.         7.         2.                      O107300200078 
       29.5        63.         7.         2.                      O107300200079 
       30.5        59.         3.         2.                      O107300200080 
       31.5        62.         3.         2.                      O107300200081 
       32.5        62.         3.         2.                      O107300200082 
       33.5        66.         6.         2.                      O107300200083 
       34.5        62.         4.         2.                      O107300200084 
       35.5        61.         8.         2.                      O107300200085 
       36.5        66.         8.         2.                      O107300200086 
       37.5        57.         8.         2.                      O107300200087 
       38.5        61.         8.         2.                      O107300200088 
       39.5        64.         3.         2.                      O107300200089 
       40.5        66.         6.         2.                      O107300200090 
        42.        59.         9.         2.                      O107300200091 
       43.5        75.        12.         2.                      O107300200092 
        45.        68.        12.         2.                      O107300200093 
       47.5        78.         4.         2.                      O107300200094 
ENDDATA             76          0                                 O107300200095 
ENDSUBENT           94          0                                 O107300299999 
ENDENTRY             2          0                                 O107399999999 
