ENTRY            O1983   20100924                             O049O198300000001 
SUBENT        O1983001   20100924                             O049O198300100001 
BIB                 12         34                                 O198300100002 
TITLE      Quasi-stellar neutrons from the Li-7(p,n)Be-7 reaction O198300100003 
           with an energy-broadened proton beam.                  O198300100004 
AUTHOR     (G.Feinberg, M.Friedman, A.Krasa, A.Shor, Y.Eisen,     O198300100005 
           D.Berkovits, D.Cohen, G.Giorginis, T.Hirsh, M.Paul,    O198300100006 
           A.J.M.Plompen, E.Tsuk)                                 O198300100007 
INSTITUTE  (3ISLSOR)                                              O198300100008 
           (3ISLHEB)                                              O198300100009 
           (2ZZZGEL)                                              O198300100010 
REFERENCE  (J,PR/C,85,055810,2012)                                O198300100011 
           (J,JP/CS,337,012044,2012) prelim.results               O198300100012 
REL-REF    (I,23114001,C.Sage+,J,PR/C,81,064604,2010)             O198300100013 
FACILITY   (VDGT,2ZZZGEL) 7-MV Van de Graaff accelerator at IRMM  O198300100014 
DETECTOR   (GLASD) Schematic of the 6Li-glass detector -          O198300100015 
           aluminum can-0.6-mm thick, Si rubber-1 mm,             O198300100016 
           Teflon layer- 0.25 mm,  6Li glass- 25.4 mm             O198300100017 
METHOD     (TOF)                                                  O198300100018 
SAMPLE     LiF targets of 6-mm diameter were prepared by          O198300100019 
           evaporation on a 1-mm thick Cu disk, 40.7 mm in        O198300100020 
           diameter. The LiF layer thickness was determined by    O198300100021 
           weighing to be in the range of 1 to 2 mg/cm**2. A      O198300100022 
           gold foil nominally 2-mum thick was used as an energy  O198300100023 
           degrader. The foil was glued on a copper ring placing  O198300100024 
           it 1 mm upstream of the LiF layer to minimize          O198300100025 
           transverse beam growth by the scattering in the gold   O198300100026 
           foil.                                                  O198300100027 
ANALYSIS    Authors use the term "broad-energy proton beam" for   O198300100028 
           protons that impinge on the LiF target after a gold    O198300100029 
           degrader foil in case of an incident energy of         O198300100030 
           2096.5 keV before the degrader and use the term        O198300100031 
            "narrow-energy proton beam" for a proton beam of      O198300100032 
           1912 keV directly from the Van de Graaff accelerator.  O198300100033 
STATUS     (TABLE).Table data were received from Dr.G.Feinberg    O198300100034 
           26.07.2012.                                            O198300100035 
HISTORY    (20120731C) s.b.                                       O198300100036 
ENDBIB              34          0                                 O198300100037 
NOCOMMON             0          0                                 O198300100038 
ENDSUBENT           37          0                                 O198300199999 
SUBENT        O1983002   20120821                             O049O198300200001 
BIB                  2          3                                 O198300200002 
REACTION   (3-LI-7(P,N)4-BE-7,,DA/DE,,REL)                        O198300200003 
           broad-energy proton beam                               O198300200004 
EN-SEC     (E,N)                                                  O198300200005 
ENDBIB               3          0                                 O198300200006 
COMMON               1          3                                 O198300200007 
EN                                                                O198300200008 
KEV                                                               O198300200009 
2096.5                                                            O198300200010 
ENDCOMMON            3          0                                 O198300200011 
DATA                 5       1419                                 O198300200012 
ANG        E          E-ERR      DATA       DATA-ERR              O198300200013 
    25.0000   59.00000    0.50709   15.22240    0.76652           O198300400728 
    25.0000   60.00000    0.50703   15.86980    0.72280           O198300400729 
    25.0000   61.00000    0.50759   15.31570    0.63314           O198300400730 
    25.0000   62.00000    0.50732   16.43880    0.70915           O198300400731 
    25.0000   63.00000    0.50826   15.18610    0.64001           O198300400732 
    25.0000   64.00000    0.50846   15.37230    0.57401           O198300400733 
    25.0000   65.00000    0.50858   15.69390    0.88234           O198300400734 
    25.0000   66.00000    0.50928   15.09330    0.74198           O198300400735 
    25.0000   67.00000    0.50959   15.14720    0.83536           O198300400736 
    25.0000   68.00000    0.51042   14.44850    0.68769           O198300400737 
    25.0000   69.00000    0.51029   15.15530    0.60388           O198300400738 
    25.0000   70.00000    0.51067   15.07870    0.84836           O198300400739 
    25.0000   71.00000    0.51130   14.77160    0.62928           O198300400740 
    25.0000   72.00000    0.51191   14.44680    0.54253           O198300400741 
    25.0000   73.00000    0.51228   14.46780    1.07678           O198300400742 
    25.0000   74.00000    0.51276   14.36560    1.04092           O198300400743 
    25.0000   75.00000    0.51376   13.72580    0.94204           O198300400744 
    25.0000   76.00000    0.51447   13.39710    0.74494           O198300400745 
    25.0000   77.00000    0.51537   13.01600    0.65067           O198300400746 
    25.0000   78.00000    0.51582   13.05270    0.60804           O198300400747 
    25.0000   79.00000    0.51735   12.15020    0.63399           O198300400748 
    25.0000   80.00000    0.51861   11.68750    0.53162           O198300400749 
    25.0000   81.00000    0.51940   11.46310    0.57283           O198300400750 
    25.0000   82.00000    0.52028   11.25360    0.93930           O198300400751 
    25.0000   83.00000    0.52247   10.48630    0.67648           O198300400752 
    25.0000   84.00000    0.52722    8.75594    0.49872           O198300400753 
    25.0000   85.00000    0.52963    8.18828    0.43463           O198300400754 
    25.0000   86.00000    0.53278    7.54268    0.40529           O198300400755 
    25.0000   87.00000    0.54010    6.16755    0.34610           O198300400756 
    25.0000   88.00000    0.54945    4.94529    0.27011           O198300400757 
    25.0000   89.00000    0.55350    4.57209    0.23962           O198300400758 
    25.0000   90.00000    0.57159    3.36754    0.22506           O198300400759 
    25.0000   91.00000    0.59224    2.43976    0.15798           O198300400760 
    25.0000   92.00000    0.61700    1.87990    0.13090           O198300400761 
    25.0000   93.00000    0.66092    1.23525    0.09867           O198300400762 
    25.0000   94.00000    0.73893    0.75021    0.07979           O198300400763 
    25.0000   95.00000    0.87698    0.39271    0.06471           O198300400764 
    25.0000   96.00000    1.15522    0.19775    0.05912           O198300400765 
    25.0000   97.00000    1.45417    0.11162    0.04515           O198300400766 
    25.0000   98.00000    1.61307    0.07194    0.03725           O198300400767 
    25.0000   99.00000    1.82202    0.05529    0.03117           O198300400768 
    25.0000  100.00000    5.04007    0.00495    0.00476           O198300400769 
    25.0000  101.00000    3.66041    0.00453    0.00350           O198300400770 
    25.0000  103.00000    4.89347    0.00640    0.00590           O198300400771 
    25.0000  105.00000    4.30433    0.00666    0.00555           O198300400772 
    25.0000  107.00000    4.38953    0.00703    0.00586           O198300400773 
    25.0000  109.00000    3.57264    0.00376    0.00274           O198300400774 
    25.0000  111.00000    5.29052    0.00573    0.00529           O198300400775 
    25.0000  112.00000    3.67442    0.00097    0.00071           O198300400776 
    25.0000  113.00000    5.39028    0.00493    0.00382           O198300400777 
    25.0000  122.00000    4.01608    0.00252    0.00134           O198300400778 
    25.0000  123.00000    8.31760    0.00101    0.00111           O198300400779 
    25.0000  124.00000    7.16825    0.00154    0.00144           O198300400780 
    25.0000  125.00000    9.27967    0.00110    0.00132           O198300400781 
    25.0000  126.00000    4.60705    0.00141    0.00083           O198300400782 
    25.0000  129.00000   13.81730    0.00064    0.00112           O198300400783 
    25.0000  137.00000    4.93259    0.00087    0.00050           O198300400784 
    25.0000  139.00000   14.95920    0.00058    0.00101           O198300400785 
    25.0000  140.00000    8.15175    0.00116    0.00108           O198300400786 
    25.0000  142.00000    7.37308    0.00101    0.00084           O198300400787 
    25.0000  144.00000    8.39987    0.00086    0.00081           O198300400788 
    25.0000  145.00000    7.53894    0.00043    0.00036           O198300400789 
    25.0000  147.00000    4.80701    0.00187    0.00098           O198300400790 
    25.0000  148.00000    6.34209    0.00130    0.00089           O198300400791 
    25.0000  154.00000   16.37940    0.00043    0.00073           O198300400792 
    25.0000  155.00000   16.49350    0.00043    0.00073           O198300400793 
    25.0000  156.00000   10.71050    0.00014    0.00016           O198300400794 
    25.0000  161.00000   11.07920    0.00014    0.00016           O198300400795 
    25.0000  163.00000    9.59052    0.00029    0.00027           O198300400796 
    25.0000  171.00000   18.68110    0.00029    0.00049           O198300400797 
    25.0000  176.00000    9.27876    0.00106    0.00088           O198300400798 
    25.0000  177.00000    7.68159    0.00138    0.00095           O198300400799 
    25.0000  179.00000    7.77522    0.00083    0.00057           O198300400800 
    25.0000  181.00000   19.49400    0.00008    0.00013           O198300400801 
    25.0000  182.00000   19.98400    0.00004    0.00006           O198300400802 
    25.0000  184.00000   10.92930    0.00002    0.00002           O198300400803 
    25.0000  186.00000   20.46070    0.00002    0.00004           O198300400804 
    25.0000  187.00000    8.15131    0.00002    0.00002           O198300400805 
    25.0000  196.00000   12.51170    0.00001    0.00001           O198300400806 
    25.0000  198.00000   15.20060    0.00001    0.00001           O198300400807 
    30.0000    1.00000    0.50000    2.44915    0.10553           O198300400808 
    30.0000    2.00000    0.50001    5.01363    0.35638           O198300400809 
    30.0000    3.00000    0.50002    6.76061    0.36984           O198300400810 
    30.0000    4.00000    0.50003    7.44962    0.32633           O198300400811 
    30.0000    5.00000    0.50005    8.20769    0.47588           O198300400812 
    30.0000    6.00000    0.50006    8.65887    0.38633           O198300400813 
    30.0000    7.00000    0.50007    9.62419    0.30459           O198300400814 
    30.0000    8.00000    0.50010   10.38500    1.13206           O198300400815 
    30.0000    9.00000    0.50012   11.10950    0.56935           O198300400816 
    30.0000   10.00000    0.50015   11.26140    0.72591           O198300400817 
    30.0000   11.00000    0.50017   12.27260    0.71864           O198300400818 
    30.0000   12.00000    0.50019   13.07960    0.44151           O198300400819 
    30.0000   13.00000    0.50022   13.39590    0.83996           O198300400820 
    30.0000   14.00000    0.50027   13.14460    0.64381           O198300400821 
    30.0000   15.00000    0.50030   13.78790    0.54772           O198300400822 
    30.0000   16.00000    0.50033   14.38700    0.62909           O198300400823 
    30.0000   17.00000    0.50039   14.28000    0.46268           O198300400824 
    30.0000   18.00000    0.50043   15.12310    1.26680           O198300400825 
    30.0000   19.00000    0.50050   14.85550    0.57281           O198300400826 
    30.0000   20.00000    0.50056   14.94210    0.63967           O198300400827 
    30.0000   21.00000    0.50059   15.96950    1.00602           O198300400828 
    30.0000   22.00000    0.50068   15.48770    0.58120           O198300400829 
    30.0000   23.00000    0.50073   16.03010    0.88828           O198300400830 
    30.0000   24.00000    0.50081   16.14690    0.64199           O198300400831 
    30.0000   25.00000    0.50085   17.14300    0.85965           O198300400832 
    30.0000   26.00000    0.50094   17.26460    1.25693           O198300400833 
    30.0000   27.00000    0.50103   17.13550    0.98204           O198300400834 
    30.0000   28.00000    0.50112   17.23490    0.65214           O198300400835 
    30.0000   29.00000    0.50122   17.12540    0.63951           O198300400836 
    30.0000   30.00000    0.50129   17.59680    1.14031           O198300400837 
    30.0000   31.00000    0.50139   17.70460    0.76225           O198300400838 
    30.0000   32.00000    0.50149   17.88540    0.68937           O198300400839 
    30.0000   33.00000    0.50157   18.35360    0.79368           O198300400840 
    30.0000   34.00000    0.50164   18.89410    1.04303           O198300400841 
    30.0000   35.00000    0.50192   17.48200    0.86499           O198300400842 
    30.0000   36.00000    0.50201   17.65690    0.82807           O198300400843 
    30.0000   37.00000    0.50222   17.05960    0.85546           O198300400844 
    30.0000   38.00000    0.50230   17.40430    0.70265           O198300400845 
    30.0000   39.00000    0.50247   17.20690    0.64491           O198300400846 
    30.0000   40.00000    0.50260   17.42230    0.80145           O198300400847 
    30.0000   41.00000    0.50272   17.77550    0.68101           O198300400848 
    30.0000   42.00000    0.50296   17.36460    0.93627           O198300400849 
    30.0000   43.00000    0.50318   17.12570    1.03305           O198300400850 
    30.0000   44.00000    0.50333   17.41280    0.76284           O198300400851 
    30.0000   45.00000    0.50346   17.65880    0.77990           O198300400852 
    30.0000   46.00000    0.50371   17.30790    0.73514           O198300400853 
    30.0000   47.00000    0.50397   17.10410    0.66436           O198300400854 
    30.0000   48.00000    0.50407   17.60840    0.79907           O198300400855 
    30.0000   49.00000    0.50434   17.29710    0.64652           O198300400856 
    30.0000   50.00000    0.50447   17.70990    0.73604           O198300400857 
    30.0000   51.00000    0.50491   16.91800    0.65583           O198300400858 
    30.0000   52.00000    0.50506   17.25760    0.59953           O198300400859 
    30.0000   53.00000    0.50520   17.77750    0.65204           O198300400860 
    30.0000   54.00000    0.50527   18.34650    1.06009           O198300400861 
    30.0000   55.00000    0.50554   18.31790    1.34065           O198300400862 
    30.0000   56.00000    0.50590   17.99220    1.30951           O198300400863 
    30.0000   57.00000    0.50646   17.13220    0.91114           O198300400864 
    30.0000   58.00000    0.50709   16.26870    0.87487           O198300400865 
    30.0000   59.00000    0.50714   16.78950    0.85257           O198300400866 
    30.0000   60.00000    0.50793   15.67430    0.72846           O198300400867 
    30.0000   61.00000    0.50797   16.26860    0.67918           O198300400868 
    30.0000   62.00000    0.50839   16.09530    0.70700           O198300400869 
    30.0000   63.00000    0.50795   17.60920    0.73519           O198300400870 
    30.0000   64.00000    0.50916   15.90570    0.59492           O198300400871 
    30.0000   65.00000    0.50926   16.37390    0.93977           O198300400872 
    30.0000   66.00000    0.50999   15.73100    0.78010           O198300400873 
    30.0000   67.00000    0.51070   15.30500    0.87246           O198300400874 
    30.0000   68.00000    0.51113   15.27690    0.73104           O198300400875 
    30.0000   69.00000    0.51136   15.46460    0.61683           O198300400876 
    30.0000   70.00000    0.51270   14.39350    0.84117           O198300400877 
    30.0000   71.00000    0.51313   14.36130    0.62141           O198300400878 
    30.0000   72.00000    0.51407   13.90750    0.52483           O198300400879 
    30.0000   73.00000    0.51528   13.18320    1.00259           O198300400880 
    30.0000   74.00000    0.51826   11.37370    0.85433           O198300400881 
    30.0000   75.00000    0.52024   10.55140    0.73848           O198300400882 
    30.0000   76.00000    0.52277    9.61686    0.55322           O198300400883 
    30.0000   77.00000    0.52618    8.54076    0.44571           O198300400884 
    30.0000   78.00000    0.53087    7.35912    0.36703           O198300400885 
    30.0000   79.00000    0.53791    5.99379    0.33246           O198300400886 
    30.0000   80.00000    0.54589    4.98910    0.25915           O198300400887 
    30.0000   81.00000    0.56038    3.74828    0.20700           O198300400888 
    30.0000   82.00000    0.57779    2.79046    0.21066           O198300400889 
    30.0000   83.00000    0.59457    2.19598    0.14601           O198300400890 
    30.0000   84.00000    0.65236    1.30181    0.10340           O198300400891 
    30.0000   85.00000    0.72602    0.78173    0.08057           O198300400892 
    30.0000   86.00000    0.81473    0.49938    0.07905           O198300400893 
    30.0000   87.00000    0.93420    0.33450    0.07796           O198300400894 
    30.0000   88.00000    1.15510    0.16458    0.05732           O198300400895 
    30.0000   89.00000    1.49316    0.09614    0.04651           O198300400896 
    30.0000   90.00000    1.99412    0.05581    0.03221           O198300400897 
    35.0000    2.00000    0.50001    5.28111    0.39277           O198300400898 
    35.0000    3.00000    0.50003    6.99774    0.41295           O198300400899 
    35.0000    4.00000    0.50005    8.21777    0.39168           O198300400900 
    35.0000    5.00000    0.50007    8.76763    0.54101           O198300400901 
    35.0000    6.00000    0.50009    9.52715    0.46508           O198300400902 
    35.0000    7.00000    0.50011   10.41590    0.36117           O198300400903 
    35.0000    8.00000    0.50014   11.84920    1.35419           O198300400904 
    35.0000    9.00000    0.50017   12.06090    0.66273           O198300400905 
    35.0000   10.00000    0.50021   12.48620    0.85186           O198300400906 
    35.0000   11.00000    0.50024   12.96980    0.81049           O198300400907 
    35.0000   12.00000    0.50028   13.30250    0.48862           O198300400908 
    35.0000   13.00000    0.50030   15.09100    0.99269           O198300400909 
    35.0000   14.00000    0.50039   14.12960    0.73590           O198300400910 
    35.0000   15.00000    0.50042   14.98770    0.63656           O198300400911 
    35.0000   16.00000    0.50050   14.79240    0.69318           O198300400912 
    35.0000   17.00000    0.50053   16.01110    0.54884           O198300400913 
    35.0000   18.00000    0.50063   15.95460    1.39738           O198300400914 
    35.0000   19.00000    0.50074   15.49920    0.64076           O198300400915 
    35.0000   20.00000    0.50080   16.29240    0.73768           O198300400916 
    35.0000   21.00000    0.50084   17.30360    1.15568           O198300400917 
    35.0000   22.00000    0.50096   16.88060    0.67191           O198300400918 
    35.0000   23.00000    0.50109   16.60500    0.97196           O198300400919 
    35.0000   24.00000    0.50119   16.97580    0.71796           O198300400920 
    35.0000   25.00000    0.50130   17.41200    0.91951           O198300400921 
    35.0000   26.00000    0.50144   17.39220    1.33491           O198300400922 
    35.0000   27.00000    0.50153   17.85390    1.08767           O198300400923 
    35.0000   28.00000    0.50164   18.10330    0.73167           O198300400924 
    35.0000   29.00000    0.50176   18.36310    0.72339           O198300400925 
    35.0000   30.00000    0.50186   18.84710    1.28375           O198300400926 
    35.0000   31.00000    0.50208   18.30430    0.84078           O198300400927 
    35.0000   32.00000    0.50219   18.82310    0.77274           O198300400928 
    35.0000   33.00000    0.50227   19.63660    0.90048           O198300400929 
    35.0000   34.00000    0.50261   18.46940    1.08758           O198300400930 
    35.0000   35.00000    0.50273   18.92340    0.99618           O198300400931 
    35.0000   36.00000    0.50304   18.18470    0.90951           O198300400932 
    35.0000   37.00000    0.50324   18.06720    0.96246           O198300400933 
    35.0000   38.00000    0.50343   18.12850    0.78252           O198300400934 
    35.0000   39.00000    0.50368   17.96730    0.72328           O198300400935 
    35.0000   40.00000    0.50381   18.47920    0.91018           O198300400936 
    35.0000   41.00000    0.50400   18.78410    0.76847           O198300400937 
    35.0000   42.00000    0.50414   19.28130    1.08803           O198300400938 
    35.0000   43.00000    0.50459   18.57580    1.19318           O198300400939 
    35.0000   44.00000    0.50489   18.44550    0.86953           O198300400940 
    35.0000   45.00000    0.50515   18.50290    0.87463           O198300400941 
    35.0000   46.00000    0.50548   18.24760    0.83120           O198300400942 
    35.0000   47.00000    0.50587   18.08800    0.75631           O198300400943 
    35.0000   48.00000    0.50596   18.70080    0.90967           O198300400944 
    35.0000   49.00000    0.50632   18.56340    0.74483           O198300400945 
    35.0000   50.00000    0.50656   18.73540    0.83455           O198300400946 
    35.0000   51.00000    0.50700   18.61290    0.77750           O198300400947 
    35.0000   52.00000    0.50731   18.69070    0.70232           O198300400948 
    35.0000   53.00000    0.50781   18.49400    0.73487           O198300400949 
    35.0000   54.00000    0.50837   18.16870    1.11666           O198300400950 
    35.0000   55.00000    0.50869   18.30350    1.42971           O198300400951 
    35.0000   56.00000    0.50956   17.42890    1.36242           O198300400952 
    35.0000   57.00000    0.51006   17.28810    0.99481           O198300400953 
    35.0000   58.00000    0.51164   15.64030    0.91476           O198300400954 
    35.0000   59.00000    0.51237   15.19490    0.84683           O198300400955 
    35.0000   60.00000    0.51326   14.74900    0.75507           O198300400956 
    35.0000   61.00000    0.51403   14.55780    0.67977           O198300400957 
    35.0000   62.00000    0.51516   13.95380    0.68523           O198300400958 
    35.0000   63.00000    0.51621   13.57440    0.64788           O198300400959 
    35.0000   64.00000    0.51756   13.02190    0.55894           O198300400960 
    35.0000   65.00000    0.52056   11.60940    0.72301           O198300400961 
    35.0000   66.00000    0.52305   10.60180    0.58556           O198300400962 
    35.0000   67.00000    0.52619    9.74473    0.60632           O198300400963 
    35.0000   68.00000    0.52952    8.76309    0.48120           O198300400964 
    35.0000   69.00000    0.53788    7.01965    0.36088           O198300400965 
    35.0000   70.00000    0.54668    5.70901    0.37973           O198300400966 
    35.0000   71.00000    0.56005    4.48830    0.27219           O198300400967 
    35.0000   72.00000    0.57967    3.29097    0.21515           O198300400968 
    35.0000   73.00000    0.60545    2.36813    0.18072           O198300400969 
    35.0000   74.00000    0.64725    1.67845    0.14455           O198300400970 
    35.0000   75.00000    0.70361    1.09517    0.11726           O198300400971 
    35.0000   76.00000    0.75914    0.75214    0.10970           O198300400972 
    35.0000   77.00000    0.97419    0.39245    0.09077           O198300400973 
    35.0000   78.00000    1.09011    0.25788    0.08665           O198300400974 
    35.0000   79.00000    1.53285    0.11268    0.05361           O198300400975 
    35.0000   80.00000    2.30414    0.05759    0.03553           O198300400976 
    35.0000   81.00000    2.11160    0.04154    0.02571           O198300400977 
    35.0000   82.00000    2.53584    0.01786    0.01197           O198300400978 
    35.0000   83.00000    2.89360    0.02151    0.01530           O198300400979 
    35.0000   84.00000    2.73683    0.01802    0.01239           O198300400980 
    35.0000   85.00000    3.33717    0.00901    0.00683           O198300400981 
    35.0000   86.00000    2.67171    0.00869    0.00584           O198300400982 
    35.0000   87.00000    2.70594    0.00663    0.00445           O198300400983 
    35.0000   88.00000    3.63596    0.00224    0.00175           O198300400984 
    35.0000   89.00000    2.97462    0.00104    0.00072           O198300400985 
    35.0000   90.00000    3.55735    0.00118    0.00090           O198300400986 
    35.0000   91.00000    5.17283    0.00005    0.00005           O198300400987 
    35.0000   92.00000    5.23745    0.00009    0.00009           O198300400988 
    35.0000   93.00000    4.99196    0.00009    0.00008           O198300400989 
    35.0000   94.00000    3.59050    0.00017    0.00012           O198300400990 
    35.0000   98.00000    6.39027    0.00010    0.00011           O198300400991 
    35.0000  100.00000    4.43729    0.00046    0.00037           O198300400992 
    35.0000  101.00000    3.19313    0.00042    0.00028           O198300400993 
    35.0000  110.00000    5.35696    0.00050    0.00042           O198300400994 
    35.0000  111.00000    9.47133    0.00002    0.00003           O198300400995 
    35.0000  113.00000    5.75395    0.00362    0.00315           O198300400996 
    35.0000  122.00000    5.58274    0.00268    0.00170           O198300400997 
    35.0000  124.00000    6.95972    0.00110    0.00085           O198300400998 
    35.0000  127.00000    8.63748    0.00051    0.00048           O198300400999 
    35.0000  128.00000    8.71772    0.00192    0.00180           O198300401000 
    35.0000  129.00000    8.79813    0.00048    0.00044           O198300401001 
    35.0000  131.00000   11.50440    0.00001    0.00001           O198300401002 
    35.0000  132.00000    7.49145    0.00135    0.00105           O198300401003 
    35.0000  133.00000   10.67770    0.00111    0.00122           O198300401004 
    35.0000  135.00000   11.92200    0.00001    0.00001           O198300401005 
    35.0000  143.00000   11.63950    0.00021    0.00023           O198300401006 
    35.0000  149.00000   19.32160    0.00042    0.00073           O198300401007 
    35.0000  151.00000   19.26680    0.00063    0.00107           O198300401008 
    35.0000  155.00000   12.82020    0.00105    0.00115           O198300401009 
    35.0000  156.00000   20.41890    0.00084    0.00145           O198300401010 
    35.0000  160.00000   13.32050    0.00021    0.00023           O198300401011 
    35.0000  161.00000    6.40710    0.00189    0.00099           O198300401012 
    35.0000  162.00000    9.56808    0.00001    0.00001           O198300401013 
    35.0000  168.00000   12.06970    0.00131    0.00122           O198300401014 
    35.0000  171.00000   14.43850    0.00004    0.00004           O198300401015 
    35.0000  173.00000   11.14050    0.00054    0.00045           O198300401016 
    35.0000  175.00000   11.29750    0.00012    0.00010           O198300401017 
    35.0000  178.00000   16.63330    0.00001    0.00001           O198300401018 
    35.0000  180.00000   15.37050    0.00009    0.00010           O198300401019 
    35.0000  185.00000   10.26720    0.00003    0.00002           O198300401020 
    35.0000  186.00000   48.42250    0.00001    0.00001           O198300401021 
    35.0000  188.00000   25.62580    0.00001    0.00002           O198300401022 
    35.0000  189.00000   10.54000    0.00002    0.00001           O198300401023 
    35.0000  190.00000   16.42400    0.00002    0.00002           O198300401024 
    35.0000  191.00000   26.12970    0.00001    0.00002           O198300401025 
    35.0000  192.00000   12.65520    0.00002    0.00002           O198300401026 
    35.0000  197.00000   11.09140    0.00001    0.00001           O198300401027 
    40.0000    1.00000    0.50000    4.97704    0.21016           O198300401028 
    40.0000    2.00000    0.50001    7.75966    0.59661           O198300401029 
    40.0000    3.00000    0.50002    8.79837    0.53292           O198300401030 
    40.0000    4.00000    0.50004    9.55708    0.45634           O198300401031 
    40.0000    5.00000    0.50006   10.23340    0.65144           O198300401032 
    40.0000    6.00000    0.50008   10.36780    0.51474           O198300401033 
    40.0000    7.00000    0.50010   11.43190    0.39361           O198300401034 
    40.0000    8.00000    0.50014   12.33390    1.49239           O198300401035 
    40.0000    9.00000    0.50016   13.69800    0.77392           O198300401036 
    40.0000   10.00000    0.50021   13.36300    0.95618           O198300401037 
    40.0000   11.00000    0.50025   13.89220    0.91398           O198300401038 
    40.0000   12.00000    0.50030   13.87760    0.52474           O198300401039 
    40.0000   13.00000    0.50033   15.29920    1.05105           O198300401040 
    40.0000   14.00000    0.50042   14.60510    0.80071           O198300401041 
    40.0000   15.00000    0.50045   15.53200    0.68056           O198300401042 
    40.0000   16.00000    0.50051   16.08630    0.77863           O198300401043 
    40.0000   17.00000    0.50058   16.55940    0.57719           O198300401044 
    40.0000   18.00000    0.50067   16.81300    1.56468           O198300401045 
    40.0000   19.00000    0.50076   16.96370    0.72068           O198300401046 
    40.0000   20.00000    0.50091   16.11250    0.75694           O198300401047 
    40.0000   21.00000    0.50096   17.05890    1.19321           O198300401048 
    40.0000   22.00000    0.50106   17.23930    0.70606           O198300401049 
    40.0000   23.00000    0.50119   17.22560    1.06212           O198300401050 
    40.0000   24.00000    0.50122   18.58460    0.79716           O198300401051 
    40.0000   25.00000    0.50138   18.49790    1.01252           O198300401052 
    40.0000   26.00000    0.50153   18.57230    1.50555           O198300401053 
    40.0000   27.00000    0.50159   19.47030    1.24443           O198300401054 
    40.0000   28.00000    0.50181   18.67770    0.77808           O198300401055 
    40.0000   29.00000    0.50192   19.07070    0.77266           O198300401056 
    40.0000   30.00000    0.50218   18.39740    1.31747           O198300401057 
    40.0000   31.00000    0.50229   18.92680    0.90645           O198300401058 
    40.0000   32.00000    0.50250   18.83000    0.80177           O198300401059 
    40.0000   33.00000    0.50260   19.58800    0.93313           O198300401060 
    40.0000   34.00000    0.50289   19.03330    1.17404           O198300401061 
    40.0000   35.00000    0.50316   18.68560    1.03021           O198300401062 
    40.0000   36.00000    0.50340   18.58870    0.97197           O198300401063 
    40.0000   37.00000    0.50364   18.46350    1.03293           O198300401064 
    40.0000   38.00000    0.50395   18.08390    0.81785           O198300401065 
    40.0000   39.00000    0.50426   17.76400    0.74209           O198300401066 
    40.0000   40.00000    0.50457   17.67760    0.92368           O198300401067 
    40.0000   41.00000    0.50486   17.74340    0.76197           O198300401068 
    40.0000   42.00000    0.50492   18.69470    1.11556           O198300401069 
    40.0000   43.00000    0.50538   18.11730    1.23806           O198300401070 
    40.0000   44.00000    0.50591   17.61790    0.87381           O198300401071 
    40.0000   45.00000    0.50611   17.92810    0.89344           O198300401072 
    40.0000   46.00000    0.50678   17.10040    0.82548           O198300401073 
    40.0000   47.00000    0.50686   17.76840    0.77932           O198300401074 
    40.0000   48.00000    0.50741   17.35680    0.90418           O198300401075 
    40.0000   49.00000    0.50792   17.05750    0.72542           O198300401076 
    40.0000   50.00000    0.50883   16.10730    0.77170           O198300401077 
    40.0000   51.00000    0.50953   15.77600    0.71286           O198300401078 
    40.0000   52.00000    0.51024   15.42340    0.62929           O198300401079 
    40.0000   53.00000    0.51146   14.47990    0.62177           O198300401080 
    40.0000   54.00000    0.51347   12.94690    0.84112           O198300401081 
    40.0000   55.00000    0.51540   11.97470    0.94940           O198300401082 
    40.0000   56.00000    0.51792   10.65750    0.84515           O198300401083 
    40.0000   57.00000    0.52129    9.32781    0.56990           O198300401084 
    40.0000   58.00000    0.52643    7.72933    0.48011           O198300401085 
    40.0000   59.00000    0.53339    6.33240    0.39321           O198300401086 
    40.0000   60.00000    0.54239    5.08944    0.31796           O198300401087 
    40.0000   61.00000    0.55615    3.83535    0.25054           O198300401088 
    40.0000   62.00000    0.58544    2.49801    0.19348           O198300401089 
    40.0000   63.00000    0.60091    2.05930    0.16963           O198300401090 
    40.0000   64.00000    0.65638    1.29265    0.14024           O198300401091 
    40.0000   65.00000    0.72589    0.78523    0.10998           O198300401092 
    40.0000   66.00000    0.79058    0.59248    0.11579           O198300401093 
    40.0000   67.00000    0.88794    0.35962    0.09776           O198300401094 
    40.0000   68.00000    1.21657    0.17133    0.06764           O198300401095 
    40.0000   69.00000    1.35114    0.11748    0.05863           O198300401096 
    45.0000    1.00000    0.50000    3.70771    0.15539           O198300401097 
    45.0000    2.00000    0.50001    7.75773    0.62481           O198300401098 
    45.0000    3.00000    0.50003    9.56680    0.61370           O198300401099 
    45.0000    4.00000    0.50004    9.68055    0.49337           O198300401100 
    45.0000    5.00000    0.50006   10.84560    0.73563           O198300401101 
    45.0000    6.00000    0.50009   10.89870    0.57495           O198300401102 
    45.0000    7.00000    0.50011   12.00140    0.42374           O198300401103 
    45.0000    8.00000    0.50016   12.53700    1.63648           O198300401104 
    45.0000    9.00000    0.50018   13.99500    0.83536           O198300401105 
    45.0000   10.00000    0.50023   14.29740    1.10123           O198300401106 
    45.0000   11.00000    0.50027   14.58300    1.02096           O198300401107 
