ENTRY            O1913   20111007                             O046O191300000001 
SUBENT        O1913001   20111007                             O046O191300100001 
BIB                 11         42                                 O191300100002 
TITLE      Improving the P-30(p,g)S-31 rate in oxygen-neon novae: O191300100003 
           Constraints on Jpi values for proton-threshold states  O191300100004 
           in S-31.                                               O191300100005 
AUTHOR     (A.Parikh, K.Wimmer, T.Faestermann, R.Hertenberger,    O191300100006 
           J.Jose, R.Longland, H.-F.Wirth, V.Bildstein, S.Bishop, O191300100007 
           A.A.Chen, J.A.Clark, C.M.Deibel, C.Herlitzius,         O191300100008 
           R.Kruecken, D.Seiler, K.Straub, C.Wrede)               O191300100009 
INSTITUTE  (2SPNUPC)                                              O191300100010 
           (2SPNSPN) Institute of Space Studies of Catalonia,     O191300100011 
                     Barcelona, Spain                             O191300100012 
           (2GERMUN)                                              O191300100013 
           (2GERMUU) Maier-Leibnitz-Laboratory of the University  O191300100014 
                     of Munich, Garching, Germany                 O191300100015 
           (1USAMSU)                                              O191300100016 
           (2GERLMU)                                              O191300100017 
           (1CANMCM)                                              O191300100018 
           (1USAANL)                                              O191300100019 
           (1USAWAU)                                              O191300100020 
REFERENCE  (J,PR/C,83,045806,2011)                                O191300100021 
REL-REF    (I,,R.Hertenberger+,J,NIM/A,536,266,2005)              O191300100022 
           (I,,M.Loeffler+,J,NIM,111,1,1973)                      O191300100023 
           (M,,H.-S.Tzeng+,J,NIM,150,143,1978)                    O191300100024 
FACILITY   (VDGT,2GERMUU) Experiment performed using MP           O191300100025 
           tandem accelerator at the Maier-Leibnitz Laboratory    O191300100026 
           of Munich Universities in Garching.                    O191300100027 
SAMPLE     A 26 mug/cm**2 layer of P-31 was deposited onto a      O191300100028 
           natural carbon foil 10 mug/cm**2, that had been floatedO191300100029 
           onto an aluminum frame. Self-supporting natural carbon O191300100030 
            18 mug/cm**2 and aluminum 25  mug/cm**2 foil targets  O191300100031 
           to characterize any background and calibrate the focal O191300100032 
           plane of the spectrograph, respectively.               O191300100033 
DETECTOR   (MAGSP) Q3D magnetic spectrograph                      O191300100034 
           (TELES,MWPC,SCIN) The focal plane detector consisted   O191300100035 
           of a multiwire gas proportional counter backed by a    O191300100036 
           plastic scintillator, allowing for particle            O191300100037 
           identification through determination of particle       O191300100038 
           position, energy loss and residual energy.             O191300100039 
METHOD     (EDE)                                                  O191300100040 
STATUS     (TABLE).Table were received from Dr.A.Parikh 07.10.2011O191300100041 
           for fig.2 of J,PR/C,83,045806,2011                     O191300100042 
           (APRVD) By Dr.A.Parikh                                 O191300100043 
HISTORY    (20111007C) SB                                         O191300100044 
ENDBIB              42          0                                 O191300100045 
COMMON               1          3                                 O191300100046 
EN                                                                O191300100047 
MEV                                                               O191300100048 
25.                                                               O191300100049 
ENDCOMMON            3          0                                 O191300100050 
ENDSUBENT           49          0                                 O191300199999 
SUBENT        O1913002   20111123                             O046O191300200001 
BIB                  3         16                                 O191300200002 
REACTION   (15-P-31(HE3,T)16-S-31,PAR,DA)                         O191300200003 
EN-SEC     (E-LVL,16-S-31)                                        O191300200004 
LEVEL-PROP (16-S-31,E-LVL=6.136,SPIN=4.5,PARITY=-1.)              O191300200005 
           (16-S-31,E-LVL=6.160,SPIN=2.5,PARITY=-1.)              O191300200006 
           (16-S-31,E-LVL=6.260,SPIN=0.5,PARITY=+1.)              O191300200007 
           (16-S-31,E-LVL=6.284,SPIN=1.5,PARITY=+1.)              O191300200008 
           (16-S-31,E-LVL=6.329,SPIN=0.5,PARITY=+1.)              O191300200009 
           (16-S-31,E-LVL=6.356,SPIN=1.5,PARITY=+1.)              O191300200010 
           (16-S-31,E-LVL=6.378,SPIN=4.5,PARITY=-1.)              O191300200011 
           (16-S-31,E-LVL=6.543,SPIN=4.5,PARITY=-1.)              O191300200012 
           (16-S-31,E-LVL=6.586,SPIN=3.5,PARITY=+1.)              O191300200013 
           (16-S-31,E-LVL=6.637,SPIN=4.5,PARITY=-1.)              O191300200014 
           (16-S-31,E-LVL=6.720,SPIN=2.5,PARITY=-1.)              O191300200015 
           (16-S-31,E-LVL=6.749,SPIN=1.5,PARITY=+1.)              O191300200016 
           (16-S-31,E-LVL=6.835,SPIN=5.5,PARITY=-1.)              O191300200017 
           (16-S-31,E-LVL=6.870,SPIN=5.5,PARITY=-1.)              O191300200018 
ENDBIB              16          0                                 O191300200019 
NOCOMMON             0          0                                 O191300200020 
DATA                 4        140                                 O191300200021 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         O191300200022 
MEV        ADEG       MU-B/SR    MU-B/SR                          O191300200023 
6.136      11.4       1.81       0.09                             O191300200024 
6.136      14.1       2.00       0.40                             O191300200025 
6.136      17.0       2.20       0.30                             O191300200026 
6.136      19.9       2.25       0.13                             O191300200027 
6.136      26.0       2.50       0.20                             O191300200028 
6.136      28.4       2.50       0.15                             O191300200029 
6.136      33.0       1.20       0.19                             O191300200030 
6.136      36.1       0.80       0.16                             O191300200031 
6.136      45.2       0.59       0.29                             O191300200032 
6.136      61.8       0.75       0.28                             O191300200033 
6.160      11.4       13.97      0.22                             O191300200034 
6.160      14.1       14.8       0.50                             O191300200035 
6.160      17.0       16.5       1.0                              O191300200036 
6.160      19.9       15.14      0.30                             O191300200037 
6.160      26.0       10.5       0.18                             O191300200038 
6.160      28.4       9.21       0.22                             O191300200039 
6.160      33.0       7.6        0.5                              O191300200040 
6.160      36.1       5.3        0.3                              O191300200041 
6.160      45.2       3.30       0.37                             O191300200042 
6.160      61.8       1.89       0.20                             O191300200043 
6.260      11.4       6.57       0.12                             O191300200044 
6.260      14.1       2.0        1.0                              O191300200045 
6.260      17.0       1.1        0.3                              O191300200046 
6.260      19.9       0.82       0.10                             O191300200047 
6.260      26.0       0.31       0.30                             O191300200048 
6.260      28.4       0.62       0.16                             O191300200049 
6.260      33.0       1.9        0.5                              O191300200050 
6.260      36.1       1.1        0.2                              O191300200051 
6.260      45.2       1.09       0.15                             O191300200052 
6.260      61.8       0.26       0.09                             O191300200053 
6.284      11.4       17.02      0.18                             O191300200054 
6.284      14.1       13.0       0.6                              O191300200055 
6.284      17.0       11.2       0.8                              O191300200056 
6.284      19.9       8.28       0.21                             O191300200057 
6.284      26.0       2.8        0.1                              O191300200058 
6.284      28.4       3.06       0.28                             O191300200059 
6.284      33.0       3.8        0.7                              O191300200060 
6.284      36.1       3.4        0.4                              O191300200061 
6.284      45.2       2.85       0.24                             O191300200062 
6.284      61.8       1.98       0.22                             O191300200063 
6.329      11.4       8.88       0.14                             O191300200064 
6.329      14.1       5.4        1.0                              O191300200065 
6.329      17.0       3.1        0.4                              O191300200066 
6.329      19.9       1.57       0.12                             O191300200067 
6.329      26.0       0.36       0.30                             O191300200068 
6.329      28.4       1.12       0.20                             O191300200069 
6.329      33.0       1.1        0.4                              O191300200070 
6.329      36.1       1.4        0.2                              O191300200071 
6.329      45.2       1.48       0.16                             O191300200072 
6.329      61.8       0.46       0.11                             O191300200073 
6.356      11.4       9.85       0.15                             O191300200074 
6.356      14.1       8.9        0.5                              O191300200075 
6.356      17.0       8.0        0.8                              O191300200076 
6.356      19.9       6.93       0.19                             O191300200077 
6.356      26.0       2.0        1.0                              O191300200078 
6.356      28.4       2.38       0.31                             O191300200079 
6.356      33.0       2.5        0.5                              O191300200080 
6.356      36.1       3.4        0.3                              O191300200081 
6.356      45.2       1.99       0.20                             O191300200082 
6.356      61.8       0.96       0.35                             O191300200083 
6.378      11.4       3.97       0.30                             O191300200084 
6.378      14.1       5.00       0.32                             O191300200085 
6.378      17.0       6.2        0.7                              O191300200086 
6.378      19.9       5.75       0.52                             O191300200087 
6.378      26.0       6.3        0.3                              O191300200088 
6.378      28.4       6.94       0.75                             O191300200089 
6.378      33.0       4.5        1.0                              O191300200090 
6.378      36.1       4.8        1.0                              O191300200091 
6.378      45.2       1.00       0.62                             O191300200092 
6.378      61.8       1.22       0.52                             O191300200093 
6.543      11.4       1.35       0.33                             O191300200094 
6.543      14.1       0.95       0.30                             O191300200095 
6.543      17.0       1.3        0.3                              O191300200096 
6.543      19.9       1.47       0.28                             O191300200097 
6.543      26.0       1.4        0.3                              O191300200098 
6.543      28.4       1.61       0.32                             O191300200099 
6.543      33.0       0.71       0.21                             O191300200100 
6.543      36.1       0.43       0.15                             O191300200101 
6.543      45.2       0.45       0.16                             O191300200102 
6.543      61.8       0.28       0.08                             O191300200103 
6.586      11.4       1.83       0.20                             O191300200104 
6.586      14.1       2.0        0.7                              O191300200105 
6.586      17.0       1.8        0.3                              O191300200106 
6.586      19.9       1.89       0.41                             O191300200107 
6.586      26.0       1.8        0.3                              O191300200108 
6.586      28.4       1.42       0.40                             O191300200109 
6.586      33.0       1.60       0.35                             O191300200110 
6.586      36.1       0.83       0.17                             O191300200111 
6.586      45.2       0.62       0.14                             O191300200112 
