ENTRY            O2570   20230430                             O097O2570000    1 
SUBENT        O2570001   20230430                             O097O2570001    1 
BIB                 11         30                                 O2570001    2 
TITLE      Differential cross-section measurements of the         O2570001    3 
            6Li(d,n'gamma)7Be, 6Li(d,p'gamma)7Li,                 O2570001    4 
            7Li(d,d'gamma)7Li and 19F(d,p'gamma)20F reactions     O2570001    5 
            suitable for PIGE applications                        O2570001    6 
AUTHOR     (E.Taimpiri, M.Axiotis, K.Bosmpotinis, M.Kokkoris,     O2570001    7 
            A.Lagoyannis, A.Ziagkova)                             O2570001    8 
INSTITUTE  (2GRCATH,2GRCTUA)                                      O2570001    9 
REFERENCE  (J,NIM/B,539,162,2023)                                 O2570001   10 
           #doi:10.1016/j.nimb.2023.03.033                        O2570001   11 
FACILITY   (VDGT,2GRCATH)                                         O2570001   12 
DETECTOR   (HPGE)                                                 O2570001   13 
METHOD     (BCINT)                                                O2570001   14 
           (GSPEC)                                                O2570001   15 
SAMPLE     Two different LiF targets were used.                   O2570001   16 
            - A thin layer of natLiF (92.5% 7Li and 7.5% 6Li)     O2570001   17 
           evaporated on top of a thick natTa substrate.          O2570001   18 
            - A thin 6LiF (5% 7Li and  95% 6Li) layer, which was  O2570001   19 
           evaporated on top of a natC substrate, with an         O2570001   20 
           ultra-thin top layer of Au for wear protection and     O2570001   21 
           normalization purposes.                                O2570001   22 
ERR-ANALYS (ERR-SYS) Total systematic uncertainty - 9.5%          O2570001   23 
           Systematic uncertainty of:                             O2570001   24 
           (ERR-1) integrated beam current         - 3.5%         O2570001   25 
           (ERR-2) target thickness                - 7%           O2570001   26 
           (ERR-3) detectors' absolute efficiency  - 5.4%         O2570001   27 
           (ERR-S) Statistical uncertainties due to the           O2570001   28 
           integration of each peak of interest.                  O2570001   29 
STATUS     (APRVD) Approved by E.Taimpiri 02.05.2023              O2570001   30 
HISTORY    (20230430R) Data received from E.Taimpiri for IBANDL.  O2570001   31 
           (20230430C) VS                                         O2570001   32 
ENDBIB              30          0                                 O2570001   33 
COMMON               4          3                                 O2570001   34 
ERR-1      ERR-2      ERR-3      ERR-SYS                          O2570001   35 
PER-CENT   PER-CENT   PER-CENT   PER-CENT                         O2570001   36 
        3.5         7.        5.4        9.5                      O2570001   37 
ENDCOMMON            3          0                                 O2570001   38 
ENDSUBENT           37          0                                 O257000199999 
SUBENT        O2570002   20230430                             O097O2570002    1 
BIB                  2          4                                 O2570002    2 
REACTION   (3-LI-6(D,N)4-BE-7,PAR,DA,G)                           O2570002    3 
STATUS     (TABLE) Fig. 3 a) of                                   O2570002    4 
           Nucl.Instrum.Method Phys.Res.B 539(2023)162            O2570002    5 
           Converted by R33toX4 from R33 files.                   O2570002    6 
ENDBIB               4          0                                 O2570002    7 
COMMON               1          3                                 O2570002    8 
E                                                                 O2570002    9 
KEV                                                               O2570002   10 
   429.                                                           O2570002   11 
ENDCOMMON            3          0                                 O2570002   12 
DATA                 5        183                                 O2570002   13 
ANG        EN         EN-ERR     DATA       ERR-S                 O2570002   14 
 90.00      1891.260   4.520      3.434      0.112                O2570003  183 
 90.00      1911.310   4.520      3.201      0.106                O2570003  184 
 90.00      1931.370   4.520      3.331      0.113                O2570003  185 
 90.00      1951.430   4.520      3.337      0.099                O2570003  186 
 90.00      1971.480   4.520      3.385      0.112                O2570003  187 
 90.00      1991.540   4.520      3.184      0.112                O2570003  188 
 90.00      2011.590   4.510      3.167      0.112                O2570003  189 
 90.00      2031.640   4.510      3.172      0.119                O2570003  190 
 90.00      2051.700   4.510      3.216      0.119                O2570003  191 
 90.00      2071.750   4.510      3.033      0.122                O2570003  192 
 90.00      2091.800   4.510      3.280      0.119                O2570003  193 
 90.00      2111.850   4.510      3.646      0.125                O2570003  194 
 90.00      2131.900   4.510      3.294      0.128                O2570003  195 
 90.00      2151.950   4.500      3.435      0.132                O2570003  196 
 90.00      2171.990   4.500      3.357      0.125                O2570003  197 
 90.00      2192.040   4.500      3.531      0.129                O2570003  198 
ENDDATA            185          0                                 O2570003  199 
ENDSUBENT          198          0                                 O257000399999 
SUBENT        O2570004   20230501                             O097O2570004    1 
BIB                  2          4                                 O2570004    2 
REACTION   (3-LI-7(D,INL)3-LI-7,PAR,DA,G)                         O2570004    3 
STATUS     (TABLE) Fig. 3 c) of                                   O2570004    4 
           Nucl.Instrum.Method Phys.Res.B 539(2023)162            O2570004    5 
           Converted by R33toX4 from R33 files.                   O2570004    6 
ENDBIB               4          0                                 O2570004    7 
COMMON               1          3                                 O2570004    8 
E                                                                 O2570004    9 
KEV                                                               O2570004   10 
   478.                                                           O2570004   11 
ENDCOMMON            3          0                                 O2570004   12 
DATA                 5        183                                 O2570004   13 
ANG        EN         EN-ERR     DATA       ERR-S                 O2570004   14 
ADEG       KEV        KEV        MB/SR      MB/SR                 O2570004   15 
  0.00       987.170   4.520       3.144     0.067                O2570004   16 
  0.00      1007.320   4.520       3.637     0.092                O2570004   17 
  0.00      1027.450   4.520       4.261     0.096                O2570004   18 
  0.00      1047.590   4.520       4.522     0.097                O2570004   19 
  0.00      1067.710   4.520       4.801     0.101                O2570004   20 
  0.00      1087.840   4.520       4.823     0.106                O2570004   21 
  0.00      1107.970   4.520       5.167     0.105                O2570004   22 
  0.00      1128.090   4.520       5.467     0.095                O2570004   23 
  0.00      1148.200   4.520       5.542     0.113                O2570004   24 
  0.00      1168.320   4.520       5.990     0.118                O2570004   25 
  0.00      1188.430   4.520       6.655     0.123                O2570004   26 
  0.00      1208.540   4.520       6.524     0.122                O2570004   27 
  0.00      1228.650   4.520       6.683     0.131                O2570004   28 
  0.00      1248.760   4.520       6.723     0.131                O2570004   29 
  0.00      1268.860   4.520       6.988     0.135                O2570004   30 
  0.00      1288.960   4.520       6.991     0.135                O2570004   31 
  0.00      1309.060   4.520       7.197     0.135                O2570004   32 
  0.00      1329.160   4.520       6.959     0.135                O2570004   33 
  0.00      1349.250   4.520       7.626     0.140                O2570004   34 
  0.00      1369.350   4.530       7.551     0.138                O2570004   35 
  0.00      1389.440   4.530       7.832     0.142                O2570004   36 
  0.00      1409.530   4.530       7.765     0.143                O2570004   37 
  0.00      1429.620   4.530       8.188     0.157                O2570004   38 
  0.00      1449.700   4.530       8.086     0.147                O2570004   39 
  0.00      1469.790   4.530       8.527     0.150                O2570004   40 
  0.00      1489.870   4.530       8.553     0.175                O2570004   41 
  0.00      1509.950   4.530       8.619     0.173                O2570004   42 
  0.00      1530.030   4.530       8.928     0.164                O2570004   43 
  0.00      1550.110   4.530       9.242     0.181                O2570004   44 
  0.00      1570.190   4.530       9.638     0.183                O2570004   45 
  0.00      1590.260   4.530       9.628     0.198                O2570004   46 
  0.00      1610.340   4.530       9.886     0.208                O2570004   47 
  0.00      1630.410   4.520      10.254     0.204                O2570004   48 
  0.00      1650.480   4.520      10.001     0.205                O2570004   49 
  0.00      1670.550   4.520      10.098     0.204                O2570004   50 
  0.00      1690.620   4.520      10.401     0.208                O2570004   51 
  0.00      1710.690   4.520      10.789     0.211                O2570004   52 
  0.00      1730.760   4.520      10.638     0.211                O2570004   53 
  0.00      1750.820   4.520      11.172     0.218                O2570004   54 
  0.00      1770.890   4.520      11.046     0.214                O2570004   55 
  0.00      1790.950   4.520      10.640     0.217                O2570004   56 
  0.00      1811.010   4.520      11.014     0.219                O2570004   57 
  0.00      1831.080   4.520      11.027     0.219                O2570004   58 
  0.00      1851.140   4.520      11.212     0.222                O2570004   59 
  0.00      1871.200   4.520      11.289     0.223                O2570004   60 
  0.00      1891.260   4.520      11.421     0.190                O2570004   61 
  0.00      1911.310   4.520      11.575     0.225                O2570004   62 
  0.00      1931.370   4.520      11.504     0.225                O2570004   63 
  0.00      1951.430   4.520      11.835     0.226                O2570004   64 
  0.00      1971.480   4.520      12.211     0.231                O2570004   65 
  0.00      1991.540   4.520      12.547     0.231                O2570004   66 
  0.00      2011.590   4.510      12.175     0.230                O2570004   67 
  0.00      2031.640   4.510      11.975     0.230                O2570004   68 
  0.00      2051.700   4.510      12.509     0.237                O2570004   69 
  0.00      2071.750   4.510      12.011     0.237                O2570004   70 
  0.00      2091.800   4.510      12.282     0.235                O2570004   71 
  0.00      2111.850   4.510      12.495     0.241                O2570004   72 
  0.00      2131.900   4.510      12.355     0.238                O2570004   73 
  0.00      2151.950   4.500      13.045     0.244                O2570004   74 
  0.00      2171.990   4.500      13.045     0.243                O2570004   75 
  0.00      2192.040   4.500      12.796     0.168                O2570004   76 
 55.00       987.170   4.520       2.742     0.063                O2570004   77 
 55.00      1007.320   4.520       3.287     0.091                O2570004   78 
 55.00      1027.450   4.520       3.748     0.093                O2570004   79 
 55.00      1047.590   4.520       4.087     0.095                O2570004   80 
 55.00      1067.710   4.520       4.636     0.100                O2570004   81 
 55.00      1087.840   4.520       4.480     0.106                O2570004   82 
 55.00      1107.970   4.520       4.652     0.104                O2570004   83 
 55.00      1128.090   4.520       5.002     0.094                O2570004   84 
 55.00      1148.200   4.520       4.828     0.108                O2570004   85 
 55.00      1168.320   4.520       5.065     0.111                O2570004   86 
 55.00      1188.430   4.520       5.702     0.115                O2570004   87 
 55.00      1208.540   4.520       6.064     0.119                O2570004   88 
 55.00      1228.650   4.520       6.060     0.128                O2570004   89 
 55.00      1248.760   4.520       6.382     0.130                O2570004   90 
 55.00      1268.860   4.520       6.063     0.128                O2570004   91 
 55.00      1288.960   4.520       6.380     0.130                O2570004   92 
 55.00      1309.060   4.520       6.363     0.132                O2570004   93 
 55.00      1329.160   4.520       6.494     0.134                O2570004   94 
 55.00      1349.250   4.520       6.737     0.135                O2570004   95 
 55.00      1369.350   4.530       6.837     0.135                O2570004   96 
 55.00      1389.440   4.530       6.887     0.137                O2570004   97 
 55.00      1409.530   4.530       7.197     0.140                O2570004   98 
 55.00      1429.620   4.530       7.354     0.153                O2570004   99 
 55.00      1449.700   4.530       7.487     0.142                O2570004  100 
 55.00      1469.790   4.530       7.493     0.146                O2570004  101 
 55.00      1489.870   4.530       7.971     0.174                O2570004  102 
 55.00      1509.950   4.530       7.857     0.171                O2570004  103 
 55.00      1530.030   4.530       8.328     0.164                O2570004  104 
 55.00      1550.110   4.530       8.258     0.177                O2570004  105 
 55.00      1570.190   4.530       8.549     0.176                O2570004  106 
 55.00      1590.260   4.530       9.311     0.199                O2570004  107 
 55.00      1610.340   4.530       9.694     0.206                O2570004  108 
 55.00      1630.410   4.520       9.289     0.199                O2570004  109 
 55.00      1650.480   4.520       9.496     0.206                O2570004  110 
 55.00      1670.550   4.520      10.075     0.209                O2570004  111 
 55.00      1690.620   4.520       9.964     0.210                O2570004  112 
 55.00      1710.690   4.520      10.046     0.212                O2570004  113 
 55.00      1730.760   4.520      10.092     0.213                O2570004  114 
 55.00      1750.820   4.520      10.677     0.220                O2570004  115 
 55.00      1770.890   4.520      10.430     0.216                O2570004  116 
 55.00      1790.950   4.520       9.827     0.219                O2570004  117 
 55.00      1811.010   4.520       9.781     0.212                O2570004  118 
 55.00      1831.080   4.520      10.251     0.218                O2570004  119 
 55.00      1851.140   4.520      11.299     0.231                O2570004  120 
 55.00      1871.200   4.520      11.003     0.222                O2570004  121 
 55.00      1891.260   4.520      10.570     0.191                O2570004  122 
 55.00      1911.310   4.520      10.992     0.231                O2570004  123 
 55.00      1931.370   4.520      10.386     0.224                O2570004  124 
 55.00      1951.430   4.520      11.430     0.236                O2570004  125 
 55.00      1971.480   4.520      10.963     0.230                O2570004  126 
 55.00      1991.540   4.520      11.459     0.228                O2570004  127 
 55.00      2011.590   4.510      12.513     0.240                O2570004  128 
 55.00      2031.640   4.510      11.462     0.234                O2570004  129 
 55.00      2051.700   4.510      11.678     0.237                O2570004  130 
 55.00      2071.750   4.510      11.770     0.240                O2570004  131 
 55.00      2091.800   4.510      11.552     0.238                O2570004  132 
 55.00      2111.850   4.510      12.188     0.251                O2570004  133 
 55.00      2131.900   4.510      11.868     0.241                O2570004  134 
 55.00      2151.950   4.500      12.237     0.244                O2570004  135 
 55.00      2171.990   4.500      12.137     0.250                O2570004  136 
 55.00      2192.040   4.500      12.914     0.178                O2570004  137 
 90.00       987.170   4.520       2.884     0.068                O2570004  138 
 90.00      1007.320   4.520       3.317     0.106                O2570004  139 
 90.00      1027.450   4.520       3.312     0.096                O2570004  140 
 90.00      1047.590   4.520       3.842     0.098                O2570004  141 
 90.00      1067.710   4.520       3.896     0.109                O2570004  142 
 90.00      1087.840   4.520       4.691     0.118                O2570004  143 
 90.00      1107.970   4.520       4.597     0.114                O2570004  144 
 90.00      1128.090   4.520       4.793     0.102                O2570004  145 
 90.00      1148.200   4.520       5.006     0.123                O2570004  146 
 90.00      1168.320   4.520       5.046     0.127                O2570004  147 
 90.00      1188.430   4.520       5.780     0.131                O2570004  148 
 90.00      1208.540   4.520       5.725     0.132                O2570004  149 
 90.00      1228.650   4.520       5.861     0.141                O2570004  150 
 90.00      1248.760   4.520       6.300     0.145                O2570004  151 
 90.00      1268.860   4.520       6.347     0.146                O2570004  152 
 90.00      1288.960   4.520       6.196     0.143                O2570004  153 
 90.00      1309.060   4.520       6.588     0.145                O2570004  154 
 90.00      1329.160   4.520       6.366     0.148                O2570004  155 
 90.00      1349.250   4.520       6.470     0.149                O2570004  156 
 90.00      1369.350   4.530       6.851     0.150                O2570004  157 
 90.00      1389.440   4.530       6.524     0.151                O2570004  158 
 90.00      1409.530   4.530       6.822     0.153                O2570004  159 
 90.00      1429.620   4.530       7.382     0.169                O2570004  160 
 90.00      1449.700   4.530       7.441     0.166                O2570004  161 
 90.00      1469.790   4.530       7.260     0.162                O2570004  162 
 90.00      1489.870   4.530       7.515     0.185                O2570004  163 
 90.00      1509.950   4.530       7.831     0.192                O2570004  164 
 90.00      1530.030   4.530       7.531     0.173                O2570004  165 
 90.00      1550.110   4.530       8.246     0.199                O2570004  166 
 90.00      1570.190   4.530       8.493     0.205                O2570004  167 
 90.00      1590.260   4.530       8.537     0.181                O2570004  168 
 90.00      1610.340   4.530       8.764     0.178                O2570004  169 
 90.00      1630.410   4.520       9.051     0.178                O2570004  170 
 90.00      1650.480   4.520       9.198     0.191                O2570004  171 
 90.00      1670.550   4.520       9.261     0.194                O2570004  172 
 90.00      1690.620   4.520       9.458     0.175                O2570004  173 
 90.00      1710.690   4.520       9.787     0.181                O2570004  174 
 90.00      1730.760   4.520       9.693     0.178                O2570004  175 
 90.00      1750.820   4.520       9.771     0.184                O2570004  176 
 90.00      1770.890   4.520       9.907     0.184                O2570004  177 
 90.00      1790.950   4.520       9.867     0.224                O2570004  178 
 90.00      1811.010   4.520       9.761     0.231                O2570004  179 
 90.00      1831.080   4.520       9.678     0.220                O2570004  180 
 90.00      1851.140   4.520      10.788     0.208                O2570004  181 
 90.00      1871.200   4.520      10.421     0.209                O2570004  182 
 90.00      1891.260   4.520      10.223     0.152                O2570004  183 
 90.00      1911.310   4.520      10.132     0.215                O2570004  184 
 90.00      1931.370   4.520       9.931     0.219                O2570004  185 
 90.00      1951.430   4.520      10.043     0.224                O2570004  186 
 90.00      1971.480   4.520      10.926     0.228                O2570004  187 
 90.00      1991.540   4.520      11.363     0.200                O2570004  188 
 90.00      2011.590   4.510      10.815     0.188                O2570004  189 
 90.00      2031.640   4.510      10.772     0.191                O2570004  190 
 90.00      2051.700   4.510      11.259     0.194                O2570004  191 
 90.00      2071.750   4.510      11.031     0.194                O2570004  192 
 90.00      2091.800   4.510      11.134     0.185                O2570004  193 
 90.00      2111.850   4.510      10.814     0.191                O2570004  194 
 90.00      2131.900   4.510      10.849     0.200                O2570004  195 
 90.00      2151.950   4.500      10.415     0.198                O2570004  196 
 90.00      2171.990   4.500      11.335     0.194                O2570004  197 
 90.00      2192.040   4.500      12.248     0.160                O2570004  198 
ENDDATA            185          0                                 O2570004  199 
ENDSUBENT          198          0                                 O257000499999 
SUBENT        O2570005   20230501                             O097O2570005    1 
BIB                  2          4                                 O2570005    2 
REACTION   (9-F-19(D,P)9-F-20,PAR,DA,G)                           O2570005    3 
STATUS     (TABLE) Fig. 3 b) of                                   O2570005    4 
           Nucl.Instrum.Method Phys.Res.B 539(2023)162            O2570005    5 
           Converted by R33toX4 from R33 files.                   O2570005    6 
ENDBIB               4          0                                 O2570005    7 
COMMON               1          3                                 O2570005    8 
E                                                                 O2570005    9 
KEV                                                               O2570005   10 
   656.                                                           O2570005   11 
ENDCOMMON            3          0                                 O2570005   12 
DATA                 5        183                                 O2570005   13 
ANG        EN         EN-ERR     DATA       ERR-S                 O2570005   14 
ADEG       KEV        KEV        MB/SR      MB/SR                 O2570005   15 
  0.00       987.170   4.520      0.494      0.040                O2570005   16 
  0.00      1007.320   4.520      0.571      0.055                O2570005   17 
  0.00      1027.450   4.520      0.647      0.056                O2570005   18 
  0.00      1047.590   4.520      0.768      0.055                O2570005   19 
  0.00      1067.710   4.520      0.823      0.057                O2570005   20 
  0.00      1087.840   4.520      0.831      0.059                O2570005   21 
  0.00      1107.970   4.520      0.974      0.064                O2570005   22 
  0.00      1128.090   4.520      1.092      0.054                O2570005   23 
  0.00      1148.200   4.520      1.089      0.063                O2570005   24 
  0.00      1168.320   4.520      1.231      0.063                O2570005   25 
  0.00      1188.430   4.520      1.645      0.078                O2570005   26 
  0.00      1208.540   4.520      1.703      0.075                O2570005   27 
  0.00      1228.650   4.520      1.832      0.080                O2570005   28 
  0.00      1248.760   4.520      1.945      0.087                O2570005   29 
  0.00      1268.860   4.520      1.826      0.083                O2570005   30 
  0.00      1288.960   4.520      2.052      0.090                O2570005   31 
  0.00      1309.060   4.520      2.034      0.085                O2570005   32 
  0.00      1329.160   4.520      2.199      0.090                O2570005   33 
  0.00      1349.250   4.520      2.397      0.092                O2570005   34 
  0.00      1369.350   4.530      2.274      0.073                O2570005   35 
  0.00      1389.440   4.530      2.612      0.095                O2570005   36 
  0.00      1409.530   4.530      2.673      0.097                O2570005   37 
  0.00      1429.620   4.530      2.780      0.105                O2570005   38 
  0.00      1449.700   4.530      2.901      0.101                O2570005   39 
  0.00      1469.790   4.530      2.783      0.100                O2570005   40 
  0.00      1489.870   4.530      3.108      0.123                O2570005   41 
  0.00      1509.950   4.530      3.309      0.127                O2570005   42 
  0.00      1530.030   4.530      3.344      0.117                O2570005   43 
  0.00      1550.110   4.530      3.603      0.130                O2570005   44 
  0.00      1570.190   4.530      3.551      0.129                O2570005   45 
  0.00      1590.260   4.530      3.629      0.145                O2570005   46 
  0.00      1610.340   4.530      3.770      0.145                O2570005   47 
  0.00      1630.410   4.520      3.785      0.142                O2570005   48 
  0.00      1650.480   4.520      3.504      0.149                O2570005   49 
  0.00      1670.550   4.520      3.821      0.148                O2570005   50 
  0.00      1690.620   4.520      3.829      0.153                O2570005   51 
  0.00      1710.690   4.520      3.847      0.148                O2570005   52 
  0.00      1730.760   4.520      3.976      0.152                O2570005   53 
  0.00      1750.820   4.520      4.148      0.160                O2570005   54 
  0.00      1770.890   4.520      4.739      0.167                O2570005   55 
  0.00      1790.950   4.520      4.441      0.152                O2570005   56 
  0.00      1811.010   4.520      4.698      0.164                O2570005   57 
  0.00      1831.080   4.520      4.434      0.158                O2570005   58 
  0.00      1851.140   4.520      4.266      0.155                O2570005   59 
  0.00      1871.200   4.520      4.863      0.168                O2570005   60 
  0.00      1891.260   4.520      4.620      0.144                O2570005   61 
  0.00      1911.310   4.520      5.426      0.175                O2570005   62 
  0.00      1931.370   4.520      5.385      0.175                O2570005   63 
  0.00      1951.430   4.520      4.892      0.168                O2570005   64 
  0.00      1971.480   4.520      5.767      0.179                O2570005   65 
  0.00      1991.540   4.520      5.677      0.183                O2570005   66 
  0.00      2011.590   4.510      6.250      0.149                O2570005   67 
  0.00      2031.640   4.510      6.345      0.187                O2570005   68 
  0.00      2051.700   4.510      6.025      0.187                O2570005   69 
  0.00      2071.750   4.510      6.349      0.190                O2570005   70 
  0.00      2091.800   4.510      6.197      0.195                O2570005   71 
  0.00      2111.850   4.510      6.417      0.187                O2570005   72 
  0.00      2131.900   4.510      6.722      0.195                O2570005   73 
  0.00      2151.950   4.500      6.049      0.187                O2570005   74 
  0.00      2171.990   4.500      6.635      0.194                O2570005   75 
  0.00      2192.040   4.500      6.881      0.138                O2570005   76 
 55.00       987.170   4.520      0.555      0.041                O2570005   77 
 55.00      1007.320   4.520      0.680      0.054                O2570005   78 
 55.00      1027.450   4.520      0.784      0.057                O2570005   79 
 55.00      1047.590   4.520      0.714      0.053                O2570005   80 
 55.00      1067.710   4.520      0.850      0.056                O2570005   81 
 55.00      1087.840   4.520      0.892      0.060                O2570005   82 
 55.00      1107.970   4.520      0.881      0.057                O2570005   83 
 55.00      1128.090   4.520      1.095      0.057                O2570005   84 
 55.00      1148.200   4.520      1.288      0.066                O2570005   85 
 55.00      1168.320   4.520      1.314      0.066                O2570005   86 
 55.00      1188.430   4.520      1.527      0.071                O2570005   87 
 55.00      1208.540   4.520      1.807      0.075                O2570005   88 
 55.00      1228.650   4.520      1.893      0.084                O2570005   89 
 55.00      1248.760   4.520      1.800      0.082                O2570005   90 
 55.00      1268.860   4.520      1.987      0.084                O2570005   91 
 55.00      1288.960   4.520      2.032      0.087                O2570005   92 
 55.00      1309.060   4.520      2.047      0.091                O2570005   93 
 55.00      1329.160   4.520      2.113      0.089                O2570005   94 
 55.00      1349.250   4.520      2.214      0.094                O2570005   95 
 55.00      1369.350   4.530      2.503      0.095                O2570005   96 
 55.00      1389.440   4.530      2.475      0.094                O2570005   97 
 55.00      1409.530   4.530      2.521      0.096                O2570005   98 
 55.00      1429.620   4.530      2.546      0.099                O2570005   99 
 55.00      1449.700   4.530      2.914      0.101                O2570005  100 
 55.00      1469.790   4.530      3.034      0.102                O2570005  101 
 55.00      1489.870   4.530      3.033      0.119                O2570005  102 
 55.00      1509.950   4.530      3.360      0.126                O2570005  103 
 55.00      1530.030   4.530      3.283      0.114                O2570005  104 
 55.00      1550.110   4.530      3.554      0.132                O2570005  105 
 55.00      1570.190   4.530      3.615      0.129                O2570005  106 
 55.00      1590.260   4.530      3.869      0.144                O2570005  107 
 55.00      1610.340   4.530      3.807      0.144                O2570005  108 
 55.00      1630.410   4.520      4.016      0.149                O2570005  109 
 55.00      1650.480   4.520      3.853      0.144                O2570005  110 
 55.00      1670.550   4.520      4.354      0.160                O2570005  111 
 55.00      1690.620   4.520      4.136      0.148                O2570005  112 
 55.00      1710.690   4.520      4.376      0.152                O2570005  113 
 55.00      1730.760   4.520      4.616      0.156                O2570005  114 
 55.00      1750.820   4.520      4.443      0.160                O2570005  115 
 55.00      1770.890   4.520      4.690      0.160                O2570005  116 
 55.00      1790.950   4.520      4.616      0.167                O2570005  117 
 55.00      1811.010   4.520      4.590      0.164                O2570005  118 
 55.00      1831.080   4.520      4.520      0.157                O2570005  119 
 55.00      1851.140   4.520      4.778      0.166                O2570005  120 
 55.00      1871.200   4.520      5.290      0.175                O2570005  121 
 55.00      1891.260   4.520      5.186      0.147                O2570005  122 
 55.00      1911.310   4.520      5.414      0.175                O2570005  123 
 55.00      1931.370   4.520      5.203      0.171                O2570005  124 
 55.00      1951.430   4.520      5.538      0.176                O2570005  125 
 55.00      1971.480   4.520      5.841      0.183                O2570005  126 
 55.00      1991.540   4.520      6.315      0.185                O2570005  127 
 55.00      2011.590   4.510      6.576      0.187                O2570005  128 
 55.00      2031.640   4.510      6.485      0.191                O2570005  129 
 55.00      2051.700   4.510      6.446      0.187                O2570005  130 
 55.00      2071.750   4.510      6.585      0.195                O2570005  131 
 55.00      2091.800   4.510      6.259      0.188                O2570005  132 
 55.00      2111.850   4.510      6.493      0.191                O2570005  133 
 55.00      2131.900   4.510      6.135      0.184                O2570005  134 
 55.00      2151.950   4.500      6.840      0.196                O2570005  135 
 55.00      2171.990   4.500      7.240      0.202                O2570005  136 
 55.00      2192.040   4.500      7.420      0.139                O2570005  137 
 90.00       987.170   4.520      0.592      0.048                O2570005  138 
 90.00      1007.320   4.520      0.670      0.060                O2570005  139 
 90.00      1027.450   4.520      0.814      0.064                O2570005  140 
 90.00      1047.590   4.520      0.848      0.067                O2570005  141 
 90.00      1067.710   4.520      0.866      0.067                O2570005  142 
 90.00      1087.840   4.520      1.034      0.072                O2570005  143 
 90.00      1107.970   4.520      0.953      0.070                O2570005  144 
 90.00      1128.090   4.520      1.174      0.065                O2570005  145 
 90.00      1148.200   4.520      1.185      0.077                O2570005  146 
 90.00      1168.320   4.520      1.191      0.079                O2570005  147 
 90.00      1188.430   4.520      1.766      0.085                O2570005  148 
 90.00      1208.540   4.520      1.740      0.085                O2570005  149 
 90.00      1228.650   4.520      1.811      0.092                O2570005  150 
 90.00      1248.760   4.520      1.968      0.092                O2570005  151 
 90.00      1268.860   4.520      2.068      0.095                O2570005  152 
 90.00      1288.960   4.520      2.107      0.101                O2570005  153 
 90.00      1309.060   4.520      2.287      0.104                O2570005  154 
 90.00      1329.160   4.520      2.404      0.104                O2570005  155 
 90.00      1349.250   4.520      2.396      0.105                O2570005  156 
 90.00      1369.350   4.530      2.448      0.100                O2570005  157 
 90.00      1389.440   4.530      2.325      0.105                O2570005  158 
 90.00      1409.530   4.530      2.609      0.110                O2570005  159 
 90.00      1429.620   4.530      2.965      0.126                O2570005  160 
 90.00      1449.700   4.530      3.346      0.122                O2570005  161 
 90.00      1469.790   4.530      2.992      0.117                O2570005  162 
 90.00      1489.870   4.530      3.062      0.136                O2570005  163 
 90.00      1509.950   4.530      3.643      0.152                O2570005  164 
 90.00      1530.030   4.530      3.705      0.140                O2570005  165 
 90.00      1550.110   4.530      3.736      0.148                O2570005  166 
 90.00      1570.190   4.530      3.682      0.147                O2570005  167 
 90.00      1590.260   4.530      3.821      0.141                O2570005  168 
 90.00      1610.340   4.530      3.648      0.141                O2570005  169 
 90.00      1630.410   4.520      3.768      0.138                O2570005  170 
 90.00      1650.480   4.520      3.493      0.134                O2570005  171 
 90.00      1670.550   4.520      3.880      0.144                O2570005  172 
 90.00      1690.620   4.520      3.991      0.141                O2570005  173 
 90.00      1710.690   4.520      4.150      0.144                O2570005  174 
 90.00      1730.760   4.520      4.334      0.148                O2570005  175 
 90.00      1750.820   4.520      4.320      0.148                O2570005  176 
 90.00      1770.890   4.520      4.477      0.152                O2570005  177 
 90.00      1790.950   4.520      4.601      0.177                O2570005  178 
 90.00      1811.010   4.520      4.608      0.183                O2570005  179 
 90.00      1831.080   4.520      5.070      0.184                O2570005  180 
 90.00      1851.140   4.520      5.207      0.185                O2570005  181 
 90.00      1871.200   4.520      4.707      0.174                O2570005  182 
 90.00      1891.260   4.520      5.370      0.162                O2570005  183 
 90.00      1911.310   4.520      5.482      0.191                O2570005  184 
 90.00      1931.370   4.520      5.704      0.195                O2570005  185 
 90.00      1951.430   4.520      5.667      0.196                O2570005  186 
 90.00      1971.480   4.520      5.932      0.195                O2570005  187 
 90.00      1991.540   4.520      6.410      0.182                O2570005  188 
 90.00      2011.590   4.510      6.332      0.182                O2570005  189 
 90.00      2031.640   4.510      6.003      0.178                O2570005  190 
 90.00      2051.700   4.510      5.937      0.178                O2570005  191 
 90.00      2071.750   4.510      6.097      0.174                O2570005  192 
 90.00      2091.800   4.510      6.007      0.179                O2570005  193 
 90.00      2111.850   4.510      5.934      0.182                O2570005  194 
 90.00      2131.900   4.510      6.404      0.186                O2570005  195 
 90.00      2151.950   4.500      6.309      0.186                O2570005  196 
 90.00      2171.990   4.500      6.428      0.185                O2570005  197 
 90.00      2192.040   4.500      7.197      0.133                O2570005  198 
ENDDATA            185          0                                 O2570005  199 
ENDSUBENT          198          0                                 O257000599999 
ENDENTRY             5          0                                 O257099999999 
