ENTRY            O2390   20191126                             O073O2390  0    1 
SUBENT        O2390001   20191126                             O073O2390  1    1 
BIB                  9         14                                 O2390  1    2 
TITLE      Excitation of positive-parity states in 10B with the   O2390  1    3 
            13C(p,alpha)10B reaction                              O2390  1    4 
AUTHOR     (A.Barbadoro,D.Consolaro,F.Pellegrini,G.F.Segato,      O2390  1    5 
           I.Gabrielli)                                           O2390  1    6 
INSTITUTE  (2ITYUPV,2ITYTRI)                                      O2390  1    7 
REFERENCE  (J,PR/C,38,517,1988)                                   O2390  1    8 
FACILITY   (VDGT,2ITYPAD) XTU tandem of the National Laboratory   O2390  1    9 
                        of Legnaro                                O2390  1   10 
MONITOR    (6-C-13(P,EL)6-C-13,,DA,,RTH,EVAL) - optical model fit O2390  1   11 
SAMPLE     (6-C-13,ENR=0.96) Self-supporting 13C foils of         O2390  1   12 
           thickness 60 mu-g/cm                                   O2390  1   13 
ERR-ANALYS (DATA-ERR) The accuracy of the absolute cross sections O2390  1   14 
           determined taking into account monitor reaction        O2390  1   15 
HISTORY    (20191126C) SD                                         O2390  1   16 
ENDBIB              14          0                                 O2390  1   17 
COMMON               2          3                                 O2390  1   18 
EN         DATA-ERR                                               O2390  1   19 
MEV        PER-CENT                                               O2390  1   20 
  30.95      15.                                                  O2390  1   21 
ENDCOMMON            3          0                                 O2390  1   22 
ENDSUBENT           21          0                                 O2390  199999 
SUBENT        O2390002   20191126                             O073O2390  2    1 
BIB                  3          7                                 O2390  2    2 
REACTION   (6-C-13(P,EL)6-C-13,,DA,,RTH)                          O2390  2    3 
DETECTOR   (SIBAR) two silicon surface barrier detectors mounted  O2390  2    4 
           on a rotatable platform in a large scattering chamber  O2390  2    5 
           of one meter diam. The elastic proton scattering was   O2390  2    6 
           obtained by using a 2 mm thick silicon detector in     O2390  2    7 
           conjunction with a 2.6 mm thick aluminum absorber.     O2390  2    8 
STATUS     (CURVE) fig.2 from Phys.Rev.,C38(1988)517              O2390  2    9 
ENDBIB               7          0                                 O2390  2   10 
COMMON               2          3                                 O2390  2   11 
ANG-ERR-D  ERR-DIG                                                O2390  2   12 
ADEG       PER-CENT                                               O2390  2   13 
  0.6         1.5                                                 O2390  2   14 
ENDCOMMON            3          0                                 O2390  2   15 
DATA                 3         19                                 O2390  2   16 
ANG-CM     DATA       DATA-ERR                                    O2390  2   17 
ADEG       NO-DIM     NO-DIM                                      O2390  2   18 
        5.4      0.449                                            O2390  2   19 
        9.8      1.393                                            O2390  2   20 
       14.8      5.342                                            O2390  2   21 
       20.6     12.298                                            O2390  2   22 
       25.8     18.012                                            O2390  2   23 
       31.5     20.756                                            O2390  2   24 
       37.7     19.788                                            O2390  2   25 
       43.0     15.493                                            O2390  2   26 
       51.6     11.439                                            O2390  2   27 
       58.1     15.088                                            O2390  2   28 
       64.7     21.502                                            O2390  2   29 
       69.3     25.961                                            O2390  2   30 
       75.6     30.262                                            O2390  2   31 
       79.9     26.923                                            O2390  2   32 
       84.6     25.088                                            O2390  2   33 
       95.2     13.227      1.119                                 O2390  2   34 
      104.1      8.797      0.670                                 O2390  2   35 
      115.2      6.905      0.849                                 O2390  2   36 
      125.6      5.380      0.523                                 O2390  2   37 
ENDDATA             21          0                                 O2390  2   38 
ENDSUBENT           37          0                                 O2390  299999 
SUBENT        O2390003   20191126                             O073O2390  3    1 
BIB                  3          7                                 O2390  3    2 
REACTION   (6-C-13(P,A)5-B-10,PAR,DA)                             O2390  3    3 
DETECTOR   (SIBAR) two silicon surface barrier detectors mounted  O2390  3    4 
           on a rotatable platform in a large scattering chamber  O2390  3    5 
           of one meter diam. The two detectors, with a thickness O2390  3    6 
           of 400 mu-m sufficient to stop 29 MeV alpha particles, O2390  3    7 
           were angularly separated by 5 deg.                     O2390  3    8 
STATUS     (CURVE) fig.3 from Phys.Rev.,C38(1988)517              O2390  3    9 
ENDBIB               7          0                                 O2390  3   10 
COMMON               2          3                                 O2390  3   11 
ANG-ERR-D  ERR-DIG                                                O2390  3   12 
ADEG       PER-CENT                                               O2390  3   13 
  0.4         0.7                                                 O2390  3   14 
ENDCOMMON            3          0                                 O2390  3   15 
DATA                 4        297                                 O2390  3   16 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         O2390  3   17 
MEV        ADEG       MU-B/SR    MU-B/SR                          O2390  3   18 
       0.00        5.0     532.74      36.83                      O2390  3   19 
       0.00        9.1     641.13      49.43                      O2390  3   20 
       0.00       11.6     509.13      47.44                      O2390  3   21 
       0.00       14.9     497.72      54.54                      O2390  3   22 
       0.00       18.3     472.31      36.41                      O2390  3   23 
       0.00       20.9     400.99      40.65                      O2390  3   24 
       0.00       23.9     489.86      53.69                      O2390  3   25 
       0.00       27.3     493.31      45.98                      O2390  3   26 
       0.00       29.8     523.36      61.68                      O2390  3   27 
       0.00       32.6     444.31      45.03                      O2390  3   28 
       0.00       34.8     515.33      31.55                      O2390  3   29 
       0.00       38.3     580.12      40.11                      O2390  3   30 
       0.00       41.0     467.56      32.32                      O2390  3   31 
       0.00       44.4     530.27      48.80                      O2390  3   32 
       0.00       47.7     433.75      34.03                      O2390  3   33 
       0.00       48.4     446.80      30.89                      O2390  3   34 
       0.00       50.3     443.39      27.15                      O2390  3   35 
       0.00       52.5     341.81      26.82                      O2390  3   36 
       0.00       55.7     381.94      29.45                      O2390  3   37 
       0.00       58.9     331.55      25.56                      O2390  3   38 
       0.00       61.2     362.36      27.94                      O2390  3   39 
       0.00       63.9     298.63      25.42                      O2390  3   40 
       0.00       67.1     271.04      16.60                      O2390  3   41 
       0.00       69.8     255.33      18.28                      O2390  3   42 
       0.00       72.6     244.12      24.75                      O2390  3   43 
       0.00       74.9     213.51      19.90                      O2390  3   44 
       0.00       77.6     192.37      25.89                      O2390  3   45 
       0.00       79.8     143.95      13.42                      O2390  3   46 
       0.00       82.4     111.79      13.17                      O2390  3   47 
       0.00       85.5      98.50      10.79                      O2390  3   48 
       0.00       87.8      68.94      10.45                      O2390  3   49 
       0.00       90.3      97.71      16.49                      O2390  3   50 
       0.00       94.0     101.37      15.36                      O2390  3   51 
       0.00       95.8      69.91       7.09                      O2390  3   52 
       0.00       99.1     102.06      11.18                      O2390  3   53 
       0.72        5.0     238.23      24.64                      O2390  3   54 
       0.72        8.5     201.63      23.01                      O2390  3   55 
       0.72       11.3     150.04      22.06                      O2390  3   56 
       0.72       14.4     102.73      11.72                      O2390  3   57 
       0.72       17.5      53.56      10.19                      O2390  3   58 
       0.72       21.1      29.89       7.91                      O2390  3   59 
       0.72       23.7      18.69       5.30                      O2390  3   60 
       0.72       27.5      19.70       6.77                      O2390  3   61 
       0.72       30.0      18.26       4.66                      O2390  3   62 
       0.72       32.7      20.14       4.57                      O2390  3   63 
       0.72       35.6      29.86       4.96                      O2390  3   64 
       0.72       38.0      36.35       5.62                      O2390  3   65 
       0.72       41.3      39.49       5.77                      O2390  3   66 
       0.72       44.1      38.89       6.02                      O2390  3   67 
       0.72       47.2      43.89       6.41                      O2390  3   68 
       0.72       49.5      43.89       6.79                      O2390  3   69 
       0.72       52.5      43.22       6.69                      O2390  3   70 
       0.72       55.3      33.66       4.91                      O2390  3   71 
       0.72       58.1      20.11       4.01                      O2390  3   72 
       0.72       62.5      17.02       3.24                      O2390  3   73 
       0.72       65.5      14.62       3.32                      O2390  3   74 
       0.72       66.9       9.14       2.68                      O2390  3   75 
       0.72       69.9       5.89       2.39                      O2390  3   76 
       0.72       73.0       5.85       2.37                      O2390  3   77 
       0.72       74.8       8.93       1.94                      O2390  3   78 
       0.72       78.4       9.71       2.95                      O2390  3   79 
       0.72       80.0      11.38       3.79                      O2390  3   80 
       0.72       82.9      14.38       4.08                      O2390  3   81 
       0.72       85.9      17.38       3.43                      O2390  3   82 
       0.72       90.7      21.97       4.18                      O2390  3   83 
       0.72       94.0      25.95       3.79                      O2390  3   84 
       0.72       97.0      23.51       3.84                      O2390  3   85 
       0.72       98.9      20.05       4.36                      O2390  3   86 
       1.74        3.9     528.57      39.06                      O2390  3   87 
       1.74        8.4     489.30      39.62                      O2390  3   88 
       1.74       10.7     343.68      39.72                      O2390  3   89 
       1.74       13.8     223.54      15.99                      O2390  3   90 
       1.74       17.2     153.42      17.40                      O2390  3   91 
       1.74       19.8     101.34      14.12                      O2390  3   92 
       1.74       23.1      85.57      14.20                      O2390  3   93 
