ENTRY            O2194   20140602                             O053O219400000001 
SUBENT        O2194001   20140602                             O053O219400100001 
BIB                 11         30                                 O219400100002 
TITLE      Study of internal structures of 9,10Be and 10B in      O219400100003 
           scattering of 4He from 9Be.                            O219400100004 
AUTHOR     (S.M.Lukyanov, A.S.Denikin, E.I.Voskoboynik,           O219400100005 
           S.V.Khlebnikov, M.N.Harakeh, V.A.Maslov,               O219400100006 
           Yu.E.Penionzhkevich, Yu.G.Sobolev, W.H.Trzaska,        O219400100007 
           G.P.Tyurin, K.A.Kuterbekov)                            O219400100008 
INSTITUTE  (4ZZZDUB)                                              O219400100009 
           (2SF JYV)                                              O219400100010 
           (4RUSRI)                                               O219400100011 
           (2NEDKVI)                                              O219400100012 
           (2FR GAN)                                              O219400100013 
           (4RUSMIF)                                              O219400100014 
           (4KASKAS) Eurasian Gumilev University, Astana,         O219400100015 
                     Kazakhstan                                   O219400100016 
REFERENCE  (J,JP/G,41,035102,2014)                                O219400100017 
FACILITY   (CYCLO,2SF JYV)                                        O219400100018 
DETECTOR   (TELES,SI,SILI) two telescopes each consisting of      O219400100019 
           Si-Si(Li) detectors with thicknesses of 100 mum and    O219400100020 
           3 mm, respectively, were used.                         O219400100021 
SAMPLE     The self-supporting Be target was prepared from a 99%  O219400100022 
           pure thin foil of beryllium. The target thickness was  O219400100023 
           7 mum. Peaks due to carbon and oxygen contaminations   O219400100024 
           were not observed in the energy spectra.               O219400100025 
METHOD     (EDE)                                                  O219400100026 
ERR-ANALYS (DATA-ERR).No information on source of uncertianty     O219400100027 
STATUS     (TABLE) Table data was received from Dr.E.Voskoboynik  O219400100028 
           for J,JP/G,41,035102,2014                              O219400100029 
           (APRVD).By Dr.E.Voskoboynik                            O219400100030 
HISTORY    (20140602C) S.B                                        O219400100031 
           (20140601R).Table data was received                    O219400100032 
ENDBIB              30          0                                 O219400100033 
COMMON               1          3                                 O219400100034 
EN                                                                O219400100035 
MEV                                                               O219400100036 
63.                                                               O219400100037 
ENDCOMMON            3          0                                 O219400100038 
ENDSUBENT           37          0                                 O219400199999 
SUBENT        O2194002   20140602                             O053O219400200001 
BIB                  3          6                                 O219400200002 
REACTION   (4-BE-9(A,INL)4-BE-9,PAR,DA)                           O219400200003 
EN-SEC     (E-LVL,4-BE-9)                                         O219400200004 
LEVEL-PROP (4-BE-9,E-LVL=0.00,SPIN=1.5,PARITY=-1.)                O219400200005 
           (4-BE-9,E-LVL=2.43,SPIN=2.5,PARITY=-1.)                O219400200006 
           (4-BE-9,E-LVL=6.76,SPIN=3.5,PARITY=-1.)                O219400200007 
           (4-BE-9,E-LVL=11.28,SPIN=4.5,PARITY=-1.)               O219400200008 
ENDBIB               6          0                                 O219400200009 
NOCOMMON             0          0                                 O219400200010 
DATA                 4        119                                 O219400200011 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         O219400200012 
MEV        ADEG       MB/SR      MB/SR                            O219400200013 
0.00       25.2       55.4       0.431                            O219400200014 
0.00       34.4       16.0       0.174                            O219400200015 
0.00       38.6       20.5       0.22                             O219400200016 
0.00       38.7       17.3       0.246                            O219400200017 
0.00       44.2       11.9       0.0782                           O219400200018 
0.00       45.6       10.5       0.105                            O219400200019 
0.00       47.8       6.45       0.114                            O219400200020 
0.00       48.4       6.95       0.084                            O219400200021 
0.00       51.8       4.89       0.111                            O219400200022 
0.00       52.5       4.59       0.0484                           O219400200023 
0.00       53.9       6.17       0.0455                           O219400200024 
0.00       55.2       3.69       0.0602                           O219400200025 
0.00       57.3       4.6        0.0504                           O219400200026 
0.00       58.7       5.0        0.0749                           O219400200027 
0.00       59.3       2.96       0.0645                           O219400200028 
0.00       59.3       4.95       0.0329                           O219400200029 
0.00       61.4       3.43       0.0612                           O219400200030 
0.00       62.0       3.15       0.0577                           O219400200031 
0.00       66.0       2.8        0.0368                           O219400200032 
0.00       66.7       1.95       0.0266                           O219400200033 
0.00       69.9       2.45       0.0298                           O219400200034 
0.00       71.9       1.84       0.0209                           O219400200035 
0.00       71.9       2.08       0.0565                           O219400200036 
0.00       72.6       2.27       0.0433                           O219400200037 
0.00       74.5       1.98       0.0378                           O219400200038 
0.00       74.5       2.0        0.0596                           O219400200039 
0.00       76.5       2.22       0.0342                           O219400200040 
0.00       78.3       1.65       0.0296                           O219400200041 
0.00       80.3       1.43       0.0131                           O219400200042 
0.00       82.1       1.17       0.0216                           O219400200043 
0.00       84.0       0.988      0.0135                           O219400200044 
0.00       84.7       0.988      0.0301                           O219400200045 
0.00       86.7       0.802      0.0124                           O219400200046 
0.00       88.3       0.811      0.0218                           O219400200047 
0.00       90.3       0.778      0.0104                           O219400200048 
0.00       91.9       0.532      0.00843                          O219400200049 
0.00       94.7       0.854      0.0232                           O219400200050 
0.00       95.4       0.505      0.0102                           O219400200051 
0.00       98.0       0.395      0.00918                          O219400200052 
0.00       101.4      0.27       0.00653                          O219400200053 
0.00       105.5      0.376      0.0163                           O219400200054 
0.00       111.4      0.395      0.00742                          O219400200055 
2.43       34.4       6.78       0.113                            O219400200056 
2.43       38.6       3.82       0.095                            O219400200057 
2.43       44.2       5.94       0.0553                           O219400200058 
2.43       48.4       6.85       0.0834                           O219400200059 
2.43       53.9       5.05       0.0411                           O219400200060 
2.43       59.3       3.5        0.0277                           O219400200061 
2.43       62.0       3.09       0.0451                           O219400200062 
2.43       65.4       2.28       0.0355                           O219400200063 
2.43       66.0       2.89       0.0373                           O219400200064 
2.43       66.7       2.31       0.0289                           O219400200065 
2.43       69.9       2.62       0.0308                           O219400200066 
2.43       71.9       1.76       0.052                            O219400200067 
