ENTRY            O1429   20080424                             O036O142900000001 
SUBENT        O1429001   20080424                             O036O142900100001 
BIB                 12         32                                 O142900100002 
TITLE      Absence of the threshold anomaly in the elastic        O142900100003 
           scattering of the weakly bound projectile 7-Li on 27-AlO142900100004 
REFERENCE  (J,PR/C,73,054603,2006)                                O142900100005 
           (J,NP/A,787,484,2007)                                  O142900100006 
AUTHOR     (J.M.Figueira, D.Abriola, J.O.Fernandez-Niello,        O142900100007 
           A.Arazi, O.A.Capurro, E.De Barbara, G.V.Marti,         O142900100008 
           D.Martinez-Heimann, A.J.Pacheco, J.E.Testoni, I.Padron,O142900100009 
           P.R.S.Gomes, J.Lubian)                                 O142900100010 
INSTITUTE  (3ARGCNE) Laboratory TANDAR.                           O142900100011 
           (3BZLUFF) Institute of Physics.                        O142900100012 
PART-DET   (3-LI-7)                                               O142900100013 
DETECTOR   (SIBAR) A set of eight silicon surface-barrier         O142900100014 
           detectors was used to measure the elastic scattering   O142900100015 
           cross sections at different angles.  These angular     O142900100016 
           distributions were taken in steps of 2-5 degrees       O142900100017 
           depending on the energy and angular range.  The angularO142900100018 
           resolution of each detector was less than 0.5 degree   O142900100019 
           and their energy resolution ranged from 0.5 to 1%.     O142900100020 
SAMPLE     The target was a 70 mug/cm2 thick 27-Al foil.          O142900100021 
FACILITY   (VDGT,3ARGCNE) 20 UD accelerator.                      O142900100022 
METHOD     (EXTB) Typical beam currents were below 50 nA.         O142900100023 
           (SITA) See SAMPLE.                                     O142900100024 
           (BCINT) An electron suppressed Faraday cup and a       O142900100025 
           monitor detector at 15 degree.                         O142900100026 
ERR-ANALYS (ERR-T) The estimated overall uncertainty of the       O142900100027 
           results ranges from 5 to 15%.                          O142900100028 
ADD-RES    (STRUC) Volume integrals.                              O142900100029 
           (POT)                                                  O142900100030 
HISTORY    (20060705C) By F.Ch                                    O142900100031 
           (20060621R) Data tables were received from J.M.        O142900100032 
            Figueira.                                             O142900100033 
           (20080424A) New reference was added.                   O142900100034 
ENDBIB              32          0                                 O142900100035 
NOCOMMON             0          0                                 O142900100036 
ENDSUBENT           35          0                                 O142900199999 
SUBENT        O1429002   20060706                             O027O142900200001 
BIB                  2          6                                 O142900200002 
REACTION   (13-AL-27(3-LI-7,EL)13-AL-27,,DA,,RTH)                 O142900200003 
COMMENT    -By authors.  Although no direct charge identification O142900200004 
           was performed in this experiment, transfer and         O142900200005 
           inelastic scattering channels can be easily separated  O142900200006 
           from the elastic peak since they contribute to         O142900200007 
           different position in the energy spectra.              O142900200008 
ENDBIB               6          0                                 O142900200009 
NOCOMMON             0          0                                 O142900200010 
DATA                 4        493                                 O142900200011 
EN         ANG-CM     DATA-CM    ERR-T                            O142900200012 
MEV        ADEG       NO-DIM     NO-DIM                           O142900200013 
         6.      25.09       1.01       0.01                      O142900200014 
         6.      28.81      1.002      0.003                      O142900200015 
         6.      30.05      1.001      0.003                      O142900200016 
         6.      32.53      1.004      0.005                      O142900200017 
         6.      34.99      0.999      0.003                      O142900200018 
         6.      37.54      1.007      0.003                      O142900200019 
         6.      41.21      0.993      0.003                      O142900200020 
         6.      42.43      0.993      0.004                      O142900200021 
         6.      44.86      0.992      0.005                      O142900200022 
         6.      47.28      0.989      0.003                      O142900200023 
         6.      49.77      1.009      0.008                      O142900200024 
         6.      56.93      0.991      0.008                      O142900200025 
         6.      61.72      1.001      0.009                      O142900200026 
         6.      79.92      0.994      0.016                      O142900200027 
         6.      94.92      0.985      0.011                      O142900200028 
         6.      98.04      0.984      0.009                      O142900200029 
         6.      99.07       0.97      0.012                      O142900200030 
         6.     101.12      0.956      0.013                      O142900200031 
         6.     103.14      0.982      0.009                      O142900200032 
         6.     105.03      0.962      0.012                      O142900200033 
         6.     106.02      0.963      0.022                      O142900200034 
         6.     108.01      0.969       0.01                      O142900200035 
         6.     108.01      0.973      0.022                      O142900200036 
         6.     108.99      0.952      0.013                      O142900200037 
         6.     110.04      0.966       0.02                      O142900200038 
         6.     110.94       0.95      0.015                      O142900200039 
         6.     111.98      0.957       0.02                      O142900200040 
         6.     112.88      0.948      0.011                      O142900200041 
         6.     113.91      0.992      0.021                      O142900200042 
         6.     115.81      0.959      0.017                      O142900200043 
         6.      117.7      0.989      0.017                      O142900200044 
         6.     119.64      0.994      0.023                      O142900200045 
         6.     121.49      0.956      0.021                      O142900200046 
         6.     123.33      0.982      0.024                      O142900200047 
         6.     125.14      0.954      0.019                      O142900200048 
         6.     126.94       0.95      0.019                      O142900200049 
         6.     128.79      0.926      0.026                      O142900200050 
         6.     130.55      0.949      0.027                      O142900200051 
         6.      132.3      0.918      0.027                      O142900200052 
         6.     134.03      0.931      0.023                      O142900200053 
         6.     135.75       0.95      0.021                      O142900200054 
         6.     139.12      0.971      0.028                      O142900200055 
         6.     140.79      0.969      0.031                      O142900200056 
         6.     142.45      0.919      0.024                      O142900200057 
         6.     144.09      0.927      0.023                      O142900200058 
         6.     145.71      0.926       0.02                      O142900200059 
         6.     147.33      0.923      0.018                      O142900200060 
         6.     148.93      0.942       0.02                      O142900200061 
         6.     150.53      0.913      0.016                      O142900200062 
         6.     152.11      0.937      0.015                      O142900200063 
         6.     153.65      0.961      0.019                      O142900200064 
         6.     155.21      0.917      0.017                      O142900200065 
         6.     156.77      0.934      0.019                      O142900200066 
