ENTRY            O0860   20120520                             O048O086000000001 
SUBENT        O0860001   20120520                             O048O086000100001 
BIB                 11         37                                 O086000100002 
TITLE       RBS and ERD cross-sections and optical model          O086000100003 
           parameters for the analysis of lithium, boron and      O086000100004 
           nickel                                                 O086000100005 
AUTHOR     (A.Nurmela, P.Pusa, E.Rauhala, J.Raisanen)             O086000100006 
REFERENCE  (J,NIM/B,161-163,130,2000)                             O086000100007 
INSTITUTE  (2SF HLS) Accelerator laboratory, university of        O086000100008 
            Helsinki                                              O086000100009 
           (2SF JYV) University of Jyvaskyla, department of       O086000100010 
           physics                                                O086000100011 
FACILITY   (VDGT,2SF HLS)                                         O086000100012 
METHOD     (SITA)                                                 O086000100013 
           (EXTB) The charge states were chosen as +2 at energies O086000100014 
           below 13.0 MeV and +3 for higher energies for the      O086000100015 
           lithium ions. For the boron ions the charge stated wereO086000100016 
           +3 for energies below 19.1 MeV and +4 for higher       O086000100017 
           energies.                                              O086000100018 
DETECTOR   (SIBAR) Three surface barrier detectors were applied   O086000100019 
           simultaneously at laboratory scattering angles of      O086000100020 
           89-135 degrees.                                        O086000100021 
           The sample for the lithium bombardments was made of    O086000100022 
           100 nm thick gold leaf on which a 60 nm nickel film wasO086000100023 
           evaporated.  On this structure a 10 nm gold film was   O086000100024 
           further evaporated to prevent nickel emission from the O086000100025 
           gold leaf.  For the boron measurements the gold leaf   O086000100026 
           substrate was replaced by silicin waffer.  Thin films  O086000100027 
           of gold, nickel and gold, with thicknesses of 90, 60   O086000100028 
           and 10 nm were again evaporated on the substrate.      O086000100029 
ADD-RES    (POT) Optical model parameters for lithium and boron.  O086000100030 
           By kinematically reversing the reaction the ERD data ofO086000100031 
           Li(Ni,Li)Ni and B(Ni,B)Ni reactions have been          O086000100032 
           calculated.                                            O086000100033 
MISC-COL   (MISC) Optical model results                           O086000100034 
STATUS     (TABLE) Tbl.1,2 from NIM/B,161-163,130,2000            O086000100035 
HISTORY    (20010503C)                                            O086000100036 
           (20030501U) Last checking has been done.               O086000100037 
           (20120520A) SD: Vol. of ref. on NIM/B,161 corrected.   O086000100038 
               Col. EN and ANG were swapped in Subents 2,3        O086000100039 
ENDBIB              37          0                                 O086000100040 
COMMON               1          3                                 O086000100041 
ANG-RSL                                                           O086000100042 
ADEG                                                              O086000100043 
  1.5                                                             O086000100044 
ENDCOMMON            3          0                                 O086000100045 
ENDSUBENT           44          0                                 O086000199999 
SUBENT        O0860002   20120520                             O048O086000200001 
BIB                  4          5                                 O086000200002 
REACTION   (28-NI-0(3-LI-7,EL)28-NI-0,,DA,,RTH)                   O086000200003 
PART-DET   (3-LI-7)                                               O086000200004 
ERR-ANALYS (ERR-S,1.,4.)                                          O086000200005 
HISTORY    (20120520A) SD: Col. EN and ANG were swapped.          O086000200006 
            COMMON deleted; ERR-ANALYS added.                     O086000200007 
ENDBIB               5          0                                 O086000200008 
NOCOMMON             0          0                                 O086000200009 
DATA                 4        100                                 O086000200010 
ANG        EN         DATA       MISC                             O086000200011 
ADEG       MEV        NO-DIM     NO-DIM                           O086000200012 
       115.       7.82         1.         1.                      O086000200013 
       115.       8.83       0.99         1.                      O086000200014 
       115.       9.34       1.01         1.                      O086000200015 
       115.       9.84         1.         1.                      O086000200016 
       115.      10.35       0.93         1.                      O086000200017 
       115.      10.45       0.95         1.                      O086000200018 
       115.      10.55       0.98         1.                      O086000200019 
       115.      10.65       1.01         1.                      O086000200020 
       115.      10.75       0.97         1.                      O086000200021 
       115.      10.85       0.93       0.99                      O086000200022 
       115.      10.95       0.97       0.99                      O086000200023 
       115.      11.05       0.94       0.99                      O086000200024 
       115.      11.15       0.99       0.99                      O086000200025 
       115.      11.25       0.93       0.99                      O086000200026 
       115.      11.35       0.98       0.98                      O086000200027 
       115.      11.45       0.98       0.98                      O086000200028 
       115.      11.56       0.97       0.98                      O086000200029 
       115.      11.66       0.95       0.97                      O086000200030 
       115.      11.76       0.92       0.97                      O086000200031 
       115.      11.86       0.91       0.96                      O086000200032 
       115.      11.96       0.96       0.96                      O086000200033 
       115.      12.06       0.89       0.95                      O086000200034 
       115.      12.16       0.93       0.94                      O086000200035 
       115.      12.26       0.93       0.93                      O086000200036 
       115.      12.36       0.91       0.92                      O086000200037 
       115.      12.46       0.88       0.91                      O086000200038 
       115.      12.56       0.81        0.9                      O086000200039 
       115.      12.66       0.88       0.88                      O086000200040 
       115.      12.76       0.84       0.86                      O086000200041 
       115.      12.86       0.85       0.85                      O086000200042 
       115.      12.96       0.83       0.82                      O086000200043 
       115.      13.06       0.81        0.8                      O086000200044 
       115.      13.16       0.69       0.78                      O086000200045 
       115.      13.27       0.69       0.75                      O086000200046 
       115.      13.37       0.66       0.72                      O086000200047 
       115.      13.47       0.81        0.7                      O086000200048 
       115.      13.57       0.71       0.66                      O086000200049 
       115.      13.67       0.78       0.63                      O086000200050 
       115.      13.77       0.65        0.6                      O086000200051 
       115.      13.87       0.56       0.57                      O086000200052 
       115.      13.97       0.56       0.53                      O086000200053 
       115.      14.07       0.52        0.5                      O086000200054 
       115.      14.17       0.46       0.47                      O086000200055 
       115.      14.27       0.44       0.44                      O086000200056 
       115.      14.37       0.44       0.42                      O086000200057 
       115.      14.47       0.39       0.39                      O086000200058 
       115.      14.57       0.37       0.37                      O086000200059 
       115.      14.67       0.35       0.36                      O086000200060 
       115.      14.77       0.35       0.34                      O086000200061 
       115.      14.87       0.33       0.33                      O086000200062 
       135.       7.82       1.02         1.                      O086000200063 
       135.       8.83       0.99         1.                      O086000200064 
       135.       9.34         1.         1.                      O086000200065 
       135.       9.84       0.99         1.                      O086000200066 
       135.      10.35       0.99         1.                      O086000200067 
       135.      10.45       1.01         1.                      O086000200068 
       135.      10.55       0.96       0.99                      O086000200069 
       135.      10.65       1.04       0.99                      O086000200070 
       135.      10.75       1.03       0.99                      O086000200071 
       135.      10.85         1.       0.99                      O086000200072 
       135.      10.95         1.       0.99                      O086000200073 
       135.      11.05       0.98       0.99                      O086000200074 
       135.      11.15       0.99       0.98                      O086000200075 
