ENTRY            O0180   20200317                             O076O0180  0    1 
SUBENT        O0180001   20200317                             O076O0180  1    1 
BIB                 12         29                                 O0180  1    2 
TITLE      Preequilibrium proton emission induced by 80 and       O0180  1    3 
           120 MeV protons incident on Zr-90                      O0180  1    4 
AUTHOR     (A.A.Cowley,A.Van Kent,J.J.Lawrie,S.V.Fortsch,         O0180  1    5 
           D.M.Whittal,J.V.Pilcher,F.D.Smit,W.A.Richter,          O0180  1    6 
           R.Lindsay,I.J.Van Heerden,R.Bonetti,P.E.Hodgson)       O0180  1    7 
INSTITUTE  (3SAFNAC,3SAFSTL,2ITYMIL,2UK OXF)                      O0180  1    8 
           (3SAFSAF) University of the Western Cape               O0180  1    9 
REFERENCE  (J,PR/C,43,678,1991)                                   O0180  1   10 
           (W,COWLEY,19960307) Data Table.                        O0180  1   11 
FACILITY   (CYCLO,3SAFNAC)                                        O0180  1   12 
SAMPLE     A highly uniform Zr-90 foil of thickness 10.1 mg/cm**2,O0180  1   13 
           enriched to 97.7% in Zr-90 /isotopic impurities includeO0180  1   14 
            0.96% Zr-91 and 0.71% Zr-92/.                         O0180  1   15 
ADD-RES    (COMP) Statistical Multistep Direct Calculations.      O0180  1   16 
DETECTOR   (TELES,SI,NAICR) The detector telescope consisted  of  O0180  1   17 
           two Si(delta E) detectors of 150 and 1000 mum,         O0180  1   18 
           respectively, followed by a 75 mm diameter 125 mm      O0180  1   19 
           thick Na-I(Tl) detector.                               O0180  1   20 
METHOD     (SITA,EDE)                                             O0180  1   21 
           An active collimator has been used                     O0180  1   22 
ERR-ANALYS (DATA-ERR) No information about source of uncertainty  O0180  1   23 
            (probably statistical)                                O0180  1   24 
           (ERR-S,,2.) Statistical error                          O0180  1   25 
           (ERR-SYS,,10.) The overall systematic error is         O0180  1   26 
           estimated at less than 10%.                            O0180  1   27 
STATUS     (TABLE) Data table has been received from A.A.Cowley.  O0180  1   28 
HISTORY    (19960215C)                                            O0180  1   29 
           (19960815U) Last checking has been done.               O0180  1   30 
           (20200317A) SD: BIB updated. Subents 002-046 merged.   O0180  1   31 
ENDBIB              29          0                                 O0180  1   32 
COMMON               1          3                                 O0180  1   33 
EN-ERR                                                            O0180  1   34 
MEV                                                               O0180  1   35 
        0.5                                                       O0180  1   36 
ENDCOMMON            3          0                                 O0180  1   37 
ENDSUBENT           36          0                                 O0180  199999 
SUBENT        O0180002   20200317                             O076O0180  2    1 
BIB                  2          4                                 O0180  2    2 
REACTION   (40-ZR-90(P,X)1-H-1,,DA/DE)                            O0180  2    3 
HISTORY    (20200317A) SD: SF3=INL ->X; SF4=Zr-90 -> H-1; SF9=EXP O0180  2    4 
           deleted from REACTION code. EN-SEC deleted.            O0180  2    5 
           Data from Subents 003-046 added.                       O0180  2    6 
ENDBIB               4          0                                 O0180  2    7 
NOCOMMON             0          0                                 O0180  2    8 
DATA                 5        463                                 O0180  2    9 
EN         E          ANG        DATA       DATA-ERR              O0180  2   10 
MEV        MEV        ADEG       MB/SR/MEV  MB/SR/MEV             O0180  2   11 
        80.        22.        24.      2.726      0.026           O0180  2   12 
        80.        22.        35.      2.047      0.009           O0180  2   13 
        80.        22.        45.      1.980      0.009           O0180  2   14 
        80.        22.        56.      1.563      0.009           O0180  2   15 
        80.        22.        69.      1.191      0.005           O0180  2   16 
        80.        22.        82.      0.893      0.004           O0180  2   17 
        80.        22.        95.      0.667      0.002           O0180  2   18 
        80.        22.       106.      0.539      0.002           O0180  2   19 
        80.        22.       121.      0.441      0.002           O0180  2   20 
        80.        22.       134.      0.385      0.001           O0180  2   21 
        80.        22.       145.      0.353      0.001           O0180  2   22 
        80.        26.        24.      2.928      0.027           O0180  2   23 
        80.        26.        35.      2.133      0.009           O0180  2   24 
        80.        26.        45.      2.022      0.009           O0180  2   25 
        80.        26.        56.      1.537      0.009           O0180  2   26 
        80.        26.        69.      1.107      0.005           O0180  2   27 
        80.        26.        82.      0.784      0.003           O0180  2   28 
        80.        26.        95.      0.555      0.002           O0180  2   29 
        80.        26.       106.      0.422      0.001           O0180  2   30 
        80.        26.       121.      0.329      0.001           O0180  2   31 
        80.        26.       134.      0.275      0.001           O0180  2   32 
        80.        26.       145.      0.248      0.001           O0180  2   33 
        80.        30.        24.      3.062      0.028           O0180  2   34 
        80.        30.        35.      2.193      0.009           O0180  2   35 
        80.        30.        45.      2.013      0.009           O0180  2   36 
        80.        30.        56.      1.469      0.008           O0180  2   37 
        80.        30.        69.      1.008      0.005           O0180  2   38 
        80.        30.        82.      0.671      0.003           O0180  2   39 
        80.        30.        95.      0.445      0.002           O0180  2   40 
        80.        30.       106.      0.324      0.001           O0180  2   41 
        80.        30.       121.      0.240      0.001           O0180  2   42 
        80.        30.       134.      0.193      0.001           O0180  2   43 
        80.        30.       145.      0.170      0.001           O0180  2   44 
        80.        34.        24.      3.223      0.029           O0180  2   45 
        80.        34.        35.      2.245      0.009           O0180  2   46 
        80.        34.        45.      1.996      0.009           O0180  2   47 
        80.        34.        56.      1.408      0.008           O0180  2   48 
        80.        34.        69.      0.905      0.005           O0180  2   49 
        80.        34.        82.      0.567      0.003           O0180  2   50 
        80.        34.        95.      0.352      0.001           O0180  2   51 
        80.        34.       106.      0.245      0.001           O0180  2   52 
        80.        34.       121.      0.171      0.001           O0180  2   53 
        80.        34.       134.      0.133      0.001           O0180  2   54 
        80.        34.       145.      0.113      0.001           O0180  2   55 
        80.        38.        24.      3.312      0.029           O0180  2   56 
        80.        38.        35.      2.249      0.009           O0180  2   57 
        80.        38.        45.      1.959      0.009           O0180  2   58 
        80.        38.        56.      1.325      0.008           O0180  2   59 
        80.        38.        69.      0.798      0.004           O0180  2   60 
        80.        38.        82.      0.447      0.003           O0180  2   61 
        80.        38.        95.      0.271      0.001           O0180  2   62 
        80.        38.       106.      0.181      0.001           O0180  2   63 
        80.        38.       121.      0.121      0.001           O0180  2   64 
