ENTRY            O2460   20200408                             O077O2460  0    1 
SUBENT        O2460001   20200408                             O077O2460  1    1 
BIB                 12         25                                 O2460  1    2 
TITLE      Measurement of differential cross sections of          O2460  1    3 
           deuteron elastic scattering on 31P for EBS purposes    O2460  1    4 
AUTHOR     (E.Ntemou,N.Bligoura,X.Aslanoglou,M.Kokkoris,          O2460  1    5 
           A.Lagoyannis, F.Maragkos,P.Misaelides,N.Patronis,      O2460  1    6 
           K.Preketes-Sigalas)                                    O2460  1    7 
INSTITUTE  (2GRCTUA,2GRCIOA,2GRCATH,2GRCARU)                      O2460  1    8 
REFERENCE  (J,NIM/B,459,84,2019)                                  O2460  1    9 
           #doi:10.1016/j.nimb.2019.08.030                        O2460  1   10 
FACILITY   (VDGT,2GRCATH)                                         O2460  1   11 
INC-SPECT  The mean deuteron beam energy determined at half of    O2460  1   12 
           the target's thickness. The energy loss, the energy    O2460  1   13 
           straggling as well as the description of the target    O2460  1   14 
           were carried out using the SIMNRA (v. 6.94) code.      O2460  1   15 
SAMPLE     High-purity GaP powder evaporated on top of a thin C   O2460  1   16 
           stripping foil. Ga added for normalization purposes.   O2460  1   17 
DETECTOR   (SIBAR) Five detectors positioned at 130, 140, 150,    O2460  1   18 
           160, and 170 degrees.                                  O2460  1   19 
MONITOR    (31-GA-0(D,EL)31-GA-0,,DA,,RTH)                        O2460  1   20 
ERR-ANALYS (ERR-S) Total statistical uncertainty including:       O2460  1   21 
            - uncertainty of the experimental yields determined   O2460  1   22 
            by fitting of the experimental spectra. Less than     O2460  1   23 
            2.5% in all cases.                                    O2460  1   24 
            - uncertainty of the target thickness - 4%.           O2460  1   25 
STATUS     (APRVD) Proof-read by E.Ntemou (2020-05-07)            O2460  1   26 
HISTORY    (20200408C) VS                                         O2460  1   27 
ENDBIB              25          0                                 O2460  1   28 
NOCOMMON             0          0                                 O2460  1   29 
ENDSUBENT           28          0                                 O2460  199999 
SUBENT        O2460002   20200408                             O077O2460  2    1 
BIB                  2          3                                 O2460  2    2 
REACTION   (15-P-31(D,EL)15-P-31,,DA)                             O2460  2    3 
STATUS     (TABLE) Data plotted on Fig 4 submitted by E.Ntemou to O2460  2    4 
           IBANDL                                                 O2460  2    5 
ENDBIB               3          0                                 O2460  2    6 
NOCOMMON             0          0                                 O2460  2    7 
DATA                 5        273                                 O2460  2    8 
ANG        EN         EN-ERR     DATA       ERR-S                 O2460  2    9 
       140.   2030.000      6.000     67.900      2.900           O2460  2  116 
       140.   2050.000      6.000     69.000      3.000           O2460  2  117 
       140.   2070.000      6.000     70.000      3.000           O2460  2  118 
       140.   2090.000      6.000     68.400      2.900           O2460  2  119 
       140.   2110.000      6.000     59.300      2.500           O2460  2  120 
       140.   2131.000      6.000     62.700      2.700           O2460  2  121 
       140.   2151.000      6.000     56.000      2.400           O2460  2  122 
       140.   2161.000      6.000     58.900      2.500           O2460  2  123 
       140.   2171.000      6.000     56.400      2.400           O2460  2  124 
       140.   2181.000      6.000     57.900      2.500           O2460  2  125 
       140.   2191.000      6.000     55.800      2.400           O2460  2  126 
       140.   2201.000      6.000     54.100      2.300           O2460  2  127 
       140.   2211.000      6.000     52.900      2.200           O2460  2  128 
       140.   2221.000      6.000     54.300      2.300           O2460  2  129 
       140.   2231.000      6.000     52.800      2.300           O2460  2  130 
       140.   2251.000      6.000     50.000      2.100           O2460  2  131 
       140.   2271.000      6.000     51.800      2.200           O2460  2  132 
       140.   2291.000      6.000     47.900      2.000           O2460  2  133 
       140.   2321.000      6.000     46.500      2.000           O2460  2  134 
       140.   2351.000      6.000     43.500      1.900           O2460  2  135 
       140.   2392.000      6.000     42.500      1.800           O2460  2  136 
       150.   1427.000      6.000    151.000      7.000           O2460  2  137 
       150.   1457.000      6.000    140.000      6.000           O2460  2  138 
       150.   1487.000      6.000    132.000      6.000           O2460  2  139 
       150.   1507.000      6.000    131.000      6.000           O2460  2  140 
       150.   1527.000      6.000    127.000      5.000           O2460  2  141 
       150.   1547.000      6.000    130.000      6.000           O2460  2  142 
       150.   1568.000      6.000    113.000      5.000           O2460  2  143 
       150.   1588.000      6.000    114.000      5.000           O2460  2  144 
       150.   1608.000      6.000    107.000      5.000           O2460  2  145 
       150.   1628.000      6.000    103.000      4.000           O2460  2  146 
       150.   1648.000      6.000    105.000      4.000           O2460  2  147 
       150.   1668.000      6.000     99.000      4.000           O2460  2  148 
       150.   1687.000      6.000     97.000      4.000           O2460  2  149 
       150.   1708.000      6.000     90.000      4.000           O2460  2  150 
       150.   1729.000      6.000     89.000      4.000           O2460  2  151 
       150.   1749.000      6.000     87.000      4.000           O2460  2  152 
       150.   1769.000      6.000     88.000      4.000           O2460  2  153 
       150.   1789.000      6.000     79.000      3.000           O2460  2  154 
       150.   1809.000      6.000     82.000      4.000           O2460  2  155 
       150.   1829.000      6.000     81.000      4.000           O2460  2  156 
       150.   1849.000      6.000     75.000      3.000           O2460  2  157 
       150.   1869.000      6.000     72.000      3.000           O2460  2  158 
       150.   1889.000      6.000     70.000      3.000           O2460  2  159 
       150.   1910.000      6.000     69.000      3.000           O2460  2  160 
       150.   1930.000      6.000     64.800      2.900           O2460  2  161 
       150.   1950.000      6.000     67.000      2.900           O2460  2  162 
       150.   1970.000      6.000     61.200      2.700           O2460  2  163 
       150.   1990.000      6.000     60.800      2.600           O2460  2  164 
       150.   2010.000      6.000     62.000      2.700           O2460  2  165 
       150.   2030.000      6.000     57.300      2.500           O2460  2  166 
       150.   2050.000      6.000     56.800      2.500           O2460  2  167 
       150.   2070.000      6.000     55.800      2.500           O2460  2  168 
       150.   2090.000      6.000     55.500      2.500           O2460  2  169 
       150.   2110.000      6.000     54.500      2.400           O2460  2  170 
       150.   2131.000      6.000     52.800      2.300           O2460  2  171 
       150.   2151.000      6.000     50.200      2.200           O2460  2  172 
       150.   2161.000      6.000     47.700      2.100           O2460  2  173 
       150.   2171.000      6.000     48.500      2.100           O2460  2  174 
       150.   2181.000      6.000     47.300      2.100           O2460  2  175 
       150.   2191.000      6.000     46.100      2.000           O2460  2  176 
       150.   2201.000      6.000     47.700      2.000           O2460  2  177 
       150.   2211.000      6.000     46.800      2.000           O2460  2  178 
       150.   2221.000      6.000     48.500      2.100           O2460  2  179 
       150.   2231.000      6.000     47.700      2.100           O2460  2  180 
       150.   2251.000      6.000     47.100      2.000           O2460  2  181 
       150.   2271.000      6.000     44.200      1.900           O2460  2  182 
       150.   2291.000      6.000     44.200      1.900           O2460  2  183 
       150.   2321.000      6.000     40.800      1.800           O2460  2  184 
       150.   2351.000      6.000     39.600      1.700           O2460  2  185 
       150.   2392.000      6.000     39.800      1.700           O2460  2  186 
       160.   1427.000      6.000    131.000      6.000           O2460  2  187 
       160.   1457.000      6.000    132.000      6.000           O2460  2  188 
       160.   1487.000      6.000    122.000      6.000           O2460  2  189 
       160.   1507.000      6.000    119.000      5.000           O2460  2  190 
       160.   1527.000      6.000    115.000      5.000           O2460  2  191 
       160.   1547.000      6.000    113.000      5.000           O2460  2  192 
       160.   1568.000      6.000    105.000      5.000           O2460  2  193 
       160.   1588.000      6.000    103.000      4.000           O2460  2  194 
       160.   1608.000      6.000    102.000      4.000           O2460  2  195 
       160.   1628.000      6.000     94.000      4.000           O2460  2  196 
       160.   1648.000      6.000     95.000      4.000           O2460  2  197 
       160.   1668.000      6.000     94.000      4.000           O2460  2  198 
       160.   1687.000      6.000     90.000      4.000           O2460  2  199 
       160.   1708.000      6.000     84.000      4.000           O2460  2  200 
       160.   1729.000      6.000     84.000      4.000           O2460  2  201 
       160.   1749.000      6.000     84.000      4.000           O2460  2  202 
       160.   1769.000      6.000     79.000      3.000           O2460  2  203 
       160.   1789.000      6.000     76.000      3.000           O2460  2  204 
       160.   1809.000      6.000     75.000      3.000           O2460  2  205 
       160.   1829.000      6.000     70.000      3.000           O2460  2  206 
       160.   1849.000      6.000     70.000      3.000           O2460  2  207 
       160.   1869.000      6.000     67.000      3.000           O2460  2  208 
       160.   1889.000      6.000     68.000      3.000           O2460  2  209 
       160.   1910.000      6.000     63.100      2.800           O2460  2  210 
       160.   1930.000      6.000     60.900      2.700           O2460  2  211 
       160.   1950.000      6.000     60.500      2.700           O2460  2  212 
       160.   1970.000      6.000     60.300      2.600           O2460  2  213 
       160.   1990.000      6.000     59.100      2.600           O2460  2  214 
       160.   2010.000      6.000     57.000      2.500           O2460  2  215 
       160.   2030.000      6.000     55.100      2.500           O2460  2  216 
       160.   2050.000      6.000     55.800      2.500           O2460  2  217 
       160.   2070.000      6.000     52.400      2.300           O2460  2  218 
       160.   2090.000      6.000     52.600      2.300           O2460  2  219 
       160.   2110.000      6.000     50.300      2.200           O2460  2  220 
       160.   2131.000      6.000     48.500      2.100           O2460  2  221 
       160.   2151.000      6.000     46.900      2.000           O2460  2  222 
       160.   2161.000      6.000     46.500      2.000           O2460  2  223 
       160.   2171.000      6.000     46.000      2.000           O2460  2  224 
       160.   2181.000      6.000     45.800      2.000           O2460  2  225 
       160.   2191.000      6.000     44.900      2.000           O2460  2  226 
       160.   2201.000      6.000     44.600      1.900           O2460  2  227 
       160.   2211.000      6.000     43.900      1.900           O2460  2  228 
       160.   2221.000      6.000     44.400      1.900           O2460  2  229 
       160.   2231.000      6.000     43.900      1.900           O2460  2  230 
       160.   2251.000      6.000     44.300      1.900           O2460  2  231 
       160.   2271.000      6.000     42.100      1.800           O2460  2  232 
       160.   2291.000      6.000     39.800      1.700           O2460  2  233 
       160.   2321.000      6.000     40.000      1.700           O2460  2  234 
       160.   2351.000      6.000     36.700      1.600           O2460  2  235 
       160.   2392.000      6.000     36.500      1.600           O2460  2  236 
       170.   1507.000      6.000    120.000      5.000           O2460  2  237 
       170.   1527.000      6.000    111.000      5.000           O2460  2  238 
       170.   1547.000      6.000    112.000      5.000           O2460  2  239 
       170.   1568.000      6.000    107.000      5.000           O2460  2  240 
       170.   1588.000      6.000    104.000      5.000           O2460  2  241 
       170.   1608.000      6.000    106.000      5.000           O2460  2  242 
       170.   1628.000      6.000    101.000      4.000           O2460  2  243 
       170.   1648.000      6.000     92.000      4.000           O2460  2  244 
       170.   1668.000      6.000     91.000      4.000           O2460  2  245 
       170.   1687.000      6.000     91.000      4.000           O2460  2  246 
       170.   1708.000      6.000     90.000      4.000           O2460  2  247 
       170.   1729.000      6.000     84.000      4.000           O2460  2  248 
       170.   1749.000      6.000     85.000      4.000           O2460  2  249 
       170.   1769.000      6.000     83.000      4.000           O2460  2  250 
       170.   1789.000      6.000     78.000      3.000           O2460  2  251 
       170.   1809.000      6.000     78.000      3.000           O2460  2  252 
       170.   1829.000      6.000     71.000      3.000           O2460  2  253 
       170.   1849.000      6.000     68.000      3.000           O2460  2  254 
       170.   1869.000      6.000     68.000      3.000           O2460  2  255 
       170.   1889.000      6.000     70.000      3.000           O2460  2  256 
       170.   1910.000      6.000     64.000      2.900           O2460  2  257 
       170.   1930.000      6.000     60.800      2.800           O2460  2  258 
       170.   1950.000      6.000     61.500      2.800           O2460  2  259 
       170.   1970.000      6.000     60.300      2.700           O2460  2  260 
       170.   1990.000      6.000     61.600      2.700           O2460  2  261 
       170.   2010.000      6.000     56.200      2.600           O2460  2  262 
       170.   2030.000      6.000     55.700      2.600           O2460  2  263 
       170.   2050.000      6.000     54.100      2.500           O2460  2  264 
       170.   2070.000      6.000     54.400      2.500           O2460  2  265 
       170.   2090.000      6.000     54.600      2.500           O2460  2  266 
       170.   2110.000      6.000     49.800      2.300           O2460  2  267 
       170.   2131.000      6.000     50.800      2.300           O2460  2  268 
       170.   2151.000      6.000     47.600      2.100           O2460  2  269 
       170.   2161.000      6.000     47.200      2.100           O2460  2  270 
       170.   2171.000      6.000     45.400      2.000           O2460  2  271 
       170.   2181.000      6.000     46.900      2.100           O2460  2  272 
       170.   2191.000      6.000     46.700      2.100           O2460  2  273 
       170.   2201.000      6.000     46.500      2.000           O2460  2  274 
       170.   2211.000      6.000     46.300      2.100           O2460  2  275 
       170.   2221.000      6.000     46.000      2.100           O2460  2  276 
       170.   2231.000      6.000     44.300      2.000           O2460  2  277 
       170.   2251.000      6.000     43.700      1.900           O2460  2  278 
       170.   2271.000      6.000     40.500      1.800           O2460  2  279 
       170.   2291.000      6.000     39.400      1.800           O2460  2  280 
       170.   2321.000      6.000     39.100      1.800           O2460  2  281 
       170.   2351.000      6.000     37.200      1.700           O2460  2  282 
       170.   2392.000      6.000     37.600      1.700           O2460  2  283 
ENDDATA            275          0                                 O2460  2  284 
ENDSUBENT          283          0                                 O2460  299999 
ENDENTRY             2          0                                 O246099999999 
