ENTRY            O1144   20040317                             0000O114400000001 
SUBENT        O1144001   20040317                             0000O114400100001 
BIB                 12         32                                 O114400100002 
TITLE      Single particle strengths in 103-Ru with the           O114400100003 
            102-Ru(d,p) reaction                                  O114400100004 
AUTHOR     (M.D.L.Barbosa, T.Borello-Lewin,                       O114400100005 
           L.B.Horodynski-Matsushigue, J.L.M.Duarte,              O114400100006 
           G.M.Ukita, L.C.Gomes)                                  O114400100007 
INSTITUTE  (3BZLUSP) Instituto de fisica                          O114400100008 
REFERENCE  (J,PR/C,58,2689,1998)                                  O114400100009 
SAMPLE     A uniform target of 102-Ru enriched to 99.35%.  The    O114400100010 
           target was prepared by electron bombardment evaporationO114400100011 
           of metallic ruthenium powder onto a thin carbon backingO114400100012 
           the thickness of the ruthenium film was about 15       O114400100013 
           mg/cm2.                                                O114400100014 
PART-DET   (P)                                                    O114400100015 
DETECTOR   (MAGSP,PLATE)                                          O114400100016 
FACILITY   (VDGT,3BZLUSP) An Enge split-pole spectrograph         O114400100017 
METHOD     (SITA)                                                 O114400100018 
           (BCINT) Relative normalization of the spectra was      O114400100019 
           obtained by in an aligned Faraday cup with electron    O114400100020 
           suppression, while continuously monitoring the         O114400100021 
           direction of the beam.  Absolute normalization of the  O114400100022 
           cross sections was referred to optical model           O114400100023 
           predictions for elastic scattering of deuterons on the O114400100024 
           same target, measured under similar conditions.        O114400100025 
HISTORY    (20040219C)                                            O114400100026 
           (20040220R) Data tables were received from             O114400100027 
            T.Borello-Lewin                                       O114400100028 
           (20040317U) Last checking has been done.               O114400100029 
ADD-RES    (COMP) Comparison with DWBA predictions.               O114400100030 
ERR-ANALYS (ERR-T) The uncertainty represents contributions of    O114400100031 
           statistics, plate scanning, and background and/or      O114400100032 
           contaminant subtraction and do not include any error inO114400100033 
           the absolute cross section scale.                      O114400100034 
ENDBIB              32          0                                 O114400100035 
COMMON               1          3                                 O114400100036 
EN                                                                O114400100037 
MEV                                                               O114400100038 
        15.                                                       O114400100039 
ENDCOMMON            3          0                                 O114400100040 
ENDSUBENT           39          0                                 O114400199999 
SUBENT        O1144002   20040317                             0000O114400200001 
BIB                  2          2                                 O114400200002 
REACTION   (44-RU-102(D,P)44-RU-103,PAR,DA)                       O114400200003 
EN-SEC     (E-EXC,44-RU-103)                                      O114400200004 
ENDBIB               2          0                                 O114400200005 
NOCOMMON             0          0                                 O114400200006 
DATA                 4        509                                 O114400200007 
E-EXC      ANG        DATA       ERR-T                            O114400200008 
MEV        ADEG       MB/SR      MB/SR                            O114400200009 
      0.003         8.      1.375      0.076                      O114400200010 
      0.003        10.       1.68      0.085                      O114400200011 
      0.003        14.      2.586      0.136                      O114400200012 
      0.003        18.      2.917      0.156                      O114400200013 
      0.003        24.      2.318      0.122                      O114400200014 
      0.003        28.      1.999      0.124                      O114400200015 
      0.003        34.      0.979      0.107                      O114400200016 
      0.003        38.      0.744      0.042                      O114400200017 
      0.003        45.      0.996      0.054                      O114400200018 
      0.003        55.      0.706      0.038                      O114400200019 
      0.136         8.      0.026      0.014                      O114400200020 
      0.136        10.      0.016      0.008                      O114400200021 
      0.136        14.      0.027      0.005                      O114400200022 
      0.136        18.      0.026      0.006                      O114400200023 
      0.136        24.      0.016      0.005                      O114400200024 
      0.136        28.      0.009      0.006                      O114400200025 
      0.136        34.       0.01      0.004                      O114400200026 
      0.136        38.      0.008      0.003                      O114400200027 
      0.136        55.      0.006      0.002                      O114400200028 
      0.174         8.     10.243      0.532                      O114400200029 
      0.174        10.      5.021       0.27                      O114400200030 
      0.174        14.      1.738      0.095                      O114400200031 
      0.174        18.      0.614      0.039                      O114400200032 
      0.174        24.      1.805      0.097                      O114400200033 
      0.174        28.      2.487      0.134                      O114400200034 
      0.174        34.      1.918      0.103                      O114400200035 
      0.174        38.      1.409      0.075                      O114400200036 
      0.174        45.      0.691       0.14                      O114400200037 
      0.174        55.      0.388      0.022                      O114400200038 
      0.215         8.      0.114      0.045                      O114400200039 
      0.215        14.      0.101      0.011                      O114400200040 
      0.215        18.      0.126       0.02                      O114400200041 
      0.215        24.      0.182      0.015                      O114400200042 
      0.215        28.      0.227      0.027                      O114400200043 
      0.215        34.      0.261      0.026                      O114400200044 
      0.215        38.      0.236       0.02                      O114400200045 
      0.215        45.      0.108      0.018                      O114400200046 
      0.215        55.      0.073      0.014                      O114400200047 
       0.24         8.      0.132      0.062                      O114400200048 
       0.24        10.      0.099      0.029                      O114400200049 
       0.24        14.      0.118      0.025                      O114400200050 
       0.24        18.      0.146      0.019                      O114400200051 
       0.24        24.      0.179      0.025                      O114400200052 
       0.24        28.       0.22      0.028                      O114400200053 
       0.24        34.      0.308      0.024                      O114400200054 
       0.24        38.      0.328      0.023                      O114400200055 
       0.24        45.      0.291      0.018                      O114400200056 
       0.24        55.      0.181      0.021                      O114400200057 
      0.298        10.      0.336      0.028                      O114400200058 
      0.298        14.       0.39      0.023                      O114400200059 
      0.298        18.      0.438       0.03                      O114400200060 
      0.298        24.      0.458      0.033                      O114400200061 
      0.298        28.      0.433      0.026                      O114400200062 
      0.298        34.      0.363       0.02                      O114400200063 
      0.298        38.       0.23      0.014                      O114400200064 
      0.298        45.      0.177      0.011                      O114400200065 
      0.298        55.      0.253      0.041                      O114400200066 
      0.347         8.      0.106      0.026                      O114400200067 
      0.347        10.      0.057      0.018                      O114400200068 
      0.347        14.      0.114       0.01                      O114400200069 
      0.347        18.      0.123      0.014                      O114400200070 
      0.347        24.      0.093      0.018                      O114400200071 
      0.347        28.      0.038      0.022                      O114400200072 
      0.347        34.      0.044      0.007                      O114400200073 
      0.347        38.      0.042      0.006                      O114400200074 
      0.347        45.      0.051      0.005                      O114400200075 
      0.405         8.      1.051      0.071                      O114400200076 
      0.405        10.      1.342      0.099                      O114400200077 
      0.405        14.      1.681       0.09                      O114400200078 
      0.405        18.      1.685      0.095                      O114400200079 
      0.405        24.      1.531      0.082                      O114400200080 
      0.405        28.      1.256      0.066                      O114400200081 
      0.405        34.      0.645      0.041                      O114400200082 
      0.405        38.      0.584      0.035                      O114400200083 
      0.405        45.      0.701      0.046                      O114400200084 
      0.405        55.       0.38      0.027                      O114400200085 
      0.433         8.      0.446      0.048                      O114400200086 
