ENTRY            O1034   20030324                             0000O103400000001 
SUBENT        O1034001   20030324                             0000O103400100001 
BIB                 12         15                                 O103400100002 
TITLE      The Na-23(d,a)Ne-21 reaction at low energies.          O103400100003 
AUTHOR     (S.L.Huang, Y.C.Liu)                                   O103400100004 
INSTITUTE  (3CHFTHU)                                              O103400100005 
REFERENCE  (J,CHP,11,105,1973)                                    O103400100006 
HISTORY    (20030213C)                                            O103400100007 
           (20030324U) Last checking has been done.               O103400100008 
ADD-RES    (COMP) The Hauser-Feshbach theory.                     O103400100009 
           (POT)                                                  O103400100010 
SAMPLE     The targets were prepared by evaporating of Na-23 on   O103400100011 
           thin carbon foils in the target chamber.               O103400100012 
DETECTOR   (SIBAR)                                                O103400100013 
FACILITY   (VDG,3CHFTHU) 3-MeV Van de Graaff accelerator.         O103400100014 
METHOD     (BCINT)                                                O103400100015 
PART-DET   (A)                                                    O103400100016 
STATUS     (CURVE).By CAJAD.                                      O103400100017 
ENDBIB              15          0                                 O103400100018 
NOCOMMON             0          0                                 O103400100019 
ENDSUBENT           18          0                                 O103400199999 
SUBENT        O1034002   20030324                             0000O103400200001 
BIB                  4          8                                 O103400200002 
REACTION   (11-NA-23(D,A)10-NE-21,PAR,DA,,REL/RAW)  Fig.3         O103400200003 
EN-SEC     (E-EXC,10-NE-21)                                       O103400200004 
ERR-ANALYS (ERR-T).The uncertainty is shown by authors on figure  O103400200005 
           without any analysis.                                  O103400200006 
           (EN-ERR-DIG) Data-point reader uncertainty.            O103400200007 
COMMENT    - By authors. Assuming a Gaussian distribution, the    O103400200008 
           overlapping alpha groups have been resolved by a       O103400200009 
           nonlinear least square fitting technique.              O103400200010 
ENDBIB               8          0                                 O103400200011 
COMMON               2          3                                 O103400200012 
ANG        EN-ERR-DIG                                             O103400200013 
ADEG       MEV                                                    O103400200014 
       160.      0.003                                            O103400200015 
ENDCOMMON            3          0                                 O103400200016 
DATA                 4        178                                 O103400200017 
      2.202      2.797       575.        20.                      O103400200073 
      2.205         0.       222.        14.                      O103400200074 
      2.208       3.89       320.        21.                      O103400200075 
      2.209       0.35       418.        18.                      O103400200076 
      2.211      1.747       261.        15.                      O103400200077 
      2.219      2.797       515.        21.                      O103400200078 
       2.22       3.66       448.        20.                      O103400200079 
      2.225      1.747       276.        15.                      O103400200080 
      2.226         0.       272.        17.                      O103400200081 
      2.229       0.35       347.        19.                      O103400200082 
      2.232       3.89       291.        15.                      O103400200083 
      2.242       3.66       425.        19.                      O103400200084 
      2.244      2.797       580.        23.                      O103400200085 
      2.247         0.       252.        12.                      O103400200086 
      2.251      1.747       242.        15.                      O103400200087 
      2.253       3.89       302.        16.                      O103400200088 
      2.254       0.35       311.        16.                      O103400200089 
      2.262       3.66       368.        18.                      O103400200090 
      2.265         0.       321.        17.                      O103400200091 
      2.266      2.797       664.        25.                      O103400200092 
      2.269       0.35       307.        16.                      O103400200093 
      2.272       3.89       304.        12.                      O103400200094 
      2.274      1.747       244.        12.                      O103400200095 
      2.278      2.797       666.        24.                      O103400200096 
      2.283       3.66       477.        19.                      O103400200097 
      2.284         0.       238.        13.                      O103400200098 
      2.287      1.747       201.        14.                      O103400200099 
       2.29       0.35       350.        18.                      O103400200100 
      2.293       3.89       335.        16.                      O103400200101 
      2.301      2.797       842.        26.                      O103400200102 
      2.303       3.66       521.        22.                      O103400200103 
      2.308      1.747       199.        13.                      O103400200104 
       2.31         0.       238.        12.                      O103400200105 
      2.311       3.89       377.        16.                      O103400200106 
      2.315       0.35       386.        21.                      O103400200107 
      2.319      2.797       716.        29.                      O103400200108 
      2.325       3.66       597.        25.                      O103400200109 
      2.327         0.       289.        13.                      O103400200110 
      2.329      1.747       210.        15.                      O103400200111 
      2.331       0.35       408.        19.                      O103400200112 
      2.332       3.89       365.        18.                      O103400200113 
      2.337      2.797       689.        24.                      O103400200114 
      2.344       3.66       643.        24.                      O103400200115 
      2.345         0.       255.        13.                      O103400200116 
      2.349      1.747       213.        14.                      O103400200117 
      2.351       0.35       365.        18.                      O103400200118 
      2.356       3.89       352.        18.                      O103400200119 
      2.362      2.797       673.        22.                      O103400200120 
      2.364         0.       272.        17.                      O103400200121 
      2.366       3.66       706.        27.                      O103400200122 
      2.371       0.35       476.        24.                      O103400200123 
      2.372      1.747       265.        16.                      O103400200124 
      2.373       3.89       326.        16.                      O103400200125 
      2.381      2.797       689.        24.                      O103400200126 
      2.382       3.66       761.        26.                      O103400200127 
      2.391      1.747       273.        13.                      O103400200128 
      2.392         0.       361.        19.                      O103400200129 
      2.393       3.89       357.        14.                      O103400200130 
      2.394       0.35       549.        19.                      O103400200131 
      2.401       3.66       721.        24.                      O103400200132 
      2.402      2.797       786.        26.                      O103400200133 
       2.41       3.89       398.        16.                      O103400200134 
      2.411         0.       352.        20.                      O103400200135 
      2.412       0.35       622.        22.                      O103400200136 
      2.414      1.747       237.         9.                      O103400200137 
       2.42      2.797       748.        22.                      O103400200138 
      2.422       3.66       736.        29.                      O103400200139 
      2.428         0.       339.        14.                      O103400200140 
      2.432       0.35       722.        24.                      O103400200141 
      2.433       3.89       421.        19.                      O103400200142 
      2.437      1.747       265.        17.                      O103400200143 
      2.442      2.797       732.        22.                      O103400200144 
      2.443       3.66       784.        25.                      O103400200145 
      2.449         0.       361.        17.                      O103400200146 
       2.45      1.747       285.        16.                      O103400200147 
      2.453       3.89       397.        15.                      O103400200148 
      2.455       0.35       744.        25.                      O103400200149 
       2.46       3.66       727.        25.                      O103400200150 
      2.463      2.797       612.        23.                      O103400200151 
      2.469         0.       335.        16.                      O103400200152 
      2.472       0.35       804.        28.                      O103400200153 
      2.473      1.747       302.        16.                      O103400200154 
      2.474       3.89       378.        15.                      O103400200155 
      2.481       3.66       644.        24.                      O103400200156 
      2.482      2.797       604.        21.                      O103400200157 
      2.489         0.       299.        21.                      O103400200158 
       2.49      1.747       277.        20.                      O103400200159 
      2.493       3.89       381.        15.                      O103400200160 
      2.495       0.35       840.        27.                      O103400200161 
      2.503      2.797       627.        23.                      O103400200162 
      2.505       3.66       573.        22.                      O103400200163 
      2.509         0.       346.        15.                      O103400200164 
      2.511      1.747       286.        17.                      O103400200165 
      2.513       0.35       920.        30.                      O103400200166 
      2.517       3.89       379.        15.                      O103400200167 
      2.521      2.797       684.        26.                      O103400200168 
      2.526       3.66       556.        19.                      O103400200169 
      2.528         0.       288.        16.                      O103400200170 
       2.53       0.35       870.        30.                      O103400200171 
      2.533      1.747       260.        13.                      O103400200172 
      2.534       3.89       377.        16.                      O103400200173 
      2.541      2.797       770.        22.                      O103400200174 
      2.545       3.66       592.        23.                      O103400200175 
      2.546         0.       245.        13.                      O103400200176 
      2.549       3.89       365.        16.                      O103400200177 
      2.552      1.747       284.        19.                      O103400200178 
      2.553       0.35       900.        30.                      O103400200179 
      2.562      2.797       805.        29.                      O103400200180 
      2.563       3.66       627.        23.                      O103400200181 
      2.569         0.       269.        19.                      O103400200182 
       2.57       3.89       338.        13.                      O103400200183 
      2.571      1.747       222.        16.                      O103400200184 
      2.575       0.35       804.        26.                      O103400200185 
       2.58      2.797       948.        28.                      O103400200186 
      2.585       3.66       726.        27.                      O103400200187 
      2.586         0.       211.        14.                      O103400200188 
      2.592      1.747       241.        12.                      O103400200189 
      2.594       0.35       839.        29.                      O103400200190 
      2.596      2.797       930.        30.                      O103400200191 
      2.597       3.89       250.        15.                      O103400200192 
      2.603       3.66       624.        23.                      O103400200193 
      2.606         0.       205.        14.                      O103400200194 
      2.612       0.35       830.        27.                      O103400200195 
      2.613      1.747       282.        14.                      O103400200196 
      2.625         0.       196.        15.                      O103400200197 
ENDDATA            180          0                                 O103400200198 
ENDSUBENT          197          0                                 O103400299999 
SUBENT        O1034003   20030324                             0000O103400300001 
BIB                  3          5                                 O103400300002 
REACTION   (11-NA-23(D,A)10-NE-21,PAR,SIG,,AV/REL)                O103400300003 
COMMENT    - By authors. The averaged integrated cross sections   O103400300004 
           were obtained by integrating over the angles (90-180)  O103400300005 
           and averaging over deutron energies.                   O103400300006 
EN-SEC     (E-LVL,10-NE-21)                                       O103400300007 
ENDBIB               5          0                                 O103400300008 
COMMON               2          3                                 O103400300009 
EN-MIN     EN-MAX                                                 O103400300010 
MEV        MEV                                                    O103400300011 
         2.        2.6                                            O103400300012 
ENDCOMMON            3          0                                 O103400300013 
DATA                 2          4                                 O103400300014 
E-LVL      DATA                                                   O103400300015 
MEV        ARB-UNITS                                              O103400300016 
         0.         1.                                            O103400300017 
       0.35       1.71                                            O103400300018 
      1.747       1.21                                            O103400300019 
      2.367       0.96                                            O103400300020 
ENDDATA              6          0                                 O103400300021 
ENDSUBENT           20          0                                 O103400399999 
ENDENTRY             3          0                                 O103499999999 
