ENTRY            O1753   20090622                             O040O175300000001 
SUBENT        O1753001   20090622                             O040O175300100001 
BIB                 11         34                                 O175300100002 
TITLE      The (t,p) reaction on the even isotopes of neodymium.  O175300100003 
AUTHOR     (R.Chapman, W.McLatchie, J.E.Kitching)                 O175300100004 
INSTITUTE  (2UK HAR)                                              O175300100005 
           (2UK ALD)                                              O175300100006 
           (2UK OXF)                                              O175300100007 
REFERENCE  (J,NP/A,186,603,1972)                                  O175300100008 
SAMPLE     Targets of Nd(2)O(3), enriched to approximately 95% in O175300100009 
           the isotopes Nd-142, Nd-144, Nd-146, Nd-148 and Nd-150 O175300100010 
           and each of approximate thickness 200 mug/cm**2 were   O175300100011 
           used.                                                  O175300100012 
           Targets- Nd-142, isotopic composition (%)              O175300100013 
            Nd-142  Nd-143  Nd-144  Nd-145  Nd-146  Nd-148  Nd-150O175300100014 
            95.90   2.48     1.22   0.14    0.18    0.03    0.02  O175300100015 
           Targets- Nd-144, isotopic composition (%)              O175300100016 
           Nd-142  Nd-143  Nd-144  Nd-145  Nd-146  Nd-148  Nd-150 O175300100017 
            0.44    0.87    96.60  1.45    0.57    0.04     0.02  O175300100018 
           Targets- Nd-146, isotopic composition (%)              O175300100019 
           Nd-142  Nd-143  Nd-144  Nd-145  Nd-146  Nd-148  Nd-150 O175300100020 
            0.68   0.45    1.46    1.38     95.2    0.72    0.14  O175300100021 
           Targets- Nd-148, isotopic composition (%)              O175300100022 
           Nd-142  Nd-143  Nd-144  Nd-145  Nd-146  Nd-148  Nd-150 O175300100023 
            0.71    0.37    0.99   0.55    2.08     92.92   2.38  O175300100024 
           Targets- Nd-150, isotopic composition (%)              O175300100025 
           Nd-142  Nd-143  Nd-144  Nd-145  Nd-146  Nd-148  Nd-150 O175300100026 
            0.55    0.29    0.67    0.23    0.65    0.66    96.95 O175300100027 
DETECTOR   (MAGSP) Multi-angle magnetic spectrograph              O175300100028 
           (PLATE) 50 mum thick Ilford K2 emulsions               O175300100029 
INC-SOURCE *EN-RSL-FW*.The overall energy resolution of the       O175300100030 
            system was about 20 keV FWHM.                         O175300100031 
FACILITY   (VDGT,2UK ALD)                                         O175300100032 
METHOD     (BCINT)                                                O175300100033 
ADD-RES     The Q-values were measured for final states with      O175300100034 
           excitation energies up to about 3 MeV.                 O175300100035 
HISTORY    (20090622C) SB                                         O175300100036 
ENDBIB              34          0                                 O175300100037 
COMMON               1          3                                 O175300100038 
EN-RSL-FW                                                         O175300100039 
KEV                                                               O175300100040 
20.                                                               O175300100041 
ENDCOMMON            3          0                                 O175300100042 
ENDSUBENT           41          0                                 O175300199999 
SUBENT        O1753002   20090622                             O040O175300200001 
BIB                  4          5                                 O175300200002 
REACTION   (60-ND-142(T,P)60-ND-144,PAR,DA,,REL) fig 2,3          O175300200003 
EN-SEC     (E-LVL,60-ND-144)                                      O175300200004 
ERR-ANALYS (ANG-ERR-D). Digitizing error of angle.                O175300200005 
           (ERR-S).Statistical error is reported by authors on figO175300200006 
STATUS     (CURVE) By CAJAD.                                      O175300200007 
ENDBIB               5          0                                 O175300200008 
COMMON               2          3                                 O175300200009 
ANG-ERR-D  EN                                                     O175300200010 
ADEG       MEV                                                    O175300200011 
0.6        12.85                                                  O175300200012 
ENDCOMMON            3          0                                 O175300200013 
DATA                 4        305                                 O175300200014 
E-LVL      ANG-CM     DATA-CM    ERR-S                            O175300200015 
MEV        ADEG       ARB-UNITS  ARB-UNITS                        O175300200016 
    0.00000    5.80000  360.00000   40.00000                      O175300200017 
    0.00000   12.70000   84.00000   25.00000                      O175300200018 
    0.00000   19.50000  431.00000   23.00000                      O175300200019 
    0.00000   27.90000  680.00000   30.00000                      O175300200020 
    0.00000   34.90000  334.00000   23.00000                      O175300200021 
    0.00000   41.90000   20.00000    3.00000                      O175300200022 
    0.00000   49.70000  147.00000   14.00000                      O175300200023 
    0.00000   58.20000  317.00000   17.00000                      O175300200024 
    0.00000   64.60000  285.00000   11.00000                      O175300200025 
    0.00000   72.20000   76.00000    3.00000                      O175300200026 
    0.00000   79.90000   40.00000    3.00000                      O175300200027 
    0.00000   87.30000  126.00000   17.00000                      O175300200028 
    0.00000   92.40000  101.00000    9.00000                      O175300200029 
    0.00000   99.60000   97.00000   12.00000                      O175300200030 
    0.00000  106.90000   27.00000    5.00000                      O175300200031 
    0.00000  114.10000   28.00000    3.00000                      O175300200032 
    0.00000  119.10000   30.00000   13.00000                      O175300200033 
    0.00000  129.20000   46.00000    3.00000                      O175300200034 
    0.00000  137.20000   47.00000    3.00000                      O175300200035 
    0.00000  144.00000   24.00000    3.00000                      O175300200036 
    0.70000   15.20000  761.00000    3.00000                      O175300200037 
    0.70000   21.00000  510.00000   30.00000                      O175300200038 
    0.70000   28.60000  285.00000   24.00000                      O175300200039 
    0.70000   36.90000  420.00000   18.00000                      O175300200040 
    0.70000   43.60000  544.00000   22.00000                      O175300200041 
    0.70000   51.40000  409.00000   13.00000                      O175300200042 
    0.70000   57.70000  203.00000   18.00000                      O175300200043 
    0.70000   65.00000  243.00000   13.00000                      O175300200044 
    0.70000   73.20000  294.00000   25.00000                      O175300200045 
    0.70000   80.20000  204.00000   11.00000                      O175300200046 
    0.70000   88.10000  151.00000   10.00000                      O175300200047 
    0.70000   99.90000   95.00000   11.00000                      O175300200048 
    1.31000    5.30000  130.00000   20.00000                      O175300200049 
    1.31000   12.70000  281.00000   17.00000                      O175300200050 
    1.31000   27.50000  506.00000   20.00000                      O175300200051 
    1.31000   35.50000  465.00000   17.00000                      O175300200052 
    1.31000   42.70000  256.00000   11.00000                      O175300200053 
    1.31000   50.10000  306.00000   14.00000                      O175300200054 
    1.31000   58.10000  284.00000   16.00000                      O175300200055 
    1.31000   65.60000  280.00000   16.00000                      O175300200056 
    1.31000   72.70000  188.00000    8.00000                      O175300200057 
    1.31000   79.80000  159.00000    9.00000                      O175300200058 
    1.31000   87.30000  166.00000   11.00000                      O175300200059 
    1.31000   92.30000  160.00000   10.00000                      O175300200060 
    1.31000   98.90000  123.00000   12.00000                      O175300200061 
    1.51000    5.10000  250.00000   30.00000                      O175300200062 
    1.51000   14.50000  218.00000   22.00000                      O175300200063 
    1.51000   20.90000  163.00000   15.00000                      O175300200064 
    1.51000   36.20000  145.00000   12.00000                      O175300200065 
    1.51000   43.00000  139.00000   11.00000                      O175300200066 
    1.51000   51.10000  115.00000   10.00000                      O175300200067 
    1.51000   58.30000   56.00000    7.00000                      O175300200068 
    1.51000   65.50000   45.00000    6.00000                      O175300200069 
    1.51000   72.80000   49.00000    7.00000                      O175300200070 
    1.51000   80.00000   33.00000    5.00000                      O175300200071 
    1.51000   88.10000   26.00000    5.00000                      O175300200072 
    1.51000   92.30000   14.00000    3.00000                      O175300200073 
    1.56000    3.10000   67.00000   18.00000                      O175300200074 
    1.56000   12.30000   25.00000    6.00000                      O175300200075 
    1.56000   18.80000   88.00000    8.00000                      O175300200076 
    1.56000   27.40000   54.00000    8.00000                      O175300200077 
    1.56000   35.10000   21.00000    5.00000                      O175300200078 
    1.56000   41.80000   22.00000    4.00000                      O175300200079 
    1.56000   49.70000   31.00000    6.00000                      O175300200080 
    1.56000   57.10000   20.00000    5.00000                      O175300200081 
    1.56000   64.50000   27.00000    5.00000                      O175300200082 
    1.56000   72.20000   23.00000    4.00000                      O175300200083 
    1.56000   79.70000    5.80000    0.40000                      O175300200084 
    1.56000   87.70000    7.00000    2.70000                      O175300200085 
    1.56000   99.50000    7.00000    3.00000                      O175300200086 
    1.79000    4.20000   65.00000   17.00000                      O175300200087 
    1.79000   11.20000   40.00000    9.00000                      O175300200088 
    1.79000   19.50000   40.00000    6.00000                      O175300200089 
    1.79000   28.20000   77.00000    8.00000                      O175300200090 
    1.79000   35.90000  115.00000   10.00000                      O175300200091 
    1.79000   43.00000  112.00000   11.00000                      O175300200092 
    1.79000   51.20000  138.00000   12.00000                      O175300200093 
    1.79000   59.00000   66.00000    8.00000                      O175300200094 
    1.79000   67.40000  126.00000   12.00000                      O175300200095 
    1.79000   73.50000  106.00000   11.00000                      O175300200096 
    1.79000   80.50000   85.00000    8.00000                      O175300200097 
    1.79000   87.80000   46.00000    7.00000                      O175300200098 
    1.79000   91.90000   44.00000    7.00000                      O175300200099 
    1.79000   99.80000   33.00000    6.00000                      O175300200100 
    2.10000    5.00000  400.00000   40.00000                      O175300200101 
    2.10000   13.40000  460.00000   30.00000                      O175300200102 
    2.10000   21.80000  493.00000   23.00000                      O175300200103 
    2.10000   29.70000  436.00000   18.00000                      O175300200104 
    2.10000   36.00000  455.00000   21.00000                      O175300200105 
    2.10000   44.40000  582.00000   23.00000                      O175300200106 
    2.10000   52.30000  535.00000   28.00000                      O175300200107 
    2.10000   58.20000  291.00000   16.00000                      O175300200108 
    2.10000   66.10000  329.00000   14.00000                      O175300200109 
    2.10000   73.20000  300.00000   17.00000                      O175300200110 
    2.10000   80.80000  261.00000   12.00000                      O175300200111 
    2.10000   87.90000  198.00000   17.00000                      O175300200112 
    2.10000   92.00000  171.00000   16.00000                      O175300200113 
    2.10000  100.40000  145.00000   12.00000                      O175300200114 
    2.19000    4.00000  152.00000   15.00000                      O175300200115 
    2.19000   10.50000  129.00000   16.00000                      O175300200116 
    2.19000   18.90000   90.00000   11.00000                      O175300200117 
    2.19000   27.00000   75.00000    5.00000                      O175300200118 
    2.19000   34.20000   24.00000    5.00000                      O175300200119 
    2.19000   41.00000   26.00000    5.00000                      O175300200120 
    2.19000   48.90000   52.00000    6.00000                      O175300200121 
    2.19000   56.60000   38.00000    5.00000                      O175300200122 
    2.19000   64.20000   45.00000    6.00000                      O175300200123 
    2.19000   71.60000   12.00000    3.00000                      O175300200124 
    2.19000   79.30000    4.60000    2.10000                      O175300200125 
    2.19000   86.90000    7.20000    2.80000                      O175300200126 
