ENTRY            O1887   20110125                             O044O188700000001 
SUBENT        O1887001   20110125                             O044O188700100001 
BIB                 14         37                                 O188700100002 
TITLE      Sn-120(p,a)In-117 and Sb-121(p,a)Sn-118 reactions:     O188700100003 
           Identification of the In-117 and Sn-118 homologous     O188700100004 
           states.                                                O188700100005 
AUTHOR     (L.Zetta, P.Guazzoni, T.Faestermann, R.Hertenberger,   O188700100006 
           H.F.Wirth, M.Jaskola)                                  O188700100007 
INSTITUTE  (2ITYNAP)                                              O188700100008 
           (2GERMUN)                                              O188700100009 
           (2GERGAR)                                              O188700100010 
           (3POLIPJ)                                              O188700100011 
REFERENCE  (J,EPJ/CS,2,14007,2010)                                O188700100012 
REL-REF    (I,,R.Hertenberger+,J,NIM/A,536,266,2005)              O188700100013 
FACILITY   (VDGT,2GERMUN)  MP Tandem accelerator of the           O188700100014 
           University and Technical University of Munich          O188700100015 
INC-SOURCE  The Stern-Gerlach source for intense, bright beams of O188700100016 
           negatively polarized hydrogen ions.                    O188700100017 
SAMPLE     The 41 mug/cm**2 thick Sn-120 and 56 mug/cm**2 thick   O188700100018 
           Sb-121 isotopically enriched (99.6 and 99.53%          O188700100019 
           respectively) targets were evaporated onto an          O188700100020 
            9 mug/cm**2 carbon backing.                           O188700100021 
DETECTOR   (MAGSP) The reaction products were momentum            O188700100022 
           separated by the Q3D magnetic spectrograph.            O188700100023 
           (PROPC) Outgoing alpha particles were identified by    O188700100024 
           the new proportional counter with cathode-strip readoutO188700100025 
           focal plane, designed to detect light ions such as p, dO188700100026 
           for the Q3D with a position resolution of better than  O188700100027 
           0.1 mm, good particle identification and high count    O188700100028 
           rate.                                                  O188700100029 
           (SCIN) The particles were stopped in a 7 mm thick      O188700100030 
           plastic scintillator (NE-104) which ensured both dE-E  O188700100031 
           particle identification and good position resolution.  O188700100032 
METHOD     (BCINT)                                                O188700100033 
ADD-RES    (COMP).DWBA analysis.                                  O188700100034 
ERR-ANALYS (DATA-ERR).The uncertainty is reported by authors in   O188700100035 
           tables.                                                O188700100036 
STATUS     (TABLE).Table-Data were received from  L.Zetta         O188700100037 
            14.02.2011.                                           O188700100038 
HISTORY    (20110121C) SB                                         O188700100039 
ENDBIB              37          0                                 O188700100040 
COMMON               1          3                                 O188700100041 
EN                                                                O188700100042 
MEV                                                               O188700100043 
23.0                                                              O188700100044 
ENDCOMMON            3          0                                 O188700100045 
ENDSUBENT           44          0                                 O188700199999 
SUBENT        O1887002   20110203                             O044O188700200001 
BIB                  4         14                                 O188700200002 
REACTION   (50-SN-120(P,A)49-IN-117,PAR,DA)                       O188700200003 
EN-SEC     (E-LVL,49-IN-117)                                      O188700200004 
LEVEL-PROP (49-IN-117,E-LVL=0.000,SPIN=4.5,PARITY=+1.)            O188700200005 
           (49-IN-117,E-LVL=0.315,SPIN=0.5,PARITY=-1.)            O188700200006 
           (49-IN-117,E-LVL=0.589,SPIN=1.5,PARITY=-1.)            O188700200007 
           (49-IN-117,E-LVL=1.235,SPIN=6.5,PARITY=+1.)            O188700200008 
           (49-IN-117,E-LVL=1.435,SPIN=4.5,PARITY=+1.)            O188700200009 
           (49-IN-117,E-LVL=1.469,SPIN=4.5,PARITY=+1.)            O188700200010 
           (49-IN-117,E-LVL=1.554,SPIN=1.5,PARITY=-1.)            O188700200011 
           (49-IN-117,E-LVL=1.892,SPIN=0.5,PARITY=+1.)            O188700200012 
           (49-IN-117,E-LVL=1.957,SPIN=4.5,PARITY=-1.)            O188700200013 
           (49-IN-117,E-LVL=1.997,SPIN=6.5,PARITY=+1.)            O188700200014 
STATUS     (TABLE).Table was received from author for fig.3 of    O188700200015 
            J,EPJ/CS,2,14007,2010                                 O188700200016 
ENDBIB              14          0                                 O188700200017 
NOCOMMON             0          0                                 O188700200018 
DATA                 4         90                                 O188700200019 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         O188700200020 
MEV        ADEG       MU-B/SR    MU-B/SR                          O188700200021 
     0.0000      10.16    174.485      2.575                      O188700200022 
     0.0000      15.24    227.449      1.509                      O188700200023 
     0.0000      20.31    240.309      1.618                      O188700200024 
     0.0000      25.39    202.900      1.468                      O188700200025 
     0.0000      32.99    121.999      1.011                      O188700200026 
     0.0000      40.59     63.145      0.616                      O188700200027 
     0.0000      48.18     35.291      0.431                      O188700200028 
     0.0000      55.75     27.574      0.320                      O188700200029 
     0.0000      62.32     18.169      0.264                      O188700200030 
     0.3150      10.16    130.337      2.225                      O188700200031 
     0.3150      15.24     93.963      0.970                      O188700200032 
     0.3150      20.32     54.304      0.769                      O188700200033 
     0.3150      25.39     21.442      0.477                      O188700200034 
     0.3150      33.00     12.181      0.320                      O188700200035 
     0.3150      40.59     20.052      0.347                      O188700200036 
     0.3150      48.18      8.326      0.209                      O188700200037 
     0.3150      55.76      3.304      0.111                      O188700200038 
     0.3150      63.32      8.270      0.178                      O188700200039 
     0.5890      10.16    238.602      3.011                      O188700200040 
     0.5890      15.24    171.235      1.309                      O188700200041 
     0.5890      20.32    107.074      1.080                      O188700200042 
     0.5890      25.39     66.064      0.838                      O188700200043 
     0.5890      33.00     29.947      0.501                      O188700200044 
     0.5890      40.60     23.332      0.375                      O188700200045 
     0.5890      48.19     19.948      0.324                      O188700200046 
     0.5890      55.76     11.845      0.210                      O188700200047 
     0.5890      63.32      8.217      0.177                      O188700200048 
     1.2350      10.16      4.667      0.421                      O188700200049 
     1.2350      15.24      6.242      0.250                      O188700200050 
     1.2350      20.32     10.917      0.345                      O188700200051 
     1.2350      25.40     16.654      0.421                      O188700200052 
     1.2350      33.01     20.925      0.419                      O188700200053 
     1.2350      40.61     16.651      0.316                      O188700200054 
     1.2350      48.19      9.091      0.219                      O188700200055 
     1.2350      55.77      4.041      0.122                      O188700200056 
     1.2350      63.34      2.356      0.095                      O188700200057 
     1.4350      10.16     23.329      0.941                      O188700200058 
     1.4350      15.24     29.400      0.542                      O188700200059 
     1.4350      20.32     28.952      0.561                      O188700200060 
     1.4350      25.40     25.984      0.525                      O188700200061 
     1.4350      33.01     17.337      0.381                      O188700200062 
     1.4350      40.61     10.294      0.249                      O188700200063 
     1.4350      48.20      6.126      0.180                      O188700200064 
     1.4350      55.77      4.368      0.127                      O188700200065 
     1.4350      63.34      2.541      0.099                      O188700200066 
     1.4690      10.16     35.574      1.162                      O188700200067 
     1.4690      15.25     35.523      0.596                      O188700200068 
     1.4690      20.32     31.681      0.587                      O188700200069 
     1.4690      25.40     24.593      0.511                      O188700200070 
     1.4690      33.01     13.022      0.330                      O188700200071 
     1.4690      40.61      7.047      0.206                      O188700200072 
     1.4690      48.20      4.916      0.161                      O188700200073 
     1.4690      55.78      4.575      0.130                      O188700200074 
     1.4690      63.34      2.815      0.104                      O188700200075 
     1.5540      10.16      7.704      0.541                      O188700200076 
     1.5540      15.25      5.338      0.231                      O188700200077 
     1.5540      20.32      3.412      0.193                      O188700200078 
     1.5540      25.40      2.224      0.154                      O188700200079 
     1.5540      33.01      1.809      0.123                      O188700200080 
     1.5540      40.61      1.717      0.102                      O188700200081 
     1.5540      48.20      1.079      0.075                      O188700200082 
     1.5540      55.78      0.656      0.049                      O188700200083 
     1.5540      63.34      0.534      0.045                      O188700200084 
     1.8920      10.17      8.426      0.566                      O188700200085 
     1.8920      15.25      5.454      0.234                      O188700200086 
     1.8920      20.33      2.649      0.170                      O188700200087 
     1.8920      25.40      1.098      0.108                      O188700200088 
     1.8920      33.01      1.526      0.113                      O188700200089 
     1.8920      40.61      1.867      0.106                      O188700200090 
     1.8920      48.20      0.792      0.065                      O188700200091 
     1.8920      55.78      0.180      0.026                      O188700200092 
