ENTRY            O1456   20101002                             O043O145600000001 
SUBENT        O1456001   20101002                             O043O145600100001 
BIB                 13         44                                 O145600100002 
TITLE      Competition between direct and dissipative processes inO145600100003 
           the binary channels of the O-16+C-12 and O-18+C-12     O145600100004 
           reaction.                                              O145600100005 
AUTHOR     (S.Szilner, F.Haas, Z.Basrak, R.M.Freeman, A.Morsad,   O145600100006 
           M.P.Nicoli)                                            O145600100007 
INSTITUTE  (3CRORBZ)                                              O145600100008 
           (2FR STR)                                              O145600100009 
           (3MORMOR) University of Hassan II.                     O145600100010 
REFERENCE  (J,NP/A,779,21,2006)                                   O145600100011 
           #doi:10.1016/j.nuclphysa.2006.09.007                   O145600100012 
REL-REF    (O,O1000001,M.P.Nicoli+,J,PR/C,61,034609,2000) The exp.O145600100013 
             data of the O-18+C-12 elastic scattering are given   O145600100014 
             in the EXFOR Entry O1000                             O145600100015 
           (O,O0999001,M.P.Nicoli+,J,PR/C,60,064608,1999) The exp.O145600100016 
             data of the O-16+O-16 elastic scattering are given   O145600100017 
             in the EXFOR Entry O0999                             O145600100018 
SAMPLE     The C-12 self-supporting target of 20 mug/cm**2        O145600100019 
           thickness was used.                                    O145600100020 
ADD-RES    (COMP).Phenomenological models.                        O145600100021 
           Angle and energy integrated cross section of different O145600100022 
           exit fragments of the O-16+C-12 and O-18+C-12 reaction O145600100023 
           and the reaction cross sections obtained from an       O145600100024 
           optical model analysis is reported.                    O145600100025 
DETECTOR   (MAGSP) Q3D-spectrometer                               O145600100026 
           (PROPC) Two position-sensitive silicon detectors, area=O145600100027 
            5*1 cm**2, placed 7.8 cm from the target.             O145600100028 
FACILITY   (VDGT,2FR STR) The Strasbourg tandem Vivitron          O145600100029 
           accelerator.                                           O145600100030 
METHOD     (SITA)                                                 O145600100031 
           (COINC)                                                O145600100032 
ERR-ANALYS (DATA-ERR).The uncertainty is reported by authors in   O145600100033 
           table.                                                 O145600100034 
STATUS     (TABLE) The all data were received from S.Szilner.     O145600100035 
            (More than have been reported in paper)               O145600100036 
HISTORY    (20070801C) S.B                                        O145600100037 
           (20070810U) Last checking has been done.               O145600100038 
           (20101002A) SD: DATA and DATA-ERR multiplied on factor O145600100039 
            100 at Subents: 005-017 according to the author's     O145600100040 
             e-mail (E-mail from Dr.S.Szilner, 2010/09/27)        O145600100041 
            title ERR-T changed on DATA-ERR - no any description  O145600100042 
            of the source of uncertainties                        O145600100043 
             Two refs (PR/C,61,034609 + PR/C,60,064608) moved     O145600100044 
             to REl-REF. E-LVL2 added in several Subents (see     O145600100045 
                                              HISTORY in Subents) O145600100046 
ENDBIB              44          0                                 O145600100047 
NOCOMMON             0          0                                 O145600100048 
ENDSUBENT           47          0                                 O145600199999 
SUBENT        O1456002   20101002                             O043O145600200001 
BIB                  4          6                                 O145600200002 
REACTION   (6-C-12(8-O-16,INL)6-C-12,PAR,DA)   fig.6              O145600200003 
EN-SEC     (E-LVL1,6-C-12)                                        O145600200004 
           (E-LVL2,8-O-16)                                        O145600200005 
LEVEL-PROP (6-C-12,E-LVL=4.44,SPIN=2.0,PARITY=+1.)                O145600200006 
           (8-O-16,E-LVL=0.0,SPIN=0.0,PARITY=+1.)                 O145600200007 
HISTORY    (20101002A) SD: E-LVL2 added                           O145600200008 
ENDBIB               6          0                                 O145600200009 
COMMON               2          3                                 O145600200010 
E-LVL1     E-LVL2                                                 O145600200011 
MEV        MEV                                                    O145600200012 
       4.44  0.0                                                  O145600200013 
ENDCOMMON            3          0                                 O145600200014 
DATA                 4        775                                 O145600200015 
EN         ANG-CM     DATA-CM    DATA-ERR                         O145600200016 
MEV        ADEG       MB/SR      MB/SR                            O145600200017 
        62.     39.705    7.80589    0.37847                      O145600200018 
        62.      40.66    8.54587    0.39608                      O145600200019 
        62.     41.615    8.57629     0.3965                      O145600200020 
        62.     42.571    7.71978    0.37631                      O145600200021 
        62.     43.529    6.46021    0.34419                      O145600200022 
        62.     44.488     5.4002    0.31487                      O145600200023 
        62.     45.448    3.28044    0.24541                      O145600200024 
        62.     46.409    2.26197    0.20377                      O145600200025 
        62.     47.372    2.03394    0.19307                      O145600200026 
        62.     48.336    2.35903    0.20798                      O145600200027 
        62.     49.302    2.86491    0.22917                      O145600200028 
        62.     50.269    3.79086    0.26379                      O145600200029 
        62.     51.238    4.48143    0.28682                      O145600200030 
        62.     52.208    4.43451    0.28526                      O145600200031 
        62.      53.18    3.60196    0.25715                      O145600200032 
        62.     54.154    3.16232    0.24071                      O145600200033 
        62.      55.13    2.25562    0.20336                      O145600200034 
        62.     56.107    1.50204    0.16595                      O145600200035 
        62.     57.086    1.12253    0.14345                      O145600200036 
        62.     58.068    0.99291    0.13493                      O145600200037 
        62.     59.051    1.22798    0.14983                      O145600200038 
        62.     60.037    1.53675    0.16796                      O145600200039 
        62.     61.025    1.68389     0.1758                      O145600200040 
        62.     62.015    1.80494    0.18189                      O145600200041 
        62.     63.008     1.8202    0.18252                      O145600200042 
        62.     64.003    1.43451    0.16228                      O145600200043 
        62.        65.    1.13814    0.14455                      O145600200044 
        62.     66.001    0.85247    0.12508                      O145600200045 
        62.     67.004    0.72901    0.11568                      O145600200046 
        62.      68.01    0.66985    0.11067                      O145600200047 
        62.     69.019    0.61811    0.10641                      O145600200048 
        62.     70.031    0.75452     0.1177                      O145600200049 
        62.     71.047    0.92955     0.1306                      O145600200050 
        62.     72.065    0.97393     0.1337                      O145600200051 
        62.     73.088    0.95127    0.13207                      O145600200052 
        62.     74.114    0.82874    0.12335                      O145600200053 
        62.     75.144    0.70328    0.11349                      O145600200054 
        62.     76.177    0.51358    0.09709                      O145600200055 
        62.     77.216    0.38537    0.08409                      O145600200056 
        62.     78.258    0.34982    0.08014                      O145600200057 
        62.     79.305    0.39047    0.08464                      O145600200058 
        62.     80.357    0.42564    0.08836                      O145600200059 
        62.     81.414    0.51484    0.09717                      O145600200060 
        62.     82.476    0.54991    0.10039                      O145600200061 
        62.     83.544    0.54902     0.1003                      O145600200062 
        62.      105.6     0.4955    0.09529                      O145600200063 
        62.      106.4    0.59092    0.10416                      O145600200064 
        62.      107.2    0.76318    0.11837                      O145600200065 
        62.       108.    0.79796      0.121                      O145600200066 
        62.      108.8    0.92499     0.1303                      O145600200067 
        62.      109.6    1.12394    0.14365                      O145600200068 
        62.      110.4    1.21726     0.1495                      O145600200069 
        62.      111.2    1.00651    0.13573                      O145600200070 
        62.       112.    0.99792    0.13532                      O145600200071 
        62.      112.8    0.91041    0.12923                      O145600200072 
        62.      113.6    0.82274    0.12276                      O145600200073 
        62.      114.4    0.57247    0.10252                      O145600200074 
        62.      115.2    0.58857    0.10393                      O145600200075 
        62.       116.    0.41715    0.08719                      O145600200076 
        62.      116.8    0.48252    0.09412                      O145600200077 
        62.      117.6    0.46015    0.09188                      O145600200078 
        62.      118.4    0.48808    0.09457                      O145600200079 
        62.      119.2    0.58714    0.10374                      O145600200080 
        62.       120.    0.55393    0.10078                      O145600200081 
        62.      120.8    0.63293    0.10773                      O145600200082 
        62.      121.6    0.62608    0.10716                      O145600200083 
