ENTRY            O1690   20081111                             O037O169000000001 
SUBENT        O1690001   20081111                             O037O169000100001 
BIB                 14         31                                 O169000100002 
TITLE      O-16 and F-19 induced multi-nucleon transfer reaction  O169000100003 
           in light nuclei.                                       O169000100004 
AUTHOR     (U.C.Schlotthauer-Voos,R.Bock, H.G.Bohlen,             O169000100005 
           H.H.Gutbrod, W.Von Oertzen)                            O169000100006 
INSTITUTE  (2GERMPH)                                              O169000100007 
           (2GERMBG)                                              O169000100008 
REFERENCE  (J,NP/A,186,225,1972)                                  O169000100009 
           (J,NP/A,180,385,1972) It is O1689 and data for         O169000100010 
           B-11(O-16,N-15)C-12 AT 60 MeV(fig.9 main reference)    O169000100011 
FACILITY   (VDGT,2GERMPH) EN and MP Tandem Van de Graaff          O169000100012 
           accelerator.                                           O169000100013 
METHOD     (BCINT)                                                O169000100014 
           (EDE)                                                  O169000100015 
SAMPLE     The targets of about 80 mug/cm**2 thickness were used. O169000100016 
DETECTOR   (TELES,PROPC,SIBAR) The reaction products were analysedO169000100017 
           by the usual delta-E/E technique, the delta-E detector O169000100018 
           being a gas-filled proportional counter, the E-detectorO169000100019 
           a silicon surface barrier counter.                     O169000100020 
INC-SOURCE *EN-RSL*.The total energy resolution was 150-200 keV   O169000100021 
           for light reaction products as Li and C and about      O169000100022 
            400 keV for heavy elements as F and Ne.               O169000100023 
COMMENT    *By authors*.The absolute cross sections were obtained O169000100024 
           by normalizing the elastic scattering data to the      O169000100025 
           Rutherford scattering measured at lower energies with  O169000100026 
           the same experimental arrangement.                     O169000100027 
STATUS     (CURVE).By Cajad.                                      O169000100028 
ADD-RES    (COMP).DWBA analysis.                                  O169000100029 
ERR-ANALYS  The error in the absolute cross section is about      O169000100030 
            +-10% for higher energies and about +-15% for the low O169000100031 
            energy data.                                          O169000100032 
HISTORY    (20081111C) SB                                         O169000100033 
ENDBIB              31          0                                 O169000100034 
COMMON               1          3                                 O169000100035 
EN-RSL                                                            O169000100036 
KEV                                                               O169000100037 
400.                                                              O169000100038 
ENDCOMMON            3          0                                 O169000100039 
ENDSUBENT           38          0                                 O169000199999 
SUBENT        O1690002   20081111                             O037O169000200001 
BIB                  3          6                                 O169000200002 
REACTION   (6-C-12(9-F-19,7-N-15)8-O-16,PAR,DA) fig 2, 3, 4       O169000200003 
EN-SEC     (E-LVL1,8-O-16)                                        O169000200004 
           (E-LVL2,7-N-15)                                        O169000200005 
ERR-ANALYS (DATA-ERR).The error is reported by authors on fig.    O169000200006 
           (ERR-DIG).Digitizing error of data.                    O169000200007 
           (ANG-ERR-D).Digitizing error of angle.                 O169000200008 
ENDBIB               6          0                                 O169000200009 
COMMON               3          3                                 O169000200010 
E-LVL1     ERR-DIG    ANG-ERR-D                                   O169000200011 
MEV        PER-CENT   ADEG                                        O169000200012 
0.000      0.3        1.7                                         O169000200013 
ENDCOMMON            3          0                                 O169000200014 
DATA                 5        146                                 O169000200015 
EN         E-LVL2     ANG-CM     DATA-CM    DATA-ERR              O169000200016 
   32.50000    4.43000    0.00000   52.50000    0.30400    8.00000O169000500311 
   32.50000    4.43000    0.00000   54.80000    0.12800    7.00000O169000500312 
   32.50000    4.43000    0.00000   57.80000    0.13100    6.00000O169000500313 
   32.50000    4.43000    0.00000   60.70000    0.16200    7.00000O169000500314 
   32.50000    4.43000    0.00000   63.20000    0.16900    6.00000O169000500315 
   32.50000    4.43000    0.00000   64.90000    0.13100   11.00000O169000500316 
   32.50000    4.43000    0.00000   68.40000    0.11100   10.00000O169000500317 
   32.50000    4.43000    0.00000   70.90000    0.09800   11.00000O169000500318 
   32.50000    4.43000    0.00000   79.00000    0.06700    7.00000O169000500319 
   32.50000    4.43000    0.00000   84.00000    0.07900    5.00000O169000500320 
   32.50000    4.43000    0.00000   86.60000    0.08800    9.00000O169000500321 
   32.50000    4.43000    0.00000   89.60000    0.05000   12.00000O169000500322 
   32.50000    4.43000    0.00000   90.80000    0.07100   10.00000O169000500323 
   32.50000    4.43000    0.00000   95.00000    0.09600   16.00000O169000500324 
   32.50000    4.43000    0.00000   96.40000    0.05200   10.00000O169000500325 
   32.50000    4.43000    0.00000   99.10000    0.12100   11.00000O169000500326 
   32.50000    4.43000    0.00000  102.60000    0.08400    6.00000O169000500327 
   32.50000    4.43000    0.00000  103.80000    0.10000    9.00000O169000500328 
   32.50000    4.43000    0.00000  108.60000    0.05500   11.00000O169000500329 
   32.50000    4.43000    0.00000  110.00000    0.03600   11.00000O169000500330 
   32.50000    4.43000    0.00000  115.70000    0.08400   10.00000O169000500331 
   32.50000    4.43000    0.00000  116.50000    0.09400   12.00000O169000500332 
   32.50000    4.43000    0.00000  119.50000    0.06300   14.00000O169000500333 
   32.50000    4.43000    0.00000  121.60000    0.08100   10.00000O169000500334 
   32.50000    4.43000    0.00000  122.90000    0.07300   12.00000O169000500335 
   32.50000    4.43000    0.00000  125.70000    0.12800    8.00000O169000500336 
   32.50000    4.43000    0.00000  129.40000    0.17600   12.00000O169000500337 
   32.50000    4.43000    0.00000  132.00000    0.11800   12.00000O169000500338 
   32.50000    4.43000    0.00000  133.90000    0.05500   25.00000O169000500339 
   32.50000    4.43000    0.00000  136.30000    0.09600   17.00000O169000500340 
   32.50000    4.43000    0.00000  138.40000    0.08800   14.00000O169000500341 
   32.50000    4.43000    0.00000  140.50000    0.11800   13.00000O169000500342 
   32.50000    4.43000    0.00000  142.10000    0.16900   13.00000O169000500343 
   32.50000    4.43000    0.00000  144.50000    0.23600    8.00000O169000500344 
   32.50000    4.43000    0.00000  146.70000    0.20000   14.00000O169000500345 
   32.50000    4.43000    0.00000  148.20000    0.38000   13.00000O169000500346 
   32.50000    4.43000    0.00000  150.00000    0.28000   14.00000O169000500347 
   32.50000    4.43000    0.00000  153.00000    0.23000   17.00000O169000500348 
   32.50000    4.43000    0.00000  154.60000    0.24000   17.00000O169000500349 
   35.00000    0.00000    0.00000   11.70000    3.70000   11.00000O169000500350 
   35.00000    0.00000    0.00000   18.30000    1.00000   11.00000O169000500351 
   35.00000    0.00000    0.00000   20.10000    1.65000   12.00000O169000500352 
   35.00000    0.00000    0.00000   22.80000    1.69000    8.00000O169000500353 
   35.00000    0.00000    0.00000   25.00000    1.73000   12.00000O169000500354 
   35.00000    0.00000    0.00000   25.50000    1.51000           O169000500355 
   35.00000    0.00000    0.00000   27.70000    1.00000   10.00000O169000500356 
   35.00000    0.00000    0.00000   29.40000    0.57000   12.00000O169000500357 
   35.00000    0.00000    0.00000   32.10000    0.55000    9.00000O169000500358 
   35.00000    0.00000    0.00000   37.90000    0.70000           O169000500359 
   35.00000    0.00000    0.00000   47.20000    0.29700   10.00000O169000500360 
   35.00000    0.00000    0.00000   47.70000    0.19800   13.00000O169000500361 
   35.00000    0.00000    0.00000   49.50000    0.32000   13.00000O169000500362 
   35.00000    0.00000    0.00000   50.80000    0.43600           O169000500363 
   35.00000    0.00000    0.00000   52.60000    0.42700           O169000500364 
   35.00000    0.00000    0.00000   53.50000    0.34100    9.00000O169000500365 
   35.00000    0.00000    0.00000   55.70000    0.26000           O169000500366 
   35.00000    0.00000    0.00000   56.60000    0.17300   12.00000O169000500367 
   35.00000    0.00000    0.00000   60.50000    0.07200   13.00000O169000500368 
   35.00000    0.00000    0.00000   65.90000    0.09400   11.00000O169000500369 
   35.00000    0.00000    0.00000   69.90000    0.07300   14.00000O169000500370 
   35.00000    0.00000    0.00000   75.20000    0.06900   14.00000O169000500371 
   35.00000    0.00000    0.00000   80.10000    0.05500   11.00000O169000500372 
   35.00000    0.00000    0.00000   84.60000    0.08600   13.00000O169000500373 
   35.00000    0.00000    0.00000  105.10000    0.05100   12.00000O169000500374 
   35.00000    0.00000    0.00000  108.60000    0.02800   21.00000O169000500375 
   35.00000    0.00000    0.00000  112.20000    0.01700   24.00000O169000500376 
   35.00000    0.00000    0.00000  116.20000    0.02000   30.00000O169000500377 
   35.00000    0.00000    0.00000  120.60000    0.02000   25.00000O169000500378 
   35.00000    0.00000    0.00000  124.70000    0.03700   16.00000O169000500379 
   35.00000    0.00000    0.00000  128.70000    0.07200   17.00000O169000500380 
   35.00000    0.00000    0.00000  130.50000    0.05200   23.00000O169000500381 
   35.00000    0.00000    0.00000  132.30000    0.09900   19.00000O169000500382 
   35.00000    0.00000    0.00000  134.50000    0.07100   20.00000O169000500383 
   35.00000    0.00000    0.00000  136.70000    0.09700   19.00000O169000500384 
   35.00000    0.00000    0.00000  139.80000    0.04500   20.00000O169000500385 
   35.00000    0.00000    0.00000  144.30000    0.09100   23.00000O169000500386 
   35.00000    0.00000    0.00000  150.10000    0.17100   12.00000O169000500387 
   35.00000    0.00000    0.00000  151.40000    0.15300   18.00000O169000500388 
   35.00000    0.00000    0.00000  154.50000    0.15000   27.00000O169000500389 
   35.00000    0.00000    0.00000  156.30000    0.10900   23.00000O169000500390 
   35.00000    0.00000    0.00000  156.30000    0.15300   17.00000O169000500391 
   35.00000    0.00000    0.00000  158.10000    0.07800   30.00000O169000500392 
   35.00000    0.00000    0.00000  159.90000    0.16400   16.00000O169000500393 
   35.00000    0.00000    0.00000  162.50000    0.16000   25.00000O169000500394 
   35.00000    0.00000    0.00000  167.00000    0.37000   16.00000O169000500395 
   35.00000    0.00000    6.33000   10.60000    2.02000    8.00000O169000500396 
   35.00000    0.00000    6.33000   18.50000    1.22000    7.00000O169000500397 
   35.00000    0.00000    6.33000   19.90000    0.82000   10.00000O169000500398 
   35.00000    0.00000    6.33000   21.30000    0.65000   11.00000O169000500399 
   35.00000    0.00000    6.33000   23.60000    0.58000   12.00000O169000500400 
   35.00000    0.00000    6.33000   25.90000    0.62000    8.00000O169000500401 
   35.00000    0.00000    6.33000   26.30000    0.68000           O169000500402 
   35.00000    0.00000    6.33000   29.00000    0.96000    5.00000O169000500403 
   35.00000    0.00000    6.33000   33.50000    0.86000    7.00000O169000500404 
   35.00000    0.00000    6.33000   35.00000    0.68000   10.00000O169000500405 
   35.00000    0.00000    6.33000   41.50000    0.22600    9.00000O169000500406 
   35.00000    0.00000    6.33000   46.60000    0.22000   10.00000O169000500407 
   35.00000    0.00000    6.33000   52.20000    0.10800   15.00000O169000500408 
   35.00000    0.00000    6.33000   54.00000    0.08600    7.00000O169000500409 
   35.00000    0.00000    6.33000   57.70000    0.07300    8.00000O169000500410 
   35.00000    0.00000    6.33000   59.10000    0.06100   15.00000O169000500411 
   35.00000    0.00000    6.33000   60.90000    0.07600   14.00000O169000500412 
   35.00000    0.00000    6.33000   63.10000    0.08400    8.00000O169000500413 
   35.00000    0.00000    6.33000   64.10000    0.05700   19.00000O169000500414 
   35.00000    0.00000    6.33000   69.20000    0.03700   11.00000O169000500415 
   35.00000    0.00000    6.33000   74.70000    0.03200   16.00000O169000500416 
   35.00000    0.00000    6.33000   81.00000    0.03800   16.00000O169000500417 
   35.00000    0.00000    6.33000   87.00000    0.02400   17.00000O169000500418 
   35.00000    0.00000    6.33000   91.60000    0.02300   13.00000O169000500419 
   35.00000    0.00000    6.33000   93.40000    0.02900   14.00000O169000500420 
   35.00000    0.00000    6.33000   98.00000    0.02000   25.00000O169000500421 
   35.00000    0.00000    6.33000  101.50000    0.02800   21.00000O169000500422 
   35.00000    0.00000    6.33000  106.00000    0.03600   14.00000O169000500423 
   35.00000    0.00000    6.33000  110.60000    0.03100   16.00000O169000500424 
   35.00000    0.00000    6.33000  115.10000    0.03400   18.00000O169000500425 
   35.00000    0.00000    6.33000  118.60000    0.06900   10.00000O169000500426 
   35.00000    0.00000    6.33000  121.30000    0.07800   17.00000O169000500427 
   35.00000    0.00000    6.33000  122.60000    0.10700   15.00000O169000500428 
   35.00000    0.00000    6.33000  126.80000    0.08900   15.00000O169000500429 
   35.00000    0.00000    6.33000  127.20000    0.11700   13.00000O169000500430 
   35.00000    0.00000    6.33000  128.10000    0.09700   11.00000O169000500431 
   35.00000    0.00000    6.33000  133.10000    0.08500   14.00000O169000500432 
   35.00000    0.00000    6.33000  136.80000    0.08500   14.00000O169000500433 
   35.00000    0.00000    6.33000  142.70000    0.08600   24.00000O169000500434 
   35.00000    0.00000    6.33000  144.10000    0.06700   16.00000O169000500435 
   35.00000    0.00000    6.33000  145.40000    0.10100   15.00000O169000500436 
   35.00000    0.00000    6.33000  148.20000    0.07200   29.00000O169000500437 
   35.00000    0.00000    6.33000  150.50000    0.07000   27.00000O169000500438 
   35.00000    0.00000    6.33000  150.60000    0.03800   30.00000O169000500439 
   35.00000    0.00000    6.33000  151.90000    0.06100   30.00000O169000500440 
   35.00000    0.00000    6.33000  155.10000    0.05200   30.00000O169000500441 
   35.00000    0.00000    6.33000  156.70000    0.12000   30.00000O169000500442 
   35.00000    0.00000    6.33000  157.70000    0.10100   11.00000O169000500443 
   35.00000    0.00000    6.33000  163.70000    0.44000   16.00000O169000500444 
   35.00000    4.43000    0.00000   10.40000    2.75000           O169000500445 
   35.00000    4.43000    0.00000   17.30000    1.51000           O169000500446 
   35.00000    4.43000    0.00000   20.20000    1.90000           O169000500447 
   35.00000    4.43000    0.00000   22.40000    1.50000    8.00000O169000500448 
   35.00000    4.43000    0.00000   24.90000    1.78000           O169000500449 
   35.00000    4.43000    0.00000   27.00000    1.50000           O169000500450 
   35.00000    4.43000    0.00000   29.70000    0.84400           O169000500451 
   35.00000    4.43000    0.00000   32.30000    0.68000   10.00000O169000500452 
   35.00000    4.43000    0.00000   39.10000    0.65000           O169000500453 
   35.00000    4.43000    0.00000   44.20000    0.48100           O169000500454 
   35.00000    4.43000    0.00000   49.10000    0.16600   11.00000O169000500455 
   35.00000    4.43000    0.00000   52.60000    0.12000   12.00000O169000500456 
   35.00000    4.43000    0.00000   54.90000    0.22000   14.00000O169000500457 
   35.00000    4.43000    0.00000   57.00000    0.23700           O169000500458 
   35.00000    4.43000    0.00000   59.70000    0.16500    9.00000O169000500459 
   35.00000    4.43000    0.00000   65.80000    0.05900   14.00000O169000500460 
   35.00000    4.43000    0.00000   70.40000    0.07800   12.00000O169000500461 
   35.00000    4.43000    0.00000   75.90000    0.07000   11.00000O169000500462 
   35.00000    4.43000    0.00000   81.30000    0.10400   12.00000O169000500463 
   35.00000    4.43000    0.00000   96.20000    0.05100   10.00000O169000500464 
   35.00000    4.43000    0.00000  100.80000    0.06200   13.00000O169000500465 
   35.00000    4.43000    0.00000  105.50000    0.05800   16.00000O169000500466 
   35.00000    4.43000    0.00000  109.80000    0.03900   18.00000O169000500467 
   35.00000    4.43000    0.00000  113.60000    0.04400   18.00000O169000500468 
   35.00000    4.43000    0.00000  118.10000    0.06400   14.00000O169000500469 
   35.00000    4.43000    0.00000  122.30000    0.06200   15.00000O169000500470 
   35.00000    4.43000    0.00000  124.30000    0.09100   20.00000O169000500471 
   35.00000    4.43000    0.00000  126.90000    0.09100   16.00000O169000500472 
   35.00000    4.43000    0.00000  128.60000    0.07000   21.00000O169000500473 
   35.00000    4.43000    0.00000  131.10000    0.09300   14.00000O169000500474 
   35.00000    4.43000    0.00000  135.80000    0.07000   16.00000O169000500475 
   35.00000    4.43000    0.00000  139.50000    0.08600   17.00000O169000500476 
   35.00000    4.43000    0.00000  145.80000    0.13400   10.00000O169000500477 
   35.00000    4.43000    0.00000  147.30000    0.21900   12.00000O169000500478 
   35.00000    4.43000    0.00000  150.80000    0.13700   19.00000O169000500479 
   35.00000    4.43000    0.00000  152.00000    0.22000   14.00000O169000500480 
   35.00000    4.43000    0.00000  154.50000    0.24000   17.00000O169000500481 
   35.00000    4.43000    0.00000  156.50000    0.35000   14.00000O169000500482 
   35.00000    4.43000    0.00000  158.20000    0.31000   13.00000O169000500483 
   35.00000    4.43000    0.00000  164.90000    0.38000   13.00000O169000500484 
ENDDATA            469          0                                 O169000500485 
ENDSUBENT          484          0                                 O169000599999 
SUBENT        O1690006   20081111                             O037O169000600001 
BIB                  3          6                                 O169000600002 
REACTION   (5-B-11(8-O-16,5-B-11)8-O-16,PAR,DA) fig 13            O169000600003 
EN-SEC     (E-LVL1,8-O-16)                                        O169000600004 
           (E-LVL2,5-B-11)                                        O169000600005 
ERR-ANALYS (DATA-ERR).The error is reported by authors on fig.    O169000600006 
           (ERR-DIG).Digitizing error of data.                    O169000600007 
           (ANG-ERR-D).Digitizing error of angle.                 O169000600008 
ENDBIB               6          0                                 O169000600009 
COMMON               4          3                                 O169000600010 
EN         E-LVL2     ERR-DIG    ANG-ERR-D                        O169000600011 
MEV        MEV        PER-CENT   ADEG                             O169000600012 
60.        0.000      1.8        0.4                              O169000600013 
ENDCOMMON            3          0                                 O169000600014 
DATA                 5         87                                 O169000600015 
E-LVL      E-LVL1     ANG-CM     DATA-CM    DATA-ERR              O169000600016 
MEV        MEV        ADEG       MB/SR      PER-CENT              O169000600017 
    0.00000              21.70000    0.18900                      O169000600018 
    0.00000              23.30000    0.12680                      O169000600019 
    0.00000              24.30000    0.06580                      O169000600020 
    0.00000              25.60000    0.08750                      O169000600021 
    0.00000              26.90000    0.14640                      O169000600022 
    0.00000              28.60000    0.15240                      O169000600023 
    0.00000              29.70000    0.20800                      O169000600024 
    0.00000              30.90000    0.19500                      O169000600025 
    0.00000              32.00000    0.16700                      O169000600026 
    0.00000              33.20000    0.16100                      O169000600027 
    0.00000              33.80000    0.12140                      O169000600028 
    0.00000              34.30000    0.07260                      O169000600029 
    0.00000              34.80000    0.04120                      O169000600030 
    0.00000              36.60000    0.04940                      O169000600031 
    0.00000              37.30000    0.06080                      O169000600032 
    0.00000              37.80000    0.04950                      O169000600033 
    0.00000              40.40000    0.08730                      O169000600034 
    0.00000              41.20000    0.10740                      O169000600035 
    0.00000              42.90000    0.11910                      O169000600036 
    0.00000              43.70000    0.08640                      O169000600037 
    0.00000              45.50000    0.06360                      O169000600038 
    6.06000    6.13000   15.10000    0.10600    9.00000           O169000600039 
    6.06000    6.13000   16.60000    0.11500    6.00000           O169000600040 
    6.06000    6.13000   17.40000    0.12600   10.00000           O169000600041 
    6.06000    6.13000   18.90000    0.23300                      O169000600042 
    6.06000    6.13000   21.00000    0.41000    7.00000           O169000600043 
    6.06000    6.13000   22.80000    0.41300                      O169000600044 
    6.06000    6.13000   24.80000    0.37700                      O169000600045 
    6.06000    6.13000   25.10000    0.21000                      O169000600046 
    6.06000    6.13000   26.30000    0.17900                      O169000600047 
    6.06000    6.13000   28.10000    0.15690                      O169000600048 
    6.06000    6.13000   30.20000    0.15290                      O169000600049 
    6.06000    6.13000   32.00000    0.16400                      O169000600050 
    6.06000    6.13000   32.70000    0.18000    8.00000           O169000600051 
    6.06000    6.13000   33.50000    0.15320                      O169000600052 
    6.06000    6.13000   35.30000    0.15950                      O169000600053 
    6.06000    6.13000   36.10000    0.13970                      O169000600054 
    6.06000    6.13000   37.60000    0.13080                      O169000600055 
    6.06000    6.13000   38.60000    0.12410                      O169000600056 
    6.06000    6.13000   41.90000    0.06400                      O169000600057 
    6.06000    6.13000   43.20000    0.09800    6.00000           O169000600058 
    6.06000    6.13000   45.80000    0.07700    6.00000           O169000600059 
    6.06000    6.13000   48.10000    0.07600    9.00000           O169000600060 
    6.92000    7.12000   15.90000    0.09200    5.00000           O169000600061 
    6.92000    7.12000   17.40000    0.07700    5.00000           O169000600062 
    6.92000    7.12000   18.70000    0.19900    6.00000           O169000600063 
    6.92000    7.12000   20.70000    0.38000    8.00000           O169000600064 
    6.92000    7.12000   22.30000    0.30000                      O169000600065 
    6.92000    7.12000   24.30000    0.29600                      O169000600066 
    6.92000    7.12000   25.10000    0.17200                      O169000600067 
    6.92000    7.12000   26.60000    0.15680                      O169000600068 
    6.92000    7.12000   27.10000    0.18300                      O169000600069 
    6.92000    7.12000   29.40000    0.15840                      O169000600070 
    6.92000    7.12000   31.70000    0.15600    5.00000           O169000600071 
    6.92000    7.12000   32.70000    0.19200    6.00000           O169000600072 
    6.92000    7.12000   34.00000    0.14590                      O169000600073 
    6.92000    7.12000   35.30000    0.16600                      O169000600074 
    6.92000    7.12000   36.30000    0.15530                      O169000600075 
    6.92000    7.12000   36.80000    0.13460                      O169000600076 
    6.92000    7.12000   40.70000    0.14500    8.00000           O169000600077 
    6.92000    7.12000   42.90000    0.12870                      O169000600078 
    6.92000    7.12000   44.20000    0.15800                      O169000600079 
    6.92000    7.12000   46.30000    0.13860                      O169000600080 
    6.92000    7.12000   48.30000    0.10000   10.00000           O169000600081 
   10.34000              15.40000    0.15200    8.00000           O169000600082 
   10.34000              17.20000    0.13000   10.00000           O169000600083 
   10.34000              18.90000    0.13000   10.00000           O169000600084 
   10.34000              20.00000    0.29700    9.00000           O169000600085 
   10.34000              22.50000    0.52000    8.00000           O169000600086 
   10.34000              23.50000    0.42800                      O169000600087 
   10.34000              26.10000    0.40100                      O169000600088 
   10.34000              26.60000    0.26100                      O169000600089 
   10.34000              28.60000    0.27800                      O169000600090 
   10.34000              29.70000    0.20400                      O169000600091 
   10.34000              31.70000    0.23800                      O169000600092 
   10.34000              33.80000    0.21700    7.00000           O169000600093 
   10.34000              35.00000    0.21800                      O169000600094 
   10.34000              35.50000    0.20600   11.00000           O169000600095 
   10.34000              36.60000    0.16100    6.00000           O169000600096 
   10.34000              37.80000    0.18100                      O169000600097 
   10.34000              39.60000    0.17000                      O169000600098 
   10.34000              40.70000    0.14500    8.00000           O169000600099 
   10.34000              45.20000    0.08960                      O169000600100 
   10.34000              47.30000    0.10300    7.00000           O169000600101 
   10.34000              47.30000    0.15100    5.00000           O169000600102 
   10.34000              49.60000    0.08850                      O169000600103 
   10.34000              51.90000    0.08900    6.00000           O169000600104 
ENDDATA             89          0                                 O169000600105 
ENDSUBENT          104          0                                 O169000699999 
SUBENT        O1690007   20081111                             O037O169000700001 
BIB                  4         10                                 O169000700002 
REACTION   (5-B-11(8-O-16,5-B-11)8-O-16,PAR,DA) fig 14            O169000700003 
EN-SEC     (E-LVL1,5-B-11)                                        O169000700004 
           (E-LVL2,8-O-16)                                        O169000700005 
LEVEL-PROP (5-B-11,E-LVL=0.000,SPIN=1.5,PARITY=-1.)               O169000700006 
           (5-B-11,E-LVL=2.120,SPIN=0.5,PARITY=-1.)               O169000700007 
           (5-B-11,E-LVL=4.440,SPIN=2.5,PARITY=-1.)               O169000700008 
           (5-B-11,E-LVL=5.020,SPIN=1.5,PARITY=-1.)               O169000700009 
ERR-ANALYS (DATA-ERR).The error is reported by authors on fig.    O169000700010 
           (ERR-DIG).Digitizing error of data.                    O169000700011 
           (ANG-ERR-D).Digitizing error of angle.                 O169000700012 
ENDBIB              10          0                                 O169000700013 
COMMON               4          3                                 O169000700014 
EN         E-LVL2     ERR-DIG    ANG-ERR-D                        O169000700015 
MEV        MEV        PER-CENT   ADEG                             O169000700016 
60.        0.000      1.8        0.3                              O169000700017 
ENDCOMMON            3          0                                 O169000700018 
DATA                 4         74                                 O169000700019 
E-LVL1     ANG-CM     DATA-CM    DATA-ERR                         O169000700020 
MEV        ADEG       MB/SR      PER-CENT                         O169000700021 
    0.00000   19.17000    0.17800                                 O169000700022 
    0.00000   21.37000    0.12240                                 O169000700023 
    0.00000   22.36000    0.06790                                 O169000700024 
    0.00000   23.58000    0.08500                                 O169000700025 
    0.00000   24.80000    0.13840                                 O169000700026 
    0.00000   26.26000    0.14720                                 O169000700027 
    0.00000   27.73000    0.20400                                 O169000700028 
    0.00000   28.46000    0.18400                                 O169000700029 
    0.00000   29.20000    0.16400                                 O169000700030 
    0.00000   30.42000    0.15250                                 O169000700031 
    0.00000   31.41000    0.11570                                 O169000700032 
    0.00000   32.39000    0.07000                                 O169000700033 
    0.00000   33.13000    0.04240                                 O169000700034 
    0.00000   34.60000    0.04860                                 O169000700035 
    0.00000   35.57000    0.05940                                 O169000700036 
    0.00000   36.31000    0.04980                                 O169000700037 
    0.00000   37.77000    0.08740                                 O169000700038 
    0.00000   38.99000    0.10680                                 O169000700039 
    0.00000   40.21000    0.11790                                 O169000700040 
    0.00000   40.95000    0.08730                                 O169000700041 
    0.00000   43.16000    0.06370                                 O169000700042 
    0.00000   44.62000    0.10250                                 O169000700043 
    0.00000   47.31000    0.10620                                 O169000700044 
    2.12000   15.05000    0.02300   13.00000                      O169000700045 
    2.12000   15.54000    0.01490   17.00000                      O169000700046 
    2.12000   17.50000    0.01700   13.00000                      O169000700047 
    2.12000   17.73000    0.05300   13.00000                      O169000700048 
    2.12000   20.66000    0.05350                                 O169000700049 
    2.12000   23.11000    0.04570                                 O169000700050 
    2.12000   23.85000    0.02330   10.00000                      O169000700051 
    2.12000   25.09000    0.00960    9.00000                      O169000700052 
    2.12000   28.27000    0.00730   10.00000                      O169000700053 
    2.12000   29.97000    0.01770   12.00000                      O169000700054 
    2.12000   31.93000    0.01450    9.00000                      O169000700055 
    2.12000   31.93000    0.01800   22.00000                      O169000700056 
    2.12000   32.91000    0.01380    8.00000                      O169000700057 
    2.12000   34.13000    0.01450   10.00000                      O169000700058 
    2.12000   35.85000    0.01380   13.00000                      O169000700059 
    2.12000   37.32000    0.00730   14.00000                      O169000700060 
    2.12000   39.77000    0.00640   19.00000                      O169000700061 
    2.12000   40.99000    0.01170   22.00000                      O169000700062 
    2.12000   41.00000    0.00590   12.00000                      O169000700063 
    2.12000   42.95000    0.00870    9.00000                      O169000700064 
    2.12000   45.15000    0.00790   40.00000                      O169000700065 
    4.44000   18.02000    0.05800   14.00000                      O169000700066 
    4.44000   20.21000    0.13900    8.00000                      O169000700067 
    4.44000   21.67000    0.17300    6.00000                      O169000700068 
    4.44000   23.39000    0.11800   10.00000                      O169000700069 
    4.44000   24.87000    0.05900   14.00000                      O169000700070 
    4.44000   25.12000    0.03500    9.00000                      O169000700071 
    4.44000   29.04000    0.03010    6.00000                      O169000700072 
    4.44000   30.26000    0.03570    6.00000                      O169000700073 
    4.44000   32.21000    0.05080                                 O169000700074 
    4.44000   34.90000    0.04630                                 O169000700075 
    4.44000   35.64000    0.02630    5.00000                      O169000700076 
    4.44000   36.62000    0.02740    5.00000                      O169000700077 
    4.44000   37.84000    0.03200   22.00000                      O169000700078 
    4.44000   40.78000    0.02400    8.00000                      O169000700079 
    4.44000   42.01000    0.02020   13.00000                      O169000700080 
    4.44000   43.72000    0.02200   14.00000                      O169000700081 
    5.02000   21.73000    0.01070    7.00000                      O169000700082 
    5.02000   23.68000    0.02680                                 O169000700083 
    5.02000   24.91000    0.01560   12.00000                      O169000700084 
    5.02000   26.12000    0.03000    2.00000                      O169000700085 
    5.02000   29.31000    0.02370    5.00000                      O169000700086 
    5.02000   31.02000    0.02370    7.00000                      O169000700087 
    5.02000   32.73000    0.02000    7.00000                      O169000700088 
    5.02000   34.45000    0.01540   13.00000                      O169000700089 
    5.02000   35.67000    0.01520   18.00000                      O169000700090 
    5.02000   35.91000    0.02100    8.00000                      O169000700091 
    5.02000   36.65000    0.02390    8.00000                      O169000700092 
    5.02000   39.09000    0.03200   19.00000                      O169000700093 
    5.02000   42.77000    0.01650   12.00000                      O169000700094 
    5.02000   44.24000    0.01310   11.00000                      O169000700095 
ENDDATA             76          0                                 O169000700096 
ENDSUBENT           95          0                                 O169000799999 
ENDENTRY             7          0                                 O169099999999 
