ENTRY            O1302   20060526                             O026O130200000001 
SUBENT        O1302001   20060526                             O026O130200100001 
BIB                 10         50                                 O130200100002 
TITLE      Light nuclides produced in the proton-induced          O130200100003 
           spallation of 238U at 1A GeV.                          O130200100004 
REFERENCE  (J,PR/C,73,014607,2006)                                O130200100005 
AUTHOR     (M.V.Ricciardi, P.Armbruster, J.Benlliure, M.Bernas,   O130200100006 
           A.Boudard, S.Czajkowski, T.Enqvist, A.Kelic, S.Leray,  O130200100007 
           R.Legrain, B.Mustapha, J.Pereira, F.Rejmund,           O130200100008 
           K.-H.Schmidt, C.Stephan, L.Tassan-Got, C.Volant,       O130200100009 
           O.Yordanov)                                            O130200100010 
INSTITUTE  (2GERGSI)                                              O130200100011 
           (2SPNSAU)                                              O130200100012 
           (2FR PAR) IPN Orsay/IN2P3.                             O130200100013 
           (2FR SAC) DAPNIA/SPhN CEA.                             O130200100014 
           (2FR GRA) CEN Bordeaux-Gradignan.                      O130200100015 
REL-REF    (R,O1069001,M.BERNAS+,J,NP/A,725,213,2003)             O130200100016 
           The formation of heavier residues by fission (from Z=28O130200100017 
           to Z=73)                                               O130200100018 
           (R,O1053001,J.TALEB+,J,NP/A,724,413,2003)              O130200100019 
           Spallation-evaporation  (from Z=74 to Z=92) in the     O130200100020 
           system 238U + hydrogen.                                O130200100021 
           (R,,H.GEISSEL+,J,NIM/B,70,286,1992) FRS.               O130200100022 
SAMPLE     A liquid hydrogen target of 87.3 mg/cm2 thickness,     O130200100023 
           which was enclosed in a thin titanium casing.          O130200100024 
DETECTOR   (SCIN) The scintillation detectors were used to        O130200100025 
           determine the time-of-flight of the fragments and theirO130200100026 
           horizontal position (X-position).  The X-position  gaveO130200100027 
           the effective radii of the trajectory, which,          O130200100028 
           multiplied by the value of the magnetic field, providedO130200100029 
           the magnetic rigidity of the fragment.                 O130200100030 
           (IOCH) Full identification of the reaction residues wasO130200100031 
           performed by determining the atomic number Z from the  O130200100032 
           energy-loss measurement with an ionisation chamber, andO130200100033 
           the mass-overcharge ratio, a/z, from the magnetic      O130200100034 
           rigidity and the velocity.                             O130200100035 
FACILITY   (SYNCH,2GERGSI)                                        O130200100036 
           (FRS,2GERGSI) The FRS is a two-stage magnetic          O130200100037 
           spectrometer, achromatic at the exit and dispersive in O130200100038 
           the central image plane. It has a momentum acceptance  O130200100039 
           of 3% and an angular acceptance of 15 mrad around the  O130200100040 
           beam axis.                                             O130200100041 
METHOD     (EXTB)                                                 O130200100042 
           (TOF) The time-of-flight, together with the flight     O130200100043 
           path,  was used to deduce the velocity of the fragment.O130200100044 
           (EDE)  Full identification of the reaction residues wasO130200100045 
           performed by determining the atomic number Z from the  O130200100046 
           energy-loss measurement with an ionisation chamber, andO130200100047 
           the mass-overcharge ratio, A/Z, from the magnetic      O130200100048 
           rigidity and the velocity.                             O130200100049 
           (SITA) See SAMPLE.                                     O130200100050 
HISTORY    (20051203C) by F.Ch                                    O130200100051 
           (20060526U) Last checking has been done.               O130200100052 
ENDBIB              50          0                                 O130200100053 
COMMON               1          3                                 O130200100054 
EN                                                                O130200100055 
GEV                                                               O130200100056 
       238.                                                       O130200100057 
ENDCOMMON            3          0                                 O130200100058 
ENDSUBENT           57          0                                 O130200199999 
SUBENT        O1302002   20060526                             O026O130200200001 
BIB                  3         11                                 O130200200002 
REACTION   (1-H-1(92-U-238,X)ELEM/MASS,,SIG)                      O130200200003 
COMMENT    -By  authors.   The experiment was performed in inverseO130200200004 
           kinematics at relativistic energy, i.e. shooting a 1 A O130200200005 
           GeV 238U beam into a H2 target.  In these experimental O130200200006 
           conditions, the fragment escapes the target strongly   O130200200007 
           focussed in forward direction and is detected in-flightO130200200008 
           prior to its radioactive decay.                        O130200200009 
ERR-ANALYS (DATA-ERR1) The upper relative uncertainties.  Both    O130200200010 
           statistical and systematic errors are considered.      O130200200011 
           (DATA-ERR2) The lower relative uncertainties.  Both    O130200200012 
           statistical and systematic errors are considered.      O130200200013 
ENDBIB              11          0                                 O130200200014 
NOCOMMON             0          0                                 O130200200015 
DATA                 5        254                                 O130200200016 
ELEMENT    MASS       DATA       DATA-ERR1  DATA-ERR2             O130200200017 
NO-DIM     NO-DIM     MB         PER-CENT   PER-CENT              O130200200018 
         7.        15.        1.8        23.        22.           O130200200019 
         7.        16.       0.44        22.        21.           O130200200020 
         7.        17.       0.14        67.        44.           O130200200021 
         8.        16.       0.52        33.        29.           O130200200022 
         8.        17.        0.8        28.        28.           O130200200023 
         8.        18.       0.95        55.        23.           O130200200024 
         8.        19.       0.29        27.        25.           O130200200025 
         9.        19.       0.46        28.        26.           O130200200026 
         9.        20.       0.68        57.        28.           O130200200027 
         9.        21.       0.49        57.        28.           O130200200028 
        10.        20.       0.14        28.        28.           O130200200029 
        10.        21.       0.52        28.        28.           O130200200030 
        10.        22.       0.73        28.        28.           O130200200031 
        10.        23.       0.36        56.        24.           O130200200032 
        10.        24.       0.15        29.        26.           O130200200033 
        11.        23.       0.45        25.        24.           O130200200034 
        11.        24.       0.53        23.        23.           O130200200035 
        11.        25.        0.5        55.        22.           O130200200036 
        11.        26.       0.26        56.        24.           O130200200037 
        12.        24.       0.17        54.        28.           O130200200038 
        12.        25.       0.34        25.        24.           O130200200039 
        12.        26.       0.62        22.        22.           O130200200040 
        12.        27.       0.52        55.        23.           O130200200041 
        12.        28.       0.16        73.        31.           O130200200042 
        13.        27.       0.22        37.        31.           O130200200043 
        13.        28.        0.5        21.        21.           O130200200044 
        13.        29.       0.57        55.        23.           O130200200045 
        13.        31.       0.21        36.        31.           O130200200046 
        14.        28.      0.054        34.        30.           O130200200047 
        14.        29.       0.25        28.        26.           O130200200048 
        14.        30.       0.56        23.        23.           O130200200049 
        14.        31.       0.41        23.        23.           O130200200050 
        14.        32.       0.25        32.        28.           O130200200051 
        15.        31.       0.12        29.        27.           O130200200052 
        15.        32.       0.39        21.        21.           O130200200053 
        15.        33.       0.47        28.        28.           O130200200054 
        15.        34.       0.34        57.        28.           O130200200055 
        15.        35.       0.23        56.        24.           O130200200056 
        16.        33.       0.11        29.        27.           O130200200057 
        16.        34.        0.4        22.        22.           O130200200058 
        16.        35.       0.46        28.        28.           O130200200059 
        16.        36.       0.35        54.        21.           O130200200060 
        16.        37.        0.2        57.        26.           O130200200061 
        16.        38.      0.084        33.        29.           O130200200062 
        17.        35.       0.18        32.        28.           O130200200063 
        17.        36.       0.29        24.        23.           O130200200064 
        17.        37.        0.4        28.        26.           O130200200065 
        17.        38.       0.37        55.        23.           O130200200066 
        17.        39.       0.29        28.        28.           O130200200067 
        17.        40.       0.18        55.        23.           O130200200068 
        18.        37.       0.11        35.        30.           O130200200069 
        18.        38.       0.24        23.        22.           O130200200070 
        18.        39.       0.55        25.        24.           O130200200071 
        18.        40.       0.59        22.        22.           O130200200072 
        18.        42.       0.27        55.        22.           O130200200073 
        18.        43.      0.096        61.        58.           O130200200074 
        18.        44.      0.047        44.        35.           O130200200075 
        19.        39.      0.041        38.        32.           O130200200076 
        19.        40.       0.15        24.        23.           O130200200077 
        19.        41.       0.33        27.        25.           O130200200078 
        19.        42.       0.57        22.        22.           O130200200079 
        19.        43.       0.58        56.        23.           O130200200080 
        19.        44.       0.62        57.        26.           O130200200081 
        19.        45.       0.23        57.        25.           O130200200082 
        19.        46.       0.13        43.        34.           O130200200083 
        20.        41.      0.057        29.        27.           O130200200084 
        20.        42.       0.18        23.        23.           O130200200085 
        20.        43.       0.39        25.        24.           O130200200086 
        20.        44.       0.61        21.        21.           O130200200087 
        20.        45.       0.54        21.        21.           O130200200088 
        20.        46.       0.64        24.        23.           O130200200089 
        20.        47.       0.32        23.        23.           O130200200090 
        20.        48.      0.091        66.        34.           O130200200091 
        21.        43.       0.04        36.        30.           O130200200092 
        21.        44.       0.15        26.        25.           O130200200093 
        21.        45.       0.38        23.        23.           O130200200094 
        21.        46.        0.5        22.        22.           O130200200095 
        21.        47.       0.76        21.        21.           O130200200096 
        21.        48.       0.59        28.        28.           O130200200097 
        21.        49.       0.65        21.        21.           O130200200098 
        21.        51.       0.07        59.        28.           O130200200099 
        22.        46.       0.11        23.        22.           O130200200100 
        22.        47.       0.39        24.        23.           O130200200101 
        22.        49.        0.9        20.        20.           O130200200102 
        22.        51.       0.71        21.        21.           O130200200103 
        22.        52.       0.29        57.        26.           O130200200104 
