ENTRY            O1302   20060526                             O026O130200000001 
SUBENT        O1302001   20060526                             O026O130200100001 
BIB                 10         50                                 O130200100002 
TITLE      Light nuclides produced in the proton-induced          O130200100003 
           spallation of 238U at 1A GeV.                          O130200100004 
REFERENCE  (J,PR/C,73,014607,2006)                                O130200100005 
AUTHOR     (M.V.Ricciardi, P.Armbruster, J.Benlliure, M.Bernas,   O130200100006 
           A.Boudard, S.Czajkowski, T.Enqvist, A.Kelic, S.Leray,  O130200100007 
           R.Legrain, B.Mustapha, J.Pereira, F.Rejmund,           O130200100008 
           K.-H.Schmidt, C.Stephan, L.Tassan-Got, C.Volant,       O130200100009 
           O.Yordanov)                                            O130200100010 
INSTITUTE  (2GERGSI)                                              O130200100011 
           (2SPNSAU)                                              O130200100012 
           (2FR PAR) IPN Orsay/IN2P3.                             O130200100013 
           (2FR SAC) DAPNIA/SPhN CEA.                             O130200100014 
           (2FR GRA) CEN Bordeaux-Gradignan.                      O130200100015 
REL-REF    (R,O1069001,M.BERNAS+,J,NP/A,725,213,2003)             O130200100016 
           The formation of heavier residues by fission (from Z=28O130200100017 
           to Z=73)                                               O130200100018 
           (R,O1053001,J.TALEB+,J,NP/A,724,413,2003)              O130200100019 
           Spallation-evaporation  (from Z=74 to Z=92) in the     O130200100020 
           system 238U + hydrogen.                                O130200100021 
           (R,,H.GEISSEL+,J,NIM/B,70,286,1992) FRS.               O130200100022 
SAMPLE     A liquid hydrogen target of 87.3 mg/cm2 thickness,     O130200100023 
           which was enclosed in a thin titanium casing.          O130200100024 
DETECTOR   (SCIN) The scintillation detectors were used to        O130200100025 
           determine the time-of-flight of the fragments and theirO130200100026 
           horizontal position (X-position).  The X-position  gaveO130200100027 
           the effective radii of the trajectory, which,          O130200100028 
           multiplied by the value of the magnetic field, providedO130200100029 
           the magnetic rigidity of the fragment.                 O130200100030 
           (IOCH) Full identification of the reaction residues wasO130200100031 
           performed by determining the atomic number Z from the  O130200100032 
           energy-loss measurement with an ionisation chamber, andO130200100033 
           the mass-overcharge ratio, a/z, from the magnetic      O130200100034 
           rigidity and the velocity.                             O130200100035 
FACILITY   (SYNCH,2GERGSI)                                        O130200100036 
           (FRS,2GERGSI) The FRS is a two-stage magnetic          O130200100037 
           spectrometer, achromatic at the exit and dispersive in O130200100038 
           the central image plane. It has a momentum acceptance  O130200100039 
           of 3% and an angular acceptance of 15 mrad around the  O130200100040 
           beam axis.                                             O130200100041 
METHOD     (EXTB)                                                 O130200100042 
           (TOF) The time-of-flight, together with the flight     O130200100043 
           path,  was used to deduce the velocity of the fragment.O130200100044 
           (EDE)  Full identification of the reaction residues wasO130200100045 
           performed by determining the atomic number Z from the  O130200100046 
           energy-loss measurement with an ionisation chamber, andO130200100047 
           the mass-overcharge ratio, A/Z, from the magnetic      O130200100048 
           rigidity and the velocity.                             O130200100049 
           (SITA) See SAMPLE.                                     O130200100050 
HISTORY    (20051203C) by F.Ch                                    O130200100051 
           (20060526U) Last checking has been done.               O130200100052 
ENDBIB              50          0                                 O130200100053 
COMMON               1          3                                 O130200100054 
EN                                                                O130200100055 
GEV                                                               O130200100056 
       238.                                                       O130200100057 
ENDCOMMON            3          0                                 O130200100058 
ENDSUBENT           57          0                                 O130200199999 
SUBENT        O1302002   20060526                             O026O130200200001 
BIB                  3         11                                 O130200200002 
REACTION   (1-H-1(92-U-238,X)ELEM/MASS,,SIG)                      O130200200003 
COMMENT    -By  authors.   The experiment was performed in inverseO130200200004 
           kinematics at relativistic energy, i.e. shooting a 1 A O130200200005 
           GeV 238U beam into a H2 target.  In these experimental O130200200006 
           conditions, the fragment escapes the target strongly   O130200200007 
           focussed in forward direction and is detected in-flightO130200200008 
           prior to its radioactive decay.                        O130200200009 
ERR-ANALYS (DATA-ERR1) The upper relative uncertainties.  Both    O130200200010 
           statistical and systematic errors are considered.      O130200200011 
           (DATA-ERR2) The lower relative uncertainties.  Both    O130200200012 
           statistical and systematic errors are considered.      O130200200013 
ENDBIB              11          0                                 O130200200014 
NOCOMMON             0          0                                 O130200200015 
DATA                 5        254                                 O130200200016 
ELEMENT    MASS       DATA       DATA-ERR1  DATA-ERR2             O130200200017 
        22.        53.       0.13        58.        27.           O130200200105 
        22.        54.       0.03        60.        52.           O130200200106 
        23.        48.      0.086        28.        28.           O130200200107 
        23.        49.       0.36        22.        22.           O130200200108 
        23.        51.        1.1        20.        20.           O130200200109 
        23.        52.        1.3        57.        28.           O130200200110 
        23.        53.        1.1        28.        28.           O130200200111 
        23.        54.       0.55        23.        22.           O130200200112 
        24.        50.      0.062        23.        22.           O130200200113 
        24.        51.       0.34        22.        21.           O130200200114 
        24.        52.       0.59        24.        23.           O130200200115 
        24.        53.         1.        20.        20.           O130200200116 
        24.        54.        1.1        57.        28.           O130200200117 
        24.        55.        1.3        22.        22.           O130200200118 
        24.        56.       0.73        21.        20.           O130200200119 
        24.        58.       0.18        24.        23.           O130200200120 
        25.        52.      0.047        25.        24.           O130200200121 
        25.        53.       0.28        22.        22.           O130200200122 
        25.        55.        1.3        21.        21.           O130200200123 
        25.        56.        1.3        21.        21.           O130200200124 
        25.        58.       0.95        20.        20.           O130200200125 
        25.        59.       0.53        24.        23.           O130200200126 
        25.        61.       0.11        58.        26.           O130200200127 
        26.        53.     0.0082        28.        28.           O130200200128 
        26.        54.      0.045        24.        23.           O130200200129 
        26.        55.       0.26        22.        22.           O130200200130 
        26.        56.       0.59        24.        23.           O130200200131 
        26.        57.        1.3        21.        21.           O130200200132 
        26.        58.        1.6        57.        28.           O130200200133 
        26.        59.        1.4        28.        28.           O130200200134 
        26.        60.        1.6        20.        20.           O130200200135 
        26.        61.         1.        28.        28.           O130200200136 
        26.        63.       0.23        23.        22.           O130200200137 
        27.        56.      0.039        24.        23.           O130200200138 
        27.        57.       0.23        22.        22.           O130200200139 
        27.        59.        1.2        21.        21.           O130200200140 
        27.        60.        1.6        20.        20.           O130200200141 
        27.        61.        1.7        28.        28.           O130200200142 
        27.        62.        2.2        20.        20.           O130200200143 
        27.        63.        1.8        28.        28.           O130200200144 
        27.        65.       0.55        54.        21.           O130200200145 
        27.        66.       0.24        58.        27.           O130200200146 
        28.        58.      0.028        26.        24.           O130200200147 
        28.        59.       0.11        22.        22.           O130200200148 
        28.        60.       0.31        57.        25.           O130200200149 
        28.        61.       0.87        22.        21.           O130200200150 
        28.        62.        1.6        20.        20.           O130200200151 
        28.        63.        2.1        28.        28.           O130200200152 
        28.        64.        2.3        21.        21.           O130200200153 
        28.        65.        2.3        28.        28.           O130200200154 
        28.        66.        1.8        28.        28.           O130200200155 
        28.        71.       0.01        54.        39.           O130200200156 
        28.        72.      0.035        24.        23.           O130200200157 
        28.        73.     0.0058        50.        37.           O130200200158 
        29.        60.      0.011        30.        27.           O130200200159 
        29.        61.      0.075        24.        23.           O130200200160 
        29.        62.        0.3        28.        28.           O130200200161 
        29.        64.        1.5        20.        20.           O130200200162 
        29.        65.        2.2        28.        28.           O130200200163 
        29.        66.        2.7        21.        21.           O130200200164 
        29.        67.        2.8        20.        20.           O130200200165 
        29.        68.        2.3        28.        28.           O130200200166 
        29.        69.        1.4        24.        23.           O130200200167 
        29.        74.      0.084        24.        23.           O130200200168 
        29.        75.       0.03        26.        25.           O130200200169 
        29.        76.     0.0041        36.        30.           O130200200170 
        30.        62.      0.014        32.        28.           O130200200171 
        30.        63.      0.059        22.        22.           O130200200172 
        30.        65.       0.61        28.        28.           O130200200173 
        30.        66.        1.1        21.        21.           O130200200174 
        30.        67.        2.4        57.        28.           O130200200175 
        30.        68.        2.9        28.        28.           O130200200176 
        30.        69.        3.6        20.        20.           O130200200177 
        30.        70.        3.7        28.        28.           O130200200178 
        30.        71.        2.8        28.        28.           O130200200179 
        30.        77.       0.12        22.        22.           O130200200180 
        31.        64.     0.0039        38.        31.           O130200200181 
        31.        65.      0.047        24.        23.           O130200200182 
        31.        67.       0.48        21.        21.           O130200200183 
        31.        68.        1.1        54.        21.           O130200200184 
        31.        69.        2.3        57.        28.           O130200200185 
        31.        70.         3.        28.        28.           O130200200186 
        31.        71.        4.4        20.        20.           O130200200187 
        31.        72.        3.6        21.        20.           O130200200188 
        31.        73.        3.8        28.        28.           O130200200189 
        31.        79.       0.19        21.        21.           O130200200190 
        31.        80.       0.16        22.        22.           O130200200191 
        31.        81.      0.025        31.        23.           O130200200192 
        32.        67.      0.034        23.        23.           O130200200193 
        32.        69.       0.41        28.        28.           O130200200194 
        32.        70.        1.1        21.        21.           O130200200195 
        32.        71.        1.7        22.        22.           O130200200196 
        32.        72.        3.4        28.        28.           O130200200197 
        32.        73.        4.7        21.        21.           O130200200198 
        32.        74.        4.5        20.        20.           O130200200199 
        32.        75.        5.1        28.        28.           O130200200200 
        32.        76.        3.4        21.        21.           O130200200201 
        32.        81.       0.73        59.        41.           O130200200202 
        32.        82.       0.39        28.        28.           O130200200203 
        32.        84.       0.06        28.        28.           O130200200204 
        33.        69.      0.013        26.        25.           O130200200205 
        33.        71.       0.35        22.        22.           O130200200206 
        33.        72.       0.89        21.        21.           O130200200207 
        33.        73.        1.8        21.        21.           O130200200208 
        33.        74.        2.9        57.        28.           O130200200209 
        33.        75.        5.1        21.        21.           O130200200210 
        33.        76.        4.6        29.        26.           O130200200211 
        33.        77.        6.5        28.        28.           O130200200212 
        33.        78.        5.6        28.        28.           O130200200213 
        33.        85.       0.62        21.        21.           O130200200214 
        34.        71.      0.017        28.        28.           O130200200215 
        34.        73.       0.26        22.        22.           O130200200216 
        34.        74.       0.82        22.        21.           O130200200217 
        34.        75.        1.2        21.        21.           O130200200218 
        34.        76.        3.1        28.        28.           O130200200219 
        34.        77.        4.7        28.        28.           O130200200220 
        34.        78.        5.7        20.        20.           O130200200221 
        34.        79.        8.6        28.        28.           O130200200222 
        34.        80.        7.2        28.        28.           O130200200223 
        34.        81.        5.4        21.        21.           O130200200224 
        34.        86.       0.89        65.        43.           O130200200225 
        34.        87.        1.2        21.        21.           O130200200226 
        34.        88.       0.77        24.        23.           O130200200227 
        35.        73.     0.0098        31.        28.           O130200200228 
        35.        74.       0.03        57.        28.           O130200200229 
        35.        75.       0.13        25.        24.           O130200200230 
        35.        76.       0.16        22.        21.           O130200200231 
        35.        77.        1.1        21.        21.           O130200200232 
        35.        78.        2.2        57.        28.           O130200200233 
        35.        79.        4.6        28.        28.           O130200200234 
        35.        80.        6.3        20.        20.           O130200200235 
        35.        81.        6.9        32.        28.           O130200200236 
        35.        82.        7.8        28.        28.           O130200200237 
        35.        83.        8.8        28.        28.           O130200200238 
        35.        89.        1.4        44.        30.           O130200200239 
        35.        90.        1.3        22.        22.           O130200200240 
        35.        91.        0.3        22.        22.           O130200200241 
        35.        92.      0.034        22.        22.           O130200200242 
        36.        75.     0.0065        62.        42.           O130200200243 
        36.        76.      0.015        28.        28.           O130200200244 
        36.        77.      0.058        33.        29.           O130200200245 
        36.        78.       0.49        21.        21.           O130200200246 
        36.        79.       0.79        21.        21.           O130200200247 
        36.        80.        2.2        26.        25.           O130200200248 
        36.        81.        4.1        57.        28.           O130200200249 
        36.        82.        6.7        21.        21.           O130200200250 
        36.        83.        8.2        55.        56.           O130200200251 
        36.        84.        11.        28.        28.           O130200200252 
        36.        85.        10.        28.        28.           O130200200253 
        36.        92.         2.        21.        21.           O130200200254 
        36.        93.        1.5        21.        21.           O130200200255 
        36.        94.       0.25        28.        28.           O130200200256 
        36.        95.      0.083        23.        22.           O130200200257 
        37.        78.      0.017        28.        28.           O130200200258 
        37.        80.       0.27        22.        21.           O130200200259 
        37.        81.       0.58        21.        21.           O130200200260 
        37.        82.        1.5        25.        24.           O130200200261 
        37.        83.        3.7        57.        28.           O130200200262 
        37.        84.         7.        28.        28.           O130200200263 
        37.        85.         7.        20.        20.           O130200200264 
        37.        86.        12.        28.        28.           O130200200265 
        37.        87.        11.        28.        28.           O130200200266 
        37.        88.        11.        21.        21.           O130200200267 
        37.        90.        5.8        36.        28.           O130200200268 
        37.        95.        1.8        22.        21.           O130200200269 
        37.        96.         1.        22.        22.           O130200200270 
        37.        97.       0.16        23.        22.           O130200200271 
        37.        98.      0.016        23.        23.           O130200200272 
ENDDATA            256          0                                 O130200200273 
ENDSUBENT          272          0                                 O130200299999 
SUBENT        O1302003   20060526                             O026O130200300001 
BIB                  3          9                                 O130200300002 
REACTION   (1-H-1(92-U-238,F)ELEM,,AKE,FF)                        O130200300003 
           Measured mean kinetic energy of fission fragment in theO130200300004 
           mother nucleus frame.                                  O130200300005 
MISC-COL   (MISC1) Mean recoil velocity of mother nuclei in the   O130200300006 
           beam frame (cm/ns).                                    O130200300007 
           (MISC2) Mean velocity in mother-nucleus frame (cm/ns). O130200300008 
           (MISC1-ERR) The uncertainty of MISC1.                  O130200300009 
           (MISC2-ERR) The uncertainty of MISC2.                  O130200300010 
ERR-ANALYS (DATA-ERR) The uncertainty of kinetic energy.          O130200300011 
ENDBIB               9          0                                 O130200300012 
NOCOMMON             0          0                                 O130200300013 
DATA                 7         23                                 O130200300014 
ELEMENT    DATA       DATA-ERR   MISC1      MISC1-ERR  MISC2      O130200300015 
MISC2-ERR                                                         O130200300016 
NO-DIM     MEV        MEV        SEE TEXT   SEE TEXT   SEE TEXT   O130200300017 
SEE TEXT                                                          O130200300018 
        17.       77.9        0.8      -0.13       0.02         2.O130200300019 
       0.03                                                       O130200300020 
        18.       82.4        1.2      -0.09       0.02       1.99O130200300021 
       0.03                                                       O130200300022 
        19.       83.4        1.3      -0.13       0.01       1.94O130200300023 
       0.02                                                       O130200300024 
        20.        82.        1.4      -0.12       0.01       1.88O130200300025 
       0.01                                                       O130200300026 
        21.       84.8        1.6      -0.12       0.01       1.86O130200300027 
       0.02                                                       O130200300028 
        22.       86.1        0.6      -0.13       0.01       1.83O130200300029 
       0.02                                                       O130200300030 
        23.       87.2        1.3      -0.13       0.01        1.8O130200300031 
       0.01                                                       O130200300032 
        24.       86.8        1.2      -0.12       0.01       1.76O130200300033 
       0.01                                                       O130200300034 
        25.       85.9        1.2       -0.1       0.01       1.71O130200300035 
       0.03                                                       O130200300036 
        26.       87.9         1.      -0.12       0.01        1.7O130200300037 
       0.01                                                       O130200300038 
        27.       88.8        1.3       -0.1       0.01       1.67O130200300039 
       0.01                                                       O130200300040 
        28.       86.9        0.9      -0.12       0.01       1.61O130200300041 
       0.01                                                       O130200300042 
        29.       89.3        1.4      -0.11       0.01        1.6O130200300043 
       0.01                                                       O130200300044 
        30.       88.8        0.5      -0.11       0.01       1.57O130200300045 
       0.01                                                       O130200300046 
        31.       90.6        1.4       -0.1       0.01       1.55O130200300047 
       0.01                                                       O130200300048 
        32.       86.2        1.2      -0.12       0.01       1.49O130200300049 
       0.02                                                       O130200300050 
        33.       86.3        1.5      -0.12       0.01       1.46O130200300051 
       0.02                                                       O130200300052 
        34.       86.3        1.4      -0.12       0.01       1.44O130200300053 
       0.02                                                       O130200300054 
        35.       86.9        1.2      -0.11       0.01       1.42O130200300055 
       0.01                                                       O130200300056 
        36.       84.9        1.2      -0.12       0.01       1.38O130200300057 
       0.02                                                       O130200300058 
        37.       84.4        1.4      -0.12       0.01       1.36O130200300059 
       0.01                                                       O130200300060 
        38.       77.9        0.8      -0.11       0.01       1.35O130200300061 
       0.02                                                       O130200300062 
        39.       82.4        1.2      -0.12       0.01       1.29O130200300063 
       0.01                                                       O130200300064 
ENDDATA             50          0                                 O130200300065 
ENDSUBENT           64          0                                 O130200399999 
ENDENTRY             3          0                                 O130299999999 
