ENTRY            O2529   20210716                             O084O2529  0    1 
SUBENT        O2529001   20210716                             O084O2529  1    1 
BIB                 11         23                                 O2529  1    2 
TITLE      States of the 12N nucleus with increased radii         O2529  1    3 
AUTHOR     (A.S.Demyanova, A.N.Danilov, A.A.Ogloblin,             O2529  1    4 
            V.I.Starastsin, S.V.Dmitriev, W.H.Trzaska,            O2529  1    5 
            S.A.Goncharov, T.L.Belyaeva, V.A.Maslov, Yu.G.Sobolev,O2529  1    6 
            Yu.E.Penionzhkevich, S.V.Khlebnikov, G.P.Tyurin,      O2529  1    7 
            N.Burtebaev, D.Janseitov, Yu.B.Gurov, J.Louko,        O2529  1    8 
            V.M.Sergeev)                                          O2529  1    9 
INSTITUTE  (4RUSKUR,2SF JYV,4RUSMOS,3MEXUMX,4ZZZDUB,4RUSRI ,      O2529  1   10 
           4KASKAZ,4RUSMIF)                                       O2529  1   11 
REFERENCE  (J,JEL,111,409,2020)                                   O2529  1   12 
           #doi:10.1134/S0021364020080020                         O2529  1   13 
FACILITY   (CYCLO,2SF JYV) K130 cyclotron                         O2529  1   14 
DETECTOR   (TELES,SI,SILI) Four sets of deltaE-E detector         O2529  1   15 
           telescopes, each containing two independent deltaE     O2529  1   16 
           detectors and one common E detector.                   O2529  1   17 
SAMPLE     Self-supported 12C foils of 0.23 and 0.5 mg/cm2        O2529  1   18 
           thicknesses.                                           O2529  1   19 
METHOD     (EDE,BCINT)                                            O2529  1   20 
ERR-ANALYS (ERR-S) The quoted uncertainties are statistical.      O2529  1   21 
STATUS     (TABLE) Data received from A.S.Demyanova               O2529  1   22 
           (APRVD) Proofread by A.S.Demyanova 19.07.2021          O2529  1   23 
HISTORY    (20210716R) Data received from A.S.Demyanova           O2529  1   24 
           (20210716C) VS                                         O2529  1   25 
ENDBIB              23          0                                 O2529  1   26 
COMMON               2          3                                 O2529  1   27 
EN         EN-RSL-HW                                              O2529  1   28 
MEV        KEV                                                    O2529  1   29 
        40.       140.                                            O2529  1   30 
ENDCOMMON            3          0                                 O2529  1   31 
ENDSUBENT           30          0                                 O2529  199999 
SUBENT        O2529002   20210716                             O084O2529  2    1 
BIB                  2          2                                 O2529  2    2 
REACTION   (6-C-12(HE3,T)7-N-12,PAR,DA)                           O2529  2    3 
STATUS     (TABLE) Plotted on Fig. 3 of JETP Lett.111(2020)409    O2529  2    4 
ENDBIB               2          0                                 O2529  2    5 
NOCOMMON             0          0                                 O2529  2    6 
DATA                 4        145                                 O2529  2    7 
E-LVL      ANG-CM     DATA-CM    ERR-S                            O2529  2    8 
MEV        ADEG       MB/SR      MB/SR                            O2529  2    9 
        0.0    3.51642    0.33797    0.05633                      O2529  2   10 
        0.0     8.2273       0.29      0.025                      O2529  2   11 
        0.0   10.28165     0.2534      0.024                      O2529  2   12 
        0.0   12.33436      0.246      0.024                      O2529  2   13 
        0.0   14.52172        0.2     0.0215                      O2529  2   14 
        0.0   16.09228      0.175       0.02                      O2529  2   15 
        0.0   18.07036    0.14227      0.018                      O2529  2   16 
        0.0    20.5221    0.11705    0.00301                      O2529  2   17 
        0.0   22.56161    0.10589    0.00287                      O2529  2   18 
        0.0   24.59748    0.09345    0.00113                      O2529  2   19 
        0.0    26.7647    0.09544    0.00225                      O2529  2   20 
        0.0   28.31937    0.09864    0.00213                      O2529  2   21 
        0.0   30.27576    0.10456    0.00286                      O2529  2   22 
        0.0    34.0404    0.10312    0.00381                      O2529  2   23 
        0.0   36.04939    0.09153    0.00358                      O2529  2   24 
        0.0   38.05253    0.08317    0.00347                      O2529  2   25 
        0.0   40.18238    0.06654    0.00307                      O2529  2   26 
        0.0   41.70864    0.05022    0.00271                      O2529  2   27 
        0.0   43.62734    0.04008    0.00242                      O2529  2   28 
        0.0   47.31332    0.02542    0.00185                      O2529  2   29 
        0.0   49.27699     0.0189    0.00162                      O2529  2   30 
        0.0    51.2326    0.01635     0.0015                      O2529  2   31 
        0.0   53.30931    0.01682    0.00149                      O2529  2   32 
        0.0   54.79584     0.0169    0.00155                      O2529  2   33 
        0.0   56.66259    0.01809     0.0016                      O2529  2   34 
        0.0   60.24247    0.02658    0.00279                      O2529  2   35 
        0.0    62.1462    0.02572    0.00282                      O2529  2   36 
        0.0   64.03971    0.02797    0.00296                      O2529  2   37 
        0.0   66.04783    0.02867    0.00298                      O2529  2   38 
        0.0   66.54794    0.02699    0.00208                      O2529  2   39 
        0.0   67.48356    0.03144    0.00312                      O2529  2   40 
        0.0    68.4164    0.03073    0.00244                      O2529  2   41 
        0.0   69.28452     0.0339    0.00329                      O2529  2   42 
        0.0   70.27361    0.02381    0.00201                      O2529  2   43 
        0.0   72.24191    0.02894    0.00221                      O2529  2   44 
        0.0   73.64832    0.03302    0.00237                      O2529  2   45 
        0.0   75.41148    0.02744     0.0022                      O2529  2   46 
       0.96     8.3044       0.29      0.025                      O2529  2   47 
       0.96   10.37798       0.29      0.027                      O2529  2   48 
       0.96   12.44986       0.31      0.027                      O2529  2   49 
       0.96   14.65764       0.26      0.024                      O2529  2   50 
       0.96   16.24282       0.29      0.026                      O2529  2   51 
       0.96    18.2393       0.24      0.023                      O2529  2   52 
       0.96   20.71377    0.17555     0.0039                      O2529  2   53 
       0.96   22.77216    0.12778    0.00336                      O2529  2   54 
       0.96   24.82681    0.10666    0.00323                      O2529  2   55 
       0.96   27.01395    0.07725    0.00263                      O2529  2   56 
       0.96   28.58287    0.06714    0.00248                      O2529  2   57 
       0.96   30.55713    0.05413    0.00222                      O2529  2   58 
       0.96   34.35593    0.04223    0.00251                      O2529  2   59 
       0.96   36.38303    0.04412    0.00255                      O2529  2   60 
       0.96   38.40413     0.0549    0.00299                      O2529  2   61 
       0.96   40.55296    0.05676    0.00299                      O2529  2   62 
       0.96   42.09273    0.06509    0.00312                      O2529  2   63 
       0.96   44.02831    0.05966    0.00304                      O2529  2   64 
       0.96   47.74638    0.06372    0.00299                      O2529  2   65 
       0.96   49.72693    0.06105    0.00305                      O2529  2   66 
       0.96   51.69919    0.05345    0.00273                      O2529  2   67 
       0.96    53.7934    0.05555    0.00282                      O2529  2   68 
       0.96   55.29231    0.05935    0.00295                      O2529  2   69 
       0.96   57.17447    0.05901    0.00302                      O2529  2   70 
       0.96   60.78334    0.06231    0.00433                      O2529  2   71 
       0.96   62.70216    0.05042    0.00421                      O2529  2   72 
       0.96   64.61044    0.05332    0.00415                      O2529  2   73 
       0.96   66.63396    0.04545    0.00378                      O2529  2   74 
       0.96   67.13786    0.05578    0.00318                      O2529  2   75 
       0.96    68.0805     0.0608    0.00444                      O2529  2   76 
       0.96   69.02028    0.06359    0.00349                      O2529  2   77 
       0.96   69.89479    0.04696    0.00394                      O2529  2   78 
       0.96   70.89108    0.05186    0.00314                      O2529  2   79 
       0.96   72.87345    0.04705    0.00302                      O2529  2   80 
       0.96   74.28969    0.04574    0.00292                      O2529  2   81 
       0.96   76.06491    0.04026    0.00276                      O2529  2   82 
       1.19    8.32417     0.0295     0.0095                      O2529  2   83 
       1.19   10.40268    0.04029    0.01538                      O2529  2   84 
       1.19   12.47948      0.043    0.01136                      O2529  2   85 
       1.19   14.69249       0.05      0.012                      O2529  2   86 
       1.19   16.28143      0.055      0.013                      O2529  2   87 
       1.19   18.28262      0.056    0.01036                      O2529  2   88 
       1.19   20.76294    0.04947    0.00246                      O2529  2   89 
       1.19   22.82615     0.0392    0.00274                      O2529  2   90 
       1.19   24.88563    0.04056    0.00228                      O2529  2   91 
       1.19   27.07789    0.03245    0.00188                      O2529  2   92 
       1.19   28.65046    0.02725    0.00181                      O2529  2   93 
       1.19   30.62931     0.0201    0.00154                      O2529  2   94 
       1.19   34.43689    0.01854    0.00176                      O2529  2   95 
       1.19   36.46864    0.01879    0.00174                      O2529  2   96 
       1.19   38.49435     0.0166    0.00199                      O2529  2   97 
       1.19   40.64805    0.01752    0.00192                      O2529  2   98 
       1.19    42.1913    0.01564    0.00164                      O2529  2   99 
       1.19   44.13122     0.0115     0.0016                      O2529  2  100 
       1.19   47.85754     0.0085    0.00133                      O2529  2  101 
       1.19   49.84244    0.01267    0.00172                      O2529  2  102 
       1.19   51.81898    0.00999    0.00132                      O2529  2  103 
       1.19   53.91769    0.00612    0.00106                      O2529  2  104 
       1.19    55.4198    0.00666    0.00125                      O2529  2  105 
       1.19   57.30592    0.01109    0.00166                      O2529  2  106 
       1.19   60.92226    0.00648    0.00163                      O2529  2  107 
       1.19   62.84497    0.01543    0.00284                      O2529  2  108 
       1.19   64.75706    0.01162    0.00216                      O2529  2  109 
       1.19   66.78454    0.01453    0.00219                      O2529  2  110 
       1.19   67.28942    0.01153    0.00176                      O2529  2  111 
       1.19   68.23387    0.01279    0.00227                      O2529  2  112 
       1.19   69.17544    0.00562    0.00166                      O2529  2  113 
       1.19    70.0516    0.01578    0.00249                      O2529  2  114 
       1.19   71.04975    0.01095    0.00178                      O2529  2  115 
       1.19   73.03576    0.01753    0.00215                      O2529  2  116 
       1.19   74.45454    0.01167    0.00173                      O2529  2  117 
       1.19   76.23287    0.01316    0.00176                      O2529  2  118 
        1.8    8.37874       0.08      0.017                      O2529  2  119 
        1.8   10.47085      0.095    0.01805                      O2529  2  120 
        1.8   12.56124      0.087     0.0175                      O2529  2  121 
        1.8   14.78869    0.08711    0.01778                      O2529  2  122 
        1.8   16.38799      0.091      0.015                      O2529  2  123 
        1.8   18.40222    0.06828      0.013                      O2529  2  124 
        1.8   20.89865    0.03948    0.00187                      O2529  2  125 
        1.8   22.97523    0.02817    0.00158                      O2529  2  126 
        1.8   25.04802    0.01553    0.00283                      O2529  2  127 
        1.8    27.2544    0.01409    0.00225                      O2529  2  128 
        1.8   28.83709    0.02033    0.00137                      O2529  2  129 
        1.8    30.8286    0.01649    0.00123                      O2529  2  130 
        1.8   34.66043    0.01878    0.00168                      O2529  2  131 
        1.8   36.70505    0.01529    0.00216                      O2529  2  132 
        1.8   38.74351    0.01563    0.00179                      O2529  2  133 
        1.8   40.91069    0.01819    0.00203                      O2529  2  134 
        1.8   42.46355    0.01633    0.00224                      O2529  2  135 
        1.8   44.41547    0.01233    0.00169                      O2529  2  136 
        1.8   48.16461    0.00948    0.00195                      O2529  2  137 
        1.8   50.16153    0.01131    0.00178                      O2529  2  138 
        1.8   52.14994     0.0071    0.00135                      O2529  2  139 
        1.8   54.26112    0.00509    0.00131                      O2529  2  140 
        1.8   55.77205    0.00907     0.0011                      O2529  2  141 
        1.8   57.66916    0.00806    0.00114                      O2529  2  142 
        1.8   61.30619    0.01029    0.00225                      O2529  2  143 
        1.8   63.23969    0.01424    0.00234                      O2529  2  144 
        1.8   65.16233    0.01336    0.00297                      O2529  2  145 
        1.8   67.20081    0.01073    0.00217                      O2529  2  146 
        1.8    67.7084    0.00855    0.00121                      O2529  2  147 
        1.8   68.65788    0.01384    0.00244                      O2529  2  148 
        1.8   69.60441    0.00741    0.00187                      O2529  2  149 
        1.8   70.48515    0.00909    0.00192                      O2529  2  150 
        1.8   71.48846    0.00893    0.00187                      O2529  2  151 
        1.8   73.48454    0.00978    0.00236                      O2529  2  152 
        1.8   74.91037    0.01027    0.00168                      O2529  2  153 
        1.8   76.69735     0.0104     0.0012                      O2529  2  154 
ENDDATA            147          0                                 O2529  2  155 
ENDSUBENT          154          0                                 O2529  299999 
ENDENTRY             2          0                                 O252999999999 
