ENTRY            O1142   20100211                             O041O114200000001 
SUBENT        O1142001   20100211                             O041O114200100001 
BIB                 11         39                                 O114200100002 
TITLE      Search for three-nucleon force effects in analyzing    O114200100003 
           powers for P-D elastic scattering.                     O114200100004 
AUTHOR     (K.Ermisch, A.M.van Den Berg, R.Bieber, W.Glockle,     O114200100005 
           J.Golak, M.Hagemann, V.M.Hannen, M.N.Harakeh,          O114200100006 
           M.A.de Huu, N.Kalantar-Nayestanaki, H.Kamada, M.Kis,   O114200100007 
           J.Kuros-Zolnierczuk, M.Mahjour-Shafiei,                O114200100008 
           A.Micherdzinska, A.Nogga, R.Skibinski, H.Witala,       O114200100009 
           H.J.Wortche)                                           O114200100010 
INSTITUTE  (2NEDKVI)                                              O114200100011 
           (2GERBOC)                                              O114200100012 
           (3POLUJK)                                              O114200100013 
           (2BLGGHT)                                              O114200100014 
           (3POLPOL) University of Silesia, Katowice.             O114200100015 
REFERENCE  (J,PRL,86,5862,2001)                                   O114200100016 
           (J,PR/C,68,051001,2003) Data from the measurements of  O114200100017 
            diff. cross sections are included in O1172.           O114200100018 
           (J,NP/A,737,185,2004) Data for analyzing powers at     O114200100019 
            E(p)=108 and 190 MeV  are included in O1667.          O114200100020 
           (J,PR/C,71,064004,2005) The same data from the         O114200100021 
           measurements of diff. cross sections and analyzing     O114200100022 
           powers of the set of experiments.                      O114200100023 
SAMPLE     Solid CD(2) targets were used, with thickness between  O114200100024 
            2 and 50 mg/cm**2, depending on the kinematics and    O114200100025 
           the count rates.                                       O114200100026 
DETECTOR   (MAGSP)                                                O114200100027 
           The focal-plane-detection system - FPDS is located     O114200100028 
           near focal plane of the Big-Bite spectrometer.         O114200100029 
           (MWDC,SCIN) The FPDS consists of two vertical drift    O114200100030 
           chambers, and two scintillator planes mounted behind   O114200100031 
           each other, each consisting of five scintillators.     O114200100032 
FACILITY   (ISOCY,2NEDKVI)  AGOR Cyclotron of the KVI.            O114200100033 
INC-SOURCE (POLIS)                                                O114200100034 
METHOD     (BCINT,SITA,EXTB)                                      O114200100035 
STATUS     (TABLE).Data were received from authors.               O114200100036 
HISTORY    (20040305C)                                            O114200100037 
           (20040419R) Data tables are received from authors.     O114200100038 
           (20080813A) Digitizing errors were delete from common  O114200100039 
           section sub 002.                                       O114200100040 
           (20100211A).New reference was added.                   O114200100041 
ENDBIB              39          0                                 O114200100042 
NOCOMMON             0          0                                 O114200100043 
ENDSUBENT           42          0                                 O114200199999 
SUBENT        O1142002   20080814                             O037O114200200001 
BIB                  2          6                                 O114200200002 
REACTION   (1-H-2(P,EL)1-H-2,,POL/DA,,ANA)                        O114200200003 
ERR-ANALYS (ERR-S).Statistical uncertainties is reported by       O114200200004 
           authors in table.                                      O114200200005 
           (ERR-1).The systematic error from the determination    O114200200006 
            of the beam polarizations of the value of analyzing   O114200200007 
            powers.                                               O114200200008 
ENDBIB               6          0                                 O114200200009 
COMMON               1          3                                 O114200200010 
ERR-1                                                             O114200200011 
PER-CENT                                                          O114200200012 
3.                                                                O114200200013 
ENDCOMMON            3          0                                 O114200200014 
DATA                 4        114                                 O114200200015 
EN         ANG-CM     DATA       ERR-S                            O114200200016 
MEV        ADEG       NO-DIM     NO-DIM                           O114200200017 
       120.       26.1      0.434      0.004                      O114200200018 
       120.      30.65      0.467      0.003                      O114200200019 
       120.      35.17       0.49      0.004                      O114200200020 
       120.      39.67      0.487      0.006                      O114200200021 
       120.      44.13      0.472      0.004                      O114200200022 
       120.      48.55      0.408      0.009                      O114200200023 
       120.      52.93      0.306      0.007                      O114200200024 
       120.      57.26       0.23       0.01                      O114200200025 
       120.      61.54      0.099      0.008                      O114200200026 
       120.      65.77     -0.016       0.01                      O114200200027 
       120.      69.94     -0.105       0.01                      O114200200028 
       120.      74.05     -0.155      0.015                      O114200200029 
       120.       79.2     -0.291      0.011                      O114200200030 
       120.      85.19      -0.39      0.006                      O114200200031 
       120.      91.19     -0.503      0.015                      O114200200032 
       120.       97.2      -0.59      0.017                      O114200200033 
       120.     103.21     -0.559      0.019                      O114200200034 
       120.     109.24     -0.575      0.017                      O114200200035 
       120.     115.27     -0.496      0.016                      O114200200036 
       120.     121.31     -0.382      0.015                      O114200200037 
       120.     127.36     -0.207      0.015                      O114200200038 
       120.     133.42     -0.084      0.014                      O114200200039 
       120.     139.48       0.12      0.012                      O114200200040 
       120.     145.55      0.196      0.012                      O114200200041 
       120.     151.62      0.235       0.01                      O114200200042 
       120.      157.7      0.217      0.007                      O114200200043 
       120.     162.76      0.162      0.011                      O114200200044 
       120.     169.86      0.083      0.008                      O114200200045 
       135.      30.75      0.541      0.002                      O114200200046 
       135.      35.28      0.565      0.002                      O114200200047 
       135.      39.79      0.538      0.002                      O114200200048 
       135.      44.26      0.473      0.003                      O114200200049 
       135.      48.69      0.383      0.004                      O114200200050 
       135.      53.08      0.267      0.004                      O114200200051 
       135.      57.42      0.156      0.005                      O114200200052 
       135.      61.71      0.027      0.006                      O114200200053 
       135.      65.95     -0.061      0.009                      O114200200054 
       135.      70.12     -0.172      0.008                      O114200200055 
       135.      74.23     -0.239      0.005                      O114200200056 
       135.      79.11     -0.333      0.006                      O114200200057 
       135.      87.69     -0.434      0.009                      O114200200058 
       135.      91.09     -0.526      0.012                      O114200200059 
       135.       97.1      -0.54      0.009                      O114200200060 
       135.     103.12     -0.555       0.01                      O114200200061 
       135.     109.14      -0.53      0.008                      O114200200062 
       135.     115.18     -0.465      0.007                      O114200200063 
       135.     121.23     -0.355      0.008                      O114200200064 
       135.     127.28     -0.175      0.008                      O114200200065 
       135.     139.41      0.101      0.006                      O114200200066 
       135.     145.49        0.2      0.005                      O114200200067 
       135.     151.57      0.236      0.004                      O114200200068 
       135.     157.66      0.206      0.006                      O114200200069 
       135.     162.73      0.125      0.006                      O114200200070 
       135.     169.84      0.082      0.003                      O114200200071 
       150.      17.04      0.422      0.001                      O114200200072 
       150.      21.67      0.482      0.001                      O114200200073 
       150.      26.27      0.565      0.003                      O114200200074 
       150.      30.85      0.587      0.002                      O114200200075 
       150.       35.4      0.598      0.002                      O114200200076 
       150.      39.91      0.543      0.002                      O114200200077 
       150.      44.39      0.472      0.003                      O114200200078 
       150.      48.84      0.337      0.003                      O114200200079 
