ENTRY            O0858   20030501                             0000O085800000001 
SUBENT        O0858001   20030501                             0000O085800100001 
BIB                 12         36                                 O085800100002 
TITLE      Proton elastic recoil cross sections for 0.6-5.0 MeV   O085800100003 
            4-He ions                                             O085800100004 
AUTHOR     (Chang-Shuk Kim, Suk-Kwon Kim, Hee Dong Choi)          O085800100005 
REFERENCE  (J,NIM/B,155,229,1999)                                 O085800100006 
STATUS     (TABLE) Data are received from authors.                O085800100007 
INSTITUTE  (3KORNSU) Department of nuclear engineering            O085800100008 
FACILITY   (VDGT,3KORKOR) Korea institute of geology, mining and  O085800100009 
           materials                                              O085800100010 
DETECTOR   (SIBAR) Passivated unplanted planar silicon detectors  O085800100011 
           of effective thickness 100 mumeters.                   O085800100012 
           Three detectors were used. An Rutherford backscatteringO085800100013 
           detector was set at 165 degree to detect 4-He ions     O085800100014 
           backscattered from nitrogen in the target. The other   O085800100015 
           two detectops were set left and right of the beam      O085800100016 
           incident direction to detect recoil protons.           O085800100017 
METHOD     (SITA)                                                 O085800100018 
           (EXTB)                                                 O085800100019 
           (BCINT)                                                O085800100020 
REL-REF    (R,,Y.FENG+,J,NIM/B,94,11,1994) Data for 14-N(A,El)    O085800100021 
           reaction.                                              O085800100022 
           (R,,Y.FENG,W,FENG,1999) Data tables.                   O085800100023 
ERR-ANALYS (ERR-T) The following factors were taken into          O085800100024 
           consideration for estimating the uncertainty:          O085800100025 
           the statistical error of backscattered and recoil      O085800100026 
           particles, respectively, the geometrical error of      O085800100027 
           detector solid angle and detector angular setting, and O085800100028 
           the error associated with the 14-N(A,A)14-N            O085800100029 
           backscattering cross section used for normaliation     O085800100030 
           above E=2.4 MeV                                        O085800100031 
HISTORY    (20010505C)                                            O085800100032 
           (20010510R) Data are received from authors             O085800100033 
           (20030501U) Last checking has been done.               O085800100034 
ADD-RES    (P-SPC)                                                O085800100035 
           The obtained cross sections are fitted by a least      O085800100036 
           squares method with the weight of inverse variance of  O085800100037 
           each data to a polinomial.                             O085800100038 
ENDBIB              36          0                                 O085800100039 
NOCOMMON             0          0                                 O085800100040 
ENDSUBENT           39          0                                 O085800199999 
SUBENT        O0858002   20030501                             0000O085800200001 
BIB                  2          2                                 O085800200002 
REACTION   (1-H-1(A,EL)1-H-1,,DA,P)                               O085800200003 
PART-DET   (P)                                                    O085800200004 
ENDBIB               2          0                                 O085800200005 
NOCOMMON             0          0                                 O085800200006 
DATA                 4        154                                 O085800200007 
EN         ANG        DATA       ERR-T                            O085800200008 
MEV        ADEG       B/SR       B/SR                             O085800200009 
      0.596        10.      1.918       0.14                      O085800200010 
      0.596        35.      2.581      0.181                      O085800200011 
      0.607        15.      1.822      0.136                      O085800200012 
      0.607        20.      1.791      0.128                      O085800200013 
      0.607        25.      1.815      0.131                      O085800200014 
      0.607        30.      2.114      0.141                      O085800200015 
      0.607        40.      3.289      0.219                      O085800200016 
      0.706        10.      1.292      0.086                      O085800200017 
      0.706        15.      1.303      0.087                      O085800200018 
      0.706        20.      1.342      0.093                      O085800200019 
      0.706        25.      1.434      0.104                      O085800200020 
      0.706        30.      1.673      0.112                      O085800200021 
      0.706        35.      1.953      0.146                      O085800200022 
      0.706        40.      2.182      0.154                      O085800200023 
      0.795        35.      1.445      0.103                      O085800200024 
      0.806        10.      1.041      0.074                      O085800200025 
      0.806        15.      1.119      0.079                      O085800200026 
      0.806        20.       1.06      0.075                      O085800200027 
      0.806        25.      1.185      0.084                      O085800200028 
      0.806        30.      1.334      0.095                      O085800200029 
      0.806        40.      1.768      0.125                      O085800200030 
      0.889        10.      0.858      0.063                      O085800200031 
      0.889        15.      0.819       0.06                      O085800200032 
      0.889        20.      0.893      0.065                      O085800200033 
      0.889        25.      1.031      0.075                      O085800200034 
      0.889        30.       1.13      0.081                      O085800200035 
      0.889        35.      1.217      0.086                      O085800200036 
      0.889        40.      1.533       0.11                      O085800200037 
      0.992        10.      0.664      0.047                      O085800200038 
      0.992        15.      0.715      0.051                      O085800200039 
      0.992        20.      0.737      0.052                      O085800200040 
      0.992        25.      0.819      0.058                      O085800200041 
      0.992        30.      0.958      0.067                      O085800200042 
      0.992        35.      1.071      0.076                      O085800200043 
      0.992        40.      1.247      0.088                      O085800200044 
      1.091        10.      0.585      0.042                      O085800200045 
      1.091        15.      0.607      0.043                      O085800200046 
      1.091        20.      0.642      0.046                      O085800200047 
      1.091        25.      0.704       0.05                      O085800200048 
      1.091        30.      0.791      0.055                      O085800200049 
      1.091        35.      0.903      0.063                      O085800200050 
      1.091        40.      1.102      0.079                      O085800200051 
      1.174        10.      0.532      0.038                      O085800200052 
      1.174        15.      0.547      0.039                      O085800200053 
      1.174        20.      0.589      0.042                      O085800200054 
      1.174        25.      0.615      0.044                      O085800200055 
      1.174        30.      0.733      0.051                      O085800200056 
      1.174        35.      0.854       0.06                      O085800200057 
      1.174        40.       0.99       0.07                      O085800200058 
