ENTRY            O1296   20140205                             O052O129600000001 
SUBENT        O1296001   20140205                             O052O129600100001 
BIB                 11         54                                 O129600100002 
TITLE      Light charged-particle production from proton and alphaO129600100003 
           induced reactions on Si-nat at energies from 25 to     O129600100004 
           65-MeV. A theoretical analysis.                        O129600100005 
AUTHOR     (P.Demetriou, Ch.Dufauquez, Y.El.Masri, A.J.Koning)    O129600100006 
INSTITUTE  (2BLGLVN)                                              O129600100007 
           (2NEDRCN)                                              O129600100008 
REFERENCE  (J,PR/C,72,034607,2005) - final report                 O129600100009 
           (C,2004SANTA,1,941,2004)  Preliminary report.          O129600100010 
           (J,JP/CS,41,248,2006) - same data                      O129600100011 
SAMPLE     Self-supporting Si-natural targets with thicknesses    O129600100012 
           of about 215-mug/cm**2 were used.                      O129600100013 
ADD-RES    (COMP).The data are compared with the predictions      O129600100014 
           of the nuclear-reaction code 'TALYS'. The 'DWBA' and   O129600100015 
           coupled-channels theories. The phenomenological models O129600100016 
           of Kalbach. The statistical theory of Hauser-feshbach. O129600100017 
           Energy spectra of secondary light charged particles    O129600100018 
           have been measured.                                    O129600100019 
DETECTOR   (SPEC)  The detection systems consisted of seven tripleO129600100020 
           Si-telescopes set at backward angles. Each telescope   O129600100021 
           was composed of three Si-diodes with thickness of      O129600100022 
           85, 706 and 706-mum. Eight double telescopes-Si-CsI    O129600100023 
           were used as Delta-E-E for the P+Si-nat reactions      O129600100024 
           and eight triple telescopes Si-Si-CsI, were used as    O129600100025 
            delta-E1-delta-E2-E for the alpha+Si-nat reactions.   O129600100026 
           They were set at forward angles.  The Si-CsI telescopesO129600100027 
           were mounted from 40-mum Si-diodes and 33-mm CsI       O129600100028 
           scintillator. The Si-Si-CsI were composed from 40-mum  O129600100029 
            delta-E1, 718-mum delta-E2 and 33-mm thick E-CsI      O129600100030 
           scintillators, respectively.                           O129600100031 
           81 'DEMON' neutron counters, each with an active       O129600100032 
           volume of 16-cm diameter and 20-cm depth, were         O129600100033 
           positioned outside the reaction chamber. Each          O129600100034 
           cylindrical 'DEMON' cell was filled with NE213 liquid  O129600100035 
           organic scintillator. These detectors were positioned  O129600100036 
           in a 4-pi geometry at a 1.85-m distance of flight from O129600100037 
           the target. Neutron time-of-flight spectra detected    O129600100038 
           at different angles were used to deduce their energy,  O129600100039 
           angular and multiplicity distributions. Neutrons       O129600100040 
           were detected in coincidence with at least one light   O129600100041 
           charged particle.                                      O129600100042 
FACILITY   (CYCLO,2BLGLVN) The Louvain-La-Neuve cyclotron         O129600100043 
           accelerator.                                           O129600100044 
METHOD     (EDE,TOF,COINC)                                        O129600100045 
STATUS     (TABLE) Data received from Dr. J.Cabrera               O129600100046 
           (APRVD).The data were approved by Dr. J.Cabrera.       O129600100047 
HISTORY    (20051108C) By SB                                      O129600100048 
           (20051107R) Data were received from J.Carera.          O129600100049 
           (20060705A) Reference is added.                        O129600100050 
           (20061012A) Reference is corrected.                    O129600100051 
           (20100402A).Subentries 015-016 were deleted-           O129600100052 
           calculation data were reported.                        O129600100053 
           Corrections has been done in subentries 017-026        O129600100054 
           (20140205A) SD:REACTION code corrected in Subents      O129600100055 
            17-26 according to Dr.A.Konobeev remarks.             O129600100056 
ENDBIB              54          0                                 O129600100057 
NOCOMMON             0          0                                 O129600100058 
ENDSUBENT           57          0                                 O129600199999 
SUBENT        O1296002   20060529                             O026O129600200001 
BIB                  2          2                                 O129600200002 
REACTION   (14-SI-0(A,X)1-H-1,,DE)                                O129600200003 
ERR-ANALYS (DATA-ERR).The uncertainty is reported by authors.     O129600200004 
ENDBIB               2          0                                 O129600200005 
NOCOMMON             0          0                                 O129600200006 
DATA                 4        139                                 O129600200007 
EN         E          DATA       DATA-ERR                         O129600200008 
MEV        MEV        MB/MEV     MB/MEV                           O129600200009 
       25.4       4.65     90.678      9.558                      O129600200010 
       25.4       4.95     85.842      9.003                      O129600200011 
       25.4       5.25     79.064      8.265                      O129600200012 
       25.4       5.55     71.939      7.704                      O129600200013 
       25.4       5.85     66.895      6.869                      O129600200014 
       25.4       6.15     60.308      6.245                      O129600200015 
       25.4       6.45     55.938      5.877                      O129600200016 
       25.4       6.75      52.96      5.535                      O129600200017 
       25.4       7.05     46.585      4.994                      O129600200018 
       25.4       7.35     42.195      4.544                      O129600200019 
       25.4       7.65     40.626      4.427                      O129600200020 
       25.4       7.95      37.45      3.997                      O129600200021 
       25.4       8.25      33.11      3.581                      O129600200022 
       25.4       8.55     29.691      3.157                      O129600200023 
       25.4       8.85     28.105      2.999                      O129600200024 
       25.4       9.15     26.536      2.888                      O129600200025 
       25.4       9.45      25.29      2.829                      O129600200026 
       25.4       9.75      22.11      2.323                      O129600200027 
       25.4      10.05     20.256      2.166                      O129600200028 
       25.4      10.35     18.193      1.969                      O129600200029 
       25.4      10.65     17.193      1.858                      O129600200030 
       25.4      10.95     15.506      1.653                      O129600200031 
       25.4      11.25     13.597      1.542                      O129600200032 
       25.4      11.55     13.177      1.542                      O129600200033 
       25.4      11.85     11.507      1.279                      O129600200034 
       25.4      12.15     10.028      1.145                      O129600200035 
       25.4      12.45       9.86      1.157                      O129600200036 
       25.4      12.75      8.608      1.111                      O129600200037 
       25.4      13.05      8.128      1.056                      O129600200038 
       25.4      13.35      6.262      0.801                      O129600200039 
       25.4      13.65      4.709      0.645                      O129600200040 
       25.4      13.95      4.778      0.628                      O129600200041 
       25.4      14.25      4.521      0.557                      O129600200042 
       25.4      14.55      4.231       0.52                      O129600200043 
       25.4      14.85      3.704       0.47                      O129600200044 
       25.4      15.15      3.835       0.47                      O129600200045 
       25.4      15.45       3.01      0.386                      O129600200046 
       25.4      15.75      2.498      0.334                      O129600200047 
       25.4      16.05        1.9      0.268                      O129600200048 
       25.4      16.35      1.957      0.265                      O129600200049 
       25.4      16.65      1.689      0.222                      O129600200050 
       25.4      16.95      1.552      0.208                      O129600200051 
       25.4      17.25      1.862      0.246                      O129600200052 
       25.4      17.55      1.736      0.272                      O129600200053 
       25.4      17.85      1.152      0.253                      O129600200054 
       25.4      18.15      0.848      0.225                      O129600200055 
       25.4      18.45      0.462      0.099                      O129600200056 
       25.4      18.75       0.28      0.045                      O129600200057 
       25.4      19.05      0.267      0.045                      O129600200058 
       25.4      19.35      0.209      0.086                      O129600200059 
       25.4      19.65      0.157      0.044                      O129600200060 
       25.4      19.95      0.179       0.03                      O129600200061 
       25.4      20.25      0.267      0.042                      O129600200062 
       25.4      20.55       0.29      0.037                      O129600200063 
       25.4      20.85      0.314      0.046                      O129600200064 
       25.4      21.15      0.267      0.045                      O129600200065 
       25.4      21.45      0.182      0.033                      O129600200066 
       25.4      21.75      0.161      0.026                      O129600200067 
       25.4      22.05      0.237      0.035                      O129600200068 
       25.4      22.35      0.259       0.04                      O129600200069 
       25.4      22.65      0.166      0.031                      O129600200070 
       25.4      22.95      0.033      0.011                      O129600200071 
       25.4      23.25      0.002      0.002                      O129600200072 
       45.5        4.2     95.294      9.116                      O129600200073 
       45.5        5.4    104.078     10.477                      O129600200074 
       45.5        6.6      83.19      8.473                      O129600200075 
       45.5        7.8     64.055      6.645                      O129600200076 
       45.5         9.     47.528      4.958                      O129600200077 
       45.5       10.2      36.12      3.739                      O129600200078 
       45.5       11.4     27.786      2.904                      O129600200079 
       45.5       12.6     21.739      2.318                      O129600200080 
       45.5       13.8     17.276      1.871                      O129600200081 
