ENTRY            O2312   20201023                             O081O2312  0    1 
SUBENT        O2312001   20201023                             O081O2312  1    1 
BIB                 13         31                                 O2312  1    2 
TITLE      Measurement of proton inelastic scattering cross       O2312  1    3 
           sections on fluorine.                                  O2312  1    4 
AUTHOR     (M.Chiari,A.Caciolli,G.Calzolai,A.Climent-Font,        O2312  1    5 
           F.Lucarelli,S.Nava)                                    O2312  1    6 
REFERENCE  (J,NIM/B,384,37,2016)                                  O2312  1    7 
REL-REF    (I,O1408001,A.Caciolli+,J,NIM/B,249,98,2006)           O2312  1    8 
INSTITUTE  (2ITYFIR,2ITYPAD,2SPNAUT)                              O2312  1    9 
FACILITY   (VDGT,2SPNAUT) The HVEE 5 MV Tandetron accelerator     O2312  1   10 
SAMPLE     A thin LiF film, about 50 mug/cm**2,evaporated on a    O2312  1   11 
           self-supporting C target, about 30 mug/cm**2, and      O2312  1   12 
           further coated with a thin Au layer, about 20 mug/cm**2O2312  1   13 
           for beam dose normalization purposes.                  O2312  1   14 
MONITOR    (79-AU-197(P,EL)79-AU-197,,DA)                         O2312  1   15 
DETECTOR   (SIBAR)  silicon surface barrier detector (12 keV FWHM O2312  1   16 
            energy resolution) positioned at 150. degr.           O2312  1   17 
METHOD     (BCINT)                                                O2312  1   18 
ERR-ANALYS (ERR-T,6.,10.) The uncertainty in the inelastic        O2312  1   19 
            scattering cross sections                             O2312  1   20 
           (ERR-S) Statistical uncertainty                        O2312  1   21 
           (ERR-2) The uncertainties in the proton beam energy    O2312  1   22 
           and in the particle detector scattering angle.         O2312  1   23 
           (ERR-3) The systematic error in determining the        O2312  1   24 
           the area density of gold/the area density of fluorine  O2312  1   25 
           atomic ratio.                                          O2312  1   26 
STATUS     (TABLE) Data received from M.Chiari via NDS in         O2312  1   27 
           R33 format                                             O2312  1   28 
HISTORY    (20161011C) SB                                         O2312  1   29 
           (20190305U) SD: Free text in FACILITY updated.         O2312  1   30 
           (20201023A) SD: ERR-ANALYS updated according to        O2312  1   31 
           presentation uncertainties in IBANDL. Subents 002-006  O2312  1   32 
           were merged.                                           O2312  1   33 
ENDBIB              31          0                                 O2312  1   34 
COMMON               3          3                                 O2312  1   35 
ANG        ERR-2      ERR-3                                       O2312  1   36 
ADEG       PER-CENT   PER-CENT                                    O2312  1   37 
  150.       1.         1.                                        O2312  1   38 
ENDCOMMON            3          0                                 O2312  1   39 
ENDSUBENT           38          0                                 O2312  199999 
SUBENT        O2312002   20201023                             O081O2312  2    1 
BIB                  2          3                                 O2312  2    2 
REACTION   (9-F-19(P,INL)9-F-19,PAR,DA)                           O2312  2    3 
HISTORY    (20201023A) SD: DATA-ERR -> ERR-S. Data from Subents   O2312  2    4 
           003-006 added.                                         O2312  2    5 
ENDBIB               3          0                                 O2312  2    6 
NOCOMMON             0          0                                 O2312  2    7 
DATA                 4        782                                 O2312  2    8 
E-LVL      EN         DATA       ERR-S                            O2312  2    9 
KEV        KEV        MB/SR      MB/SR                            O2312  2   10 
       110.     3008.7       2.02       0.28                      O2312  2   11 
       110.     3034.1       3.65       0.45                      O2312  2   12 
       110.     3059.5       4.48       0.30                      O2312  2   13 
       110.     3084.9       4.92       0.19                      O2312  2   14 
       110.     3110.3       6.76       0.20                      O2312  2   15 
       110.     3135.7       4.27       0.42                      O2312  2   16 
       110.     3161.1       7.26       0.91                      O2312  2   17 
       110.     3186.5       8.32       0.19                      O2312  2   18 
       110.     3211.9       8.92       0.19                      O2312  2   19 
       110.     3237.3       7.92       0.18                      O2312  2   20 
       110.     3262.7       5.75       0.16                      O2312  2   21 
       110.     3288.1       4.31       0.14                      O2312  2   22 
       110.     3313.5       4.52       0.13                      O2312  2   23 
       110.     3338.9       4.84       0.15                      O2312  2   24 
       110.     3364.3       4.51       0.14                      O2312  2   25 
       110.     3389.7       3.46       0.13                      O2312  2   26 
       110.     3415.1       2.88       0.12                      O2312  2   27 
       110.     3440.5       2.97       0.12                      O2312  2   28 
       110.     3465.9       5.50       0.23                      O2312  2   29 
       110.     3491.3       4.14       0.14                      O2312  2   30 
       110.     3516.7       4.97       0.21                      O2312  2   31 
       110.     3567.5       3.99       0.19                      O2312  2   32 
       110.     3592.9       3.89       0.14                      O2312  2   33 
       110.     3618.3       3.16       0.15                      O2312  2   34 
       110.     3643.7       2.36       0.12                      O2312  2   35 
       110.     3669.1       2.93       0.13                      O2312  2   36 
       110.     3694.5       2.92       0.13                      O2312  2   37 
       110.     3719.9       2.89       0.13                      O2312  2   38 
       110.     3745.3       2.72       0.12                      O2312  2   39 
       110.     3770.7       2.53       0.12                      O2312  2   40 
       110.     3796.1       2.64       0.27                      O2312  2   41 
       110.     3821.4       1.75       0.29                      O2312  2   42 
       110.     3846.8       2.33       0.17                      O2312  2   43 
       110.     3872.2       2.27       0.14                      O2312  2   44 
       110.     3897.6       2.77       0.17                      O2312  2   45 
       110.     3923.0       2.51       0.12                      O2312  2   46 
       110.     3968.7       3.96       0.28                      O2312  2   47 
       110.     3973.8       4.03       0.19                      O2312  2   48 
       110.     3999.2       5.61       0.31                      O2312  2   49 
       110.     4024.6       4.71       0.33                      O2312  2   50 
       110.     4050.0       4.16       0.22                      O2312  2   51 
       110.     4075.4       2.69       0.13                      O2312  2   52 
       110.     4100.8       2.50       0.24                      O2312  2   53 
       110.     4126.2       2.37       0.20                      O2312  2   54 
       110.     4151.6       2.31       0.09                      O2312  2   55 
       110.     4177.0       2.50       0.09                      O2312  2   56 
       110.     4202.4       2.81       0.10                      O2312  2   57 
       110.     4227.8       2.99       0.10                      O2312  2   58 
       110.     4253.2       3.27       0.12                      O2312  2   59 
       110.     4278.5       3.91       0.12                      O2312  2   60 
       110.     4303.9       5.77       0.14                      O2312  2   61 
       110.     4329.3       6.45       0.20                      O2312  2   62 
       110.     4354.7       5.61       0.21                      O2312  2   63 
       110.     4380.1       4.85       0.17                      O2312  2   64 
       110.     4405.5       4.17       0.14                      O2312  2   65 
       110.     4430.9       4.85       0.16                      O2312  2   66 
       110.     4456.3       5.24       0.18                      O2312  2   67 
       110.     4481.7       4.27       0.15                      O2312  2   68 
       110.     4507.1       2.03       0.18                      O2312  2   69 
       110.     4532.5       2.58       0.20                      O2312  2   70 
       110.     4557.9       2.55       0.21                      O2312  2   71 
       110.     4583.3       2.25       0.29                      O2312  2   72 
       110.     4608.6       2.12       0.12                      O2312  2   73 
       110.     4634.0       1.98       0.11                      O2312  2   74 
       110.     4659.4       1.67       0.12                      O2312  2   75 
       110.     4684.8       1.55       0.10                      O2312  2   76 
       110.     4710.2       1.12       0.10                      O2312  2   77 
       110.     4735.6       1.23       0.09                      O2312  2   78 
       110.     4761.0       1.28       0.09                      O2312  2   79 
       110.     4786.4       1.53       0.08                      O2312  2   80 
       110.     4811.8       1.65       0.07                      O2312  2   81 
       110.     4837.2       2.31       0.08                      O2312  2   82 
       110.     4862.6       2.27       0.08                      O2312  2   83 
       110.     4887.9       2.27       0.08                      O2312  2   84 
       110.     4913.3       2.41       0.09                      O2312  2   85 
       110.     4938.7       2.35       0.08                      O2312  2   86 
       110.     4964.1       4.15       0.18                      O2312  2   87 
       110.     4989.5       4.15       0.11                      O2312  2   88 
       110.     5014.9       3.18       0.10                      O2312  2   89 
       110.     5040.3       1.94       0.08                      O2312  2   90 
       110.     5065.7       1.63       0.07                      O2312  2   91 
       110.     5091.1       1.44       0.07                      O2312  2   92 
       110.     5116.5       1.58       0.07                      O2312  2   93 
       110.     5141.8       1.44       0.06                      O2312  2   94 
       110.     5167.2       1.25       0.06                      O2312  2   95 
       110.     5192.6       0.90       0.05                      O2312  2   96 
       110.     5218.0       1.08       0.06                      O2312  2   97 
       110.     5243.4       1.08       0.05                      O2312  2   98 
       110.     5268.8       1.22       0.06                      O2312  2   99 
       110.     5294.2       1.58       0.07                      O2312  2  100 
       110.     5319.6       2.09       0.08                      O2312  2  101 
       110.     5345.0       2.11       0.08                      O2312  2  102 
       110.     5370.3       1.56       0.07                      O2312  2  103 
       110.     5395.7       1.17       0.06                      O2312  2  104 
       110.     5421.1       1.36       0.06                      O2312  2  105 
       110.     5446.5       1.47       0.09                      O2312  2  106 
       110.     5471.9       1.79       0.10                      O2312  2  107 
       110.     5497.3       1.97       0.11                      O2312  2  108 
       110.     5522.7       2.33       0.12                      O2312  2  109 
       110.     5548.1       2.38       0.12                      O2312  2  110 
       110.     5573.5       2.48       0.12                      O2312  2  111 
       110.     5598.8       2.37       0.12                      O2312  2  112 
       110.     5624.2       2.27       0.12                      O2312  2  113 
       110.     5649.6       2.28       0.12                      O2312  2  114 
       110.     5675.0       1.88       0.10                      O2312  2  115 
       110.     5700.4       1.78       0.10                      O2312  2  116 
       110.     5725.8       1.95       0.11                      O2312  2  117 
       110.     5776.6       2.24       0.12                      O2312  2  118 
       110.     5801.9       2.33       0.17                      O2312  2  119 
       110.     5827.3       2.44       0.14                      O2312  2  120 
       110.     5852.7       2.42       0.14                      O2312  2  121 
       110.     5878.1       2.01       0.13                      O2312  2  122 
       110.     5903.5       2.45       0.15                      O2312  2  123 
       110.     5928.9       2.34       0.19                      O2312  2  124 
       110.     5954.3       2.24       0.14                      O2312  2  125 
       110.     5979.7       2.39       0.15                      O2312  2  126 
       110.     6005.0       2.31       0.15                      O2312  2  127 
       110.     6030.4       2.39       0.15                      O2312  2  128 
       110.     6055.8       3.14       0.16                      O2312  2  129 
       110.     6081.2       3.53       0.18                      O2312  2  130 
       110.     6106.6       4.04       0.20                      O2312  2  131 
       110.     6132.0       4.49       0.21                      O2312  2  132 
       110.     6157.4       4.60       0.25                      O2312  2  133 
       110.     6182.8       4.18       0.20                      O2312  2  134 
       110.     6208.1       3.87       0.20                      O2312  2  135 
       110.     6233.5       3.50       0.18                      O2312  2  136 
       110.     6258.9       3.05       0.17                      O2312  2  137 
       110.     6284.3       2.26       0.15                      O2312  2  138 
       110.     6309.7       2.03       0.13                      O2312  2  139 
       110.     6335.1       2.20       0.14                      O2312  2  140 
       110.     6360.5       1.78       0.13                      O2312  2  141 
       110.     6385.9       2.06       0.14                      O2312  2  142 
       110.     6411.2       2.19       0.14                      O2312  2  143 
       110.     6436.6       2.08       0.14                      O2312  2  144 
       110.     6462.0       1.96       0.14                      O2312  2  145 
       110.     6487.4       1.72       0.14                      O2312  2  146 
       110.     6512.8       1.55       0.13                      O2312  2  147 
       110.     6538.2       1.14       0.11                      O2312  2  148 
       110.     6563.6       1.16       0.11                      O2312  2  149 
       110.     6588.9       1.10       0.11                      O2312  2  150 
       110.     6614.3       1.10       0.11                      O2312  2  151 
       110.     6639.7       1.04       0.10                      O2312  2  152 
       110.     6665.1       1.16       0.10                      O2312  2  153 
       110.     6690.5       1.00       0.10                      O2312  2  154 
       110.     6715.9       1.43       0.11                      O2312  2  155 
       110.     6741.3       1.97       0.14                      O2312  2  156 
       110.     6766.7       2.03       0.14                      O2312  2  157 
       110.     6792.0       1.82       0.13                      O2312  2  158 
       110.     6817.4       1.96       0.13                      O2312  2  159 
       110.     6842.8       1.62       0.12                      O2312  2  160 
       110.     6868.2       1.46       0.12                      O2312  2  161 
       110.     6893.6       1.19       0.11                      O2312  2  162 
       110.     6919.0       1.14       0.10                      O2312  2  163 
       110.     6944.4       1.56       0.13                      O2312  2  164 
       110.     6969.8       1.18       0.10                      O2312  2  165 
       110.     6995.1       1.18       0.11                      O2312  2  166 
       110.     7020.5       1.29       0.11                      O2312  2  167 
       110.     7045.9       1.49       0.13                      O2312  2  168 
       110.     7071.3       1.38       0.13                      O2312  2  169 
       110.     7096.7       1.52       0.14                      O2312  2  170 
       110.     7122.1       1.19       0.11                      O2312  2  171 
       110.     7147.5       1.97       0.16                      O2312  2  172 
       110.     7172.8       1.29       0.18                      O2312  2  173 
       197.     3008.7       5.84       0.22                      O2312  2  174 
