ENTRY            O2230   20150713                             O057O223000000001 
SUBENT        O2230001   20150713                             O057O223000100001 
BIB                 11         30                                 O223000100002 
TITLE      Definition of a standard neutron field with the        O223000100003 
            7Li(p,n)7Be reaction                                  O223000100004 
AUTHOR     (C.Lederer, F.Kaeppeler, M.Mosconi, R.Nolte, M.Heil,   O223000100005 
            R.Reifarth, S.Schmidt, I.Dillmann, U.Giesen,          O223000100006 
            A.Mengoni, A.Wallner)                                 O223000100007 
INSTITUTE  (2AUSVIE,2GERKFK,2GERPTB,2GERGSI,2GERFRK,2GERJLU,      O223000100008 
            3ZZZIAE)                                              O223000100009 
REFERENCE  (J,PR/C,85,055809,2012)                                O223000100010 
FACILITY   (VDG,2GERPTB) 3.75 MV Van de Graaff accelerator        O223000100011 
METHOD     (TOF)  For neutron spectrum determination              O223000100012 
DETECTOR   (GLASD)  6Li-glass scintillator (38.9 mm in diam.,     O223000100013 
            2.85 mm in thick, density of 2.405 g/cm3) placed      O223000100014 
            719 mm or 369 mm from the target.                     O223000100015 
SAMPLE     Metallic Li layer (25 mm in diam.) on Ta backing       O223000100016 
            (0.5 mm thick).                                       O223000100017 
           The target thickness (10 um, 564 ug/cm2) is enough     O223000100018 
            thin to slow all protons down below the threshold     O223000100019 
            of the 7Li(p,n)7Be reaction (1881 keV).               O223000100020 
           Efficiency was essentially determined by 6Li(n,a)3H    O223000100021 
            cross section.                                        O223000100022 
ERR-ANALYS (ERR-S) Statistical uncertainty                        O223000100023 
           (ERR-SYS) Systematic uncertainty (2.9%) due to         O223000100024 
            - simulated detection efficiency including            O223000100025 
              contribution by 6Li(n,a)3H cross section            O223000100026 
            - scaling factors to take into account solid angle of O223000100027 
               each detection angle                               O223000100028 
STATUS     (TABLE) Data received from Claudia Lederer             O223000100029 
HISTORY    (20120213C) SB                                         O223000100030 
           (20120723R) On. Data received from Claudia Lederer     O223000100031 
           (20150713R) On. 002 updated, 003 added.                O223000100032 
ENDBIB              30          0                                 O223000100033 
COMMON               3          3                                 O223000100034 
EN         EN-RSL     ERR-SYS                                     O223000100035 
KEV        KEV        PER-CENT                                    O223000100036 
 1912.      1.2        2.9                                        O223000100037 
ENDCOMMON            3          0                                 O223000100038 
ENDSUBENT           37          0                                 O223000199999 
SUBENT        O2230002   20150713                             O057O223000200001 
BIB                  2          4                                 O223000200002 
REACTION   (3-LI-7(P,N)4-BE-7,,MLT/DE,,TT/NPD)                    O223000200003 
           Summation of all values multiplied by the energy bin   O223000200004 
            width is normalized to 1.                             O223000200005 
HISTORY    (20150713A) On. REACTION and numerical data updated.   O223000200006 
ENDBIB               4          0                                 O223000200007 
NOCOMMON             0          0                                 O223000200008 
DATA                 4        124                                 O223000200009 
E-MIN      E-MAX      DATA       ERR-S                            O223000200010 
KEV        KEV        1/KEV      1/KEV                            O223000200011 
   0.3        0.5        863.E-06    24.E-06                      O223000200012 
   0.5        1.0       1204.E-06    34.E-06                      O223000200013 
   1.0        1.5       1994.E-06    56.E-06                      O223000200014 
   1.5        2.0       2913.E-06    86.E-06                      O223000200015 
   2.0        2.5       3836.E-06    79.E-06                      O223000200016 
   2.5        3.0       5284.E-06    74.E-06                      O223000200017 
   3.0        3.5       5484.E-06    76.E-06                      O223000200018 
   3.5        4.0       5889.E-06    76.E-06                      O223000200019 
   4.0        4.5       6672.E-06    77.E-06                      O223000200020 
   4.5        5.0       7083.E-06    75.E-06                      O223000200021 
   5.0        5.5       7671.E-06    75.E-06                      O223000200022 
   5.5        6.0       8049.E-06    75.E-06                      O223000200023 
   6.0        6.5       8484.E-06    77.E-06                      O223000200024 
   6.5        7.0       8883.E-06    77.E-06                      O223000200025 
   7.0        7.5       9055.E-06    78.E-06                      O223000200026 
   7.5        8.0       9680.E-06    79.E-06                      O223000200027 
   8.0        8.5       9930.E-06    79.E-06                      O223000200028 
   8.5        9.0      10187.E-06    79.E-06                      O223000200029 
   9.0        9.5      10567.E-06    79.E-06                      O223000200030 
   9.5       10.0      10995.E-06    79.E-06                      O223000200031 
  10.0       11.0      11657.E-06    57.E-06                      O223000200032 
  11.0       12.0      12385.E-06    59.E-06                      O223000200033 
  12.0       13.0      12890.E-06    60.E-06                      O223000200034 
  13.0       14.0      13269.E-06    60.E-06                      O223000200035 
  14.0       15.0      13415.E-06    61.E-06                      O223000200036 
  15.0       16.0      14113.E-06    62.E-06                      O223000200037 
  16.0       17.0      14154.E-06    63.E-06                      O223000200038 
  17.0       18.0      14765.E-06    65.E-06                      O223000200039 
  18.0       19.0      15120.E-06    66.E-06                      O223000200040 
  19.0       20.0      15337.E-06    67.E-06                      O223000200041 
  20.0       21.0      15482.E-06    67.E-06                      O223000200042 
  21.0       22.0      15657.E-06    67.E-06                      O223000200043 
  22.0       23.0      15977.E-06    68.E-06                      O223000200044 
  23.0       24.0      16083.E-06    68.E-06                      O223000200045 
  24.0       25.0      16465.E-06    69.E-06                      O223000200046 
  25.0       26.0      16787.E-06    70.E-06                      O223000200047 
  26.0       27.0      16888.E-06    72.E-06                      O223000200048 
  27.0       28.0      17045.E-06    74.E-06                      O223000200049 
  28.0       29.0      16715.E-06    75.E-06                      O223000200050 
  29.0       30.0      16467.E-06    73.E-06                      O223000200051 
  30.0       31.0      16414.E-06    71.E-06                      O223000200052 
  31.0       32.0      16397.E-06    71.E-06                      O223000200053 
  32.0       33.0      16416.E-06    72.E-06                      O223000200054 
  33.0       34.0      16316.E-06    72.E-06                      O223000200055 
  34.0       35.0      16024.E-06    72.E-06                      O223000200056 
  35.0       36.0      15734.E-06    72.E-06                      O223000200057 
  36.0       37.0      15686.E-06    72.E-06                      O223000200058 
  37.0       38.0      15360.E-06    71.E-06                      O223000200059 
  38.0       39.0      15233.E-06    71.E-06                      O223000200060 
  39.0       40.0      15269.E-06    72.E-06                      O223000200061 
  40.0       41.0      15097.E-06    72.E-06                      O223000200062 
  41.0       42.0      14801.E-06    71.E-06                      O223000200063 
  42.0       43.0      14232.E-06    69.E-06                      O223000200064 
  43.0       44.0      14113.E-06    69.E-06                      O223000200065 
  44.0       45.0      13846.E-06    69.E-06                      O223000200066 
  45.0       46.0      13589.E-06    68.E-06                      O223000200067 
  46.0       47.0      13304.E-06    67.E-06                      O223000200068 
  47.0       48.0      13082.E-06    66.E-06                      O223000200069 
  48.0       49.0      12979.E-06    66.E-06                      O223000200070 
  49.0       50.0      12934.E-06    66.E-06                      O223000200071 
  50.0       51.0      12746.E-06    66.E-06                      O223000200072 
  51.0       52.0      12537.E-06    65.E-06                      O223000200073 
  52.0       53.0      12116.E-06    63.E-06                      O223000200074 
  53.0       54.0      11651.E-06    60.E-06                      O223000200075 
  54.0       55.0      11591.E-06    60.E-06                      O223000200076 
  55.0       56.0      11451.E-06    60.E-06                      O223000200077 
  56.0       57.0      11005.E-06    59.E-06                      O223000200078 
  57.0       58.0      11088.E-06    60.E-06                      O223000200079 
  58.0       59.0      10819.E-06    60.E-06                      O223000200080 
  59.0       60.0      10607.E-06    59.E-06                      O223000200081 
  60.0       61.0      10616.E-06    60.E-06                      O223000200082 
  61.0       62.0      10425.E-06    58.E-06                      O223000200083 
  62.0       63.0      10122.E-06    57.E-06                      O223000200084 
  63.0       64.0       9760.E-06    56.E-06                      O223000200085 
  64.0       65.0       9650.E-06    56.E-06                      O223000200086 
  65.0       66.0       9126.E-06    53.E-06                      O223000200087 
  66.0       67.0       9047.E-06    54.E-06                      O223000200088 
  67.0       68.0       8623.E-06    52.E-06                      O223000200089 
  68.0       69.0       8313.E-06    51.E-06                      O223000200090 
  69.0       70.0       8082.E-06    50.E-06                      O223000200091 
  70.0       71.0       7764.E-06    48.E-06                      O223000200092 
  71.0       72.0       7592.E-06    48.E-06                      O223000200093 
  72.0       73.0       7185.E-06    47.E-06                      O223000200094 
  73.0       74.0       6843.E-06    46.E-06                      O223000200095 
  74.0       75.0       6488.E-06    44.E-06                      O223000200096 
  75.0       76.0       6341.E-06    43.E-06                      O223000200097 
  76.0       77.0       6116.E-06    42.E-06                      O223000200098 
  77.0       78.0       5852.E-06    42.E-06                      O223000200099 
  78.0       79.0       5640.E-06    40.E-06                      O223000200100 
  79.0       80.0       5504.E-06    40.E-06                      O223000200101 
  80.0       81.0       5195.E-06    38.E-06                      O223000200102 
  81.0       82.0       4990.E-06    37.E-06                      O223000200103 
  82.0       83.0       4753.E-06    36.E-06                      O223000200104 
  83.0       84.0       4481.E-06    35.E-06                      O223000200105 
  84.0       85.0       4096.E-06    34.E-06                      O223000200106 
  85.0       86.0       3982.E-06    34.E-06                      O223000200107 
  86.0       87.0       3712.E-06    32.E-06                      O223000200108 
  87.0       88.0       3525.E-06    30.E-06                      O223000200109 
  88.0       89.0       3339.E-06    29.E-06                      O223000200110 
  89.0       90.0       3019.E-06    27.E-06                      O223000200111 
  90.0       91.0       2799.E-06    27.E-06                      O223000200112 
  91.0       92.0       2541.E-06    26.E-06                      O223000200113 
  92.0       93.0       2348.E-06    25.E-06                      O223000200114 
  93.0       94.0       2133.E-06    23.E-06                      O223000200115 
  94.0       95.0       1917.E-06    22.E-06                      O223000200116 
  95.0       96.0       1696.E-06    21.E-06                      O223000200117 
  96.0       97.0       1454.E-06    21.E-06                      O223000200118 
  97.0       98.0       1200.E-06    19.E-06                      O223000200119 
  98.0       99.0        977.E-06    17.E-06                      O223000200120 
  99.0      100.0        762.E-06    16.E-06                      O223000200121 
 100.0      101.0        561.E-06    16.E-06                      O223000200122 
 101.0      102.0        415.E-06    14.E-06                      O223000200123 
 102.0      103.0        276.E-06    14.E-06                      O223000200124 
 103.0      104.0        173.E-06    13.E-06                      O223000200125 
 104.0      105.0        108.E-06    13.E-06                      O223000200126 
 105.0      106.0         64.E-06    13.E-06                      O223000200127 
 106.0      107.0         39.E-06    13.E-06                      O223000200128 
 107.0      108.0         20.E-06    12.E-06                      O223000200129 
 108.0      109.0          9.E-06    13.E-06                      O223000200130 
 109.0      110.0         10.E-06    11.E-06                      O223000200131 
 110.0      111.0          8.E-06    12.E-06                      O223000200132 
 111.0      112.0          4.E-06    12.E-06                      O223000200133 
 112.0      113.0         12.E-06    12.E-06                      O223000200134 
 113.0      114.0          2.E-06    12.E-06                      O223000200135 
ENDDATA            126          0                                 O223000200136 
ENDSUBENT          135          0                                 O223000299999 
SUBENT        O2230003   20150713                             O057O223000300001 
BIB                  3          9                                 O223000300002 
REACTION   (3-LI-7(P,N)4-BE-7,,MLT/IPA/DE,,TT/NPD)                O223000300003 
           Angular differential spectra scaled by the solid angle O223000300004 
            of the individual angular positions.                  O223000300005 
           Summation of all values multiplied by the energy bin   O223000300006 
            width is normalized to 1.                             O223000300007 
COMMENT    Claudia Lederer (2015-07-14):                          O223000300008 
            We measured at 65 degrees (62.5-67.5deg), but at that O223000300009 
            point we were already outside the neutron cone.       O223000300010 
HISTORY    (20150713C) On                                         O223000300011 
ENDBIB               9          0                                 O223000300012 
NOCOMMON             0          0                                 O223000300013 
DATA                 6       1807                                 O223000300014 
ANG-MIN    ANG-MAX    E-MIN      E-MAX      DATA       ERR-S      O223000300015 
ADEG       ADEG       KEV        KEV        1/KEV      1/KEV      O223000300016 
  0.         2.5         0.3        0.5         3.4E-06    0.1E-06O223000300017 
  0.         2.5         0.5        1.0         6.3E-06    0.2E-06O223000300018 
  0.         2.5         1.0        1.5         9.1E-06    0.3E-06O223000300019 
  0.         2.5         1.5        2.0         8.4E-06    0.6E-06O223000300020 
  0.         2.5         2.0        2.5        11.2E-06    0.5E-06O223000300021 
  0.         2.5         2.5        3.0        14.1E-06    0.5E-06O223000300022 
  0.         2.5         3.0        3.5        14.3E-06    0.5E-06O223000300023 
  0.         2.5         3.5        4.0        15.0E-06    0.5E-06O223000300024 
  0.         2.5         4.0        4.5        17.2E-06    0.5E-06O223000300025 
  0.         2.5         4.5        5.0        18.5E-06    0.5E-06O223000300026 
  0.         2.5         5.0        5.5        19.2E-06    0.5E-06O223000300027 
  0.         2.5         5.5        6.0        20.8E-06    0.5E-06O223000300028 
  0.         2.5         6.0        6.5        22.4E-06    0.6E-06O223000300029 
  0.         2.5         6.5        7.0        23.7E-06    0.6E-06O223000300030 
  0.         2.5         7.0        7.5        24.6E-06    0.6E-06O223000300031 
  0.         2.5         7.5        8.0        25.6E-06    0.6E-06O223000300032 
  0.         2.5         8.0        8.5        27.0E-06    0.6E-06O223000300033 
  0.         2.5         8.5        9.0        28.6E-06    0.6E-06O223000300034 
  0.         2.5         9.0        9.5        29.0E-06    0.6E-06O223000300035 
  0.         2.5         9.5       10.0        30.3E-06    0.6E-06O223000300036 
  0.         2.5        10.0       11.0        33.2E-06    0.4E-06O223000300037 
  0.         2.5        11.0       12.0        35.5E-06    0.5E-06O223000300038 
  0.         2.5        12.0       13.0        38.9E-06    0.5E-06O223000300039 
  0.         2.5        13.0       14.0        40.8E-06    0.5E-06O223000300040 
  0.         2.5        14.0       15.0        42.4E-06    0.5E-06O223000300041 
  0.         2.5        15.0       16.0        45.6E-06    0.5E-06O223000300042 
  0.         2.5        16.0       17.0        47.1E-06    0.5E-06O223000300043 
  0.         2.5        17.0       18.0        51.2E-06    0.6E-06O223000300044 
  0.         2.5        18.0       19.0        53.8E-06    0.6E-06O223000300045 
  0.         2.5        19.0       20.0        56.0E-06    0.6E-06O223000300046 
  0.         2.5        20.0       21.0        58.8E-06    0.6E-06O223000300047 
  0.         2.5        21.0       22.0        61.6E-06    0.6E-06O223000300048 
  0.         2.5        22.0       23.0        64.5E-06    0.7E-06O223000300049 
  0.         2.5        23.0       24.0        67.0E-06    0.7E-06O223000300050 
  0.         2.5        24.0       25.0        71.7E-06    0.7E-06O223000300051 
  0.         2.5        25.0       26.0        73.0E-06    0.7E-06O223000300052 
  0.         2.5        26.0       27.0        77.4E-06    0.8E-06O223000300053 
  0.         2.5        27.0       28.0        79.0E-06    0.8E-06O223000300054 
  0.         2.5        28.0       29.0        81.8E-06    0.8E-06O223000300055 
  0.         2.5        29.0       30.0        82.9E-06    0.8E-06O223000300056 
  0.         2.5        30.0       31.0        81.6E-06    0.8E-06O223000300057 
  0.         2.5        31.0       32.0        81.7E-06    0.8E-06O223000300058 
  0.         2.5        32.0       33.0        81.7E-06    0.8E-06O223000300059 
  0.         2.5        33.0       34.0        81.9E-06    0.8E-06O223000300060 
  0.         2.5        34.0       35.0        80.2E-06    0.8E-06O223000300061 
  0.         2.5        35.0       36.0        79.7E-06    0.8E-06O223000300062 
  0.         2.5        36.0       37.0        79.7E-06    0.8E-06O223000300063 
  0.         2.5        37.0       38.0        78.8E-06    0.8E-06O223000300064 
  0.         2.5        38.0       39.0        76.8E-06    0.8E-06O223000300065 
  0.         2.5        39.0       40.0        76.6E-06    0.8E-06O223000300066 
  0.         2.5        40.0       41.0        77.1E-06    0.8E-06O223000300067 
  0.         2.5        41.0       42.0        76.2E-06    0.8E-06O223000300068 
  0.         2.5        42.0       43.0        73.8E-06    0.8E-06O223000300069 
  0.         2.5        43.0       44.0        75.4E-06    0.8E-06O223000300070 
  0.         2.5        44.0       45.0        73.9E-06    0.8E-06O223000300071 
  0.         2.5        45.0       46.0        74.2E-06    0.8E-06O223000300072 
  0.         2.5        46.0       47.0        72.1E-06    0.8E-06O223000300073 
  0.         2.5        47.0       48.0        71.1E-06    0.8E-06O223000300074 
  0.         2.5        48.0       49.0        72.3E-06    0.8E-06O223000300075 
  0.         2.5        49.0       50.0        72.1E-06    0.8E-06O223000300076 
  0.         2.5        50.0       51.0        72.1E-06    0.8E-06O223000300077 
  0.         2.5        51.0       52.0        71.0E-06    0.8E-06O223000300078 
  0.         2.5        52.0       53.0        68.3E-06    0.8E-06O223000300079 
  0.         2.5        53.0       54.0        69.3E-06    0.8E-06O223000300080 
  0.         2.5        54.0       55.0        70.2E-06    0.8E-06O223000300081 
  0.         2.5        55.0       56.0        70.1E-06    0.8E-06O223000300082 
  0.         2.5        56.0       57.0        67.5E-06    0.8E-06O223000300083 
  0.         2.5        57.0       58.0        68.9E-06    0.8E-06O223000300084 
