ENTRY            O1767   20090722                             O040O176700000001 
SUBENT        O1767001   20090722                             O040O176700100001 
BIB                 13         24                                 O176700100002 
TITLE      Inelastic deuteron scattering from Fe-56 and Fe-58.    O176700100003 
AUTHOR     (R.K.Jolly, B.H.Armitage, A.K.Sengupta)                O176700100004 
INSTITUTE  (2UK HAR)                                              O176700100005 
REFERENCE  (J,NP/A,146,514,1970)                                  O176700100006 
FACILITY   (VDGT,2UK HAR)                                         O176700100007 
SAMPLE     Fe-56 and Fe-58 enriched to 99.9% and 61%,respectively,O176700100008 
           were used.                                             O176700100009 
DETECTOR   (MAGSP) A broad-range magnetic spectrograph.           O176700100010 
           (PLATE)                                                O176700100011 
COMMENT    *By authors*.The precision elastic scattering data of  O176700100012 
           Igo et.al(see rel-ref) was used to establish the  crossO176700100013 
           section scale of the inelastically scattered particle  O176700100014 
           groups.                                                O176700100015 
REL-REF    (R,D0239006,G.Igo+,J,PR,124,832,1961)                  O176700100016 
ERR-ANALYS (ANG-ERR-D) Angle digitizing error                     O176700100017 
           (ERR-T).The error shown on the experimental points are O176700100018 
           both systematic and statistical.                       O176700100019 
ADD-RES    (COMP).DWBA analysis.                                  O176700100020 
            Spectrum of deuterons obtained by bombarding an Fe-56 O176700100021 
           target with 11.5 MeV deuterons was reported on fig.1   O176700100022 
           (POT).Deformation parameters for Fe-56 and Fe-58 were  O176700100023 
            obtained.                                             O176700100024 
STATUS     (CURVE).By CAJAD.                                      O176700100025 
HISTORY    (20090722C) SB                                         O176700100026 
ENDBIB              24          0                                 O176700100027 
COMMON               1          3                                 O176700100028 
ANG-ERR-D                                                         O176700100029 
ADEG                                                              O176700100030 
0.4                                                               O176700100031 
ENDCOMMON            3          0                                 O176700100032 
ENDSUBENT           31          0                                 O176700199999 
SUBENT        O1767002   20090722                             O040O176700200001 
BIB                  2          2                                 O176700200002 
REACTION   (26-FE-56(D,INL)26-FE-56,PAR,DA) Fig.2                 O176700200003 
EN-SEC     (E-LVL,26-FE-56)                                       O176700200004 
ENDBIB               2          0                                 O176700200005 
COMMON               1          3                                 O176700200006 
EN                                                                O176700200007 
MEV                                                               O176700200008 
11.5                                                              O176700200009 
ENDCOMMON            3          0                                 O176700200010 
DATA                 4        127                                 O176700200011 
E-LVL      ANG-CM     DATA-CM    ERR-T                            O176700200012 
MEV        ADEG       MB/SR      PER-CENT                         O176700200013 
    0.85000   20.10000    2.03000    6.00000                      O176700200014 
    0.85000   25.20000    4.24000    5.00000                      O176700200015 
    0.85000   30.80000    5.80000    7.00000                      O176700200016 
    0.85000   35.90000    4.68000    5.00000                      O176700200017 
    0.85000   41.00000    3.29000    6.00000                      O176700200018 
    0.85000   51.70000    1.84000    7.00000                      O176700200019 
    0.85000   62.40000    1.46000    5.00000                      O176700200020 
    0.85000   69.40000    1.41000    6.00000                      O176700200021 
    0.85000   74.80000    1.38000    5.00000                      O176700200022 
    0.85000   79.30000    1.18000    6.00000                      O176700200023 
    0.85000   87.20000    0.80000    5.00000                      O176700200024 
    0.85000  102.70000    0.57000    5.00000                      O176700200025 
    2.09000   20.70000    0.23100    9.00000                      O176700200026 
    2.09000   26.60000    0.20500    9.00000                      O176700200027 
    2.09000   31.20000    0.18300    7.00000                      O176700200028 
    2.09000   36.20000    0.17700    6.00000                      O176700200029 
    2.09000   41.90000    0.15500    9.00000                      O176700200030 
    2.09000   47.00000    0.15000    8.00000                      O176700200031 
    2.09000   52.30000    0.13900    7.00000                      O176700200032 
    2.09000   58.50000    0.14000    7.00000                      O176700200033 
    2.09000   61.90000    0.11400    8.00000                      O176700200034 
    2.09000   70.10000    0.11200    7.00000                      O176700200035 
    2.09000   77.40000    0.10700    8.00000                      O176700200036 
    2.09000   85.30000    0.09900    9.00000                      O176700200037 
    2.09000   92.90000    0.06900    9.00000                      O176700200038 
    2.66000   24.30000    0.23700    9.00000                      O176700200039 
    2.66000   29.90000    0.32000    9.00000                      O176700200040 
    2.66000   35.80000    0.28500    8.00000                      O176700200041 
    2.66000   40.30000    0.25300    8.00000                      O176700200042 
    2.66000   46.20000    0.20700    9.00000                      O176700200043 
    2.66000   51.30000    0.14200    9.00000                      O176700200044 
    2.66000   56.90000    0.12200   10.00000                      O176700200045 
    2.66000   61.70000    0.08800    9.00000                      O176700200046 
    2.66000   68.80000    0.07100    8.00000                      O176700200047 
    2.66000   76.30000    0.08300   10.00000                      O176700200048 
    2.66000   83.90000    0.10100    9.00000                      O176700200049 
    2.66000   91.50000    0.10000    9.00000                      O176700200050 
