ENTRY            O1865   20140205                             O052O186500000001 
SUBENT        O1865001   20140205                             O052O186500100001 
BIB                 12         38                                 O186500100002 
TITLE      Comparison of nonequilibrium processes in p + Ni and   O186500100003 
           p + Au collisions at GeV energies.                     O186500100004 
AUTHOR     (A.Budzanowski, M.Fidelus, D.Filges, F.Goldenbaum,     O186500100005 
           H.Hodde, L.Jarczyk, B.Kamys, M.Kistryn, St.Kistryn,    O186500100006 
           St.Kliczewski, A.Kowalczyk, E.Kozik, P.Kulessa,        O186500100007 
           H.Machner, A.Magiera, B.Piskor-Ignatowicz, K.Pysz,     O186500100008 
           Z.Rudy, R.Siudak, M.Wojciechowski) - PISA collaborationO186500100009 
INSTITUTE  (3POLIFJ,3POLUJK,2GERJUL,2GERBON)                      O186500100010 
REFERENCE  (J,PR/C,82,034605,2010)                                O186500100011 
REL-REF    (I,D0512001,A.Budzanowski+,J,PR/C,78,024603,2008)      O186500100012 
           (I,,A.Bubak+,J,NIM/B,204,507,2004)                     O186500100013 
FACILITY   (SYNCY,2GERJUL) Cooler Synchrotron COSY in the         O186500100014 
           Research Center in Julich                              O186500100015 
SAMPLE     Self-supporting Ni target of thickness 150 mu-g/cm**2. O186500100016 
DETECTOR   (TELES,SIBAR,CSICR) The PISA apparatus consists of     O186500100017 
           nine independent detection arms comprising various     O186500100018 
           kinds of detectors. Two of these arms (placed at 15.   O186500100019 
           and 120. angles in respect to the beam direction) are  O186500100020 
           equipped with the Bragg curve detectors (BCD), which   O186500100021 
           permit the Z- identification of the reaction products  O186500100022 
           and determination of their kinetic energies with low   O186500100023 
           detection energy threshold (of about 1MeV/nucleon).    O186500100024 
           The active volume of BCD's has thickness of 22 cm of   O186500100025 
           isobutane at a pressure of 206 mbar.                   O186500100026 
COMMENT    *By authors*.The absolute normalization of the cross   O186500100027 
           sections was achieved by comparing the total productionO186500100028 
           cross sections of Be-7 particles, obtained by angle andO186500100029 
           energy integration of measured differential cross      O186500100030 
           sections, with values of Be-7 total production cross   O186500100031 
           sections published in the compilation of Bubak et al.  O186500100032 
            (see REL-REF)                                         O186500100033 
ERR-ANALYS (DATA-ERR).The uncertainty is reported by authors.     O186500100034 
STATUS     (TABLE) Data were received from Dr.B.Kamys             O186500100035 
           (APRVD) Entry approved by Dr.B.Kamys                   O186500100036 
HISTORY    (20101101C) SB                                         O186500100037 
           (20140205A) Corrections made according to Dr.A.KonobeevO186500100038 
           remarks: SF9=DERIV added to REACTION code in Subents   O186500100039 
           18-30; URL deleted from STATUS - no longer valid.      O186500100040 
ENDBIB              38          0                                 O186500100041 
NOCOMMON             0          0                                 O186500100042 
ENDSUBENT           41          0                                 O186500199999 
SUBENT        O1865002   20101111                             O044O186500200001 
BIB                  1          1                                 O186500200002 
REACTION   (28-NI-0(P,X)1-H-1,,DA/DE)                             O186500200003 
ENDBIB               1          0                                 O186500200004 
NOCOMMON             0          0                                 O186500200005 
DATA                 5        621                                 O186500200006 
EN         ANG        E          DATA       DATA-ERR              O186500200007 
        1.9       65.0       74.5     0.0444     0.0049           O186500600383 
        1.9       65.0       77.5     0.0488     0.0052           O186500600384 
        1.9       65.0       80.5     0.0237     0.0036           O186500600385 
        1.9       65.0       83.5     0.0209     0.0034           O186500600386 
        1.9       65.0       86.5     0.0231     0.0036           O186500600387 
        1.9       65.0       89.5     0.0242     0.0036           O186500600388 
        1.9       65.0       92.5     0.0165      0.003           O186500600389 
        1.9       65.0       95.5     0.0126     0.0026           O186500600390 
        1.9       65.0       98.5      0.017     0.0031           O186500600391 
        1.9       65.0      101.5     0.0066     0.0019           O186500600392 
        1.9       65.0      104.5     0.0203     0.0033           O186500600393 
        1.9       65.0      107.5      0.011     0.0025           O186500600394 
        1.9       65.0      110.5     0.0099     0.0023           O186500600395 
        1.9       65.0      113.5     0.0126     0.0026           O186500600396 
        1.9       65.0      116.5      0.011     0.0025           O186500600397 
        1.9       65.0      119.5     0.0077     0.0021           O186500600398 
        1.9       65.0      122.5     0.0099     0.0023           O186500600399 
        1.9       65.0      125.5     0.0071      0.002           O186500600400 
        1.9       65.0      128.5     0.0049     0.0016           O186500600401 
        1.9       65.0      131.5     0.0071      0.002           O186500600402 
        1.9       65.0      134.5     0.0049     0.0016           O186500600403 
        1.9       65.0      137.5      0.006     0.0018           O186500600404 
        1.9       65.0      140.5     0.0038     0.0016           O186500600405 
        1.9       65.0      143.5     0.0011    0.00095           O186500600406 
        1.9       65.0      146.5     0.0022     0.0011           O186500600407 
        1.9       65.0      149.5    0.00165    0.00095           O186500600408 
        1.9       65.0      152.5     0.0055     0.0017           O186500600409 
        1.9       65.0      155.5     0.0027     0.0013           O186500600410 
        1.9       65.0      158.5     0.0027     0.0013           O186500600411 
        1.9       65.0      161.5     0.0033     0.0015           O186500600412 
        1.9       65.0      164.5     0.0016     0.0011           O186500600413 
        1.9       65.0      167.5     0.0022     0.0013           O186500600414 
        1.9       65.0      170.5     0.0027     0.0012           O186500600415 
        1.9       65.0      173.5     0.0011    0.00095           O186500600416 
        1.9       65.0      176.5     0.0016     0.0011           O186500600417 
        1.9       65.0      179.5    0.00055    0.00095           O186500600418 
        1.9       65.0      182.5    0.00055    0.00095           O186500600419 
        1.9       65.0      185.5     0.0041     0.0018           O186500600420 
        1.9       80.0       13.5       2.67       0.03           O186500600421 
        1.9       80.0       16.5      1.728      0.041           O186500600422 
        1.9       80.0       19.5      1.169      0.025           O186500600423 
        1.9       80.0       22.5      0.833      0.014           O186500600424 
        1.9       80.0       25.5      0.653      0.014           O186500600425 
        1.9      100.0       10.5      3.256      0.019           O186500600426 
        1.9      100.0       13.5      2.378      0.022           O186500600427 
        1.9      100.0       16.5      1.598      0.025           O186500600428 
        1.9      100.0       19.5      1.032      0.021           O186500600429 
        1.9      100.0       22.5       0.77      0.018           O186500600430 
        1.9      100.0       25.5      0.513      0.015           O186500600431 
        1.9      100.0       28.5      0.401      0.012           O186500600432 
        1.9      100.0       31.5     0.2849      0.008           O186500600433 
        1.9      100.0       34.5     0.2184     0.0051           O186500600434 
        1.9      100.0       37.5     0.1646     0.0059           O186500600435 
        1.9      100.0       40.5     0.1386     0.0065           O186500600436 
        1.9      100.0       43.5     0.1096      0.007           O186500600437 
        1.9      100.0       46.5     0.0893     0.0064           O186500600438 
        1.9      100.0       49.5     0.0649     0.0055           O186500600439 
        1.9      100.0       52.5     0.0612     0.0054           O186500600440 
        1.9      100.0       55.5     0.0425     0.0045           O186500600441 
        1.9      100.0       58.5     0.0485     0.0048           O186500600442 
        1.9      100.0       61.5     0.0311     0.0032           O186500600443 
        1.9      100.0       64.5     0.0287     0.0019           O186500600444 
        1.9      100.0       67.5     0.0229     0.0017           O186500600445 
        1.9      100.0       70.5      0.018     0.0015           O186500600446 
        1.9      100.0       73.5     0.0159     0.0014           O186500600447 
        1.9      100.0       76.5     0.0136     0.0013           O186500600448 
        1.9      100.0       79.5     0.0129     0.0013           O186500600449 
        1.9      100.0       82.5     0.0111     0.0012           O186500600450 
        1.9      100.0       85.5    0.00808      0.001           O186500600451 
        1.9      100.0       88.5    0.00808      0.001           O186500600452 
        1.9      100.0       91.5    0.00625    0.00087           O186500600453 
        1.9      100.0       94.5    0.00514    0.00097           O186500600454 
        1.9      100.0      106.5    0.00276    0.00071           O186500600455 
        1.9      100.0      109.5    0.00208    0.00066           O186500600456 
        1.9      100.0      112.5     0.0011    0.00037           O186500600457 
        1.9      100.0      115.5    0.00245    0.00092           O186500600458 
        1.9      100.0      118.5    0.00037    0.00064           O186500600459 
        2.5       15.6       23.5      1.200      0.013           O186500600460 
        2.5       15.6       26.5      0.888      0.011           O186500600461 
        2.5       15.6       29.5      0.714      0.031           O186500600462 
        2.5       15.6       32.5      0.553      0.045           O186500600463 
        2.5       15.6       35.5      0.422      0.041           O186500600464 
        2.5       15.6       38.5      0.466      0.043           O186500600465 
        2.5       15.6       41.5      0.340      0.037           O186500600466 
        2.5       15.6       44.5      0.284      0.034           O186500600467 
        2.5       15.6       47.5      0.170      0.026           O186500600468 
        2.5       15.6       50.5      0.199      0.028           O186500600469 
        2.5       15.6       53.5      0.247      0.031           O186500600470 
        2.5       15.6       56.5      0.121      0.016           O186500600471 
        2.5       15.6       59.5      0.068      0.017           O186500600472 
        2.5       15.6       62.5      0.097      0.020           O186500600473 
        2.5       15.6       65.5      0.089      0.019           O186500600474 
        2.5       15.6       68.5      0.089      0.019           O186500600475 
        2.5       15.6       71.5      0.106      0.021           O186500600476 
        2.5       15.6       74.5      0.072      0.017           O186500600477 
        2.5       15.6       77.5      0.102      0.021           O186500600478 
        2.5       15.6       80.5      0.043      0.013           O186500600479 
        2.5       15.6       83.5      0.043      0.013           O186500600480 
        2.5       15.6       86.5      0.047      0.014           O186500600481 
        2.5       15.6       89.5      0.043      0.013           O186500600482 
        2.5       15.6       92.5     0.0213     0.0095           O186500600483 
        2.5       15.6       95.5      0.030      0.012           O186500600484 
        2.5       15.6       98.5      0.021      0.010           O186500600485 
        2.5       15.6      101.5      0.038      0.013           O186500600486 
        2.5       15.6      104.5      0.030      0.011           O186500600487 
        2.5       15.6      107.5      0.021      0.010           O186500600488 
        2.5       15.6      110.5      0.026      0.010           O186500600489 
        2.5       15.6      113.5      0.013      0.011           O186500600490 
        2.5        20.       23.5       1.18      0.012           O186500600491 
        2.5        20.       26.5       0.92       0.01           O186500600492 
        2.5        20.       29.5     0.7026     0.0089           O186500600493 
        2.5        20.       32.5      0.563      0.023           O186500600494 
        2.5        20.       35.5      0.454      0.037           O186500600495 
        2.5        20.       38.5      0.363      0.036           O186500600496 
        2.5        20.       41.5      0.262      0.031           O186500600497 
        2.5        20.       44.5      0.201      0.027           O186500600498 
        2.5        20.       47.5      0.212      0.028           O186500600499 
        2.5        20.       50.5      0.223      0.028           O186500600500 
        2.5        20.       53.5       0.13      0.021           O186500600501 
        2.5        20.       56.5      0.095      0.011           O186500600502 
        2.5        20.       59.5       0.18      0.026           O186500600503 
        2.5        20.       62.5      0.116      0.021           O186500600504 
        2.5        20.       65.5      0.079      0.017           O186500600505 
        2.5        20.       68.5      0.068      0.016           O186500600506 
        2.5        20.       71.5      0.075      0.017           O186500600507 
        2.5        20.       74.5      0.086      0.018           O186500600508 
        2.5        20.       77.5      0.105       0.02           O186500600509 
        2.5        20.       80.5      0.053      0.014           O186500600510 
        2.5        20.       83.5      0.098      0.019           O186500600511 
        2.5        20.       86.5      0.087      0.018           O186500600512 
        2.5        20.       89.5      0.049      0.014           O186500600513 
        2.5        20.       92.5       0.03      0.011           O186500600514 
        2.5        20.       95.5     0.0188     0.0084           O186500600515 
        2.5        20.       98.5      0.045      0.013           O186500600516 
        2.5        20.      101.5     0.0151     0.0075           O186500600517 
        2.5        20.      104.5      0.045      0.013           O186500600518 
        2.5        20.      107.5       0.03      0.011           O186500600519 
        2.5        20.      110.5     0.0188     0.0084           O186500600520 
        2.5        20.      113.5     0.0227     0.0092           O186500600521 
        2.5        20.      116.5     0.0169     0.0098           O186500600522 
        2.5        35.        9.5      4.595      0.034           O186500600523 
        2.5        35.       12.5      4.033      0.032           O186500600524 
        2.5        35.       15.5      2.835      0.042           O186500600525 
        2.5        35.       18.5      2.111      0.061           O186500600526 
        2.5        35.       21.5      1.406      0.052           O186500600527 
        2.5        35.       24.5      1.158      0.057           O186500600528 
        2.5        35.       39.5      0.336      0.011           O186500600529 
        2.5        35.       42.5     0.2934     0.0083           O186500600530 
        2.5        35.       45.5     0.2528     0.0077           O186500600531 
        2.5        35.       48.5     0.2135     0.0071           O186500600532 
        2.5        35.       51.5     0.1806     0.0065           O186500600533 
        2.5        35.       54.5     0.1558     0.0061           O186500600534 
        2.5        35.       57.5     0.1381     0.0057           O186500600535 
        2.5        35.       60.5     0.1215     0.0054           O186500600536 
        2.5        35.       63.5     0.1036     0.0049           O186500600537 
        2.5        35.       66.5     0.0974     0.0048           O186500600538 
        2.5        35.       69.5     0.0875     0.0045           O186500600539 
        2.5        35.       72.5     0.0811     0.0044           O186500600540 
        2.5        35.       75.5     0.0627     0.0038           O186500600541 
        2.5        35.       78.5     0.0617     0.0038           O186500600542 
        2.5        35.       81.5      0.052     0.0035           O186500600543 
        2.5        35.       84.5     0.0515     0.0035           O186500600544 
        2.5        35.       87.5     0.0366     0.0029           O186500600545 
        2.5        35.       90.5     0.0421     0.0032           O186500600546 
        2.5        35.       93.5     0.0331     0.0028           O186500600547 
        2.5        35.       96.5     0.0322     0.0028           O186500600548 
        2.5        35.       99.5     0.0274     0.0036           O186500600549 
        2.5        35.      102.5     0.0326     0.0065           O186500600550 
        2.5        35.      105.5     0.0232     0.0058           O186500600551 
        2.5        35.      108.5     0.0187     0.0057           O186500600552 
        2.5        35.      111.5     0.0151     0.0057           O186500600553 
        2.5        35.      114.5     0.0151     0.0054           O186500600554 
        2.5        35.      117.5     0.0095     0.0042           O186500600555 
        2.5        35.      120.5      0.017      0.006           O186500600556 
        2.5        50.        8.5      3.945      0.029           O186500600557 
        2.5        50.       11.5      3.772      0.029           O186500600558 
        2.5        50.       14.5      2.415      0.049           O186500600559 
        2.5        50.       17.5      1.604      0.052           O186500600560 
        2.5        50.       20.5      1.132      0.044           O186500600561 
        2.5        50.       23.5      0.778      0.036           O186500600562 
        2.5        50.       26.5      0.613      0.097           O186500600563 
        2.5        50.       35.5      0.326      0.025           O186500600564 
        2.5        50.       38.5     0.2972      0.008           O186500600565 
        2.5        50.       41.5     0.2375     0.0071           O186500600566 
        2.5        50.       44.5     0.2203     0.0068           O186500600567 
        2.5        50.       47.5       0.18     0.0062           O186500600568 
        2.5        50.       50.5     0.1598     0.0058           O186500600569 
        2.5        50.       53.5     0.1493     0.0056           O186500600570 
        2.5        50.       56.5     0.1274     0.0052           O186500600571 
        2.5        50.       59.5     0.1003     0.0046           O186500600572 
        2.5        50.       62.5     0.0969     0.0045           O186500600573 
        2.5        50.       65.5     0.0837     0.0042           O186500600574 
        2.5        50.       68.5     0.0711     0.0039           O186500600575 
        2.5        50.       71.5     0.0645     0.0037           O186500600576 
        2.5        50.       74.5     0.0601     0.0036           O186500600577 
        2.5        50.       77.5     0.0498     0.0033           O186500600578 
        2.5        50.       80.5     0.0441     0.0031           O186500600579 
        2.5        50.       83.5     0.0437      0.003           O186500600580 
        2.5        50.       86.5     0.0362     0.0028           O186500600581 
        2.5        50.       89.5     0.0398     0.0029           O186500600582 
        2.5        50.       92.5     0.0373     0.0028           O186500600583 
        2.5        50.       95.5     0.0307     0.0026           O186500600584 
        2.5        50.       98.5     0.0253     0.0023           O186500600585 
        2.5        50.      101.5     0.0236     0.0022           O186500600586 
        2.5        50.      104.5     0.0236     0.0028           O186500600587 
        2.5        50.      107.5     0.0226     0.0035           O186500600588 
        2.5        65.       23.5     0.9506     0.0086           O186500600589 
        2.5        65.       26.5     0.7313     0.0076           O186500600590 
        2.5        65.       29.5     0.5642     0.0067           O186500600591 
        2.5        65.       32.5      0.472      0.012           O186500600592 
        2.5        65.       35.5       0.34      0.014           O186500600593 
        2.5        65.       38.5      0.294      0.014           O186500600594 
        2.5        65.       41.5      0.245      0.012           O186500600595 
        2.5        65.       44.5      0.208      0.011           O186500600596 
        2.5        65.       47.5      0.175       0.01           O186500600597 
        2.5        65.       50.5     0.1487     0.0096           O186500600598 
        2.5        65.       53.5     0.1225     0.0087           O186500600599 
        2.5        65.       56.5      0.088      0.003           O186500600600 
        2.5        65.       59.5      0.091      0.006           O186500600601 
        2.5        65.       62.5     0.0744      0.007           O186500600602 
        2.5        65.       65.5     0.0762     0.0071           O186500600603 
        2.5        65.       68.5     0.0684     0.0067           O186500600604 
        2.5        65.       71.5      0.046     0.0055           O186500600605 
        2.5        65.       74.5     0.0467     0.0055           O186500600606 
        2.5        65.       77.5     0.0533     0.0059           O186500600607 
        2.5        65.       80.5     0.0395     0.0051           O186500600608 
        2.5        65.       83.5     0.0283     0.0043           O186500600609 
        2.5        65.       86.5     0.0277     0.0043           O186500600610 
        2.5        65.       89.5     0.0198     0.0036           O186500600611 
        2.5        65.       92.5     0.0204     0.0037           O186500600612 
        2.5        65.       95.5     0.0191     0.0035           O186500600613 
        2.5        65.       98.5     0.0198     0.0036           O186500600614 
        2.5        65.      101.5     0.0145     0.0031           O186500600615 
        2.5        65.      104.5     0.0151     0.0032           O186500600616 
        2.5        65.      107.5     0.0112     0.0027           O186500600617 
        2.5        65.      110.5     0.0119     0.0028           O186500600618 
        2.5        65.      113.5     0.0072     0.0022           O186500600619 
        2.5        65.      116.5     0.0092     0.0025           O186500600620 
        2.5        65.      119.5     0.0099     0.0026           O186500600621 
        2.5        65.      122.5     0.0079     0.0023           O186500600622 
        2.5        65.      125.5     0.0066     0.0021           O186500600623 
        2.5        65.      128.5     0.0112     0.0027           O186500600624 
        2.5        65.      131.5     0.0059      0.002           O186500600625 
        2.5        65.      134.5     0.0072     0.0022           O186500600626 
        2.5        65.      137.5      0.004     0.0016           O186500600627 
        2.5        65.      140.5      0.004     0.0016           O186500600628 
        2.5        65.      143.5     0.0046     0.0017           O186500600629 
        2.5        65.      146.5     0.0033     0.0015           O186500600630 
        2.5        65.      149.5      0.004     0.0017           O186500600631 
        2.5        65.      152.5     0.0053     0.0019           O186500600632 
        2.5        65.      155.5     0.0026     0.0013           O186500600633 
        2.5        65.      158.5     0.0026     0.0015           O186500600634 
        2.5        65.      161.5     0.0007     0.0011           O186500600635 
        2.5        65.      164.5     0.0013     0.0011           O186500600636 
        2.5        65.      167.5     0.0013     0.0011           O186500600637 
        2.5        65.      170.5     0.0026     0.0013           O186500600638 
        2.5        65.      173.5     0.0046     0.0017           O186500600639 
        2.5        65.      176.5     0.0007     0.0011           O186500600640 
        2.5        65.      179.5      0.002     0.0013           O186500600641 
        2.5        65.      182.5     0.0013     0.0011           O186500600642 
        2.5        65.      185.5     0.0013     0.0011           O186500600643 
        2.5        65.      188.5     0.0026     0.0013           O186500600644 
        2.5        65.      191.5     0.0013     0.0013           O186500600645 
        2.5        65.      194.5     0.0007     0.0011           O186500600646 
        2.5        65.      197.5      0.002     0.0013           O186500600647 
        2.5        65.      200.5      0.002     0.0013           O186500600648 
        2.5        65.      203.5      0.004     0.0016           O186500600649 
        2.5        65.      206.5      0.002     0.0017           O186500600650 
        2.5        80.       13.5      2.877      0.036           O186500600651 
        2.5        80.       16.5      1.905      0.046           O186500600652 
        2.5        80.       19.5      1.357      0.032           O186500600653 
        2.5        80.       22.5      0.944       0.02           O186500600654 
        2.5        80.       25.5      0.731      0.016           O186500600655 
        2.5       100.       10.5      3.409      0.021           O186500600656 
        2.5       100.       13.5      2.506      0.025           O186500600657 
        2.5       100.       16.5      1.652      0.028           O186500600658 
        2.5       100.       19.5      1.198      0.025           O186500600659 
        2.5       100.       22.5      0.816      0.021           O186500600660 
        2.5       100.       25.5      0.574      0.017           O186500600661 
        2.5       100.       28.5      0.448      0.014           O186500600662 
        2.5       100.       31.5     0.3228      0.009           O186500600663 
        2.5       100.       34.5     0.2571     0.0061           O186500600664 
        2.5       100.       37.5     0.2017      0.007           O186500600665 
        2.5       100.       40.5     0.1633     0.0077           O186500600666 
        2.5       100.       43.5     0.1438     0.0087           O186500600667 
        2.5       100.       46.5     0.1004     0.0075           O186500600668 
        2.5       100.       49.5     0.0876      0.007           O186500600669 
        2.5       100.       52.5     0.0756     0.0065           O186500600670 
        2.5       100.       55.5     0.0705     0.0063           O186500600671 
        2.5       100.       58.5     0.0471     0.0051           O186500600672 
        2.5       100.       61.5     0.0372     0.0037           O186500600673 
        2.5       100.       64.5     0.0298     0.0021           O186500600674 
        2.5       100.       67.5     0.0288     0.0021           O186500600675 
        2.5       100.       70.5     0.0238     0.0019           O186500600676 
        2.5       100.       73.5     0.0216     0.0018           O186500600677 
        2.5       100.       76.5     0.0176     0.0016           O186500600678 
        2.5       100.       79.5     0.0138     0.0014           O186500600679 
        2.5       100.       82.5     0.0138     0.0014           O186500600680 
        2.5       100.       85.5     0.0106     0.0012           O186500600681 
        2.5       100.       88.5     0.0132     0.0014           O186500600682 
        2.5       100.       91.5     0.0082     0.0011           O186500600683 
        2.5       100.       94.5     0.0051     0.0011           O186500600684 
        2.5       100.      106.5    0.00397    0.00093           O186500600685 
        2.5       100.      109.5    0.00323    0.00069           O186500600686 
        2.5       100.      112.5    0.00323    0.00086           O186500600687 
        2.5       100.      115.5    0.00176    0.00073           O186500600688 
        2.5       100.      118.5     0.0023     0.0011           O186500600689 
        2.5       100.      121.5     0.0018     0.0031           O186500600690 
ENDDATA            684          0                                 O186500600691 
ENDSUBENT          690          0                                 O186500699999 
SUBENT        O1865007   20101111                             O044O186500700001 
BIB                  1          1                                 O186500700002 
REACTION   (28-NI-0(P,X)2-HE-6,,DA/DE)                            O186500700003 
ENDBIB               1          0                                 O186500700004 
NOCOMMON             0          0                                 O186500700005 
DATA                 5        177                                 O186500700006 
EN         ANG        E          DATA       DATA-ERR              O186500700007 
GEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             O186500700008 
1.2        15.6       26.5       0.00747    0.00077               O186500700009 
1.2        15.6       29.5       0.00564    0.00067               O186500700010 
1.2        15.6       32.5       0.00421    0.00058               O186500700011 
1.2        15.6       35.5       0.00270    0.00046               O186500700012 
1.2        20.0       26.5       0.00905    0.00080               O186500700013 
1.2        20.0       29.5       0.00519    0.00060               O186500700014 
1.2        20.0       32.5       0.00449    0.00056               O186500700015 
1.2        20.0       35.5       0.00330    0.00048               O186500700016 
1.2        20.0       38.5       0.00211    0.00047               O186500700017 
1.2        35.0       10.5       0.0122     0.0021                O186500700018 
1.2        35.0       13.5       0.0083     0.0011                O186500700019 
1.2        35.0       16.5       0.0073     0.0010                O186500700020 
1.2        35.0       19.5       0.00445    0.00081               O186500700021 
1.2        35.0       22.5       0.0070     0.0019                O186500700022 
1.2        35.0       37.5       0.00044    0.00039               O186500700023 
1.2        35.0       40.5       0.00119    0.00042               O186500700024 
1.2        35.0       43.5       0.00134    0.00044               O186500700025 
1.2        35.0       46.5       0.00148    0.00047               O186500700026 
1.2        35.0       49.5       0.00193    0.00053               O186500700027 
1.2        35.0       52.5       0.00074    0.00033               O186500700028 
1.2        35.0       55.5       0.00104    0.00039               O186500700029 
1.2        35.0       58.5       0.00074    0.00033               O186500700030 
1.2        35.0       61.5       0.00104    0.00039               O186500700031 
1.2        35.0       64.5       0.00089    0.00039               O186500700032 
1.2        35.0       67.5       0.00059    0.00033               O186500700033 
1.2        35.0       70.5       0.0009     0.0011                O186500700034 
1.2        50.0       10.5       0.0080     0.0014                O186500700035 
1.2        50.0       13.5       0.00682    0.00095               O186500700036 
1.2        50.0       16.5       0.0082     0.0014                O186500700037 
1.2        50.0       19.5       0.00428    0.00076               O186500700038 
1.2        50.0       22.5       0.0045     0.0013                O186500700039 
1.2        50.0       37.5       0.0012     0.0012                O186500700040 
1.2        50.0       40.5       0.00107    0.00038               O186500700041 
1.2        50.0       43.5       0.00147    0.00044               O186500700042 
1.2        50.0       46.5       0.00120    0.00040               O186500700043 
1.2        50.0       49.5       0.00094    0.00035               O186500700044 
1.2        50.0       52.5       0.0019     0.0011                O186500700045 
1.2        50.0       55.5       0.00040    0.00027               O186500700046 
1.2        50.0       58.5       0.00060    0.00040               O186500700047 
1.2        65.0       26.5       0.00436    0.00069               O186500700048 
1.2        65.0       29.5       0.00259    0.00036               O186500700049 
1.2        65.0       32.5       0.00157    0.00028               O186500700050 
1.2        65.0       35.5       0.00176    0.00029               O186500700051 
1.2        65.0       38.5       0.00201    0.00031               O186500700052 
1.2        65.0       41.5       0.00220    0.00061               O186500700053 
1.2        80.0       15.5       0.00697    0.00082               O186500700054 
1.2        80.0       18.5       0.00468    0.00067               O186500700055 
1.2        80.0       21.5       0.00277    0.00051               O186500700056 
1.2        80.0       24.5       0.0037     0.0016                O186500700057 
1.2        80.0       27.5       0.0043     0.0024                O186500700058 
1.2        100.0      11.5       0.00698    0.00085               O186500700059 
1.2        100.0      14.5       0.00422    0.00059               O186500700060 
1.2        100.0      17.5       0.00349    0.00060               O186500700061 
1.2        100.0      20.5       0.00390    0.00080               O186500700062 
1.2        100.0      23.5       0.00235    0.00071               O186500700063 
1.2        100.0      26.5       0.00227    0.00051               O186500700064 
1.2        100.0      29.5       0.00154    0.00035               O186500700065 
1.2        100.0      32.5       0.00130    0.00043               O186500700066 
1.2        100.0      35.5       0.00106    0.00029               O186500700067 
1.2        100.0      38.5       0.00079    0.00026               O186500700068 
1.9        15.6       26.5       0.0118     0.0011                O186500700069 
1.9        15.6       29.5       0.00729    0.00088               O186500700070 
1.9        15.6       32.5       0.00592    0.00079               O186500700071 
1.9        15.6       35.5       0.00444    0.00068               O186500700072 
1.9        20.0       26.5       0.00887    0.00091               O186500700073 
1.9        20.0       29.5       0.00775    0.00085               O186500700074 
1.9        20.0       32.5       0.00513    0.00069               O186500700075 
1.9        20.0       35.5       0.00355    0.00058               O186500700076 
1.9        20.0       38.5       0.00294    0.00064               O186500700077 
1.9        35.0       10.5       0.0107     0.0021                O186500700078 
1.9        35.0       13.5       0.0087     0.0013                O186500700079 
1.9        35.0       16.5       0.0081     0.0013                O186500700080 
1.9        35.0       19.5       0.0105     0.0021                O186500700081 
1.9        35.0       22.5       0.0081     0.0019                O186500700082 
1.9        35.0       37.5       0.00207    0.00078               O186500700083 
1.9        35.0       40.5       0.00197    0.00062               O186500700084 
1.9        35.0       43.5       0.00256    0.00071               O186500700085 
1.9        35.0       46.5       0.00177    0.00059               O186500700086 
1.9        35.0       49.5       0.00177    0.00059               O186500700087 
1.9        35.0       52.5       0.00256    0.00071               O186500700088 
1.9        35.0       55.5       0.00276    0.00074               O186500700089 
1.9        35.0       58.5       0.00158    0.00056               O186500700090 
1.9        50.0       10.5       0.0085     0.0012                O186500700091 
1.9        50.0       13.5       0.00551    0.00099               O186500700092 
1.9        50.0       16.5       0.0068     0.0011                O186500700093 
1.9        50.0       19.5       0.0071     0.0011                O186500700094 
1.9        50.0       22.5       0.00302    0.00073               O186500700095 
1.9        50.0       37.5       0.0016     0.0016                O186500700096 
1.9        50.0       40.5       0.00267    0.00069               O186500700097 
1.9        50.0       43.5       0.00142    0.00053               O186500700098 
1.9        50.0       46.5       0.00107    0.00047               O186500700099 
1.9        50.0       49.5       0.00124    0.00047               O186500700100 
1.9        50.0       52.5       0.00124    0.00047               O186500700101 
1.9        50.0       55.5       0.00107    0.00044               O186500700102 
1.9        50.0       58.5       0.00107    0.00053               O186500700103 
1.9        65.0       26.5       0.00508    0.00057               O186500700104 
1.9        65.0       29.5       0.00332    0.00046               O186500700105 
1.9        65.0       32.5       0.00267    0.00042               O186500700106 
1.9        65.0       35.5       0.00241    0.00040               O186500700107 
1.9        65.0       38.5       0.00247    0.00040               O186500700108 
1.9        65.0       41.5       0.00189    0.00060               O186500700109 
1.9        80.0       15.5       0.00762    0.00098               O186500700110 
1.9        80.0       18.5       0.00356    0.00067               O186500700111 
1.9        80.0       21.5       0.0072     0.0022                O186500700112 
1.9        80.0       24.5       0.0066     0.0029                O186500700113 
1.9        80.0       27.5       0.0065     0.0032                O186500700114 
1.9        100.0      11.5       0.00669    0.00085               O186500700115 
1.9        100.0      14.5       0.00594    0.00080               O186500700116 
1.9        100.0      17.5       0.00626    0.00090               O186500700117 
1.9        100.0      20.5       0.00378    0.00074               O186500700118 
1.9        100.0      23.5       0.00356    0.00097               O186500700119 
1.9        100.0      26.5       0.00259    0.00075               O186500700120 
1.9        100.0      29.5       0.00173    0.00057               O186500700121 
1.9        100.0      32.5       0.00205    0.00047               O186500700122 
1.9        100.0      35.5       0.00076    0.00029               O186500700123 
1.9        100.0      38.5       0.00106    0.00035               O186500700124 
2.5        15.6       26.5       0.0123     0.0012                O186500700125 
2.5        15.6       29.5       0.0091     0.0011                O186500700126 
