ENTRY            O2222   20140716                             O053O222200000001 
SUBENT        O2222001   20140716                             O053O222200100001 
BIB                  9         10                                 O222200100002 
TITLE      N-14(d,a)C-12 reaction induced by 2-12 MeV deuterons.  O222200100003 
       5.31   4.09E+00                                            O222200200065 
       5.38   4.01E+00                                            O222200200066 
       5.48   4.07E+00                                            O222200200067 
       5.50   3.97E+00                                            O222200200068 
       5.57   3.66E+00                                            O222200200069 
       5.68   2.85E+00                                            O222200200070 
       5.77   2.38E+00                                            O222200200071 
       5.89   2.27E+00                                            O222200200072 
       5.97   2.06E+00                                            O222200200073 
       6.17   1.63E+00                                            O222200200074 
       6.28   1.56E+00                                            O222200200075 
       6.47   1.12E+00                                            O222200200076 
       6.59   7.57E-01                                            O222200200077 
       6.70   6.96E-01                                            O222200200078 
       6.80   7.33E-01                                            O222200200079 
       6.87   7.31E-01                                            O222200200080 
       6.96   9.23E-01                                            O222200200081 
       7.05   1.09E+00                                            O222200200082 
       7.16   1.33E+00                                            O222200200083 
       7.24   1.62E+00                                            O222200200084 
       7.35   2.29E+00                                            O222200200085 
       7.45   2.69E+00                                            O222200200086 
       7.56   2.91E+00                                            O222200200087 
       7.67   2.58E+00                                            O222200200088 
       7.74   2.54E+00                                            O222200200089 
       7.80   2.23E+00                                            O222200200090 
       7.87   2.07E+00                                            O222200200091 
       7.88   2.27E+00                                            O222200200092 
       7.92   2.42E+00                                            O222200200093 
       7.97   2.70E+00                                            O222200200094 
       8.05   3.06E+00                                            O222200200095 
       8.17   3.47E+00                                            O222200200096 
       8.26   3.23E+00                                            O222200200097 
       8.38   2.93E+00                                            O222200200098 
       8.48   2.62E+00                                            O222200200099 
       8.56   2.78E+00                                            O222200200100 
       8.68   2.52E+00                                            O222200200101 
       8.73   2.85E+00                                            O222200200102 
       8.76   3.22E+00                                            O222200200103 
       8.87   4.03E+00                                            O222200200104 
       8.96   3.98E+00                                            O222200200105 
       9.06   4.14E+00                                            O222200200106 
       9.17   3.93E+00                                            O222200200107 
       9.31   3.55E+00                                            O222200200108 
       9.38   3.58E+00                                            O222200200109 
       9.42   3.38E+00                                            O222200200110 
       9.50   3.15E+00                                            O222200200111 
       9.58   3.12E+00                                            O222200200112 
       9.69   3.03E+00                                            O222200200113 
       9.92   2.77E+00                                            O222200200114 
      10.01   2.44E+00                                            O222200200115 
      10.11   2.05E+00                                            O222200200116 
      10.19   1.66E+00                                            O222200200117 
      10.29   1.34E+00                                            O222200200118 
      10.39   9.74E-01                                            O222200200119 
      10.50   6.71E-01                                            O222200200120 
      10.64   4.55E-01                                            O222200200121 
      10.82   3.25E-01                                            O222200200122 
      10.98   3.12E-01                                            O222200200123 
      11.06   4.46E-01                                            O222200200124 
      11.19   6.95E-01                                            O222200200125 
      11.27   9.16E-01                                            O222200200126 
      11.38   1.09E+00                                            O222200200127 
      11.49   1.22E+00                                            O222200200128 
      11.60   1.34E+00                                            O222200200129 
      11.70   1.45E+00                                            O222200200130 
      11.80   1.50E+00                                            O222200200131 
      11.91   1.53E+00                                            O222200200132 
      11.99   1.63E+00                                            O222200200133 
ENDDATA            121          0                                 O222200200134 
ENDSUBENT          133          0                                 O222200299999 
SUBENT        O2222003   20140716                             O053O222200300001 
BIB                  3          3                                 O222200300002 
REACTION   (7-N-14(D,A)6-C-12,PAR,DA,,REL)                        O222200300003 
EN-SEC     (E-LVL,6-C-12)                                         O222200300004 
STATUS     (CURVE).Fig.4b of T,CHAUDHRI,1964                      O222200300005 
ENDBIB               3          0                                 O222200300006 
COMMON               2          3                                 O222200300007 
E-LVL      ANG                                                    O222200300008 
MEV        ADEG                                                   O222200300009 
0.         135.                                                   O222200300010 
ENDCOMMON            3          0                                 O222200300011 
DATA                 2        145                                 O222200300012 
EN         DATA                                                   O222200300013 
MEV        ARB-UNITS                                              O222200300014 
       1.99   8.92E+00                                            O222200300015 
       2.05   8.01E+00                                            O222200300016 
       2.09   8.16E+00                                            O222200300017 
       2.15   8.81E+00                                            O222200300018 
       2.19   7.85E+00                                            O222200300019 
       2.24   8.27E+00                                            O222200300020 
       2.34   7.97E+00                                            O222200300021 
       2.39   8.49E+00                                            O222200300022 
       2.45   7.49E+00                                            O222200300023 
       2.48   7.69E+00                                            O222200300024 
       2.52   7.88E+00                                            O222200300025 
       2.60   7.07E+00                                            O222200300026 
       2.63   6.68E+00                                            O222200300027 
       2.64   6.37E+00                                            O222200300028 
       2.69   5.88E+00                                            O222200300029 
       2.72   5.96E+00                                            O222200300030 
       2.73   6.55E+00                                            O222200300031 
       2.74   7.14E+00                                            O222200300032 
       2.78   7.20E+00                                            O222200300033 
       2.85   6.88E+00                                            O222200300034 
       2.90   6.30E+00                                            O222200300035 
       2.94   5.51E+00                                            O222200300036 
       2.99   5.03E+00                                            O222200300037 
       3.06   3.93E+00                                            O222200300038 
       3.09   3.67E+00                                            O222200300039 
       3.12   3.15E+00                                            O222200300040 
       3.15   3.05E+00                                            O222200300041 
       3.18   3.17E+00                                            O222200300042 
       3.20   3.52E+00                                            O222200300043 
       3.24   4.09E+00                                            O222200300044 
       3.28   4.64E+00                                            O222200300045 
       3.34   4.43E+00                                            O222200300046 
       3.40   4.19E+00                                            O222200300047 
       3.46   3.97E+00                                            O222200300048 
       3.52   3.81E+00                                            O222200300049 
       3.54   3.73E+00                                            O222200300050 
       3.60   4.20E+00                                            O222200300051 
       3.66   4.53E+00                                            O222200300052 
       3.69   4.93E+00                                            O222200300053 
       3.76   4.88E+00                                            O222200300054 
       3.80   5.11E+00                                            O222200300055 
       3.85   5.06E+00                                            O222200300056 
       3.90   4.98E+00                                            O222200300057 
       3.95   5.17E+00                                            O222200300058 
       4.00   5.29E+00                                            O222200300059 
       4.05   4.90E+00                                            O222200300060 
       4.10   5.11E+00                                            O222200300061 
       4.14   4.67E+00                                            O222200300062 
       4.20   4.28E+00                                            O222200300063 
       4.25   4.05E+00                                            O222200300064 
       4.29   3.73E+00                                            O222200300065 
       4.33   3.58E+00                                            O222200300066 
       4.39   3.22E+00                                            O222200300067 
       4.42   3.02E+00                                            O222200300068 
       4.46   2.75E+00                                            O222200300069 
       4.54   2.69E+00                                            O222200300070 
       4.59   2.68E+00                                            O222200300071 
       4.63   2.87E+00                                            O222200300072 
       4.64   3.02E+00                                            O222200300073 
       4.69   3.38E+00                                            O222200300074 
       4.74   3.99E+00                                            O222200300075 
       4.77   4.51E+00                                            O222200300076 
       4.83   5.17E+00                                            O222200300077 
       4.84   4.78E+00                                            O222200300078 
       4.88   5.28E+00                                            O222200300079 
       4.94   5.22E+00                                            O222200300080 
       4.98   5.33E+00                                            O222200300081 
       4.99   5.49E+00                                            O222200300082 
       5.01   5.91E+00                                            O222200300083 
       5.05   6.28E+00                                            O222200300084 
       5.08   6.36E+00                                            O222200300085 
       5.16   5.96E+00                                            O222200300086 
       5.19   5.67E+00                                            O222200300087 
       5.29   5.26E+00                                            O222200300088 
       5.38   4.54E+00                                            O222200300089 
       5.46   4.53E+00                                            O222200300090 
       5.49   4.48E+00                                            O222200300091 
       5.56   3.90E+00                                            O222200300092 
       5.68   3.50E+00                                            O222200300093 
       5.77   3.14E+00                                            O222200300094 
       5.88   2.77E+00                                            O222200300095 
       5.98   2.61E+00                                            O222200300096 
       6.07   2.39E+00                                            O222200300097 
       6.17   2.19E+00                                            O222200300098 
       6.28   2.35E+00                                            O222200300099 
       6.37   2.47E+00                                            O222200300100 
       6.48   2.81E+00                                            O222200300101 
       6.58   2.94E+00                                            O222200300102 
       6.66   2.76E+00                                            O222200300103 
       6.86   2.62E+00                                            O222200300104 
       7.00   2.67E+00                                            O222200300105 
       7.08   2.72E+00                                            O222200300106 
       7.17   2.77E+00                                            O222200300107 
       7.28   3.60E+00                                            O222200300108 
       7.32   4.08E+00                                            O222200300109 
       7.37   4.53E+00                                            O222200300110 
       7.43   4.60E+00                                            O222200300111 
       7.48   4.61E+00                                            O222200300112 
       7.59   4.43E+00                                            O222200300113 
       7.66   4.21E+00                                            O222200300114 
       7.77   3.93E+00                                            O222200300115 
       7.86   3.65E+00                                            O222200300116 
       7.97   3.58E+00                                            O222200300117 
       8.08   3.03E+00                                            O222200300118 
       8.17   2.77E+00                                            O222200300119 
       8.34   2.29E+00                                            O222200300120 
       8.38   2.19E+00                                            O222200300121 
       8.47   2.05E+00                                            O222200300122 
       8.56   2.09E+00                                            O222200300123 
       8.67   1.96E+00                                            O222200300124 
       8.78   1.88E+00                                            O222200300125 
       8.86   1.95E+00                                            O222200300126 
       8.93   1.97E+00                                            O222200300127 
       9.01   1.91E+00                                            O222200300128 
       9.08   1.87E+00                                            O222200300129 
       9.17   1.91E+00                                            O222200300130 
       9.27   2.01E+00                                            O222200300131 
       9.37   2.07E+00                                            O222200300132 
       9.45   1.98E+00                                            O222200300133 
       9.49   1.92E+00                                            O222200300134 
       9.58   1.87E+00                                            O222200300135 
       9.70   1.86E+00                                            O222200300136 
       9.78   1.79E+00                                            O222200300137 
       9.87   1.81E+00                                            O222200300138 
       9.98   1.75E+00                                            O222200300139 
      10.10   1.66E+00                                            O222200300140 
      10.20   1.55E+00                                            O222200300141 
      10.31   1.39E+00                                            O222200300142 
      10.39   1.22E+00                                            O222200300143 
      10.50   1.09E+00                                            O222200300144 
      10.61   9.18E-01                                            O222200300145 
      10.72   8.37E-01                                            O222200300146 
      10.83   7.49E-01                                            O222200300147 
      10.93   6.68E-01                                            O222200300148 
      11.02   5.75E-01                                            O222200300149 
      11.15   4.87E-01                                            O222200300150 
      11.26   4.79E-01                                            O222200300151 
      11.31   3.86E-01                                            O222200300152 
      11.38   4.27E-01                                            O222200300153 
      11.50   3.58E-01                                            O222200300154 
      11.62   3.56E-01                                            O222200300155 
      11.70   3.24E-01                                            O222200300156 
      11.82   4.07E-01                                            O222200300157 
      11.91   5.51E-01                                            O222200300158 
      12.01   3.42E-01                                            O222200300159 
ENDDATA            147          0                                 O222200300160 
ENDSUBENT          159          0                                 O222200399999 
SUBENT        O2222004   20140716                             O053O222200400001 
BIB                  3          3                                 O222200400002 
REACTION   (7-N-14(D,A)6-C-12,PAR,DA,,REL)                        O222200400003 
EN-SEC     (E-LVL,6-C-12)                                         O222200400004 
STATUS     (CURVE).Fig.4c of T,CHAUDHRI,1964                      O222200400005 
ENDBIB               3          0                                 O222200400006 
COMMON               2          3                                 O222200400007 
E-LVL      ANG                                                    O222200400008 
MEV        ADEG                                                   O222200400009 
0.         165.                                                   O222200400010 
ENDCOMMON            3          0                                 O222200400011 
DATA                 2        160                                 O222200400012 
EN         DATA                                                   O222200400013 
MEV        ARB-UNITS                                              O222200400014 
       1.98   9.62E+00                                            O222200400015 
       1.99   8.85E+00                                            O222200400016 
       2.04   8.02E+00                                            O222200400017 
       2.07   8.85E+00                                            O222200400018 
       2.09   9.54E+00                                            O222200400019 
       2.12   9.71E+00                                            O222200400020 
       2.20   9.04E+00                                            O222200400021 
       2.23   8.79E+00                                            O222200400022 
       2.24   9.37E+00                                            O222200400023 
       2.34   9.14E+00                                            O222200400024 
       2.36   9.74E+00                                            O222200400025 
       2.46   8.59E+00                                            O222200400026 
       2.47   8.26E+00                                            O222200400027 
       2.52   8.80E+00                                            O222200400028 
       2.53   7.74E+00                                            O222200400029 
       2.54   8.33E+00                                            O222200400030 
       2.55   8.45E+00                                            O222200400031 
       2.57   6.32E+00                                            O222200400032 
       2.64   5.16E+00                                            O222200400033 
       2.67   4.35E+00                                            O222200400034 
       2.71   3.86E+00                                            O222200400035 
       2.72   4.82E+00                                            O222200400036 
       2.73   6.33E+00                                            O222200400037 
       2.74   5.75E+00                                            O222200400038 
       2.77   5.23E+00                                            O222200400039 
       2.78   4.36E+00                                            O222200400040 
       2.80   4.85E+00                                            O222200400041 
       2.82   2.85E+00                                            O222200400042 
       2.83   3.32E+00                                            O222200400043 
       2.85   2.37E+00                                            O222200400044 
       2.87   2.06E+00                                            O222200400045 
       2.88   1.65E+00                                            O222200400046 
       2.93   1.17E+00                                            O222200400047 
       2.97   7.96E-01                                            O222200400048 
       3.04   5.53E-01                                            O222200400049 
       3.09   1.03E+00                                            O222200400050 
       3.12   1.58E+00                                            O222200400051 
       3.14   2.36E+00                                            O222200400052 
       3.17   3.45E+00                                            O222200400053 
       3.19   4.16E+00                                            O222200400054 
       3.21   4.82E+00                                            O222200400055 
       3.24   5.70E+00                                            O222200400056 
       3.29   6.41E+00                                            O222200400057 
       3.31   5.81E+00                                            O222200400058 
       3.35   4.53E+00                                            O222200400059 
       3.40   3.99E+00                                            O222200400060 
       3.43   3.13E+00                                            O222200400061 
       3.47   2.14E+00                                            O222200400062 
       3.48   1.88E+00                                            O222200400063 
       3.53   1.54E+00                                            O222200400064 
       3.59   1.66E+00                                            O222200400065 
       3.62   1.87E+00                                            O222200400066 
       3.69   1.89E+00                                            O222200400067 
       3.71   2.12E+00                                            O222200400068 
       3.78   2.35E+00                                            O222200400069 
       3.85   2.29E+00                                            O222200400070 
       3.88   2.18E+00                                            O222200400071 
       3.93   2.07E+00                                            O222200400072 
       3.98   2.25E+00                                            O222200400073 
       4.05   2.35E+00                                            O222200400074 
       4.14   2.58E+00                                            O222200400075 
       4.16   2.32E+00                                            O222200400076 
       4.17   2.19E+00                                            O222200400077 
       4.18   2.02E+00                                            O222200400078 
       4.21   1.79E+00                                            O222200400079 
       4.30   1.73E+00                                            O222200400080 
       4.35   1.57E+00                                            O222200400081 
       4.46   9.80E-01                                            O222200400082 
       4.50   8.52E-01                                            O222200400083 
       4.56   6.98E-01                                            O222200400084 
       4.61   5.83E-01                                            O222200400085 
       4.65   1.01E+00                                            O222200400086 
       4.70   1.61E+00                                            O222200400087 
       4.77   2.64E+00                                            O222200400088 
       4.79   3.02E+00                                            O222200400089 
       4.83   3.79E+00                                            O222200400090 
       4.87   4.55E+00                                            O222200400091 
       4.90   4.87E+00                                            O222200400092 
       4.92   5.42E+00                                            O222200400093 
       5.00   6.04E+00                                            O222200400094 
       5.07   5.40E+00                                            O222200400095 
       5.11   4.97E+00                                            O222200400096 
       5.16   4.24E+00                                            O222200400097 
       5.24   3.34E+00                                            O222200400098 
       5.27   2.71E+00                                            O222200400099 
       5.34   2.28E+00                                            O222200400100 
       5.44   1.97E+00                                            O222200400101 
       5.57   1.65E+00                                            O222200400102 
       5.67   1.69E+00                                            O222200400103 
       5.74   1.69E+00                                            O222200400104 
       5.85   2.24E+00                                            O222200400105 
       5.93   2.37E+00                                            O222200400106 
       6.02   2.48E+00                                            O222200400107 
       6.13   2.33E+00                                            O222200400108 
       6.25   2.65E+00                                            O222200400109 
       6.36   2.72E+00                                            O222200400110 
       6.55   2.95E+00                                            O222200400111 
       6.64   3.01E+00                                            O222200400112 
       6.73   2.95E+00                                            O222200400113 
       6.87   2.73E+00                                            O222200400114 
       6.95   2.80E+00                                            O222200400115 
       7.05   2.77E+00                                            O222200400116 
       7.14   2.59E+00                                            O222200400117 
       7.25   2.56E+00                                            O222200400118 
       7.31   2.81E+00                                            O222200400119 
       7.37   3.06E+00                                            O222200400120 
       7.44   3.18E+00                                            O222200400121 
       7.54   3.58E+00                                            O222200400122 
       7.61   3.12E+00                                            O222200400123 
       7.66   2.81E+00                                            O222200400124 
       7.70   3.37E+00                                            O222200400125 
       7.76   4.28E+00                                            O222200400126 
       7.83   5.32E+00                                            O222200400127 
       7.85   5.71E+00                                            O222200400128 
       7.93   6.31E+00                                            O222200400129 
       7.99   6.06E+00                                            O222200400130 
       8.03   5.80E+00                                            O222200400131 
       8.15   5.72E+00                                            O222200400132 
       8.26   4.87E+00                                            O222200400133 
       8.35   4.85E+00                                            O222200400134 
       8.44   5.44E+00                                            O222200400135 
       8.57   6.00E+00                                            O222200400136 
       8.64   6.06E+00                                            O222200400137 
       8.67   5.97E+00                                            O222200400138 
       8.75   5.87E+00                                            O222200400139 
       8.85   4.85E+00                                            O222200400140 
       8.93   3.98E+00                                            O222200400141 
       9.02   3.31E+00                                            O222200400142 
       9.05   3.10E+00                                            O222200400143 
       9.15   2.83E+00                                            O222200400144 
       9.23   2.90E+00                                            O222200400145 
       9.34   3.46E+00                                            O222200400146 
       9.45   3.32E+00                                            O222200400147 
       9.49   3.49E+00                                            O222200400148 
       9.56   3.61E+00                                            O222200400149 
       9.65   3.72E+00                                            O222200400150 
       9.78   3.67E+00                                            O222200400151 
       9.86   3.65E+00                                            O222200400152 
       9.95   3.52E+00                                            O222200400153 
       9.98   3.62E+00                                            O222200400154 
      10.06   3.73E+00                                            O222200400155 
      10.14   3.66E+00                                            O222200400156 
      10.16   3.56E+00                                            O222200400157 
      10.27   3.17E+00                                            O222200400158 
      10.34   2.88E+00                                            O222200400159 
      10.37   2.81E+00                                            O222200400160 
      10.47   2.20E+00                                            O222200400161 
      10.57   1.81E+00                                            O222200400162 
      10.68   1.38E+00                                            O222200400163 
      10.78   1.11E+00                                            O222200400164 
      10.88   8.83E-01                                            O222200400165 
      10.97   5.89E-01                                            O222200400166 
      11.11   4.68E-01                                            O222200400167 
      11.20   4.67E-01                                            O222200400168 
      11.38   6.78E-01                                            O222200400169 
      11.49   5.50E-01                                            O222200400170 
      11.58   6.33E-01                                            O222200400171 
      11.70   6.08E-01                                            O222200400172 
      11.80   4.67E-01                                            O222200400173 
      12.00   4.15E-01                                            O222200400174 
ENDDATA            162          0                                 O222200400175 
ENDSUBENT          174          0                                 O222200499999 
SUBENT        O2222005   20140716                             O053O222200500001 
BIB                  3          3                                 O222200500002 
REACTION   (7-N-14(D,A)6-C-12,PAR,DA,,REL)                        O222200500003 
EN-SEC     (LVL-NUMB,6-C-12)                                      O222200500004 
STATUS     (CURVE).Fig.5a  of T,CHAUDHRI,1964                     O222200500005 
ENDBIB               3          0                                 O222200500006 
COMMON               2          3                                 O222200500007 
LVL-NUMB   ANG                                                    O222200500008 
NO-DIM     ADEG                                                   O222200500009 
1.         90.                                                    O222200500010 
ENDCOMMON            3          0                                 O222200500011 
DATA                 2         95                                 O222200500012 
EN         DATA                                                   O222200500013 
MEV        ARB-UNITS                                              O222200500014 
       1.99   2.36E+01                                            O222200500015 
       2.01   2.41E+01                                            O222200500016 
       2.07   2.55E+01                                            O222200500017 
       2.13   2.68E+01                                            O222200500018 
       2.17   2.60E+01                                            O222200500019 
       2.23   3.11E+01                                            O222200500020 
       2.28   3.40E+01                                            O222200500021 
       2.29   3.58E+01                                            O222200500022 
       2.36   3.86E+01                                            O222200500023 
       2.40   4.25E+01                                            O222200500024 
       2.41   4.43E+01                                            O222200500025 
       2.46   4.95E+01                                            O222200500026 
       2.52   5.36E+01                                            O222200500027 
       2.62   4.96E+01                                            O222200500028 
       2.69   4.73E+01                                            O222200500029 
       2.87   4.31E+01                                            O222200500030 
       2.93   3.95E+01                                            O222200500031 
       3.03   3.85E+01                                            O222200500032 
       3.08   3.98E+01                                            O222200500033 
       3.15   3.81E+01                                            O222200500034 
       3.22   3.45E+01                                            O222200500035 
       3.32   3.16E+01                                            O222200500036 
       3.43   3.25E+01                                            O222200500037 
       3.49   3.02E+01                                            O222200500038 
       3.58   3.30E+01                                            O222200500039 
       3.63   3.61E+01                                            O222200500040 
       3.74   3.90E+01                                            O222200500041 
       3.82   4.03E+01                                            O222200500042 
       3.90   3.92E+01                                            O222200500043 
       4.05   3.97E+01                                            O222200500044 
       4.12   3.81E+01                                            O222200500045 
       4.17   3.60E+01                                            O222200500046 
       4.24   3.39E+01                                            O222200500047 
       4.26   3.17E+01                                            O222200500048 
       4.29   2.96E+01                                            O222200500049 
       4.44   2.56E+01                                            O222200500050 
       4.48   2.39E+01                                            O222200500051 
       4.55   2.37E+01                                            O222200500052 
       4.57   2.32E+01                                            O222200500053 
       4.62   2.24E+01                                            O222200500054 
       4.69   2.15E+01                                            O222200500055 
       4.75   2.10E+01                                            O222200500056 
       4.86   2.16E+01                                            O222200500057 
       4.94   2.16E+01                                            O222200500058 
       5.04   2.20E+01                                            O222200500059 
       5.12   1.99E+01                                            O222200500060 
       5.21   1.84E+01                                            O222200500061 
       5.29   1.73E+01                                            O222200500062 
       5.35   1.66E+01                                            O222200500063 
       5.45   1.82E+01                                            O222200500064 
       5.64   1.66E+01                                            O222200500065 
       5.76   1.37E+01                                            O222200500066 
       5.91   1.46E+01                                            O222200500067 
       5.98   1.41E+01                                            O222200500068 
       6.04   1.36E+01                                            O222200500069 
       6.17   1.29E+01                                            O222200500070 
       6.28   1.36E+01                                            O222200500071 
       6.38   1.48E+01                                            O222200500072 
       6.47   1.64E+01                                            O222200500073 
       6.54   1.69E+01                                            O222200500074 
       6.66   1.76E+01                                            O222200500075 
       6.77   1.67E+01                                            O222200500076 
       6.90   1.55E+01                                            O222200500077 
       7.04   1.52E+01                                            O222200500078 
       7.16   1.52E+01                                            O222200500079 
       7.36   1.56E+01                                            O222200500080 
       7.44   1.53E+01                                            O222200500081 
       7.59   1.63E+01                                            O222200500082 
       7.72   1.73E+01                                            O222200500083 
       7.86   1.84E+01                                            O222200500084 
       8.03   1.70E+01                                            O222200500085 
       8.14   1.65E+01                                            O222200500086 
       8.25   1.50E+01                                            O222200500087 
       8.38   1.35E+01                                            O222200500088 
       8.52   1.29E+01                                            O222200500089 
       8.69   1.24E+01                                            O222200500090 
       8.90   1.28E+01                                            O222200500091 
       9.09   1.32E+01                                            O222200500092 
       9.30   1.25E+01                                            O222200500093 
       9.46   1.22E+01                                            O222200500094 
       9.62   1.17E+01                                            O222200500095 
       9.78   1.10E+01                                            O222200500096 
       9.93   1.09E+01                                            O222200500097 
      10.08   1.12E+01                                            O222200500098 
      10.39   1.14E+01                                            O222200500099 
      10.67   1.16E+01                                            O222200500100 
      10.88   1.26E+01                                            O222200500101 
      11.11   1.29E+01                                            O222200500102 
      11.24   1.21E+01                                            O222200500103 
      11.30   1.15E+01                                            O222200500104 
      11.39   1.04E+01                                            O222200500105 
      11.54   9.32E+00                                            O222200500106 
      11.73   8.52E+00                                            O222200500107 
      11.87   8.22E+00                                            O222200500108 
      11.96   7.82E+00                                            O222200500109 
ENDDATA             97          0                                 O222200500110 
ENDSUBENT          109          0                                 O222200599999 
SUBENT        O2222006   20140716                             O053O222200600001 
BIB                  3          3                                 O222200600002 
REACTION   (7-N-14(D,A)6-C-12,PAR,DA,,REL)                        O222200600003 
EN-SEC     (LVL-NUMB,6-C-12)                                      O222200600004 
STATUS     (CURVE).Fig.5b  of T,CHAUDHRI,1964                     O222200600005 
ENDBIB               3          0                                 O222200600006 
COMMON               2          3                                 O222200600007 
LVL-NUMB   ANG                                                    O222200600008 
NO-DIM     ADEG                                                   O222200600009 
1.         135.                                                   O222200600010 
ENDCOMMON            3          0                                 O222200600011 
DATA                 2        121                                 O222200600012 
EN         DATA                                                   O222200600013 
MEV        ARB-UNITS                                              O222200600014 
       1.99   2.51E+01                                            O222200600015 
       2.02   2.33E+01                                            O222200600016 
       2.04   2.24E+01                                            O222200600017 
       2.09   2.14E+01                                            O222200600018 
       2.13   2.26E+01                                            O222200600019 
       2.15   2.21E+01                                            O222200600020 
       2.19   2.03E+01                                            O222200600021 
       2.26   2.16E+01                                            O222200600022 
       2.35   2.19E+01                                            O222200600023 
       2.38   2.30E+01                                            O222200600024 
       2.44   2.25E+01                                            O222200600025 
       2.49   2.69E+01                                            O222200600026 
       2.55   3.08E+01                                            O222200600027 
       2.61   3.18E+01                                            O222200600028 
       2.67   3.13E+01                                            O222200600029 
       2.70   3.22E+01                                            O222200600030 
       2.73   3.41E+01                                            O222200600031 
       2.79   3.65E+01                                            O222200600032 
       2.83   3.56E+01                                            O222200600033 
       2.91   3.40E+01                                            O222200600034 
       2.95   3.15E+01                                            O222200600035 
       2.98   3.12E+01                                            O222200600036 
       3.06   2.74E+01                                            O222200600037 
       3.10   2.63E+01                                            O222200600038 
       3.14   2.43E+01                                            O222200600039 
       3.18   2.30E+01                                            O222200600040 
       3.23   2.22E+01                                            O222200600041 
       3.29   2.15E+01                                            O222200600042 
       3.33   2.20E+01                                            O222200600043 
       3.39   2.26E+01                                            O222200600044 
       3.44   2.30E+01                                            O222200600045 
       3.54   2.21E+01                                            O222200600046 
       3.58   2.26E+01                                            O222200600047 
       3.69   2.20E+01                                            O222200600048 
       3.72   2.26E+01                                            O222200600049 
