ENTRY            O1866   20101028                             O044O186600000001 
SUBENT        O1866001   20101028                             O044O186600100001 
BIB                  9         19                                 O186600100002 
TITLE      The i11/2 f5/2 and i11/2 p3/2 neutron particle-hole    O186600100003 
           multiplets in Pb-208.                                  O186600100004 
AUTHOR     (A.Heusler, G.Graw, R.Hertenberger, F.Riess,           O186600100005 
           H.-F.Wirth, T.Faestermann, J.Jolie, D.Muecher,         O186600100006 
           N.Pietralla, P.von Brentano)                           O186600100007 
INSTITUTE  (2GERMPH)                                              O186600100008 
           (2GERMUN)                                              O186600100009 
           (2GERKLN)                                              O186600100010 
           (2GERLMU)                                              O186600100011 
REFERENCE  (J,PR/C,74,034303,2006)                                O186600100012 
FACILITY   (VDGT,2GERMUN)  the Muenchen 14 MV tandem accelerator. O186600100013 
METHOD     (SITA)                                                 O186600100014 
SAMPLE     Targets enriched in Pb-208 to 99.85% were used. The    O186600100015 
           thicknesses of the targets were 104, 98, 245, 353      O186600100016 
           mug/cm**2.                                             O186600100017 
DETECTOR   (MAGSP) The Q3D-magnetic spectrograph                  O186600100018 
           (SISD) The particles were detected in an ASIC supportedO186600100019 
           cathode strip detector                                 O186600100020 
HISTORY    (20101028C) sb                                         O186600100021 
ENDBIB              19          0                                 O186600100022 
NOCOMMON             0          0                                 O186600100023 
ENDSUBENT           22          0                                 O186600199999 
SUBENT        O1866002   20101113                             O044O186600200001 
BIB                  5         14                                 O186600200002 
REACTION   (82-PB-208(P,INL)82-PB-208,PAR,DA)  fig.6-7            O186600200003 
EN-SEC     (E-LVL,82-PB-208) this states are observed via isobaricO186600200004 
           analog state in Bi-209                                 O186600200005 
STATUS     (TABLE).Data were received from A.Heusler for Fig.6-7  O186600200006 
           of J,PR/C,74,034303,2006.                              O186600200007 
LEVEL-PROP (82-PB-208,E-LVL=4.711,SPIN=4.,PARITY=-1.)             O186600200008 
           (82-PB-208,E-LVL=4.761,SPIN=6.,PARITY=-1.)             O186600200009 
           (82-PB-208,E-LVL=4.680,SPIN=7.,PARITY=-1.)             O186600200010 
           (82-PB-208,E-LVL=4.918,SPIN=8.,PARITY=-1.)             O186600200011 
           (82-PB-208,E-LVL=5.075,SPIN=5.,PARITY=-1.)             O186600200012 
           (82-PB-208,E-LVL=5.079,SPIN=6.,PARITY=-1.)             O186600200013 
           (82-PB-208,E-LVL=5.085,SPIN=7.,PARITY=-1.)             O186600200014 
           (82-PB-208,E-LVL=5.276,SPIN=4.,PARITY=-1.)             O186600200015 
ERR-ANALYS (ERR-S).The error is reported by authors.              O186600200016 
ENDBIB              14          0                                 O186600200017 
COMMON               1          3                                 O186600200018 
EN                                                                O186600200019 
MEV                                                               O186600200020 
15.720                                                            O186600200021 
ENDCOMMON            3          0                                 O186600200022 
DATA                 4        157                                 O186600200023 
E-LVL      ANG        DATA       ERR-S                            O186600200024 
KEV        ADEG       MU-B/SR    MU-B/SR                          O186600200025 
4680.      20.        11.099     3.100                            O186600200026 
4680.      29.        10.332     1.133                            O186600200027 
4680.      40.        12.499     3.800                            O186600200028 
4680.      40.        15.098     4.333                            O186600200029 
4680.      40.        16.265     5.533                            O186600200030 
4680.      44.        26.464     1.000                            O186600200031 
4680.      50.        18.698     0.633                            O186600200032 
4680.      66.        18.665     0.700                            O186600200033 
4680.      72.        17.998     0.900                            O186600200034 
4680.      81.        17.598     0.533                            O186600200035 
4680.      84.        15.365     0.533                            O186600200036 
4680.      84.        14.699     0.733                            O186600200037 
4680.      90.        13.665     0.700                            O186600200038 
4680.      96.        12.499     0.567                            O186600200039 
4680.      102.       15.098     0.600                            O186600200040 
4680.      105.       14.232     0.933                            O186600200041 
4680.      105.       11.199     0.700                            O186600200042 
4680.      108.       14.499     0.533                            O186600200043 
4680.      115.       15.698     2.633                            O186600200044 
4680.      115.       14.765     0.433                            O186600200045 
4680.      115.       13.232     0.567                            O186600200046 
4680.      115.       15.032     0.533                            O186600200047 
4711.      20.        16.965     4.400                            O186600200048 
4711.      40.        19.431     4.500                            O186600200049 
4711.      40.        25.864     5.166                            O186600200050 
4711.      40.        18.898     6.699                            O186600200051 
4711.      44.        15.132     2.866                            O186600200052 
4711.      50.        10.232     3.733                            O186600200053 
4711.      66.        15.798     3.700                            O186600200054 
4711.      72.        15.265     2.200                            O186600200055 
4711.      81.        12.165     2.066                            O186600200056 
4711.      84.        15.865     4.833                            O186600200057 
4711.      84.        11.599     1.733                            O186600200058 
4711.      96.        15.332     2.800                            O186600200059 
4711.      102.       15.865     2.533                            O186600200060 
4711.      108.       22.431     0.933                            O186600200061 
4711.      115.       25.131     6.033                            O186600200062 
4711.      115.       13.499     6.233                            O186600200063 
4711.      115.       17.332     9.966                            O186600200064 
4761.      20.        11.466     2.966                            O186600200065 
4761.      25.        12.732     2.566                            O186600200066 
4761.      40.        18.065     4.500                            O186600200067 
4761.      40.        24.664     6.066                            O186600200068 
4761.      44.        23.531     0.967                            O186600200069 
4761.      50.        16.165     0.567                            O186600200070 
4761.      66.        22.031     0.700                            O186600200071 
4761.      72.        22.964     1.100                            O186600200072 
4761.      81.        25.364     0.733                            O186600200073 
4761.      84.        23.764     0.667                            O186600200074 
4761.      84.        23.131     1.000                            O186600200075 
4761.      90.        21.165     0.733                            O186600200076 
4761.      96.        18.965     0.700                            O186600200077 
4761.      102.       19.798     1.133                            O186600200078 
4761.      105.       22.364     1.200                            O186600200079 
4761.      105.       21.065     1.067                            O186600200080 
4761.      108.       21.165     1.133                            O186600200081 
4761.      115.       25.131     3.133                            O186600200082 
4761.      115.       21.198     0.500                            O186600200083 
4761.      115.       18.198     0.667                            O186600200084 
4761.      115.       20.931     0.567                            O186600200085 
4918.      20.        23.331     3.566                            O186600200086 
4918.      25.        14.865     2.800                            O186600200087 
4918.      29.        17.132     1.033                            O186600200088 
4918.      44.        21.098     2.700                            O186600200089 
4918.      50.        15.465     0.567                            O186600200090 
4918.      66.        10.866     0.567                            O186600200091 
4918.      72.        9.746      0.764                            O186600200092 
4918.      81.        9.349      0.479                            O186600200093 
4918.      84.        10.199     0.533                            O186600200094 
4918.      84.        7.654      0.802                            O186600200095 
4918.      90.        6.825      1.129                            O186600200096 
4918.      96.        6.910      0.606                            O186600200097 
4918.      102.       8.627      0.539                            O186600200098 
4918.      105.       7.927      0.779                            O186600200099 
4918.      108.       8.010      0.590                            O186600200100 
4918.      115.       8.886      0.573                            O186600200101 
4918.      115.       8.882      0.548                            O186600200102 
5075.      20.        21.231     4.033                            O186600200103 
5075.      20.        16.998     2.000                            O186600200104 
5075.      25.        21.265     1.267                            O186600200105 
5075.      29.        24.531     1.133                            O186600200106 
5075.      30.        20.398     1.600                            O186600200107 
5075.      50.        32.297     1.467                            O186600200108 
5075.      66.        38.296     4.433                            O186600200109 
5075.      66.        38.296     2.066                            O186600200110 
5075.      72.        46.929     2.333                            O186600200111 
5075.      72.        45.129     2.000                            O186600200112 
5075.      81.        47.095     1.567                            O186600200113 
5075.      84.        37.963     1.400                            O186600200114 
5075.      90.        26.864     2.333                            O186600200115 
5075.      96.        29.097     1.833                            O186600200116 
5075.      102.       30.464     3.500                            O186600200117 
5075.      105.       42.329     2.433                            O186600200118 
5075.      108.       31.164     2.433                            O186600200119 
5075.      115.       28.397     1.300                            O186600200120 
5075.      115.       33.130     2.033                            O186600200121 
