ENTRY            O1844   20100307                             O041O184400000001 
SUBENT        O1844001   20100307                             O041O184400100001 
BIB                 13         38                                 O184400100002 
TITLE      Neutron hole states in Pb-207,206,205 isotopes via the O184400100003 
            (He3,a) reaction at 100 MeV.                          O184400100004 
AUTHOR     (J.Guillot, J.Van de Wiele, H.Langevin-Joliot,         O184400100005 
           E.Gerlic, J.P.Didelez, G.Duhamel, G.Perrin, M.Buenerd, O184400100006 
           J.Chauvin)                                             O184400100007 
REFERENCE  (J,PR/C,21,879,1980)                                   O184400100008 
           (J,NP/A,297,61,1978) Differential data for             O184400100009 
           Pb-208(He3,a) reaction at E(he3)=205 MeV and E-LVL=    O184400100010 
            1.63, 3.42, 2.34, 5.1, 4.2, 6.1 and 8.3 MeV were      O184400100011 
           reported in R0015012-14 and R0015044-47, respectively. O184400100012 
INSTITUTE  (2FR PAR)                                              O184400100013 
           (2FR GRE)                                              O184400100014 
FACILITY   (CYCLO,2FR GRE)                                        O184400100015 
SAMPLE     Targets were self-supporting foils of enriched         O184400100016 
           isotopes obtained by evaporation,  thicknesses were    O184400100017 
           measured by weighing(Pb-208)                           O184400100018 
           and by alpha gauge(Pb-207, Pb-206). Isotopic           O184400100019 
           composition is                                         O184400100020 
           Pb-208-98.69%, Pb-207 1.03% and Pb-206 0.28%,          O184400100021 
           thickness 6.00 mg/cm**2 +-3%                           O184400100022 
           Pb-207-92.4%, Pb-206 2.16%,  Pb-208-5.48%,             O184400100023 
           thickness 0.430 mg/cm**2 +-10%,                        O184400100024 
           Pb-206-97.39%, Pb-207 0.69%,  Pb-208-1.92%,            O184400100025 
           thickness 0.570 mg/cm**2 +-5%.                         O184400100026 
ADD-RES    (COMP).DWBA  analysis.                                 O184400100027 
           The alpha-spectra for the Pb-207,206,205(He3,a) were   O184400100028 
           observed.                                              O184400100029 
DETECTOR   (MAGSP)                                                O184400100030 
           (MWDC)                                                 O184400100031 
           (IOCH)                                                 O184400100032 
           (SCIN) 3 mm thick plastic scintillator                 O184400100033 
INC-SOURCE *En-rsl*.An overall energy resolution.                 O184400100034 
METHOD     (BCINT)                                                O184400100035 
ERR-ANALYS (DATA-ERR).Errors bars are indicated only if they are  O184400100036 
           larger than the size of the data points.               O184400100037 
           (ANG-ERR-D).Digitizing error of angle.                 O184400100038 
STATUS     (CURVE).By CAJAD.                                      O184400100039 
HISTORY    (20100303C)   SB                                       O184400100040 
ENDBIB              38          0                                 O184400100041 
COMMON               3          3                                 O184400100042 
EN         EN-RSL     ANG-ERR-D                                   O184400100043 
MEV        KEV        ADEG                                        O184400100044 
      101.7       100.       0.11                                 O184400100045 
ENDCOMMON            3          0                                 O184400100046 
ENDSUBENT           45          0                                 O184400199999 
SUBENT        O1844002   20100307                             O041O184400200001 
BIB                  3          3                                 O184400200002 
REACTION   (82-PB-208(HE3,A)82-PB-207,PAR,DA) Figure 3            O184400200003 
EN-SEC     (E-LVL,82-PB-207)                                      O184400200004 
ERR-ANALYS (ERR-DIG).Digitizing error of data.                    O184400200005 
ENDBIB               3          0                                 O184400200006 
COMMON               1          3                                 O184400200007 
ERR-DIG                                                           O184400200008 
PER-CENT                                                          O184400200009 
1.8                                                               O184400200010 
ENDCOMMON            3          0                                 O184400200011 
DATA                 4        130                                 O184400200012 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         O184400200013 
MEV        ADEG       MB/SR      PER-CENT                         O184400200014 
    0.57000    1.51000    3.01000    1.70000                      O184400200015 
    0.57000    2.44000    2.66000    1.50000                      O184400200016 
    0.57000    4.00000    1.88000    1.60000                      O184400200017 
    0.57000    4.38000    1.77600    1.60000                      O184400200018 
    0.57000    5.55000    1.29700    1.60000                      O184400200019 
    0.57000    8.64000    1.03300    1.60000                      O184400200020 
    0.57000    9.88000    0.88200    1.60000                      O184400200021 
    0.57000   11.82000    0.68100    1.60000                      O184400200022 
    0.57000   14.21000    0.55500    1.60000                      O184400200023 
    0.57000   17.95000    0.24700    1.60000                      O184400200024 
    0.57000   19.18000    0.23300    1.70000                      O184400200025 
    0.57000   20.96000    0.17400    6.00000                      O184400200026 
    0.90000    2.04000    0.47900    1.70000                      O184400200027 
    0.90000    3.20000    0.52100    5.00000                      O184400200028 
    0.90000    4.43000    0.41900    6.00000                      O184400200029 
    0.90000    4.87000    0.15300    8.00000                      O184400200030 
    0.90000    6.05000    0.37900    1.60000                      O184400200031 
    0.90000    9.20000    0.22700    1.80000                      O184400200032 
    0.90000   10.51000    0.14200    9.00000                      O184400200033 
    0.90000   12.21000    0.19000    5.00000                      O184400200034 
    0.90000   14.68000    0.14600    6.00000                      O184400200035 
    0.90000   18.30000    0.11060    1.60000                      O184400200036 
    0.90000   19.37000    0.07310    1.60000                      O184400200037 
    0.90000   21.30000    0.04900   10.00000                      O184400200038 
    1.63000    1.69000   19.10000    1.60000                      O184400200039 
    1.63000    2.62000   18.44000    1.60000                      O184400200040 
    1.63000    4.16000   17.78000    1.60000                      O184400200041 
    1.63000    4.54000   16.41000    1.60000                      O184400200042 
    1.63000    5.63000   15.13000    1.70000                      O184400200043 
    1.63000    8.64000   10.35000    1.60000                      O184400200044 
    1.63000   10.12000    7.86000    1.70000                      O184400200045 
    1.63000   11.68000    5.52000    1.60000                      O184400200046 
    1.63000   14.39000    3.77000    1.60000                      O184400200047 
    1.63000   17.89000    1.65600    1.60000                      O184400200048 
    1.63000   19.28000    1.44200    1.60000                      O184400200049 
    1.63000   21.07000    1.03400    1.60000                      O184400200050 
    2.34000    1.75000    5.82000    1.50000                      O184400200051 
    2.34000    2.76000    5.32000    1.70000                      O184400200052 
    2.34000    4.31000    3.97000    1.50000                      O184400200053 
    2.34000    5.63000    3.13000    1.60000                      O184400200054 
    2.34000    8.96000    1.90000    1.60000                      O184400200055 
    2.34000   10.05000    1.60800    1.60000                      O184400200056 
    2.34000   11.90000    1.38800    1.70000                      O184400200057 
    2.34000   14.30000    1.07000    1.60000                      O184400200058 
    2.34000   17.95000    0.51400    1.60000                      O184400200059 
    2.34000   19.27000    0.48000    1.70000                      O184400200060 
    2.34000   20.98000    0.32400    1.50000                      O184400200061 
    2.70000    2.08000    0.21000    7.00000                      O184400200062 
    2.70000    3.24000    0.19700   11.00000                      O184400200063 
    2.70000    4.77000    0.14100   11.00000                      O184400200064 
    2.70000    4.92000    0.10000    7.00000                      O184400200065 
    2.70000    6.31000    0.09200    8.00000                      O184400200066 
    2.70000    9.24000    0.07100    6.00000                      O184400200067 
    2.70000   10.62000    0.06100   15.00000                      O184400200068 
