ENTRY            O2425   20190119                             O067O2425  0    1 
SUBENT        O2425001   20190119                             O067O2425  1    1 
BIB                 10         40                                 O2425  1    2 
TITLE      Measurement of the analyzing powers in pd elastic and  O2425  1    3 
           pn quasi-elastic scattering at small angles            O2425  1    4 
AUTHOR     (S.Barsov,Z.Bagdasarian,S.Dymov,R.Gebel,M.Hartmann,    O2425  1    5 
           A.Kacharava,I.Keshelashvili,A.Khoukaz,V.Komarov,       O2425  1    6 
           P.Kulessa,A.Kulikov,A.Lehrach,N.Lomidze,B.Lorentz,     O2425  1    7 
           G.Macharashvili,D.Mchedlishvili,S.Merzliakov,          O2425  1    8 
           S.Mikirtychyants,M.Nioradze,D.Prasuhn,F.Rathmann,      O2425  1    9 
           D.Schroer,V.Serdyuk,V.Shmakova,R.Stassen,              O2425  1   10 
           H.Stroher,M.Tabidze,A.Taschner,S.Trusov,               O2425  1   11 
           D.Tsirkov,Yu.Uzikov,Yu.Valdau,C.Wilkin)                O2425  1   12 
INSTITUTE  (4RUSKUR,4GRGTGU,2GERJUL,4ZZZDUB,2GERMST,3POLIFJ,      O2425  1   13 
           2GERZFK,4RUSMOS)                                       O2425  1   14 
           (2ITYITY) University of Ferrara, Ferrara               O2425  1   15 
           (4RUSRUS) Dubna State University, Dubna                O2425  1   16 
           (2UK UK) University College London, London             O2425  1   17 
REFERENCE  (J,EPJ/A,54,225,2018)                                  O2425  1   18 
           #doi:10.1140/epja/i2018-12659-2                        O2425  1   19 
FACILITY   (SYNCH,2GERJUL) COSY storage ring, Julich              O2425  1   20 
SAMPLE     Deuterium cluster-jet target, with jet diameter of 1 cmO2425  1   21 
DETECTOR   (MAGSP) ANKE magnetic spectrometer                     O2425  1   22 
           (MWDC,SCIN) Forward detector to measure fast protons   O2425  1   23 
           from small angle proton-deuteron scattering. It        O2425  1   24 
           comprises of a set of multiwire proportional and       O2425  1   25 
           drift chambers, and a two-plane scintillation          O2425  1   26 
           hodoscope.                                             O2425  1   27 
           (PS,TELES,SI) Two silicon tracking telescopes (STT)    O2425  1   28 
           positioned symmetrically, to the left and right of     O2425  1   29 
           the target. The telescopes consisted of three layers   O2425  1   30 
           with thicknesses of 70 um, 300 um and 5 mm.            O2425  1   31 
METHOD     (EXTB,TRN,SITA,EDE) The experiment used vertically     O2425  1   32 
           polarized beam, and unpolarized target. The beam       O2425  1   33 
           polarization was measured by the EDDA detector. The    O2425  1   34 
           COSY storage ring was used with cycles of 180 or 300   O2425  1   35 
           s duration.                                            O2425  1   36 
ERR-ANALYS (ERR-S) Statistical uncertainty                        O2425  1   37 
           (ERR-SYS) Overall systematic uncertainty, which is     O2425  1   38 
           mainly dominated by the following components:          O2425  1   39 
           (ERR-1) Beam polarization (3%)                         O2425  1   40 
           (ERR-2) Trigger selection (2%)                         O2425  1   41 
HISTORY    (20180116C)  MPT                                       O2425  1   42 
ENDBIB              40          0                                 O2425  1   43 
COMMON               2          3                                 O2425  1   44 
ERR-1      ERR-2                                                  O2425  1   45 
PER-CENT   PER-CENT                                               O2425  1   46 
3.         2.                                                     O2425  1   47 
ENDCOMMON            3          0                                 O2425  1   48 
ENDSUBENT           47          0                                 O2425  199999 
SUBENT        O2425002   20190119                             O067O2425  2    1 
BIB                  2          2                                 O2425  2    2 
REACTION   (1-H-2(P,EL)1-H-2,,POL/DA,,ANA)                        O2425  2    3 
STATUS     (TABLE)   see Table 2.                                 O2425  2    4 
ENDBIB               2          0                                 O2425  2    5 
COMMON               1          3                                 O2425  2    6 
ERR-SYS                                                           O2425  2    7 
PER-CENT                                                          O2425  2    8 
4.                                                                O2425  2    9 
ENDCOMMON            3          0                                 O2425  2   10 
DATA                 4         81                                 O2425  2   11 
EN         ANG-CM     DATA       ERR-S                            O2425  2   12 
MEV        ADEG       NO-DIM     NO-DIM                           O2425  2   13 
       796.        8.5      0.268      0.004                      O2425  2   14 
       796.        9.5      0.293      0.003                      O2425  2   15 
       796.       10.5      0.316      0.003                      O2425  2   16 
       796.       11.5      0.340      0.003                      O2425  2   17 
       796.       12.5      0.358      0.003                      O2425  2   18 
       796.       13.5      0.378      0.002                      O2425  2   19 
       796.       14.5      0.392      0.003                      O2425  2   20 
       796.       15.5      0.410      0.003                      O2425  2   21 
       796.       16.5      0.415      0.003                      O2425  2   22 
       796.       17.5      0.423      0.003                      O2425  2   23 
       796.       18.5      0.425      0.004                      O2425  2   24 
       796.       19.5      0.427      0.004                      O2425  2   25 
       796.       20.5      0.434      0.004                      O2425  2   26 
       796.       21.5      0.434      0.005                      O2425  2   27 
       796.       22.5      0.430      0.005                      O2425  2   28 
       796.       23.5      0.425      0.007                      O2425  2   29 
       796.       24.5      0.411      0.008                      O2425  2   30 
       796.       25.5      0.405      0.009                      O2425  2   31 
       796.       26.5      0.424      0.011                      O2425  2   32 
       796.       27.5      0.398      0.016                      O2425  2   33 
      1600.        6.5      0.110      0.004                      O2425  2   34 
      1600.        7.5      0.132      0.004                      O2425  2   35 
      1600.        8.5      0.146      0.004                      O2425  2   36 
      1600.        9.5      0.152      0.003                      O2425  2   37 
      1600.       10.5      0.162      0.004                      O2425  2   38 
      1600.       11.5      0.174      0.004                      O2425  2   39 
      1600.       12.5      0.176      0.005                      O2425  2   40 
      1600.       13.5      0.185      0.006                      O2425  2   41 
      1600.       14.5      0.188      0.006                      O2425  2   42 
      1600.       15.5      0.179      0.007                      O2425  2   43 
      1600.       16.5      0.189      0.008                      O2425  2   44 
      1600.       17.5      0.176      0.010                      O2425  2   45 
      1600.       18.5      0.193      0.012                      O2425  2   46 
      1800.        5.5      0.128      0.004                      O2425  2   47 
      1800.        6.5      0.138      0.002                      O2425  2   48 
      1800.        7.5      0.149      0.002                      O2425  2   49 
      1800.        8.5      0.162      0.002                      O2425  2   50 
      1800.        9.5      0.171      0.002                      O2425  2   51 
      1800.       10.5      0.188      0.002                      O2425  2   52 
      1800.       11.5      0.193      0.003                      O2425  2   53 
      1800.       12.5      0.198      0.003                      O2425  2   54 
      1800.       13.5      0.207      0.003                      O2425  2   55 
      1800.       14.5      0.214      0.004                      O2425  2   56 
      1800.       15.5      0.208      0.005                      O2425  2   57 
      1800.       16.5      0.204      0.006                      O2425  2   58 
      1800.       17.5      0.205      0.008                      O2425  2   59 
      1965.        5.5      0.097      0.002                      O2425  2   60 
      1965.        6.5      0.108      0.002                      O2425  2   61 
      1965.        7.5      0.123      0.002                      O2425  2   62 
      1965.        8.5      0.132      0.001                      O2425  2   63 
      1965.        9.5      0.141      0.002                      O2425  2   64 
      1965.       10.5      0.152      0.002                      O2425  2   65 
      1965.       11.5      0.162      0.002                      O2425  2   66 
      1965.       12.5      0.165      0.002                      O2425  2   67 
      1965.       13.5      0.167      0.003                      O2425  2   68 
      1965.       14.5      0.174      0.003                      O2425  2   69 
      1965.       15.5      0.160      0.004                      O2425  2   70 
      1965.       16.5      0.162      0.005                      O2425  2   71 
      2157.        5.5      0.092      0.003                      O2425  2   72 
      2157.        6.5      0.105      0.002                      O2425  2   73 
      2157.        7.5      0.113      0.002                      O2425  2   74 
      2157.        8.5      0.126      0.002                      O2425  2   75 
      2157.        9.5      0.133      0.002                      O2425  2   76 
      2157.       10.5      0.142      0.003                      O2425  2   77 
      2157.       11.5      0.149      0.003                      O2425  2   78 
      2157.       12.5      0.155      0.003                      O2425  2   79 
      2157.       13.5      0.161      0.004                      O2425  2   80 
      2157.       14.5      0.160      0.005                      O2425  2   81 
      2157.       15.5      0.153      0.006                      O2425  2   82 
      2157.       16.5      0.150      0.011                      O2425  2   83 
      2368.        5.5      0.091      0.002                      O2425  2   84 
