ENTRY            O2154   20220223                             O088O2154  0    1 
SUBENT        O2154001   20220223                             O088O2154  1    1 
BIB                 11         24                                 O2154  1    2 
TITLE      Experimental 64Zn(d,t)63Zn spectroscopic factors-      O2154  1    3 
           Guidance for isospin-symmetry-breaking calculations.   O2154  1    4 
AUTHOR     (K.G.Leach, P.E.Garrett, I.S.Towner, G.C.Ball,         O2154  1    5 
           V.Bildstein, B.A.Brown, G.A.Demand, T.Faestermann,     O2154  1    6 
           P.Finlay, K.L.Green, R.Hertenberger, R.Kruecken,       O2154  1    7 
           A.A.Phillips, E.T.Rand, C.S.Sumithrarachchi,           O2154  1    8 
           C.E.Svensson, S.Triambak, H.-F.Wirth, J.Wong)          O2154  1    9 
REFERENCE  (J,PR/C,87,064306,2013)                                O2154  1   10 
INSTITUTE  (1CANGUE,1USATEX,1CANTMF,1USAMSU,2GERMUN,2GERLMU)      O2154  1   11 
           (2GERGER) Excellence Cluster University, Garching,     O2154  1   12 
                     Germany                                      O2154  1   13 
FACILITY   (VDGT,2GERLMU) Experiment was performed at the         O2154  1   14 
           Maier-Leibnitz tandem Van de Graaff accelerator        O2154  1   15 
           laboratory of the Ludwig-Maximilians-Universitat       O2154  1   16 
           and Technische Universitat Munchen                     O2154  1   17 
SAMPLE     A 99.3% isotopically pure, 126-mug/cm**2 Zn-64 target  O2154  1   18 
           with a 13-mug/cm**2 carbon backing was used.           O2154  1   19 
METHOD     (EDE,BCINT)                                            O2154  1   20 
DETECTOR   (MAGSP,TELES,PROPC,SCIN)                               O2154  1   21 
ERR-ANALYS (DATA-ERR) No information on source of uncertainty     O2154  1   22 
STATUS     (TABLE) Table data were received from Dr.K.G.Leach     O2154  1   23 
           12.08.2013                                             O2154  1   24 
HISTORY    (20130722C) S.B.                                       O2154  1   25 
           (20220223A) SD: Correction in Subent 003.              O2154  1   26 
ENDBIB              24          0                                 O2154  1   27 
COMMON               1          3                                 O2154  1   28 
EN                                                                O2154  1   29 
MEV                                                               O2154  1   30 
22.                                                               O2154  1   31 
ENDCOMMON            3          0                                 O2154  1   32 
ENDSUBENT           31          0                                 O2154  199999 
SUBENT        O2154002   20130722                             O051O215400200001 
BIB                  4        119                                 O215400200002 
REACTION   (30-ZN-64(D,T)30-ZN-63,PAR,DA)                         O215400200003 
EN-SEC     (E-LVL,30-ZN-63)                                       O215400200004 
STATUS     (CURVE).Fig 4-14 of J,PR/C,87,064306,2013              O215400200005 
LEVEL-PROP (30-ZN-63,E-LVL=0.000,SPIN=1.5,PARITY=-1.0)            O215400200006 
           (30-ZN-63,E-LVL=0.193,SPIN=2.5,PARITY=-1.0)            O215400200007 
           (30-ZN-63,E-LVL=0.248,SPIN=0.5,PARITY=-1.0)            O215400200008 
           (30-ZN-63,E-LVL=0.627,SPIN=0.5,PARITY=-1.0)            O215400200009 
           (30-ZN-63,E-LVL=0.637,SPIN=1.5,PARITY=-1.0)            O215400200010 
           (30-ZN-63,E-LVL=0.651,SPIN=2.5,PARITY=-1.0)            O215400200011 
           (30-ZN-63,E-LVL=1.024,SPIN=1.5,PARITY=-1.0)            O215400200012 
           (30-ZN-63,E-LVL=1.064,SPIN=0.5,PARITY=-1.0) or 3.5+    O215400200013 
           (30-ZN-63,E-LVL=1.207,SPIN=3.5,PARITY=-1.0)            O215400200014 
           (30-ZN-63,E-LVL=1.284,SPIN=2.5,PARITY=-1.0)            O215400200015 
           (30-ZN-63,E-LVL=1.395,SPIN=1.5,PARITY=-1.0)            O215400200016 
           (30-ZN-63,E-LVL=1.665,SPIN=3.5,PARITY=-1.0)            O215400200017 
           (30-ZN-63,E-LVL=1.678,SPIN=2.5,PARITY=-1.0)            O215400200018 
           (30-ZN-63,E-LVL=1.691,SPIN=2.5,PARITY=-1.0)            O215400200019 
           (30-ZN-63,E-LVL=1.901,SPIN=0.5,PARITY=-1.0)            O215400200020 
           (30-ZN-63,E-LVL=1.909,SPIN=1.5,PARITY=-1.0)            O215400200021 
           (30-ZN-63,E-LVL=1.978,SPIN=4.5,PARITY=+1.0)            O215400200022 
           (30-ZN-63,E-LVL=2.158,SPIN=1.5,PARITY=-1.0)            O215400200023 
           (30-ZN-63,E-LVL=2.262,SPIN=0.5,PARITY=-1.0)            O215400200024 
           (30-ZN-63,E-LVL=2.288,SPIN=3.5,PARITY=-1.0)            O215400200025 
           (30-ZN-63,E-LVL=2.404,SPIN=3.5,PARITY=-1.0)            O215400200026 
           (30-ZN-63,E-LVL=2.463,SPIN=1.5,PARITY=-1.0)            O215400200027 
           (30-ZN-63,E-LVL=2.477,SPIN=0.5,PARITY=-1.0)            O215400200028 
           (30-ZN-63,E-LVL=2.501,SPIN=1.5,PARITY=-1.0)            O215400200029 
           (30-ZN-63,E-LVL=2.522,SPIN=1.5,PARITY=-1.0)            O215400200030 
           (30-ZN-63,E-LVL=2.588,SPIN=1.5,PARITY=-1.0)            O215400200031 
           (30-ZN-63,E-LVL=2.601,SPIN=1.5,PARITY=-1.0)            O215400200032 
           (30-ZN-63,E-LVL=2.610,SPIN=0.5,PARITY=-1.0)            O215400200033 
           (30-ZN-63,E-LVL=2.635,SPIN=3.5,PARITY=-1.0)            O215400200034 
           (30-ZN-63,E-LVL=2.692,SPIN=2.5,PARITY=-1.0)            O215400200035 
           (30-ZN-63,E-LVL=2.750,SPIN=3.5,PARITY=-1.0)            O215400200036 
           (30-ZN-63,E-LVL=2.769,SPIN=2.5,PARITY=-1.0)            O215400200037 
           (30-ZN-63,E-LVL=2.838,SPIN=3.5,PARITY=-1.0)            O215400200038 
           (30-ZN-63,E-LVL=2.929,SPIN=2.5,PARITY=-1.0)            O215400200039 
           (30-ZN-63,E-LVL=2.957,SPIN=1.5,PARITY=-1.0)            O215400200040 
           (30-ZN-63,E-LVL=2.977,SPIN=0.5,PARITY=-1.0)            O215400200041 
           (30-ZN-63,E-LVL=2.994,SPIN=1.5,PARITY=-1.0)            O215400200042 
           (30-ZN-63,E-LVL=3.004,SPIN=3.5,PARITY=-1.0)            O215400200043 
           (30-ZN-63,E-LVL=3.020,SPIN=3.5,PARITY=-1.0)            O215400200044 
           (30-ZN-63,E-LVL=3.136,SPIN=1.5,PARITY=-1.0)            O215400200045 
           (30-ZN-63,E-LVL=3.180,SPIN=2.5,PARITY=-1.0)            O215400200046 
           (30-ZN-63,E-LVL=3.191,SPIN=1.5,PARITY=-1.0)            O215400200047 
           (30-ZN-63,E-LVL=3.215,SPIN=2.5,PARITY=-1.0)            O215400200048 
           (30-ZN-63,E-LVL=3.249,SPIN=2.5,PARITY=-1.0)            O215400200049 
           (30-ZN-63,E-LVL=3.266,SPIN=1.5,PARITY=-1.0)            O215400200050 
           (30-ZN-63,E-LVL=3.292,SPIN=3.5,PARITY=-1.0)            O215400200051 
           (30-ZN-63,E-LVL=3.315,SPIN=2.5,PARITY=-1.0)            O215400200052 
