ENTRY            O0508   20010115                             0000O050800000001 
SUBENT        O0508001   20010115                             0000O050800100001 
BIB                 13         35                                 O050800100002 
TITLE      Inclusive (P,A) Reactions on Al-27,Co-59 and Au-197 at O050800100003 
           Incident Energies of 120,160 and 200 MeV.              O050800100004 
AUTHOR     (A.A.COWLEY,G.J.ARENDSE,J.W.KOEN,W.A.RICHTER,          O050800100005 
           J.A.STANDER,G.F.STEYN,P.DEMETRIOU,P.E.HODGSON,         O050800100006 
           Y.WATANABE)                                            O050800100007 
INSTITUTE  (3SAFSTL)                                              O050800100008 
           (3SAFNAC)                                              O050800100009 
           (2UK OXF)                                              O050800100010 
           (2JPNKYU)                                              O050800100011 
REFERENCE  (J,PR/C,54,778,1996)                                   O050800100012 
HISTORY    (19990318C)                                            O050800100013 
           (19991117A) Date is Corrected                          O050800100014 
           (20001125A) Subentry O0508004 has Been Corrected       O050800100015 
           According to O.Schwerer's remarks.                     O050800100016 
           (20010115U) Last checking has been done.               O050800100017 
REL-REF    (R,,J.V.PILCHER+,J,PR/C,40,1937,1989).Details of       O050800100018 
           Experiments.                                           O050800100019 
SAMPLE     The Self-Supporting Targets were Metals of Natural     O050800100020 
           Elements (100% OCCURRENCE OF THE ISOTOPE OF INTEREST)  O050800100021 
           Of Thickness in the Range 1-4 mg/cm**2.                O050800100022 
ADD-RES    (COMP).A Statistical Multistep Direct Reaction Theory. O050800100023 
DETECTOR   (TELES) A Detector Telescope Consisting of a 150 Mum   O050800100024 
           Silicon Surface Barrier Detector Followed by Three     O050800100025 
           Si(LI) Detectors of 5 mm Nominal Thickness Each,and a  O050800100026 
            2 mm Silicon Surface Barrier Veto Detector was Used.  O050800100027 
           Particle Identification was Achieved with a Standard   O050800100028 
           Del'Ta E-E Technique in Which Various Combinations of  O050800100029 
           The Detector in the Telescope were Used to Measure     O050800100030 
           Energy Loss and Total Energy of the Ejectiles.         O050800100031 
FACILITY   (ISOCY,3SAFNAC)                                        O050800100032 
METHOD     (SITA)                                                 O050800100033 
           (EDE)                                                  O050800100034 
ERR-ANALYS (ERR-1).The Uncertainty in the Thicknesses of the      O050800100035 
           Targets Up to 8%.                                      O050800100036 
STATUS     (TABLE).Received from a.A.Cowley.                      O050800100037 
ENDBIB              35          0                                 O050800100038 
COMMON               1          3                                 O050800100039 
ERR-1                                                             O050800100040 
PER-CENT                                                          O050800100041 
         8.                                                       O050800100042 
ENDCOMMON            3          0                                 O050800100043 
ENDSUBENT           42          0                                 O050800199999 
SUBENT        O0508002   20010115                             0000O050800200001 
BIB                  3          3                                 O050800200002 
REACTION   (27-CO-59(P,X)2-HE-4,,DA/DE)                           O050800200003 
EN-SEC     (E,A)                                                  O050800200004 
ERR-ANALYS (ERR-T).The Uncertainty is Reported by Authors.        O050800200005 
ENDBIB               3          0                                 O050800200006 
NOCOMMON             0          0                                 O050800200007 
DATA                 5        624                                 O050800200008 
EN         ANG        E          DATA       ERR-T                 O050800200009 
       120.       100.       110. 9.5163E-07 9.4879E-07           O050800300154 
       120.       120.        26.     0.2833 6.1223E-04           O050800300155 
       120.       120.        30.     0.1224 4.0893E-04           O050800300156 
       120.       120.        35. 4.3732E-02 2.4069E-04           O050800300157 
       120.       120.        40.  1.991E-02 1.6342E-04           O050800300158 
       120.       120.        45. 9.2998E-03 1.1034E-04           O050800300159 
       120.       120.        50. 4.5306E-03 8.1064E-05           O050800300160 
       120.       120.        55. 2.2198E-03 5.3217E-05           O050800300161 
       120.       120.        60. 1.0305E-03 3.8313E-05           O050800300162 
       120.       120.        65. 5.2684E-04 2.5755E-05           O050800300163 
       120.       120.        70. 2.2932E-04 1.7986E-05           O050800300164 
       120.       120.        75. 8.8958E-05 1.0849E-05           O050800300165 
       120.       120.        80. 5.9598E-05 8.8693E-06           O050800300166 
       120.       120.        85. 1.5861E-05 4.5708E-06           O050800300167 
       120.       120.        90. 9.2367E-06 3.4852E-06           O050800300168 
       120.       120.       100. 1.3984E-06 1.3961E-06           O050800300169 
       120.       120.       110. 1.3138E-06 1.3116E-06           O050800300170 
       120.       140.        26.     0.2673 3.9687E-04           O050800300171 
       120.       140.        30.     0.1092 2.5773E-04           O050800300172 
       120.       140.        35.   3.31E-02 1.3977E-04           O050800300173 
       120.       140.        40. 1.3504E-02 8.9834E-05           O050800300174 
       120.       140.        45. 5.9428E-03 5.8871E-05           O050800300175 
       120.       140.        50. 2.7942E-03 4.2492E-05           O050800300176 
       120.       140.        55. 1.3375E-03 2.7572E-05           O050800300177 
       120.       140.        60. 5.7818E-04 1.9155E-05           O050800300178 
       120.       140.        65. 2.7866E-04 1.2502E-05           O050800300179 
       120.       140.        70.  1.144E-04 8.4791E-06           O050800300180 
       120.       140.        75.  5.454E-05 5.6702E-06           O050800300181 
       120.       140.        80. 2.2471E-05  3.635E-06           O050800300182 
       120.       140.        85. 1.0032E-05 2.4264E-06           O050800300183 
       120.       140.        90. 4.1241E-06 1.5544E-06           O050800300184 
       120.       140.        95. 2.9415E-06 1.3118E-06           O050800300185 
       120.       140.       100. 6.2437E-07 6.2263E-07           O050800300186 
       120.       160.        26.     0.2491 3.6855E-04           O050800300187 
       120.       160.        30. 9.5536E-02 2.3192E-04           O050800300188 
       120.       160.        35. 2.6534E-02 1.2036E-04           O050800300189 
       120.       160.        40. 1.0187E-02 7.5047E-05           O050800300190 
       120.       160.        45. 4.3255E-03  4.831E-05           O050800300191 
       120.       160.        50. 1.9127E-03 3.3815E-05           O050800300192 
       120.       160.        55. 8.1739E-04 2.0732E-05           O050800300193 
       120.       160.        60. 3.6528E-04 1.4645E-05           O050800300194 
       120.       160.        65. 1.8234E-04 9.7278E-06           O050800300195 
       120.       160.        70. 6.7319E-05 6.2565E-06           O050800300196 
       120.       160.        75. 2.8003E-05  3.908E-06           O050800300197 
       120.       160.        80.  1.424E-05 2.7834E-06           O050800300198 
       120.       160.        85.  3.826E-06 1.4413E-06           O050800300199 
       120.       160.        90. 2.1826E-06 1.0877E-06           O050800300200 
       120.       160.       100. 5.7829E-07 5.7636E-07           O050800300201 
       160.        20.        26.     0.7614 2.6182E-03           O050800300202 
       160.        20.        30.      0.635 2.4295E-03           O050800300203 
       160.        20.        35.      0.391 1.8776E-03           O050800300204 
       160.        20.        40.     0.2688 1.5663E-03           O050800300205 
       160.        20.        45.     0.1935  1.313E-03           O050800300206 
       160.        20.        50.     0.1413  1.181E-03           O050800300207 
       160.        20.        55.     0.1045 9.5248E-04           O050800300208 
       160.        20.        60. 7.8692E-02 8.7341E-04           O050800300209 
       160.        20.        65.  5.869E-02 7.0916E-04           O050800300210 
       160.        20.        70. 4.5528E-02 6.6114E-04           O050800300211 
       160.        20.        75.   3.54E-02 5.6462E-04           O050800300212 
       160.        20.        80. 2.8395E-02 5.0504E-04           O050800300213 
       160.        20.        85. 2.3521E-02 4.5919E-04           O050800300214 
       160.        20.        90. 1.9353E-02 4.1617E-04           O050800300215 
       160.        20.        95. 1.5046E-02 3.6669E-04           O050800300216 
       160.        20.       100. 1.2788E-02 3.4827E-04           O050800300217 
       160.        20.       105. 9.5828E-03 2.9233E-04           O050800300218 
       160.        20.       110. 7.7202E-03 2.6228E-04           O050800300219 
       160.        20.       115. 4.3366E-03  1.965E-04           O050800300220 
       160.        20.       120. 3.7684E-03 1.8312E-04           O050800300221 
       160.        20.       125. 3.3833E-03 1.7347E-04           O050800300222 
       160.        20.       130. 2.1603E-03 1.3858E-04           O050800300223 
       160.        20.       135. 1.7676E-03 1.2533E-04           O050800300224 
       160.        20.       140. 1.4027E-03 1.1163E-04           O050800300225 
       160.        20.       145. 9.1053E-04 8.9922E-05           O050800300226 
       160.        20.       150. 8.3177E-04 8.8578E-05           O050800300227 
       160.        30.        26.     0.6735  3.736E-03           O050800300228 
       160.        30.        30.      0.605  3.598E-03           O050800300229 
       160.        30.        35.     0.3628 2.7439E-03           O050800300230 
       160.        30.        40.      0.248 2.2828E-03           O050800300231 
       160.        30.        45.     0.1794 1.9182E-03           O050800300232 
       160.        30.        50.     0.1313 1.7275E-03           O050800300233 
       160.        30.        55. 9.5854E-02 1.3841E-03           O050800300234 
       160.        30.        60. 7.2905E-02 1.2754E-03           O050800300235 
       160.        30.        65. 5.3661E-02 1.0288E-03           O050800300236 
       160.        30.        70. 4.1956E-02 9.6289E-04           O050800300237 
       160.        30.        75. 3.2256E-02 8.1768E-04           O050800300238 
       160.        30.        80. 2.5701E-02 7.2897E-04           O050800300239 
       160.        30.        85.  2.055E-02 6.5117E-04           O050800300240 
       160.        30.        90. 1.6632E-02 5.8534E-04           O050800300241 
       160.        30.        95. 1.3097E-02 5.1905E-04           O050800300242 
       160.        30.       100. 1.0631E-02 4.8176E-04           O050800300243 
       160.        30.       105. 7.9537E-03 4.0406E-04           O050800300244 
       160.        30.       110. 5.4986E-03 3.3582E-04           O050800300245 
       160.        30.       115. 2.6829E-03 2.3449E-04           O050800300246 
       160.        30.       120. 1.8448E-03 1.9439E-04           O050800300247 
       160.        30.       125. 1.6722E-03 1.8502E-04           O050800300248 
       160.        30.       130. 1.5215E-03 1.7644E-04           O050800300249 
       160.        30.       135. 8.1397E-04 1.2903E-04           O050800300250 
       160.        30.       140. 7.0663E-04  1.202E-04           O050800300251 
       160.        30.       145. 5.5655E-04 1.0666E-04           O050800300252 
       160.        30.       150. 2.9558E-04  8.011E-05           O050800300253 
       160.        40.        26.     0.6155  1.626E-03           O050800300254 
       160.        40.        30.     0.4794 1.4582E-03           O050800300255 
       160.        40.        35.      0.284 1.1053E-03           O050800300256 
       160.        40.        40.     0.1898 9.0923E-04           O050800300257 
       160.        40.        45.      0.131 7.4633E-04           O050800300258 
       160.        40.        50. 9.5018E-02 6.6898E-04           O050800300259 
       160.        40.        55. 6.6506E-02 5.2491E-04           O050800300260 
       160.        40.        60.  4.844E-02 4.7335E-04           O050800300261 
       160.        40.        65. 3.4641E-02 3.7635E-04           O050800300262 
       160.        40.        70.  2.612E-02 3.4591E-04           O050800300263 
       160.        40.        75. 1.8872E-02 2.8476E-04           O050800300264 
       160.        40.        80. 1.4727E-02 2.5124E-04           O050800300265 
       160.        40.        85. 1.0823E-02 2.1516E-04           O050800300266 
       160.        40.        90. 8.4531E-03 1.8999E-04           O050800300267 
       160.        40.        95. 6.3572E-03 1.6465E-04           O050800300268 
       160.        40.       100. 4.8699E-03 1.4846E-04           O050800300269 
       160.        40.       105. 3.6013E-03 1.2379E-04           O050800300270 
       160.        40.       110. 2.3883E-03 1.0077E-04           O050800300271 
       160.        40.       115. 1.3604E-03 7.6025E-05           O050800300272 
       160.        40.       120. 1.0134E-03 6.5598E-05           O050800300273 
       160.        40.       125. 7.0043E-04 5.4521E-05           O050800300274 
       160.        40.       130. 3.8097E-04   4.02E-05           O050800300275 
       160.        40.       135. 2.3774E-04  3.175E-05           O050800300276 
       160.        40.       140. 1.6434E-04 2.6393E-05           O050800300277 
       160.        40.       145. 7.7688E-05 1.8144E-05           O050800300278 
       160.        40.       150. 5.0481E-05 1.5074E-05           O050800300279 
       160.        50.        26.     0.6638  1.761E-03           O050800300280 
       160.        50.        30.     0.5046 1.5602E-03           O050800300281 
       160.        50.        35.     0.2887 1.1622E-03           O050800300282 
       160.        50.        40.     0.1906  9.501E-04           O050800300283 
       160.        50.        45.     0.1287 7.7143E-04           O050800300284 
       160.        50.        50. 8.9157E-02  6.758E-04           O050800300285 
       160.        50.        55. 6.3426E-02 5.3458E-04           O050800300286 
       160.        50.        60. 4.4102E-02 4.7102E-04           O050800300287 
       160.        50.        65. 3.1826E-02 3.7619E-04           O050800300288 
       160.        50.        70. 2.3396E-02 3.4141E-04           O050800300289 
       160.        50.        75. 1.6551E-02 2.7811E-04           O050800300290 
       160.        50.        80.  1.252E-02 2.4158E-04           O050800300291 
       160.        50.        85. 9.2563E-03 2.0751E-04           O050800300292 
       160.        50.        90.  6.194E-03 1.6961E-04           O050800300293 
       160.        50.        95. 4.7446E-03 1.4834E-04           O050800300294 
       160.        50.       100. 3.2998E-03 1.2744E-04           O050800300295 
       160.        50.       105. 2.5618E-03 1.0888E-04           O050800300296 
       160.        50.       110. 1.5406E-03 8.4402E-05           O050800300297 
       160.        50.       115. 9.5208E-04 6.6327E-05           O050800300298 
       160.        50.       120. 6.1068E-04 5.3105E-05           O050800300299 
       160.        50.       125. 4.2582E-04 4.4332E-05           O050800300300 
       160.        50.       130. 2.0335E-04 3.0629E-05           O050800300301 
       160.        50.       135. 1.4182E-04 2.5573E-05           O050800300302 
       160.        50.       140. 9.9238E-05 2.1389E-05           O050800300303 
       160.        50.       145. 6.6136E-05 1.7458E-05           O050800300304 
       160.        50.       150. 4.0143E-05 1.4018E-05           O050800300305 
       160.        60.        26.      0.628 1.9653E-03           O050800300306 
       160.        60.        30.     0.4369 1.6657E-03           O050800300307 
       160.        60.        35.     0.2383 1.2113E-03           O050800300308 
       160.        60.        40.     0.1524 9.7476E-04           O050800300309 
       160.        60.        45. 9.9115E-02 7.7666E-04           O050800300310 
       160.        60.        50.  6.588E-02 6.6652E-04           O050800300311 
       160.        60.        55. 4.4885E-02 5.1597E-04           O050800300312 
       160.        60.        60. 2.9996E-02  4.457E-04           O050800300313 
       160.        60.        65. 2.1386E-02 3.5382E-04           O050800300314 
       160.        60.        70. 1.3886E-02 3.0178E-04           O050800300315 
       160.        60.        75. 1.0024E-02 2.4833E-04           O050800300316 
       160.        60.        80. 6.7512E-03 2.0354E-04           O050800300317 
       160.        60.        85. 4.8746E-03 1.7278E-04           O050800300318 
       160.        60.        90. 3.0067E-03 1.3558E-04           O050800300319 
       160.        60.        95. 2.2595E-03 1.1745E-04           O050800300320 
       160.        60.       100. 1.4585E-03 9.7214E-05           O050800300321 
       160.        60.       105. 8.9573E-04 7.3871E-05           O050800300322 
       160.        60.       110. 6.2341E-04 6.1602E-05           O050800300323 
       160.        60.       115. 3.5157E-04 4.6244E-05           O050800300324 
       160.        60.       120. 2.2808E-04 3.7236E-05           O050800300325 
       160.        60.       125. 1.8483E-04 3.3511E-05           O050800300326 
       160.        60.       130. 8.0055E-05  2.205E-05           O050800300327 
       160.        60.       135. 4.9245E-05  1.729E-05           O050800300328 
       160.        60.       140. 6.1535E-06 6.1108E-06           O050800300329 
       160.        60.       150. 1.3068E-05 9.1766E-06           O050800300330 
       160.        80.        26.     0.5481 1.1777E-03           O050800300331 
       160.        80.        30.     0.3347  9.352E-04           O050800300332 
       160.        80.        35.     0.1611 6.3892E-04           O050800300333 
       160.        80.        40.  9.348E-02 4.8975E-04           O050800300334 
       160.        80.        45. 5.6301E-02 3.7547E-04           O050800300335 
       160.        80.        50. 3.5852E-02 3.1539E-04           O050800300336 
       160.        80.        55. 2.1965E-02 2.3153E-04           O050800300337 
       160.        80.        60. 1.3831E-02 1.9413E-04           O050800300338 
       160.        80.        65. 8.9172E-03 1.4655E-04           O050800300339 
       160.        80.        70. 5.3496E-03 1.2015E-04           O050800300340 
       160.        80.        75. 3.5411E-03 9.4673E-05           O050800300341 
       160.        80.        80. 2.2427E-03 7.5248E-05           O050800300342 
       160.        80.        85.  1.409E-03 5.9584E-05           O050800300343 
       160.        80.        90. 9.0393E-04 4.7685E-05           O050800300344 
       160.        80.        95. 5.3752E-04 3.6745E-05           O050800300345 
       160.        80.       100. 3.6328E-04  3.112E-05           O050800300346 
       160.        80.       105. 1.9229E-04 2.1954E-05           O050800300347 
       160.        80.       110. 9.8594E-05 1.5714E-05           O050800300348 
       160.        80.       115. 4.5472E-05 1.0668E-05           O050800300349 
       160.        80.       120. 1.0099E-05  5.026E-06           O050800300350 
       160.        80.       125.  2.271E-05 7.5348E-06           O050800300351 
       160.        80.       130. 5.0445E-06 3.5503E-06           O050800300352 
       160.        80.       135. 7.5637E-06 4.3465E-06           O050800300353 
       160.       100.        26.     0.5078 9.0185E-04           O050800300354 
       160.       100.        30.     0.2601 6.5588E-04           O050800300355 
       160.       100.        35.     0.1056 4.1161E-04           O050800300356 
       160.       100.        40. 5.4351E-02  2.971E-04           O050800300357 
       160.       100.        45. 2.9797E-02 2.1731E-04           O050800300358 
       160.       100.        50. 1.7106E-02 1.7332E-04           O050800300359 
       160.       100.        55. 9.6425E-03 1.2204E-04           O050800300360 
       160.       100.        60. 5.5072E-03 9.7457E-05           O050800300361 
       160.       100.        65.  3.106E-03 6.8812E-05           O050800300362 
       160.       100.        70. 1.6712E-03 5.3427E-05           O050800300363 
       160.       100.        75. 9.9121E-04  3.985E-05           O050800300364 
       160.       100.        80. 6.0065E-04 3.0982E-05           O050800300365 
       160.       100.        85. 3.5677E-04 2.3853E-05           O050800300366 
       160.       100.        90. 2.2141E-04 1.8775E-05           O050800300367 
       160.       100.        95. 1.2336E-04 1.4005E-05           O050800300368 
       160.       100.       100. 7.3114E-05 1.1107E-05           O050800300369 
       160.       100.       105. 2.3981E-05 6.1683E-06           O050800300370 
       160.       100.       110. 2.8754E-05 6.7514E-06           O050800300371 
       160.       100.       115.  6.385E-06 3.1803E-06           O050800300372 
       160.       100.       120. 3.1908E-06 2.2476E-06           O050800300373 
       160.       100.       125. 1.5945E-06 1.5884E-06           O050800300374 
       160.       100.       140. 1.5926E-06 1.5865E-06           O050800300375 
       160.       120.        26.      0.428 9.7071E-04           O050800300376 
       160.       120.        30.     0.1848 6.4807E-04           O050800300377 
       160.       120.        35. 6.4098E-02  3.759E-04           O050800300378 
       160.       120.        40. 2.9453E-02 2.5641E-04           O050800300379 
       160.       120.        45. 1.4601E-02 1.7835E-04           O050800300380 
       160.       120.        50. 7.5275E-03 1.3479E-04           O050800300381 
       160.       120.        55. 3.9697E-03 9.1804E-05           O050800300382 
       160.       120.        60. 2.0853E-03 7.0307E-05           O050800300383 
       160.       120.        65. 1.0593E-03 4.7112E-05           O050800300384 
       160.       120.        70.  5.322E-04 3.5347E-05           O050800300385 
       160.       120.        75. 2.8936E-04 2.5242E-05           O050800300386 
       160.       120.        80. 1.5423E-04 1.8406E-05           O050800300387 
       160.       120.        85. 6.8164E-05 1.2224E-05           O050800300388 
       160.       120.        90. 4.3903E-05 9.8019E-06           O050800300389 
       160.       120.        95.  2.192E-05  6.921E-06           O050800300390 
       160.       120.       100. 9.3057E-06 4.6456E-06           O050800300391 
       160.       120.       110. 6.5569E-06 3.7797E-06           O050800300392 
       160.       120.       115.  2.184E-06 2.1806E-06           O050800300393 
       160.       120.       120. 2.1827E-06 2.1794E-06           O050800300394 
       160.       140.        26.     0.4004 7.3933E-04           O050800300395 
       160.       140.        30.     0.1556 4.6826E-04           O050800300396 
       160.       140.        35.  4.575E-02 2.5008E-04           O050800300397 
       160.       140.        40. 1.8997E-02 1.6216E-04           O050800300398 
       160.       140.        45. 8.6601E-03 1.0816E-04           O050800300399 
       160.       140.        50. 4.1365E-03 7.8684E-05           O050800300400 
       160.       140.        55. 2.1031E-03 5.2619E-05           O050800300401 
       160.       140.        60. 9.9054E-04 3.8157E-05           O050800300402 
       160.       140.        65. 5.0293E-04 2.5563E-05           O050800300403 
       160.       140.        70. 2.2335E-04 1.8032E-05           O050800300404 
       160.       140.        75.  9.448E-05 1.1358E-05           O050800300405 
       160.       140.        80.    5.6E-05 8.7334E-06           O050800300406 
       160.       140.        85. 2.7261E-05 6.0873E-06           O050800300407 
       160.       140.        90. 1.3608E-05 4.2973E-06           O050800300408 
       160.       140.        95. 4.0766E-06 2.3503E-06           O050800300409 
       160.       140.       100. 2.8843E-06 2.0367E-06           O050800300410 
       160.       140.       105.  2.712E-06  1.915E-06           O050800300411 
       200.        10.        26.      1.055 5.4418E-03           O050800300412 
       200.        10.        30.     0.8332 4.9143E-03           O050800300413 
       200.        10.        35.       0.47 3.6349E-03           O050800300414 
       200.        10.        40.     0.3192 3.0142E-03           O050800300415 
       200.        10.        45.     0.2238 2.4933E-03           O050800300416 
       200.        10.        50.      0.165 2.2533E-03           O050800300417 
       200.        10.        55.     0.1197 1.8002E-03           O050800300418 
       200.        10.        60. 9.0231E-02 1.6515E-03           O050800300419 
       200.        10.        65. 6.8328E-02 1.3512E-03           O050800300420 
       200.        10.        70. 5.0192E-02 1.2258E-03           O050800300421 
       200.        10.        75. 4.0852E-02  1.071E-03           O050800300422 
       200.        10.        80. 3.4539E-02 9.8358E-04           O050800300423 
       200.        10.        85. 2.4675E-02 8.3051E-04           O050800300424 
       200.        10.        90.  2.049E-02 7.5617E-04           O050800300425 
       200.        10.        95. 1.6846E-02 6.8516E-04           O050800300426 
       200.        10.       100. 1.3858E-02 6.4019E-04           O050800300427 
       200.        10.       105. 1.0761E-02 5.4703E-04           O050800300428 
       200.        10.       110. 8.5438E-03 4.8723E-04           O050800300429 
       200.        10.       115. 8.0148E-03 4.7173E-04           O050800300430 
       200.        10.       120. 7.2556E-03  4.487E-04           O050800300431 
       200.        10.       125. 7.2806E-03 4.4935E-04           O050800300432 
       200.        10.       130. 4.5519E-03 3.5522E-04           O050800300433 
       200.        10.       135. 4.3183E-03 3.4591E-04           O050800300434 
       200.        10.       140. 2.6943E-03 2.7319E-04           O050800300435 
       200.        10.       145. 2.0853E-03  2.403E-04           O050800300436 
       200.        10.       150. 2.4611E-03 2.6905E-04           O050800300437 
       200.        10.       155. 1.9394E-03 2.3168E-04           O050800300438 
       200.        10.       160. 1.0386E-03 2.3299E-04           O050800300439 
       200.        20.        26.      1.006 5.4747E-03           O050800300440 
       200.        20.        30.     0.7835 4.9091E-03           O050800300441 
       200.        20.        35.     0.4428 3.6342E-03           O050800300442 
       200.        20.        40.     0.3042 3.0312E-03           O050800300443 
       200.        20.        45.     0.2088 2.4807E-03           O050800300444 
       200.        20.        50.     0.1506 2.2181E-03           O050800300445 
       200.        20.        55.     0.1077 1.7586E-03           O050800300446 
       200.        20.        60. 8.3202E-02 1.6336E-03           O050800300447 
       200.        20.        65. 5.9028E-02 1.2937E-03           O050800300448 
       200.        20.        70. 4.6089E-02   1.21E-03           O050800300449 
       200.        20.        75.  3.571E-02 1.0315E-03           O050800300450 
       200.        20.        80. 2.9552E-02  9.372E-04           O050800300451 
       200.        20.        85. 2.2522E-02 8.1735E-04           O050800300452 
       200.        20.        90. 1.9173E-02  7.535E-04           O050800300453 
       200.        20.        95. 1.3532E-02 6.3257E-04           O050800300454 
       200.        20.       100. 1.1142E-02 5.9132E-04           O050800300455 
       200.        20.       105. 1.0052E-02 5.4463E-04           O050800300456 
       200.        20.       110. 7.5934E-03 4.7316E-04           O050800300457 
       200.        20.       115. 5.2298E-03 3.9253E-04           O050800300458 
       200.        20.       120. 5.1966E-03 3.9117E-04           O050800300459 
       200.        20.       125.  4.771E-03 3.7471E-04           O050800300460 
       200.        20.       130. 3.1691E-03 3.0532E-04           O050800300461 
       200.        20.       135. 2.6851E-03 2.8099E-04           O050800300462 
       200.        20.       140. 2.5032E-03 2.7125E-04           O050800300463 
       200.        20.       145. 1.9597E-03 2.3997E-04           O050800300464 
       200.        20.       150. 1.6013E-03 2.2356E-04           O050800300465 
       200.        20.       155. 1.1752E-03 1.8578E-04           O050800300466 
       200.        20.       160. 2.2764E-04 1.1236E-04           O050800300467 
       200.        30.        26.      0.959 2.9532E-03           O050800300468 
       200.        30.        30.     0.7234 2.6061E-03           O050800300469 
       200.        30.        35.     0.4052 1.9209E-03           O050800300470 
       200.        30.        40.     0.2713 1.5818E-03           O050800300471 
       200.        30.        45.     0.1894 1.3056E-03           O050800300472 
       200.        30.        50.      0.135 1.1602E-03           O050800300473 
       200.        30.        55.     0.1007 9.3954E-04           O050800300474 
       200.        30.        60. 7.2372E-02 8.4181E-04           O050800300475 
       200.        30.        65. 5.4589E-02 6.8737E-04           O050800300476 
       200.        30.        70. 4.1617E-02 6.3528E-04           O050800300477 
       200.        30.        75. 3.1703E-02   5.37E-04           O050800300478 
       200.        30.        80. 2.5491E-02 4.8092E-04           O050800300479 
       200.        30.        85.  2.002E-02 4.2576E-04           O050800300480 
       200.        30.        90. 1.5652E-02 3.7616E-04           O050800300481 
       200.        30.        95. 1.2267E-02 3.3276E-04           O050800300482 
       200.        30.       100. 9.8983E-03 3.0794E-04           O050800300483 
       200.        30.       105. 8.0598E-03 2.6945E-04           O050800300484 
       200.        30.       110. 6.1109E-03 2.3452E-04           O050800300485 
       200.        30.       115. 4.2296E-03 1.9504E-04           O050800300486 
       200.        30.       120. 3.3854E-03 1.7444E-04           O050800300487 
       200.        30.       125.  2.908E-03 1.6163E-04           O050800300488 
       200.        30.       130. 1.9926E-03 1.3377E-04           O050800300489 
       200.        30.       135. 1.7543E-03 1.2549E-04           O050800300490 
       200.        30.       140. 1.5071E-03 1.1629E-04           O050800300491 
       200.        30.       145. 1.0318E-03 9.6202E-05           O050800300492 
       200.        30.       150.  6.692E-04 7.9851E-05           O050800300493 
       200.        30.       155. 5.3842E-04 6.9477E-05           O050800300494 
       200.        30.       160. 2.9297E-04 7.0429E-05           O050800300495 
       200.        40.        26.     0.9476  2.851E-03           O050800300496 
       200.        40.        30.     0.6881 2.4686E-03           O050800300497 
       200.        40.        35.     0.3786 1.8032E-03           O050800300498 
       200.        40.        40.     0.2494 1.4726E-03           O050800300499 
       200.        40.        45.     0.1692 1.1985E-03           O050800300500 
       200.        40.        50.     0.1191 1.0581E-03           O050800300501 
       200.        40.        55. 8.4314E-02 8.3512E-04           O050800300502 
       200.        40.        60. 6.2061E-02 7.5707E-04           O050800300503 
       200.        40.        65. 4.4846E-02 6.0506E-04           O050800300504 
       200.        40.        70. 3.3903E-02 5.5686E-04           O050800300505 
       200.        40.        75. 2.5363E-02 4.6648E-04           O050800300506 
       200.        40.        80. 2.0061E-02 4.1434E-04           O050800300507 
       200.        40.        85. 1.5147E-02 3.5968E-04           O050800300508 
       200.        40.        90. 1.1695E-02 3.1577E-04           O050800300509 
       200.        40.        95. 9.3525E-03 2.8218E-04           O050800300510 
       200.        40.       100. 7.5408E-03 2.6103E-04           O050800300511 
       200.        40.       105. 5.6066E-03 2.1825E-04           O050800300512 
       200.        40.       110. 4.1455E-03 1.8759E-04           O050800300513 
       200.        40.       115. 2.6698E-03 1.5049E-04           O050800300514 
       200.        40.       120. 2.3067E-03 1.3984E-04           O050800300515 
       200.        40.       125. 1.7721E-03 1.2254E-04           O050800300516 
       200.        40.       130.  1.135E-03 9.8045E-05           O050800300517 
       200.        40.       135. 8.2512E-04  8.358E-05           O050800300518 
       200.        40.       140. 6.5299E-04 7.4339E-05           O050800300519 
       200.        40.       145. 5.4971E-04 6.8196E-05           O050800300520 
       200.        40.       150. 3.3757E-04 5.5079E-05           O050800300521 
       200.        40.       155. 2.9188E-04  4.968E-05           O050800300522 
       200.        40.       160. 6.4846E-05 3.2179E-05           O050800300523 
       200.        50.        26.     0.8937 2.9828E-03           O050800300524 
       200.        50.        30.     0.6152 2.5148E-03           O050800300525 
       200.        50.        35.     0.3248 1.7995E-03           O050800300526 
       200.        50.        40.     0.2101 1.4562E-03           O050800300527 
       200.        50.        45.     0.1445 1.1929E-03           O050800300528 
       200.        50.        50. 9.9422E-02 1.0417E-03           O050800300529 
       200.        50.        55. 7.1464E-02 8.2834E-04           O050800300530 
       200.        50.        60. 4.9671E-02  7.297E-04           O050800300531 
       200.        50.        65. 3.5025E-02 5.7609E-04           O050800300532 
       200.        50.        70. 2.5696E-02 5.2231E-04           O050800300533 
       200.        50.        75. 1.9169E-02 4.3691E-04           O050800300534 
       200.        50.        80. 1.4221E-02 3.7584E-04           O050800300535 
       200.        50.        85. 1.0433E-02  3.216E-04           O050800300536 
       200.        50.        90. 7.9646E-03 2.8076E-04           O050800300537 
       200.        50.        95. 5.2055E-03 2.2681E-04           O050800300538 
       200.        50.       100. 4.2204E-03 2.1039E-04           O050800300539 
       200.        50.       105. 3.3201E-03 1.8095E-04           O050800300540 
       200.        50.       110. 2.2614E-03 1.4928E-04           O050800300541 
