ENTRY            O0508   20010115                             0000O050800000001 
SUBENT        O0508001   20010115                             0000O050800100001 
BIB                 13         35                                 O050800100002 
TITLE      Inclusive (P,A) Reactions on Al-27,Co-59 and Au-197 at O050800100003 
           Incident Energies of 120,160 and 200 MeV.              O050800100004 
AUTHOR     (A.A.COWLEY,G.J.ARENDSE,J.W.KOEN,W.A.RICHTER,          O050800100005 
           J.A.STANDER,G.F.STEYN,P.DEMETRIOU,P.E.HODGSON,         O050800100006 
           Y.WATANABE)                                            O050800100007 
INSTITUTE  (3SAFSTL)                                              O050800100008 
           (3SAFNAC)                                              O050800100009 
           (2UK OXF)                                              O050800100010 
           (2JPNKYU)                                              O050800100011 
REFERENCE  (J,PR/C,54,778,1996)                                   O050800100012 
HISTORY    (19990318C)                                            O050800100013 
           (19991117A) Date is Corrected                          O050800100014 
           (20001125A) Subentry O0508004 has Been Corrected       O050800100015 
           According to O.Schwerer's remarks.                     O050800100016 
           (20010115U) Last checking has been done.               O050800100017 
REL-REF    (R,,J.V.PILCHER+,J,PR/C,40,1937,1989).Details of       O050800100018 
           Experiments.                                           O050800100019 
SAMPLE     The Self-Supporting Targets were Metals of Natural     O050800100020 
           Elements (100% OCCURRENCE OF THE ISOTOPE OF INTEREST)  O050800100021 
           Of Thickness in the Range 1-4 mg/cm**2.                O050800100022 
ADD-RES    (COMP).A Statistical Multistep Direct Reaction Theory. O050800100023 
DETECTOR   (TELES) A Detector Telescope Consisting of a 150 Mum   O050800100024 
           Silicon Surface Barrier Detector Followed by Three     O050800100025 
           Si(LI) Detectors of 5 mm Nominal Thickness Each,and a  O050800100026 
            2 mm Silicon Surface Barrier Veto Detector was Used.  O050800100027 
           Particle Identification was Achieved with a Standard   O050800100028 
           Del'Ta E-E Technique in Which Various Combinations of  O050800100029 
           The Detector in the Telescope were Used to Measure     O050800100030 
           Energy Loss and Total Energy of the Ejectiles.         O050800100031 
FACILITY   (ISOCY,3SAFNAC)                                        O050800100032 
METHOD     (SITA)                                                 O050800100033 
           (EDE)                                                  O050800100034 
ERR-ANALYS (ERR-1).The Uncertainty in the Thicknesses of the      O050800100035 
           Targets Up to 8%.                                      O050800100036 
STATUS     (TABLE).Received from a.A.Cowley.                      O050800100037 
ENDBIB              35          0                                 O050800100038 
COMMON               1          3                                 O050800100039 
ERR-1                                                             O050800100040 
PER-CENT                                                          O050800100041 
         8.                                                       O050800100042 
ENDCOMMON            3          0                                 O050800100043 
ENDSUBENT           42          0                                 O050800199999 
SUBENT        O0508002   20010115                             0000O050800200001 
BIB                  3          3                                 O050800200002 
REACTION   (27-CO-59(P,X)2-HE-4,,DA/DE)                           O050800200003 
EN-SEC     (E,A)                                                  O050800200004 
ERR-ANALYS (ERR-T).The Uncertainty is Reported by Authors.        O050800200005 
ENDBIB               3          0                                 O050800200006 
NOCOMMON             0          0                                 O050800200007 
DATA                 5        624                                 O050800200008 
EN         ANG        E          DATA       ERR-T                 O050800200009 
       200.        10.       155. 1.1895E-03 1.5815E-04           O050800200402 
       200.        10.       160. 5.3096E-04  1.452E-04           O050800200403 
       200.        20.        26.      0.324 2.1518E-03           O050800200404 
       200.        20.        30.     0.2538 1.9351E-03           O050800200405 
       200.        20.        35.     0.1546 1.4874E-03           O050800200406 
       200.        20.        40.     0.1054 1.2356E-03           O050800200407 
       200.        20.        45. 7.3909E-02 1.0223E-03           O050800200408 
       200.        20.        50. 5.3376E-02 9.1449E-04           O050800200409 
       200.        20.        55. 3.9432E-02 7.3718E-04           O050800200410 
       200.        20.        60. 2.9283E-02 6.7126E-04           O050800200411 
       200.        20.        65.  2.234E-02 5.5123E-04           O050800200412 
       200.        20.        70. 1.6687E-02 5.0427E-04           O050800200413 
       200.        20.        75. 1.3449E-02 4.3845E-04           O050800200414 
       200.        20.        80. 1.0799E-02 3.9239E-04           O050800200415 
       200.        20.        85. 8.8437E-03 3.5474E-04           O050800200416 
       200.        20.        90. 6.7406E-03 3.0944E-04           O050800200417 
       200.        20.        95. 5.7385E-03 2.8531E-04           O050800200418 
       200.        20.       100. 5.0219E-03 2.7496E-04           O050800200419 
       200.        20.       105. 3.9468E-03 2.3637E-04           O050800200420 
       200.        20.       110. 3.2122E-03 2.1315E-04           O050800200421 
       200.        20.       115. 2.1208E-03 1.7313E-04           O050800200422 
       200.        20.       120. 2.5063E-03 1.8815E-04           O050800200423 
       200.        20.       125. 1.9896E-03 1.6759E-04           O050800200424 
       200.        20.       130. 1.1303E-03 1.2629E-04           O050800200425 
       200.        20.       135. 1.2156E-03 1.3095E-04           O050800200426 
       200.        20.       140. 1.0722E-03 1.2296E-04           O050800200427 
       200.        20.       145. 6.5742E-04 9.6264E-05           O050800200428 
       200.        20.       150. 6.0723E-04 9.5351E-05           O050800200429 
       200.        20.       155. 5.7136E-04 8.9719E-05           O050800200430 
       200.        20.       160. 2.6975E-04 8.4717E-05           O050800200431 
       200.        30.        26.     0.2721 1.6579E-03           O050800200432 
       200.        30.        30.     0.2175 1.5062E-03           O050800200433 
       200.        30.        35.     0.1338 1.1632E-03           O050800200434 
       200.        30.        40.  8.999E-02 9.6002E-04           O050800200435 
       200.        30.        45. 6.3846E-02 7.9883E-04           O050800200436 
       200.        30.        50. 4.6467E-02 7.1735E-04           O050800200437 
       200.        30.        55. 3.3906E-02  5.747E-04           O050800200438 
       200.        30.        60. 2.5124E-02 5.2273E-04           O050800200439 
       200.        30.        65. 1.9411E-02 4.3198E-04           O050800200440 
       200.        30.        70. 1.5232E-02 4.0504E-04           O050800200441 
       200.        30.        75. 1.1266E-02 3.3738E-04           O050800200442 
       200.        30.        80. 9.4669E-03 3.0888E-04           O050800200443 
       200.        30.        85. 7.4058E-03 2.7292E-04           O050800200444 
       200.        30.        90. 5.6085E-03  2.373E-04           O050800200445 
       200.        30.        95. 4.4966E-03 2.1233E-04           O050800200446 
       200.        30.       100. 3.6545E-03  1.972E-04           O050800200447 
       200.        30.       105. 2.7388E-03 1.6553E-04           O050800200448 
       200.        30.       110. 2.2114E-03 1.4869E-04           O050800200449 
       200.        30.       115. 1.6246E-03 1.2739E-04           O050800200450 
       200.        30.       120.  1.069E-03 1.0331E-04           O050800200451 
       200.        30.       125. 1.3808E-03 1.1738E-04           O050800200452 
       200.        30.       130. 7.6566E-04 8.7387E-05           O050800200453 
       200.        30.       135. 6.4451E-04  8.016E-05           O050800200454 
       200.        30.       140. 5.5368E-04 7.4284E-05           O050800200455 
       200.        30.       145. 4.0254E-04 6.3328E-05           O050800200456 
       200.        30.       150. 2.9931E-04  5.628E-05           O050800200457 
       200.        30.       155. 1.5087E-04  3.876E-05           O050800200458 
       200.        30.       160. 1.3296E-04 5.0004E-05           O050800200459 
       200.        40.        26.     0.2646 1.8584E-03           O050800200460 
       200.        40.        30.     0.2086 1.6768E-03           O050800200461 
       200.        40.        35.     0.1266 1.2866E-03           O050800200462 
       200.        40.        40. 8.4569E-02  1.058E-03           O050800200463 
       200.        40.        45. 5.5474E-02 8.4651E-04           O050800200464 
       200.        40.        50. 4.0981E-02 7.6586E-04           O050800200465 
       200.        40.        55. 3.0156E-02 6.1614E-04           O050800200466 
       200.        40.        60. 2.1109E-02  5.447E-04           O050800200467 
       200.        40.        65.   1.52E-02 4.3457E-04           O050800200468 
       200.        40.        70. 1.1808E-02 4.0542E-04           O050800200469 
       200.        40.        75. 8.7179E-03 3.3739E-04           O050800200470 
       200.        40.        80.  7.527E-03  3.131E-04           O050800200471 
       200.        40.        85. 5.1651E-03 2.5911E-04           O050800200472 
       200.        40.        90. 4.1095E-03 2.3093E-04           O050800200473 
       200.        40.        95. 3.5417E-03 2.1423E-04           O050800200474 
       200.        40.       100. 2.5383E-03 1.8683E-04           O050800200475 
       200.        40.       105. 1.8128E-03  1.531E-04           O050800200476 
       200.        40.       110.  1.277E-03 1.2845E-04           O050800200477 
       200.        40.       115. 9.8961E-04 1.1303E-04           O050800200478 
       200.        40.       120. 6.2465E-04 8.9777E-05           O050800200479 
       200.        40.       125. 5.7228E-04 8.5908E-05           O050800200480 
       200.        40.       130. 2.9901E-04 6.2083E-05           O050800200481 
       200.        40.       135. 2.2092E-04 5.3353E-05           O050800200482 
       200.        40.       140. 2.8579E-04 6.0672E-05           O050800200483 
       200.        40.       145. 1.1688E-04 3.8794E-05           O050800200484 
       200.        40.       150. 1.5174E-04 4.5556E-05           O050800200485 
       200.        40.       155.  5.192E-05 2.5849E-05           O050800200486 
       200.        40.       160. 2.4512E-05 2.4408E-05           O050800200487 
       200.        50.        26.      0.222 1.2227E-03           O050800200488 
       200.        50.        30.     0.1725 1.0951E-03           O050800200489 
       200.        50.        35.     0.1014 8.2667E-04           O050800200490 
       200.        50.        40. 6.6035E-02 6.7145E-04           O050800200491 
       200.        50.        45. 4.5041E-02 5.4783E-04           O050800200492 
       200.        50.        50. 3.1592E-02 4.8294E-04           O050800200493 
       200.        50.        55. 2.2876E-02 3.8542E-04           O050800200494 
       200.        50.        60. 1.5761E-02 3.3804E-04           O050800200495 
       200.        50.        65. 1.1121E-02 2.6696E-04           O050800200496 
       200.        50.        70. 7.3892E-03 2.3034E-04           O050800200497 
       200.        50.        75. 5.8266E-03  1.981E-04           O050800200498 
       200.        50.        80. 4.6226E-03 1.7623E-04           O050800200499 
       200.        50.        85.  3.089E-03 1.4391E-04           O050800200500 
       200.        50.        90. 2.3028E-03 1.2415E-04           O050800200501 
       200.        50.        95. 1.7481E-03 1.0809E-04           O050800200502 
       200.        50.       100. 1.2844E-03 9.5455E-05           O050800200503 
       200.        50.       105. 8.7223E-04 7.6273E-05           O050800200504 
       200.        50.       110. 6.9051E-04 6.7837E-05           O050800200505 
       200.        50.       115. 3.4165E-04 4.7699E-05           O050800200506 
       200.        50.       120.  2.812E-04 4.3261E-05           O050800200507 
       200.        50.       125. 3.0112E-04 4.4755E-05           O050800200508 
       200.        50.       130.  1.137E-04 2.7495E-05           O050800200509 
       200.        50.       135. 7.3543E-05 2.2108E-05           O050800200510 
       200.        50.       140. 8.0199E-05 2.3083E-05           O050800200511 
       200.        50.       145. 4.0085E-05 1.6317E-05           O050800200512 
       200.        50.       150.  2.129E-05 1.2256E-05           O050800200513 
       200.        50.       155. 1.3355E-05 9.4155E-06           O050800200514 
       200.        50.       160.  1.261E-05 1.2573E-05           O050800200515 
       200.        60.        26.     0.2066 1.5012E-03           O050800200516 
       200.        60.        30.     0.1562 1.3264E-03           O050800200517 
       200.        60.        35. 9.0463E-02 9.9414E-04           O050800200518 
       200.        60.        40. 5.6247E-02 7.8882E-04           O050800200519 
       200.        60.        45. 3.6664E-02 6.2915E-04           O050800200520 
       200.        60.        50.  2.365E-02 5.3188E-04           O050800200521 
       200.        60.        55. 1.6475E-02 4.1635E-04           O050800200522 
       200.        60.        60. 1.1613E-02 3.6936E-04           O050800200523 
       200.        60.        65.  7.644E-03 2.8174E-04           O050800200524 
       200.        60.        70. 5.1597E-03 2.4501E-04           O050800200525 
       200.        60.        75. 3.3801E-03 1.9206E-04           O050800200526 
       200.        60.        80. 2.6382E-03 1.6946E-04           O050800200527 
       200.        60.        85. 1.5513E-03 1.2982E-04           O050800200528 
       200.        60.        90.  1.396E-03 1.2305E-04           O050800200529 
       200.        60.        95. 8.7127E-04 9.7138E-05           O050800200530 
       200.        60.       100. 4.5079E-04 7.1982E-05           O050800200531 
       200.        60.       105. 4.6732E-04 7.1066E-05           O050800200532 
       200.        60.       110. 2.6062E-04 5.3049E-05           O050800200533 
       200.        60.       115. 1.8447E-04 4.4615E-05           O050800200534 
       200.        60.       120. 1.4098E-04 3.8992E-05           O050800200535 
       200.        60.       125. 8.6708E-05  3.057E-05           O050800200536 
       200.        60.       130. 2.1667E-05 1.5278E-05           O050800200537 
       200.        60.       135. 3.2489E-05 1.8705E-05           O050800200538 
       200.        60.       140. 4.3302E-05 2.1591E-05           O050800200539 
       200.        60.       145. 1.0822E-05 1.0792E-05           O050800200540 
       200.        60.       150. 1.1495E-05 1.1463E-05           O050800200541 
       200.        60.       155. 1.0816E-05 1.0786E-05           O050800200542 
       200.        80.        26.     0.1431 7.7692E-04           O050800200543 
       200.        80.        30.     0.1017 6.6533E-04           O050800200544 
       200.        80.        35. 5.2876E-02 4.7254E-04           O050800200545 
       200.        80.        40. 3.0081E-02 3.5865E-04           O050800200546 
       200.        80.        45. 1.8305E-02 2.7639E-04           O050800200547 
       200.        80.        50. 1.1647E-02 2.3206E-04           O050800200548 
       200.        80.        55. 6.8732E-03  1.672E-04           O050800200549 
       200.        80.        60. 4.3382E-03 1.4036E-04           O050800200550 
       200.        80.        65. 2.7995E-03   1.06E-04           O050800200551 
       200.        80.        70. 1.8188E-03  9.044E-05           O050800200552 
       200.        80.        75. 1.2022E-03 7.1213E-05           O050800200553 
       200.        80.        80. 6.1649E-04 5.0932E-05           O050800200554 
       200.        80.        85. 5.0147E-04 4.5889E-05           O050800200555 
       200.        80.        90. 3.1553E-04  3.637E-05           O050800200556 
       200.        80.        95. 2.1425E-04 2.9948E-05           O050800200557 
       200.        80.       100.   1.07E-04 2.1804E-05           O050800200558 
       200.        80.       105. 8.3842E-05 1.8715E-05           O050800200559 
       200.        80.       110. 4.6075E-05 1.3868E-05           O050800200560 
       200.        80.       115. 2.5113E-05 1.0235E-05           O050800200561 
       200.        80.       120. 2.5099E-05 1.0229E-05           O050800200562 
       200.        80.       130. 8.3579E-06 5.8996E-06           O050800200563 
       200.        80.       135. 4.1773E-06   4.17E-06           O050800200564 
       200.        80.       140. 8.3516E-06 5.8951E-06           O050800200565 
       200.       100.        26. 9.6205E-02 4.0132E-04           O050800200566 
       200.       100.        30. 6.1086E-02 3.2495E-04           O050800200567 
       200.       100.        35. 2.8525E-02 2.1868E-04           O050800200568 
       200.       100.        40. 1.4713E-02 1.5803E-04           O050800200569 
       200.       100.        45. 8.1289E-03 1.1604E-04           O050800200570 
       200.       100.        50. 4.5357E-03 9.1243E-05           O050800200571 
       200.       100.        55. 2.6467E-03  6.537E-05           O050800200572 
       200.       100.        60. 1.4993E-03 5.1987E-05           O050800200573 
       200.       100.        65.  8.317E-04 3.6404E-05           O050800200574 
       200.       100.        70. 4.8478E-04 2.9418E-05           O050800200575 
       200.       100.        75. 2.6272E-04 2.0975E-05           O050800200576 
       200.       100.        80. 1.7639E-04 1.7165E-05           O050800200577 
       200.       100.        85. 9.8914E-05 1.2841E-05           O050800200578 
       200.       100.        90. 6.0254E-05 1.0014E-05           O050800200579 
       200.       100.        95. 3.0083E-05 7.0705E-06           O050800200580 
       200.       100.       100. 1.5964E-05 5.3062E-06           O050800200581 
       200.       100.       105. 5.0032E-06 2.8804E-06           O050800200582 
       200.       100.       110. 1.6664E-06 1.6617E-06           O050800200583 
       200.       100.       115. 1.6651E-06 1.6604E-06           O050800200584 
       200.       100.       120. 3.3284E-06 2.3468E-06           O050800200585 
       200.       100.       125. 1.6633E-06 1.6586E-06           O050800200586 
       200.       120.        26. 6.5935E-02 4.3878E-04           O050800200587 
       200.       120.        30. 3.7291E-02  3.353E-04           O050800200588 
       200.       120.        35. 1.4678E-02 2.0717E-04           O050800200589 
       200.       120.        40.  6.757E-03 1.4144E-04           O050800200590 
       200.       120.        45. 3.1417E-03 9.5277E-05           O050800200591 
       200.       120.        50. 1.7228E-03 7.4266E-05           O050800200592 
       200.       120.        55. 8.7806E-04 4.9725E-05           O050800200593 
       200.       120.        60.  4.965E-04  3.951E-05           O050800200594 
       200.       120.        65. 2.2363E-04  2.493E-05           O050800200595 
       200.       120.        70. 1.3467E-04 2.0478E-05           O050800200596 
       200.       120.        75. 8.5193E-05 1.5774E-05           O050800200597 
       200.       120.        80. 4.1025E-05 1.0933E-05           O050800200598 
       200.       120.        85. 2.0471E-05 7.7148E-06           O050800200599 
       200.       120.        90. 2.9195E-06 2.9111E-06           O050800200600 
       200.       120.        95. 2.9153E-06 2.9069E-06           O050800200601 
       200.       120.       100.  3.094E-06 3.0851E-06           O050800200602 
       200.       120.       110. 2.9068E-06 2.8984E-06           O050800200603 
       200.       140.        26. 4.8514E-02 2.0437E-04           O050800200604 
       200.       140.        30. 2.4939E-02  1.489E-04           O050800200605 
       200.       140.        35.  9.177E-03 8.8948E-05           O050800200606 
       200.       140.        40. 3.8785E-03 5.8188E-05           O050800200607 
       200.       140.        45. 1.7403E-03 3.8505E-05           O050800200608 
       200.       140.        50. 8.1446E-04 2.7727E-05           O050800200609 
       200.       140.        55. 4.1296E-04 1.8517E-05           O050800200610 
       200.       140.        60. 1.8759E-04 1.3187E-05           O050800200611 
       200.       140.        65.   8.91E-05 8.5447E-06           O050800200612 
       200.       140.        70. 4.8066E-05  6.643E-06           O050800200613 
       200.       140.        75. 1.9937E-05 4.1435E-06           O050800200614 
       200.       140.        80. 1.3837E-05 3.4476E-06           O050800200615 
       200.       140.        85.  6.902E-06 2.4325E-06           O050800200616 
       200.       140.        90.  6.032E-06 2.2721E-06           O050800200617 
       200.       140.        95. 8.5992E-07 8.5727E-07           O050800200618 
       200.       140.       100. 1.8267E-06 1.2872E-06           O050800200619 
       200.       160.        26. 4.2934E-02 1.3408E-04           O050800200620 
       200.       160.        30. 2.1483E-02 9.6373E-05           O050800200621 
       200.       160.        35. 7.3748E-03 5.5606E-05           O050800200622 
       200.       160.        40. 3.0012E-03 3.5695E-05           O050800200623 
       200.       160.        45. 1.2162E-03 2.2448E-05           O050800200624 
       200.       160.        50.  5.863E-04 1.6406E-05           O050800200625 
       200.       160.        55. 2.6335E-04 1.0312E-05           O050800200626 
       200.       160.        60. 1.3633E-04 7.8399E-06           O050800200627 
       200.       160.        65. 6.0254E-05 4.9002E-06           O050800200628 
       200.       160.        70. 3.2406E-05 3.8039E-06           O050800200629 
       200.       160.        75. 1.4354E-05 2.4518E-06           O050800200630 
       200.       160.        80. 9.2634E-06 1.9672E-06           O050800200631 
       200.       160.        85.  3.783E-06 1.2559E-06           O050800200632 
       200.       160.        90. 2.5178E-06 1.0237E-06           O050800200633 
       200.       160.        95. 4.1899E-07 4.1731E-07           O050800200634 
ENDDATA            626          0                                 O050800200635 
ENDSUBENT          634          0                                 O050800299999 
SUBENT        O0508003   20010115                             0000O050800300001 
BIB                  3          3                                 O050800300002 
REACTION   (79-AU-197(P,X)2-HE-4,,DA/DE)                          O050800300003 
EN-SEC     (E,A)                                                  O050800300004 
ERR-ANALYS (ERR-T).The Uncertainty is Reported by Authors.        O050800300005 
ENDBIB               3          0                                 O050800300006 
NOCOMMON             0          0                                 O050800300007 
DATA                 5        682                                 O050800300008 
EN         ANG        E          DATA       ERR-T                 O050800300009 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             O050800300010 
       120.        10.        26.     0.5771 5.9186E-03           O050800300011 
       120.        10.        30.     0.5612 5.9305E-03           O050800300012 
       120.        10.        35.     0.4036  4.953E-03           O050800300013 
       120.        10.        40.     0.2982 4.2841E-03           O050800300014 
       120.        10.        45.     0.2066 3.5228E-03           O050800300015 
       120.        10.        50.     0.1612 3.2753E-03           O050800300016 
       120.        10.        55.     0.1171  2.618E-03           O050800300017 
       120.        10.        60. 8.8744E-02 2.4083E-03           O050800300018 
       120.        10.        65. 7.5884E-02 2.0938E-03           O050800300019 
       120.        10.        70. 5.3623E-02  1.863E-03           O050800300020 
       120.        10.        75. 4.3573E-02 1.6265E-03           O050800300021 
       120.        10.        80.  3.689E-02 1.4947E-03           O050800300022 
       120.        10.        85. 3.3536E-02 1.4237E-03           O050800300023 
       120.        10.        90. 2.4859E-02 1.2247E-03           O050800300024 
       120.        10.        95. 2.3222E-02 1.1829E-03           O050800300025 
       120.        10.       100. 1.8343E-02  1.083E-03           O050800300026 
       120.        10.       105. 1.6115E-02 9.8432E-04           O050800300027 
       120.        10.       110. 1.2974E-02 8.8286E-04           O050800300028 
       120.        20.        26.     0.5616 3.1216E-03           O050800300029 
       120.        20.        30.     0.5156 3.0393E-03           O050800300030 
       120.        20.        35.     0.3446 2.4469E-03           O050800300031 
       120.        20.        40.     0.2535 2.1118E-03           O050800300032 
       120.        20.        45.     0.1833 1.7743E-03           O050800300033 
       120.        20.        50.     0.1305 1.5757E-03           O050800300034 
       120.        20.        55. 9.7715E-02 1.2788E-03           O050800300035 
       120.        20.        60. 7.3609E-02 1.1727E-03           O050800300036 
       120.        20.        65.  5.458E-02 9.4942E-04           O050800300037 
       120.        20.        70. 4.3182E-02 8.9389E-04           O050800300038 
       120.        20.        75. 3.3022E-02 7.5706E-04           O050800300039 
       120.        20.        80. 2.7082E-02 6.8474E-04           O050800300040 
       120.        20.        85. 2.1252E-02 6.0596E-04           O050800300041 
       120.        20.        90. 1.7947E-02 5.5639E-04           O050800300042 
       120.        20.        95. 1.4727E-02 5.0364E-04           O050800300043 
       120.        20.       100. 1.1587E-02 4.6024E-04           O050800300044 
       120.        20.       105. 1.0369E-02 4.2217E-04           O050800300045 
       120.        20.       110. 7.4206E-03 3.5699E-04           O050800300046 
       120.        30.        26.     0.5365 1.9937E-03           O050800300047 
       120.        30.        30.       0.48 1.9162E-03           O050800300048 
       120.        30.        35.     0.3218 1.5452E-03           O050800300049 
       120.        30.        40.      0.229 1.3116E-03           O050800300050 
       120.        30.        45.     0.1609  1.086E-03           O050800300051 
       120.        30.        50.     0.1174 9.7668E-04           O050800300052 
       120.        30.        55. 8.4712E-02 7.7799E-04           O050800300053 
       120.        30.        60. 6.2429E-02 7.0571E-04           O050800300054 
       120.        30.        65. 4.5179E-02 5.6443E-04           O050800300055 
       120.        30.        70. 3.5707E-02 5.3114E-04           O050800300056 
       120.        30.        75. 2.5873E-02 4.3787E-04           O050800300057 
       120.        30.        80. 2.0117E-02 3.8563E-04           O050800300058 
       120.        30.        85. 1.6205E-02 3.4576E-04           O050800300059 
       120.        30.        90. 1.1632E-02 2.9269E-04           O050800300060 
       120.        30.        95. 8.3468E-03 2.4776E-04           O050800300061 
       120.        30.       100. 6.5328E-03 2.2581E-04           O050800300062 
       120.        30.       105.   4.59E-03 1.8354E-04           O050800300063 
       120.        30.       110. 2.6921E-03  1.405E-04           O050800300064 
       120.        40.        26.     0.5052 1.4923E-03           O050800300065 
       120.        40.        30.     0.4464 1.4253E-03           O050800300066 
       120.        40.        35.     0.2888  1.129E-03           O050800300067 
       120.        40.        40.     0.1982 9.4112E-04           O050800300068 
       120.        40.        45.     0.1383 7.7667E-04           O050800300069 
       120.        40.        50. 9.6929E-02 6.8444E-04           O050800300070 
       120.        40.        55. 6.9282E-02  5.427E-04           O050800300071 
       120.        40.        60. 4.9209E-02 4.8328E-04           O050800300072 
       120.        40.        65.  3.553E-02 3.8609E-04           O050800300073 
       120.        40.        70. 2.5322E-02   3.45E-04           O050800300074 
       120.        40.        75. 1.8266E-02 2.8379E-04           O050800300075 
       120.        40.        80. 1.3545E-02 2.4407E-04           O050800300076 
       120.        40.        85.  9.628E-03 2.0557E-04           O050800300077 
       120.        40.        90. 6.4453E-03 1.6806E-04           O050800300078 
       120.        40.        95. 4.7633E-03 1.4437E-04           O050800300079 
       120.        40.       100. 3.3276E-03 1.2431E-04           O050800300080 
       120.        40.       105. 2.1289E-03 9.6414E-05           O050800300081 
       120.        40.       110. 1.2575E-03  7.407E-05           O050800300082 
       120.        50.        26.     0.4843 1.3863E-03           O050800300083 
       120.        50.        30.     0.3872 1.2595E-03           O050800300084 
       120.        50.        35.     0.2393 9.7506E-04           O050800300085 
       120.        50.        40.     0.1599 8.0214E-04           O050800300086 
       120.        50.        45.      0.107 6.4818E-04           O050800300087 
       120.        50.        50. 7.2489E-02 5.6159E-04           O050800300088 
       120.        50.        55. 4.9218E-02   4.34E-04           O050800300089 
       120.        50.        60. 3.3847E-02 3.8029E-04           O050800300090 
       120.        50.        65. 2.2937E-02 2.9433E-04           O050800300091 
       120.        50.        70. 1.5394E-02 2.5523E-04           O050800300092 
       120.        50.        75. 1.0314E-02 2.0233E-04           O050800300093 
       120.        50.        80. 7.2858E-03 1.6984E-04           O050800300094 
       120.        50.        85.  5.284E-03 1.4449E-04           O050800300095 
       120.        50.        90. 3.3635E-03 1.1519E-04           O050800300096 
       120.        50.        95. 2.1206E-03 9.1395E-05           O050800300097 
       120.        50.       100. 1.3521E-03 7.5183E-05           O050800300098 
       120.        50.       105. 8.2894E-04 5.7081E-05           O050800300099 
       120.        50.       110. 4.7784E-04 4.3321E-05           O050800300100 
       120.        60.        26.     0.4576 9.8195E-04           O050800300101 
       120.        60.        30.     0.3312 8.4891E-04           O050800300102 
       120.        60.        35.     0.1949 6.4136E-04           O050800300103 
       120.        60.        40.     0.1227 5.1211E-04           O050800300104 
       120.        60.        45. 7.8512E-02 4.0462E-04           O050800300105 
       120.        60.        50. 5.1612E-02 3.4532E-04           O050800300106 
       120.        60.        55. 3.3259E-02 2.5999E-04           O050800300107 
       120.        60.        60. 2.1135E-02 2.1899E-04           O050800300108 
       120.        60.        65. 1.3585E-02 1.6507E-04           O050800300109 
       120.        60.        70. 8.8867E-03 1.4132E-04           O050800300110 
       120.        60.        75. 5.5691E-03 1.0834E-04           O050800300111 
       120.        60.        80. 3.8888E-03 9.0424E-05           O050800300112 
       120.        60.        85. 2.1968E-03 6.7894E-05           O050800300113 
       120.        60.        90. 1.4656E-03  5.541E-05           O050800300114 
       120.        60.        95. 9.2711E-04 4.4038E-05           O050800300115 
       120.        60.       100. 5.2224E-04  3.405E-05           O050800300116 
       120.        60.       105. 3.0768E-04 2.5343E-05           O050800300117 
       120.        60.       110. 1.1371E-04   1.54E-05           O050800300118 
       120.        80.        26.     0.3875  6.238E-04           O050800300119 
       120.        80.        30.     0.2459 5.0492E-04           O050800300120 
       120.        80.        35.     0.1235 3.5234E-04           O050800300121 
       120.        80.        40. 7.1513E-02 2.6984E-04           O050800300122 
       120.        80.        45. 4.2008E-02 2.0431E-04           O050800300123 
       120.        80.        50. 2.5176E-02 1.6649E-04           O050800300124 
       120.        80.        55. 1.5112E-02 1.2098E-04           O050800300125 
       120.        80.        60. 8.8201E-03 9.7657E-05           O050800300126 
       120.        80.        65. 5.0857E-03 6.9719E-05           O050800300127 
       120.        80.        70.  2.969E-03 5.6386E-05           O050800300128 
       120.        80.        75.  1.691E-03 4.1213E-05           O050800300129 
       120.        80.        80. 9.5158E-04 3.0877E-05           O050800300130 
       120.        80.        85. 5.2781E-04 2.2973E-05           O050800300131 
       120.        80.        90. 2.7304E-04 1.6509E-05           O050800300132 
       120.        80.        95. 1.5192E-04 1.2306E-05           O050800300133 
       120.        80.       100. 7.0472E-05 8.6344E-06           O050800300134 
       120.        80.       105. 2.2087E-05 4.6872E-06           O050800300135 
       120.        80.       110. 9.0283E-06 2.9955E-06           O050800300136 
       120.       100.        26.      0.337 5.6749E-04           O050800300137 
       120.       100.        30.     0.1747  4.152E-04           O050800300138 
       120.       100.        35. 7.2844E-02 2.6404E-04           O050800300139 
       120.       100.        40. 3.7323E-02 1.9018E-04           O050800300140 
       120.       100.        45. 1.9059E-02 1.3426E-04           O050800300141 
       120.       100.        50. 1.0194E-02 1.0336E-04           O050800300142 
       120.       100.        55. 5.5171E-03 7.1311E-05           O050800300143 
       120.       100.        60. 2.9054E-03 5.4681E-05           O050800300144 
       120.       100.        65. 1.4296E-03 3.6062E-05           O050800300145 
       120.       100.        70. 7.0142E-04 2.6737E-05           O050800300146 
       120.       100.        75. 3.6166E-04 1.8594E-05           O050800300147 
       120.       100.        80. 1.6503E-04 1.2545E-05           O050800300148 
       120.       100.        85.  8.522E-05 9.0057E-06           O050800300149 
       120.       100.        90. 4.0149E-05 6.1762E-06           O050800300150 
       120.       100.        95. 2.1954E-05 4.5639E-06           O050800300151 
       120.       100.       100. 9.1175E-06 3.0299E-06           O050800300152 
       120.       100.       105. 6.6672E-06 2.5124E-06           O050800300153 
