ENTRY            O0445   20000426                             0000O044500000001 
SUBENT        O0445001   20000426                             0000O044500100001 
BIB                 12         26                                 O044500100002 
TITLE      Elastic And Inelastic Scattering of Protons by Oxygen  O044500100003 
           In The Energy Region of 6.9 MeV to 15.6 MeV.           O044500100004 
AUTHOR     (S.KOBAYASHI)                                          O044500100005 
INSTITUTE  (2JPNTOK)  Institute For Nuclear Study.                O044500100006 
REFERENCE  (J,JPJ,15,1164,1960)                                   O044500100007 
REL-REF    (N,O0444001,C.HU+,J,JPJ,14,861,1959) Previous Work.    O044500100008 
HISTORY    (19980707C)                                            O044500100009 
           (19981005U) Last checking has been done.               O044500100010 
           (20000426A) DATE is corrected                          O044500100011 
SAMPLE     Commercial Tank Oxygen was Used As the Target Gas.     O044500100012 
           Volumetric Analysis Showed That this Gas Consisted     O044500100013 
           Of 99.85% O(2) And 0.15% N(2),Other Impurities Being   O044500100014 
           Negligible.The Isotopic Content of O-16 is 99.76%.     O044500100015 
ADD-RES    (COMP).The Optical Model.                              O044500100016 
DETECTOR   (SCIN).Sixteen Scintillation Counters were Used.       O044500100017 
           Each Consisted of a Thallium-Activated NaI             O044500100018 
           Scintillation Crystal of About 20*20*1.5 mm.           O044500100019 
FACILITY   (ISOCY,2JPNTOK).The Variable Energy Ins(TOKYO)         O044500100020 
           Cyclotron.                                             O044500100021 
METHOD     (SITA,BCINT)                                           O044500100022 
ERR-ANALYS (ERR-1).The Error in Beam Current Integrator.          O044500100023 
           (ERR-2).The Error in the Gas Target Thickness.         O044500100024 
           (ERR-S).The Statistical Uncertainty.                   O044500100025 
           (ERR-4).The Error in the Scattering Angles.            O044500100026 
           (EN-ERR).The Uncertainty in the Beam Energy at the     O044500100027 
           Target Center.                                         O044500100028 
ENDBIB              26          0                                 O044500100029 
COMMON               5          3                                 O044500100030 
ERR-1      ERR-2      ERR-S      ERR-4      EN-ERR                O044500100031 
PER-CENT   PER-CENT   PER-CENT   ADEG       PER-CENT              O044500100032 
        1.5         1.         1.       0.15        0.5           O044500100033 
ENDCOMMON            3          0                                 O044500100034 
ENDSUBENT           33          0                                 O044500199999 
SUBENT        O0445002   20000426                             0000O044500200001 
BIB                  3          3                                 O044500200002 
REACTION   (8-O-16(P,EL)8-O-16,,DA)                               O044500200003 
STATUS     (TABLE)                                                O044500200004 
ERR-ANALYS (ERR-T).The Uncertainty is Reported by Authors.        O044500200005 
ENDBIB               3          0                                 O044500200006 
NOCOMMON             0          0                                 O044500200007 
DATA                 4        319                                 O044500200008 
EN         ANG-CM     DATA-CM    ERR-T                            O044500200009 
MEV        ADEG       MB/SR      PER-CENT                         O044500200010 
       6.87       21.2       989.       10.2                      O044500200011 
       6.87       31.8       162.        3.7                      O044500200012 
       6.87       42.3       84.1        2.9                      O044500200013 
       6.87       52.7       61.9        3.1                      O044500200014 
       6.87       63.1       41.2        2.8                      O044500200015 
       6.87       68.2       32.7        2.6                      O044500200016 
       6.87       73.4       26.9        2.9                      O044500200017 
       6.87       83.5       19.5        3.1                      O044500200018 
       6.87       93.6       23.3        2.6                      O044500200019 
       6.87      103.5       39.3        2.8                      O044500200020 
       6.87      113.4       62.9        2.7                      O044500200021 
       6.87      123.1       87.6        2.6                      O044500200022 
       6.87      132.7       111.        2.6                      O044500200023 
       6.87      142.3       123.        2.6                      O044500200024 
       6.87      151.8       120.        2.6                      O044500200025 
       6.87      161.2       115.        2.5                      O044500200026 
       7.13       21.2       944.       10.2                      O044500200027 
       7.13       31.8       257.        3.4                      O044500200028 
       7.13       42.3       145.        2.6                      O044500200029 
       7.13       52.7       92.2        2.7                      O044500200030 
       7.13       63.1       68.7        2.6                      O044500200031 
       7.13       68.2       64.8        2.5                      O044500200032 
       7.13       73.4        65.        2.6                      O044500200033 
       7.13       83.5       68.1        2.6                      O044500200034 
       7.13       93.6       71.1        2.5                      O044500200035 
       7.13      103.5       74.2        2.6                      O044500200036 
       7.13      113.4       76.7        2.6                      O044500200037 
       7.13      123.1       83.2        2.6                      O044500200038 
       7.13      132.7       99.5        2.6                      O044500200039 
       7.13      142.3       123.        2.5                      O044500200040 
       7.13      151.8       150.        2.5                      O044500200041 
       7.13      161.2       183.        2.5                      O044500200042 
       7.53       21.2      1567.        9.3                      O044500200043 
       7.53       31.8       536.        3.4                      O044500200044 
       7.53       42.3       260.        2.6                      O044500200045 
       7.53       52.7       133.        2.6                      O044500200046 
       7.53       63.1       78.3        2.6                      O044500200047 
       7.53       68.2       71.2        2.5                      O044500200048 
       7.53       73.4       69.8        2.6                      O044500200049 
       7.53       83.5       72.4        2.6                      O044500200050 
       7.53       93.6       83.2        2.5                      O044500200051 
       7.53      103.5       90.4        2.6                      O044500200052 
       7.53      113.4       95.8        2.6                      O044500200053 
       7.53      123.1       96.7        2.6                      O044500200054 
       7.53      132.7       93.9        2.6                      O044500200055 
       7.53      142.3       89.3        2.6                      O044500200056 
       7.53      151.8       76.5        2.6                      O044500200057 
       7.53      161.2       66.8        2.5                      O044500200058 
       8.04       21.2      1533.        8.3                      O044500200059 
