ENTRY            O0511   20080402                             O036O051100000001 
SUBENT        O0511001   20080402                             O036O051100100001 
BIB                 13         35                                 O051100100002 
TITLE      Continuum protons from the inclusive reaction          O051100100003 
           Au-197(p,p') at incident energies between 100 and      O051100100004 
            200 MeV.                                              O051100100005 
AUTHOR     (A.A.Cowley, S.V.Fortsch, J.J.Lawrie, D.M.Whittal,     O051100100006 
           F.D.Smit, J.V.Pilcher)                                 O051100100007 
INSTITUTE  (3SAFNAC)                                              O051100100008 
REFERENCE  (J,ZP/A,336,189,1990)                                  O051100100009 
           (J,PR/C,48,743,1993)                                   O051100100010 
           (J,EUL,13,37,1990)                                     O051100100011 
HISTORY    (19990323C)                                            O051100100012 
           (19990516U) Last checking has been done.               O051100100013 
           (19991117A) Date is corrected                          O051100100014 
           (20080402A) New references was added as reported       O051100100015 
            S.Dunaeva.                                            O051100100016 
REL-REF    (R,,J.V.PILCHER+,J,PR/C,40,1937,1989).Details of       O051100100017 
           experiments.                                           O051100100018 
SAMPLE     A high purity (99.9%) gold foil of thickness 4.02+-    O051100100019 
            4.02+-0.10 mg/cm**2,with a uniformity of better than  O051100100020 
           0.5%/mm, were used as target.                          O051100100021 
ADD-RES    (COMP).The phenomenological parametrization of Kalbach.O051100100022 
DETECTOR   (TELES).The detector telescope consisted of a 1000 mum O051100100023 
           Si(delta-E) detector, followed by a 75*125 mm          O051100100024 
           NaI(E) detector. Correction for reaction loss from the O051100100025 
           NaI detector were performed on the delta-E versus      O051100100026 
           E-spectra.                                             O051100100027 
FACILITY   (CYCLO,3SAFNAC)                                        O051100100028 
METHOD     (SITA)                                                 O051100100029 
           (EDE)                                                  O051100100030 
ERR-ANALYS (ERR-1).A systematic error in the cross section        O051100100031 
           measurements.                                          O051100100032 
           (ERR-2).A relative uncertainty in the cross section    O051100100033 
           measurements.                                          O051100100034 
           (EN-ERR).The uncertainty is reported by authors.       O051100100035 
           Less than 0.5 MeV.                                     O051100100036 
STATUS     (TABLE) From A.A. Cowley.                              O051100100037 
ENDBIB              35          0                                 O051100100038 
COMMON               3          3                                 O051100100039 
EN-ERR     ERR-1      ERR-2                                       O051100100040 
MEV        PER-CENT   PER-CENT                                    O051100100041 
        0.5        10.         8.                                 O051100100042 
ENDCOMMON            3          0                                 O051100100043 
ENDSUBENT           42          0                                 O051100199999 
SUBENT        O0511002   19991117                             0000O051100200001 
BIB                  4          4                                 O051100200002 
REACTION   (79-AU-197(P,INL)79-AU-197,EM,DA/DE)                   O051100200003 
EN-SEC     (E,P)                                                  O051100200004 
PART-DET   (P)                                                    O051100200005 
ERR-ANALYS (ERR-T).The Uncertainty is Reported by Authors.        O051100200006 
ENDBIB               4          0                                 O051100200007 
NOCOMMON             0          0                                 O051100200008 
DATA                 5        424                                 O051100200009 
EN         ANG        E          DATA       ERR-T                 O051100200010 
       175.        60.       160.    0.01824    0.00258           O051100200317 
       175.        65.        60.    1.30322    0.02107           O051100200318 
       175.        65.       100.    0.48837     0.0129           O051100200319 
       175.        65.       120.    0.21811    0.00862           O051100200320 
       175.        65.       130.     0.1186    0.00636           O051100200321 
       175.        65.       140.    0.05828    0.00446           O051100200322 
       175.        65.       150.    0.02079    0.00532           O051100200323 
       175.        65.       160.    0.00648    0.00149           O051100200324 
       175.        70.        60.    1.06055    0.01784           O051100200325 
       175.        70.       100.    0.33461    0.01002           O051100200326 
       175.        70.       120.    0.13144    0.00628           O051100200327 
       175.        70.       130.    0.05402    0.00403           O051100200328 
       175.        70.       140.    0.02521    0.00275           O051100200329 
       175.        70.       150.     0.0114    0.00185           O051100200330 
       175.        70.       160.     0.0051    0.00124           O051100200331 
       175.        80.        60.    0.73426    0.01308           O051100200332 
       175.        80.       100.    0.15408    0.00599           O051100200333 
       175.        80.       120.    0.05128    0.00346           O051100200334 
       175.        80.       130.    0.02401    0.00237           O051100200335 
       175.        80.       140.    0.01096     0.0016           O051100200336 
       175.        80.       150.    0.00443    0.00102           O051100200337 
       175.        80.       160.     0.0007     0.0004           O051100200338 
       175.        90.        60.    0.47372    0.00884           O051100200339 
       175.        90.       100.    0.07887    0.00361           O051100200340 
       175.        90.       120.    0.02013    0.00182           O051100200341 
       175.        90.       130.    0.01495    0.00157           O051100200342 
       175.        90.       140.    0.00378    0.00079           O051100200343 
       175.        90.       150.    0.00182    0.00109           O051100200344 
       175.        90.       160.    0.00017    0.00017           O051100200345 
       175.       100.        60.    0.29733    0.00676           O051100200346 
       175.       100.       100.    0.03945    0.00246           O051100200347 
       175.       100.       120.    0.01028    0.00126           O051100200348 
       175.       100.       130.    0.00322     0.0007           O051100200349 
       175.       100.       140.    0.00184    0.00053           O051100200350 
       175.       100.       150.    0.00046    0.00027           O051100200351 
       175.       120.        60.     0.1455    0.00397           O051100200352 
       175.       120.       100.    0.01411    0.00124           O051100200353 
       175.       120.       120.     0.0026    0.00053           O051100200354 
       175.       120.       130.    0.00098    0.00033           O051100200355 
       175.       120.       140.    0.00011    0.00011           O051100200356 
       200.        15.        60.      2.535    0.06289           O051100200357 
       200.        15.       100.    2.08572    0.05704           O051100200358 
       200.        15.       120.    1.89384    0.05435           O051100200359 
       200.        15.       150.    2.31816    0.06014           O051100200360 
       200.        15.       170.    2.39928    0.06118           O051100200361 
       200.        20.        60.     2.2557     0.0482           O051100200362 
       200.        20.       100.    2.06721    0.04614           O051100200363 
       200.        20.       120.    1.92713    0.04455           O051100200364 
       200.        20.       150.    2.31853    0.04887           O051100200365 
       200.        20.       170.     2.3793     0.0495           O051100200366 
       200.        25.        60.    2.25286    0.03895           O051100200367 
       200.        25.       100.    1.92901    0.03604           O051100200368 
       200.        25.       120.    2.03202    0.03699           O051100200369 
       200.        25.       150.    2.27979    0.03918           O051100200370 
       200.        25.       170.    1.87581    0.03554           O051100200371 
       200.        30.        60.    2.27621    0.04695           O051100200372 
       200.        30.       100.    1.97691    0.04376           O051100200373 
       200.        30.       120.    2.04859    0.04455           O051100200374 
       200.        30.       150.     1.9372    0.04332           O051100200375 
       200.        30.       170.    1.43353    0.03726           O051100200376 
       200.        35.        60.    2.18413    0.04961           O051100200377 
       200.        35.       100.    2.02747     0.0478           O051100200378 
       200.        35.       120.    1.89674    0.04623           O051100200379 
       200.        35.       150.    1.58907    0.04232           O051100200380 
       200.        35.       170.    1.05713    0.03452           O051100200381 
       200.        40.        60.    1.98384    0.04082           O051100200382 
       200.        40.       100.    1.79067    0.03878           O051100200383 
       200.        40.       120.    1.59161    0.03656           O051100200384 
       200.        40.       150.    1.04232    0.02959           O051100200385 
       200.        40.       170.    0.58625    0.02219           O051100200386 
       200.        45.        60.    1.91598    0.03264           O051100200387 
       200.        45.       100.    1.48674    0.02875           O051100200388 
       200.        45.       120.    1.22098    0.02605           O051100200389 
       200.        45.       150.    0.73281    0.02019           O051100200390 
       200.        45.       170.    0.37085    0.01436           O051100200391 
       200.        50.        60.    2.11048    0.03175           O051100200392 
       200.        50.       100.    1.55587    0.02726           O051100200393 
       200.        50.       120.    1.14505    0.02339           O051100200394 
       200.        50.       150.    0.46337    0.01488           O051100200395 
       200.        50.       170.    0.20541    0.00991           O051100200396 
       200.        55.        60.    1.95286    0.03214           O051100200397 
       200.        55.       100.    1.20514    0.02524           O051100200398 
       200.        55.       120.    0.75936    0.02004           O051100200399 
       200.        55.       150.    0.26546    0.01185           O051100200400 
       200.        55.       170.    0.08514    0.00671           O051100200401 
       200.        60.        60.    1.67416    0.02723           O051100200402 
       200.        60.       100.    0.89643    0.01993           O051100200403 
       200.        60.       120.    0.52882     0.0153           O051100200404 
       200.        60.       150.    0.14129    0.00791           O051100200405 
       200.        60.       170.    0.03366    0.00386           O051100200406 
       200.        65.        60.     1.4742    0.02273           O051100200407 
       200.        65.       100.     0.6337     0.0149           O051100200408 
       200.        65.       120.    0.33438    0.01083           O051100200409 
       200.        65.       150.    0.07571    0.00515           O051100200410 
       200.        65.       170.    0.01507     0.0023           O051100200411 
       200.        70.        60.    1.24737     0.0212           O051100200412 
       200.        70.       100.    0.43908    0.01258           O051100200413 
       200.        70.       120.    0.19991    0.00849           O051100200414 
       200.        70.       150.    0.03998    0.00379           O051100200415 
       200.        70.       170.    0.00612    0.00149           O051100200416 
       200.        80.        60.    0.85122    0.01472           O051100200417 
       200.        80.       100.     0.2109    0.00732           O051100200418 
       200.        80.       120.    0.08472    0.00464           O051100200419 
       200.        80.       150.    0.01297    0.00182           O051100200420 
       200.        80.       170.    0.00254     0.0008           O051100200421 
       200.        90.        60.    0.60295    0.01216           O051100200422 
       200.        90.       100.    0.12574    0.00555           O051100200423 
       200.        90.       120.    0.04044    0.00315           O051100200424 
       200.        90.       150.    0.00662    0.00127           O051100200425 
       200.        90.       170.    0.00025    0.00025           O051100200426 
       200.       100.        60.    0.38513    0.00919           O051100200427 
       200.       100.       100.    0.06357    0.00373           O051100200428 
       200.       100.       120.    0.01776    0.00197           O051100200429 
       200.       100.       150.    0.00416    0.00096           O051100200430 
       200.       100.       170.    0.00022    0.00022           O051100200431 
       200.       120.        60.    0.19071    0.00582           O051100200432 
       200.       120.       100.    0.01756    0.00177           O051100200433 
       200.       120.       120.     0.0055    0.00099           O051100200434 
       200.       120.       150.    0.00035    0.00025           O051100200435 
ENDDATA            426          0                                 O051100200436 
ENDSUBENT          435          0                                 O051100299999 
ENDENTRY             2          0                                 O051199999999 
