ENTRY            O2061   20120613                             O050O206100000001 
SUBENT        O2061001   20120613                             O050O206100100001 
BIB                 11         32                                 O206100100002 
TITLE      Differential cross sections measurements for the       O206100100003 
           Li-7(p,p0)Li-7, Li-7(p,p1)Li-7, Li-7(p,a0)He-4,        O206100100004 
           F-19(p,p0)F-19, F-19(p,a0)O-16 and F-19(p,a1,2)O-16    O206100100005 
           reactions.                                             O206100100006 
AUTHOR     (V.Paneta, A.Kafkarkou, M.Kokkoris, A.Lagoyannis)      O206100100007 
INSTITUTE  (2GRCATH)                                              O206100100008 
           (2GRCTUA)                                              O206100100009 
REFERENCE  (J,NIM/B,288,53,2012)                                  O206100100010 
FACILITY   (VDGT,2GRCATH) 5.5 MV TN11 Tandem Accelerator of       O206100100011 
           N.C.S.R. 'Demokritos', Athens, Greece                  O206100100012 
SAMPLE     The target consisted of a thin carbon foil of          O206100100013 
           52+-2 mug/cm**2 thickness, with a LiF layer of         O206100100014 
            (960+-38)+E+15 at/cm**2 that was evaporated onto the  O206100100015 
           carbon foil and additionally with a thin gold layer of O206100100016 
           4.4+-0.3 mug/cm**2 that was evaporated onto the LiF    O206100100017 
           layer for protection against wear and humidity         O206100100018 
           absorption.                                            O206100100019 
           For the validation of the obtained differential cross  O206100100020 
           sections, benchmarking experiments were performed,     O206100100021 
           using thick, commercial and mirror-polished BaF(2) and O206100100022 
           LiF targets. For beam normalization purposes Au was    O206100100023 
           evaporated onto the LiF thick target                   O206100100024 
DETECTOR   (SIBAR) The detection system consisted of four Si      O206100100025 
           surface barrier detectors, thickness of 1000 mum,      O206100100026 
           (HPGE) a HPGe detector of 80% relative efficiency      O206100100027 
MONITOR    (13-AL-27(P,G)14-SI-28,,SIG) for the energy of the     O206100100028 
           protons entering the scattering chamber                O206100100029 
ERR-ANALYS (ERR-1).The error in target thickness.                 O206100100030 
STATUS     (TABLE).Table data plus E-LVL values were received fromO206100100031 
           Dr.V.Paneta 16.10.2012                                 O206100100032 
           (APRVD).By Dr.V.Paneta                                 O206100100033 
HISTORY    (20121016C) SB                                         O206100100034 
ENDBIB              32          0                                 O206100100035 
COMMON               1          3                                 O206100100036 
ERR-1                                                             O206100100037 
PER-CENT                                                          O206100100038 
4.                                                                O206100100039 
ENDCOMMON            3          0                                 O206100100040 
ENDSUBENT           39          0                                 O206100199999 
SUBENT        O2061002   20121021                             O050O206100200001 
BIB                  2          6                                 O206100200002 
REACTION   (3-LI-7(P,EL)3-LI-7,,DA)                               O206100200003 
ERR-ANALYS (ERR-S,1.0,4.0).Statistical errors for the differentialO206100200004 
           cross sections, varying between 1-4% for elastic       O206100200005 
           scattering, included the uncertainties in peak         O206100200006 
           integration (including counting statistics and         O206100200007 
           background subtraction)                                O206100200008 
ENDBIB               6          0                                 O206100200009 
NOCOMMON             0          0                                 O206100200010 
DATA                 5        237                                 O206100200011 
ANG        EN         EN-ERR     DATA       DATA-ERR              O206100200012 
160.00     1498.000   3.000      86.100     4.200                 O206100500118 
160.00     1598.000   3.000      66.200     1.900                 O206100500119 
160.00     1650.000   3.000      55.900     2.200                 O206100500120 
160.00     1670.000   3.000      50.500     2.000                 O206100500121 
160.00     1690.000   3.000      49.300     2.000                 O206100500122 
160.00     1700.000   3.000      50.600     2.000                 O206100500123 
160.00     1710.000   3.000      57.400     2.300                 O206100500124 
160.00     1730.000   3.000      68.400     2.700                 O206100500125 
160.00     1798.000   3.000      51.200     1.600                 O206100500126 
160.00     1848.000   3.000      39.300     1.200                 O206100500127 
160.00     1873.000   3.000      34.600     0.800                 O206100500128 
160.00     1898.000   3.000      29.500     0.700                 O206100500129 
160.00     1923.000   3.000      15.800     0.600                 O206100500130 
160.00     1948.000   3.000      31.200     0.600                 O206100500131 
160.00     1973.000   3.000      25.900     0.600                 O206100500132 
160.00     1998.000   3.000      23.500     0.600                 O206100500133 
160.00     2023.000   3.000      26.900     0.600                 O206100500134 
160.00     2048.000   3.000      31.800     0.600                 O206100500135 
160.00     2073.000   4.000      34.700     0.700                 O206100500136 
160.00     2098.000   4.000      33.800     0.700                 O206100500137 
160.00     2123.000   4.000      31.000     0.600                 O206100500138 
160.00     2148.000   4.000      27.400     0.600                 O206100500139 
160.00     2173.000   4.000      24.800     0.600                 O206100500140 
160.00     2198.000   4.000      22.600     0.600                 O206100500141 
160.00     2298.000   4.000      34.100     0.700                 O206100500142 
160.00     2398.000   4.000      38.100     0.800                 O206100500143 
160.00     2499.000   4.000      21.100     0.700                 O206100500144 
160.00     2599.000   4.000      24.000     0.700                 O206100500145 
160.00     2699.000   5.000      35.400     0.700                 O206100500146 
160.00     2799.000   5.000      30.400     0.700                 O206100500147 
160.00     2899.000   5.000      27.800     0.600                 O206100500148 
160.00     2999.000   5.000      27.200     0.700                 O206100500149 
160.00     3599.000   6.000      25.000     1.000                 O206100500150 
160.00     4299.000   7.000      21.300     0.600                 O206100500151 
160.00     4399.000   7.000      21.300     0.300                 O206100500152 
160.00     4499.000   8.000      11.800     0.200                 O206100500153 
160.00     4599.000   8.000      14.400     0.200                 O206100500154 
160.00     4699.000   8.000      11.700     0.200                 O206100500155 
160.00     4799.000   8.000      10.600     0.200                 O206100500156 
160.00     4899.000   8.000      10.700     0.200                 O206100500157 
160.00     4999.000   8.000      19.700     0.300                 O206100500158 
160.00     5099.000   9.000      13.000     0.600                 O206100500159 
160.00     5199.000   9.000      12.900     0.600                 O206100500160 
160.00     5299.000   9.000      13.300     0.600                 O206100500161 
160.00     5399.000   9.000      11.500     0.600                 O206100500162 
160.00     5499.000   9.000      10.300     0.600                 O206100500163 
160.00     5599.000   10.000     8.300      0.600                 O206100500164 
160.00     5699.000   10.000     7.300      0.600                 O206100500165 
160.00     5799.000   10.000     5.900      0.600                 O206100500166 
160.00     5899.000   10.000     9.500      0.600                 O206100500167 
160.00     5999.000   10.000     17.800     0.600                 O206100500168 
160.00     6099.000   10.000     12.700     0.600                 O206100500169 
160.00     6199.000   11.000     9.400      0.600                 O206100500170 
160.00     6299.000   11.000     9.200      0.600                 O206100500171 
170.00     1498.000   3.000      82.000     3.000                 O206100500172 
170.00     1598.000   3.000      64.000     2.000                 O206100500173 
170.00     1650.000   3.000      51.400     2.100                 O206100500174 
170.00     1670.000   3.000      50.900     2.000                 O206100500175 
170.00     1690.000   3.000      51.500     2.100                 O206100500176 
170.00     1700.000   3.000      52.500     2.100                 O206100500177 
170.00     1710.000   3.000      57.300     2.300                 O206100500178 
170.00     1730.000   3.000      69.600     2.800                 O206100500179 
170.00     1798.000   3.000      49.200     2.200                 O206100500180 
170.00     1848.000   3.000      38.800     1.700                 O206100500181 
170.00     1873.000   3.000      35.800     1.600                 O206100500182 
170.00     1898.000   3.000      29.800     1.500                 O206100500183 
170.00     1923.000   3.000      15.800     0.800                 O206100500184 
170.00     1948.000   3.000      29.200     0.800                 O206100500185 
170.00     1973.000   3.000      23.600     0.800                 O206100500186 
170.00     1998.000   3.000      21.300     0.800                 O206100500187 
170.00     2023.000   3.000      25.600     0.800                 O206100500188 
170.00     2048.000   3.000      30.900     0.800                 O206100500189 
170.00     2073.000   4.000      32.900     0.800                 O206100500190 
170.00     2098.000   4.000      32.700     0.800                 O206100500191 
170.00     2123.000   4.000      30.600     0.800                 O206100500192 
170.00     2148.000   4.000      26.300     0.800                 O206100500193 
170.00     2173.000   4.000      23.900     0.800                 O206100500194 
170.00     2198.000   4.000      22.100     0.800                 O206100500195 
170.00     2298.000   4.000      35.300     0.800                 O206100500196 
170.00     2398.000   4.000      36.500     0.800                 O206100500197 
170.00     2499.000   4.000      19.800     0.600                 O206100500198 
170.00     2599.000   4.000      22.100     0.500                 O206100500199 
170.00     2699.000   5.000      34.500     0.600                 O206100500200 
170.00     2799.000   5.000      26.200     0.500                 O206100500201 
170.00     2899.000   5.000      25.500     0.500                 O206100500202 
170.00     2999.000   5.000      24.700     0.500                 O206100500203 
170.00     4299.000   7.000      17.300     0.500                 O206100500204 
170.00     4399.000   7.000      19.600     0.500                 O206100500205 
170.00     4499.000   8.000      10.700     0.200                 O206100500206 
170.00     4599.000   8.000      12.000     0.200                 O206100500207 
170.00     4699.000   8.000      10.700     0.200                 O206100500208 
170.00     4799.000   8.000      6.600      0.200                 O206100500209 
170.00     4899.000   8.000      9.900      0.200                 O206100500210 
170.00     4999.000   8.000      19.200     0.300                 O206100500211 
170.00     5099.000   9.000      11.900     0.500                 O206100500212 
170.00     5199.000   9.000      10.700     0.500                 O206100500213 
170.00     5299.000   9.000      9.600      0.200                 O206100500214 
170.00     5399.000   9.000      5.800      0.200                 O206100500215 
170.00     5499.000   9.000      5.500      0.200                 O206100500216 
170.00     5599.000   10.000     4.000      0.200                 O206100500217 
170.00     5699.000   10.000     3.400      0.200                 O206100500218 
170.00     5799.000   10.000     2.900      0.200                 O206100500219 
170.00     5899.000   10.000     8.800      0.200                 O206100500220 
170.00     5999.000   10.000     18.300     0.200                 O206100500221 
170.00     6099.000   10.000     11.600     0.200                 O206100500222 
ENDDATA            211          0                                 O206100500223 
ENDSUBENT          222          0                                 O206100599999 
SUBENT        O2061006   20121021                             O050O206100600001 
BIB                  3          6                                 O206100600002 
REACTION   (9-F-19(P,A)8-O-16,PAR,DA)                             O206100600003 
EN-SEC     (E-LVL,8-O-16)                                         O206100600004 
ERR-ANALYS (ERR-S,4.0,7.0).Statistical errors for the differentialO206100600005 
           cross sections from (p,a) reactions, included the      O206100600006 
           uncertainties in peak integration (including counting  O206100600007 
           statistics and background subtraction)                 O206100600008 
ENDBIB               6          0                                 O206100600009 
COMMON               1          3                                 O206100600010 
E-LVL                                                             O206100600011 
MEV                                                               O206100600012 
0.0                                                               O206100600013 
ENDCOMMON            3          0                                 O206100600014 
DATA                 5        133                                 O206100600015 
ANG        EN         EN-ERR     DATA       DATA-ERR              O206100600016 
ADEG       KEV        KEV        MB/SR      MB/SR                 O206100600017 
140.00     1498.000   3.000      0.560      0.040                 O206100600018 
140.00     1598.000   3.000      1.080      0.050                 O206100600019 
140.00     1798.000   3.000      2.970      0.110                 O206100600020 
140.00     1848.000   3.000      3.770      0.140                 O206100600021 
140.00     1873.000   3.000      3.150      0.130                 O206100600022 
140.00     1898.000   3.000      2.360      0.110                 O206100600023 
140.00     1923.000   3.000      1.890      0.100                 O206100600024 
140.00     1948.000   3.000      1.370      0.080                 O206100600025 
140.00     1973.000   3.000      1.110      0.080                 O206100600026 
140.00     1998.000   3.000      0.780      0.070                 O206100600027 
140.00     2023.000   3.000      0.660      0.060                 O206100600028 
140.00     2048.000   3.000      0.710      0.060                 O206100600029 
140.00     2073.000   4.000      0.540      0.060                 O206100600030 
140.00     2098.000   4.000      0.790      0.070                 O206100600031 
140.00     2123.000   4.000      1.110      0.080                 O206100600032 
140.00     2148.000   4.000      1.040      0.070                 O206100600033 
140.00     2173.000   4.000      0.970      0.070                 O206100600034 
140.00     2198.000   4.000      1.220      0.080                 O206100600035 
140.00     2298.000   4.000      3.910      0.140                 O206100600036 
140.00     2398.000   4.000      2.090      0.110                 O206100600037 
140.00     2499.000   4.000      2.670      0.120                 O206100600038 
140.00     2599.000   4.000      3.050      0.130                 O206100600039 
140.00     2699.000   5.000      2.050      0.120                 O206100600040 
140.00     3099.000   5.000      2.260      0.110                 O206100600041 
140.00     3199.000   5.000      3.040      0.130                 O206100600042 
140.00     3299.000   6.000      2.460      0.120                 O206100600043 
140.00     3399.000   6.000      0.540      0.040                 O206100600044 
140.00     3499.000   6.000      1.090      0.050                 O206100600045 
140.00     3599.000   6.000      0.890      0.050                 O206100600046 
140.00     3699.000   6.000      1.130      0.050                 O206100600047 
140.00     3799.000   6.000      1.410      0.050                 O206100600048 
140.00     3899.000   7.000      1.470      0.050                 O206100600049 
140.00     3999.000   7.000      1.120      0.050                 O206100600050 
140.00     4199.000   7.000      0.330      0.020                 O206100600051 
140.00     4299.000   7.000      0.780      0.030                 O206100600052 
150.00     1498.000   3.000      0.490      0.040                 O206100600053 
150.00     1598.000   3.000      1.330      0.090                 O206100600054 
150.00     1698.000   3.000      0.690      0.060                 O206100600055 
150.00     1798.000   3.000      3.760      0.130                 O206100600056 
150.00     1848.000   3.000      4.480      0.180                 O206100600057 
150.00     1873.000   3.000      4.120      0.170                 O206100600058 
150.00     1898.000   3.000      2.770      0.130                 O206100600059 
150.00     1923.000   3.000      2.060      0.080                 O206100600060 
150.00     1948.000   3.000      1.600      0.070                 O206100600061 
150.00     1973.000   3.000      1.070      0.050                 O206100600062 
150.00     1998.000   3.000      0.710      0.050                 O206100600063 
150.00     2023.000   3.000      0.680      0.050                 O206100600064 
150.00     2048.000   3.000      0.620      0.040                 O206100600065 
150.00     2073.000   4.000      0.540      0.040                 O206100600066 
150.00     2098.000   4.000      0.720      0.050                 O206100600067 
150.00     2123.000   4.000      0.730      0.050                 O206100600068 
150.00     2148.000   4.000      0.780      0.050                 O206100600069 
150.00     2173.000   4.000      0.990      0.050                 O206100600070 
150.00     2198.000   4.000      1.110      0.090                 O206100600071 
150.00     2298.000   4.000      4.690      0.170                 O206100600072 
150.00     2398.000   4.000      2.380      0.080                 O206100600073 
150.00     2499.000   4.000      3.200      0.150                 O206100600074 
150.00     2799.000   5.000      1.130      0.090                 O206100600075 
150.00     2899.000   5.000      1.560      0.100                 O206100600076 
150.00     2999.000   5.000      1.730      0.100                 O206100600077 
150.00     3099.000   5.000      2.820      0.140                 O206100600078 
150.00     3199.000   5.000      3.390      0.150                 O206100600079 
150.00     3299.000   6.000      3.200      0.150                 O206100600080 
150.00     3399.000   6.000      0.870      0.060                 O206100600081 
150.00     3499.000   6.000      0.880      0.050                 O206100600082 
150.00     3599.000   6.000      0.860      0.050                 O206100600083 
160.00     1498.000   3.000      0.370      0.030                 O206100600084 
160.00     1598.000   3.000      1.490      0.100                 O206100600085 
160.00     1698.000   3.000      0.710      0.050                 O206100600086 
160.00     1798.000   3.000      4.030      0.150                 O206100600087 
160.00     1848.000   3.000      5.360      0.220                 O206100600088 
160.00     1873.000   3.000      4.110      0.200                 O206100600089 
160.00     1898.000   3.000      2.990      0.160                 O206100600090 
160.00     1923.000   3.000      2.210      0.130                 O206100600091 
160.00     1948.000   3.000      1.690      0.130                 O206100600092 
160.00     1973.000   3.000      0.980      0.070                 O206100600093 
160.00     1998.000   3.000      0.670      0.050                 O206100600094 
160.00     2023.000   3.000      0.510      0.050                 O206100600095 
160.00     2048.000   3.000      0.490      0.030                 O206100600096 
160.00     2073.000   4.000      0.460      0.030                 O206100600097 
160.00     2098.000   4.000      0.530      0.050                 O206100600098 
160.00     2123.000   4.000      0.480      0.030                 O206100600099 
160.00     2148.000   4.000      0.610      0.050                 O206100600100 
160.00     2173.000   4.000      0.900      0.050                 O206100600101 
160.00     2198.000   4.000      1.090      0.080                 O206100600102 
160.00     2298.000   4.000      5.060      0.200                 O206100600103 
160.00     2398.000   4.000      2.460      0.160                 O206100600104 
160.00     2699.000   5.000      2.290      0.130                 O206100600105 
160.00     2799.000   5.000      0.820      0.070                 O206100600106 
160.00     2899.000   5.000      1.500      0.070                 O206100600107 
160.00     2999.000   5.000      1.410      0.070                 O206100600108 
160.00     3099.000   5.000      2.940      0.100                 O206100600109 
160.00     3199.000   5.000      3.730      0.120                 O206100600110 
160.00     3299.000   6.000      3.940      0.120                 O206100600111 
160.00     3399.000   6.000      1.200      0.050                 O206100600112 
170.00     1498.000   3.000      0.360      0.030                 O206100600113 
170.00     1598.000   3.000      1.570      0.080                 O206100600114 
170.00     1698.000   3.000      0.690      0.050                 O206100600115 
170.00     1798.000   3.000      4.260      0.100                 O206100600116 
170.00     1848.000   3.000      5.630      0.140                 O206100600117 
170.00     1873.000   3.000      4.760      0.130                 O206100600118 
170.00     1898.000   3.000      3.350      0.110                 O206100600119 
170.00     1923.000   3.000      2.260      0.080                 O206100600120 
170.00     1948.000   3.000      1.720      0.070                 O206100600121 
170.00     1973.000   3.000      1.150      0.070                 O206100600122 
170.00     1998.000   3.000      0.620      0.040                 O206100600123 
170.00     2023.000   3.000      0.530      0.040                 O206100600124 
170.00     2048.000   3.000      0.430      0.030                 O206100600125 
170.00     2073.000   4.000      0.400      0.030                 O206100600126 
170.00     2098.000   4.000      0.440      0.030                 O206100600127 
170.00     2123.000   4.000      0.320      0.030                 O206100600128 
170.00     2148.000   4.000      0.430      0.030                 O206100600129 
170.00     2173.000   4.000      0.830      0.050                 O206100600130 
170.00     2198.000   4.000      1.010      0.080                 O206100600131 
170.00     2298.000   4.000      5.100      0.190                 O206100600132 
170.00     2599.000   4.000      3.860      0.150                 O206100600133 
170.00     2699.000   5.000      2.420      0.120                 O206100600134 
170.00     2799.000   5.000      0.630      0.040                 O206100600135 
170.00     2899.000   5.000      1.580      0.070                 O206100600136 
170.00     2999.000   5.000      1.350      0.070                 O206100600137 
170.00     3099.000   5.000      3.150      0.100                 O206100600138 
170.00     3199.000   5.000      4.040      0.110                 O206100600139 
170.00     3299.000   6.000      4.710      0.120                 O206100600140 
170.00     3399.000   6.000      1.430      0.050                 O206100600141 
170.00     3499.000   6.000      0.410      0.020                 O206100600142 
170.00     3599.000   6.000      1.270      0.070                 O206100600143 
170.00     3699.000   6.000      2.280      0.080                 O206100600144 
170.00     3799.000   6.000      3.230      0.060                 O206100600145 
170.00     3899.000   7.000      4.250      0.100                 O206100600146 
170.00     3999.000   7.000      3.490      0.060                 O206100600147 
170.00     4099.000   7.000      3.070      0.080                 O206100600148 
170.00     4199.000   7.000      0.230      0.020                 O206100600149 
170.00     4299.000   7.000      1.000      0.030                 O206100600150 
ENDDATA            135          0                                 O206100600151 
ENDSUBENT          150          0                                 O206100699999 
SUBENT        O2061007   20121021                             O050O206100700001 
BIB                  3          6                                 O206100700002 
REACTION   (9-F-19(P,A)8-O-16,PAR,DA)                             O206100700003 
EN-SEC     (E-LVL,8-O-16)                                         O206100700004 
ERR-ANALYS (ERR-S,4.0,7.0).Statistical errors for the differentialO206100700005 
           cross sections from (p,a) reactions, included the      O206100700006 
           uncertainties in peak integration (including counting  O206100700007 
           statistics and background subtraction)                 O206100700008 
ENDBIB               6          0                                 O206100700009 
COMMON               2          3                                 O206100700010 
E-LVL      E-LVL                                                  O206100700011 
MEV        MEV                                                    O206100700012 
6.049      6.130                                                  O206100700013 
ENDCOMMON            3          0                                 O206100700014 
DATA                 5        133                                 O206100700015 
ANG        EN         EN-ERR     DATA       DATA-ERR              O206100700016 
ADEG       KEV        KEV        MB/SR      MB/SR                 O206100700017 
140.00     1498.000   3.000      1.600      0.080                 O206100700018 
140.00     1598.000   3.000      2.760      0.090                 O206100700019 
140.00     1698.000   3.000      3.020      0.100                 O206100700020 
140.00     1798.000   3.000      1.880      0.070                 O206100700021 
140.00     1848.000   3.000      3.580      0.110                 O206100700022 
140.00     1873.000   3.000      3.470      0.110                 O206100700023 
140.00     1898.000   3.000      3.540      0.110                 O206100700024 
140.00     1923.000   3.000      4.470      0.120                 O206100700025 
140.00     1948.000   3.000      2.890      0.090                 O206100700026 
140.00     1973.000   3.000      2.010      0.080                 O206100700027 
140.00     1998.000   3.000      1.740      0.080                 O206100700028 
140.00     2023.000   3.000      2.020      0.080                 O206100700029 
140.00     2048.000   3.000      2.310      0.090                 O206100700030 
140.00     2073.000   4.000      2.060      0.080                 O206100700031 
140.00     2098.000   4.000      1.930      0.080                 O206100700032 
140.00     2123.000   4.000      2.120      0.080                 O206100700033 
140.00     2148.000   4.000      2.740      0.090                 O206100700034 
140.00     2173.000   4.000      3.040      0.100                 O206100700035 
140.00     2198.000   4.000      3.000      0.100                 O206100700036 
140.00     2298.000   4.000      4.510      0.120                 O206100700037 
140.00     2398.000   4.000      4.660      0.120                 O206100700038 
140.00     2499.000   4.000      10.670     0.200                 O206100700039 
140.00     2599.000   4.000      8.580      0.180                 O206100700040 
140.00     2699.000   5.000      3.920      0.110                 O206100700041 
140.00     2799.000   5.000      5.060      0.130                 O206100700042 
140.00     2899.000   5.000      2.490      0.090                 O206100700043 
140.00     2999.000   5.000      3.020      0.100                 O206100700044 
140.00     3099.000   5.000      5.620      0.140                 O206100700045 
140.00     3199.000   5.000      4.460      0.120                 O206100700046 
140.00     3299.000   6.000      3.430      0.110                 O206100700047 
140.00     3399.000   6.000      2.370      0.070                 O206100700048 
140.00     3499.000   6.000      4.160      0.090                 O206100700049 
140.00     3599.000   6.000      2.840      0.070                 O206100700050 
140.00     3699.000   6.000      2.430      0.070                 O206100700051 
140.00     3799.000   6.000      2.950      0.110                 O206100700052 
140.00     3899.000   7.000      3.650      0.120                 O206100700053 
150.00     1498.000   3.000      1.810      0.090                 O206100700054 
150.00     1598.000   3.000      2.830      0.110                 O206100700055 
150.00     1698.000   3.000      2.700      0.110                 O206100700056 
150.00     1798.000   3.000      2.130      0.080                 O206100700057 
150.00     1848.000   3.000      3.960      0.130                 O206100700058 
150.00     1898.000   3.000      3.710      0.120                 O206100700059 
150.00     1923.000   3.000      4.620      0.130                 O206100700060 
150.00     1948.000   3.000      2.990      0.110                 O206100700061 
150.00     1973.000   3.000      2.010      0.090                 O206100700062 
150.00     1998.000   3.000      1.310      0.070                 O206100700063 
150.00     2023.000   3.000      1.270      0.070                 O206100700064 
150.00     2048.000   3.000      1.490      0.080                 O206100700065 
150.00     2073.000   4.000      1.390      0.070                 O206100700066 
150.00     2098.000   4.000      1.400      0.070                 O206100700067 
150.00     2123.000   4.000      1.490      0.080                 O206100700068 
150.00     2148.000   4.000      2.520      0.100                 O206100700069 
150.00     2173.000   4.000      2.850      0.100                 O206100700070 
150.00     2198.000   4.000      3.000      0.110                 O206100700071 
150.00     2298.000   4.000      4.460      0.130                 O206100700072 
150.00     2398.000   4.000      4.360      0.130                 O206100700073 
150.00     2499.000   4.000      10.480     0.200                 O206100700074 
150.00     2599.000   4.000      9.200      0.190                 O206100700075 
150.00     2699.000   5.000      4.270      0.130                 O206100700076 
150.00     2799.000   5.000      4.930      0.140                 O206100700077 
150.00     2899.000   5.000      2.270      0.090                 O206100700078 
150.00     2999.000   5.000      2.930      0.110                 O206100700079 
150.00     3099.000   5.000      5.670      0.150                 O206100700080 
150.00     3199.000   5.000      4.830      0.140                 O206100700081 
150.00     3299.000   6.000      2.960      0.110                 O206100700082 
150.00     3399.000   6.000      2.380      0.070                 O206100700083 
150.00     3499.000   6.000      3.460      0.090                 O206100700084 
150.00     3599.000   6.000      2.560      0.130                 O206100700085 
150.00     3699.000   6.000      2.600      0.110                 O206100700086 
160.00     1498.000   3.000      2.030      0.090                 O206100700087 
160.00     1598.000   3.000      2.840      0.110                 O206100700088 
160.00     1698.000   3.000      2.570      0.130                 O206100700089 
160.00     1798.000   3.000      2.280      0.080                 O206100700090 
160.00     1848.000   3.000      4.240      0.140                 O206100700091 
160.00     1873.000   3.000      4.520      0.140                 O206100700092 
160.00     1898.000   3.000      4.590      0.140                 O206100700093 
160.00     1923.000   3.000      4.760      0.140                 O206100700094 
160.00     1948.000   3.000      3.180      0.120                 O206100700095 
160.00     1973.000   3.000      1.700      0.080                 O206100700096 
160.00     1998.000   3.000      1.050      0.070                 O206100700097 
160.00     2023.000   3.000      0.760      0.050                 O206100700098 
160.00     2048.000   3.000      0.800      0.050                 O206100700099 
160.00     2073.000   4.000      0.850      0.060                 O206100700100 
160.00     2098.000   4.000      0.780      0.050                 O206100700101 
160.00     2123.000   4.000      1.140      0.070                 O206100700102 
160.00     2148.000   4.000      2.070      0.090                 O206100700103 
160.00     2173.000   4.000      2.580      0.100                 O206100700104 
160.00     2198.000   4.000      2.870      0.110                 O206100700105 
160.00     2298.000   4.000      3.630      0.130                 O206100700106 
160.00     2398.000   4.000      3.570      0.120                 O206100700107 
160.00     2499.000   4.000      10.240     0.210                 O206100700108 
160.00     2599.000   4.000      8.660      0.190                 O206100700109 
160.00     2699.000   5.000      4.120      0.130                 O206100700110 
160.00     2799.000   5.000      4.640      0.140                 O206100700111 
160.00     2899.000   5.000      1.630      0.080                 O206100700112 
160.00     2999.000   5.000      2.930      0.110                 O206100700113 
160.00     3099.000   5.000      5.350      0.150                 O206100700114 
160.00     3199.000   5.000      4.590      0.140                 O206100700115 
160.00     3299.000   6.000      2.120      0.090                 O206100700116 
160.00     3399.000   6.000      2.240      0.080                 O206100700117 
160.00     3499.000   6.000      3.220      0.140                 O206100700118 
160.00     3599.000   6.000      2.610      0.130                 O206100700119 
170.00     1598.000   3.000      2.790      0.130                 O206100700120 
170.00     1698.000   3.000      2.860      0.150                 O206100700121 
170.00     1798.000   3.000      2.250      0.080                 O206100700122 
170.00     1848.000   3.000      4.290      0.130                 O206100700123 
170.00     1873.000   3.000      4.490      0.130                 O206100700124 
170.00     1898.000   3.000      4.440      0.120                 O206100700125 
170.00     1923.000   3.000      4.920      0.130                 O206100700126 
170.00     1948.000   3.000      3.310      0.110                 O206100700127 
170.00     1973.000   3.000      1.910      0.080                 O206100700128 
170.00     1998.000   3.000      0.880      0.050                 O206100700129 
170.00     2023.000   3.000      0.470      0.040                 O206100700130 
170.00     2048.000   3.000      0.440      0.040                 O206100700131 
170.00     2073.000   4.000      0.460      0.040                 O206100700132 
170.00     2098.000   4.000      0.570      0.040                 O206100700133 
170.00     2123.000   4.000      0.880      0.050                 O206100700134 
170.00     2148.000   4.000      1.680      0.080                 O206100700135 
170.00     2173.000   4.000      2.220      0.090                 O206100700136 
170.00     2198.000   4.000      2.770      0.100                 O206100700137 
170.00     2298.000   4.000      3.660      0.120                 O206100700138 
170.00     2398.000   4.000      3.280      0.110                 O206100700139 
170.00     2499.000   4.000      9.940      0.190                 O206100700140 
170.00     2599.000   4.000      8.500      0.180                 O206100700141 
170.00     2699.000   5.000      4.230      0.120                 O206100700142 
170.00     2799.000   5.000      4.470      0.130                 O206100700143 
170.00     2899.000   5.000      1.240      0.060                 O206100700144 
170.00     2999.000   5.000      3.130      0.100                 O206100700145 
170.00     3099.000   5.000      4.970      0.140                 O206100700146 
170.00     3199.000   5.000      4.410      0.130                 O206100700147 
170.00     3299.000   6.000      1.480      0.070                 O206100700148 
170.00     3399.000   6.000      2.380      0.070                 O206100700149 
170.00     3499.000   6.000      2.680      0.100                 O206100700150 
ENDDATA            135          0                                 O206100700151 
ENDSUBENT          150          0                                 O206100799999 
ENDENTRY             7          0                                 O206199999999 
