ENTRY            O1751   20090604                             O040O175100000001 
SUBENT        O1751001   20090604                             O040O175100100001 
BIB                 13         33                                 O175100100002 
TITLE      The elastic and inelastic scattering of 20-28 MeV      O175100100003 
           polarized protons by carbon.                           O175100100004 
AUTHOR     (R.M.Craig, J.C.Dore, G.W.Greenlees, J.Lowe,           O175100100005 
           D.L Watson)                                            O175100100006 
INSTITUTE  (2UK BIR)                                              O175100100007 
REFERENCE  (J,NP,79,177,1966)                                     O175100100008 
FACILITY   (LINAC,2UK NIN).                                       O175100100009 
INC-SOURCE (POLIS) With a polarized ion source, accelerator       O175100100010 
           produces a beam of 2.0E+8 proton per second, with      O175100100011 
           polarization of 30-50% at 30 or 50 MeV.                O175100100012 
METHOD     (EDEG)                                                 O175100100013 
SAMPLE     A 35 mg/cm**2 carbon foil mounted 25 cm behind the     O175100100014 
           degrades was used.                                     O175100100015 
           A 12 mg/cm**2 gold target was used as monitor.         O175100100016 
           The polarimeter target is a 65 mg/cm**2 carbon foil.   O175100100017 
DETECTOR   (SCIN).Two NE102 plastic scintillator for monitor.     O175100100018 
           (NAICR)  for main target                               O175100100019 
           (TELES) Two scintillation counter telescopes for       O175100100020 
           detection scattered protons and the polarimeter        O175100100021 
           target.                                                O175100100022 
ERR-ANALYS (DATA-ERR).This Uncertainty by Authors in Data Table.  O175100100023 
           The error given arise mainly from statistics, but      O175100100024 
           errors due to background subtraction, incomplete       O175100100025 
           separation of the peaks and uncertainties in the       O175100100026 
           polarimeter efficiency are occasionally appreciable.   O175100100027 
           The measurement of polarizations using a polarized     O175100100028 
           incident beam is relatively free from systematic errorsO175100100029 
           but the possibility of such errors arising from change O175100100030 
           of beam position or direction on spin inversion- there O175100100031 
           errors were negligible in the present experiment.      O175100100032 
ADD-RES    (COMP).Optical Model.                                  O175100100033 
STATUS     (TABLE) Table in text.                                 O175100100034 
HISTORY    (20090604C) SB                                         O175100100035 
ENDBIB              33          0                                 O175100100036 
NOCOMMON             0          0                                 O175100100037 
ENDSUBENT           36          0                                 O175100199999 
SUBENT        O1751002   20090604                             O040O175100200001 
BIB                  1          1                                 O175100200002 
REACTION   (6-C-12(P,EL)6-C-12,,POL/DA,,ANA)                      O175100200003 
ENDBIB               1          0                                 O175100200004 
NOCOMMON             0          0                                 O175100200005 
DATA                 4        196                                 O175100200006 
EN         ANG-CM     DATA       DATA-ERR                         O175100200007 
MEV        ADEG       NO-DIM     NO-DIM                           O175100200008 
   20.20000   21.60000   -0.00100    0.01300                      O175100200009 
   20.20000   27.00000   -0.01600    0.01600                      O175100200010 
   20.20000   32.40000   -0.03200    0.01700                      O175100200011 
   20.20000   37.70000   -0.08400    0.01200                      O175100200012 
   20.20000   43.10000   -0.12100    0.01300                      O175100200013 
   20.20000   48.40000   -0.19400    0.02000                      O175100200014 
   20.20000   53.70000   -0.20500    0.02700                      O175100200015 
   20.20000   58.90000   -0.00500    0.02300                      O175100200016 
   20.20000   64.10000    0.27000    0.02200                      O175100200017 
   20.20000   69.30000    0.41300    0.02000                      O175100200018 
   20.20000   74.50000    0.45100    0.02100                      O175100200019 
   20.20000   79.60000    0.49700    0.02100                      O175100200020 
   20.20000   84.70000    0.49500    0.02100                      O175100200021 
   20.20000   89.90000    0.45700    0.01900                      O175100200022 
   20.20000   94.80000    0.38400    0.01800                      O175100200023 
   20.20000   99.80000    0.35200    0.01700                      O175100200024 
   20.20000  104.70000    0.28600    0.01700                      O175100200025 
   20.20000  109.60000    0.26100    0.02000                      O175100200026 
   20.20000  114.50000    0.29100    0.02200                      O175100200027 
   20.20000  119.60000    0.34000    0.02300                      O175100200028 
   20.20000  124.10000    0.42900    0.02400                      O175100200029 
   20.20000  128.90000    0.58100    0.08400                      O175100200030 
   20.20000  133.70000    0.73400    0.04600                      O175100200031 
   20.20000  138.40000    0.82600    0.04400                      O175100200032 
   20.20000  143.10000    0.80800    0.04000                      O175100200033 
   20.20000  147.70000    0.51700    0.04300                      O175100200034 
   20.20000  152.40000    0.38000    0.04200                      O175100200035 
   20.20000  157.00000    0.29300    0.04800                      O175100200036 
   20.20000  161.60000    0.28300    0.04900                      O175100200037 
   21.70000   21.60000   -0.08000    0.01400                      O175100200038 
   21.70000   27.00000   -0.11700    0.01800                      O175100200039 
   21.70000   32.40000   -0.14900    0.01600                      O175100200040 
   21.70000   37.70000   -0.18700    0.01600                      O175100200041 
   21.70000   43.10000   -0.21900    0.01600                      O175100200042 
   21.70000   48.40000   -0.15200    0.02400                      O175100200043 
   21.70000   53.70000    0.01700    0.03200                      O175100200044 
   21.70000   58.90000    0.16900    0.02900                      O175100200045 
   21.70000   64.10000    0.42900    0.03100                      O175100200046 
