ENTRY            O0590   20040414                             0000O059000000001 
SUBENT        O0590001   20040414                             0000O059000100001 
BIB                  8         15                                 O059000100002 
TITLE      Mass yield curves in low-energy proton induced fission O059000100003 
           of U-233, U-235, U-236, Np-237, Pu-239, Pu-242, Pu-244,O059000100004 
           Am-241 and Am-243.                                     O059000100005 
AUTHOR     (T.Ohtsuki, Y.Nagame, K.Tsukada, N.Shinohara, S.Baba,  O059000100006 
           K.Hashimoto, I.Nishinaka, K.Sueki, Y.Hatsukawa, K.Hata,O059000100007 
           T.Sekine, I.Kanno, H.Ikezoe, H.Nakahara)               O059000100008 
INSTITUTE  (2JPNJPN) Tokyo metropolitan university, japan.        O059000100009 
           (2JPNJAE)                                              O059000100010 
REFERENCE  (J,PR/C,44,1405,1991)                                  O059000100011 
HISTORY    (19991021C)                                            O059000100012 
           (20040412D) Deleted. This entry is same as E1411       O059000100013 
           (20040414U) Last checking has been done.               O059000100014 
DETECTOR   (HPGE) A high-purity Ge detector.                      O059000100015 
FACILITY   (VDGT,2JPNJAE)                                         O059000100016 
METHOD     (STTA)                                                 O059000100017 
ENDBIB              15          0                                 O059000100018 
NOCOMMON             0          0                                 O059000100019 
ENDSUBENT           18          0                                 O059000199999 
NOSUBENT      O0590002                                        0000O059000200001 
NOSUBENT      O0590003                                        0000O059000300001 
NOSUBENT      O0590004                                        0000O059000400001 
NOSUBENT      O0590005                                        0000O059000500001 
NOSUBENT      O0590006                                        0000O059000600001 
NOSUBENT      O0590007                                        0000O059000700001 
NOSUBENT      O0590008                                        0000O059000800001 
NOSUBENT      O0590009                                        0000O059000900001 
NOSUBENT      O0590010                                        0000O059001000001 
NOSUBENT      O0590011                                        0000O059001100001 
NOSUBENT      O0590012                                        0000O059001200001 
NOSUBENT      O0590013                                        0000O059001300001 
NOSUBENT      O0590014                                        0000O059001400001 
NOSUBENT      O0590015                                        0000O059001500001 
NOSUBENT      O0590016                                        0000O059001600001 
NOSUBENT      O0590017                                        0000O059001700001 
NOSUBENT      O0590018                                        0000O059001800001 
NOSUBENT      O0590019                                        0000O059001900001 
NOSUBENT      O0590020                                        0000O059002000001 
NOSUBENT      O0590021                                        0000O059002100001 
NOSUBENT      O0590022                                        0000O059002200001 
NOSUBENT      O0590023                                        0000O059002300001 
NOSUBENT      O0590024                                        0000O059002400001 
NOSUBENT      O0590025                                        0000O059002500001 
NOSUBENT      O0590026                                        0000O059002600001 
NOSUBENT      O0590027                                        0000O059002700001 
NOSUBENT      O0590028                                        0000O059002800001 
NOSUBENT      O0590029                                        0000O059002900001 
