EN         E-LVL      ANG-CM     DATA-CM    DATA-ERR              O177500200011 
MEV        MEV        ADEG       MB/SR      PER-CENT              O177500200012 
    7.00000    2.56000   12.50000    0.04500   16.00000           O177500300174 
    7.00000    2.56000   20.30000    0.02100   14.00000           O177500300175 
    7.00000    2.78000    0.00000    0.33000   12.00000           O177500300176 
    7.00000    2.78000    5.60000    0.30000   13.00000           O177500300177 
    7.00000    2.78000   12.60000    0.15400   18.00000           O177500300178 
    7.00000    2.78000   20.80000    0.03600   17.00000           O177500300179 
    7.00000    2.78000   66.30000    0.02200   30.00000           O177500300180 
    7.00000    2.83000    0.00000    0.04000   15.00000           O177500300181 
    7.00000    2.83000    8.70000    0.05000   22.00000           O177500300182 
    7.00000    2.83000   15.20000    0.16200   18.00000           O177500300183 
    7.00000    2.83000   23.00000    0.23000   17.00000           O177500300184 
    7.00000    2.83000   30.20000    0.37300    7.00000           O177500300185 
    7.00000    2.83000   37.20000    0.40100    7.00000           O177500300186 
    7.00000    2.83000   44.80000    0.33000   12.00000           O177500300187 
    7.00000    2.83000   52.90000    0.22800    8.00000           O177500300188 
    7.00000    2.83000   59.70000    0.15000   10.00000           O177500300189 
    7.00000    2.83000   67.40000    0.09100    8.00000           O177500300190 
    7.00000    2.83000   74.70000    0.05800   16.00000           O177500300191 
    7.00000    2.83000   82.40000    0.08700   11.00000           O177500300192 
    7.00000    2.83000   89.40000    0.08800    9.00000           O177500300193 
    7.00000    2.83000   96.40000    0.09600    9.00000           O177500300194 
    7.00000    2.83000  104.40000    0.08800   11.00000           O177500300195 
    7.00000    2.83000  112.30000    0.03400   21.00000           O177500300196 
    7.00000    2.83000  119.80000    0.01400   40.00000           O177500300197 
    7.00000    3.52000    0.00000    0.14000   21.00000           O177500300198 
    7.00000    3.52000    7.00000    0.09000   11.00000           O177500300199 
    7.00000    3.52000   14.00000    0.04200   29.00000           O177500300200 
    7.00000    3.52000   22.40000    0.03000   30.00000           O177500300201 
    7.00000    3.52000   29.30000    0.03700   40.00000           O177500300202 
    7.00000    3.81000    0.00000    0.28000   14.00000           O177500300203 
    7.00000    3.81000    2.20000    0.26000   23.00000           O177500300204 
    7.00000    3.81000    9.70000    0.10000   19.00000           O177500300205 
    7.00000    3.81000   18.30000    0.05700   30.00000           O177500300206 
    7.00000    4.04000    0.00000    0.17500   11.00000           O177500300207 
    7.00000    4.04000    3.30000    0.14300   10.00000           O177500300208 
    7.00000    4.04000   11.10000    0.07500   15.00000           O177500300209 
    7.00000    4.04000   19.60000    0.01700   29.00000           O177500300210 
    7.00000    4.74000    0.00000    0.07500   24.00000           O177500300211 
    7.00000    4.74000    4.80000    0.10200   19.00000           O177500300212 
    7.00000    4.74000   11.90000    0.12000   25.00000           O177500300213 
    7.00000    4.74000   19.80000    0.03800   40.00000           O177500300214 
    7.00000    5.22000    0.00000    0.08600   21.00000           O177500300215 
    7.00000    5.22000    5.30000    0.10100   18.00000           O177500300216 
    7.00000    5.22000   13.60000    0.13000   23.00000           O177500300217 
    7.00000    5.22000   21.10000    0.04900   40.00000           O177500300218 
    7.00000    5.35000    0.00000    0.39400    7.00000           O177500300219 
    7.00000    5.35000    6.10000    0.33000    8.00000           O177500300220 
    7.00000    5.35000   13.90000    0.14800   11.00000           O177500300221 
    7.00000    5.35000   21.80000    0.06500   14.00000           O177500300222 
ENDDATA            211          0                                 O177500300223 
ENDSUBENT          222          0                                 O177500399999 
ENDENTRY             3          0                                 O177599999999 
