ENTRY            O0507   19991117                             0000O050700000001 
SUBENT        O0507001   19991117                             0000O050700100001 
BIB                 12         32                                 O050700100002 
TITLE      Inclusive (P,HE3) Reactions on Co-59 and Au-197 at     O050700100003 
           Incident Energies of 120,160 and 200 MeV.              O050700100004 
AUTHOR     (A.A.COWLEY,G.J.ARENDSE,G.F.STEYN,J.A.STANDER,         O050700100005 
           W.A.RICHTER,S.S.DIMITROVA,P.DEMETRIOU,P.E.HODGSON)     O050700100006 
INSTITUTE  (3SAFSTL)                                              O050700100007 
           (3SAFNAC)                                              O050700100008 
           (2UK OXF)                                              O050700100009 
           (2FR FR ).University Pierre and Marie Curie.           O050700100010 
           (2FR PAR)                                              O050700100011 
REFERENCE  (J,PR/C,55,1843,1997)                                  O050700100012 
HISTORY    (19990318C)                                            O050700100013 
           (19990516U) Last checking has been done.               O050700100014 
           (19991117A) DATE is corrected                          O050700100015 
SAMPLE     The Self-Supporting Targets were Metals of Natural     O050700100016 
           Elements (100% OCCURRENCE OF THE ISOTOPE OF INTEREST)  O050700100017 
           Of Thickness in the Range 1-4 mg/cm**2.                O050700100018 
ADD-RES    (COMP).A Statistical Multistep Direct Reaction Theory. O050700100019 
DETECTOR   (TELES) A Detector Telescope Consisting of a 150 Mum   O050700100020 
           Silicon Surface Barrier Detector Followed by Three     O050700100021 
           Si(LI) Detectors of 5 mm Nominal Thickness Each,and a  O050700100022 
            2 mm Silicon Surface Barrier Veto Detector was Used.  O050700100023 
           Particle Identification was Achieved with a Standard   O050700100024 
           Del'Ta E-E Technique in Which Various Combinations of  O050700100025 
           The Detector in the Telescope were Used to Measure     O050700100026 
           Energy Loss and Total Energy of the Ejectiles.         O050700100027 
FACILITY   (ISOCY,3SAFNAC)                                        O050700100028 
METHOD     (SITA)                                                 O050700100029 
           (EDE)                                                  O050700100030 
ERR-ANALYS (ERR-1).The Uncertainty in the Thicknesses of the      O050700100031 
           Targets Up to 8%.                                      O050700100032 
           (EN-ERR).The Uncertainty is Reported by Authors.       O050700100033 
STATUS     (CURVE).By CAJAD.                                      O050700100034 
ENDBIB              32          0                                 O050700100035 
COMMON               2          3                                 O050700100036 
EN-ERR     ERR-1                                                  O050700100037 
MEV        PER-CENT                                               O050700100038 
        0.5         8.                                            O050700100039 
ENDCOMMON            3          0                                 O050700100040 
ENDSUBENT           39          0                                 O050700199999 
SUBENT        O0507002   19991117                             0000O050700200001 
BIB                  3          3                                 O050700200002 
REACTION   (27-CO-59(P,X)2-HE-3,,DA/DE)                           O050700200003 
EN-SEC     (E,HE3)                                                O050700200004 
ERR-ANALYS (ERR-T).The Uncertainty is Reported by Authors.        O050700200005 
ENDBIB               3          0                                 O050700200006 
NOCOMMON             0          0                                 O050700200007 
DATA                 5        576                                 O050700200008 
EN         ANG        E          DATA       ERR-T                 O050700200009 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             O050700200010 
       120.        10.        25. 7.0647E-02 1.4984E-03           O050700200011 
       120.        10.        30. 6.4208E-02 1.4795E-03           O050700200012 
       120.        10.        35. 5.5731E-02 1.3412E-03           O050700200013 
       120.        10.        40. 5.1373E-02  1.308E-03           O050700200014 
       120.        10.        45. 4.9994E-02 1.2434E-03           O050700200015 
       120.        10.        50. 4.9534E-02 1.2667E-03           O050700200016 
       120.        10.        55. 4.6037E-02 1.2163E-03           O050700200017 
       120.        10.        60. 4.3805E-02 1.2198E-03           O050700200018 
       120.        10.        65. 4.2645E-02 1.1651E-03           O050700200019 
       120.        10.        70. 3.9721E-02 1.1229E-03           O050700200020 
       120.        10.        75. 3.8152E-02 1.0992E-03           O050700200021 
       120.        10.        80.  3.908E-02 1.1114E-03           O050700200022 
       120.        10.        85. 3.6812E-02 1.0779E-03           O050700200023 
       120.        10.        90. 4.0335E-02 1.1622E-03           O050700200024 
       120.        10.        97. 4.5039E-02  1.312E-03           O050700200025 
       120.        10.       105.  4.148E-02 1.1419E-03           O050700200026 
       120.        10.       113. 3.4505E-03 3.3933E-04           O050700200027 
       120.        20.        25.   6.66E-02 9.2518E-04           O050700200028 
       120.        20.        30. 5.7445E-02 8.8992E-04           O050700200029 
       120.        20.        35.  5.447E-02 8.4322E-04           O050700200030 
       120.        20.        40.  4.779E-02 8.0228E-04           O050700200031 
       120.        20.        45. 4.4069E-02 7.4239E-04           O050700200032 
       120.        20.        50. 4.0202E-02  7.257E-04           O050700200033 
       120.        20.        55. 3.9148E-02 7.1327E-04           O050700200034 
       120.        20.        60. 3.4413E-02 6.8757E-04           O050700200035 
       120.        20.        65. 3.0361E-02 6.2517E-04           O050700200036 
       120.        20.        70. 2.7664E-02 5.9595E-04           O050700200037 
       120.        20.        75. 2.4224E-02 5.5697E-04           O050700200038 
       120.        20.        80. 2.1378E-02 5.2274E-04           O050700200039 
       120.        20.        85. 2.0329E-02 5.0937E-04           O050700200040 
       120.        20.        90. 1.8626E-02 5.0226E-04           O050700200041 
       120.        20.        97. 1.6407E-02 5.0358E-04           O050700200042 
       120.        20.       105. 1.4579E-02 4.3053E-04           O050700200043 
       120.        20.       113. 6.8718E-04   9.63E-05           O050700200044 
       120.        30.        25. 5.3337E-02 7.2064E-04           O050700200045 
       120.        30.        30. 4.6598E-02 6.9763E-04           O050700200046 
       120.        30.        35.  3.885E-02 6.1983E-04           O050700200047 
       120.        30.        40. 3.5357E-02 6.0064E-04           O050700200048 
       120.        30.        45. 3.2277E-02   5.53E-04           O050700200049 
       120.        30.        50. 2.9061E-02 5.3704E-04           O050700200050 
       120.        30.        55. 2.4189E-02   4.88E-04           O050700200051 
       120.        30.        60. 2.1462E-02 4.7261E-04           O050700200052 
       120.        30.        65. 1.8004E-02 4.1902E-04           O050700200053 
       120.        30.        70. 1.5168E-02 3.8409E-04           O050700200054 
       120.        30.        75. 1.2417E-02 3.4709E-04           O050700200055 
       120.        30.        80. 1.1036E-02  3.269E-04           O050700200056 
       120.        30.        85.  9.145E-03 2.9736E-04           O050700200057 
       120.        30.        90. 7.0219E-03 2.6842E-04           O050700200058 
       120.        30.        97. 4.4088E-03 2.2722E-04           O050700200059 
       120.        30.       105. 2.3527E-03 1.5053E-04           O050700200060 
       120.        30.       113. 1.3416E-04 3.7036E-05           O050700200061 
       120.        40.        25.  4.753E-02 4.7806E-04           O050700200062 
       120.        40.        30. 3.9252E-02 4.4996E-04           O050700200063 
       120.        40.        35. 3.2883E-02 4.0074E-04           O050700200064 
       120.        40.        40. 2.8322E-02 3.7778E-04           O050700200065 
       120.        40.        45. 2.3964E-02 3.3485E-04           O050700200066 
       120.        40.        50.  2.005E-02 3.1348E-04           O050700200067 
       120.        40.        55. 1.6977E-02 2.8731E-04           O050700200068 
       120.        40.        60. 1.3544E-02 2.6384E-04           O050700200069 
       120.        40.        65. 1.1063E-02 2.3083E-04           O050700200070 
       120.        40.        70.  8.704E-03 2.0447E-04           O050700200071 
       120.        40.        75. 6.7325E-03  1.796E-04           O050700200072 
       120.        40.        80. 5.1997E-03 1.5769E-04           O050700200073 
       120.        40.        85. 3.6933E-03  1.328E-04           O050700200074 
       120.        40.        90. 3.0112E-03 1.2352E-04           O050700200075 
       120.        40.        97. 1.6919E-03 9.8917E-05           O050700200076 
       120.        40.       105. 5.3451E-04 5.0423E-05           O050700200077 
       120.        40.       113. 1.0223E-05 7.1847E-06           O050700200078 
       120.        50.        25. 4.4224E-02 3.3576E-04           O050700200079 
       120.        50.        30. 3.4302E-02 3.0626E-04           O050700200080 
       120.        50.        35. 2.8004E-02 2.6927E-04           O050700200081 
       120.        50.        40. 2.3196E-02 2.4893E-04           O050700200082 
       120.        50.        45. 1.8333E-02 2.1325E-04           O050700200083 
       120.        50.        50. 1.5033E-02 1.9764E-04           O050700200084 
       120.        50.        55. 1.1873E-02 1.7494E-04           O050700200085 
       120.        50.        60. 9.2679E-03 1.5891E-04           O050700200086 
       120.        50.        65. 6.7765E-03 1.3154E-04           O050700200087 
       120.        50.        70.  5.367E-03 1.1691E-04           O050700200088 
       120.        50.        75.  3.753E-03 9.7637E-05           O050700200089 
       120.        50.        80. 2.7704E-03 8.3809E-05           O050700200090 
       120.        50.        85. 1.8177E-03 6.7835E-05           O050700200091 
       120.        50.        90. 1.2154E-03  5.714E-05           O050700200092 
       120.        50.        97. 6.3472E-04 4.4113E-05           O050700200093 
       120.        50.       105. 1.5789E-04 1.9954E-05           O050700200094 
       120.        50.       113. 5.4066E-06 3.8042E-06           O050700200095 
       120.        60.        25. 3.9141E-02 3.1345E-04           O050700200096 
       120.        60.        30. 2.8799E-02 2.7847E-04           O050700200097 
       120.        60.        35. 2.1828E-02  2.359E-04           O050700200098 
       120.        60.        40. 1.7799E-02 2.1638E-04           O050700200099 
       120.        60.        45. 1.3166E-02 1.7933E-04           O050700200100 
       120.        60.        50. 1.0686E-02 1.6535E-04           O050700200101 
       120.        60.        55. 7.7517E-03 1.4027E-04           O050700200102 
       120.        60.        60. 5.4384E-03 1.2079E-04           O050700200103 
       120.        60.        65. 3.9392E-03 9.9517E-05           O050700200104 
       120.        60.        70. 2.7798E-03 8.3486E-05           O050700200105 
       120.        60.        75. 1.7882E-03 6.6876E-05           O050700200106 
       120.        60.        80. 1.2519E-03 5.5904E-05           O050700200107 
       120.        60.        85.   7.53E-04 4.3325E-05           O050700200108 
       120.        60.        90. 4.7411E-04 3.5413E-05           O050700200109 
       120.        60.        97. 1.8847E-04 2.3853E-05           O050700200110 
       120.        60.       105. 2.5002E-05 7.8791E-06           O050700200111 
       120.        60.       113. 5.3078E-06 3.7403E-06           O050700200112 
       120.        80.        25. 2.6136E-02  1.941E-04           O050700200113 
       120.        80.        30. 1.7045E-02 1.6234E-04           O050700200114 
       120.        80.        35. 1.1498E-02 1.2974E-04           O050700200115 
       120.        80.        40. 8.0972E-03 1.1059E-04           O050700200116 
       120.        80.        45. 5.3909E-03 8.6957E-05           O050700200117 
       120.        80.        50. 3.5863E-03 7.2589E-05           O050700200118 
       120.        80.        55. 2.2932E-03 5.7814E-05           O050700200119 
       120.        80.        60. 1.5799E-03 4.9338E-05           O050700200120 
       120.        80.        65. 8.7232E-04 3.5488E-05           O050700200121 
       120.        80.        70. 5.4862E-04 2.8106E-05           O050700200122 
       120.        80.        75. 3.0323E-04 2.0869E-05           O050700200123 
       120.        80.        80. 1.7439E-04 1.5812E-05           O050700200124 
       120.        80.        85. 6.3319E-05 9.5204E-06           O050700200125 
       120.        80.        90. 5.1921E-05 8.8807E-06           O050700200126 
       120.        80.        97. 2.4399E-05 6.5037E-06           O050700200127 
       120.        80.       105. 2.8669E-06 2.0219E-06           O050700200128 
       120.        80.       113. 1.5216E-06 1.5176E-06           O050700200129 
       120.       100.        25.  1.724E-02 1.5324E-04           O050700200130 
       120.       100.        30. 8.8832E-03 1.1393E-04           O050700200131 
       120.       100.        35. 5.1144E-03 8.4115E-05           O050700200132 
       120.       100.        40. 3.1415E-03 6.6964E-05           O050700200133 
       120.       100.        45. 1.8177E-03 4.9083E-05           O050700200134 
       120.       100.        50. 1.0316E-03 3.7844E-05           O050700200135 
       120.       100.        55. 6.0099E-04 2.8771E-05           O050700200136 
       120.       100.        60. 2.9569E-04 2.0748E-05           O050700200137 
       120.       100.        65. 1.6323E-04 1.4923E-05           O050700200138 
       120.       100.        70. 7.6607E-05 1.0209E-05           O050700200139 
       120.       100.        75. 4.2303E-05 7.5772E-06           O050700200140 
       120.       100.        80.  2.043E-05 5.2609E-06           O050700200141 
       120.       100.        85. 9.5197E-06 3.5884E-06           O050700200142 
       120.       100.       105. 1.3547E-06  1.351E-06           O050700200143 
       120.       120.        25. 1.2091E-02 1.3451E-04           O050700200144 
       120.       120.        30. 5.5011E-03  9.397E-05           O050700200145 
       120.       120.        35. 2.8942E-03 6.6323E-05           O050700200146 
       120.       120.        40. 1.5584E-03 4.9435E-05           O050700200147 
       120.       120.        45. 7.6885E-04  3.346E-05           O050700200148 
       120.       120.        50. 4.3943E-04 2.5889E-05           O050700200149 
       120.       120.        55. 2.0201E-04 1.7484E-05           O050700200150 
       120.       120.        60. 9.9547E-05 1.2618E-05           O050700200151 
       120.       120.        65. 4.8145E-05 8.4947E-06           O050700200152 
       120.       120.        70. 1.8006E-05  5.188E-06           O050700200153 
       120.       120.        75. 1.1974E-05 4.2254E-06           O050700200154 
       120.       120.        80. 8.9637E-06 3.6525E-06           O050700200155 
       120.       120.       105. 1.4859E-06 1.4831E-06           O050700200156 
       120.       140.        25. 1.0197E-02 9.5385E-05           O050700200157 
       120.       140.        30. 4.2582E-03 6.3841E-05           O050700200158 
       120.       140.        35. 1.8804E-03 4.1281E-05           O050700200159 
       120.       140.        40. 1.0167E-03 3.0833E-05           O050700200160 
       120.       140.        45. 4.3269E-04 1.9383E-05           O050700200161 
       120.       140.        50. 2.1884E-04 1.4108E-05           O050700200162 
       120.       140.        55. 9.7193E-05 9.3644E-06           O050700200163 
       120.       140.        60. 4.1288E-05 6.2752E-06           O050700200164 
       120.       140.        65. 1.6195E-05 3.8045E-06           O050700200165 
       120.       140.        70. 8.0758E-06 2.6829E-06           O050700200166 
       120.       140.        75. 4.4753E-06 1.9947E-06           O050700200167 
       120.       160.        25. 8.7677E-03 7.0086E-05           O050700200168 
       120.       160.        30.  3.385E-03 4.5103E-05           O050700200169 
       120.       160.        35. 1.7491E-03 3.1548E-05           O050700200170 
       120.       160.        40.  7.115E-04 2.0438E-05           O050700200171 
       120.       160.        45. 3.2265E-04 1.3263E-05           O050700200172 
       120.       160.        50. 1.4715E-04 9.1667E-06           O050700200173 
       120.       160.        55. 5.7021E-05 5.6836E-06           O050700200174 
       120.       160.        60. 3.1946E-05 4.3738E-06           O050700200175 
       120.       160.        65. 9.6017E-06 2.3212E-06           O050700200176 
       120.       160.        70. 2.8164E-06 1.2555E-06           O050700200177 
       120.       160.        80. 1.1217E-06 7.9056E-07           O050700200178 
       120.       160.        85. 5.5998E-07 5.5817E-07           O050700200179 
       160.        20.        25. 6.4387E-02 7.7396E-04           O050700200180 
       160.        20.        30. 5.2736E-02 7.2545E-04           O050700200181 
       160.        20.        35. 4.5785E-02 6.5774E-04           O050700200182 
       160.        20.        40. 4.1338E-02 6.3484E-04           O050700200183 
       160.        20.        45. 3.7291E-02 5.8102E-04           O050700200184 
       160.        20.        50.  3.411E-02 5.6873E-04           O050700200185 
       160.        20.        55. 3.1287E-02 5.4252E-04           O050700200186 
       160.        20.        60. 2.8244E-02 5.2996E-04           O050700200187 
       160.        20.        65. 2.4365E-02 4.7648E-04           O050700200188 
       160.        20.        70. 2.2685E-02 4.5914E-04           O050700200189 
       160.        20.        75. 2.0002E-02  4.306E-04           O050700200190 
       160.        20.        80. 1.8131E-02 4.0959E-04           O050700200191 
       160.        20.        85.  1.603E-02 3.8483E-04           O050700200192 
       160.        20.        90. 1.4809E-02 3.8103E-04           O050700200193 
       160.        20.        97.   1.29E-02 3.7992E-04           O050700200194 
       160.        20.       105.  1.005E-02 3.0412E-04           O050700200195 
       160.        20.       113. 7.0854E-03 2.6309E-04           O050700200196 
       160.        20.       120. 5.7222E-03 2.3635E-04           O050700200197 
       160.        20.       125. 4.8516E-03 2.1109E-04           O050700200198 
       160.        20.       130. 3.6964E-03 1.8989E-04           O050700200199 
       160.        20.       135. 3.1795E-03 1.7083E-04           O050700200200 
       160.        20.       140. 2.4202E-03 1.8526E-04           O050700200201 
       160.        30.        25. 6.0206E-02 7.7981E-04           O050700200202 
       160.        30.        30.  4.782E-02  7.198E-04           O050700200203 
       160.        30.        35. 4.0773E-02 6.4674E-04           O050700200204 
       160.        30.        40. 3.6357E-02 6.2034E-04           O050700200205 
       160.        30.        45. 3.1703E-02  5.582E-04           O050700200206 
       160.        30.        50. 2.7906E-02   5.36E-04           O050700200207 
       160.        30.        55.  2.475E-02 5.0277E-04           O050700200208 
       160.        30.        60. 2.1178E-02 4.7816E-04           O050700200209 
       160.        30.        65. 1.7478E-02  4.205E-04           O050700200210 
       160.        30.        70. 1.6055E-02 4.0247E-04           O050700200211 
       160.        30.        75. 1.3175E-02 3.6415E-04           O050700200212 
       160.        30.        80. 1.1162E-02 3.3485E-04           O050700200213 
       160.        30.        85. 9.7144E-03 3.1215E-04           O050700200214 
       160.        30.        90. 8.6268E-03 3.0302E-04           O050700200215 
       160.        30.        97.   6.68E-03 2.8486E-04           O050700200216 
       160.        30.       105. 4.4591E-03 2.1108E-04           O050700200217 
       160.        30.       113.  3.569E-03 1.9456E-04           O050700200218 
       160.        30.       120. 2.3705E-03 1.5851E-04           O050700200219 
       160.        30.       125. 1.8824E-03   1.37E-04           O050700200220 
       160.        30.       130. 1.4778E-03 1.2511E-04           O050700200221 
       160.        30.       135. 1.1451E-03 1.0682E-04           O050700200222 
       160.        30.       140. 7.4241E-04 1.0691E-04           O050700200223 
       160.        40.        25. 5.4918E-02 6.4301E-04           O050700200224 
       160.        40.        30. 4.2591E-02 5.8648E-04           O050700200225 
       160.        40.        35. 3.7373E-02 5.3458E-04           O050700200226 
       160.        40.        40. 3.1035E-02 4.9483E-04           O050700200227 
       160.        40.        45. 2.7555E-02  4.493E-04           O050700200228 
       160.        40.        50. 2.3284E-02  4.227E-04           O050700200229 
       160.        40.        55. 2.0949E-02 3.9935E-04           O050700200230 
       160.        40.        60. 1.7917E-02 3.7971E-04           O050700200231 
       160.        40.        65. 1.4903E-02 3.3524E-04           O050700200232 
       160.        40.        70. 1.2149E-02 3.0226E-04           O050700200233 
       160.        40.        75. 9.9701E-03 2.7348E-04           O050700200234 
       160.        40.        80. 8.4943E-03  2.522E-04           O050700200235 
       160.        40.        85. 6.7324E-03 2.2435E-04           O050700200236 
       160.        40.        90.   5.76E-03 2.1377E-04           O050700200237 
       160.        40.        97. 4.6747E-03 2.0574E-04           O050700200238 
       160.        40.       105.  2.666E-03 1.4091E-04           O050700200239 
       160.        40.       113. 1.4508E-03  1.071E-04           O050700200240 
       160.        40.       120. 8.9224E-04 8.3958E-05           O050700200241 
       160.        40.       125. 5.5461E-04 6.4204E-05           O050700200242 
       160.        40.       130. 4.2987E-04 5.8255E-05           O050700200243 
       160.        40.       135. 1.7976E-04 3.6541E-05           O050700200244 
       160.        40.       140. 9.2578E-05 3.2595E-05           O050700200245 
       160.        50.        25. 5.5058E-02 6.2843E-04           O050700200246 
       160.        50.        30. 4.2041E-02 5.6875E-04           O050700200247 
       160.        50.        35. 3.4346E-02 5.0021E-04           O050700200248 
       160.        50.        40. 2.8891E-02 4.6601E-04           O050700200249 
       160.        50.        45. 2.3247E-02 4.0281E-04           O050700200250 
       160.        50.        50.  2.028E-02 3.8506E-04           O050700200251 
       160.        50.        55. 1.5932E-02 3.3993E-04           O050700200252 
       160.        50.        60. 1.3706E-02 3.2416E-04           O050700200253 
       160.        50.        65. 9.8468E-03 2.6597E-04           O050700200254 
       160.        50.        70. 8.6293E-03 2.4866E-04           O050700200255 
       160.        50.        75. 6.3266E-03 2.1264E-04           O050700200256 
       160.        50.        80.  5.318E-03 1.9478E-04           O050700200257 
       160.        50.        85.  4.017E-03 1.6915E-04           O050700200258 
       160.        50.        90. 2.9214E-03  1.486E-04           O050700200259 
       160.        50.        97. 1.9794E-03 1.3067E-04           O050700200260 
       160.        50.       105. 1.1071E-03  8.863E-05           O050700200261 
       160.        50.       113. 5.0694E-04 6.1791E-05           O050700200262 
       160.        50.       120. 3.4541E-04 5.0989E-05           O050700200263 
       160.        50.       125. 1.5887E-04 3.3541E-05           O050700200264 
       160.        50.       130.  1.304E-04 3.1317E-05           O050700200265 
       160.        50.       135. 5.7735E-05 2.0213E-05           O050700200266 
       160.        50.       140. 3.3451E-05 1.9125E-05           O050700200267 
       160.        60.        25. 5.0046E-02 3.4641E-04           O050700200268 
       160.        60.        30. 3.7479E-02 3.1048E-04           O050700200269 
       160.        60.        35. 2.9101E-02 2.6622E-04           O050700200270 
       160.        60.        40. 2.3696E-02 2.4401E-04           O050700200271 
       160.        60.        45. 1.9202E-02 2.1166E-04           O050700200272 
       160.        60.        50. 1.5036E-02  1.917E-04           O050700200273 
       160.        60.        55. 1.1947E-02  1.702E-04           O050700200274 
       160.        60.        60. 8.9802E-03 1.5171E-04           O050700200275 
       160.        60.        65. 6.9224E-03 1.2894E-04           O050700200276 
       160.        60.        70. 5.6424E-03 1.1625E-04           O050700200277 
       160.        60.        75. 3.9966E-03 9.7718E-05           O050700200278 
       160.        60.        80.  3.046E-03 8.5229E-05           O050700200279 
       160.        60.        85.  2.287E-03 7.3796E-05           O050700200280 
       160.        60.        90. 1.6443E-03 6.4457E-05           O050700200281 
       160.        60.        97. 9.5719E-04 5.2539E-05           O050700200282 
       160.        60.       105. 5.0971E-04 3.4771E-05           O050700200283 
       160.        60.       113. 2.1591E-04 2.3316E-05           O050700200284 
       160.        60.       120. 1.0154E-04 1.5984E-05           O050700200285 
       160.        60.       125. 4.2989E-05 1.0088E-05           O050700200286 
       160.        60.       130. 3.5514E-05 9.4495E-06           O050700200287 
