ENTRY            O1968   20120221                             O047O196800000001 
SUBENT        O1968001   20120221                             O047O196800100001 
BIB                 11         23                                 O196800100002 
TITLE      Cross section measurements of the Li-6(d,a)He-4        O196800100003 
           reaction.                                              O196800100004 
AUTHOR     (V.Foteinou, A.Lagoyannis, M.Kokkoris, G.Provatas,     O196800100005 
           T.Konstantinopoulos, P.Misaelides, S.Harissopulos)     O196800100006 
INSTITUTE  (2GRCATH)                                              O196800100007 
           (2GRCTUA)                                              O196800100008 
           (2GRCARU)                                              O196800100009 
REFERENCE  (J,NIM/B,269,2990,2011)                                O196800100010 
FACILITY   (VDGT,2GRCATH) 5.5 MV Tandem Accelerator of N.C.S.R.   O196800100011 
                         "Demokritos"                             O196800100012 
SAMPLE     The target was prepared by evaporating isotopically    O196800100013 
           enriched (94% Li-6) LiF onto a thin self-supported     O196800100014 
           carbon foil of 10 mug/cm**2. On top of the target,     O196800100015 
           a thin Au layer (24 mug/cm**2) was evaporated to ensureO196800100016 
           thermal stability.                                     O196800100017 
DETECTOR   (SIBAR) four Si surface barrier detectors with         O196800100018 
           a 300-1000 mum depletion layer                         O196800100019 
METHOD     (BCINT)                                                O196800100020 
ERR-ANALYS (EN-ERR).The error is reported by authors in table     O196800100021 
           (DATA-ERR).The uncertainty is reported by authors in   O196800100022 
           table.                                                 O196800100023 
STATUS     (TABLE).Table 1 of J,NIM/B,269,2990,2011               O196800100024 
HISTORY    (20120222C) sb                                         O196800100025 
ENDBIB              23          0                                 O196800100026 
COMMON               1          3                                 O196800100027 
EN-ERR                                                            O196800100028 
KEV                                                               O196800100029 
2.0                                                               O196800100030 
ENDCOMMON            3          0                                 O196800100031 
ENDSUBENT           30          0                                 O196800199999 
SUBENT        O1968002   20120222                             O047O196800200001 
BIB                  1          1                                 O196800200002 
REACTION   (3-LI-6(D,A)2-HE-4,,DA)                                O196800200003 
ENDBIB               1          0                                 O196800200004 
NOCOMMON             0          0                                 O196800200005 
DATA                 4        180                                 O196800200006 
ANG        EN         DATA       DATA-ERR                         O196800200007 
ADEG       KEV        MB/SR      MB/SR                            O196800200008 
140.       889.       4.43       0.18                             O196800200009 
140.       914.       4.32       0.17                             O196800200010 
140.       939.       4.24       0.17                             O196800200011 
140.       964.       4.08       0.16                             O196800200012 
140.       989.       4.14       0.17                             O196800200013 
140.       1015.      4.01       0.16                             O196800200014 
140.       1040.      3.91       0.17                             O196800200015 
140.       1065.      3.81       0.17                             O196800200016 
140.       1090.      3.99       0.17                             O196800200017 
140.       1115.      3.76       0.16                             O196800200018 
140.       1140.      3.72       0.16                             O196800200019 
140.       1165.      3.61       0.16                             O196800200020 
140.       1190.      3.55       0.16                             O196800200021 
140.       1215.      3.54       0.16                             O196800200022 
140.       1240.      3.57       0.16                             O196800200023 
140.       1266.      3.33       0.15                             O196800200024 
140.       1291.      3.46       0.15                             O196800200025 
140.       1316.      3.41       0.15                             O196800200026 
140.       1341.      3.40       0.15                             O196800200027 
140.       1366.      3.25       0.15                             O196800200028 
140.       1391.      3.52       0.16                             O196800200029 
140.       1416.      3.07       0.14                             O196800200030 
140.       1441.      3.16       0.13                             O196800200031 
140.       1466.      3.02       0.13                             O196800200032 
140.       1491.      2.90       0.13                             O196800200033 
140.       1516.      3.05       0.13                             O196800200034 
140.       1541.      2.99       0.13                             O196800200035 
140.       1566.      2.77       0.13                             O196800200036 
140.       1592.      2.96       0.13                             O196800200037 
140.       1617.      2.84       0.13                             O196800200038 
140.       1642.      2.77       0.13                             O196800200039 
140.       1667.      2.90       0.13                             O196800200040 
140.       1692.      2.78       0.13                             O196800200041 
140.       1717.      2.69       0.12                             O196800200042 
140.       1742.      2.59       0.12                             O196800200043 
140.       1767.      2.67       0.12                             O196800200044 
140.       1792.      2.55       0.12                             O196800200045 
140.       1817.      2.66       0.12                             O196800200046 
140.       1842.      2.79       0.12                             O196800200047 
140.       1867.      2.46       0.11                             O196800200048 
140.       1892.      2.69       0.12                             O196800200049 
