ENTRY            O1757   20090708                             O040O175700000001 
SUBENT        O1757001   20090708                             O040O175700100001 
BIB                 11         27                                 O175700100002 
TITLE      A study of Cr-52, Cr-54 and Cr-56 by the (t,p)         O175700100003 
           reaction.                                              O175700100004 
AUTHOR     (R.Chapman, S.Hinds, A.E.Macgregor)                    O175700100005 
INSTITUTE  (2UK ALD)                                              O175700100006 
           (2UK BRD)                                              O175700100007 
REFERENCE  (J,NP/A,119,305,1968)                                  O175700100008 
SAMPLE     The targets were made by vacuum evaporation of the     O175700100009 
           separated isotopes onto thin carbon films about        O175700100010 
            10 mug/cm**2 thick. The target thicknesses were       O175700100011 
           approximately 150, 50 and 100 mug/cm**2 for the        O175700100012 
           Cr-50,52,54 targets, respectively.                     O175700100013 
           Targets- Cr-50, isotopic composition (%)               O175700100014 
            Cr-50  more or equal 96.9% , Cr-52 2.69%, Cr-53 less  O175700100015 
           or equal 0.2%, Cr-54 less or equal 0.02%.              O175700100016 
           Targets- Cr-52, isotopic composition (%)               O175700100017 
            Cr-52 99.5% , Cr-50 less than 0.1%, Cr-53 0.4%,       O175700100018 
           Cr-54 less  than 0.1%.                                 O175700100019 
           Targets- Cr-54, isotopic composition (%)               O175700100020 
            Cr-54 97.98% , Cr-50 less than 0.06%, Cr-52 1.43%,    O175700100021 
           Cr-53 0.59%.                                           O175700100022 
DETECTOR   (MAGSP) Multi-angle magnetic spectrograph              O175700100023 
           (PLATE) 50 mum thick Ilford K2 emulsions               O175700100024 
FACILITY   (VDGT,2UK ALD)                                         O175700100025 
METHOD     (BCINT)                                                O175700100026 
ADD-RES     The Q-values were measured .                          O175700100027 
ERR-ANALYS (ANG-ERR-D). Digitizing error of angle.                O175700100028 
HISTORY    (20090708C) SB                                         O175700100029 
ENDBIB              27          0                                 O175700100030 
COMMON               1          3                                 O175700100031 
ANG-ERR-D                                                         O175700100032 
ADEG                                                              O175700100033 
0.7                                                               O175700100034 
ENDCOMMON            3          0                                 O175700100035 
ENDSUBENT           34          0                                 O175700199999 
SUBENT        O1757002   20090712                             O040O175700200001 
BIB                  4          4                                 O175700200002 
REACTION   (24-CR-50(T,P)24-CR-52,PAR,DA,,REL) fig 1,2            O175700200003 
EN-SEC     (E-LVL,24-CR-52)                                       O175700200004 
ERR-ANALYS (DATA-ERR).The error is reported by authors on figure. O175700200005 
STATUS     (CURVE) By CAJAD.                                      O175700200006 
ENDBIB               4          0                                 O175700200007 
COMMON               1          3                                 O175700200008 
EN                                                                O175700200009 
MEV                                                               O175700200010 
12.15                                                             O175700200011 
ENDCOMMON            3          0                                 O175700200012 
DATA                 4        221                                 O175700200013 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         O175700200014 
MEV        ADEG       ARB-UNITS  ARB-UNITS                        O175700200015 
    0.00000    7.20000   55.40000    2.80000                      O175700200016 
    0.00000   14.00000   22.10000    1.00000                      O175700200017 
    0.00000   21.10000    1.85000    0.30000                      O175700200018 
    0.00000   29.00000    0.19000    0.30000                      O175700200019 
    0.00000   36.90000    0.65000    0.30000                      O175700200020 
    0.00000   43.70000    3.23000    0.30000                      O175700200021 
    0.00000   51.60000    2.74000    0.30000                      O175700200022 
    0.00000   59.90000    1.55000    0.30000                      O175700200023 
    0.00000   66.80000    0.12000    0.30000                      O175700200024 
    0.00000   74.20000    0.35000    0.30000                      O175700200025 
    0.00000   81.50000    0.81000    0.30000                      O175700200026 
    0.00000   88.90000    0.56000    0.30000                      O175700200027 
    0.00000   95.30000    0.31000    0.30000                      O175700200028 
    0.00000  102.10000    0.06000    0.30000                      O175700200029 
    0.00000  109.00000    0.05000    0.30000                      O175700200030 
    0.00000  116.90000    0.04000    0.30000                      O175700200031 
    0.00000  125.20000    0.03000    0.30000                      O175700200032 
    0.00000  131.60000    0.25000    0.30000                      O175700200033 
    0.00000  138.90000    0.00010    0.30000                      O175700200034 
    0.00000  146.30000    0.00010    0.30000                      O175700200035 
    0.00000  153.20000    0.00010    0.30000                      O175700200036 
    0.00000  160.50000    0.00010    0.30000                      O175700200037 
    0.00000  169.40000    0.00010    0.30000                      O175700200038 
    0.00000  176.20000    0.00010    0.30000                      O175700200039 
    1.44000    5.60000    0.15000    0.09000                      O175700200040 
    1.44000   13.20000    0.38000    0.10000                      O175700200041 
    1.44000   21.30000    0.66000    0.09000                      O175700200042 
    1.44000   29.20000    0.46000    0.06000                      O175700200043 
    1.44000   36.80000    0.04900    0.02700                      O175700200044 
    1.44000   44.00000    0.15000    0.04000                      O175700200045 
    1.44000   51.70000    0.30000    0.06000                      O175700200046 
    1.44000   60.00000    0.23000    0.06000                      O175700200047 
    1.44000   66.30000    0.18000    0.05000                      O175700200048 
    1.44000   75.10000    0.21000    0.05000                      O175700200049 
    1.44000   89.70000    0.13000    0.05000                      O175700200050 
    1.44000  116.40000    0.19000    0.05000                      O175700200051 
    1.44000  146.60000    0.12000    0.04000                      O175700200052 
    2.66000    5.40000   64.90000    2.40000                      O175700200053 
    2.66000   12.80000   21.30000    0.40000                      O175700200054 
    2.66000   20.40000    1.20000    0.40000                      O175700200055 
    2.66000   29.60000    1.80000    0.40000                      O175700200056 
    2.66000   36.90000    1.80000    0.40000                      O175700200057 
    2.66000   52.00000    3.80000    0.40000                      O175700200058 
