ENTRY            O1961   20111109                             O047O196100000001 
SUBENT        O1961001   20111109                             O047O196100100001 
BIB                 13         38                                 O196100100002 
TITLE      Molecular structures in T = 1 states of B-10.          O196100100003 
AUTHOR     (A.N.Kuchera, G.V.Rogachev, V.Z.Goldberg, E.D.Johnson, O196100100004 
           S.Cherubini, M.Gulino, M.La Cognata, L.Lamia, S.Romano,O196100100005 
           L.E.Miller, R.G.Pizzone, G.G.Rapisarda, M.L.Sergi,     O196100100006 
           C.Spitaleri, R.E.Tribble, W.H.Trzaska, A.Tumino)       O196100100007 
INSTITUTE  (1USAFSU)                                              O196100100008 
           (1USATAM)                                              O196100100009 
           (2ITYLNS)                                              O196100100010 
           (2ITYCAT)                                              O196100100011 
           (2SF JYV)                                              O196100100012 
REFERENCE  (J,PR/C,84,054615,2011)                                O196100100013 
FACILITY   (VDGT,2ITYLNS)                                         O196100100014 
SAMPLE     A solid polyethylene (CH2) target with thicknesses     O196100100015 
           of 56 and 74 mug/cm**2.                                O196100100016 
METHOD     (EDE)                                                  O196100100017 
DETECTOR   (TELES,IOCH,PS)                                        O196100100018 
           (SI)                                                   O196100100019 
           Three arrays of detectors were used. Two arrays of     O196100100020 
           three square silicon pindiode detectors with active    O196100100021 
           area of 18*18 mm**2 and thickness of 500 mum covered   O196100100022 
           laboratory angles 4.2-19.3 degree. These were used as  O196100100023 
           alpha-particle detectors.                              O196100100024 
           A delta-E-E telescope covered the laboratory angles    O196100100025 
           4.75-11.8 degree. The telescope consisted of a gas     O196100100026 
           ionization chamber filled with P-10 gas and a position O196100100027 
           sensitive silicon detector (resistive layer). The      O196100100028 
           active area of the telescope was determined by a       O196100100029 
           collimator 45.9 mm long and 2 mm wide. The delta E-E   O196100100030 
           telescope was used to identify and measure the positionO196100100031 
           and energies of the Li-6 recoils.                      O196100100032 
STATUS     (TABLE).Table data were received from Dr.A.Kuchera     O196100100033 
             29.02.2012 for fig.5,6,8 of J,PR/C,84,054615,2011    O196100100034 
           (APRVD).By Dr.A.Kuchera                                O196100100035 
ERR-ANALYS (DATA-ERR).The uncertainty is reported by authors in   O196100100036 
           table.                                                 O196100100037 
EN-SEC     (E-LVL,3-LI-6)                                         O196100100038 
LEVEL-PROP (3-LI-6,E-LVL=3.56,SPIN=0.,PARITY=+1.)                 O196100100039 
HISTORY    (20111109C) sb                                         O196100100040 
ENDBIB              38          0                                 O196100100041 
COMMON               1          3                                 O196100100042 
E-LVL                                                             O196100100043 
MEV                                                               O196100100044 
3.56                                                              O196100100045 
ENDCOMMON            3          0                                 O196100100046 
ENDSUBENT           45          0                                 O196100199999 
SUBENT        O1961002   20120301                             O047O196100200001 
BIB                  1          1                                 O196100200002 
REACTION   (1-H-1(4-BE-9,A)3-LI-6,PAR,DA)                         O196100200003 
ENDBIB               1          0                                 O196100200004 
NOCOMMON             0          0                                 O196100200005 
DATA                 4        161                                 O196100200006 
EN-CM      ANG-CM     DATA-CM    DATA-ERR                         O196100200007 
MEV        ADEG       MB/SR      MB/SR                            O196100200008 
2.27       46.5       2.094      0.199                            O196100200009 
2.27       49.5       2.028      0.196                            O196100200010 
2.27       52.5       2.553      0.22                             O196100200011 
2.27       55.5       2.683      0.227                            O196100200012 
2.27       58.5       2.932      0.238                            O196100200013 
2.27       61.5       3.066      0.244                            O196100200014 
2.27       64.5       2.540      0.223                            O196100200015 
2.27       67.5       2.832      0.236                            O196100200016 
2.27       70.5       2.793      0.235                            O196100200017 
2.27       73.5       2.634      0.229                            O196100200018 
2.27       76.5       2.353      0.218                            O196100200019 
2.27       79.5       2.634      0.231                            O196100200020 
2.27       82.5       2.777      0.238                            O196100200021 
2.27       85.5       2.574      0.230                            O196100200022 
2.27       88.5       2.906      0.245                            O196100200023 
2.27       91.5       2.136      0.212                            O196100200024 
2.27       94.5       2.112      0.211                            O196100200025 
2.27       97.5       2.258      0.219                            O196100200026 
2.27       100.5      2.128      0.214                            O196100200027 
2.27       103.5      1.996      0.208                            O196100200028 
2.27       106.5      2.232      0.221                            O196100200029 
2.27       109.5      1.788      0.199                            O196100200030 
2.27       112.5      2.048      0.214                            O196100200031 
2.27       115.5      1.888      0.206                            O196100200032 
2.27       118.5      2.199      0.223                            O196100200033 
2.29       44.5       7.406      0.323                            O196100200034 
2.29       47.5       8.644      0.349                            O196100200035 
2.29       50.5       9.258      0.363                            O196100200036 
2.29       53.5       8.882      0.356                            O196100200037 
2.29       56.5       9.365      0.367                            O196100200038 
2.29       59.5       9.638      0.373                            O196100200039 
2.29       62.5       9.571      0.373                            O196100200040 
2.29       65.5       9.971      0.382                            O196100200041 
2.29       71.5       9.029      0.366                            O196100200042 
2.29       74.5       8.230      0.351                            O196100200043 
2.29       77.5       8.473      0.357                            O196100200044 
2.29       80.5       7.386      0.335                            O196100200045 
2.29       83.5       7.154      0.331                            O196100200046 
2.29       86.5       7.059      0.330                            O196100200047 
2.29       89.5       7.430      0.340                            O196100200048 
2.29       92.5       7.164      0.335                            O196100200049 
2.29       95.5       6.181      0.313                            O196100200050 
2.29       98.5       6.507      0.323                            O196100200051 
2.29       101.5      5.953      0.310                            O196100200052 
2.29       104.5      6.349      0.321                            O196100200053 
2.29       107.5      5.355      0.297                            O196100200054 
2.29       110.5      5.899      0.313                            O196100200055 
2.29       113.5      5.318      0.298                            O196100200056 
2.29       116.5      5.585      0.307                            O196100200057 
2.29       119.5      5.481      0.305                            O196100200058 
2.33       45.5       2.253      0.243                            O196100200059 
2.33       48.5       2.422      0.253                            O196100200060 
2.33       51.5       3.177      0.290                            O196100200061 
2.33       54.5       2.955      0.280                            O196100200062 
2.33       57.5       2.732      0.270                            O196100200063 
2.33       60.5       2.319      0.250                            O196100200064 
2.33       63.5       3.474      0.307                            O196100200065 
2.33       66.5       2.815      0.277                            O196100200066 
2.33       69.5       2.999      0.287                            O196100200067 
2.33       72.5       2.744      0.276                            O196100200068 
2.33       75.5       2.598      0.270                            O196100200069 
2.33       78.5       2.281      0.253                            O196100200070 
2.33       81.5       2.269      0.254                            O196100200071 
2.33       84.5       2.174      0.249                            O196100200072 
2.33       87.5       2.654      0.277                            O196100200073 
2.33       90.5       1.805      0.229                            O196100200074 
2.33       93.5       1.703      0.223                            O196100200075 
2.33       96.5       1.599      0.217                            O196100200076 
2.33       99.5       1.285      0.196                            O196100200077 
2.33       102.5      2.111      0.252                            O196100200078 
2.33       105.5      1.461      0.211                            O196100200079 
2.33       108.5      1.290      0.199                            O196100200080 
2.33       111.5      1.364      0.206                            O196100200081 
2.33       114.5      1.502      0.217                            O196100200082 
2.33       117.5      1.673      0.230                            O196100200083 
4.40       27.68      1.267      0.248                            O196100200084 
4.40       29.44      1.791      0.294                            O196100200085 
4.40       31.21      1.779      0.292                            O196100200086 
4.40       33.00      1.671      0.282                            O196100200087 
4.40       34.82      1.657      0.280                            O196100200088 
4.40       36.65      1.266      0.244                            O196100200089 
4.40       38.50      1.161      0.232                            O196100200090 
4.40       40.39      1.927      0.297                            O196100200091 
4.40       42.30      1.497      0.260                            O196100200092 
4.40       44.24      1.343      0.245                            O196100200093 
4.40       46.22      1.677      0.272                            O196100200094 
4.40       48.23      1.260      0.234                            O196100200095 
4.40       50.29      1.025      0.209                            O196100200096 
4.40       52.40      0.793      0.182                            O196100200097 
4.40       54.56      0.981      0.200                            O196100200098 
4.40       56.78      1.119      0.212                            O196100200099 
4.40       59.07      0.739      0.169                            O196100200100 
4.40       61.44      1.059      0.200                            O196100200101 
4.40       63.92      0.692      0.159                            O196100200102 
4.40       66.50      0.842      0.172                            O196100200103 
4.40       69.23      0.633      0.145                            O196100200104 
4.40       72.14      0.469      0.121                            O196100200105 
4.40       130.34     1.316      0.253                            O196100200106 
4.40       132.65     1.394      0.273                            O196100200107 
4.40       132.75     2.179      0.472                            O196100200108 
4.40       134.78     1.155      0.258                            O196100200109 
4.40       136.77     1.689      0.325                            O196100200110 
4.40       138.64     1.338      0.299                            O196100200111 
4.40       140.42     1.268      0.299                            O196100200112 
4.40       142.11     2.003      0.386                            O196100200113 
4.40       143.73     1.395      0.329                            O196100200114 
4.40       145.29     1.628      0.364                            O196100200115 
4.40       146.80     1.606      0.368                            O196100200116 
4.40       148.26     1.839      0.401                            O196100200117 
4.40       149.67     1.618      0.381                            O196100200118 
4.40       151.05     1.865      0.417                            O196100200119 
4.40       153.70     1.571      0.393                            O196100200120 
4.40       154.98     2.216      0.473                            O196100200121 
4.40       156.24     2.672      0.524                            O196100200122 
4.40       157.48     2.101      0.469                            O196100200123 
4.40       158.69     3.534      0.615                            O196100200124 
4.40       159.88     1.968      0.464                            O196100200125 
4.40       161.06     3.218      0.598                            O196100200126 
5.00       28.14      2.489      0.178                            O196100200127 
5.00       29.86      2.903      0.191                            O196100200128 
5.00       31.59      2.532      0.178                            O196100200129 
5.00       33.34      2.239      0.167                            O196100200130 
5.00       35.11      2.592      0.179                            O196100200131 
5.00       36.90      2.276      0.167                            O196100200132 
5.00       38.72      2.328      0.168                            O196100200133 
5.00       40.55      2.458      0.172                            O196100200134 
5.00       42.42      2.490      0.172                            O196100200135 
5.00       44.31      2.271      0.163                            O196100200136 
5.00       46.23      2.265      0.162                            O196100200137 
5.00       48.19      2.127      0.156                            O196100200138 
5.00       50.19      2.194      0.157                            O196100200139 
5.00       52.24      1.803      0.141                            O196100200140 
5.00       54.33      1.661      0.134                            O196100200141 
5.00       56.48      1.569      0.129                            O196100200142 
5.00       58.69      1.581      0.127                            O196100200143 
5.00       60.98      1.400      0.118                            O196100200144 
5.00       63.36      1.333      0.113                            O196100200145 
5.00       65.83      1.479      0.117                            O196100200146 
5.00       68.44      1.194      0.103                            O196100200147 
5.00       71.19      0.867      0.085                            O196100200148 
5.00       132.45     0.532      0.086                            O196100200149 
5.00       134.55     0.625      0.098                            O196100200150 
5.00       136.50     0.605      0.099                            O196100200151 
5.00       138.34     0.712      0.111                            O196100200152 
5.00       140.09     0.608      0.106                            O196100200153 
5.00       141.75     0.739      0.120                            O196100200154 
5.00       143.34     0.670      0.117                            O196100200155 
5.00       144.87     0.723      0.124                            O196100200156 
5.00       146.35     0.906      0.145                            O196100200157 
5.00       147.78     0.847      0.139                            O196100200158 
5.00       149.17     0.734      0.132                            O196100200159 
5.00       150.51     0.661      0.127                            O196100200160 
5.00       151.83     0.931      0.153                            O196100200161 
5.00       153.11     0.647      0.129                            O196100200162 
5.00       154.36     0.822      0.148                            O196100200163 
5.00       155.58     0.814      0.149                            O196100200164 
5.00       156.79     1.109      0.175                            O196100200165 
5.00       157.98     0.990      0.167                            O196100200166 
5.00       159.14     1.181      0.184                            O196100200167 
5.00       160.29     1.056      0.176                            O196100200168 
5.00       161.42     1.103      0.181                            O196100200169 
ENDDATA            163          0                                 O196100200170 
ENDSUBENT          169          0                                 O196100299999 
SUBENT        O1961003   20120301                             O047O196100300001 
BIB                  1          1                                 O196100300002 
REACTION   (1-H-1(4-BE-9,A)3-LI-6,PAR,DA)                         O196100300003 
ENDBIB               1          0                                 O196100300004 
